,Concept_ID,ja,tt
839,reißen::V,切れる,өзелү
840,versinken::V,沈む,бату
841,vergehen::V,経つ,авышу
842,erscheinen::V,現れる,пәйда булу
843,verschwinden::V,消える,югалу
844,verschwinden::V,消える,юк булу
845,sinken::V,下がる,кимү
846,sinken::V,下がる,кайту
847,abnehmen::V,減る,азаю
848,zunehmen::V,増える,арту
849,zunehmen::V,増える,күбәю
850,zunehmen::V,増える,ишәю
851,steigen::V,上がる,үсү
852,wachsen::V,伸びる,үсү
853,glänzen::V,輝く,ялкылдау
854,funkeln::V,ぴかぴか光る,ялтырау
855,lärmen::V,騒ぐ,шаулау
856,läuten::V,鳴る,шалтырату
857,klingeln::V,鳴る,шалтырату
858,klirren::V,がらんがらんと鳴る,чылтырау
859,brausen::V,逆巻く,давыллау
860,brausen::V,逆巻く,дулау
861,rauschen::V,戦ぐ,кыштырдау
862,klingen::V,鳴る,ишетелү
863,bellen::V,吠える,өрү
864,heulen::V,きゃんきゃん鳴く,улау
865,blasen::V,吹く,өрү
866,pfeifen::V,口笛を吹く,сызгырту
867,schreien::V,叫ぶ,кычкыру
868,stöhnen::V,うめく,ыңгырашу
869,zittern::V,震える,калтырау
870,zittern::V,震える,калтырану
871,leben::V,生きている,яшәү
872,leben::V,生きている,гомер итү
873,geboren werden::V,生まれる,туу
874,atmen::V,呼吸する,сулау
875,trinken::V,飲む,эчү
876,essen::V,食べる,ашау
877,schlucken::V,飲み込む,йоту
878,müde werden::V,眠くなる,ялыгу
879,müde werden::V,眠くなる,йөгенү
880,einschlafen::V,寝付く,йокыга китү
881,schlafen::V,眠る,йоклау
882,aufwachen::V,目が覚める,уяну
883,aufstehen::V,起きる,тору
884,sich erholen::V,休養する,ял алу
885,sich erholen::V,休養する,истирахәт итү
886,krank werden::V,病気になる,чирләү
887,krank sein::V,病気である,чирләү
888,schmerzen::V,痛む,авырту
889,husten::V,咳をする,ютәлләү
890,genesen::V,元気になる,савыгу
891,genesen::V,元気になる,сәламәтләнү
892,sterben::V,死ぬ,үлү
893,sterben::V,死ぬ,дөнья кую
894,sterben::V,死ぬ,вафат булу
895,sterben::V,亡くなる,үлү
896,sterben::V,亡くなる,дөнья кую
897,sterben::V,亡くなる,вафат булу
898,umkommen::V,死亡する,үлү
899,sich bewegen::V,移動する,йөрү
900,sich rühren::V,動く,кыймылдау
901,sich erheben::V,立ち上がる,басу
902,sich setzen::V,座る,утыру
903,hinfallen::V,転ぶ,егылу
904,laufen::V,歩く,җәяүләү
905,schreiten::V,跨ぐ,атлау
906,spazierengehen::V,散歩する,йөрү
907,spazierengehen::V,散歩する,йөргенү
908,eilen::V,急ぐ,ашыгу
909,sich beeilen::V,焦る,ашыгу
910,sich beeilen::V,焦る,кызулау
911,sausen::V,疾駆する,җилдерү
912,rennen::V,走る,йөгерү
913,springen::V,跳ぶ,сикерү
914,klettern::V,よじ登る,үрмәләү
915,schaukeln::V,ぶらんこに乗る,атыну
916,kriechen::V,這う,шуышу
917,kriechen::V,這う,үрмәләү
918,schwimmen::V,泳ぐ,йөзү
919,tauchen::V,潜る,чуму
920,rudern::V,漕ぐ,ишү
921,fahren::V,行く,бару
922,fahren::V,乗車する,бару
923,fliegen::V,飛ぶ,очу
924,gehen::V,行く,йөрү
925,weggehen::V,立ち去る,китү
926,abfahren::V,出発する,кузгалу
927,anhalten::V,止まる,тукталу
928,hineingehen::V,入る,инү
929,eintreten::V,中に入る,инү
930,kommen::V,来る,килү
931,ankommen::V,着く,бару
932,ankommen::V,到着する,бару
933,zurückkommen::V,帰る,кире кайту
934,bleiben::V,留まる,калу
935,warten::V,待つ,көтү
936,erwarten::V,期待する,көтү
937,suchen::V,探る,эзләү
938,finden::V,見つける,табу
939,versuchen::V,試す,маташу
940,vorbereiten::V,準備する,хәзерләү
941,lieben::V,愛する,сөю
942,lieben::V,愛する,ярату
943,mögen::V,好きである,өнәү
944,lachen::V,笑う,көлү
945,rühren::V,感情を動かす,дулкынландыру
946,weinen::V,泣く,елау
947,schimpfen::V,叱る,сүгү
948,schimpfen::V,叱る,сүгенү
949,sich ärgern::V,怒る,ачулану
950,sich ärgern::V,腹を立てる,ачулану
951,sich fürchten::V,怖がる,курку
952,fürchten::V,恐れる,калтырау
953,fürchten::V,恐れる,калтырану
954,fliehen::V,逃げる,арка бирү
955,flüchten::V,逃亡する,качу
956,sehen::V,見る,күрү
957,anschauen::V,眺める,карау
958,ansehen::V,見る,карау
959,ansehen::V,見る,күзәтү
960,hören::V,聞く,ишетү
961,zuhören::V,聴く,тыңлау
962,probieren::V,食べてみる,тату
963,riechen::V,気取る,иснәү
964,fühlen::V,感じる,тою
965,fühlen::V,感じる,сизү
966,scheinen::V,ように見える,күренү
967,zu sehen sein::V,見える,күренү
968,vernehmen::V,承る,ишетү
969,frieren::V,寒気がする,өшү
970,frieren::V,寒気がする,күшегү
971,tun::V,する,итү
972,können::V,出来る,алу
973,wollen::V,-たい,теләү
974,anfangen::V,始める,керешү
975,beenden::V,終える,бетерү
976,beenden::V,終える,тәмамлау
977,aufhören::V,止める,бетү
978,gelingen::V,成功する,уңу
979,geraten::V,当たる,сабышу
980,öffnen::V,開く,ачу
981,öffnen::V,開ける,ачу
982,schließen::V,閉める,ябу
983,stellen::V,置く,кую
984,stellen::V,据える,кую
985,setzen::V,座らせる,утырту
986,legen::V,置く,яткыру
987,berühren::V,触る,тию
988,berühren::V,触れる,тию
989,verbinden::V,結びつける,ялгау
990,bedecken::V,覆う,өрту
991,bedecken::V,覆う,каплау
992,bedecken::V,覆う,томалау
993,aufhängen::V,掛ける,асу
994,anzünden::V,燃やす,кабызу
995,anzünden::V,火をつける,кабызу
996,aufheben::V,拾う,күтәрү
997,zurücklassen::V,残す,калдыру
998,verlieren::V,無くす,югалту
999,fallen lassen::V,落とす,төшерү
1000,machen::V,作る,ясау
1001,machen::V,作る,эшләү
1002,herstellen::V,製造する,ясау
1003,bauen::V,建設する,кору
1004,reparieren::V,直す,төзәтү
1005,reparieren::V,修理する,төзәтү
1006,verbessern::V,改良する,яхшырту
1007,ändern::V,変える,үзгәртү
1008,graben::V,掘る,казу
1009,beugen::V,折る,ию
1010,biegen::V,曲げる,бөгү
1011,drehen::V,回す,бору
1012,drehen::V,回す,бөтерү
1013,wenden::V,裏返す,бору
1014,umdrehen::V,裏返す,түнтәрү
1015,heben::V,挙げる,күтәрү
1016,hochheben::V,持ち上げる,күтәрү
1017,ergreifen::V,取り上げる,эләктерү
1018,halten::V,持つ,тоту
1019,drücken::V,押す,кысу
1020,schieben::V,ずらす,кузгату
1021,kratzen::V,引っ掻く,тырнау
1022,lecken::V,なめる,ялау
1023,beißen::V,噛む,тешләү
1024,abreißen::V,剝ぎ取る,өзү
1025,abschneiden::V,切り取る,кыю
1026,abschneiden::V,切り取る,кисү
1027,binden::V,縛る,бәйләү
1028,stecken::V,差し込む,төртү
1029,stecken::V,差し込む,тыгу
1030,brechen::V,破る,сындыру
1031,klopfen::V,とんとん叩く,шаку
1032,klopfen::V,とんとん叩く,шакылдау
1033,hauen::V,叩く,кыйнау
1034,kleben::V,貼る,ябыштыру
1035,kleben::V,くっ付ける,ябыштыру
1036,reiben::V,擦る,ышку
1037,streichen::V,塗る,ягу
1038,schleifen::V,研ぐ,кайрау
1039,schneiden::V,切る,кисү
1040,rütteln::V,揺さぶる,селкетү
1041,schütteln::V,振る,селкетү
1042,schütteln::V,揺さぶる,селкетү
1043,schwenken::V,振る,болгау
1044,schütten::V,注ぐ,кою
1045,füllen::V,いっぱいにする,тутыру
1046,einwickeln::V,包む,төрү
1047,tragen::V,運ぶ,ташу
1048,schleppen::V,引きずる,сөйрәү
1049,schleppen::V,引きずる,өстерәү
1050,ziehen::V,引く,тарту
1051,aufbewahren::V,預かる,саклау
1052,werfen::V,投げる,ыргыту
1053,fangen::V,受ける,тоту
1054,packen::V,掴む,эләктерү
1055,verstecken::V,隠す,яшерү
1056,teilen::V,分ける,бүлү
1057,schicken::V,送る,җибәрү
1058,bringen::V,持って行く,китерү
1059,hinzufügen::V,加える,өстәү
1060,bekommen::V,得る,алу
1061,erhalten::V,受ける,алу
1062,nehmen::V,取る,алу
1063,wählen::V,選ぶ,сайлау
1064,auswählen::V,選ぶ,сайлау
1065,bewahren::V,保存する,саклау
1066,behindern::V,妨害する,комачаулау
1067,verderben::V,台無しにする,бозу
1068,beschädigen::V,損傷する,бозу
1069,zerbrechen::V,割る,вату
1070,zerreißen::V,引き裂く,өзү
1071,zerreißen::V,引き裂く,ерту
1072,zerstören::V,破壊する,җимерү
1073,verbrennen::V,焼く,яндыру
1074,verbrennen::V,焼く,көйдерү
1075,geben::V,上げる,бирү
1076,reichen::V,渡す,тапшыру
1077,schenken::V,贈る,бүләкләү
1078,versprechen::V,約束する,вәгъдә бирү
1079,wünschen::V,望む,котлау
1080,loben::V,褒める,мактау
1081,küssen::V,キスする,үбү
1082,wiegen::V,揺する,тирбәтү
1083,zudecken::V,覆う,ябу
1084,zudecken::V,覆う,бөркәү
1085,wecken::V,起こす,уяту
1086,zeigen::V,見せる,күрсәтү
1087,führen::V,案内する,йөртү
1088,lehren::V,教える,өйрәтү
1089,unterrichten::V,通知する,укыту
1090,aufziehen::V,育てる,асрау
1091,leiten::V,導く,җитәкләү
1092,antreiben::V,励ます,куалау
1093,antreiben::V,励ます,әйдәләү
1094,antreiben::V,励ます,ашыктыру
1095,lassen::V,～させる,мәҗбүр итү
1096,einladen::V,誘う,чакыру
1097,einladen::V,招待する,чакыру
1098,vereinigen::V,一つにする,берләштерү
1099,besuchen::V,訪ねる,керешү
1100,treffen::V,出会う,очрату
1101,sich versammeln::V,集まる,җыелышу
1102,spielen::V,遊ぶ,уйнау
1103,singen::V,歌う,җырлау
1104,tanzen::V,踊る,бию
1105,sich trennen::V,別れる,аерылу
1106,sich trennen::V,別れる,ташлашу
1107,verlassen::V,別れる,ташлау
1108,verlassen::V,別れる,калдыру
1109,retten::V,救う,коткару
1110,retten::V,助ける,коткару
1111,bewachen::V,見張る,каравыллау
1112,bewachen::V,軽微する,каравыллау
1113,schützen::V,保護する,ышыклау
1114,verteidigen::V,守る,яклау
1115,verteidigen::V,守る,саклау
1116,sich schlagen::V,殴る,сугышу
1117,schießen::V,撃つ,ату
1118,siegen::V,勝つ,җиңү
1119,ärgern::V,怒らせる,ачуландыру
1120,schlagen::V,殴る,ору
1121,schlagen::V,殴る,бәрү
1122,schlagen::V,殴る,тукмау
1123,treten::V,蹴る,тибү
1124,stechen::V,突く,кадау
1125,stoßen::V,突く,этү
1126,stehlen::V,盗る,урлау
1127,stören::V,構う,комачаулау
1128,belästigen::V,邪魔する,борчу
1129,belästigen::V,邪魔する,билмазалау
1130,verbergen::V,隠す,яшерү
1131,täuschen::V,だます,алдату
1132,betrügen::V,だます,хәрәмләшү
1133,töten::V,殺す,үтерү
1134,wohnen::V,住む,яшәү
1135,arbeiten::V,働く,эшләү
1136,sammeln::V,集める,туплау
1137,sammeln::V,収集する,туплау
1138,pflücken::V,摘む,өзү
1139,jagen::V,狩りをする,аулау
1140,fischen::V,釣る,балык тоту
1141,fassen::V,捕る,тоту
1142,hüten::V,放牧する,көтү
1143,treiben::V,追う,куалау
1144,anbinden::V,繋ぐ,бәйләү
1145,füttern::V,餌をやる,туйдыру
1146,melken::V,搾乳する,саву
1147,hacken::V,刻む,чабу
1148,gießen::V,水をやる,сугару
1149,reifen::V,熟す,җитешү
1150,zubereiten::V,調理する,пешеренү
1151,kochen::V,煮る,пешерү
1152,kochen::V,煮る,кайнату
1153,backen::V,焼く,пешерү
1154,braten::V,焼く,куыру
1155,braten::V,焼く,кыздыру
1156,braten::V,炒める,куыру
1157,braten::V,炒める,кыздыру
1158,umrühren::V,混ぜる,бутау
1159,umrühren::V,混ぜる,болгату
1160,stricken::V,編む,бәйләү
1161,nähen::V,縫う,тегү
1162,färben::V,染める,ману
1163,reinigen::V,掃除する,чистарту
1164,waschen::V,洗う,юу
1165,waschen::V,洗濯する,юу
1166,abwischen::V,拭く,сөртү
1167,spülen::V,洗う,чайкау
1168,spülen::V,すすぐ,чайкау
1169,fegen::V,掃除する,себерү
1170,kehren::V,掃く,себерү
1171,baden::V,入浴する,коену
1172,sich waschen::V,洗う,юыну
1173,ausziehen::V,脱ぐ,чишенү
1174,anziehen::V,着る,кию
1175,sich anziehen::V,着る,киенү
1176,kämmen::V,梳く,тарау
1177,schmücken::V,飾る,бизәү
1178,schmücken::V,飾る,бизәкләү
1179,sagen::V,言う,дию
1180,sagen::V,言う,әйтү
1181,sprechen::V,話す,сөйләү
1182,sprechen::V,話す,сөйләшү
1183,reden::V,話す,сөйләү
1184,sich unterhalten::V,話をする,сөйләшү
1185,fragen::V,聞く,сорау
1186,fragen::V,聞く,сорашу
1187,bitten::V,頼む,үтенү
1188,bitten::V,お願いする,үтенү
1189,erzählen::V,物語る,сөйләү
1190,mitteilen::V,伝える,белдерү
1191,nennen::V,名づける,дию
1192,rufen::V,呼ぶ,дәшү
1193,prahlen::V,自慢する,мактану
1194,prahlen::V,自慢する,шапырыну
1195,übersetzen::V,訳す,күчерү
1196,denken::V,考える,уйлау
1197,glauben::V,信じる,инану
1198,bemerken::V,気が付く,искәрү
1199,erkennen::V,認識する,тану
1200,begreifen::V,分かる,аңлау
1201,begreifen::V,分かる,төшенү
1202,verstehen::V,聞き取る,аңлау
1203,verstehen::V,聞き取る,төшенү
1204,lernen::V,学ぶ,уку
1205,lernen::V,学ぶ,өйрәнү
1206,lernen::V,勉強する,уку
1207,lernen::V,勉強する,өйрәнү
1208,wissen::V,知っている,белү
1209,sich erinnern an::V,思い出す,хәтерләү
1210,vergessen::V,忘れる,оныту
1211,messen::V,計る,үлчәү
1212,messen::V,測定する,үлчәү
1213,zählen::V,数える,санау
1214,rechnen::V,計算する,исәпләү
1215,lesen::V,読む,уку
1216,malen::V,描く,рәсем ясау
1217,malen::V,描く,сурәт ясау
1218,malen::V,描く,сурәтләү
1219,zeichnen::V,写生する,язу-сызу
1220,zeichnen::V,写生する,сурәт ясау
1221,schreiben::V,書く,язу
1222,besitzen::V,所持する,биләү
1223,kaufen::V,買う,алу
1224,verkaufen::V,売る,сату
1225,bezahlen::V,払う,түләү
1226,zahlen::V,支払う,түләү
1227,beherrschen::V,支配する,ия булу
1228,ertragen::V,耐える,чыдау
