,Concept_ID,ce,fa
779,wieder::ADV,юха а,دوباره
780,vergebens::ADV,эрна,بیهوده
781,vor::PRP,хьалха,در جلوی
782,hinter::PRP,тӏехьа,پشت
783,unter::PRP,кIелахь,تحت
784,durch::PRP,чекх,از وسط
785,durch::PRP,чекх,از ميان
786,neben::PRP,юххе,کنار
787,neben::PRP,юххе,پهلوی
788,zwischen::PRP,юккъехь,بین
789,zwischen::PRP,юккъехь,میان
790,wegen::PRP,дуьхьа,برای
791,wegen::PRP,дуьхьа,بخاطر
792,dies::PRN,и,این
793,dies::PRN,иза,این
794,das::PRN,и,آن
795,das::PRN,иза,آن
796,alles::PRN,дерриг,تمام
797,alles::PRN,дерриг,همه‌چیر
798,ich::PRN,cо,من
799,du::PRN,хьо,تو
800,er::PRN,и,او
801,er::PRN,иза,او
802,wir::PRN,тхо,ما
803,wir::PRN,вай,ما
804,ihr::PRN,шу,شما
805,sie::PRN,уьш,آنها
806,was::FPRN,хӏун,چه
807,wer::FPRN,мила,کی
808,wo::FADV,мичaхь,کجا
809,wohin::FADV,мича,بکجا
810,wie::FADV,муха,چطور
811,wie::FADV,муха,چگونه
812,warum::FADV,хӏунда,چرا
813,warum::FADV,хӏунда,برای چه
814,wieviel::FNUM,мел,چند
815,wieviel::FNUM,мел,چقدر
816,wieviel::FNUM,маса,چند
817,wieviel::FNUM,маса,چقدر
818,eins::NUM,цхьаъ,یک
819,zwei::NUM,шиъ,دو
820,drei::NUM,кхоъ,سه
821,vier::NUM,диъ,چهار
822,fünf::NUM,пхиъ,پنج
823,sechs::NUM,ялх,شش
824,sieben::NUM,ворхӏ,هفت
825,acht::NUM,бархӏ,هشت
826,neun::NUM,исс,نه
827,zehn::NUM,итт,ده
828,elf::NUM,цхьайтта,یازده
829,zwölf::NUM,шийтта,دوازده
830,zwanzig::NUM,ткъа,بیست
831,dreißig::NUM,ткъе итт,سی
832,vierzig::NUM,шовзткъа,چهل
833,fünfzig::NUM,шовзткъе итт,پنجاه
834,sechzig::NUM,кхузткъа,شصت
835,siebzig::NUM,кхузткъе итт,هفتاد
836,achtzig::NUM,дезткъа,هشتاد
837,neunzig::NUM,дезткъе итт,نود
838,hundert::NUM,бӏе,صد
839,tausend::NUM,эзар,هزار
840,und::CNJ,a,و
841,oder::CNJ,я,یا
842,stehen::V,латта,ایستادن
843,sitzen::V,хиъна ӏан,نشستن
844,liegen::V,ӏилла,خوابیدن
845,liegen::V,ӏилла,دراز کشیدن
846,hängen::V,кхаза,آویزان بودن
847,werden::V,хила,شدن
848,passieren::V,хила,گذشتن
849,passieren::V,хила,اتفاق افتادن
850,beginnen::V,доло,شروع شدن
851,enden::V,дӏадерза,تمام شدن
852,wechseln::V,хийца,عوض شدن
853,aufgehen[Sonne]::V,кхета,برآمدن
854,aufgehen[Sonne]::V,кхета,طلوع کردن
855,untergehen[Sonne]::V,чубуза,غروب کردن
856,scheinen[Sonne]::V,серло яла,تابیدن
857,donnern::V,къекъа,رعد زدن
858,wehen::V,хьекха,دمیدن
859,strömen::V,эха,روان شدن
860,fließen::V,охьаэха,روان شدن
861,sich drehen::V,хьийза,چرخیدن
862,schwanken::V,леста,خم و راست شدن
863,schwingen::V,лесто,تاب خوردن
864,schwingen::V,лесто,نوسان کردن
865,fallen::V,охьакхета,افتادن
866,fallen::V,охьакхета,سقوط کردن
867,brennen::V,дага,سوزاندن
868,rauchen::V,оза,دود کردن
869,regnen::V,догlа догlу,باران آمدن
870,gefrieren::V,гӏоро,یخ بستن
871,tauen::V,даша,آب شدن
872,schmelzen::V,лала,آب شدن
873,trocknen::V,дакъо,خشک شدن
874,sieden::V,кхехка,جوشیدن
875,faulen::V,дахкадала,فاسد شدن
876,verfaulen::V,дахкадала,پوسیدن
877,reißen::V,хеда,پاره شدن
878,versinken::V,хичудаха,غرق شدن
879,vergehen::V,дlаэха,گذشتن
880,erscheinen::V,схьадала,ظاهر شدن
881,erscheinen::V,ӏоттадала,ظاهر شدن
882,verschwinden::V,къайладала,گم شدن
883,verschwinden::V,къайладала,از بین رفتن
884,sinken::V,лахдала,پایین آمدن
885,zunehmen::V,лакхадала,زیاد شدن
886,steigen::V,хьаладала,بالا رفتن
887,wachsen::V,кхиа,قد کشیدن
888,glänzen::V,лепа,برق زدن
889,funkeln::V,къега,جرقه زدن
890,lärmen::V,гӏовгӏаян,شلوغ کردن
891,läuten::V,детта,زنگ زدن
892,klingeln::V,дека,زنگ زدن
893,klirren::V,дека,جرنگ جرنگ صدا کردن
894,brausen::V,хьаьдда даха,طوفانی بودن
895,rauschen::V,леста,خش‌خش کردن
896,klingen::V,дека,صدا دادن
897,bellen::V,лета,عوعو کردن
898,heulen::V,угӏа,زوزه کشیدن
899,blasen::V,хӏуп баха,فوت کردن
900,pfeifen::V,шок етта,سوت زدن
901,schreien::V,мохь бетта,فریاد زدن
902,stöhnen::V,узарш дан,نالیدن
903,zittern::V,дега,لرزیدن
904,leben::V,даха,زیستن
905,leben::V,даха,زندگی کردن
906,geboren werden::V,хила,متولد شدن
907,atmen::V,садеӏа,تنفس کردن
908,trinken::V,мала,نوشیدن
909,essen::V,кхалла,خوردن
910,schlucken::V,къурдбан,بلعیدن
911,schlucken::V,къурдбан,قورت دادن
912,müde werden::V,кӏаддала,خسته شدن
913,einschlafen::V,наб кхета,خواب رفتن
914,schlafen::V,вижа,خوابیدن
915,schlafen::V,наб ян,خوابیدن
916,schlafen::V,дижина хила,خوابیدن
917,aufwachen::V,самадала,از خواب بیدار شدن
918,aufstehen::V,гӏатта,بیدار شدن
919,sich erholen::V,садаӏа,استراحت کردن
920,krank werden::V,цомгуш хила,مریض شدن
921,krank sein::V,цомгуш хила,بیمار بودن
922,schmerzen::V,лаза,درد کردن
923,schmerzen::V,ӏийжа,درد کردن
924,husten::V,йовхарш етта,سرفه کردن
925,genesen::V,тадала,بهبود یافتن
926,sterben::V,дала,مردن
927,umkommen::V,хӏаллакхила,کشته شدن
928,sich bewegen::V,лела,حرکت کردن
929,sich rühren::V,меттахъхьен,تکان خوردن
930,sich erheben::V,хьалагlатта,برخواستن
931,sich setzen::V,хаа,نشستن
932,hinfallen::V,дожа,زمین خوردن
933,hinfallen::V,охьакхета,زمین خوردن
934,laufen::V,вада,پیاده رفتن
935,laufen::V,хьада,پیاده رفتن
936,schreiten::V,болар дан,قدم زدن
937,schreiten::V,ког баккха,قدم زدن
938,spazierengehen::V,доладала,گردش رفتن
939,eilen::V,сихдала,شتاب کردن
940,sich beeilen::V,сихдала,عجله کردن
941,rennen::V,дада,دویدن
942,springen::V,ирхкхийсадала,پریدن
943,klettern::V,тӏедийла,بالا رفتن
944,schaukeln::V,техко,تاب خوردن
945,kriechen::V,такха,خزیدن
946,schwimmen::V,некадан,شنا کردن
947,tauchen::V,чулелха,غواصی کردن
948,rudern::V,дига лело,پارو زدن
949,rudern::V,кема лело,پارو زدن
950,fahren::V,хахка,سواره رفتن
951,fliegen::V,тӏемадала,پریدن
952,gehen::V,лeла,رفتن
953,weggehen::V,дӏадаха,رفتن
954,abfahren::V,дӏадаха,حرکت کردن
955,anhalten::V,саца,ایست کردن
956,hineingehen::V,чудала,داخل شدن
957,eintreten::V,чудала,وارد شدن
958,kommen::V,кхача,آمدن
959,kommen::V,дӏакхача,آمدن
960,kommen::V,схьакхача,آمدن
961,ankommen::V,кхача,رسیدن
962,ankommen::V,схьакхача,رسیدن
963,zurückkommen::V,юхада,برگشتن
964,bleiben::V,диса,ماندن
965,warten::V,хьежа,منتظر بودن
966,warten::V,cобар дан,منتظر بودن
967,erwarten::V,хьоьжуш ӏан,انتظار داشتن
968,suchen::V,леха,جستجو کردن
969,finden::V,каро,یافتن
970,finden::V,каро,پیدا کردن
971,versuchen::V,дан хьажа,سعی کردن
972,versuchen::V,дан хьажа,کوشش کردن
973,vorbereiten::V,кечъян,آماده کردن
974,lieben::V,деза,عاشق بودن
975,mögen::V,безамхила,میل داشتن
976,mögen::V,безамхила,دوست داشتن
977,lachen::V,дела,خندیدن
978,rühren::V,хьедан,به رقت آوردن
979,weinen::V,делха,گریه کردن
980,schimpfen::V,чехо,فحاشی کردن
981,sich ärgern::V,оьгӏазъэха,ناراحت شدن
982,sich fürchten::V,кхера,واهمه کردن
983,fürchten::V,кхера,ترسیدن
984,fliehen::V,дӏадада,گریختن
985,flüchten::V,дӏадада,فرار کردن
986,sehen::V,ган,دیدن
987,anschauen::V,хьажа,نگاه کردن
988,anschauen::V,хьежа,نگاه کردن
989,ansehen::V,хьовса,تماشا کردن
990,hören::V,хаза,شنیدن
991,zuhören::V,ладогӏа,گوش دادن
992,probieren::V,хьажа,چشیدن
993,riechen::V,хьожа яха,بوییدن
994,riechen::V,хьожа яха,بو کردن
995,fühlen::V,хаадала,احساس کردن
996,scheinen::V,мотта,بنظر آمدن
997,zu sehen sein::V,гуш хила,دیده شدن
998,vernehmen::V,бартхатта,شنیدن
999,frieren::V,гӏоро,سرد بودن
1000,tun::V,дан,کردن
1001,können::V,дадала,توانستن
1002,wollen::V,тӏергӏа,خواستن
1003,anfangen::V,доло,شروع کردن
1004,beenden::V,довла,تمام کردن
1005,beenden::V,довла,پایان دادن
1006,aufhören::V,саца,دست کشیدن
1007,gelingen::V,кадала,موفق شدن
1008,geraten::V,хила,نتیجه دادن
1009,öffnen::V,дӏаделла,گشودن
1010,öffnen::V,дӏаделла,باز کردن
1011,öffnen::V,схьаделла,گشودن
1012,öffnen::V,схьаделла,باز کردن
1013,schließen::V,къовла,بستن
1014,schließen::V,къовла,قفل کردن
1015,schließen::V,дӏачӏагӏа,بستن
1016,schließen::V,дӏачӏагӏа,قفل کردن
1017,stellen::V,хlотто,گذاردن
1018,setzen::V,дийгӏа,نشاندن
1019,legen::V,охьадилла,گذاشتن
1020,berühren::V,хьедан,دست زدن
1021,berühren::V,хьедан,لمس کردن
1022,verbinden::V,вовшахтаса,وصل کردن
1023,bedecken::V,тилла,پوشاندن
1024,bedecken::V,тӏетаса,پوشاندن
1025,aufhängen::V,хьалаолла,آویختن
1026,anzünden::V,лато,سوزاندن
1027,aufheben::V,айа,برداشتن
1028,aufheben::V,айа,بلند کردن
1029,zurücklassen::V,дита,گذاشتن
1030,verlieren::V,дайа,گم کردن
1031,fallen lassen::V,охьадожо,انداختن
1032,machen::V,дан,کردن
1033,machen::V,дан,ساختن
1034,herstellen::V,дан,ساختن
1035,herstellen::V,дан,تولید کردن
1036,bauen::V,гӏишлоян,ساختن
1037,bauen::V,гӏишлоян,بنا کردن
1038,reparieren::V,тадан,درست کردن
1039,reparieren::V,тадан,تعمیر کردن
1040,verbessern::V,нисдан,بهتر کردن
1041,ändern::V,хийца,تغییر دادن
1042,graben::V,ахка,کندن
1043,graben::V,ахка,گود کردن
1044,beugen::V,сатто,کج کردن
1045,biegen::V,сатто,خم کردن
1046,drehen::V,хьовзо,چرخاندن
1047,umdrehen::V,хьовзo,برگرداندن
1048,heben::V,айа,برداشتن
1049,heben::V,хьалаайа,برداشتن
1050,hochheben::V,хьалаайа,برآوردن
1051,hochheben::V,хьалаайа,بلند کردن
1052,ergreifen::V,дӏалаца,گرفتن
1053,halten::V,латто,نگاه داشتن
1054,drücken::V,тӏетаӏо,فشار دادن
1055,drücken::V,тӏетаӏо,فشار آوردن
1056,schieben::V,татта,هل دادن
1057,kratzen::V,мӏараш тийса,خاریدن
1058,lecken::V,мотт хьекха,لیسیدن
1059,beißen::V,катoха,گاز زدن
1060,abreißen::V,схьадаккха,پاره کردن
1061,abschneiden::V,кхада,بریدن
1062,abschneiden::V,кхада,قطع کردن
1063,binden::V,дӏадехка,بستن
1064,binden::V,вовшахтаса,بستن
1065,stecken::V,чудахийта,فرو کردن
1066,brechen::V,кагдан,شکستن
1067,klopfen::V,детта,کوبیدن
1068,hauen::V,етта,زدن
1069,kleben::V,тӏелато,چسباندن
1070,reiben::V,хьекхо,مالش دادن
1071,streichen::V,тlехьакха,مالیدن
1072,schleifen::V,ирдан,تیز کردن
1073,schneiden::V,ларга,چیدن
1074,schneiden::V,ларга,بریدن
1075,rütteln::V,лесто,لرزاندن
1076,rütteln::V,лесто,تکان دادن
1077,schütteln::V,лесто,تکان دادن
1078,schwenken::V,лесто,تاب دادن
1079,schütten::V,дотта,ریختن
1080,füllen::V,дуза,پر کردن
1081,einwickeln::V,хьарчо,پیچیدن
1082,tragen::V,дахьа,بردن
1083,tragen::V,дахьа,حمل کردن
1084,schleppen::V,ийзо,کشیدن
1085,ziehen::V,озо,کشیدن
1086,aufbewahren::V,ӏалашдан,نگهداری کردن
1087,werfen::V,кхосса,انداختن
1088,werfen::V,кхосса,پرتاب کردن
1089,fangen::V,леца,گرفتن
1090,packen::V,леца,گرفتن
1091,verstecken::V,къайладаккха,قایم کردن
1092,verstecken::V,къайладаккха,پنهان کردن
1093,teilen::V,декъа,قسمت کردن
1094,teilen::V,декъа,تقسیم کردن
1095,schicken::V,дӏадахьийта,فرستادن
1096,schicken::V,дӏадахьийта,ارسال کردن
1097,bringen::V,дан,آوردن
1098,hinzufügen::V,тӏетоха,افزودن
1099,hinzufügen::V,тӏетоха,اضافه کردن
1100,bekommen::V,даккха,گرفتن
1101,erhalten::V,даккха,دریافت کردن
1102,nehmen::V,схьаэца,گرفتن
1103,nehmen::V,схьаэца,برداشتن
1104,wählen::V,харжа,انتخاب کردن
1105,auswählen::V,харжа,برگزیدن
1106,bewahren::V,lалашдан,حفظ کردن
1107,bewahren::V,lалашдан,حفاظت کردن
1108,behindern::V,новкъарло ян,مانع بودن
1109,verderben::V,талхо,از بین بردن
1110,beschädigen::V,дохо,صدمه زدن
1111,zerbrechen::V,дохо,شکستن
1112,zerbrechen::V,кагдан,شکستن
1113,zerreißen::V,хадо,دریدن
1114,zerreißen::V,хадо,پاره کردن
1115,zerstören::V,дохо,خراب کردن
1116,zerstören::V,дохо,ویران کردن
1117,zerstören::V,кагдан,خراب کردن
1118,zerstören::V,кагдан,ویران کردن
1119,verbrennen::V,даго,سوزاندن
1120,geben::V,яла,دادن
1121,reichen::V,дӏадала,دادن
1122,reichen::V,дӏакховдо,دادن
1123,schenken::V,совгӏат дан,هدیه دادن
1124,versprechen::V,ваӏда дан,قول دادن
1125,versprechen::V,ваӏда дан,وعده دادن
1126,wünschen::V,лаа,آرزو کردن
1127,loben::V,хасто,ستایش کردن
1128,küssen::V,оба яккха,بوسیدن
1129,wiegen::V,тахка,نوسان کردن
1130,zudecken::V,тӏетаса,پوشاندن
1131,wecken::V,самадаккха,بیدار کردن
1132,zeigen::V,гайта,نشان دادن
1133,führen::V,дига,رهنمائی کردن
1134,lehren::V,ӏамо,آموختن
1135,lehren::V,ӏамо,یاد دادن
1136,unterrichten::V,хьеха,درس دادن
1137,unterrichten::V,хьеха,تدریس کردن
1138,aufziehen::V,кхио,تربیت کردن
1139,leiten::V,урхалла дан,اداره کردن
1140,antreiben::V,сихдан,عجله دادن
1141,lassen::V,-йта,وادار کردن
1142,einladen::V,кхайкха,دعوت کردن
1143,einladen::V,кхайкха,مهمان کردن
1144,vereinigen::V,цхьаьнатоха,یکی کردن
1145,vereinigen::V,цхьаьнатоха,متحد کردن
1146,besuchen::V,хьажахIотта,دیدار کردن
1147,treffen::V,дуьхьалкхета,ملاقات کردن
1148,sich versammeln::V,гулдан,جمع شدن
1149,spielen::V,ловза,بازی کردن
1150,singen::V,лакха,آواز خواندن
1151,tanzen::V,хелхадала,رقصیدن
1152,sich trennen::V,къаста,جدا شدن
1153,verlassen::V,дита,ترک کردن
1154,retten::V,кӏелхьардаккха,نجات دادن
1155,bewachen::V,ха дан,حراست کردن
1156,schützen::V,лардан,حفظ کردن
1157,verteidigen::V,лардан,دفاع کردن
1158,sich schlagen::V,етта,کتک‌کاری کردن
1159,schießen::V,детта,تیر زدن
1160,siegen::V,тола,پیروز شدن
1161,ärgern::V,оьгӏаздахийта,ناراحت کردن
1162,schlagen::V,тоха,زدن
1163,schlagen::V,тоха,کوبیدن
1164,treten::V,мийра тоха,لگد زدن
1165,stechen::V,ӏотта,چاقو زدن
1166,stechen::V,къовзо,چاقو زدن
1167,stoßen::V,татта,هل دادن
1168,stehlen::V,лачкъо,دزدیدن
1169,stören::V,новкъарло ян,مزاحم شدن
1170,belästigen::V,сагатдан,زحمت دادن
1171,verbergen::V,къайладаккха,پنهان کردن
1172,täuschen::V,ӏexo,گول زدن
1173,täuschen::V,ӏexo,فریب دادن
1174,betrügen::V,ледан,گول زدن
1175,betrügen::V,ледан,فریب دادن
1176,töten::V,ден,کشتن
1177,wohnen::V,даха,منزل داشتن
1178,wohnen::V,даха,سکونت داشتن
1179,arbeiten::V,къахьега,کار کردن
1180,sammeln::V,гулдан,جمع کردن
1181,pflücken::V,даха,چیدن
1182,jagen::V,талла,شکار کردن
1183,fischen::V,чӏерий леца,صید کردن
1184,fischen::V,чӏерий леца,ماهی‌گیری کردن
1185,fassen::V,лаца,گرفتن
1186,fassen::V,схьалаца,گرفتن
1187,hüten::V,лардан,چراندن
1188,hüten::V,лардан,مراقبت کردن
1189,treiben::V,лахка,راندن
1190,anbinden::V,дӏадехка,متصل کردن
1191,füttern::V,хӏума яла,غذا دادن
1192,melken::V,оза,دوشیدن
1193,gießen::V,хи тоха,ریختن
1194,reifen::V,хьекъа,رسیدن
1195,zubereiten::V,кечъян,طبخ کردن
1196,zubereiten::V,кечъян,آماده کردن
1197,zubereiten::V,кхача бан,طبخ کردن
1198,zubereiten::V,кхача бан,آماده کردن
1199,kochen::V,кхача бан,پختن
1200,kochen::V,кхача бан,آشپزی کردن
1201,backen::V,датта,پختن
1202,braten::V,кхарза,سرخ کردن
1203,umrühren::V,кего,هم زدن
1204,nähen::V,тега,دوختن
1205,färben::V,басардан,رنگ زدن
1206,reinigen::V,цӏандан,پاک کردن
1207,reinigen::V,цӏандан,تمیز کردن
1208,waschen::V,йила,شستن
1209,waschen::V,йитта,شستن
1210,waschen::V,дӏадайа,شستن
1211,abwischen::V,дӏадайа,زدودن
1212,spülen::V,хи кхарза,شستن
1213,fegen::V,нуй хьакха,جارو کردن
1214,kehren::V,нуй хьакха,جارو کردن
1215,baden::V,лийча,شنا کردن
1216,baden::V,лийча,حمام کردن
1217,sich waschen::V,юьхь йила,شستشو کردن
1218,ausziehen::V,духар дӏадаккха,درآوردن
1219,sich anziehen::V,духа,لباس پوشیدن
1220,kämmen::V,ехк хьакха,شانه زدن
1221,schmücken::V,хаздан,زینت دادن
1222,sagen::V,ала,گفتن
1223,sprechen::V,баха,حرف زدن
1224,sprechen::V,баха,صحبت کردن
1225,sprechen::V,мотт бийца,حرف زدن
1226,sprechen::V,мотт бийца,صحبت کردن
1227,reden::V,къамел дан,حرف زدن
1228,reden::V,къамел дан,صحبت کردن
1229,sich unterhalten::V,къамел дан,گپ زدن
1230,fragen::V,хатта,پرسیدن
1231,fragen::V,хатта,سؤال کردن
1232,bitten::V,деха,خواهش کردن
1233,bitten::V,деха,درخواست کردن
1234,erzählen::V,дийца,نقل کردن
1235,erzählen::V,дийца,حکایت کردن
1236,mitteilen::V,хаам бан,خبر دادن
1237,nennen::V,цӏе яккха,نامیدن
1238,rufen::V,кхайкха,صدا کردن
1239,prahlen::V,куралла ян,پز آمدن
1240,prahlen::V,дозалла дан,پز آمدن
1241,übersetzen::V,гоч дан,ترجمه کردن
1242,denken::V,ойла ян,فکر کردن
1243,glauben::V,теша,باور کردن
1244,glauben::V,теша,عقیده داشتن
1245,bemerken::V,ган,متوجه شدن
1246,erkennen::V,довза,شناختن
1247,erkennen::V,довза,تشخیص دادن
1248,begreifen::V,кхета,فهمیدن
1249,begreifen::V,кхета,درک کردن
1250,verstehen::V,кхета,فهمیدن
1251,lernen::V,деша,آموختن
1252,lernen::V,деша,یاد گرفتن
1253,wissen::V,хаа,دانستن
1254,sich erinnern an::V,дагадан,به یاد آوردن
1255,vergessen::V,дицдала,فراموش کردن
1256,messen::V,дуста,اندازه گرفتن
1257,zählen::V,дагардан,شمردن
1258,rechnen::V,лара,حساب کردن
1259,lesen::V,еша,خواندن
1260,malen::V,сурт дилла,نقاشی کردن
1261,zeichnen::V,сурт дилла,کشیدن
1262,zeichnen::V,сурт дилла,رسم کردن
1263,schreiben::V,яздан,نوشتن
1264,besitzen::V,доладан,داشتن
1265,kaufen::V,эца,خریدن
1266,kaufen::V,эца,خرید کردن
1267,verkaufen::V,дохка,فروختن
1268,bezahlen::V,мах бала,پرداختن
1269,zahlen::V,мах бала,پرداخت کردن
1270,beherrschen::V,собаре хила,مسلط بودن
1271,ertragen::V,лан,تحمل کردن
1272,ertragen::V,сатоха,تحمل کردن
1273,ertragen::V,садетта,تحمل کردن
1274,Schwarm::N,,دسته
1275,Schlinge::N,,حلقه
1276,Art::N,,نوع
1277,Entfernung::N,,مسافت
1278,Griff::N,,دسته
1279,Figur::N,,تندیس
1280,Bogen[Waffe]::N,,کمان
1281,so::ADV,,چنین
1282,so::ADV,,اینطور
1283,abnehmen::V,,کم شدن
1284,sausen::V,,صفیر کشیدن
1285,wenden::V,,برگرداندن
1286,hacken::V,,خرد کردن
1287,stricken::V,,بافتن
1288,anziehen::V,,پوشیدن
