,Concept_ID,ar,cs
809,durch::PRP,عبر,skrz
810,durch::PRP,خلال,skrz
811,neben::PRP,جنب,vedle
812,neben::PRP,بجانب,vedle
813,zwischen::PRP,بين,mezi
814,wegen::PRP,بسبب,pro
815,dies::PRN,هذا,toto
816,dies::PRN,هذا,tohle
817,das::PRN,ذلك,to
818,alles::PRN,الكل,všechno
819,ich::PRN,أنا,já
820,du::PRN,أنت,ty
821,er::PRN,هو,on
822,wir::PRN,نحن,my
823,ihr::PRN,أنتم,vy
824,ihr::PRN,أنتن,vy
825,sie::PRN,هم,oni
826,sie::PRN,هن,oni
827,was::FPRN,ما,co
828,wer::FPRN,من,kdo
829,wo::FADV,أين,kde
830,wohin::FADV,إلى أين,kam
831,wie::FADV,كيف,jak
832,warum::FADV,لماذا,proč
833,wieviel::FNUM,كم,kolik
834,eins::NUM,واحد,jeden
835,zwei::NUM,اثنين,dva
836,drei::NUM,ثلاثة,tři
837,vier::NUM,أربعة,čtyři
838,fünf::NUM,خمسة,pět
839,sechs::NUM,ستة,šest
840,sieben::NUM,سبعة,sedm
841,acht::NUM,ثمانية,osm
842,neun::NUM,تسعة,devět
843,zehn::NUM,عشرة,deset
844,elf::NUM,أحد عشر,jedenáct
845,zwölf::NUM,اثنا عشر,dvanáct
846,zwanzig::NUM,عشرون,dvacet
847,dreißig::NUM,ثلاثون,třicet
848,vierzig::NUM,أربعون,čtyřicet
849,fünfzig::NUM,خمسون,padesát
850,sechzig::NUM,ستون,šedesát
851,siebzig::NUM,سبعون,sedmdesát
852,achtzig::NUM,ثمانون,osmdesát
853,neunzig::NUM,تسعون,devadesát
854,hundert::NUM,مئة,sto
855,tausend::NUM,ألف,tisíc
856,und::CNJ,و,a
857,oder::CNJ,أو,nebo
858,stehen::V,وقف,stát
859,sitzen::V,جلس,sedět
860,liegen::V,رقد,ležet
861,hängen::V,تعلق,viset
862,werden::V,صار,stát se
863,werden::V,أصبح,stát se
864,passieren::V,حدث,stát se
865,beginnen::V,ابتدأ,počít
866,enden::V,انتهى,končit
867,enden::V,انتهى,skončit
868,wechseln::V,تغير,měnit se
869,aufgehen[Sonne]::V,شرق,vyjít
870,untergehen[Sonne]::V,غرب,zapadnout
871,scheinen[Sonne]::V,أضاء,svítit
872,donnern::V,رعد,hřmět
873,wehen::V,هب,vát
874,wehen::V,هب,vanout
875,strömen::V,جرى,proudit
876,fließen::V,سال,téct
877,sich drehen::V,دار,točit se
878,schwanken::V,ترنح,kolísat
879,schwanken::V,ترنح,houpat se
880,schwingen::V,ترجح,kývat se
881,fallen::V,سقط,padat
882,brennen::V,احترق,hořet
883,rauchen::V,دخن,kouřit
884,regnen::V,أمطر,pršet
885,gefrieren::V,تجمد,zamrznout
886,tauen::V,ذاب,tát
887,schmelzen::V,ذاب,tavit
888,trocknen::V,نشف,schnout
889,sieden::V,غلى,vřít
890,faulen::V,فسد,hnít
891,verfaulen::V,تعفن,shnít
892,reißen::V,انقطع,roztrhat se
893,versinken::V,غرق,topit se
894,versinken::V,غرق,ponořit se
895,vergehen::V,مضى,plynout
896,erscheinen::V,لاح,objevit se
897,erscheinen::V,ظهر,objevit se
898,verschwinden::V,غاب,zmizet
899,sinken::V,هبط,klesat
900,abnehmen::V,نقص,ubýt
901,zunehmen::V,ازداد,přibýt
902,steigen::V,صعد,stoupat
903,steigen::V,ارتفع,stoupat
904,wachsen::V,نما,růst
905,wachsen::V,نبت,růst
906,glänzen::V,لمع,lesknout se
907,funkeln::V,تلألأ,jiskřit se
908,lärmen::V,ضج,dělat hluk
909,lärmen::V,صخب,dělat hluk
910,läuten::V,قرع,zvonit
911,klingeln::V,دق,zvonit
912,klirren::V,قعقع,řinčet
913,brausen::V,عج,hučet
914,rauschen::V,حف,šumět
915,klingen::V,رن,znít
916,bellen::V,نبح,štěkat
917,heulen::V,عوى,výt
918,blasen::V,نفخ,foukat
919,pfeifen::V,صفر,pískat
920,schreien::V,صرخ,křičet
921,stöhnen::V,أن,sténat
922,zittern::V,ارتعش,třást se
923,leben::V,عاش,žít
924,geboren werden::V,ولد,rodit se
925,atmen::V,تنفس,dýchat
926,trinken::V,شرب,pít
927,essen::V,أكل,jíst
928,schlucken::V,جرع,polykat
929,müde werden::V,تعب,unavit se
930,einschlafen::V,نام,usnout
931,schlafen::V,نام,spát
932,aufwachen::V,استيقظ,probudit se
933,aufstehen::V,قام,vstát
934,sich erholen::V,استجم,zotavovat se
935,krank werden::V,مرض,onemocnět
936,krank sein::V,مرض,být nemocný
937,schmerzen::V,آلم,bolet
938,husten::V,كح,kašlat
939,husten::V,سعل,kašlat
940,genesen::V,نقه,uzdravit se
941,sterben::V,مات,umřít
942,umkommen::V,هلك,zahynout
943,sich bewegen::V,تحرك,pohnout se
944,sich rühren::V,تحرك,hnout se
945,sich erheben::V,قام,zdvihnout se
946,sich setzen::V,جلس,posadit se
947,hinfallen::V,وقع,upadnout
948,laufen::V,مشى,běžet
949,schreiten::V,خطا,kráčet
950,spazierengehen::V,تنزه,procházet se
951,eilen::V,عجل,spěchat
952,sich beeilen::V,استعجل,pospíšit si
953,sausen::V,أسرع,fičet
954,rennen::V,عدا,pádit
955,rennen::V,ركض,pádit
956,springen::V,قفز,skákat
957,klettern::V,تسلق,lézt
958,klettern::V,تسلق,šplhat
959,schaukeln::V,تأرجح,houpat
960,kriechen::V,دب,lézt
961,kriechen::V,دب,plazit se
962,kriechen::V,زحف,lézt
963,kriechen::V,زحف,plazit se
964,schwimmen::V,سبح,plavat
965,tauchen::V,غطس,nořit se
966,rudern::V,جذف,veslovat
967,fahren::V,ركب,jet
968,fahren::V,ركب,jezdit
969,fahren::V,سافر,jet
970,fahren::V,سافر,jezdit
971,fliegen::V,طار,létat
972,gehen::V,سار,jít
973,gehen::V,ذهب,jít
974,weggehen::V,ذهب,odejít
975,weggehen::V,انصرف,odejít
976,abfahren::V,رحل,odjet
977,anhalten::V,توقف,zastavit se
978,hineingehen::V,دخل,vcházet se
979,eintreten::V,دخل,vstoupit
980,kommen::V,أتى,přijít
981,kommen::V,جاء,přijít
982,ankommen::V,وصل,dojít
983,zurückkommen::V,عاد,vrátit se
984,zurückkommen::V,رجع,vrátit se
985,bleiben::V,مكث,zůstat
986,warten::V,انتظر,čekat
987,erwarten::V,ترقب,čekat na
988,erwarten::V,انتظر,čekat na
989,suchen::V,بحث,hledat
990,finden::V,وجد,najít
991,versuchen::V,حاول,zkoušet
992,vorbereiten::V,أعد,připravit
993,vorbereiten::V,حضر,připravit
994,lieben::V,أحب,milovat
995,mögen::V,أحب,mít rád
996,lachen::V,ضحك,smát se
997,rühren::V,أثر,dojmout
998,weinen::V,بكى,plakat
999,schimpfen::V,سب,nadávat
1000,schimpfen::V,شتم,nadávat
1001,sich ärgern::V,زعل,pohoršit se
1002,sich fürchten::V,هاب,bát se
1003,fürchten::V,خاف,bát se
1004,fürchten::V,خشي,bát se
1005,fliehen::V,هرب,utéct
1006,flüchten::V,فر,prchnout
1007,sehen::V,رأى,vidět
1008,anschauen::V,نظر,podívat se na
1009,ansehen::V,نظر,sledovat
1010,hören::V,سمع,slyšet
1011,zuhören::V,أصغى,poslouchat
1012,probieren::V,ذاق,ochutnávat
1013,riechen::V,شم,cítit
1014,riechen::V,استنشق,cítit
1015,fühlen::V,شعر,cítit
1016,scheinen::V,ظهر,zdát se
1017,zu sehen sein::V,ظهر,moci být viděn
1018,vernehmen::V,سمع,uslyšet
1019,frieren::V,بردان,mrznout
1020,tun::V,فعل,dělat
1021,können::V,قدر,moct
1022,können::V,استطاع,moct
1023,wollen::V,شاء,chtít
1024,wollen::V,أراد,chtít
1025,anfangen::V,بدأ,začít
1026,beenden::V,أنهى,ukončit
1027,aufhören::V,توقف,přestat
1028,aufhören::V,انقطع,přestat
1029,gelingen::V,نجح,podařit se
1030,geraten::V,طلع,dařit se
1031,öffnen::V,فتح,otevřít
1032,schließen::V,أغلق,zavřít
1033,stellen::V,وضع,postavit
1034,stellen::V,أقام,postavit
1035,setzen::V,أجلس,posadit
1036,legen::V,وضع,klást
1037,legen::V,وضع,položit
1038,berühren::V,مس,dotýkat se
1039,berühren::V,لمس,dotýkat se
1040,verbinden::V,ربط,spojit
1041,verbinden::V,وصل,spojit
1042,bedecken::V,غطى,pokrýt
1043,aufhängen::V,علق,oběsit
1044,aufhängen::V,علق,pověsit
1045,anzünden::V,أوقد,zapálit
1046,anzünden::V,أوقد,podpálit
1047,aufheben::V,لقط,zvednout
1048,aufheben::V,لقط,zdvihnout
1049,zurücklassen::V,ترك,zanechat
1050,verlieren::V,فقد,ztratit
1051,fallen lassen::V,أسقط,upustit
1052,machen::V,فعل,udělat
1053,herstellen::V,صنع,vyrobit
1054,herstellen::V,أنتج,vyrobit
1055,bauen::V,بنى,stavět
1056,bauen::V,بنى,budovat
1057,bauen::V,شيد,stavět
1058,bauen::V,شيد,budovat
1059,reparieren::V,صلح,opravit
1060,verbessern::V,صحح,zlepšit
1061,ändern::V,غير,změnit
1062,graben::V,حفر,rýt
1063,graben::V,حفر,kopat
1064,beugen::V,ثنى,ohnout
1065,beugen::V,أحنى,ohnout
1066,biegen::V,لوى,ohnout
1067,drehen::V,أدار,točit
1068,drehen::V,دور,točit
1069,wenden::V,قلب,obrátit
1070,umdrehen::V,قلب,obrátit
1071,heben::V,رفع,zdvihnout
1072,hochheben::V,رفع,zvednout
1073,ergreifen::V,مسك,chopit se
1074,halten::V,مسك,držet
1075,drücken::V,ضغط,stisknout
1076,schieben::V,حرك,posouvat
1077,kratzen::V,خدش,škrábat
1078,lecken::V,لعق,lízat
1079,beißen::V,عض,kousat
1080,abreißen::V,قلع,utrhat
1081,abreißen::V,قلع,odtrhat
1082,abschneiden::V,قطع,uřezat
1083,abschneiden::V,قطع,ukrojit
1084,binden::V,ربط,přivázat
1085,stecken::V,دس,strčit
1086,brechen::V,كسر,lomit
1087,klopfen::V,طرق,ťukat
1088,klopfen::V,طرق,klepat
1089,hauen::V,ضرب,bít
1090,kleben::V,ألصق,lepit
1091,reiben::V,حك,třít
1092,streichen::V,نشر,mazat
1093,schleifen::V,سن,brousit
1094,schneiden::V,قطع,řezat
1095,schneiden::V,قطع,střihat
1096,rütteln::V,رج,třást
1097,rütteln::V,رج,otřást
1098,schütteln::V,هز,třást
1099,schütteln::V,هز,zatřást
1100,schwenken::V,لوح,mávat
1101,schütten::V,صب,nasypat
1102,füllen::V,ملأ,naplnit
1103,einwickeln::V,لف,zavinout
1104,tragen::V,حمل,nést
1105,schleppen::V,سحب,vléct
1106,ziehen::V,سحب,tahat
1107,ziehen::V,سحب,táhnout
1108,aufbewahren::V,حفظ,schovat
1109,werfen::V,رمى,házet
1110,werfen::V,ألقى,házet
1111,fangen::V,التقط,chytat
1112,packen::V,مسك,uchvátit
1113,verstecken::V,خبأ,schovat
1114,teilen::V,قسم,rozdělit
1115,schicken::V,بعث,posílat
1116,schicken::V,أرسل,posílat
1117,bringen::V,جلب,přinést
1118,hinzufügen::V,أضاف,připojit
1119,bekommen::V,حصل,dostat
1120,erhalten::V,استلم,uchovat
1121,nehmen::V,أخذ,vzít
1122,wählen::V,اختار,zvolit
1123,auswählen::V,انتقى,vybrat
1124,bewahren::V,حافظ,uchránit
1125,behindern::V,عاق,překážet
1126,verderben::V,أفسد,zkazit
1127,beschädigen::V,أضر,porušit
1128,beschädigen::V,أضر,poškodit
1129,zerbrechen::V,كسر,rozlámat
1130,zerreißen::V,مزق,roztrhnout
1131,zerstören::V,دمر,zničit
1132,verbrennen::V,حرق,spálit
1133,geben::V,أعطى,dát
1134,reichen::V,ناول,podat
1135,schenken::V,وهب,darovat
1136,versprechen::V,وعد,slíbit
1137,wünschen::V,تمنى,přát
1138,loben::V,مدح,chválit
1139,küssen::V,قبل,líbat
1140,wiegen::V,هدهد,chovat
1141,wiegen::V,هدهد,kolébat
1142,zudecken::V,غطى,přikrýt
1143,zudecken::V,غطى,přiklopit
1144,wecken::V,أيقظ,vzbudit
1145,zeigen::V,أرى,ukázat
1146,führen::V,دل,vést
1147,lehren::V,علم,učit
1148,unterrichten::V,علم,vyučovat
1149,aufziehen::V,ربى,vychovat
1150,leiten::V,دل,vodit
1151,leiten::V,أدار,vodit
1152,antreiben::V,حث,nutit
1153,lassen::V,حدا,dát
1154,einladen::V,دعا,pozvat
1155,vereinigen::V,وحد,spojit
1156,besuchen::V,زار,návštívit
1157,treffen::V,قابل,potkat
1158,sich versammeln::V,اجتمع,shromáždit se
1159,spielen::V,لعب,hrát
1160,singen::V,غنى,zpívat
1161,tanzen::V,رقص,tančit
1162,sich trennen::V,افترق,rozejít se
1163,verlassen::V,ترك,opustit
1164,retten::V,نجى,zachránit
1165,retten::V,أنقذ,zachránit
1166,bewachen::V,حرس,hlídat
1167,schützen::V,حمى,chránit
1168,verteidigen::V,دافع,obhájit
1169,sich schlagen::V,تضارب,bít se
1170,schießen::V,أطلق,střílet
1171,siegen::V,انتصر,zvítězit
1172,ärgern::V,أزعل,zlobit
1173,ärgern::V,أزعل,pohoršit
1174,schlagen::V,ضرب,udeřit
1175,schlagen::V,ضرب,praštit
1176,treten::V,رفس,kopnout
1177,stechen::V,شك,bodnout
1178,stechen::V,شك,píchnout
1179,stoßen::V,دفع,strčit
1180,stehlen::V,سرق,ukrást
1181,stören::V,ضايق,vyrušit
1182,belästigen::V,أزعج,obtěžovat
1183,verbergen::V,كتم,skrýt
1184,täuschen::V,خدع,klamat
1185,betrügen::V,غش,podvést
1186,töten::V,قتل,zabít
1187,wohnen::V,سكن,bydlit
1188,arbeiten::V,عمل,pracovat
1189,arbeiten::V,اشتغل,pracovat
1190,sammeln::V,جمع,sebrat
1191,pflücken::V,جنى,česat
1192,pflücken::V,قطف,česat
1193,jagen::V,صاد,uhonit
1194,fischen::V,اصطاد,chytat ryby
1195,fassen::V,قبض,ulovit
1196,hüten::V,رعى,pást
1197,treiben::V,ساق,hnát
1198,anbinden::V,ربط,přivázat
1199,füttern::V,علف,krmit
1200,melken::V,حلب,dojit
1201,hacken::V,فرم,seknout
1202,gießen::V,سقى,zalít
1203,reifen::V,نضج,uzrát
1204,zubereiten::V,حضر,připravit
1205,kochen::V,طبخ,vařit
1206,backen::V,خبز,péct
1207,braten::V,قلى,smažit
1208,braten::V,حمر,smažit
1209,umrühren::V,قلب,zamíchat
1210,stricken::V,حاك,plést
1211,nähen::V,خاط,šít
1212,färben::V,صبغ,nabarvit
1213,färben::V,لون,nabarvit
1214,reinigen::V,نظف,očistit
1215,waschen::V,غسل,mýt
1216,abwischen::V,مسح,utřít
1217,spülen::V,شطف,spláchnout
1218,fegen::V,كنس,zamést
1219,kehren::V,كنس,mést
1220,baden::V,استحم,koupat se
1221,sich waschen::V,اغتسل,mýt se
1222,ausziehen::V,خلع,svléct
1223,anziehen::V,لبس,obléct
1224,sich anziehen::V,اكتسى,oblékat se
1225,kämmen::V,مشط,učesat
1226,schmücken::V,زين,ozdobit
1227,sagen::V,قال,říct
1228,sprechen::V,تكلم,mluvit
1229,reden::V,تكلم,hovořit
1230,sich unterhalten::V,تحادث,povídat se
1231,fragen::V,سأل,zeptat se
1232,bitten::V,رجا,prosit
1233,erzählen::V,حكي,povídat
1234,mitteilen::V,بلغ,sdělit
1235,mitteilen::V,بلغ,oznámit
1236,nennen::V,سمى,nazvat
1237,rufen::V,نادى,volat
1238,rufen::V,نادى,zavolat
1239,prahlen::V,فشر,chlubit se
1240,prahlen::V,تفاخر,chlubit se
1241,übersetzen::V,ترجم,přeložit
1242,denken::V,فكر,myslit
1243,glauben::V,اعتقد,věřit
1244,bemerken::V,لاحظ,zpozorovat
1245,erkennen::V,عرف,poznat
1246,begreifen::V,فهم,pochopit
1247,begreifen::V,أدرك,pochopit
1248,verstehen::V,فهم,porozumět
1249,lernen::V,درس,učit se
1250,wissen::V,علم,vědět
1251,sich erinnern an::V,تذكر,vzpomínat si na
1252,vergessen::V,نسي,zapomínat
1253,messen::V,قاس,měřit
1254,zählen::V,عد,spočítat
1255,zählen::V,أحصى,spočítat
1256,rechnen::V,حسب,počítat
1257,lesen::V,قرأ,číst
1258,malen::V,صور,malovat
1259,zeichnen::V,رسم,rýsovat
1260,schreiben::V,كتب,psát
1261,besitzen::V,حاز,mít
1262,besitzen::V,حاز,vlastnit
1263,besitzen::V,ملك,mít
1264,besitzen::V,ملك,vlastnit
1265,kaufen::V,اشترى,koupit
1266,verkaufen::V,باع,prodat
1267,bezahlen::V,دفع,zaplatit
1268,zahlen::V,سدد,platit
1269,beherrschen::V,حكم,ovládat
1270,ertragen::V,أطاق,snést
1271,ertragen::V,تحمل,snést
