,Concept_ID,sq,zh
141,Flügel::N,krah,翅膀
142,Flügel::N,fletë,翅膀
143,Klaue::N,kthetër,爪子
144,Kralle::N,thua,爪子
145,Kralle::N,kthetër,爪子
146,Schwanz::N,bisht,尾巴
147,Ei::N,vezë,蛋
148,Nest::N,fole,巢
149,Bau::N,strofkë,穴
150,Tier::N,kafshë,动物
151,Herde::N,kope,群
152,Herde::N,grigjë,群
153,Kuh::N,lopë,母牛
154,Bulle::N,dem,公牛
155,Pferd::N,kalë,马
156,Schaf::N,dele,羊
157,Schwein::N,derr,猪
158,Hund::N,qen,狗
159,Katze::N,mace,猫
160,Bär::N,ari,熊
161,Eichhörnchen::N,ketër,松鼠
162,Elch::N,dre brilopatë,麋鹿
163,Fuchs::N,dhelpër,狐狸
164,Hase::N,lepur,兔子
165,Maus::N,mi,老鼠
166,Wolf::N,ujk,狼
167,Vogel::N,zog,鸟
168,Vogel::N,shpend,鸟
169,Schwarm::N,luzmë,群
170,Huhn::N,pulë,鸡
171,Hahn::N,gjel,公鸡
172,Hahn::N,këndes,公鸡
173,Gans::N,patë,鹅
174,Adler::N,shqiponjë,鹰
175,Ente::N,rosë,鸭
176,Eule::N,buf,猫头鹰
177,Kranich::N,lejlek,鹤
178,Kranich::N,kurrillë,鹤
179,Krähe::N,sorrë,乌鸦
180,Kuckuck::N,qyqe,布谷鸟
181,Schwan::N,mjellmë,天鹅
182,Fisch::N,peshk,鱼
183,Barsch::N,purtekë,鲈鱼
184,Hecht::N,mlysh,狗鱼
185,Schlange[Tier]::N,gjarpër,蛇
186,Wurm::N,krimb,蠕虫
187,Spinne::N,marimangë,蜘蛛
188,Ameise::N,thnegël,蚂蚁
189,Ameise::N,milingonë,蚂蚁
190,Laus::N,morr,虱子
191,Mücke::N,kunup,蚊子
192,Mücke::N,mushkonjë,蚊子
193,Fliege::N,mizë,苍蝇
194,Schmetterling::N,flutur,蝴蝶
195,Beere::N,frutë,将果
196,Beere::N,manaferrë,将果
197,Apfel::N,mollë,苹果
198,Pilz::N,kërpudhë,蘑菇
199,Zwiebel::N,qepë,洋葱
200,Saat::N,farë,种子
201,Korn::N,grurë,谷粒
202,Korn::N,kokërr,谷粒
203,Heu::N,sanë,干草
204,Schale::N,lëkurë,壳
205,Grube::N,gropë,坑
206,Falle::N,kurth,圈套
207,Falle::N,grackë,圈套
208,Schlinge::N,nyjë,活扣
209,Spur::N,gjurmë,踪迹
210,Asche::N,hi,灰烬
211,Dreck::N,baltë,污垢
212,Eisen::N,hekur,铁
213,Gold::N,ar,金子
214,Gold::N,flori,金子
215,Silber::N,argjend,银
216,Kohle::N,qymyr,煤
217,Glas::N,qelq,玻璃
218,Lehm::N,argjilë,粘土
219,Sand::N,rërë,沙
220,Mensch::N,njeri,人
221,Mann::N,burrë,男子
222,Mann::N,mashkull,男子
223,Frau::N,grua,妇女
224,Frau::N,femër,妇女
225,Kind::N,kalama,小孩
226,Junge::N,djalë,男孩
227,Mädchen::N,gocë,女孩
228,Mädchen::N,vajzë,女孩
229,Familie::N,familje,家庭
230,Großvater::N,gjysh,祖父
231,Großmutter::N,gjyshe,祖母
232,Eltern::N,prindër,父母
233,Vater::N,atë,父亲
234,Mutter::N,nënë,母亲
235,Sohn::N,bir,儿子
236,Tochter::N,bijë,女儿
237,Bruder::N,vëlla,兄弟
238,Schwester::N,motër,姐妹
239,Onkel::N,dajë,伯父
240,Onkel::N,xhaxha,伯父
241,Tante::N,teze,阿姨
242,Tante::N,hallë,阿姨
243,Ehemann::N,burrë,丈夫
244,Ehemann::N,bashkëshort,丈夫
245,Ehefrau::N,grua,妻子
246,Ehefrau::N,bashkëshorte,妻子
247,Freude::N,gaz,愉快
248,Freude::N,gëzim,愉快
249,Gelächter::N,qeshje,大笑
250,Glück::N,lumturi,运气
251,Kummer::N,brengë,苦恼
252,Kummer::N,pikëllim,苦恼
253,Wunsch::N,dëshirë,愿望
254,Lust::N,epsh,乐趣
255,Lust::N,dashuri,乐趣
256,Geist::N,frymë,精神
257,Geist::N,shpirt,精神
258,Gedanke::N,ide,思想
259,Gedanke::N,mendim,思想
260,Gedächtnis::N,kujtesë,记性
261,Verstand::N,mend,理智
262,Sinn::N,kuptim,感觉
263,Grund::N,arsye,理由
264,Wahrheit::N,vërtetë,真理
265,Gespräch::N,bisedim,谈话
266,Märchen::N,përrallë,童话
267,Erzählung::N,tregim,故事
268,Nachricht::N,lajm,消息
269,Neuigkeit::N,risi,新闻
270,Name::N,emër,名字
271,Rätsel::N,gjëzë,谜语
272,Rätsel::N,gjëegjëzë,谜语
273,Rede::N,fjalim,讲话
274,Sprache::N,gjuhë,语言
275,Stimme::N,zë,声音
276,Wort::N,fjalë,词
277,Zeichen::N,shenjë,标记
278,Ruf::N,thirrmë,呼喊
279,Lärm::N,zhurmë,噪音
280,Laut::N,tingull,响声
281,Ton::N,ton,声音
282,Lied::N,këngë,歌曲
283,Ruhe::N,qetësi,安静
284,Leute::N,botë,人们
285,Leute::N,njerëz,人们
286,Volk::N,popull,人民
287,Arbeit::N,punë,劳动
288,Gast::N,mik,客人
289,Gast::N,mysafir,客人
290,Geschenk::N,dhuratë,礼物
291,Geschenk::N,peshqesh,礼物
292,Spiel::N,lojë,游戏
293,Gesellschaft::N,shoqëri,陪同
294,Hilfe::N,ndihmë,帮助
295,Freund::N,mik,朋友
296,Kamerad::N,shok,同志
297,Angelegenheit::N,punë,事情
298,Anzahl::N,sasi,数目
299,Art::N,lloj,种类
300,Stück::N,copë,块
301,Teil::N,pjesë,部分
302,Hälfte::N,gjysmë,一半
303,Kreis::N,qark,圆
304,Kreis::N,rreth,圆
305,Kreuz::N,kryq,十字架
306,Linie::N,vijë,线条
307,Strich::N,vizë,划
308,Abstand::N,distancë,距离
309,Entfernung::N,largim,距离
310,Gegend::N,vise,地区
311,Gegend::N,krahinë,地区
312,Platz::N,shesh,场所
313,Ort::N,vend,地点
314,Seite::N,anë,面
315,Mitte::N,mes,中间
316,Gegenstand::N,send,物品
317,Sache::N,gjë,物
318,Sache::N,send,物
319,Rand::N,qoshe,边
320,Kante::N,teh,棱
321,Ecke::N,qoshe,角
322,Spitze::N,majë,尖
323,Ende::N,skaj,结尾
324,Ende::N,bisht,结尾
325,Loch::N,vrimë,洞
326,Winkel::N,kënd,角度
327,Muster::N,mostër,模型
328,Größe::N,madhësi,大小
329,Länge::N,gjatësi,长度
330,Höhe::N,lartësi,高度
331,Gewicht::N,peshë,重量
332,Menge::N,sasi,数量
333,Haufen::N,grumbull,堆
334,Reihe::N,radhë,行
335,Reihe::N,rresht,行
336,Boot::N,barkë,小船
337,Boot::N,lundër,小船
338,Ruder::N,rrem,奖
339,Schlitten::N,sajë,雪橇
340,Ski::N,ski,雪板
341,Lagerfeuer::N,flakadan,营火
342,Lagerfeuer::N,zjarr i madh,营火
343,Last::N,barrë,负担
344,Gang::N,ecje,行走
345,Schritt::N,hap,步伐
346,Norden::N,veri,北
347,Süden::N,jug,南
348,Westen::N,perëndim,西
349,Osten::N,lindje,东
350,Holz::N,dru,木材
351,Brett::N,dërrasë,木板
352,Platte::N,pllakë,平板
353,Stütze::N,shtyllë,支架
354,Stütze::N,mbështetesë,支架
355,Stange::N,shufër,杆
356,Stock::N,dajak,棒
357,Stab::N,shkop,棍
358,Rohr::N,tub,管子
359,Haus::N,shtëpi,房屋
360,Heim::N,konak,家
361,Heim::N,shtëpi,家
362,Ofen::N,sobë,炉子
363,Ofen::N,stufë,炉子
364,Fußboden::N,dysheme,地板
365,Tisch::N,tryezë,桌子
366,Stuhl::N,karrige,椅子
367,Wiege::N,djep,摇蓝
368,Bett::N,shtrat,床
369,Regal::N,raft,架子
370,Kiste::N,kuti,箱子
371,Fenster::N,dritare,窗户
372,Tür::N,derë,门
373,Tor::N,portë,大门
374,Zaun::N,gardh,篱笆
375,Dach::N,çati,屋顶
376,Leiter::N,shkallë,梯子
377,Besen::N,fshesë,扫帚
378,Spaten::N,lopatë,铁锹
379,Schaufel::N,qyrek,铁锹
380,Gabel::N,pirun,叉
381,Löffel::N,lugë,食匙
382,Messer::N,thikë,刀
383,Nagel::N,gozhdë,钉子
384,Netz::N,rrjetë,网
385,Haken::N,grep,钩子
386,Haken::N,grremç,钩子
387,Griff::N,dorak,把柄
388,Griff::N,dorezë,把柄
389,Schloss::N,bravë,锁
390,Bild::N,tablo,图画
391,Bild::N,pikturë,图画
392,Figur::N,figurë,人像
393,Puppe::N,kukull,娃娃
394,Beutel::N,qese,袋子
395,Beutel::N,trastë,袋子
396,Bündel::N,deng,捆
397,Tasche::N,çantë,手提包
398,Eimer::N,kovë,桶
399,Deckel::N,kapak,盖子
400,Deckel::N,mbulesë,盖子
401,Geschirr::N,enë,餐具
402,Sack::N,thes,袋子
403,Sack::N,torbë,袋子
404,Tasse::N,filxhan,杯子
405,Topf::N,kusi,锅
406,Topf::N,tenxhere,锅
407,Kessel::N,kazan,水壶
408,Essen::N,ngrënie,进餐
409,Nahrung::N,ushqim,食物
410,Speise::N,gatesë,菜肴
411,Fleisch::N,mish,肉
412,Getreide::N,drithë,谷物
413,Brei::N,qull,粥
414,Brot::N,bukë,面包
415,Scheibe::N,fetë,片
416,Fett::N,lyrë,脂肪
417,Fett::N,yndyrë,脂肪
418,Butter::N,gjalpë,黄油
419,Öl::N,vaj,油
420,Salz::N,kripë,盐
421,Suppe::N,supë,汤
422,Suppe::N,çorbë,汤
423,Honig::N,mjaltë,蜂蜜
424,Milch::N,qumësht,奶
425,Tee::N,çaj,茶
426,Leder::N,lëkurë,皮革
427,Wolle::N,lesh,毛线
428,Stoff::N,pëlhurë,织物
429,Nadel::N,gjilpërë,针
430,Faden::N,pe,线
431,Faden::N,fije,线
432,Knopf::N,kopsë,纽扣
433,Knoten::N,komb,结
434,Farbe::N,bojë,颜色
435,Kleidung::N,veshje,衣服
436,Hemd::N,këmishë,衬衫
437,Kragen::N,jakë,领子
438,Ärmel::N,mëngë,袖子
439,Hose::N,brekë,裤子
440,Gürtel::N,rrip,腰带
441,Mütze::N,kësulë,帽子
442,Schuh::N,këpucë,鞋
443,Stiefel::N,çizme,靴子
444,Ring::N,unazë,戒指
445,Band::N,shirit,带子
446,Kamm::N,krehër,梳子
447,Spiegel::N,pasqyrë,镜子
448,Riemen::N,rrip,皮带
449,Schnur::N,litar,绳子
450,Schnur::N,cikomë,绳子
451,Leine::N,rrip,皮带
452,Decke::N,batanije,被子
453,Kissen::N,jastëk,软垫
454,Tuch::N,shami,巾
455,Handtuch::N,peshqir,手巾
456,Kraft::N,forcë,力
457,Stärke::N,koll,力量
458,Gesundheit::N,shëndet,健康
459,Krankheit::N,sëmundje,病
460,Schmerz::N,dhimbje,痛
461,Wunde::N,plagë,伤口
462,Fieber::N,ethe,发烧
463,Arznei::N,ilaç,药
464,Brücke::N,urë,桥
465,Brunnen::N,pus,井
466,Weide::N,kullotë,牧场
467,Pfad::N,ravë,小路
468,Pfad::N,shteg,小路
469,Weg::N,udhë,路
470,Weg::N,shteg,路
471,Straße::N,rrugë,街
472,Dorf::N,fshat,村庄
473,Dorf::N,katund,村庄
474,Stadt::N,qytet,城市
475,Brief::N,letër,信
476,Buch::N,libër,书
477,Buchstabe::N,shkronjë,字母
478,Zeitung::N,gazetë,报纸
479,Leben::N,jetë,生命
480,Tod::N,mortje,死亡
481,Grab::N,varr,坟墓
482,Kirche::N,kishë,教堂
483,Sünde::N,mëkat,罪
484,Sünde::N,gjynah,罪
485,Gott::N,hy,上帝
486,Gott::N,zot,上帝
487,Arbeiter::N,punëtor,工人
488,Chef::N,shef,上司
489,Chef::N,drejtues,上司
490,Meister::N,mjeshtër,师傅
491,Arzt::N,mjek,医生
492,Arzt::N,doktor,医生
493,Lehrer::N,mësues,教师
494,Lehrer::N,arsimtar,教师
495,Geld::N,para,钱
496,Geld::N,holla,钱
497,Geschäft::N,ujdi,交易
498,Geschäft::N,biznes,交易
499,Laden::N,dyqan,商店
500,Preis::N,çmim,价格
501,Ware::N,mall,商品
502,Nutzen::N,dobi,好处
503,Nutzen::N,leverdi,好处
504,Reichtum::N,kamje,财富
505,Reichtum::N,pasuri,财富
506,Welt::N,botë,世界
507,Land::N,vend,国家
508,Staat::N,shtet,国家
509,König::N,mbret,国王
510,Macht::N,fuqi,权力
511,Macht::N,pushtet,权力
512,Grenze::N,kufi,边界
513,Krieg::N,luftë,战争
514,Feind::N,armik,敌人
515,Gewalt::N,dhunë,暴力
516,Kampf::N,luftim,战斗
517,Bogen[Waffe]::N,hark,弓
518,Pfeil::N,shigjetë,箭
519,Gewehr::N,pushkë,枪
520,Fehler::N,gafë,错误
521,Fehler::N,gabim,错误
522,Lüge::N,gënjeshtër,谎话
523,Schaden::N,dëm,损失
524,Schaden::N,zarar,损失
525,Unglück::N,fatkeqësi,不幸
526,Schuld::N,faj,过错
527,Alter::N,moshë,年龄
528,Schluss::N,fund,结束
529,Zeit::N,kohë,时间
530,Tag::N,ditë,天
531,Morgen::N,mëngjes,早晨
532,Mittag::N,mesditë,中午
533,Abend::N,mbrëmje,晚上
534,Nacht::N,natë,夜
535,Woche::N,javë,星期
536,Monat::N,muaj,月
537,Jahr::N,vit,年
538,Frühling::N,pranverë,春天
539,Sommer::N,verë,夏天
540,Herbst::N,vjeshtë,秋天
541,Winter::N,dimër,冬天
542,Januar::N,janar,一月
543,Februar::N,shkurt,二月
544,März::N,mars,三月
545,April::N,prill,四月
546,Mai::N,maj,五月
547,Juni::N,qershor,六月
548,Juli::N,korrik,七月
549,August::N,gusht,八月
550,September::N,shtator,九月
551,Oktober::N,tetor,十月
552,November::N,nëntor,十一月
553,Dezember::N,dhjetor,十二月
554,Montag::N,hënë,星期一
555,Dienstag::N,martë,星期二
556,Mittwoch::N,mërkurë,星期三
557,Donnerstag::N,enjte,星期四
558,Freitag::N,premte,星期五
559,Samstag::N,shtunë,星期六
560,Sonntag::N,diel,星期日
561,groß::A,madh,大
562,klein::A,vogël,小
563,lang::A,gjatë,长
564,kurz::A,shkurtër,短
565,breit::A,gjerë,宽
566,schmal::A,ngushtë,细长的
567,dicht::A,dendur,密
568,dick[Gegenstand]::A,trashë,厚
569,dünn::A,hollë,薄
570,fein::A,imët,细小
571,fest::A,fortë,固体
572,flach::A,sheshtë,平坦
573,glatt::A,rrafshët,光滑
574,hart::A,fortë,硬
575,weich::A,butë,软
576,rund::A,rrumbullakët,圆
577,spitz::A,majëmprehtë,尖
578,scharf::A,mprehtë,锋利
579,stumpf::A,topitur,钝
580,schwer::A,rëndë,重
581,schön::A,bukur,美丽
582,heiß::A,nxehtë,烫
583,warm::A,ngrohtë,暖和
584,kalt::A,ftohtë,冷
585,kühl::A,freskët,凉
586,frisch::A,pastër,新鲜
587,feucht::A,lagësht,潮湿
588,nass::A,lagur,湿
589,trocken::A,thatë,干
590,voll::A,plotë,满
591,leer::A,bosh,空
592,leer::A,zbrazët,空
593,offen::A,hapur,敞开
594,geschlossen::A,mbyllur,关闭
595,sauber::A,dëlirë,干净
596,schmutzig::A,ndyrë,肮脏
597,roh::A,gjallë,生
598,reif::A,arrirë,成熟
599,lecker::A,shijshëm,好吃
600,süß::A,ëmbël,甜
601,bitter::A,hidhur,苦
602,sauer::A,thartë,酸
603,hell::A,me dritë,亮
604,dunkel::A,errët,阴暗
605,schwarz::A,i zi,黑
606,weiß::A,bardhë,白
607,rot::A,kuq,红
608,gelb::A,verdhë,黄
609,blau::A,blu,蓝
610,blau::A,kaltër,蓝
611,grün::A,blertë,绿
612,grün::A,gjelbër,绿
613,grau::A,hirtë,灰色
614,grau::A,bojë hiri,灰色
615,bunt::A,shumëngjyrëshëm,五彩
616,billig::A,lirë,便宜
617,teuer::A,shtrenjtë,贵
618,wertvoll::A,çmuar,贵重
619,wertvoll::A,vlershëm,贵重
620,blind::A,qorr,瞎
621,blind::A,verbër,瞎
622,taub::A,shurdhër,聋
623,kräftig::A,fuqishëm,强壮
624,stark::A,fortë,强壮
625,schwach::A,dobët,弱
626,fett::A,dhjamur,胖
627,schlank::A,hollë,苗条
628,hübsch::A,bukur,漂亮
629,hübsch::A,hijshëm,漂亮
630,böse::A,keq,邪恶
631,dumm::A,teveqel,笨
632,faul::A,dembel,懒惰
633,fleißig::A,zellshëm,勤奋
634,geizig::A,kurnac,吝啬
635,geizig::A,dorështrënguar,吝啬
636,klug::A,mençur,聪明
637,geschickt::A,aftë,灵巧
638,lieb::A,dashur,可爱
639,lustig::A,gëzuar,快乐
640,sanft::A,butë,柔和
641,hungrig::A,uritur,饥饿
642,krank::A,sëmurë,患病
643,nackt::A,lakuriq,裸体
644,nackt::A,zhveshur,裸体
645,traurig::A,trishtuar,悲哀
646,lebendig::A,gjallë,活
647,gut::A,mirë,好
648,schlecht::A,keq,坏
649,richtig::A,drejtë,正确
650,schlimm::A,keq,糟糕
651,wahr::A,vërtetë,真
652,alt::A,vjetër,旧
653,neu::A,i ri,新
654,ehemalig::A,dikurshëm,以前
655,alt[Lebewesen]::A,plak,老
656,jung::A,i ri,年轻
657,arm::A,varfër,贫穷
658,arm::A,vobektë,贫穷
659,reich::A,pasur,富裕
660,bekannt::A,njohur,出名
661,berühmt::A,famshëm,著名
662,fremd::A,huaj,陌生
663,verschieden::A,ndryshëm,不同
664,nah::A,afërt,近
665,fern::A,largët,遥远
666,linker::A,majtë,左
667,rechter::A,djathtë,右
668,anderer::A,tjetër,别的
669,erster::A,parë,第一
670,zweiter::A,dytë,第二
671,dritter::A,i tretë,第三
672,letzter::A,fundit,最后
673,allein::ADV,vetëm,单独
674,auf einmal::ADV,njëkohësisht,同时
675,zusammen::ADV,bashkë,一起
676,zusammen::ADV,së bashku,一起
677,lange::ADV,për një kohë të gjatë,许久
678,plötzlich::ADV,befas,忽然
679,sofort::ADV,menjëherë,立刻
680,sofort::ADV,aty për aty,立刻
681,später::ADV,më vonë,以后
682,jetzt::ADV,tash,现在
683,heute::ADV,sot,今天
684,morgen::ADV,nesër,明天
685,bald::ADV,shpejt,即将
686,bald::ADV,së shpejti,即将
687,dann::ADV,pastaj,然后
688,gestern::ADV,dje,昨天
689,einst::ADV,dikur,曾经
690,damals::ADV,atëherë,当时
691,danach::ADV,mandej,随后
692,vorher::ADV,më parë,事先
693,zuerst::ADV,së pari,首先
694,einmal::ADV,njëherë,一次
695,manchmal::ADV,nganjëherë,有时
696,oft::ADV,shpesh,时常
697,immer::ADV,përherë,总是
698,immer::ADV,gjithnjë,总是
699,niemals::ADV,kurrë,从未
700,niemals::ADV,asnjëherë,从未
701,hier::ADV,këtu,这里
702,hierhin::ADV,knej,到这里
703,von hier::ADV,që këtej,由此
704,von hier::ADV,prej këtej,由此
705,dort::ADV,aty,那里
706,dort::ADV,atje,那里
707,dorthin::ADV,anej,到那里
708,geradeaus::ADV,drejt,一直往前
709,vorwärts::ADV,mbroth,向前
710,vorwärts::ADV,përpara,向前
711,rückwärts::ADV,mbrapsht,向后
712,zurück::ADV,prapa,退后
713,zurück::ADV,mbrapsht,退后
714,unten::ADV,poshtë,下面
715,hinab::ADV,përposh,向下
716,oben::ADV,lart,上面
717,oben::ADV,sipër,上面
718,hinauf::ADV,lart,向上
719,hinauf::ADV,përpjetë,向上
720,überall::ADV,kudo,到处
721,nicht::ADV,s',不
722,nicht::ADV,nuk,不
723,ein wenig::ADV,një tis,一点儿
724,kaum::ADV,mezi,几乎不
725,sehr::ADV,fort,很
726,sehr::ADV,shumë,很
727,so::ADV,ashtu,如此
728,so::ADV,kështu,如此
729,noch::ADV,ende,还
730,noch::ADV,akoma,还
731,nur::ADV,vetëm,只
732,schon::ADV,tashmë,已经
733,wieder::ADV,përsëri,又
734,vergebens::ADV,kot,
735,vor::PRP,para,在...面前
736,hinter::PRP,prapa,在...背后
737,hinter::PRP,mbrapa,在...背后
738,unter::PRP,nën,在...下面
739,durch::PRP,nëpër,穿过
740,neben::PRP,pranë,在...旁
741,neben::PRP,përbri,在...旁
742,zwischen::PRP,midis,在...之间
743,zwischen::PRP,ndërmjet,在...之间
744,wegen::PRP,për,由于
745,dies::PRN,ky,这
746,das::PRN,ky,那
747,alles::PRN,gjithçka,一切
748,ich::PRN,unë,我
749,du::PRN,ti,你
750,er::PRN,ai,他
751,wir::PRN,ne,我们
752,ihr::PRN,ju,你们
753,sie::PRN,ata,她
754,was::FPRN,ç',什么
755,was::FPRN,çfarë,什么
756,wer::FPRN,kush,谁
757,wo::FADV,ku,哪里
758,wohin::FADV,për ku,去哪里
759,wie::FADV,si,怎么
760,warum::FADV,pse,为什么
761,warum::FADV,përse,为什么
762,wieviel::FNUM,sa,多少
763,eins::NUM,një,一
764,zwei::NUM,dy,二
765,drei::NUM,tre,三
766,vier::NUM,katër,四
767,fünf::NUM,pesë,五
768,sechs::NUM,gjashtë,六
769,sieben::NUM,shtatë,七
770,acht::NUM,tetë,八
771,neun::NUM,nëntë,九
772,zehn::NUM,dhjetë,十
773,elf::NUM,njëmbëdhjetë,十一
774,zwölf::NUM,dymbëdhjetë,十二
775,zwanzig::NUM,njëzet,二十
776,dreißig::NUM,tridhjetë,三十
777,vierzig::NUM,dyzet,四十
778,fünfzig::NUM,pesëdhjetë,五十
779,sechzig::NUM,gjashtëdhjetë,六十
780,siebzig::NUM,shtatëdhjetë,七十
781,achtzig::NUM,tetëdhjetë,八十
782,neunzig::NUM,nëntëdhjetë,九十
783,hundert::NUM,qind,百
784,tausend::NUM,mijë,千
785,und::CNJ,e,和
786,und::CNJ,dhe,和
787,oder::CNJ,a,或者
788,oder::CNJ,apo,或者
789,stehen::V,rri,站
790,sitzen::V,rri,坐
791,liegen::V,rri shtrirë,躺着
792,hängen::V,varem,挂着
793,werden::V,bëhem,成为
794,passieren::V,ndodh,发生
795,beginnen::V,filloj,开始
796,enden::V,përfundoj,终止
797,wechseln::V,ndërroj,变迁
798,aufgehen[Sonne]::V,hapem,升起
799,untergehen[Sonne]::V,hyj,下落
800,untergehen[Sonne]::V,perëndoj,下落
801,scheinen[Sonne]::V,ndriçoj,照射
802,donnern::V,gjëmoj,打雷
803,donnern::V,bubulloj,打雷
804,wehen::V,fryj,飘扬
805,strömen::V,derdh,流
806,fließen::V,rrjedh,流动
807,sich drehen::V,rrotullohem,转动
808,schwanken::V,dyzoj,摇摆
809,schwingen::V,dridhem,摇
810,fallen::V,bie,坠落
811,brennen::V,digjem,燃烧
812,rauchen::V,nxjerr tym,冒烟
813,regnen::V,bie shi,下雨
814,gefrieren::V,ngrij,结冰
815,tauen::V,shkrij,融化
816,schmelzen::V,shkrij,溶化
817,trocknen::V,thaj,变干
818,sieden::V,ziej,煮
819,faulen::V,kalbem,腐烂
820,faulen::V,prishem,腐烂
821,verfaulen::V,kalbem,腐烂
822,reißen::V,grisem,撕
823,reißen::V,shqyhem,撕
824,versinken::V,humboj,下沉
825,vergehen::V,kaloj,流逝
826,erscheinen::V,dukem,出现
827,verschwinden::V,zhdukem,消失
828,sinken::V,ulem,下降
829,abnehmen::V,pakësohem,减少
830,abnehmen::V,zvogëlohem,减少
831,zunehmen::V,shtohem,增加
832,steigen::V,rritem,上升
