,Concept_ID,ce,udm
196,Pilz::N,жӏаьлин нускал,губи
197,Zwiebel::N,xох,сугон
198,Saat::N,чlу,кидыс
199,Korn::N,буьртиг,тысь
200,Heu::N,йол,турын
201,Schale::N,пардо,кыд
202,Grube::N,ор,гу
203,Grube::N,ор,гоп
204,Falle::N,кӏело,налик
205,Spur::N,лар,пытьы
206,Spur::N,лар,бервыл
207,Asche::N,чим,пень
208,Dreck::N,мода,дэри
209,Eisen::N,эчиг,корт
210,Gold::N,деши,зарни
211,Silber::N,дети,азвесь
212,Kohle::N,кӏора,эгыр
213,Glas::N,aнгали,стекло
214,Glas::N,aнгали,пияла
215,Lehm::N,поппар,сюй
216,Sand::N,гӏум,луо
217,Mensch::N,адам,мурт
218,Mensch::N,адам,адями
219,Mann::N,майра,воргорон
220,Frau::N,зуда,кышномурт
221,Kind::N,бер,нуны
222,Kind::N,бер,пинал
223,Junge::N,жимха,пи
224,Mädchen::N,жима йоӏ,ныл
225,Familie::N,доьзал,семья
226,Großvater::N,ненада,песятай
227,Großvater::N,ненада,пересь атай
228,Großmutter::N,денана,песянай
229,Großmutter::N,денана,пересь анай
230,Eltern::N,да-нана,атай-анай
231,Eltern::N,да-нана,бубы-мумы
232,Vater::N,да,айы
233,Vater::N,да,атай
234,Mutter::N,нана,мумы
235,Sohn::N,кӏант,пи
236,Tochter::N,йоӏ,ныл
237,Bruder::N,ваша,агай
238,Schwester::N,йиша,апа
239,Schwester::N,йиша,сузэр
240,Onkel::N,деваша,агай
241,Tante::N,дейиша,апа
242,Tante::N,дейиша,кенак
243,Ehemann::N,майра,карт
244,Ehefrau::N,зуда,кышно
245,Freude::N,самукъа,шумпотон
246,Freude::N,хазахетар,шумпотон
247,Gelächter::N,белам,горем
248,Glück::N,ирс,шуд
249,Kummer::N,бала,кайгу
250,Kummer::N,бала,куректон
251,Wunsch::N,лаам,мылпотон
252,Lust::N,лаам,потон
253,Geist::N,са,лул
254,Gedanke::N,ойла,малпан
255,Gedächtnis::N,диццадалар,йырсазь
256,Gedächtnis::N,диццадалар,тодэваён
257,Verstand::N,хьекъал,йырвизь
258,Sinn::N,маьӏна,смысл
259,Grund::N,бахьана,муг
260,Grund::N,бахьана,ньӧм
261,Wahrheit::N,бакъдерг,зэм
262,Wahrheit::N,бакъдерг,шонер
263,Gespräch::N,къамел,вераськон
264,Märchen::N,туьйра,выжыкыл
265,Erzählung::N,дийцар,верос
266,Nachricht::N,хаам,ивор
267,Neuigkeit::N,керланиг,выльивор
268,Name::N,цӏе,ним
269,Rätsel::N,хӏетал-метал,мадькыл
270,Rede::N,къамел,верам
271,Sprache::N,мотт,кыл
272,Stimme::N,aз,куара
273,Wort::N,дош,кыл
274,Zeichen::N,билгало,пус
275,Zeichen::N,билгало,тодмет
276,Ruf::N,кхайкхар,ӧтён
277,Ruf::N,кхайкхар,чортон
278,Lärm::N,гӏовгӏа,ӵашетон
279,Laut::N,аз,куара
280,Ton::N,aз,куара
281,Lied::N,илли,кырӟан
282,Ruhe::N,тийналла,чалмыт улон
283,Leute::N,нах,адямиос
284,Volk::N,халкъ,калык
285,Arbeit::N,болх,уж
286,Gast::N,хьаша,куно
287,Geschenk::N,совгӏат,салам
288,Geschenk::N,совгӏат,кузьым
289,Spiel::N,ловзар,шудон
290,Gesellschaft::N,юкъаралла,калык
291,Hilfe::N,гӏо,юрттон
292,Freund::N,доттагl,эш
293,Freund::N,доттагl,юлтош
294,Kamerad::N,накъост,тодмо
295,Angelegenheit::N,гӏуллакх,уж
296,Anzahl::N,терахь,лыд
297,Stück::N,юьхк,юдэс
298,Teil::N,дакъа,люкет
299,Hälfte::N,ах,ӝыны
300,Kreis::N,го,котырес
301,Kreuz::N,жӏара,крест
302,Linie::N,сиз,гож
303,Strich::N,сиз,гож
304,Abstand::N,юкъ,вис
305,Abstand::N,юкъ,кусып
306,Gegend::N,мeттиг,инты
307,Platz::N,майда,инты
308,Ort::N,меттиг,инты
309,Ort::N,меттиг,места
310,Seite::N,aгӏo,пал
311,Mitte::N,юкъ,шор
312,Gegenstand::N,хӏума,арбери
313,Sache::N,хӏума,котыр
314,Rand::N,йист,дур
315,Rand::N,йист,шаер
316,Kante::N,йист,дур
317,Ecke::N,са,сэрег
318,Spitze::N,ралла,йыл
319,Ende::N,юьхьиг,пум
320,Loch::N,ӏуьрг,пась
321,Winkel::N,са,сэрег
322,Muster::N,дагар,пужы
323,Muster::N,тӏамар,пужы
324,Größe::N,барам,быдӟала
325,Länge::N,йохалла,кузьдала
326,Höhe::N,локхалла,ӝуждала
327,Gewicht::N,йозалла,сектала
328,Gewicht::N,йозалла,секытлык
329,Menge::N,дукхалла,лыд
330,Menge::N,дукхалла,лыдпус
331,Haufen::N,сал,люк
332,Haufen::N,оьла,люк
333,Reihe::N,рагӏ,чур
334,Reihe::N,могӏа,чур
335,Boot::N,кема,пыж
336,Boot::N,кема,лодка
337,Ruder::N,пийсиг,полыс
338,Schlitten::N,салаз,додьы
339,Ski::N,когсалаз,куас
340,Lagerfeuer::N,цӏе,тылскем
341,Last::N,дукъ,секыт
342,Gang::N,лелар,ветлон
343,Schritt::N,гӏулч,вамыш
344,Norden::N,къилбаседе,уйпал
345,Süden::N,къилбе,лымшор
346,Westen::N,малхбузе,шунды пуксён
347,Osten::N,малхбале,шунды ӝужан
348,Holz::N,дечиг,пу
349,Brett::N,у,пул
350,Platte::N,у,плита
351,Stütze::N,гӏopтоp,пыкет
352,Stange::N,гӏуркх,пуӵ
353,Stock::N,ӏаса,боды
354,Stab::N,гӏаж,пуӵ
355,Stab::N,гӏаж,боды
356,Rohr::N,биргӏа,труба
357,Haus::N,цӏа,юрт
358,Heim::N,кхерч,корка
359,Ofen::N,кхерч,гур
360,Fußboden::N,цӏенкъа,выж
361,Tisch::N,шун,ӝӧк
362,Stuhl::N,гӏант,пукон
363,Wiege::N,ага,кӧкы
364,Wiege::N,ага,зыбка
365,Bett::N,маьнга,валес
366,Regal::N,терхи,ӝажы
367,Kiste::N,яьшка,ящик
368,Fenster::N,кор,укно
369,Fenster::N,кор,косяк
370,Tür::N,неӏ,ӧс
371,Tor::N,ков,ӟезьы
372,Zaun::N,керт,забор
373,Dach::N,тхов,липет
374,Leiter::N,лами,падӟа
375,Besen::N,нуй,ӵужон
376,Besen::N,нуй,исьнер
377,Spaten::N,бел,лопатка
378,Schaufel::N,аьшкал,ютырон
379,Gabel::N,мӏара,тэчы
380,Gabel::N,мӏара,вилка
381,Löffel::N,ӏайг,пуньы
382,Messer::N,урс,пурт
383,Nagel::N,хьостам,кортӵог
384,Netz::N,бой,сеть
385,Haken::N,мӏара,курик
386,Schloss::N,чӏега,тунгон
387,Bild::N,сурт,суред
388,Puppe::N,тайниг,мунё
389,Beutel::N,гали,пуйы
390,Bündel::N,кочар,керттэт
391,Tasche::N,тӏоьрмиг,пуйы
392,Tasche::N,тӏоьрмиг,сумка
393,Eimer::N,чийлик,ведра
394,Deckel::N,негӏар,ӵоксэт
395,Geschirr::N,пхьегӏа,тусьты-пуньы
396,Sack::N,гали,пуйы
397,Tasse::N,кад,ӵаша
398,Topf::N,яй,миска
399,Kessel::N,яй,пурты
400,Essen::N,юург,сиськон
401,Nahrung::N,кхача,сион
402,Speise::N,юург,сиён
403,Fleisch::N,жижиг,сӥль
404,Getreide::N,буьртиг,ю тысь
405,Brei::N,xудар,ӝук
406,Brot::N,бепиг,нянь
407,Brot::N,кхаллар,нянь
408,Scheibe::N,цастар,шорем
409,Fett::N,мохь,кӧй
410,Butter::N,налха,вӧй
411,Öl::N,даьтта,вӧй
412,Salz::N,туьха,сылал
413,Suppe::N,чорпа,шыд
414,Honig::N,моз,чечы
415,Milch::N,шура,йӧл
416,Tee::N,чай,чай
417,Leder::N,цӏока,сурон
418,Wolle::N,тӏapгӏa,гон
419,Wolle::N,тӏapгӏa,ыжгон
420,Stoff::N,кӏади,куэм
421,Nadel::N,маха,вень
422,Faden::N,тай,сӥньыс
423,Knopf::N,нуьйда,бирды
424,Knoten::N,шад,герд
425,Farbe::N,сир,буёл
426,Farbe::N,басар,буёл
427,Kleidung::N,бедар,дӥсь
428,Hemd::N,коч,дэрем
429,Kragen::N,кач,сирес
430,Ärmel::N,пхьош,саес
431,Hose::N,хеча,брюки
432,Hose::N,хеча,штань
433,Gürtel::N,доьхка,кускерттон
434,Mütze::N,куй,ызьы
435,Schuh::N,мача,ботинка
436,Stiefel::N,этка,сапег
437,Ring::N,чӏуг,зундэс
438,Band::N,лента,лента
439,Kamm::N,ехк,сын
440,Spiegel::N,куьзга,синучкон
441,Riemen::N,доьхка,е
442,Schnur::N,муш,гозы
443,Leine::N,кочатосу доьхка,думет
444,Decke::N,юргӏа,шобрет
445,Kissen::N,гIайба,миндэр
446,Tuch::N,исхар,кышет
447,Handtuch::N,гата,ӵушкон
448,Kraft::N,гӏора,кать
449,Kraft::N,гӏора,ӟигар
450,Stärke::N,гӏап,юнлык
451,Gesundheit::N,могашалла,тазалык
452,Krankheit::N,цамгар,висён
453,Schmerz::N,лазар,висён
454,Wunde::N,чов,яра
455,Fieber::N,xорша,кезег
456,Arznei::N,молха,эмъюм
457,Brücke::N,тӏай,выж
458,Brunnen::N,гӏу,колдэч
459,Weide::N,дак,возь
460,Pfad::N,тача,сюрес
461,Weg::N,некъ,сюрес
462,Straße::N,урам,сюрес
463,Dorf::N,юрт,гурт
464,Stadt::N,гӏала,кар
465,Stadt::N,гӏала,город
466,Brief::N,кехат,гожтэт
467,Buch::N,жайна,книга
468,Buchstabe::N,элп,буква
469,Zeitung::N,газет,газет
470,Leben::N,дахар,улон
471,Tod::N,далар,кулон
472,Tod::N,ӏожалла,кулон
473,Grab::N,каш,шайгу
474,Kirche::N,килс,черк
475,Sünde::N,къа,сьӧлык
476,Gott::N,дела,ӥнмар
477,Arbeiter::N,белхало,рабочий
478,Chef::N,хьаькам,начальник
479,Meister::N,говзанча,кибашлы
480,Arzt::N,лор,врач
481,Lehrer::N,хьехархо,дышетӥсь
482,Geld::N,aхча,уксё
483,Geld::N,aхча,коньдон
484,Geschäft::N,туька,уж
485,Laden::N,туька,магазин
486,Preis::N,мах,дун
487,Ware::N,хlума,вуз
488,Nutzen::N,пайда,пайда
489,Reichtum::N,хьал,узырлык
490,Welt::N,дуьне,дунне
491,Land::N,мохк,шаер
492,Staat::N,пачхьалкх,кун
493,König::N,паччахь,эксэй
494,Macht::N,ӏедал,власть
495,Grenze::N,доза,кунгож
496,Krieg::N,тӏом,ож
497,Feind::N,мостагӏ,тушмон
498,Gewalt::N,гӏело,эриктэман
499,Kampf::N,къийсам,нюръяськон
500,Pfeil::N,пха,пукыӵ вень
501,Gewehr::N,топ,пыӵал
502,Fehler::N,гӏалат,янгыш
503,Lüge::N,аьшпаш,пӧян
504,Lüge::N,аьшпаш,алдан
505,Lüge::N,аьшпаш,ӧрекчан
506,Schaden::N,зен,изъян
507,Unglück::N,бала,куректон
508,Unglück::N,бала,шудтэме усён
509,Schuld::N,бехк,янгыш
510,Alter::N,хан,арлыд
511,Schluss::N,чакхе,пум
512,Zeit::N,хан,дыр
513,Tag::N,де,нунал
514,Morgen::N,ӏуьйре,ӵукна
515,Mittag::N,делкъе,лымшор
516,Abend::N,суьйре,ӝыт
517,Abend::N,суьйре,акшан
518,Nacht::N,буьйса,уй
519,Woche::N,кӏира,арня
520,Monat::N,бутт,толэзь
521,Jahr::N,шо,ар
522,Frühling::N,бӏаьсте,тулыс
523,Sommer::N,аьхке,гужем
524,Herbst::N,гуьйре,сӥзьыл
525,Winter::N,ӏа,тол
526,Januar::N,январь,выльартолэзь
527,Februar::N,февраль,тулыспал
528,März::N,март,южтолэзь
529,April::N,апрель,оштолэзь
530,Mai::N,май,куартолэзь
531,Juni::N,июнь,вожотолэзь
532,Juli::N,июль,пӧсьтолэзь
533,August::N,август,гудырикошкон
534,September::N,сентябрь,куарусён
535,Oktober::N,октябрь,выльӝуктолэзь
536,November::N,ноябрь,шуркынмон
537,Dezember::N,декабрь,толсур
538,Montag::N,оршот,вордӥськон
539,Dienstag::N,шинара,вторник
540,Mittwoch::N,кхаара,вирнунал
541,Donnerstag::N,еара,покчиарня
542,Freitag::N,пӏераска,удмуртарня
543,Samstag::N,шот,кӧснунал
544,Sonntag::N,кӏиранде,арня
545,groß::A,доккха,бадӟым
546,klein::A,кегий,пичи
547,lang::A,еха,кузь
548,kurz::A,доца,вакчи
549,breit::A,шуьйра,паськыт
550,schmal::A,готта,сюлэг
551,dicht::A,луьста,ӵем
552,dick[Gegenstand]::A,стомма,зӧк
553,dünn::A,дуткъа,векчи
554,fein::A,ховха,векчи
555,fest::A,чӏогӏа,юн
556,fest::A,чӏогӏа,чурыт
557,flach::A,чӏапа,ӵошкыт
558,glatt::A,шера,гылыт
559,glatt::A,шера,вольыт
560,hart::A,чӏогӏa,чурыт
561,weich::A,кӏеда,небыт
562,rund::A,горга,котырес
563,spitz::A,ира,йылсо
564,scharf::A,ира,лэчыт
565,stumpf::A,аьртa,ныж
566,schwer::A,деза,секыт
567,schön::A,хаза,чебер
568,heiß::A,довха,пӧсь
569,warm::A,довха,шуныт
570,kalt::A,шийла,кезьыт
571,kühl::A,шийла,юзмыт
572,kühl::A,шийла,салкым
573,frisch::A,керла,выль
574,feucht::A,тӏуьна,мускыт
575,nass::A,тӏеда,котмем
576,trocken::A,eкъа,кӧс
577,voll::A,дуьзна,тыр
578,leer::A,яьсса,буш
579,leer::A,яьсса,тырттэм
580,offen::A,диллина,усьтэм
581,geschlossen::A,дӏакъевлина,ӵогам
582,geschlossen::A,дӏакъевлина,пунням
583,geschlossen::A,дӏачӏагӏдина,ӵогам
584,geschlossen::A,дӏачӏагӏдина,пунням
585,sauber::A,цӏена,ӝикыт
586,sauber::A,цӏена,чылкыт
587,schmutzig::A,боьха,нӧд
588,roh::A,буьйда,ыль
589,reif::A,хилла,вуэм
590,lecker::A,чоме,ческыт
591,süß::A,мерза,ческыт
592,bitter::A,къаьхьа,курыт
593,sauer::A,муьста,чырс
594,hell::A,сирла,югыт
595,dunkel::A,бодане,пеймыт
596,schwarz::A,ӏаьржа,сьӧд
597,weiß::A,кӏайн,тӧдьы
598,rot::A,цӏен,горд
599,gelb::A,можа,ӵуж
600,blau::A,сийна,лыз
601,grün::A,баьццара,вож
602,grau::A,cира,пурысь
603,grau::A,мокха,пурысь
604,bunt::A,къорза,куӵо
605,billig::A,дораха,дунтэм
606,teuer::A,деза,дуно
607,wertvoll::A,мехала,дуно
608,blind::A,бӏаьрзе,сукыр
609,blind::A,бӏаьрзе,синтэм
610,taub::A,къора,пельтэм
611,kräftig::A,нуьцкъала,кужмо
612,stark::A,зоьртала,юн
613,stark::A,зоьртала,кужмо
614,stark::A,нуьцкъала,юн
615,stark::A,нуьцкъала,кужмо
616,schwach::A,гӏорасиза,ляб
617,schwach::A,гӏорасиза,начар
618,fett::A,дерстана,кӧй
619,schlank::A,куц долу,веськыт
620,schlank::A,куц долу,веськрес
621,hübsch::A,хаза,чебер
622,hübsch::A,хаза,синмаськымон
623,böse::A,вон,лек
624,dumm::A,сонта,шузи
625,dumm::A,сонта,визьтэм
626,faul::A,мало ен,азьтэм
627,fleißig::A,тӏера,сюлмо
628,geizig::A,пис,сук
629,geizig::A,сутара,сук
630,klug::A,хьекъале,визьмо
631,geschickt::A,тӏахъаьлла,усто
632,geschickt::A,тӏахъаьлла,быгатӥсь
633,lieb::A,хьоме,мусо
634,lustig::A,самукъане,шулдыр
635,sanft::A,кlеда,мусо
636,sanft::A,кlеда,эрке
637,hungrig::A,меца,сютэм
638,krank::A,цомгуш долу,висись
639,nackt::A,дерзана,гольык
640,traurig::A,самукъане воцу,мӧзмыт
641,lebendig::A,дийна,улэп
642,gut::A,дика,ӟеч
643,gut::A,дика,умой
644,schlecht::A,вон,урод
645,schlecht::A,вон,алама
646,richtig::A,нийса,шонер
647,schlimm::A,вон,алама
648,wahr::A,бакъдолу,зэмос
649,alt::A,къена,вуж
650,neu::A,керла,выль
651,ehemalig::A,хилла,азьвылэз
652,alt[Lebewesen]::A,къена,пересь
653,jung::A,къона,егит
654,jung::A,къона,пинал
655,arm::A,къен,начар
656,arm::A,къен,куанер
657,reich::A,хьоле,узыр
658,bekannt::A,девзаш долу,тодмо
659,berühmt::A,цӏеяхана,дано
660,fremd::A,нехан,ят
661,verschieden::A,тайп-тайпанара,пӧртэм
662,nah::A,гергара,матысь
663,fern::A,гена,кыдёкысь
664,fern::A,генара,кыдёкысь
665,linker::A,аьрру,паллян
666,rechter::A,аьтту,бур
667,rechter::A,аьтту,бурпал
668,anderer::A,кхин,мукет
669,erster::A,хьалхара,нырысетӥез
670,zweiter::A,шолгIа,кыктэтӥез
671,dritter::A,кхоалгӏа,кунньметӥез
672,letzter::A,тӏаьххьара,берло
673,letzter::A,тӏаьххьара,берпум
674,allein::ADV,цхьаъ,огназ
675,auf einmal::ADV,цу сохьтта,огдыре
676,zusammen::ADV,цхьана,ӵош
677,zusammen::ADV,цхьана,валче
678,lange::ADV,дукха,кема
679,plötzlich::ADV,цIеххьана,мапламтэ шорысь
680,sofort::ADV,цу сохьтта,али ик
681,später::ADV,тӏаьхьо,бергес
682,später::ADV,тӏаьхьо,берлогес
683,jetzt::ADV,хӏинца,али
684,jetzt::ADV,хӏинца,табере
685,heute::ADV,тахана,туннэ
686,morgen::ADV,кхана,ӵуказе
687,bald::ADV,кеста,ӝоген
688,dann::ADV,тӏаккха,берло
689,gestern::ADV,селхана,толон
690,einst::ADV,цкъа,огпол
691,einst::ADV,цкъа,одӥг пол
692,damals::ADV,хӏетахьь,соку
693,danach::ADV,тӏаккха,собере
694,vorher::ADV,хьалхa,азьло
695,vorher::ADV,хьалхa,азьвыл
696,zuerst::ADV,хьалха,азьло
697,einmal::ADV,цкъа,огпол
698,manchmal::ADV,цкъаццкъа,куддыръя
699,oft::ADV,кест-кеста,ӵем
700,immer::ADV,даим,пыр
701,immer::ADV,даим,котьку
702,niemals::ADV,цкъа а,уз ноку
703,hier::ADV,кхузахь,татын
704,hierhin::ADV,кхуза,татчы
705,von hier::ADV,кхузара,татысь
706,dort::ADV,цигахь,отӥ
707,dort::ADV,цигахь,отын
708,dorthin::ADV,цига,отчы
709,geradeaus::ADV,нийса дӏа,меӵак
710,vorwärts::ADV,хьалха,азьлань
711,rückwärts::ADV,юха,берлань
712,zurück::ADV,юха,берен
713,zurück::ADV,юха,берлань
714,unten::ADV,лахахь,улын
715,hinab::ADV,охьа,улэ
716,oben::ADV,лакхахь,вылын
717,oben::ADV,лакхахь,вылӥын
718,hinauf::ADV,хьала,вылэ
719,hinauf::ADV,хьала,вылӥе
720,hinauf::ADV,хьала,выллань
721,überall::ADV,массанхьа,котькытын
722,überall::ADV,массанхьа,пасьтана
723,nicht::ADV,ца,уз
724,ein wenig::ADV,кӏеззиг,ичи
725,ein wenig::ADV,кӏеззиг,ӧжыт
726,ein wenig::ADV,кӏеззиг,огшап
727,kaum::ADV,халла,муртса
728,sehr::ADV,вуно,туж
729,sehr::ADV,вуно,лекос
730,noch::ADV,кхин,на
731,nur::ADV,бен ...ца,гинэ
732,schon::ADV,хӏинцале,ни
733,schon::ADV,хӏинцале,ини
734,wieder::ADV,юха а,нош
735,wieder::ADV,юха а,кайта
736,vergebens::ADV,эрна,юнме
737,vor::PRP,хьалха,азьын
738,hinter::PRP,тӏехьа,берын
739,hinter::PRP,тӏехьа,бӧрсьы
740,unter::PRP,кIелахь,улын
741,durch::PRP,чекх,пыр
742,durch::PRP,чекх,пыртӥ
743,neben::PRP,юххе,бордын
744,zwischen::PRP,юккъехь,вискын
745,wegen::PRP,дуьхьа,сэрен
746,dies::PRN,и,та
747,dies::PRN,иза,та
748,das::PRN,и,со
749,das::PRN,иза,со
750,alles::PRN,дерриг,ваньмыз
751,ich::PRN,cо,мон
752,du::PRN,хьо,тон
753,er::PRN,и,со
754,er::PRN,иза,со
755,wir::PRN,тхо,ми
756,wir::PRN,вай,ми
757,ihr::PRN,шу,тӥ
758,sie::PRN,уьш,соос
759,was::FPRN,хӏун,ма
760,wer::FPRN,мила,кин
761,wo::FADV,мичaхь,кытын
762,wohin::FADV,мича,кытчы
763,wie::FADV,муха,кызьы
764,warum::FADV,хӏунда,малы
765,wieviel::FNUM,мел,кӧня
766,wieviel::FNUM,маса,кӧня
767,eins::NUM,цхьаъ,одӥг
768,zwei::NUM,шиъ,кык
769,drei::NUM,кхоъ,куинь
770,vier::NUM,диъ,ньыль
771,fünf::NUM,пхиъ,вить
772,sechs::NUM,ялх,куать
773,sieben::NUM,ворхӏ,сизьым
774,acht::NUM,бархӏ,тямыс
775,neun::NUM,исс,укмыс
776,zehn::NUM,итт,дас
