,Concept_ID,cv,mn
707,Sonntag::N,вырсарни кун,ням
708,groß::A,пысӑк,их
709,groß::A,пысӑк,том
710,klein::A,пӗчӗк,бага
711,klein::A,пӗчӗк,жаахан
712,lang::A,вӑрӑм,урт
713,kurz::A,кӗске,охор
714,kurz::A,кӗске,богино
715,breit::A,сарлака,өргөн
716,schmal::A,ансӑр,уйтан
717,schmal::A,ансӑр,нарийн
718,dicht::A,йӑвӑ,нягт
719,dicht::A,йӑвӑ,чигжүү
720,dick[Gegenstand]::A,хулӑн,зузаан
721,dünn::A,ҫинҫе,нимгэн
722,dünn::A,ҫӳхе,нимгэн
723,fein::A,тарай,нарийн
724,fein::A,вӗлтӗрти,нарийн
725,fest::A,тӗреклӗ,бөх
726,fest::A,тӗреклӗ,хатуу
727,flach::A,лаптак,хавтгай
728,glatt::A,такӑр,цагаан
729,hart::A,хытӑ,хатуу
730,weich::A,ҫемҫе,зөөлөн
731,rund::A,ҫавра,дугуй
732,rund::A,ҫавра,дугариг
733,spitz::A,шӗвӗр,шовх
734,spitz::A,шӗвӗр,шовгор
735,scharf::A,ҫивӗч,хурц
736,scharf::A,ҫивӗч,иртэй
737,stumpf::A,мӑка,мохоо
738,stumpf::A,пуклак,мохоо
739,stumpf::A,тӗрӗнчӗк,мохоо
740,stumpf::A,ӑнкарусӑр,мохоо
741,schwer::A,йывӑр,хүнд
742,schön::A,илемлӗ,гуа
743,schön::A,илемлӗ,сайхан
744,heiß::A,вӗри,халуун
745,warm::A,ӑшӑ,дулаан
746,kalt::A,сивӗ,хүйтэн
747,kühl::A,уҫӑ,сэрүүн
748,frisch::A,уҫӑ,эрүүл
749,frisch::A,уҫӑ,жихүүн
750,feucht::A,йӗпе,чийгтэй
751,nass::A,нӳрӗ,нойтон
752,trocken::A,типӗ,хатсан
753,voll::A,тулли,дүүрэн
754,leer::A,пушӑ,хоосон
755,offen::A,уҫӑ,онгорхой
756,geschlossen::A,хупӑ,битүү
757,geschlossen::A,хупӑ,хаалтай
758,sauber::A,таса,цэвэр
759,sauber::A,таса,хиргүй
760,schmutzig::A,пылчӑклӑ,бохир
761,schmutzig::A,пылчӑклӑ,хиртэй
762,schmutzig::A,вараланчӑк,бохир
763,schmutzig::A,вараланчӑк,хиртэй
764,roh::A,чӗрӗ,түүхий
765,reif::A,пулнӑ,болсон
766,reif::A,пиҫӗхнӗ,болсон
767,reif::A,аталаннӑ,болсон
768,reif::A,пиҫсе ҫитнӗ,болсон
769,lecker::A,тутлӑ,амттай
770,lecker::A,техӗмлӗ,амттай
771,süß::A,пылак,амттай
772,süß::A,пылак,чихэрлэг
773,bitter::A,йӳҫӗ,гашуун
774,sauer::A,йӳҫӗ,эсгэлэн
775,sauer::A,йӳҫек,эсгэлэн
776,sauer::A,кӑвасак,эсгэлэн
777,hell::A,ҫутӑ,гэгээн
778,hell::A,ҫутӑ,гэрэлтэй
779,dunkel::A,тӗттӗм,бараан
780,dunkel::A,тӗттӗм,харанхуй
781,schwarz::A,хура,хар
782,weiß::A,шурӑ,цагаан
783,rot::A,хӗрлӗ,улаан
784,gelb::A,сарӑ,шар
785,blau::A,кӑвак,хөх
786,blau::A,кӑвак,цэнхэр
787,grün::A,симӗс,ногоон
788,grün::A,пиҫмен,ногоон
789,grün::A,ӑс пухман,ногоон
790,grau::A,кӑвак,орог
791,grau::A,кӑвак,саарал
792,bunt::A,чӑпар,эрээн
793,billig::A,йӳнӗ,хямд
794,teuer::A,хаклӑ,үнэтэй
795,wertvoll::A,паха,үнэт
796,blind::A,суккӑр,сохор
797,taub::A,хӑлхасӑр,чих хатуу
798,kräftig::A,хӑватлӑ,чийрэг
799,stark::A,вирлӗ,хүчтэй
800,stark::A,вирлӗ,чадалтай
801,schwach::A,халсӑр,сул
802,fett::A,самӑр,тарган
803,fett::A,самӑр,голигор
804,fett::A,мӑнтӑр,тарган
805,fett::A,мӑнтӑр,голигор
806,schlank::A,йӑрӑс,голшиг
807,schlank::A,яштака,голшиг
808,hübsch::A,хитре,сайхан
809,hübsch::A,хитре,хөөрхөн
810,böse::A,усал,муу
811,böse::A,усал,хортой
812,dumm::A,ухмах,тэнэг
813,faul::A,наян,залхуу
814,faul::A,юлхав,залхуу
815,faul::A,ӳркенчӗк,залхуу
816,fleißig::A,хастар,чармайлтгай
817,geizig::A,хытӑ,харамч
818,klug::A,ӑслӑ,цэцэн
819,geschickt::A,ӑста,дүйтэй
820,lieb::A,савнӑ,хайрт
821,lustig::A,хаваслӑ,цэнгэлтэй
822,sanft::A,ачаш,наалинхай
823,hungrig::A,выҫӑ,өлөн
824,hungrig::A,выҫӑ,өлссөн
825,krank::A,чирлӗ,өвчтэй
826,nackt::A,ҫара,нүцгэн
827,traurig::A,салхуллӑ,гунигт
828,lebendig::A,чӗрӗ,амьд
829,lebendig::A,чӗрӗ,амьтай
830,gut::A,аван,сайн
831,gut::A,лайӑх,сайн
832,schlecht::A,япӑх,муу
833,schlecht::A,япӑх,өөдгүй
834,schlecht::A,начар,муу
835,schlecht::A,начар,өөдгүй
836,richtig::A,тӗрӗс,зөв
837,richtig::A,тӗрӗс,зүйтэй
838,schlimm::A,йӗрӗнчӗк,муухай
839,wahr::A,чӑн,үнэн
840,wahr::A,чӑн,жинхэнэ
841,alt::A,кивӗ,хуучин
842,neu::A,ҫӗнӗ,шинэ
843,ehemalig::A,пулнӑ,агсан
844,ehemalig::A,пулнӑ,байсан
845,alt[Lebewesen]::A,ватӑ,өвгөн
846,alt[Lebewesen]::A,ватӑ,хижээл
847,jung::A,яш,залуу
848,jung::A,ҫамрӑк,залуу
849,arm::A,чухӑн,ядуу
850,reich::A,пуян,баян
851,reich::A,пуян,баялаг
852,bekannt::A,пӗлӗш,танил
853,berühmt::A,чаплӑ,цуутай
854,berühmt::A,чаплӑ,алдартай
855,fremd::A,ют,харь
856,fremd::A,ют,гадаад
857,verschieden::A,расна,ондоо
858,verschieden::A,расна,янз янзын
859,nah::A,ҫывӑх,ойрын
860,nah::A,ҫывӑх,дөтийн
861,nah::A,ҫывӑхри,ойрын
862,nah::A,ҫывӑхри,дөтийн
863,fern::A,инҫе,холын
864,fern::A,аякри,холын
865,linker::A,сулахай,буруу
866,rechter::A,сылтӑм,баруун
867,anderer::A,урӑх,өөр
868,anderer::A,урӑх,нөгөө
869,erster::A,пӗрремӗш,нэгдэх
870,erster::A,пӗрремӗш,нэгдүгээр
871,zweiter::A,иккӗмӗш,хоёрдугаар
872,dritter::A,виҫҫӗмӗш,гуравдугаар
873,letzter::A,юлашки,сүүлийн
874,allein::ADV,пӗччен,ганцаараа
875,auf einmal::ADV,кӗмӗрккен,нэгмөсөн
876,zusammen::ADV,пӗрле,цуг
877,zusammen::ADV,пӗрле,хамт
878,lange::ADV,вӑрах,удаан
879,plötzlich::ADV,сасартӑк,гэнэт
880,sofort::ADV,тӳрех,дороо
881,später::ADV,кайран,дараа
882,jetzt::ADV,халь,өнөө
883,jetzt::ADV,халӗ,өнөө
884,heute::ADV,паян,өнөө
885,heute::ADV,паян,өнөөдөр
886,morgen::ADV,ыран,маргааш
887,morgen::ADV,ыран,маргаадар
888,bald::ADV,халех,түргэн
889,bald::ADV,халех,удахгүй
890,bald::ADV,кӗҫех,түргэн
891,bald::ADV,кӗҫех,удахгүй
892,dann::ADV,унтан,хожим
893,dann::ADV,унтан,тэгээд
894,gestern::ADV,ӗнер,өчигдөр
895,einst::ADV,пӗррехинче,нэг
896,damals::ADV,ун чухне,тэгэхэд
897,damals::ADV,апла пулсан,тэгэхэд
898,danach::ADV,унтан,тэгээд
899,danach::ADV,унтан,дараа нь
900,vorher::ADV,малтан,урьд
901,zuerst::ADV,пирвай,анх
902,zuerst::ADV,пирвай,эхлээд
903,einmal::ADV,пӗррехинче,нэг удаа
904,manchmal::ADV,хӑш чухне,хааяа
905,manchmal::ADV,хӑш чухне,заримдаа
906,oft::ADV,тӑтӑш,олонтоо
907,immer::ADV,ялан,байнга
908,niemals::ADV,нихӑҫан та,хэзээ ч
909,niemals::ADV,нихӑҫан та,хэдийд ч
910,hier::ADV,кунта,энд
911,hierhin::ADV,кунта,нааш
912,von hier::ADV,кунтан,эндээс
913,dort::ADV,унта,тэнд
914,dort::ADV,ҫавӑнта,тэнд
915,dorthin::ADV,унта,тийш
916,dorthin::ADV,ҫавӑнта,тийш
917,geradeaus::ADV,тикӗс,шулуун
918,vorwärts::ADV,малалла,урагшаа
919,rückwärts::ADV,хыҫала,буцаан
920,rückwärts::ADV,хыҫала,сөөргөө
921,zurück::ADV,каялла,буцаж
922,zurück::ADV,каялла,гэдрэг
923,unten::ADV,аялта,дор
924,hinab::ADV,аялта,уруу
925,oben::ADV,ҫӳлте,дээр
926,hinauf::ADV,ҫӳле,өөд
927,hinauf::ADV,ҫӳле,дээш
928,überall::ADV,таҫта та,хааяагүй
929,überall::ADV,таҫта та,энд тэндгүй
930,überall::ADV,пур ҫӗрте те,хааяагүй
931,überall::ADV,пур ҫӗрте те,энд тэндгүй
932,überall::ADV,кирек ӑҫта та,хааяагүй
933,überall::ADV,кирек ӑҫта та,энд тэндгүй
934,nicht::ADV,мар,эс
935,nicht::ADV,мар,-гүй
936,ein wenig::ADV,пӑртак,жаахан
937,kaum::ADV,аран,арай
938,kaum::ADV,аран,арай гэж
939,sehr::ADV,питӗ,тун
940,so::ADV,апла,тэгж
941,so::ADV,апла,ингээд
942,noch::ADV,татах,дахин
943,noch::ADV,татах,дахиад
944,nur::ADV,ҫех,зөвхөн
945,nur::ADV,ҫех,гагцхүү
946,schon::ADV,ӗнтӗ,нэгэнт
947,wieder::ADV,каллех,дахин
948,wieder::ADV,каллех,дахиад
949,vergebens::ADV,харам,хий
950,vor::PRP,умӗнче,өмнө
951,hinter::PRP,кайра,ард
952,unter::PRP,айне,доор
953,unter::PRP,айӗпе,доор
954,unter::PRP,айӗнче,доор
955,unter::PRP,ҫитеспе,доор
956,durch::PRP,витӗр,дундуур
957,neben::PRP,патӗнче,хажууд
958,zwischen::PRP,хушшинче,завсар
959,zwischen::PRP,хушшинче,хооронд
960,wegen::PRP,пула,төлөө
961,wegen::PRP,пула,дээрээс
962,wegen::PRP,пирки,төлөө
963,wegen::PRP,пирки,дээрээс
964,dies::PRN,ку,энэ
965,dies::PRN,ҫак,энэ
966,das::PRN,ҫав,тэр
967,alles::PRN,пурте,цөм
968,alles::PRN,пурте,бүгд
969,alles::PRN,йӑлт,цөм
970,alles::PRN,йӑлт,бүгд
971,ich::PRN,эп,би
972,du::PRN,эс,чи
973,er::PRN,вӑл,тэр
974,er::PRN,вӑл,тэр хүн
975,wir::PRN,эпир,бид
976,ihr::PRN,эсир,та нар
977,sie::PRN,вӗсем,тэд
978,was::FPRN,мӗн,юу
979,was::FPRN,мӗскер,юу
980,was::FPRN,мӗн те пулин,юу
981,wer::FPRN,кам,хэн
982,wo::FADV,ӑҫта,хаа
983,wo::FADV,ӑҫта,хаана
984,wohin::FADV,ӑҫта,хааш
985,wohin::FADV,ӑҫта,хаана
986,wie::FADV,епле,яаж
987,wie::FADV,епле,хэрхэн
988,wie::FADV,мӗнле,яаж
989,wie::FADV,мӗнле,хэрхэн
990,warum::FADV,ма,юунд
991,warum::FADV,ма,яагаад
992,warum::FADV,мӗншӗн,юунд
993,warum::FADV,мӗншӗн,яагаад
994,wieviel::FNUM,миҫе,хэдий
995,wieviel::FNUM,миҫе,хэд
996,eins::NUM,пӗр,нэг
997,eins::NUM,пӗрре,нэг
998,zwei::NUM,ик,хоёр
999,zwei::NUM,икӗ,хоёр
1000,zwei::NUM,иккӗ,хоёр
1001,drei::NUM,виҫ,гурав
1002,drei::NUM,виҫӗ,гурав
1003,drei::NUM,виҫҫӗ,гурав
1004,vier::NUM,тӑват,дөрөв
1005,fünf::NUM,пилӗк,тав
1006,fünf::NUM,пиллӗк,тав
1007,sechs::NUM,улт,зургаа
1008,sechs::NUM,ултӑ,зургаа
1009,sechs::NUM,улттӑ,зургаа
1010,sieben::NUM,ҫич,долоо
1011,sieben::NUM,ҫичӗ,долоо
1012,sieben::NUM,ҫиччӗ,долоо
1013,acht::NUM,сакӑр,найм
1014,acht::NUM,саккӑр,найм
1015,neun::NUM,тӑхӑр,ес
1016,neun::NUM,тӑххӑр,ес
1017,zehn::NUM,вунӑ,арав
1018,zehn::NUM,вуннӑ,арав
1019,elf::NUM,вун пӗр,арван нэг
1020,zwölf::NUM,вун ик,арван хоёр
1021,zwölf::NUM,вун икӗ,арван хоёр
1022,zwölf::NUM,вун иккӗ,арван хоёр
1023,zwanzig::NUM,ҫирӗм,хорь
1024,dreißig::NUM,вӑтӑр,гуч
1025,vierzig::NUM,хӗрӗх,дөч
1026,fünfzig::NUM,аллӑ,тавь
1027,sechzig::NUM,утмӑл,жар
1028,siebzig::NUM,ҫитмӗл,дал
1029,achtzig::NUM,сакӑр вунӑ,ная
1030,achtzig::NUM,сакӑр вуннӑ,ная
1031,neunzig::NUM,тӑхӑр вун,ер
1032,neunzig::NUM,тӑхӑр вунӑ,ер
1033,neunzig::NUM,тӑхӑр вуннӑ,ер
1034,hundert::NUM,ҫӗр,зуу
1035,tausend::NUM,пин,мянга
1036,und::CNJ,та,ч
1037,und::CNJ,та,болон
1038,oder::CNJ,е,буюу
1039,stehen::V,тӑр,зогсох
1040,sitzen::V,лар,суух
1041,liegen::V,вырт,хэвтэх
1042,hängen::V,усӑнса тӑр,өлгөөтэй байх
1043,hängen::V,усӑнса тӑр,дүүжлээтэй байх
1044,hängen::V,ҫакӑнса тӑр,өлгөөтэй байх
1045,hängen::V,ҫакӑнса тӑр,дүүжлээтэй байх
1046,werden::V,пул,болох
1047,passieren::V,пул,тохиох
1048,beginnen::V,пуҫлан,эхлэх
1049,enden::V,пӗт,дүүрэх
1050,enden::V,вӗҫлен,дүүрэх
1051,wechseln::V,улшӑн,хувирах
1052,aufgehen[Sonne]::V,тух,мандах
1053,untergehen[Sonne]::V,анса лар,жаргах
1054,scheinen[Sonne]::V,пӑх,гэрэлтэх
1055,donnern::V,кӗмсӗртет,дуугарах
1056,donnern::V,авӑт,дуугарах
1057,wehen::V,варкӑш,салхилах
1058,wehen::V,варкӑш,хөөрөгдөх
1059,strömen::V,тӑкӑн,гүйх
1060,strömen::V,тӑкӑн,урсах
1061,fließen::V,юх,урсах
1062,sich drehen::V,ҫаврӑн,эргэлдэх
1063,schwanken::V,чӳхен,хэлбэлзэх
1064,schwingen::V,суллан,ганхах
1065,schwingen::V,суллан,хэлбэлзэх
1066,fallen::V,кип,унах
1067,fallen::V,тӳр кип,унах
1068,fallen::V,татӑлса ан,унах
1069,brennen::V,ҫун,шатах
1070,rauchen::V,мӑкӑрлан,баагих
1071,rauchen::V,тӗтӗм кӑлар,баагих
1072,regnen::V,ҫумӑр ҫӑвать,бороо орно
1073,gefrieren::V,шӑн,хөлдөх
1074,tauen::V,ирӗл,хайлах
1075,schmelzen::V,ирӗл,уярах
1076,trocknen::V,тип,хатах
1077,sieden::V,вӗре,буцлах
1078,sieden::V,вӗре,даргилах
1079,faulen::V,ҫӗр,үжрэх
1080,faulen::V,ҫӗр,өмхийрөх
1081,verfaulen::V,ҫӗр,бээх
1082,verfaulen::V,ҫӗр,өгрөх
1083,reißen::V,ҫурӑл,цуурах
1084,versinken::V,пут,живэх
1085,vergehen::V,ирт,нөгчих
1086,vergehen::V,ирт,өнгөрөх
1087,erscheinen::V,курӑн,гарах
1088,erscheinen::V,курӑн,бултайх
1089,erscheinen::V,курӑнса кай,гарах
1090,erscheinen::V,курӑнса кай,бултайх
1091,verschwinden::V,ҫухал,далд орох
1092,verschwinden::V,ҫухал,алга болох
1093,sinken::V,чак,татрах
1094,sinken::V,чак,доошлох
1095,abnehmen::V,чак,багасах
1096,abnehmen::V,чак,хорогдох
1097,zunehmen::V,пысӑклан,ихсэх
1098,steigen::V,ҫӗклен,нэмэгдэх
1099,wachsen::V,ӳс,өсөх
1100,wachsen::V,ӳс,ургах
1101,glänzen::V,ҫиҫ,гилгэнэх
1102,glänzen::V,ҫиҫ,гилбэгнэх
1103,funkeln::V,ялкӑш,гялжах
1104,funkeln::V,ялкӑш,гялалзах
1105,funkeln::V,йӑлтӑртат,гялжах
1106,funkeln::V,йӑлтӑртат,гялалзах
1107,lärmen::V,шавла,шуугих
1108,läuten::V,шӑнкӑравла,цохих
1109,klingeln::V,шӑнкӑравла,хонхдох
1110,klingeln::V,шӑнкӑравла,дуугарах
1111,klirren::V,калтлат,хангир жингэр хийх
1112,klirren::V,шӑнкӑлтат,хангир жингэр хийх
1113,brausen::V,ахӑр,бургилах
1114,rauschen::V,вашӑлтат,сэржигнэх
1115,rauschen::V,чашӑлтат,сэржигнэх
1116,klingen::V,янӑра,хангинах
1117,bellen::V,вӗр,хуцах
1118,heulen::V,ула,улих
1119,blasen::V,вӗр,үлзэх
1120,pfeifen::V,шӑхӑр,исгэрэх
1121,schreien::V,кӑшкӑр,хашгирах
1122,stöhnen::V,йынӑш,ёолох
1123,stöhnen::V,йынӑш,гэнгэнэх
1124,zittern::V,чӗтре,дагжих
1125,leben::V,пурӑн,амьдрах
1126,geboren werden::V,ҫурал,төрөх
1127,atmen::V,сывла,амьсгалах
1128,trinken::V,ӗҫ,уух
1129,essen::V,ҫи,идэх
1130,schlucken::V,ҫӑт,залгих
1131,müde werden::V,ӗшен,ядрах
1132,einschlafen::V,ыйха пут,унтчих
1133,einschlafen::V,ҫывӑрса кай,унтчих
1134,schlafen::V,ҫывӑр,унтах
1135,aufwachen::V,вӑран,сэрэх
1136,aufstehen::V,тӑр,босох
1137,sich erholen::V,кан,амрах
1138,krank werden::V,чирле,өвдөж эхлэх
1139,krank sein::V,чирле,өвдөх
1140,schmerzen::V,сур,өвдөх
1141,schmerzen::V,сур,шархирах
1142,schmerzen::V,ырат,өвдөх
1143,schmerzen::V,ырат,шархирах
1144,husten::V,ӳсӗр,ханиах
1145,genesen::V,сывал,засрах
1146,genesen::V,тӳрлен,засрах
1147,sterben::V,вил,үхэх
1148,sterben::V,вил,нас барах
1149,umkommen::V,вил,үхэх
1150,sich bewegen::V,куҫ,хөдлөх
1151,sich rühren::V,хускал,хөдлөх
1152,sich erheben::V,тӑр,босох
1153,sich setzen::V,лар,суух
1154,hinfallen::V,ӳк,ойчих
1155,laufen::V,ут,явган явах
1156,schreiten::V,ут,алхах
1157,spazierengehen::V,уҫӑлса ҫӳре,зугаалах
1158,spazierengehen::V,уткаласа ҫӳре,зугаалах
1159,eilen::V,васка,хурдлах
1160,eilen::V,хыпалан,хурдлах
1161,sich beeilen::V,васка,яарах
1162,sich beeilen::V,васка,шамдах
1163,sich beeilen::V,хыпалан,яарах
1164,sich beeilen::V,хыпалан,шамдах
1165,sausen::V,ыткӑн,давхих
1166,sausen::V,вӗҫтер,давхих
1167,rennen::V,чуп,гүйх
1168,springen::V,сик,харайх
1169,springen::V,сик,дэвхрэх
1170,klettern::V,улӑх,авирах
1171,schaukeln::V,йӳрӗн,ганхалзах
1172,kriechen::V,шу,мөлхөх
1173,kriechen::V,упален,мөлхөх
1174,schwimmen::V,иш,сэлэх
1175,tauchen::V,чӑм,шунгах
1176,rudern::V,авӑс,сэлүүрдэх
1177,fahren::V,пыр,явах
1178,fliegen::V,вӗҫ,нисэх
1179,gehen::V,кай,явах
1180,weggehen::V,кай,явах
1181,abfahren::V,тапран,одох
1182,abfahren::V,тапран,хөдлөх
1183,anhalten::V,чарӑн,зогсох
1184,hineingehen::V,кӗр,орох
1185,eintreten::V,кӗр,орох
1186,kommen::V,кил,ирэх
1187,ankommen::V,ҫит,хүрэх
1188,zurückkommen::V,таврӑн,харих
1189,zurückkommen::V,таврӑн,буцаж ирэх
1190,zurückkommen::V,каялла кил,харих
1191,zurückkommen::V,каялла кил,буцаж ирэх
1192,bleiben::V,юл,үлдэх
1193,warten::V,кӗт,хүлээх
1194,erwarten::V,кӗт,хүлээх
1195,suchen::V,шыра,эрэх
1196,suchen::V,шыра,бэдрэх
1197,finden::V,туп,олох
1198,versuchen::V,пикен,оролдох
1199,vorbereiten::V,хатӗрле,бэлтгэх
1200,lieben::V,юрат,янаглах
1201,mögen::V,кӑмӑлла,таалах
1202,mögen::V,килӗштер,таалах
1203,lachen::V,кул,инээх
1204,lachen::V,ахӑлтат,инээх
1205,rühren::V,ҫулӑх,сэтгэл уяруулах
1206,weinen::V,йӗр,уйлах
1207,weinen::V,макӑр,уйлах
1208,schimpfen::V,вӑрҫ,хараах
1209,schimpfen::V,ятлаҫ,хараах
1210,sich ärgern::V,ҫиллен,уурлах
1211,sich fürchten::V,шиклен,айх
1212,fürchten::V,хӑра,айх
1213,fliehen::V,тар,зугтах
1214,fliehen::V,тар,гүйж очих
1215,flüchten::V,чупса тар,оргох
1216,sehen::V,кур,үзэх
1217,anschauen::V,пӑхса ил,харах
1218,ansehen::V,пӑх,харах
1219,hören::V,илт,дуулах
1220,zuhören::V,итле,чагнах
1221,zuhören::V,тӑнла,чагнах
1222,probieren::V,астив,амсаж үзэх
1223,riechen::V,шӑршла,үнэрлэх
1224,fühlen::V,туй,мэдрэх
1225,fühlen::V,сис,мэдрэх
1226,scheinen::V,туйӑн,шиг үзэгдэх
1227,zu sehen sein::V,курӑн,үзэгдэх
1228,zu sehen sein::V,курӑн,харагдах
1229,vernehmen::V,пӑл,дуулах
1230,frieren::V,йӳтен,даарах
1231,tun::V,ту,хийх
1232,tun::V,ту,үйлдэх
1233,können::V,пултар,болох
1234,wollen::V,те,хүсэх
1235,anfangen::V,пуҫла,эхлэх
1236,beenden::V,пӗтер,дуусгах
1237,aufhören::V,пӑрах,болих
1238,aufhören::V,пӑрах,зогсох
1239,gelingen::V,ӑн,бүтэх
1240,geraten::V,пул,илрэх
1241,öffnen::V,уҫ,нээх
1242,öffnen::V,уҫ,тайлах
1243,schließen::V,хуп,хаах
1244,stellen::V,ларт,тавих
1245,stellen::V,ларт,босгох
1246,stellen::V,тӑрат,тавих
1247,stellen::V,тӑрат,босгох
1248,setzen::V,ларт,суулгах
1249,legen::V,хур,хийх
1250,legen::V,хур,тавих
1251,berühren::V,перӗн,шүргэх
1252,verbinden::V,сып,залгах
1253,bedecken::V,вит,бүрэх
1254,aufhängen::V,ҫак,өлгөх
1255,aufhängen::V,ҫак,дүүжлэх
1256,anzünden::V,ҫут,асаах
1257,anzünden::V,ҫут,ноцоох
1258,aufheben::V,ҫӗкле,өргөх
1259,zurücklassen::V,манса хӑвар,орхих
1260,zurücklassen::V,манса хӑвар,үлдээх
1261,verlieren::V,ҫӗтер,гээх
1262,fallen lassen::V,ӳкер,унагах
1263,machen::V,ту,хийх
1264,machen::V,ту,гаргах
1265,herstellen::V,ӑстала,бүтээх
1266,bauen::V,ту,барих
1267,reparieren::V,юса,засах
1268,reparieren::V,юса,сэлбэх
1269,verbessern::V,лайӑхлат,засах
1270,verbessern::V,лайӑхлат,сайжруулах
1271,ändern::V,улӑштар,өөрчлөх
1272,graben::V,чав,малтах
1273,graben::V,чакала,малтах
1274,beugen::V,кукӑрт,бөгтийлгөх
1275,biegen::V,ав,матах
1276,biegen::V,ав,муруйлгах
1277,biegen::V,кукӑрт,матах
1278,biegen::V,кукӑрт,муруйлгах
1279,drehen::V,ҫавӑр,эргүүлэх
1280,wenden::V,ӳпӗнтер,эргүүлэх
1281,umdrehen::V,ҫавӑр,хөрвүүлэх
1282,heben::V,хӑпарт,өргөх
1283,hochheben::V,йӑт,өргөх
1284,ergreifen::V,тыт,атгах
1285,halten::V,тыт,барих
1286,drücken::V,пус,дарах
1287,schieben::V,тӗк,түлхэх
1288,schieben::V,тӗрт,түлхэх
1289,kratzen::V,хыр,хусах
1290,kratzen::V,хыр,маажих
1291,lecken::V,ҫула,долоох
1292,beißen::V,ҫырт,зуух
1293,beißen::V,ҫырт,хазах
1294,beißen::V,хып,зуух
1295,beißen::V,хып,хазах
1296,abreißen::V,тат,таслах
1297,abschneiden::V,кас,тайрах
1298,binden::V,ҫых,боох
1299,binden::V,ҫых,хүлэх
1300,stecken::V,чик,шаах
1301,stecken::V,чик,шигтгэх
1302,brechen::V,хуҫ,хугалах
1303,klopfen::V,такка,цохих
1304,klopfen::V,такка,тогших
1305,hauen::V,шакка,дэлдэх
1306,kleben::V,ҫыпӑҫтар,наах
1307,reiben::V,сӑтӑр,нухах
1308,reiben::V,сӑтӑр,нидчих
1309,streichen::V,сӗр,нялах
1310,streichen::V,сӗр,түрхэх
1311,schleifen::V,хӑйра,билүүдэх
1312,schleifen::V,хӑйра,гуранздах
1313,schneiden::V,кас,огтлох
1314,rütteln::V,лӑка,холхнулах
1315,rütteln::V,силлентер,холхнулах
1316,schütteln::V,лӑка,сэгсрэх
1317,schütteln::V,силлентер,сэгсрэх
1318,schwenken::V,сулла,дэвэх
1319,schwenken::V,сулла,даллах
1320,schütten::V,тултар,цутгах
1321,schütten::V,тултар,аягалах
1322,füllen::V,тултар,дүүргэх
1323,einwickeln::V,чӗрке,боох
1324,einwickeln::V,чӗрке,ороох
1325,tragen::V,ҫӗкле,авчрах
1326,schleppen::V,сӗтӗр,чирэх
1327,ziehen::V,тӑс,татах
1328,aufbewahren::V,усра,хадгалах
1329,werfen::V,пӑрах,хаях
1330,werfen::V,пӑрах,шидэх
1331,fangen::V,тыт,барих
1332,packen::V,тыт,шүүрэх
1333,verstecken::V,пытарса хур,нуух
1334,teilen::V,уйӑр,хуваах
1335,teilen::V,пайла,хуваах
1336,schicken::V,яр,илгээх
1337,schicken::V,яр,явуулах
1338,bringen::V,кӳр,авчрах
1339,bringen::V,кӳр,аваачих
1340,hinzufügen::V,хуш,нэмэх
1341,bekommen::V,ил,хүлээн авах
1342,bekommen::V,туян,хүлээн авах
1343,erhalten::V,ил,хүлээн авах
1344,erhalten::V,туян,хүлээн авах
1345,nehmen::V,ил,авах
1346,wählen::V,суйла,сонгох
1347,auswählen::V,суйла,шилэх
1348,bewahren::V,упра,гамнах
1349,behindern::V,кансӗрле,саад хийх
1350,behindern::V,кансӗрле,тотгор болох
1351,behindern::V,чӑрмантар,саад хийх
1352,behindern::V,чӑрмантар,тотгор болох
1353,verderben::V,пӑс,эвдэх
1354,beschädigen::V,пӑс,гэмтээх
1355,zerbrechen::V,ват,хагалах
1356,zerbrechen::V,ват,хага цохих
1357,zerbrechen::V,ҫӗмӗр,хагалах
1358,zerbrechen::V,ҫӗмӗр,хага цохих
1359,zerreißen::V,ҫур,урах
1360,zerstören::V,иш,эвдэх
1361,zerstören::V,иш,сүйтгэх
1362,verbrennen::V,ҫунтар,шатаах
1363,geben::V,пар,өгөх
1364,reichen::V,пар,өгөх
1365,reichen::V,пар,дамжуулах
1366,schenken::V,парнеле,бэлэглэх
1367,versprechen::V,тума пул,амлах
1368,versprechen::V,сӑмах пар,амлах
1369,wünschen::V,сун,ерөөх
1370,loben::V,ырла,магтах
1371,loben::V,ырла,сайшаах
1372,küssen::V,чуп ту,озох
1373,küssen::V,чуп ту,үнсэх
1374,wiegen::V,сиктер,бүүвэйлэх
1375,wiegen::V,силле,бүүвэйлэх
1376,zudecken::V,вит,хучих
1377,zudecken::V,вит,бүтээх
1378,wecken::V,вӑрат,сэрээх
1379,zeigen::V,кӑтарт,үзүүлэх
1380,führen::V,илсе пыр,хөтлөх
1381,führen::V,ҫавӑтса пыр,хөтлөх
1382,lehren::V,вёрент,заах
1383,unterrichten::V,вёрент,сургах
1384,aufziehen::V,вӗрент,өсгөх
1385,aufziehen::V,вӗрент,хүмүүжүүлэх
1386,leiten::V,тытса пыр,удирдах
1387,antreiben::V,васкат,шамдуулах
1388,lassen::V,пусахла,-уулах
1389,lassen::V,хуш,-уулах
1390,einladen::V,чӗн,залах
1391,vereinigen::V,пӗрлештер,нэгтгэх
