,Concept_ID,pl,xal
86,Regen::N,deszcz,хур
87,Schnee::N,śnieg,цасн
88,Eis::N,lód,мөсн
89,Frost::N,mróz,киитн
90,Kälte::N,chłód,киитн
91,Hitze::N,gorąco,халун
92,Raureif::N,szron,цаң
93,Raureif::N,szron,кирү
94,Regenbogen::N,tęcza,солңһ
95,Donner::N,grzmot,оһтрһун дун
96,Strömung::N,nurt,урсхл
97,Tropfen::N,kropla,дусал
98,Schaum::N,piana,көөсн
99,Schmutz::N,brud,кир
100,See::N,jezioro,нур
101,Sumpf::N,bagno,унул
102,Moor::N,bagno,улм
103,Wiese::N,łąka,хадлһн
104,Wald::N,las,ө-модн
105,Hügel::N,pagórek,толһа
106,Anhöhe::N,wzgórze,хамр
107,Berg::N,góra,уул
108,Gipfel::N,szczyt,ора
109,Gipfel::N,wierzchołek,ора
110,Höhle::N,pieczara,хадин көндә
111,Abhang::N,stok,ташу
112,Abhang::N,zbocze,ташу
113,Quelle::N,zdrój,булг
114,Quelle::N,źródło,булг
115,Bach::N,potok,һооҗур
116,Bach::N,strumień,һооҗур
117,Fluss::N,rzeka,һол
118,Ufer::N,brzeg,көвә
119,Küste::N,wybrzeże,көвә
120,Küste::N,wybrzeże,теңгсин көвә
121,Festland::N,ląd,хүүрә һазр
122,Meer::N,morze,теңгс
123,Bucht::N,zatoka,цекә
124,Bucht::N,zatoka,теңгсин цекә
125,Insel::N,wyspa,арл
126,Blume::N,kwiat,цецг
127,Gras::N,trawa,ноһан
128,Wurzel::N,korzeń,уңг
129,Baum::N,drzewo,модн
130,Stamm::N,pień,шилв
131,Stamm::N,pień,һол модн
132,Rinde::N,kora,көрсн
133,Ast::N,gałąź,ац
134,Zweig::N,gałąź,ац
135,Blatt::N,liść,хамтхасн
136,Birke::N,brzoza,хусм модн
137,Kiefer[Baum]::N,sosna,шар харһа
138,Weide[Baum]::N,wierzba,удн
139,Tanne::N,jodła,җөөлн цаһан модн
140,Horn::N,róg,өвр
141,Feder::N,pióro,өрвлг
142,Fell::N,futro,арсн
143,Flügel::N,skrzydło,җивр
144,Klaue::N,szpon,хумсн
145,Kralle::N,pazur,тавг
146,Schwanz::N,ogon,сүл
147,Ei::N,jajko,өндгн
148,Nest::N,gniazdo,үр
149,Bau::N,nora,нүкн
150,Tier::N,zwierzę,мал
151,Herde::N,stado,сүрг мал
152,Herde::N,trzoda,сүрг мал
153,Kuh::N,krowa,үкр
154,Bulle::N,byk,бух
155,Pferd::N,koń,мөрн
156,Schaf::N,owca,хөн
157,Schwein::N,świnia,һаха
158,Hund::N,pies,ноха
159,Katze::N,kot,мис
160,Katze::N,kotka,мис
161,Bär::N,niedźwiedż,аю
162,Eichhörnchen::N,wiewiórka,кермн
163,Elch::N,łóś,хандһа
164,Fuchs::N,lis,арат
165,Hase::N,zając,туула
166,Maus::N,mysz,хулһн
167,Wolf::N,wilk,чон
168,Vogel::N,ptak,шовун
169,Schwarm::N,stado,зел
170,Huhn::N,kura,така
171,Hahn::N,kogut,эр така
172,Gans::N,gęś,һалун
173,Adler::N,orzeł,һәрд
174,Ente::N,kaczka,нуһсн
175,Eule::N,sowa,һурвлһ
176,Kranich::N,żuraw,тоһрун
177,Krähe::N,wrona,шаазһа
178,Kuckuck::N,kukułka,эргин хуцдг
179,Schwan::N,łabędż,хун
180,Fisch::N,ryba,заһсн
181,Barsch::N,okoń,шүрг
182,Hecht::N,szczupak,цурх
183,Schlange[Tier]::N,wąż,моһа
184,Schlange[Tier]::N,żmija,моһа
185,Wurm::N,robak,өтн
186,Spinne::N,pająk,аралҗн
187,Ameise::N,mrówka,шорһлҗн
188,Laus::N,wesz,бөөсн
189,Mücke::N,komar,бөкүн
190,Fliege::N,mucha,батхн
191,Schmetterling::N,motyl,эрвәкә
192,Beere::N,jagoda,бөөлҗрһн
193,Apfel::N,jabłko,альмн
194,Pilz::N,grzyb,теңгрин ки
195,Zwiebel::N,cebula,мәңгрснә толһа
196,Saat::N,siew,буудян экн
197,Korn::N,ziarno,экн
198,Heu::N,siano,өвсн
199,Schale::N,łupina,хальсн
200,Grube::N,dół,нүкн
201,Grube::N,jama,нүкн
202,Falle::N,pułapka,урх
203,Falle::N,pułapka,хавх
204,Schlinge::N,sidła,бүтү
205,Spur::N,ślad,мөр
206,Asche::N,popiół,үмсн
207,Dreck::N,brud,бальчг
208,Eisen::N,żelazo,төмр
209,Gold::N,złoto,алтн
210,Silber::N,srebro,мөңгн
211,Silber::N,srebro,цаһан мөңгн
212,Kohle::N,węgiel,нүүрсн
213,Glas::N,szkło,шил
214,Lehm::N,glina,шавр
215,Sand::N,piasek,элсн
216,Mensch::N,człowiek,күн
217,Mensch::N,człowiek,күмн
218,Mann::N,mężczyzna,эр
219,Frau::N,kobieta,күүкд күн
220,Kind::N,dziecko,үрн
221,Junge::N,chłopak,көвүн
222,Junge::N,chłopiec,көвүн
223,Mädchen::N,dziewczynka,бичкн күүкн
224,Familie::N,rodzina,бүл
225,Großvater::N,dziadek,өвк эцк
226,Großvater::N,dziadek,наһц эцк
227,Großmutter::N,babka,эмг эк
228,Großmutter::N,babka,наһц эк
229,Eltern::N,rodzice,эк эцк хойр
230,Vater::N,ojciec,эцк
231,Mutter::N,matka,эк
232,Sohn::N,syn,көвүн
233,Tochter::N,córka,күүкн
234,Bruder::N,brat,дү көвүн
235,Schwester::N,siostra,эгч
236,Schwester::N,siostra,дү күүкн
237,Onkel::N,wuj,авһ
238,Onkel::N,wuj,наһцх
239,Onkel::N,stryj,авһ
240,Onkel::N,stryj,наһцх
241,Tante::N,ciotka,наһц эгч
242,Ehemann::N,mąż,залу
243,Ehefrau::N,żona,гергн
244,Freude::N,radość,байр
245,Gelächter::N,śmiech,инәдн
246,Glück::N,szczęście,җирһл
247,Glück::N,szczęście,сәәхн җирһл
248,Kummer::N,zmartwienie,зовлң
249,Wunsch::N,życzenie,дурн
250,Lust::N,chęć,җилвтлһн
251,Lust::N,ochota,җилвтлһн
252,Geist::N,duch,зөрг
253,Gedanke::N,myśl,ухан
254,Gedächtnis::N,pamięć,чееҗин тодлвр
255,Verstand::N,rozum,ухан
256,Sinn::N,zmysł,учр-утх
257,Grund::N,powód,учр
258,Grund::N,powód,шалтан
259,Wahrheit::N,prawda,үнн
260,Gespräch::N,rozmowa,күүндвүр
261,Märchen::N,bajka,тууль
262,Erzählung::N,opowiadanie,келвр
263,Nachricht::N,wiadomość,медүллһн
264,Neuigkeit::N,nowina,зәңг
265,Name::N,imię,нерн
266,Rätsel::N,zagadka,тәәлвртә тууль
267,Rede::N,mowa,келлһн
268,Sprache::N,język,келн
269,Stimme::N,głos,дун
270,Wort::N,słowo,үг
271,Zeichen::N,znak,темдг
272,Ruf::N,wołanie,дуудлһн
273,Lärm::N,hałas,шууган
274,Lärm::N,zgiełk,шууган
275,Laut::N,dźwięk,ә
276,Ton::N,ton,дун
277,Ton::N,dźwięk,дун
278,Lied::N,pieśń,дун
279,Lied::N,piosenka,дун
280,Ruhe::N,spokój,амулң
281,Leute::N,ludzie,әмтн
282,Volk::N,naród,улс
283,Arbeit::N,praca,көдлмш
284,Arbeit::N,robota,көдлмш
285,Gast::N,gość,гиич
286,Geschenk::N,prezent,белг
287,Geschenk::N,podarunek,белг
288,Spiel::N,gra,наадн
289,Spiel::N,zabawa,наадн
290,Gesellschaft::N,towarzystwo,олн
291,Hilfe::N,pomoc,нөкд
292,Freund::N,przyjaciel,иньг
293,Kamerad::N,kolega,үр
294,Angelegenheit::N,sprawa,керг
295,Anzahl::N,ilość,то
296,Art::N,rodzaj,зүүл
297,Stück::N,kawałek,хусг
298,Teil::N,część,хүв
299,Hälfte::N,połowa,өрәл
300,Kreis::N,krąg,төгрг
301,Kreuz::N,krzyż,кирс
302,Linie::N,linia,зурасн
303,Strich::N,kreska,татасн
304,Abstand::N,odstęp,зә
305,Entfernung::N,odległość,һазр
306,Gegend::N,okolica,һазр
307,Platz::N,miejsce,зә
308,Ort::N,miejsce,бәәрн
309,Seite::N,bok,тал
310,Seite::N,bok,хаҗу
311,Seite::N,bok,хәврһ
312,Seite::N,strona,тал
313,Seite::N,strona,хаҗу
314,Seite::N,strona,хәврһ
315,Mitte::N,środek,дунд
316,Gegenstand::N,przedmiot,юмн
317,Sache::N,rzecz,юмн
318,Rand::N,skraj,зах
319,Rand::N,krawędź,зах
320,Kante::N,kant,ирмәг
321,Kante::N,krawędź,ирмәг
322,Ecke::N,róg,өнцг
323,Spitze::N,ostrze,үзүр
324,Ende::N,koniec,үзүр
325,Loch::N,dziura,хаһрха
326,Winkel::N,kąt,булң
327,Winkel::N,kącik,булң
328,Muster::N,wzór,намч
329,Größe::N,rozmiar,кемҗән
330,Größe::N,wielkość,кемҗән
331,Länge::N,długość,ут
332,Höhe::N,wysokość,өндр
333,Gewicht::N,ciężar,күнд
334,Gewicht::N,ciężar,чиңнүр
335,Menge::N,ilość,ик
336,Haufen::N,kupa,ова
337,Reihe::N,rząd,зерг
338,Reihe::N,rząd,зерглән
339,Reihe::N,szereg,зерг
340,Reihe::N,szereg,зерглән
341,Boot::N,łódź,оңһц
342,Boot::N,łódka,оңһц
343,Ruder::N,wiosło,хәәв
344,Schlitten::N,sanki,цан
345,Ski::N,narta,лыҗ
346,Lagerfeuer::N,ognisko,костёр
347,Last::N,ciężar,күнд
348,Last::N,brzemię,күнд
349,Gang::N,chód,йовлһн
350,Schritt::N,krok,ишкм
351,Norden::N,północ,ар үзг
352,Süden::N,południe,өмн
353,Süden::N,południe,өмн үзг
354,Westen::N,zachód,барун
355,Westen::N,zachód,барун үзг
356,Osten::N,wschód,зүн
357,Osten::N,wschód,зүн үзг
358,Holz::N,drzewo,модн
359,Brett::N,deska,харһа
360,Platte::N,płyta,хавтха чолун
361,Stütze::N,podpora,тулг
362,Stange::N,drąg,уньн
363,Stange::N,żerdź,уньн
364,Stock::N,kij,модн
365,Stock::N,laska,модн
366,Stab::N,pręt,шуург
367,Rohr::N,rura,турва
368,Haus::N,dom,гер
369,Heim::N,dom,гер-бул
370,Ofen::N,piec,беш
371,Fußboden::N,podłoga,девскр
372,Tisch::N,stół,ширә
373,Stuhl::N,krzesło,стул
374,Wiege::N,kołyska,өлгә
375,Wiege::N,kołyska,дүүҗң
376,Bett::N,łóżko,орн
377,Bett::N,łóżko,орндг
378,Bett::N,pościel,орн
379,Bett::N,pościel,орндг
380,Regal::N,regał,таг
381,Regal::N,regał,тәвц
382,Kiste::N,skrzynia,яршг
383,Fenster::N,okno,терз
384,Tür::N,drzwi,үүдн
385,Tor::N,brama,үүдн
386,Tor::N,brama,өргн үүдн
387,Tor::N,brama,хашан үүдн
388,Zaun::N,płot,хаша
389,Zaun::N,parkan,хаша
390,Dach::N,dach,деевр
391,Leiter::N,drabina,шат
392,Leiter::N,drabina,давшур
393,Besen::N,miotła,сәвүр
394,Spaten::N,rydel,күрз
395,Schaufel::N,łopata,совг
396,Gabel::N,widelec,серә
397,Löffel::N,łyżka,ухр
398,Messer::N,nóż,утх
399,Nagel::N,gwóźdź,хадасн
400,Netz::N,sieć,гөлм
401,Haken::N,hak,дегә
402,Griff::N,chwyt,иш
403,Griff::N,chwyt,бәрүл
404,Schloss::N,zamek,оньс
405,Bild::N,obraz,зург
406,Figur::N,figura,фигур
407,Puppe::N,lalka,наадһа
408,Beutel::N,torba,мишг
409,Bündel::N,wiązka,багла
410,Bündel::N,wiązka,боодһа
411,Tasche::N,torba,сумк
412,Eimer::N,kubeł,суулһ
413,Eimer::N,wiadro,суулһ
414,Deckel::N,przykrywka,бүркәсн
415,Geschirr::N,statki,сав
416,Geschirr::N,statki,сав-сарх
417,Geschirr::N,naczynia,сав
418,Geschirr::N,naczynia,сав-сарх
419,Sack::N,worek,мишг
420,Tasse::N,filiżanka,ааһ
421,Topf::N,garnek,кастрюль
422,Kessel::N,kocioł,хәәсн
423,Essen::N,jedzenie,зоогллһн
424,Nahrung::N,pokarm,теҗәл
425,Nahrung::N,pożywienie,теҗәл
426,Speise::N,potrawa,хот
427,Speise::N,jedzenie,хот
428,Fleisch::N,mięso,махн
429,Getreide::N,zboże,хот болҗ эдлгддг цецгүдтә урһмл
430,Brei::N,kasza,хаш
431,Brot::N,chleb,өдмг
432,Scheibe::N,kromka,зүсм
433,Fett::N,tłuszcz,өөкн
434,Butter::N,masło,тосн
435,Öl::N,olej,тосн
436,Salz::N,sól,давсн
437,Suppe::N,zupa,шөлн
438,Honig::N,miód,бал
439,Milch::N,mleko,үсн
440,Tee::N,herbata,цә
441,Leder::N,skóra,арсн
442,Wolle::N,wełna,утцн
443,Wolle::N,wełna,эд
444,Stoff::N,tkanina,эд
445,Stoff::N,materiał,эд
446,Nadel::N,igła,зүн
447,Faden::N,nić,утцн
448,Faden::N,nitka,утцн
449,Knopf::N,guzik,товч
450,Knoten::N,węzeł,зәңгдә
451,Farbe::N,farba,будг
452,Kleidung::N,odzież,хувцн
453,Kleidung::N,odzież,хувц-хунр
454,Hemd::N,koszula,киилг
455,Kragen::N,kołnierz,зах
456,Ärmel::N,rękaw,ханцн
457,Hose::N,spodnie,шалвур
458,Gürtel::N,pasek,бүс
459,Mütze::N,czapka,махла
460,Schuh::N,but,башмгуд
461,Schuh::N,bucik,башмгуд
462,Stiefel::N,but,һосн
463,Stiefel::N,kozak,һосн
464,Ring::N,pierścień,билцг
465,Band::N,wstęga,лент
466,Kamm::N,grzebień,сам
467,Spiegel::N,lustro,толь
468,Riemen::N,rzemień,бүс
469,Schnur::N,sznur,деесн
470,Leine::N,smycz,бурнтг
471,Leine::N,smycz,нохан көтлвр
472,Decke::N,kołdra,көнҗл
473,Kissen::N,poduszka,дер
474,Tuch::N,chustka,альчур
475,Handtuch::N,ręcznik,полотенц
476,Handtuch::N,ręcznik,һар-нүүрин альчур
477,Kraft::N,moc,күчн
478,Kraft::N,siła,күчн
479,Stärke::N,moc,чидл
480,Stärke::N,siła,чидл
481,Gesundheit::N,zdrowie,эрүл-менд
482,Krankheit::N,choroba,өвчн
483,Schmerz::N,ból,өвдлһн
484,Wunde::N,rana,шав
485,Fieber::N,gorączka,безг
486,Arznei::N,lekarstwo,эм
487,Brücke::N,most,тагт
488,Brunnen::N,studnia,худг
489,Weide::N,pastwisko,малын идг
490,Pfad::N,ścieżka,цувг
491,Weg::N,droga,хаалһ
492,Straße::N,ulica,зам
493,Dorf::N,wieś,хотн
494,Stadt::N,miasto,балһсн
495,Brief::N,list,бичг
496,Buch::N,książka,дегтр
497,Buchstabe::N,litera,үзг
498,Zeitung::N,gazeta,газет
499,Zeitung::N,dziennik,газет
500,Leben::N,życie,җирһл
501,Tod::N,śmierć,үкл
502,Tod::N,śmierć,өңгрлһн
503,Grab::N,grób,оршалһна нүкн
504,Kirche::N,kościół,чонҗ
505,Sünde::N,grzech,нүл
506,Sünde::N,grzech,килнц
507,Gott::N,bóg,бурхн
508,Arbeiter::N,robotnik,көдлмшч
509,Chef::N,szef,толһач
510,Meister::N,mistrz,урн
511,Meister::N,majster,урн
512,Arzt::N,lekarz,эмч
513,Lehrer::N,nauczyciel,багш
514,Geld::N,pieniądze,мөңгн
515,Geschäft::N,sprawa,көдлмш
516,Geschäft::N,interes,көдлмш
517,Laden::N,sklep,лавк
518,Preis::N,cena,үн
519,Ware::N,towar,эд-тавр
520,Nutzen::N,pożytek,олз
521,Reichtum::N,bogactwo,зөөр
522,Welt::N,świat,орчлң
523,Welt::N,świat,делкә
524,Land::N,kraj,орн-нутг
525,Staat::N,państwo,государств
526,König::N,król,хан
527,Macht::N,władza,йосн
528,Grenze::N,granica,меҗә
529,Krieg::N,wojna,дән
530,Feind::N,wróg,дәәсн
531,Gewalt::N,władza,күч һарһлһн
532,Kampf::N,bój,ноолдан
533,Kampf::N,bój,бәрлдлһн
534,Kampf::N,walka,ноолдан
535,Kampf::N,walka,бәрлдлһн
536,Bogen[Waffe]::N,łuk,саадг
537,Pfeil::N,strzała,сумн
538,Gewehr::N,karabin,бу
539,Fehler::N,błąd,алдг
540,Lüge::N,kłamstwo,худл
541,Schaden::N,szkoda,хорлт
542,Unglück::N,nieszczęście,гүрм
543,Schuld::N,wina,гем
544,Schuld::N,wina,буру
545,Alter::N,wiek,насн
546,Schluss::N,koniec,чилгч
547,Schluss::N,zakończenie,чилгч
548,Zeit::N,czas,цаг
549,Tag::N,dzień,өдр
550,Morgen::N,ranek,өрүн
551,Morgen::N,poranek,өрүн
552,Mittag::N,południe,үд
553,Abend::N,wieczór,асхн
554,Nacht::N,noc,сө
555,Woche::N,tydzień,долан хонг
556,Monat::N,miesiąc,сар
557,Jahr::N,rok,җил
558,Frühling::N,wiosna,хавр
559,Sommer::N,lato,зун
560,Herbst::N,jesień,намр
561,Winter::N,zima,үвл
562,Januar::N,styczeń,январь
563,Februar::N,luty,февраль
564,März::N,marzec,март
565,März::N,marzec,моһа сар
566,April::N,kwiecień,апрель
567,Mai::N,maj,май
568,Juni::N,czerwiec,июнь
569,Juni::N,czerwiec,мөчн сар
570,Juli::N,lipiec,июль
571,August::N,sierpień,август
572,September::N,wrzesień,һаха сар
573,Oktober::N,październik,октябрь
574,November::N,listopad,ноябрь
575,November::N,listopad,үкр сар
576,Dezember::N,grudzień,бар сар
577,Montag::N,poniedziałek,понедельник
578,Dienstag::N,wtorek,вторник
579,Mittwoch::N,środa,среда
580,Mittwoch::N,środa,үлмҗ өдр
581,Donnerstag::N,czwartek,четверг
582,Donnerstag::N,czwartek,пүрвә өдр
583,Freitag::N,piątek,пятниц
584,Samstag::N,sobota,суббот
585,Sonntag::N,niedziela,нарн өдр
586,Sonntag::N,niedziela,воскресень
587,groß::A,duży,ик
588,groß::A,wielki,ик
589,klein::A,mały,бичкн
590,lang::A,długi,ут
591,kurz::A,krótki,оһтр
592,breit::A,szeroki,өргн
593,schmal::A,wąski,уутьхн
594,dicht::A,gęsty,нигт
595,dick[Gegenstand]::A,gruby,зузан
596,dünn::A,cienki,нимгн
597,fein::A,drobny,нәрхн
598,fest::A,mocny,бат
599,fest::A,twardy,бат
600,flach::A,płaski,хавтха
601,glatt::A,gładki,тегш
602,glatt::A,gładki,тиньгр
603,hart::A,twardy,хату
604,weich::A,miękki,җөөлн
605,weich::A,miękki,җөөлкн
606,rund::A,okrągły,төгрг
607,spitz::A,spiczasty,шовһр
608,scharf::A,ostry,хурц
609,stumpf::A,tępy,мука
610,schwer::A,ciężki,күнд
611,schön::A,ładny,сәәхн
612,schön::A,piękny,сәәхн
613,heiß::A,gorący,халун
614,warm::A,ciepły,дулан
615,kalt::A,zimny,киитн
616,kühl::A,chłodny,серүн
617,frisch::A,świeży,серүн
618,feucht::A,wilgotny,чиигтә
619,nass::A,mokry,чиигтә
620,trocken::A,suchy,хагсу
621,voll::A,pełny,дүүрң
622,leer::A,pusty,сул
623,leer::A,pusty,хоосн
624,leer::A,próżny,сул
625,leer::A,próżny,хоосн
626,offen::A,otwarty,секәтә
627,geschlossen::A,zamknięty,хаалһата
628,sauber::A,czysty,цевр
629,schmutzig::A,brudny,киртә
630,roh::A,surowy,түүкә
631,reif::A,dojrzały,болсн
632,lecker::A,smaczny,әмтәхн
633,süß::A,słodki,әмтәхн
634,bitter::A,gorzki,һашун
635,bitter::A,gorzki,һашута
636,sauer::A,kwaśny,ишклң
637,hell::A,jasny,герлтә
638,dunkel::A,ciemny,харңһу
639,schwarz::A,czarny,хар
640,weiß::A,biały,цаһан
641,rot::A,czerwony,улан
642,gelb::A,żółty,шар
643,blau::A,błękitny,көк
644,blau::A,niebieski,көк
645,grün::A,zielony,көк
646,grau::A,szary,бор
647,bunt::A,barwny,алг
648,bunt::A,barwny,эрәтә
649,billig::A,tani,кимд
650,teuer::A,drogi,үнтә
651,wertvoll::A,cenny,үнтә
652,wertvoll::A,cenny,эрднь
653,blind::A,ślepy,сохр
654,taub::A,głuchy,дүлә
655,kräftig::A,mocny,күчтә
656,stark::A,silny,чаңһ
657,schwach::A,słaby,күчн тату
658,fett::A,tłusty,тарһн
659,schlank::A,smukły,эццн
660,hübsch::A,ładny,көркхн
661,böse::A,zły,уурта
662,dumm::A,głupi,тенг
663,faul::A,leniwy,залху
664,fleißig::A,pilny,кинән
665,fleißig::A,pilny,кинмһә
666,geizig::A,skąpy,ховдг
667,klug::A,mądry,ухата
668,geschickt::A,zręczny,чадмг
669,lieb::A,miły,эңкр
670,lustig::A,wesoły,сергмҗтә
671,lustig::A,wesoły,җирһлтә
672,sanft::A,łagodny,номһн
673,hungrig::A,głodny,өлн
674,hungrig::A,głodny,харһнсн
675,krank::A,chory,өвчтә
676,krank::A,chory,шалтгта
677,nackt::A,nagi,нүцкн
678,traurig::A,smutny,һундлта
679,lebendig::A,żywy,әмд
680,gut::A,dobry,сән
681,schlecht::A,zły,му
682,richtig::A,słuszny,зөвтә
683,richtig::A,właściwy,зөвтә
684,schlimm::A,zły,җигшүртә
685,wahr::A,prawdziwy,үнн
686,wahr::A,prawdziwy,мөн
687,alt::A,stary,хуучн
688,neu::A,nowy,шин
689,ehemalig::A,były,хуучн
690,alt[Lebewesen]::A,stary,көгшн
691,jung::A,młody,баһ
692,arm::A,ubogi,угатя
693,arm::A,biedny,угатя
694,reich::A,bogaty,байн
695,bekannt::A,znany,таньл
696,bekannt::A,znany,таньдг
697,berühmt::A,słynny,туурсн
698,fremd::A,obcy,күүнә
699,fremd::A,cudzy,күүнә
700,verschieden::A,różny,әдл биш
701,verschieden::A,różny,йилһәтә
702,nah::A,bliski,өөрхн
703,fern::A,daleki,хол
704,linker::A,lewy,зүн
705,rechter::A,prawy,барун
706,anderer::A,inny,талдан
707,erster::A,pierwszy,негдгч
708,zweiter::A,drugi,хойрдгч
709,dritter::A,trzeci,һурвдгч
710,letzter::A,ostatni,отхн
711,allein::ADV,sam,һанцарн
712,auf einmal::ADV,naraz,нег дәкҗ
713,zusammen::ADV,razem,хамдан
714,lange::ADV,długo,удан
715,plötzlich::ADV,nagle,генткн
716,sofort::ADV,natychmiast,дарунь
717,später::ADV,później,сүүлд
718,jetzt::ADV,teraz,ода
719,jetzt::ADV,obecnie,ода
720,heute::ADV,dziś,эндр
721,heute::ADV,dzisiaj,эндр
722,morgen::ADV,jutro,маңһдур
723,bald::ADV,wkrótce,дарунь
724,dann::ADV,potem,дәкәд
725,gestern::ADV,wczoraj,өцклдүр
726,einst::ADV,kiedyś,нег саамд
727,einst::ADV,niegdyś,нег саамд
728,damals::ADV,wtedy,тиигхд
729,damals::ADV,wówczas,тиигхд
730,danach::ADV,następnie,тегәд
731,vorher::ADV,przedtem,урд
732,zuerst::ADV,naprzód,түрүләд
733,zuerst::ADV,najpierw,түрүләд
734,einmal::ADV,raz,нег дәкҗ
735,manchmal::ADV,czasem,зәрмдән
736,oft::ADV,często,хара биш
737,oft::ADV,często,хатяр биш
738,oft::ADV,często,дару-дарунь
739,immer::ADV,zawsze,оньдинд
740,niemals::ADV,nigdy,кезә чмгн биш
741,hier::ADV,tu,энд
742,hier::ADV,tu,энүнд
743,hier::ADV,tutaj,энд
744,hier::ADV,tutaj,энүнд
745,hierhin::ADV,tu,нааран
746,von hier::ADV,stąd,эндәс
747,dort::ADV,tam,тенд
748,dorthin::ADV,tam,тиигән
749,geradeaus::ADV,prosto,шуд
750,vorwärts::ADV,naprzód,уралан
751,rückwärts::ADV,wstecz,гедргән
752,zurück::ADV,z powrotem,хәрү
753,unten::ADV,u dołu,дор
754,unten::ADV,na dole,дор
755,hinab::ADV,na_dół,дор
756,hinab::ADV,na_dół,доракшан
757,hinab::ADV,w_dół,дор
758,hinab::ADV,w_dół,доракшан
759,oben::ADV,w górze,деер
760,oben::ADV,na górze,деер
761,hinauf::ADV,w górę,өөдән
762,hinauf::ADV,w górę,деер
763,hinauf::ADV,na górę,өөдән
764,hinauf::ADV,na górę,деер
765,überall::ADV,wszędzie,альд болв чигн
766,nicht::ADV,nie,эс
767,nicht::ADV,nie,биш
768,nicht::ADV,nie,бичә
769,ein wenig::ADV,trochę,баахн
770,ein wenig::ADV,trochę,баахнар
771,kaum::ADV,ledwie,әрә
772,kaum::ADV,prawie nie,әрә
773,sehr::ADV,bardzo,йир
774,so::ADV,tak,иигҗ
775,noch::ADV,jeszcze,ода чигн
776,nur::ADV,tylko,һанцхн
777,schon::ADV,już,одх
778,wieder::ADV,znów,бас
779,wieder::ADV,znowu,бас
780,vergebens::ADV,na próżno,киидән
781,vor::PRP,przed,урд
782,hinter::PRP,za,ца
783,unter::PRP,pod,дор
784,durch::PRP,przez,ивт
785,durch::PRP,przez,дундаһур
786,neben::PRP,obok,хаҗуд
787,zwischen::PRP,między,хоорнд
788,wegen::PRP,z powodu,көлтә
789,wegen::PRP,z powodu,деерәс
790,dies::PRN,to,эн
791,das::PRN,to,тер
792,alles::PRN,wszystko,цуһар
793,ich::PRN,ja,би
