,Concept_ID,ar,zh
830,schlafen::V,نام,睡觉
831,aufwachen::V,استيقظ,睡醒
832,aufstehen::V,قام,起床
833,sich erholen::V,استجم,休养
834,krank werden::V,مرض,生病
835,krank sein::V,مرض,生病
836,schmerzen::V,آلم,疼痛
837,husten::V,كح,咳
838,husten::V,سعل,咳
839,genesen::V,نقه,痊愈
840,sterben::V,مات,死
841,umkommen::V,هلك,丧命
842,sich bewegen::V,تحرك,移动
843,sich rühren::V,تحرك,动弹
844,sich erheben::V,قام,站起
845,sich setzen::V,جلس,坐
846,hinfallen::V,وقع,跌倒
847,laufen::V,مشى,步行
848,schreiten::V,خطا,迈步
849,spazierengehen::V,تنزه,散步
850,eilen::V,عجل,急忙
851,sich beeilen::V,استعجل,赶快
852,sausen::V,أسرع,疾驰
853,rennen::V,عدا,奔跑
854,rennen::V,ركض,奔跑
855,springen::V,قفز,跳
856,klettern::V,تسلق,攀缘
857,schaukeln::V,تأرجح,荡秋千
858,kriechen::V,دب,爬行
859,kriechen::V,زحف,爬行
860,schwimmen::V,سبح,游泳
861,tauchen::V,غطس,潜水
862,rudern::V,جذف,划船
863,fahren::V,ركب,行驶
864,fahren::V,سافر,行驶
865,fliegen::V,طار,飞
866,gehen::V,سار,走
867,gehen::V,ذهب,走
868,weggehen::V,ذهب,离去
869,weggehen::V,انصرف,离去
870,abfahren::V,رحل,出发
871,anhalten::V,توقف,停住
872,hineingehen::V,دخل,进去
873,eintreten::V,دخل,进入
874,kommen::V,أتى,来
875,kommen::V,جاء,来
876,ankommen::V,وصل,到达
877,zurückkommen::V,عاد,回来
878,zurückkommen::V,رجع,回来
879,bleiben::V,مكث,停留
880,warten::V,انتظر,等
881,erwarten::V,ترقب,等候
882,erwarten::V,انتظر,等候
883,suchen::V,بحث,找
884,finden::V,وجد,找到
885,versuchen::V,حاول,尝试
886,vorbereiten::V,أعد,预备
887,vorbereiten::V,حضر,预备
888,lieben::V,أحب,爱
889,mögen::V,أحب,喜欢
890,lachen::V,ضحك,笑
891,rühren::V,أثر,
892,weinen::V,بكى,哭
893,schimpfen::V,سب,骂
894,schimpfen::V,شتم,骂
895,sich ärgern::V,زعل,生气
896,sich fürchten::V,هاب,害怕
897,fürchten::V,خاف,害怕
898,fürchten::V,خشي,害怕
899,fliehen::V,هرب,逃走
900,flüchten::V,فر,逃跑
901,sehen::V,رأى,看
902,anschauen::V,نظر,注视
903,ansehen::V,نظر,注视
904,hören::V,سمع,听
905,zuhören::V,أصغى,倾听
906,probieren::V,ذاق,尝
907,riechen::V,شم,闻
908,riechen::V,استنشق,闻
909,fühlen::V,شعر,感到
910,scheinen::V,ظهر,照耀
911,zu sehen sein::V,ظهر,可以看到
912,vernehmen::V,سمع,审讯
913,frieren::V,بردان,觉得冷
914,tun::V,فعل,作
915,können::V,قدر,能
916,können::V,استطاع,能
917,wollen::V,شاء,要
918,wollen::V,أراد,要
919,anfangen::V,بدأ,开始
920,beenden::V,أنهى,结束
921,aufhören::V,توقف,停止
922,aufhören::V,انقطع,停止
923,gelingen::V,نجح,成功
924,geraten::V,طلع,陷于
925,öffnen::V,فتح,打开
926,schließen::V,أغلق,关
927,stellen::V,وضع,放
928,stellen::V,أقام,放
929,setzen::V,أجلس,放
930,legen::V,وضع,摆
931,berühren::V,مس,触
932,berühren::V,لمس,触
933,verbinden::V,ربط,联结
934,verbinden::V,وصل,联结
935,bedecken::V,غطى,覆盖
936,aufhängen::V,علق,挂
937,anzünden::V,أوقد,点
938,aufheben::V,لقط,拾起
939,zurücklassen::V,ترك,遗留
940,verlieren::V,فقد,丧失
941,fallen lassen::V,أسقط,让掉下
942,machen::V,فعل,做
943,herstellen::V,صنع,生产
944,herstellen::V,أنتج,生产
945,bauen::V,بنى,建造
946,bauen::V,شيد,建造
947,reparieren::V,صلح,修理
948,verbessern::V,صحح,改进
949,ändern::V,غير,改变
950,graben::V,حفر,挖
951,beugen::V,ثنى,弯下
952,beugen::V,أحنى,弯下
953,biegen::V,لوى,弯
954,drehen::V,أدار,转动
955,drehen::V,دور,转动
956,wenden::V,قلب,转动
957,umdrehen::V,قلب,转动
958,heben::V,رفع,举起
959,hochheben::V,رفع,抬高
960,ergreifen::V,مسك,抓住
961,halten::V,مسك,拿着
962,drücken::V,ضغط,压
963,schieben::V,حرك,推
964,kratzen::V,خدش,搔
965,lecken::V,لعق,舔
966,beißen::V,عض,咬
967,abreißen::V,قلع,撕下
968,abschneiden::V,قطع,切断
969,binden::V,ربط,捆
970,stecken::V,دس,插
971,brechen::V,كسر,断裂
972,klopfen::V,طرق,敲
973,hauen::V,ضرب,揍
974,kleben::V,ألصق,粘
975,reiben::V,حك,摩擦
976,streichen::V,نشر,涂
977,schleifen::V,سن,拖曳
978,schneiden::V,قطع,切
979,rütteln::V,رج,颠簸
980,schütteln::V,هز,摇动
981,schwenken::V,لوح,摇动
982,schütten::V,صب,倒
983,füllen::V,ملأ,填满
984,einwickeln::V,لف,包
985,tragen::V,حمل,提
986,schleppen::V,سحب,扛
987,ziehen::V,سحب,拉
988,aufbewahren::V,حفظ,保存
989,werfen::V,رمى,扔
990,werfen::V,ألقى,扔
991,fangen::V,التقط,捕捉
992,packen::V,مسك,抓住
993,verstecken::V,خبأ,藏
994,teilen::V,قسم,分
995,schicken::V,بعث,派遣
996,schicken::V,أرسل,派遣
997,bringen::V,جلب,带来
998,hinzufügen::V,أضاف,添加
999,bekommen::V,حصل,得到
1000,erhalten::V,استلم,接到
1001,nehmen::V,أخذ,拿
1002,wählen::V,اختار,挑选
1003,auswählen::V,انتقى,选择
1004,bewahren::V,حافظ,保持
1005,behindern::V,عاق,防碍
1006,verderben::V,أفسد,败坏
1007,beschädigen::V,أضر,损坏
1008,zerbrechen::V,كسر,破碎
1009,zerreißen::V,مزق,撕碎
1010,zerstören::V,دمر,毁坏
1011,verbrennen::V,حرق,燃烧
1012,geben::V,أعطى,给
1013,reichen::V,ناول,递给
1014,schenken::V,وهب,赠送
1015,versprechen::V,وعد,许诺
1016,wünschen::V,تمنى,祝
1017,loben::V,مدح,表扬
1018,küssen::V,قبل,亲
1019,wiegen::V,هدهد,轻摇
1020,zudecken::V,غطى,盖上
1021,wecken::V,أيقظ,唤起
1022,zeigen::V,أرى,指
1023,führen::V,دل,带领
1024,lehren::V,علم,教
1025,unterrichten::V,علم,讲课
1026,aufziehen::V,ربى,抚养
1027,leiten::V,دل,领导
1028,leiten::V,أدار,领导
1029,antreiben::V,حث,催促
1030,lassen::V,حدا,让
1031,einladen::V,دعا,邀请
1032,vereinigen::V,وحد,统一
1033,besuchen::V,زار,参观
1034,treffen::V,قابل,会面
1035,sich versammeln::V,اجتمع,聚集
1036,spielen::V,لعب,玩
1037,singen::V,غنى,唱歌
1038,tanzen::V,رقص,跳舞
1039,sich trennen::V,افترق,分别
1040,verlassen::V,ترك,离开
1041,retten::V,نجى,救
1042,retten::V,أنقذ,救
1043,bewachen::V,حرس,守卫
1044,schützen::V,حمى,保护
1045,verteidigen::V,دافع,保卫
1046,sich schlagen::V,تضارب,打架
1047,schießen::V,أطلق,射击
1048,siegen::V,انتصر,获胜
1049,ärgern::V,أزعل,激怒
1050,schlagen::V,ضرب,打
1051,treten::V,رفس,踢
1052,stechen::V,شك,刺
1053,stoßen::V,دفع,撞
1054,stehlen::V,سرق,盗窃
1055,stören::V,ضايق,干扰
1056,belästigen::V,أزعج,打搅
1057,verbergen::V,كتم,隐藏
1058,täuschen::V,خدع,欺骗
1059,betrügen::V,غش,欺骗
1060,töten::V,قتل,杀
1061,wohnen::V,سكن,居住
1062,arbeiten::V,عمل,工作
1063,arbeiten::V,اشتغل,工作
1064,sammeln::V,جمع,收集
1065,pflücken::V,جنى,采
1066,pflücken::V,قطف,采
1067,jagen::V,صاد,打猎
1068,fischen::V,اصطاد,捕鱼
1069,fassen::V,قبض,捉住
1070,hüten::V,رعى,守护
1071,treiben::V,ساق,漂
1072,anbinden::V,ربط,拴
1073,füttern::V,علف,喂
1074,melken::V,حلب,挤奶
1075,hacken::V,فرم,剁细
1076,gießen::V,سقى,浇
1077,reifen::V,نضج,成熟
1078,zubereiten::V,حضر,
1079,kochen::V,طبخ,煮
1080,backen::V,خبز,烤
1081,braten::V,قلى,煎
1082,braten::V,حمر,煎
1083,umrühren::V,قلب,搅拌
1084,stricken::V,حاك,织
1085,nähen::V,خاط,缝
1086,färben::V,صبغ,染色
1087,färben::V,لون,染色
1088,reinigen::V,نظف,清洁
1089,waschen::V,غسل,洗
1090,abwischen::V,مسح,擦掉
1091,spülen::V,شطف,清洗
1092,fegen::V,كنس,扫
1093,kehren::V,كنس,打扫
1094,baden::V,استحم,给...洗澡
1095,sich waschen::V,اغتسل,洗澡
1096,ausziehen::V,خلع,脱
1097,anziehen::V,لبس,穿
1098,sich anziehen::V,اكتسى,穿衣
1099,kämmen::V,مشط,梳
1100,schmücken::V,زين,装饰
1101,sagen::V,قال,说
1102,sprechen::V,تكلم,说
1103,reden::V,تكلم,讲
1104,sich unterhalten::V,تحادث,聊天
1105,fragen::V,سأل,问
1106,bitten::V,رجا,请
1107,erzählen::V,حكي,叙述
1108,mitteilen::V,بلغ,通知
1109,nennen::V,سمى,叫做
1110,rufen::V,نادى,叫
1111,prahlen::V,فشر,吹牛
1112,prahlen::V,تفاخر,吹牛
1113,übersetzen::V,ترجم,翻译
1114,denken::V,فكر,想
1115,glauben::V,اعتقد,以为
1116,bemerken::V,لاحظ,发觉
1117,erkennen::V,عرف,识别
1118,begreifen::V,فهم,理解
1119,begreifen::V,أدرك,理解
1120,verstehen::V,فهم,明白
1121,lernen::V,درس,学
1122,wissen::V,علم,知道
1123,sich erinnern an::V,تذكر,回忆
1124,vergessen::V,نسي,忘记
1125,messen::V,قاس,测量
1126,zählen::V,عد,数
1127,zählen::V,أحصى,数
1128,rechnen::V,حسب,计算
1129,lesen::V,قرأ,读
1130,malen::V,صور,画
1131,zeichnen::V,رسم,绘制
1132,schreiben::V,كتب,写
1133,besitzen::V,حاز,占有
1134,besitzen::V,ملك,占有
1135,kaufen::V,اشترى,买
1136,verkaufen::V,باع,卖
1137,bezahlen::V,دفع,付钱
1138,zahlen::V,سدد,支付
1139,beherrschen::V,حكم,统治
1140,ertragen::V,أطاق,忍耐
1141,ertragen::V,تحمل,忍耐
