,Concept_ID,kn,es
575,scharf::A,ತೀಕ್ಷ್ಣ,afilado
576,stumpf::A,ಮೊಂಡು,sin filo
577,schwer::A,ಭಾರಿ,pesado
578,schön::A,ಸುಂದರ,bello
579,schön::A,ಸುಂದರ,hermoso
580,heiß::A,ಬಿಸಿ,caluroso
581,warm::A,ಬಿಸಿ,cálido
582,warm::A,ಬಿಸಿ,caliente
583,kalt::A,ತಣ್ಣನೆಯ,frío
584,kühl::A,ತಂಪಾದ,fresco
585,frisch::A,ನಿರ್ಮಲ,fresco
586,feucht::A,ಒದ್ದೆಯಾದ,húmedo
587,nass::A,ಒದ್ದೆಯಾದ,mojado
588,trocken::A,ಶುಷ್ಕ,seco
589,voll::A,ತುಂಬಿದ,lleno
590,leer::A,ಖಾಲಿ,vacío
591,offen::A,ಮುಚ್ಚಲ್ಲದ,abierto
592,geschlossen::A,ಮುಚ್ಚಿದ,cerrado
593,sauber::A,ಶುದ್ಧ,limpio
594,schmutzig::A,ಅಶುದ್ಧ,sucio
595,roh::A,ಹಸಿ,crudo
596,reif::A,ಹಣ್ಣಾದ,maduro
597,lecker::A,ಗುಚಿಕರ,rico
598,lecker::A,ಗುಚಿಕರ,sabroso
599,süß::A,ಸಿಹಿ,dulce
600,bitter::A,ಕಹಿ,amargo
601,sauer::A,ಹುಳಿಯಾದ,agrio
602,hell::A,ಹೊಳೆಯುವ,claro
603,dunkel::A,ಮಬ್ಬಾದ,oscuro
604,schwarz::A,ಕಪ್ಪು,negro
605,weiß::A,ಬಿಳಿಯ,blanco
606,rot::A,ಕೆಂಪು,rojo
607,gelb::A,ಹಳದಯ,amarillo
608,blau::A,ನೀಲ,azul
609,grün::A,ಕಾಯಾದ,verde
610,grau::A,ಬೂದುಬಣ್ಣದ,gris
611,bunt::A,ವರ್ಣರಂಜಿತ,multicolor
612,billig::A,ಅಗ್ಗ,barato
613,teuer::A,ದುಬಾರಿಯಾದ,caro
614,wertvoll::A,ಅಮೂಲ್ಯ,valioso
615,wertvoll::A,ಅಮೂಲ್ಯ,precioso
616,blind::A,ಅಂಧ,ciego
617,taub::A,ಕಿವುಡಾದ,sordo
618,kräftig::A,ಪ್ರಬಲ,fuerte
619,stark::A,ಶಕ್ತಿವಂತ,fuerte
620,stark::A,ಶಕ್ತಿವಂತ,vigoroso
621,schwach::A,ದುರ್ಬಲ,débil
622,fett::A,ಕೊಬ್ಬಿದ,obeso
623,schlank::A,ತೆಳ್ಳಗಿನ,esbelto
624,hübsch::A,ಅಂದವಾದ,mono
625,hübsch::A,ಅಂದವಾದ,guapo
626,böse::A,ಕೆಟ್ಟ,malo
627,dumm::A,ಮಂದ,tonto
628,dumm::A,ಮಂದ,estúpido
629,faul::A,ಆಲಸ,vago
630,faul::A,ಆಲಸ,perezoso
631,fleißig::A,ಕಡಗುವ,aplicado
632,fleißig::A,ಕಡಗುವ,diligente
633,geizig::A,ಜುಗ್ಗ,avaro
634,klug::A,ಚತುರ,sensato
635,klug::A,ಚತುರ,inteligente
636,geschickt::A,ದಕ್ಷ,hábil
637,lieb::A,ಪ್ರಿಯ,querido
638,lustig::A,ಖುಷಿಯಾದ,alegre
639,sanft::A,ಸೌಮ್ಯ,suave
640,hungrig::A,ಹಸಿದ,hambriento
641,krank::A,ಅಸ್ವಸ್ಥ,enfermo
642,nackt::A,ನಗ್ನ,desnudo
643,traurig::A,ದುಃಖಿತ,triste
644,lebendig::A,ಜೀವಂತ,vivo
645,lebendig::A,ಜೀವಂತ,viviente
646,gut::A,ಒಳ್ಳೆಯ,bueno
647,schlecht::A,ದುಷ್ಟ,malo
648,richtig::A,ಸರಿ,justo
649,richtig::A,ಸರಿ,correcto
650,schlimm::A,ಅಸಹ್ಯ,malo
651,schlimm::A,ಅಸಹ್ಯ,grave
652,wahr::A,ನಿಜ,verídico
653,wahr::A,ನಿಜ,verdadero
654,alt::A,ಮುದಿ,viejo
655,neu::A,ಹೊಸ,nuevo
656,ehemalig::A,ಮಾಜೀ,antiguo
657,alt[Lebewesen]::A,ವೃದ್ಧ,viejo
658,jung::A,ಎಳ,joven
659,arm::A,ಬಡ,pobre
660,reich::A,ಶ್ರೀಮಂತ,rico
661,bekannt::A,ಅಪ್ತ,conocido
662,berühmt::A,ಪ್ರಸಿದ್ಧ,famoso
663,berühmt::A,ಪ್ರಸಿದ್ಧ,célebre
664,fremd::A,ಪರಕೀಯ,extraño
665,verschieden::A,ಬೇರೆ,diverso
666,verschieden::A,ಬೇರೆ,distinto
667,verschieden::A,ಬೇರೆ,diferente
668,nah::A,ಹತ್ತಿರವಾದ,cercano
669,fern::A,ದೂರದ,lejano
670,linker::A,ಎಡ,izquierdo
671,rechter::A,ಬಲ,derecho
672,anderer::A,ಇತರ,otro
673,erster::A,ಪ್ರಥಮ,primero
674,zweiter::A,ದ್ವಿತೀಯ,segundo
675,dritter::A,ಮೂರನೆಯಜಗತ್ತು,tercero
676,letzter::A,ಅಂತ್ಯ,último
677,allein::ADV,ಒಬ್ಬನೇ,a solo
678,auf einmal::ADV,ಒಡನೆ,de una vez
679,zusammen::ADV,ಒಟ್ಟಿಗೆ,juntos
680,lange::ADV,ದೀರ್ಘ,mucho tiempo
681,plötzlich::ADV,ಅನಾಮತ್ತು,de repente
682,sofort::ADV,ಜಾಗ್ರತೆ,en seguida
683,später::ADV,ತರುವಾಯ,más tarde
684,jetzt::ADV,ಈಗ,ahora
685,heute::ADV,ಇಂದು,hoy
686,morgen::ADV,ನಾಳೆ,mañana
687,bald::ADV,ಬೇಗ,pronto
688,bald::ADV,ಬೇಗ,en breve
689,dann::ADV,ಆಗ,luego
690,dann::ADV,ಆಗ,entonces
691,gestern::ADV,ನಿನ್ನೆ,ayer
692,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,antaño
693,damals::ADV,ಆಗ,entonces
694,danach::ADV,ಆಮೇಲೆ,después
695,vorher::ADV,ಮುಂಚೆ,antes
696,zuerst::ADV,ಮೊದಲಿಗೆ,primero
697,einmal::ADV,ಒಮ್ಮೆ,una vez
698,manchmal::ADV,ಆಗಾಗ,a veces
699,oft::ADV,ಅನೇಕಸಲ,a menudo
700,oft::ADV,ಅನೇಕಸಲ,con frecuencia
701,immer::ADV,ಯಾವಾಗಲೂ,siempre
702,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,jamás
703,hier::ADV,ಇಲ್ಲಿ,aquí
704,hierhin::ADV,ಇತ್ತ,acá
705,von hier::ADV,ಇಲ್ಲಿಂದ,desde aquí
706,dort::ADV,ಅಲ್ಲಿ,ahí
707,dort::ADV,ಅಲ್ಲಿ,allí
708,dorthin::ADV,ಅಲ್ಲಿಗೆ,allí
709,dorthin::ADV,ಅಲ್ಲಿಗೆ,hacia allí
710,geradeaus::ADV,ಸೀದಾ,todo derecho
711,vorwärts::ADV,ಮುನ್ನೆಡೆವ,adelante
712,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,hacia atrás
713,zurück::ADV,ಹಿಂದಕ್ಕೆ,atrás
714,unten::ADV,ಕೆಳಗೆ,abajo
715,hinab::ADV,ಕೆಳಕ್ಕೆ,hacia abajo
716,oben::ADV,ಮೇಲೆ,arriba
717,hinauf::ADV,ಮೇಲಕ್ಕೆ,hacia arriba
718,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,por todas partes
719,nicht::ADV,ಇಲ್ಲ,no
720,nicht::ADV,ಅಲ್ಲ,no
721,ein wenig::ADV,ತುಸು,un poco
722,kaum::ADV,ಕಠಿನವಾಗಿ,apenas
723,sehr::ADV,ಬಹು,muy
724,sehr::ADV,ಬಹು,mucho
725,so::ADV,ಅಷ್ಟು,tan
726,noch::ADV,ಇನ್ನು,aún
727,noch::ADV,ಇನ್ನು,todavía
728,nur::ADV,ಕೇವಲ,solamente
729,schon::ADV,ಆಗಲೇ,ya
730,wieder::ADV,ಪುನಃ,de nuevo
731,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,en vano
732,vor::PRP,ಮುಂದೆ,antes de
733,vor::PRP,ಮುಂದೆ,delante de
734,hinter::PRP,ಹಿಂದ,tras
735,hinter::PRP,ಹಿಂದ,detrás de
736,unter::PRP,ಕೆಳ,bajo
737,unter::PRP,ಕೆಳ,debajo de
738,durch::PRP,ನೇರವಾಗಿ,por
739,durch::PRP,ನೇರವಾಗಿ,a través de
740,neben::PRP,ಅಧರ ಬಲಿಕ,al lado de
741,zwischen::PRP,ನಡುವೆ,entre
742,wegen::PRP,ಅಧಕ್ಕಗಿ,por
743,wegen::PRP,ಅಧಕ್ಕಗಿ,a causa de
744,dies::PRN,ಈ,esto
745,das::PRN,ಅದು,eso
746,das::PRN,ಅದು,esto
747,alles::PRN,ಎಲ್ಲ,todo
748,ich::PRN,ನಾನು,yo
749,du::PRN,ನೀನು,tú
750,er::PRN,ಅವನು,él
751,er::PRN,ಇವನು,él
752,wir::PRN,ನಾವು,nosotros
753,ihr::PRN,ನೀವು,vosotros
754,sie::PRN,ಅವರು,ellos
755,was::FPRN,ಏನು,qué
756,wer::FPRN,ಯಾರಿಗೆ,quién
757,wo::FADV,ಎಲ್ಲಿ,dónde
758,wohin::FADV,ಎಲ್ಲಿಗೆ,adónde
759,wohin::FADV,ಎಲ್ಲಿಗೆ,hacia dónde
760,wie::FADV,ಹೇಗೆ,cómo
761,warum::FADV,ಏಕೆ,por qué
762,wieviel::FNUM,ಎಷ್ಟು,cuánto
763,eins::NUM,ಒಂದು,uno
764,zwei::NUM,ಎರಡು,dos
765,drei::NUM,ಮೂರು,tres
766,vier::NUM,ನಾಲ್ಕು,cuatro
767,fünf::NUM,ಅಯ್ದು,cinco
768,sechs::NUM,ಆರು,seis
769,sieben::NUM,ಏಳು,siete
770,acht::NUM,ಎಂಟು,ocho
771,neun::NUM,ಒಂಭಬತ್ತು,nueve
772,zehn::NUM,ಹತ್ತು,diez
773,elf::NUM,ಹನ್ನೊಂದು,once
774,zwölf::NUM,ಹನ್ನೆರಡು,doce
775,zwanzig::NUM,ಇಪ್ಪತ್ತು,veinte
776,dreißig::NUM,ಮೂವತ್ತು,treinta
777,vierzig::NUM,ನಲವತ್ತು,cuarenta
778,fünfzig::NUM,ಐವತ್ತು,cincuenta
779,sechzig::NUM,ಅರುವತ್ತು,sesenta
780,siebzig::NUM,ಎಪ್ಪತ್ತು,setenta
781,achtzig::NUM,ಎಂಬತ್ತು,ochenta
782,neunzig::NUM,ತೊಂಬತ್ತು,noventa
783,hundert::NUM,ನೂರು,cien
784,hundert::NUM,ನೂರು,ciento
785,tausend::NUM,ಸಾವಿರ,mil
786,und::CNJ,ಮತ್ತು,y
787,oder::CNJ,ಅಥವಾ,o
788,stehen::V,ನಿಲ್ಲು,estar de pie
789,sitzen::V,ಕುಳ್ಳಿರು,estar sentado
790,liegen::V,ಮಲಗಿಕೊ,yacer
791,liegen::V,ಮಲಗಿಕೊ,estar acostado
792,hängen::V,ಇಳಿಯಬಿಡು,pender
793,werden::V,ಆಗು,hacerse
794,passieren::V,ಆಗು,suceder
795,beginnen::V,ಆರಂಭಿಸು,iniciarse
796,beginnen::V,ಆರಂಭಿಸು,principiar
797,enden::V,ಕೊನೆಗಾಣು,acabar
798,enden::V,ಕೊನೆಗಾಣು,terminar
799,wechseln::V,ಮಾರ್ಪಡಿಸು,variar
800,wechseln::V,ಮಾರ್ಪಡಿಸು,alternar
801,aufgehen[Sonne]::V,ಮೂಡು,salir
802,untergehen[Sonne]::V,ಮುಳುಗು,ponerse
803,untergehen[Sonne]::V,ಮುಳುಗು,descender
804,scheinen[Sonne]::V,ಹೊಳೆ,brillar
805,donnern::V,ಗುಡುಗಾಗು,tronar
806,wehen::V,ತೀಡು,soplar
807,strömen::V,ಹರಿ,afluir
808,fließen::V,ಹರಿ,fluir
809,fließen::V,ಹರಿ,correr
810,sich drehen::V,ಸುತ್ತು,girar
811,schwanken::V,ಓಲಾಡು,vacilar
812,schwingen::V,ತೂಗು,oscilar
813,fallen::V,ಉದುರು,caer
814,brennen::V,ಉರಿ,arder
815,brennen::V,ಉರಿ,quemar
816,rauchen::V,ಹೊಗೆಬಿಡು,humear
817,rauchen::V,ಹೊಗೆಬಿಡು,echar humo
818,regnen::V,ಸುರಿ,llover
819,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,helarse
820,tauen::V,ಬೆಚ್ಚಗಾಗು,deshelarse
821,schmelzen::V,ಕರಗು,fundirse
822,schmelzen::V,ಕರಗು,derretirse
823,trocknen::V,ಒಣಗು,secarse
824,sieden::V,ಕುದಿ,hervir
825,faulen::V,ಕೊಳೆ,pudrirse
826,verfaulen::V,ನಶಿಸು,pudrirse
827,reißen::V,ಒಡೆ,romperse
828,versinken::V,ಮುಳುಗು,hundirse
829,vergehen::V,ಸಾಗು,pasar
830,erscheinen::V,ತೋರು,aparecer
831,verschwinden::V,ಮಾಯವಾಗು,desaparecer
832,sinken::V,ಕುಸಿ,bajar
833,abnehmen::V,ತಗ್ಗು,decrecer
834,abnehmen::V,ತಗ್ಗು,disminuir
835,zunehmen::V,ಬೆಳೆ,crecer
836,zunehmen::V,ಬೆಳೆ,aumentar
837,steigen::V,ಉಬ್ಬು,subir
838,steigen::V,ಉಬ್ಬು,ascender
839,wachsen::V,ಬೆಳೆ,crecer
840,glänzen::V,ಮಿರುಗು,brillar
841,glänzen::V,ಮಿರುಗು,resplandecer
842,funkeln::V,ಮಿನುಗು,chispear
843,lärmen::V,ಶಬ್ದ ಮಾಡಲು,hacer ruido
844,läuten::V,ಬಾರಿಸು,sonar
845,läuten::V,ಬಾರಿಸು,repicar
846,klingeln::V,ಅನುರಣಿಸು,tocar el timbre
847,klirren::V,ಕಿಣಿಕಿಣಿಸು,tintinear
848,brausen::V,ಅಬ್ಬರಿಸು,zumbar
849,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,murmurar
850,klingen::V,ಉಸಿರು,sonar
851,bellen::V,ಬಗುಳು,ladrar
852,heulen::V,ಅರಚು,ulular
853,blasen::V,ಗಾಳಿ ಊದು,soplar
854,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,silbar
855,schreien::V,ಕರೆ,gritar
856,stöhnen::V,ನರಳು,gemir
857,zittern::V,ನಡುಗು,temblar
858,leben::V,ಇರು,vivir
859,geboren werden::V,ಉಂಟಾಗು,nacer
860,atmen::V,ಉಸಿರು,respirar
861,trinken::V,ಕುಡಿ,beber
862,essen::V,ತಿನ್ನು,comer
863,schlucken::V,ನುಂಗು,tragar
864,müde werden::V,ಬಳಲು,cansarse
865,müde werden::V,ಬಳಲು,fatigarse
866,einschlafen::V,ನಿದ್ಧೆಹೋಗು,dormirse
867,schlafen::V,ನಿದ್ರಿಸು,dormir
868,aufwachen::V,ಏಳು,despertarse
869,aufstehen::V,ಏಳು,levantarse
870,sich erholen::V,ಸುಧಾರಿಸು,reposar
871,sich erholen::V,ಸುಧಾರಿಸು,descansar
872,krank werden::V,ಬೇನೆಬೀಳು,caer enfermo
873,krank sein::V,ಕೆಟ್ಟ ಎಂದು,estar enfermo
874,schmerzen::V,ಕಚ್ಚು,doler
875,husten::V,ಕೆಮ್ಮು,toser
876,genesen::V,ಮತ್ತೆಹೊದಿಸು,convalecer
877,genesen::V,ಮತ್ತೆಹೊದಿಸು,restablecerse
878,sterben::V,ಮೃತಪಡು,morir
879,umkommen::V,ಹಾಳಾಗು,perecer
880,sich bewegen::V,ಚಲಿಸು,moverse
881,sich rühren::V,ಕದಲು,rebullir
882,sich erheben::V,ಏಳು,levantarse
883,sich setzen::V,ಕೂರು,sentarse
884,hinfallen::V,ಬೀಳು,caerse
885,laufen::V,ನಡೆ,andar
886,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,proceder
887,spazierengehen::V,ವಿಹರಿಸು,pasear
888,spazierengehen::V,ವಿಹರಿಸು,pasearse
889,eilen::V,ಮುನ್ನುಗ್ಗು,correr prisa
890,sich beeilen::V,ಆತುರಪಡು,darse prisa
891,sausen::V,ಒಗೆ,correr
892,rennen::V,ಓಡು,correr
893,springen::V,ಜಿಗಿ,saltar
894,klettern::V,ಏರು,trepar
895,klettern::V,ಏರು,escalar
896,schaukeln::V,ತೂಗು,bambolearse
897,kriechen::V,ತೆವಳು,reptar
898,kriechen::V,ತೆವಳು,arrastrarse
899,schwimmen::V,ಈಜು,nadar
900,tauchen::V,ಕೆಳಗಿಳಿ,bucear
901,tauchen::V,ಕೆಳಗಿಳಿ,sumergirse
902,rudern::V,ಸಾಗಿಸು,remar
903,fahren::V,ನಡೆಸು,ir
904,fliegen::V,ಹಾರು,volar
905,gehen::V,ಹೋಗು,ir
906,gehen::V,ಹೋಗು,andar
907,weggehen::V,ಹೊರಡು,irse
908,weggehen::V,ಹೊರಡು,marcharse
909,abfahren::V,ತೆರಳು,salir
910,abfahren::V,ತೆರಳು,partir
911,anhalten::V,ನಿಲ್ಲು,parar
912,anhalten::V,ನಿಲ್ಲು,pararse
913,hineingehen::V,ಒಳಹೊಗು,entrar
914,eintreten::V,ಒಳಹೊಗು,entrar
915,kommen::V,ಬರು,venir
916,ankommen::V,ಬರು,llegar
917,zurückkommen::V,ಹಿಂದಿರುಗು,volver
918,zurückkommen::V,ಹಿಂದಿರುಗು,regresar
919,bleiben::V,ಇರು,quedarse
920,warten::V,ಇರು,esperar
921,erwarten::V,ನಿರೀಕ್ಷಿಸು,esperar
922,suchen::V,ಹುಡುಕು,buscar
923,finden::V,ಕಂಡುಕೊ,hallar
924,finden::V,ಕಂಡುಕೊ,encontrar
925,versuchen::V,ಪ್ರಯತ್ನಿಸು,intentar
926,vorbereiten::V,ಸಿದ್ಧವಾಗು,preparar
927,lieben::V,ಪ್ರೀತಿಸು,amar
928,lieben::V,ಪ್ರೀತಿಸು,querer
929,mögen::V,ಇಷ್ಟಪಡು,querer
930,lachen::V,ನಗು,reír
931,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,conmover
932,weinen::V,ಅಳು,llorar
933,schimpfen::V,ಗೊಣಗು,regañar
934,sich ärgern::V,ಗಣಗಾಡು,enfadarse
935,sich fürchten::V,ನಡುಗು,tener miedo
936,fürchten::V,ಹೆದರು,temer
937,fürchten::V,ಹೆದರು,tener miedo a
938,fliehen::V,ಓಡಿಹೋಗು,huir
939,flüchten::V,ಪಾರಾಗು,escaparse
940,sehen::V,ಕಾಣು,ver
941,anschauen::V,ನೋಡು,mirar
942,ansehen::V,ನಿರೀಕ್ಷಿಸು,mirar
943,hören::V,ಕೇಳು,oír
944,zuhören::V,ಆಲಿಸು,escuchar
945,probieren::V,ರುಚಿ ನೋಡು,probar
946,probieren::V,ರುಚಿ ನೋಡು,degustar
947,riechen::V,ಮೂಸು,oler
948,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,sentir
949,scheinen::V,ತೋರು,parecer
950,zu sehen sein::V,ಕಾಣಿಸು,poder verse
951,vernehmen::V,ಕೇಳು,oír
952,vernehmen::V,ಕೇಳು,percibir
953,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,tener frío
954,tun::V,ಮಾಡು,hacer
955,können::V,ಮಾಡಬಲ್ಲ,poder
956,wollen::V,ಬಯಸು,querer
957,anfangen::V,ಪ್ರಾರಂಭಿಸು,iniciar
958,beenden::V,ನಿಲ್ಲಿಸು,acabar
959,beenden::V,ನಿಲ್ಲಿಸು,terminar
960,aufhören::V,ಮುಗಿಸು,cesar
961,gelingen::V,ಯಶಸ್ವಿಯಾಗು,salir bien
962,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,salir
963,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,dar resultado
964,öffnen::V,ತೆರೆ,abrir
965,schließen::V,ಮುಚ್ಚು,cerrar
966,stellen::V,ಇಕ್ಕು,poner
967,stellen::V,ಇಕ್ಕು,colocar
968,setzen::V,ಇಡು,poner
969,setzen::V,ಇಡು,colocar
970,legen::V,ಇಡು,poner
971,berühren::V,ತಾಕು,tocar
972,verbinden::V,ಕೂಡಿಸು,unir
973,verbinden::V,ಕೂಡಿಸು,juntar
974,bedecken::V,ಮುಚ್ಚು,tapar
975,bedecken::V,ಮುಚ್ಚು,cubrir
976,aufhängen::V,ತೂಗುಹಾಕು,colgar
977,anzünden::V,ಹತ್ತಿಸು,encender
978,aufheben::V,ಆಯಿ,recoger
979,zurücklassen::V,ಬಿಡು,dejar
980,verlieren::V,ಕಳೆ,perder
981,fallen lassen::V,ಬೀಳಿಸು,dejar caer
982,machen::V,ಮಾಡು,hacer
983,herstellen::V,ತಯಾರಿಸು,fabricar
984,bauen::V,ಕಟ್ಟು,construir
985,reparieren::V,ಸರಿಪಡಿಸು,reparar
986,verbessern::V,ತಿದ್ದು,mejorar
987,ändern::V,ಬದಲಾಯಿಸು,mudar
988,ändern::V,ಬದಲಾಯಿಸು,modificar
989,graben::V,ಅಗೆ,cavar
990,beugen::V,ಬಗ್ಗಿಸು,doblar
991,beugen::V,ಬಗ್ಗಿಸು,inclinar
992,biegen::V,ಬಗ್ಗಿಸು,doblar
993,drehen::V,ತಿರುಗು,volver
994,drehen::V,ತಿರುಗು,hacer girar
995,wenden::V,ತಿರುಗು,volver
996,umdrehen::V,ತಿರುಗಿಸು,revolver
997,heben::V,ಎತ್ತು,levantar
998,hochheben::V,ಎತ್ತು,alzar
999,ergreifen::V,ಆಕ್ರಮಿಸು,coger
1000,halten::V,ಹಿಡಿ,tener
1001,drücken::V,ಒತ್ತು,apretar
1002,schieben::V,ನೂಕು,empujar
1003,kratzen::V,ತರಚಿಕೊಳ್ಳು,rascar
1004,lecken::V,ನೆಕ್ಕು,lamer
1005,beißen::V,ಕಚ್ಚು,morder
1006,abreißen::V,ಹರಿ,arrancar
1007,abschneiden::V,ಕತ್ತರಿಸು,cortar
1008,binden::V,ಕಟ್ಟು,atar
1009,stecken::V,ಸಿಕ್ಕಿಸು,meter
1010,brechen::V,ಮುರಿ,romper
1011,brechen::V,ಮುರಿ,quebrar
1012,klopfen::V,ತಟ್ಟು,golpear
1013,hauen::V,ಹೊಡೆ,pegar
1014,kleben::V,ಅಂಟಿಸು,pegar
1015,kleben::V,ಅಂಟಿಸು,encolar
1016,reiben::V,ಉಜ್ಜು,frotar
1017,streichen::V,ಹರಡು,untar
1018,streichen::V,ಹರಡು,recubrir
1019,schleifen::V,ಮಸೆ,afilar
1020,schneiden::V,ಕತ್ತರಿಸು,cortar
1021,rütteln::V,ಕುಲುಕಿಸು,agitar
1022,schütteln::V,ಅಲುಗಿಸು,agitar
1023,schütteln::V,ಅಲುಗಿಸು,sacudir
1024,schwenken::V,ತೂಗಾಡು,menear
1025,schütten::V,ಎರೆ,verter
1026,füllen::V,ತುಂಬಿಸು,llenar
1027,einwickeln::V,ಹೊದಿಸು,envolver
1028,tragen::V,ಹೊರು,llevar
1029,schleppen::V,ಜಗ್ಗು,arrastrar
1030,ziehen::V,ಎಳೆ,tirar
1031,aufbewahren::V,ಇಟ್ಟುಕೊ,conservar
1032,werfen::V,ಎಸೆ,echar
1033,werfen::V,ಎಸೆ,lanzar
1034,fangen::V,ಹಿಡಿ,coger
1035,packen::V,ಸೆಳೆ,agarrar
1036,verstecken::V,ಮುಚ್ಚಿಡು,esconder
1037,teilen::V,ವಿಭಜಿಸು,partir
1038,teilen::V,ವಿಭಜಿಸು,dividir
1039,schicken::V,ಕಳುಹಿಸು,enviar
1040,bringen::V,ತರು,traer
1041,hinzufügen::V,ಕೂಡಿಸು,añadir
1042,bekommen::V,ಸಂಪಾದಿಸು,obtener
1043,bekommen::V,ಸಂಪಾದಿಸು,conseguir
1044,erhalten::V,ಪಡೆ,recibir
1045,nehmen::V,ಹಿಡಿ,tomar
1046,wählen::V,ಆರಿಸು,elegir
1047,auswählen::V,ಆಯಿ,escoger
1048,auswählen::V,ಆಯಿ,seleccionar
1049,bewahren::V,ರಕ್ಷಿಸಿಡು,guardar
1050,bewahren::V,ರಕ್ಷಿಸಿಡು,preservar
1051,behindern::V,ಅಡ್ಡಿಮಾಡು,estorbar
1052,behindern::V,ಅಡ್ಡಿಮಾಡು,obstaculizar
1053,verderben::V,ಕೆಡಿಸು,estropear
1054,beschädigen::V,ಹಾಳುಮಾಡು,deteriorar
1055,zerbrechen::V,ಮುರಿ,romper
1056,zerbrechen::V,ಮುರಿ,quebrar
1057,zerreißen::V,ಸೀಳು,desgarrar
1058,zerreißen::V,ಸೀಳು,despedazar
1059,zerstören::V,ಅಳಿಸು,destruir
1060,zerstören::V,ಅಳಿಸು,destrozar
1061,verbrennen::V,ಸುಡು,quemar
1062,geben::V,ಕೊಡು,dar
1063,reichen::V,ಕೊಡು,pasar
1064,schenken::V,ಅರ್ಪಿಸು,regalar
1065,versprechen::V,ವಾಗ್ದಾನಮಾಡು,prometer
1066,wünschen::V,ಬಯಸು,desear
1067,loben::V,ಹೊಗಳು,alabar
1068,küssen::V,ಚುಂಬಿಸು,besar
1069,wiegen::V,ತೂಗು,mecer
1070,zudecken::V,ಹಾಸು,tapar
1071,zudecken::V,ಹಾಸು,cubrir
1072,wecken::V,ಎಬ್ಬಿಸು,despertar
1073,zeigen::V,ತೋರಿಸು,mostrar
1074,führen::V,ದಾರಿತೋರಿಸು,guiar
1075,führen::V,ದಾರಿತೋರಿಸು,conducir
1076,lehren::V,ಕಲಿಸು,enseñar
1077,lehren::V,ಕಲಿಸು,instruir
1078,unterrichten::V,ಬೋಧಿಸು,enseñar
1079,aufziehen::V,ಸಲಹು,criar
1080,leiten::V,ಮುಂದಾಳಾಗಿರು ,guiar
1081,leiten::V,ಮುಂದಾಳಾಗಿರು ,dirigir
1082,antreiben::V,ಓಡಿಸು,impeler
1083,antreiben::V,ಓಡಿಸು,impulsar
1084,lassen::V,ಮಾಡಲುಬಿಡು,hacer
1085,einladen::V,ಆಹ್ವಾನಿಸು,invitar
1086,vereinigen::V,ಒಂದಾಗು,unir
1087,besuchen::V,ಭೇಟಿಯಾಗು,visitar
1088,besuchen::V,ಭೇಟಿಯಾಗು,ir a ver
1089,treffen::V,ಸಂಧಿಸು,encontrar
1090,sich versammeln::V,ನೆರೆ,reunirse
1091,sich versammeln::V,ನೆರೆ,congregarse
1092,spielen::V,ಆಡು,jugar
1093,singen::V,ಹಾಡು,cantar
1094,tanzen::V,ಕುಣಿ,bailar
1095,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,separarse
1096,verlassen::V,ಕಳೆ,dejar
1097,verlassen::V,ಕಳೆ,abandonar
1098,retten::V,ರಕ್ಷಿಸು,salvar
1099,bewachen::V,ಕಾಪಾಡು,vigilar
1100,schützen::V,ಸಂರಕ್ಷಿಸು,proteger
1101,verteidigen::V,ಕಾಪಿಡು,defender
1102,sich schlagen::V,ಕಿತ್ತಾಟ,batirse
1103,schießen::V,ಎಸೆ,tirar
1104,schießen::V,ಎಸೆ,disparar
1105,siegen::V,ಗೆಲ್ಲು,vencer
1106,ärgern::V,ರೇಗಿಸು,enojar
1107,ärgern::V,ರೇಗಿಸು,enfadar
1108,schlagen::V,ಹೊಡೆ,pegar
1109,schlagen::V,ಹೊಡೆ,golpear
1110,treten::V,ಒದೆ,dar una patada a
1111,stechen::V,ಚುಚ್ಚು,pinchar
1112,stoßen::V,ತಳ್ಳು,empujar
1113,stehlen::V,ಕದಿ,robar
1114,stehlen::V,ಕದಿ,hurtar
1115,stören::V,ಕತಕು,molestar
1116,belästigen::V,ತೊಂದರೆ,molestar
1117,belästigen::V,ತೊಂದರೆ,importunar
1118,verbergen::V,ಮರೆಮಾಜು,ocultar
1119,verbergen::V,ಮರೆಮಾಜು,esconder
1120,täuschen::V,ಠಕ್ಕಿಸು,engañar
1121,betrügen::V,ವಂಚಿಸು,engañar
