,Concept_ID,udm,uk
104,Hügel::N,выр,горб
105,Hügel::N,вырйыл,горб
106,Anhöhe::N,выр,височина
107,Anhöhe::N,вырйыл,височина
108,Berg::N,гурезь,гора
109,Gipfel::N,йыл,вершина
110,Höhle::N,гу,печера
111,Abhang::N,бам,схил
112,Quelle::N,ошмес,джерело
113,Bach::N,пичи шур,струмок
114,Fluss::N,шур,річка
115,Ufer::N,ярдур,берег
116,Küste::N,вудур,узбережжя
117,Festland::N,мувыр,суша
118,Meer::N,зарезь,море
119,Bucht::N,вукож,бухта
120,Bucht::N,вукож,затока
121,Insel::N,вумуӵ,острів
122,Insel::N,шормуӵ,острів
123,Blume::N,сяська,квітка
124,Gras::N,турын,трава
125,Wurzel::N,выжы,корінь
126,Baum::N,пу,дерево
127,Stamm::N,модос,стовбур
128,Rinde::N,сул,кора
129,Ast::N,ул,гілка
130,Zweig::N,вай,галузь
131,Blatt::N,куар,лист
132,Birke::N,кызьпу,береза
133,Kiefer[Baum]::N,пужым,сосна
134,Weide[Baum]::N,бадьпу,верба
135,Tanne::N,кыз,ялиця
136,Horn::N,сюр,ріг
137,Feder::N,тылы,перо
138,Fell::N,ку,хутро
139,Flügel::N,бурд,крило
140,Klaue::N,гижы,кіготь
141,Kralle::N,пыд,лапа
142,Schwanz::N,быж,хвіст
143,Ei::N,пуз,яйце
144,Ei::N,кукей,яйце
145,Nest::N,кар,гніздо
146,Nest::N,пузкар,гніздо
147,Bau::N,кар,лігво
148,Bau::N,гу,лігво
149,Tier::N,пӧйшур,тварина
150,Herde::N,уллё,стадо
151,Kuh::N,скал,корова
152,Bulle::N,ош,бик
153,Bulle::N,ош,бугай
154,Bulle::N,пороз,бик
155,Bulle::N,пороз,бугай
156,Pferd::N,вал,кінь
157,Schaf::N,ыж,вівця
158,Schwein::N,парсь,свиня
159,Hund::N,пуны,собака
160,Katze::N,коӵыш,кішка
161,Bär::N,гондыр,ведмідь
162,Eichhörnchen::N,коньы,білка
163,Elch::N,койык,лось
164,Fuchs::N,ӟичы,лисиця
165,Hase::N,кеч,заєць
166,Maus::N,шыр,миша
167,Wolf::N,кион,вовк
168,Vogel::N,тылобурдо,птах
169,Schwarm::N,уллё,зграя
170,Huhn::N,курег,курка
171,Hahn::N,атас,півень
172,Gans::N,ӟазег,гуска
173,Adler::N,ӧрзи,орел
174,Ente::N,ӵӧж,качка
175,Eule::N,кучыран,сова
176,Kranich::N,тури,журавель
177,Krähe::N,куака,ворона
178,Kuckuck::N,кикы,зозуля
179,Schwan::N,юсь,лебідь
180,Fisch::N,чорыг,риба
181,Barsch::N,юш,окунь
182,Hecht::N,чипей,щука
183,Schlange[Tier]::N,кый,змія
184,Wurm::N,нумыр,черв’як
185,Spinne::N,чонари,павук
186,Ameise::N,кузьыли,мурашка
187,Laus::N,тэй,воша
188,Mücke::N,нымы,комар
189,Mücke::N,чибинь,комар
190,Fliege::N,кут,муха
191,Schmetterling::N,бубыли,метелик
192,Beere::N,узы-боры,ягода
193,Apfel::N,яблок,яблуко
194,Pilz::N,губи,гриб
195,Zwiebel::N,сугон,цибуля
196,Saat::N,кидыс,сім’я
197,Korn::N,тысь,зерно
198,Heu::N,турын,сіно
199,Schale::N,кыд,шкірка
200,Grube::N,гу,яма
201,Grube::N,гоп,яма
202,Falle::N,налик,пастка
203,Schlinge::N,гиӟ,петля
204,Schlinge::N,герд,петля
205,Spur::N,пытьы,слід
206,Spur::N,бервыл,слід
207,Asche::N,пень,зола
208,Asche::N,пень,попіл
209,Dreck::N,дэри,бруд
210,Eisen::N,корт,залізо
211,Gold::N,зарни,золото
212,Silber::N,азвесь,срібло
213,Kohle::N,эгыр,вугілля
214,Glas::N,стекло,скло
215,Glas::N,пияла,скло
216,Lehm::N,сюй,глина
217,Sand::N,луо,пісок
218,Mensch::N,мурт,людина
219,Mensch::N,адями,людина
220,Mann::N,воргорон,чоловік
221,Frau::N,кышномурт,жінка
222,Kind::N,нуны,дитина
223,Kind::N,пинал,дитина
224,Junge::N,пи,хлопець
225,Mädchen::N,ныл,дівчина
226,Familie::N,семья,сім’я
227,Familie::N,семья,родина
228,Großvater::N,песятай,дідусь
229,Großvater::N,пересь атай,дідусь
230,Großmutter::N,песянай,бабуся
231,Großmutter::N,пересь анай,бабуся
232,Eltern::N,атай-анай,батьки
233,Eltern::N,бубы-мумы,батьки
234,Vater::N,айы,батько
235,Vater::N,атай,батько
236,Mutter::N,мумы,мати
237,Sohn::N,пи,син
238,Tochter::N,ныл,дочка
239,Bruder::N,агай,брат
240,Schwester::N,апа,сестра
241,Schwester::N,сузэр,сестра
242,Onkel::N,агай,дядько
243,Tante::N,апа,тітка
244,Tante::N,кенак,тітка
245,Ehemann::N,карт,чоловік
246,Ehefrau::N,кышно,жінка
247,Ehefrau::N,кышно,дружина
248,Freude::N,шумпотон,радощі
249,Gelächter::N,горем,сміх
250,Glück::N,шуд,щастя
251,Kummer::N,кайгу,горе
252,Kummer::N,куректон,горе
253,Wunsch::N,мылпотон,бажання
254,Lust::N,потон,бажання
255,Geist::N,лул,дух
256,Gedanke::N,малпан,думка
257,Gedächtnis::N,йырсазь,пам’ять
258,Gedächtnis::N,тодэваён,пам’ять
259,Verstand::N,йырвизь,розум
260,Sinn::N,смысл,зміст
261,Sinn::N,смысл,значення
262,Grund::N,муг,причина
263,Grund::N,ньӧм,причина
264,Wahrheit::N,зэм,правда
265,Wahrheit::N,шонер,правда
266,Gespräch::N,вераськон,розмова
267,Märchen::N,выжыкыл,байка
268,Erzählung::N,верос,повість
269,Erzählung::N,верос,оповідання
270,Nachricht::N,ивор,повідомлення
271,Neuigkeit::N,выльивор,новина
272,Name::N,ним,ім’я
273,Rätsel::N,мадькыл,загадка
274,Rede::N,верам,промова
275,Sprache::N,кыл,мова
276,Stimme::N,куара,голос
277,Wort::N,кыл,слово
278,Zeichen::N,пус,знак
279,Zeichen::N,тодмет,знак
280,Ruf::N,ӧтён,оклик
281,Ruf::N,чортон,оклик
282,Lärm::N,ӵашетон,шум
283,Laut::N,куара,звук
284,Ton::N,куара,тон
285,Lied::N,кырӟан,пісня
286,Ruhe::N,чалмыт улон,спокій
287,Leute::N,адямиос,люди
288,Volk::N,калык,народ
289,Arbeit::N,уж,робота
290,Gast::N,куно,гість
291,Geschenk::N,салам,подарунок
292,Geschenk::N,кузьым,подарунок
293,Spiel::N,шудон,гра
294,Gesellschaft::N,калык,товариство
295,Hilfe::N,юрттон,допомога
296,Freund::N,эш,друг
297,Freund::N,эш,приятель
298,Freund::N,юлтош,друг
299,Freund::N,юлтош,приятель
300,Kamerad::N,тодмо,товариш
301,Angelegenheit::N,уж,справа
302,Anzahl::N,лыд,число
303,Art::N,тус,рід
304,Stück::N,юдэс,кусок
305,Teil::N,люкет,частина
306,Hälfte::N,ӝыны,половина
307,Kreis::N,котырес,круг
308,Kreis::N,котырес,коло
309,Kreuz::N,крест,хрест
310,Linie::N,гож,лінія
311,Strich::N,гож,штрих
312,Abstand::N,вис,проміжок
313,Abstand::N,кусып,проміжок
314,Entfernung::N,кусып,відстань
315,Gegend::N,инты,місцевість
316,Platz::N,инты,площа
317,Ort::N,инты,місце
318,Ort::N,места,місце
319,Seite::N,пал,сторона
320,Mitte::N,шор,середина
321,Gegenstand::N,арбери,предмет
322,Sache::N,котыр,річ
323,Rand::N,дур,край
324,Rand::N,шаер,край
325,Kante::N,дур,ребро
326,Ecke::N,сэрег,ріг
327,Spitze::N,йыл,кінчик
328,Ende::N,пум,кінець
329,Loch::N,пась,діра
330,Winkel::N,сэрег,куток
331,Muster::N,пужы,узор
332,Größe::N,быдӟала,розмір
333,Länge::N,кузьдала,довжина
334,Höhe::N,ӝуждала,висота
335,Gewicht::N,сектала,вага
336,Gewicht::N,секытлык,вага
337,Menge::N,лыд,кількість
338,Menge::N,лыдпус,кількість
339,Haufen::N,люк,купа
340,Reihe::N,чур,ряд
341,Boot::N,пыж,човен
342,Boot::N,лодка,човен
343,Ruder::N,полыс,весло
344,Schlitten::N,додьы,сани
345,Ski::N,куас,лижа
346,Lagerfeuer::N,тылскем,вогнище
347,Last::N,секыт,тягар
348,Last::N,секыт,вантаж
349,Gang::N,ветлон,хід
350,Schritt::N,вамыш,крок
351,Norden::N,уйпал,північ
352,Süden::N,лымшор,південь
353,Westen::N,шунды пуксён,захід
354,Osten::N,шунды ӝужан,схід
355,Holz::N,пу,дрова
356,Brett::N,пул,дошка
357,Platte::N,плита,плита
358,Stütze::N,пыкет,підпірка
359,Stange::N,пуӵ,жердина
360,Stock::N,боды,палиця
361,Stab::N,пуӵ,палиця
362,Stab::N,боды,палиця
363,Rohr::N,труба,труба
364,Haus::N,юрт,дім
365,Haus::N,юрт,хата
366,Heim::N,корка,житло
367,Ofen::N,гур,піч
368,Fußboden::N,выж,підлога
369,Tisch::N,ӝӧк,стіл
370,Stuhl::N,пукон,стілець
371,Wiege::N,кӧкы,колиска
372,Wiege::N,зыбка,колиска
373,Bett::N,валес,ліжко
374,Bett::N,валес,постіль
375,Regal::N,ӝажы,полиця
376,Kiste::N,ящик,ящик
377,Fenster::N,укно,вікно
378,Fenster::N,косяк,вікно
379,Tür::N,ӧс,двері
380,Tor::N,ӟезьы,ворота
381,Zaun::N,забор,паркан
382,Zaun::N,забор,огорожа
383,Dach::N,липет,дах
384,Leiter::N,падӟа,драбина
385,Besen::N,ӵужон,мітла
386,Besen::N,исьнер,мітла
387,Spaten::N,лопатка,заступ
388,Schaufel::N,ютырон,совок
389,Schaufel::N,ютырон,лопата
390,Gabel::N,тэчы,виделка
391,Gabel::N,вилка,виделка
392,Löffel::N,пуньы,ложка
393,Messer::N,пурт,ніж
394,Nagel::N,кортӵог,цвях
395,Netz::N,сеть,сіть
396,Haken::N,курик,крюк
397,Griff::N,ныд,ручка
398,Griff::N,ныд,держак
399,Schloss::N,тунгон,замок
400,Bild::N,суред,картина
401,Figur::N,фигура,фігура
402,Puppe::N,мунё,лялька
403,Beutel::N,пуйы,мішечок
404,Beutel::N,пуйы,торбинка
405,Bündel::N,керттэт,в’язка
406,Tasche::N,пуйы,сумка
407,Tasche::N,сумка,сумка
408,Eimer::N,ведра,відро
409,Deckel::N,ӵоксэт,кришка
410,Geschirr::N,тусьты-пуньы,посуд
411,Sack::N,пуйы,мішок
412,Tasse::N,ӵаша,чашка
413,Topf::N,миска,горщик
414,Kessel::N,пурты,котел
415,Essen::N,сиськон,їжа
416,Nahrung::N,сион,харч
417,Speise::N,сиён,страва
418,Fleisch::N,сӥль,м’ясо
419,Getreide::N,ю тысь,хліб
420,Getreide::N,ю тысь,збіжжя
421,Brei::N,ӝук,каша
422,Brot::N,нянь,хліб
423,Scheibe::N,шорем,скибочка
424,Fett::N,кӧй,жир
425,Butter::N,вӧй,масло
426,Öl::N,вӧй,олія
427,Salz::N,сылал,сіль
428,Suppe::N,шыд,суп
429,Honig::N,чечы,мед
430,Milch::N,йӧл,молоко
431,Tee::N,чай,чай
432,Leder::N,сурон,шкіра
433,Wolle::N,гон,шерсть
434,Wolle::N,ыжгон,шерсть
435,Stoff::N,куэм,тканина
436,Nadel::N,вень,голка
437,Faden::N,сӥньыс,нитка
438,Knopf::N,бирды,ґудзик
439,Knoten::N,герд,вузол
440,Farbe::N,буёл,фарба
441,Kleidung::N,дӥсь,одяг
442,Kleidung::N,дӥсь,убрання
443,Hemd::N,дэрем,сорочка
444,Kragen::N,сирес,комір
445,Ärmel::N,саес,рукав
446,Hose::N,брюки,брюки
447,Hose::N,штань,брюки
448,Gürtel::N,кускерттон,пояс
449,Mütze::N,ызьы,шапка
450,Schuh::N,ботинка,ботинок
451,Stiefel::N,сапег,чобіт
452,Ring::N,зундэс,кільце
453,Band::N,лента,стрічка
454,Kamm::N,сын,гребінець
455,Spiegel::N,синучкон,дзеркало
456,Riemen::N,е,ремінь
457,Schnur::N,гозы,вірьовка
458,Leine::N,думет,шворка
459,Decke::N,шобрет,ковдра
460,Kissen::N,миндэр,подушка
461,Tuch::N,кышет,хустка
462,Handtuch::N,ӵушкон,рушник
463,Kraft::N,кать,сила
464,Kraft::N,ӟигар,сила
465,Stärke::N,юнлык,сила
466,Gesundheit::N,тазалык,здоров’я
467,Krankheit::N,висён,хвороба
468,Schmerz::N,висён,біль
469,Wunde::N,яра,рана
470,Fieber::N,кезег,гарячка
471,Arznei::N,эмъюм,ліки
472,Brücke::N,выж,міст
473,Brunnen::N,колдэч,колодязь
474,Weide::N,возь,пасовище
475,Pfad::N,сюрес,стежка
476,Weg::N,сюрес,шлях
477,Weg::N,сюрес,дорога
478,Straße::N,сюрес,вулиця
479,Dorf::N,гурт,село
480,Stadt::N,кар,місто
481,Stadt::N,город,місто
482,Brief::N,гожтэт,лист
483,Buch::N,книга,книга
484,Buch::N,книга,книжка
485,Buchstabe::N,буква,буква
486,Buchstabe::N,буква,літера
487,Zeitung::N,газет,газета
488,Leben::N,улон,життя
489,Tod::N,кулон,смерть
490,Grab::N,шайгу,могила
491,Kirche::N,черк,церква
492,Sünde::N,сьӧлык,гріх
493,Gott::N,ӥнмар,бог
494,Arbeiter::N,рабочий,робітник
495,Chef::N,начальник,хазяїн
496,Meister::N,кибашлы,умілець
497,Arzt::N,врач,лікар
498,Lehrer::N,дышетӥсь,вчитель
499,Geld::N,уксё,гроші
500,Geld::N,коньдон,гроші
501,Geschäft::N,уж,заняття
502,Laden::N,магазин,магазин
503,Laden::N,магазин,крамниця
504,Preis::N,дун,ціна
505,Ware::N,вуз,товар
506,Nutzen::N,пайда,вигода
507,Nutzen::N,пайда,користь
508,Reichtum::N,узырлык,багатство
509,Welt::N,дунне,світ
510,Land::N,шаер,країна
511,Staat::N,кун,держава
512,König::N,эксэй,король
513,Macht::N,власть,влада
514,Grenze::N,кунгож,кордон
515,Krieg::N,ож,війна
516,Feind::N,тушмон,ворог
517,Gewalt::N,эриктэман,насильство
518,Kampf::N,нюръяськон,бій
519,Kampf::N,нюръяськон,боротьба
520,Bogen[Waffe]::N,пукыӵ,лук
521,Pfeil::N,пукыӵ вень,стріла
522,Gewehr::N,пыӵал,рушниця
523,Gewehr::N,пыӵал,гвинтівка
524,Fehler::N,янгыш,помилка
525,Lüge::N,пӧян,брехня
526,Lüge::N,алдан,брехня
527,Lüge::N,ӧрекчан,брехня
528,Schaden::N,изъян,шкода
529,Schaden::N,изъян,збиток
530,Unglück::N,куректон,нещастя
531,Unglück::N,шудтэме усён,нещастя
532,Schuld::N,янгыш,провина
533,Alter::N,арлыд,вік
534,Alter::N,арлыд,літа
535,Schluss::N,пум,кінець
536,Zeit::N,дыр,час
537,Tag::N,нунал,день
538,Morgen::N,ӵукна,ранок
539,Mittag::N,лымшор,південь
540,Abend::N,ӝыт,вечір
541,Abend::N,акшан,вечір
542,Nacht::N,уй,ніч
543,Woche::N,арня,тиждень
544,Monat::N,толэзь,місяць
545,Jahr::N,ар,рік
546,Frühling::N,тулыс,весна
547,Sommer::N,гужем,літо
548,Herbst::N,сӥзьыл,осінь
549,Winter::N,тол,зима
550,Januar::N,выльартолэзь,січень
551,Februar::N,тулыспал,лютий
552,März::N,южтолэзь,березень
553,April::N,оштолэзь,квітень
554,Mai::N,куартолэзь,травень
555,Juni::N,вожотолэзь,червень
556,Juli::N,пӧсьтолэзь,липень
557,August::N,гудырикошкон,серпень
558,September::N,куарусён,вересень
559,Oktober::N,выльӝуктолэзь,жовтень
560,November::N,шуркынмон,листопад
561,Dezember::N,толсур,грудень
562,Montag::N,вордӥськон,понеділок
563,Dienstag::N,вторник,вівторок
564,Mittwoch::N,вирнунал,середа
565,Donnerstag::N,покчиарня,четвер
566,Freitag::N,удмуртарня,п’ятниця
567,Samstag::N,кӧснунал,субота
568,Sonntag::N,арня,неділя
569,groß::A,бадӟым,великий
570,klein::A,пичи,малий
571,klein::A,пичи,маленький
572,lang::A,кузь,довгий
573,kurz::A,вакчи,короткий
574,breit::A,паськыт,широкий
575,schmal::A,сюлэг,вузький
576,dicht::A,ӵем,густий
577,dick[Gegenstand]::A,зӧк,товстий
578,dünn::A,векчи,тонкий
579,fein::A,векчи,дрібний
580,fest::A,юн,міцний
581,fest::A,чурыт,міцний
582,flach::A,ӵошкыт,плоский
583,glatt::A,гылыт,рівний
584,glatt::A,гылыт,гладенький
585,glatt::A,вольыт,рівний
586,glatt::A,вольыт,гладенький
587,hart::A,чурыт,твердий
588,weich::A,небыт,м’який
589,rund::A,котырес,круглий
590,spitz::A,йылсо,гострокінцевий
591,scharf::A,лэчыт,гострий
592,stumpf::A,ныж,тупий
593,schwer::A,секыт,важкий
594,schön::A,чебер,вродливий
595,heiß::A,пӧсь,жаркий
596,heiß::A,пӧсь,гарячий
597,warm::A,шуныт,теплий
598,kalt::A,кезьыт,холодний
599,kühl::A,юзмыт,прохолодний
600,kühl::A,салкым,прохолодний
601,frisch::A,выль,свіжий
602,feucht::A,мускыт,вогкий
603,nass::A,котмем,мокрий
604,trocken::A,кӧс,сухий
605,voll::A,тыр,повний
606,leer::A,буш,пустий
607,leer::A,тырттэм,пустий
608,offen::A,усьтэм,відкритий
609,geschlossen::A,ӵогам,закритий
610,geschlossen::A,ӵогам,зачинений
611,geschlossen::A,пунням,закритий
612,geschlossen::A,пунням,зачинений
613,sauber::A,ӝикыт,чистий
614,sauber::A,ӝикыт,охайний
615,sauber::A,чылкыт,чистий
616,sauber::A,чылкыт,охайний
617,schmutzig::A,нӧд,брудний
618,roh::A,ыль,сирий
619,reif::A,вуэм,зрілий
620,lecker::A,ческыт,смачний
621,süß::A,ческыт,солодкий
622,bitter::A,курыт,гіркий
623,sauer::A,чырс,кислий
624,hell::A,югыт,світлий
625,dunkel::A,пеймыт,темний
626,schwarz::A,сьӧд,чорний
627,weiß::A,тӧдьы,сивий
628,rot::A,горд,червоний
629,gelb::A,ӵуж,жовтий
630,blau::A,лыз,синій
631,grün::A,вож,зелений
632,grau::A,пурысь,сірий
633,bunt::A,куӵо,барвистий
634,billig::A,дунтэм,дешевий
635,teuer::A,дуно,дорогий
636,wertvoll::A,дуно,цінний
637,blind::A,сукыр,сліпий
638,blind::A,синтэм,сліпий
639,taub::A,пельтэм,глухий
640,kräftig::A,кужмо,могутній
641,stark::A,юн,сильний
642,stark::A,кужмо,сильний
643,schwach::A,ляб,слабкий
644,schwach::A,начар,слабкий
645,fett::A,кӧй,жирний
646,fett::A,кӧй,товстий
647,schlank::A,веськыт,тонкий
648,schlank::A,веськыт,стрункий
649,schlank::A,веськрес,тонкий
650,schlank::A,веськрес,стрункий
651,hübsch::A,чебер,чарівний
652,hübsch::A,синмаськымон,чарівний
653,böse::A,лек,злий
654,böse::A,лек,лихий
655,dumm::A,шузи,дурний
656,dumm::A,визьтэм,дурний
657,faul::A,азьтэм,ледачий
658,fleißig::A,сюлмо,старанний
659,geizig::A,сук,скупий
660,klug::A,визьмо,мудрий
661,klug::A,визьмо,розумний
662,geschickt::A,усто,умілий
663,geschickt::A,быгатӥсь,умілий
664,lieb::A,мусо,милий
665,lustig::A,шулдыр,веселий
666,sanft::A,мусо,лагідний
667,sanft::A,эрке,лагідний
668,hungrig::A,сютэм,голодний
669,krank::A,висись,слабий
670,nackt::A,гольык,голий
671,traurig::A,мӧзмыт,сумний
672,lebendig::A,улэп,живий
673,gut::A,ӟеч,добрий
674,gut::A,умой,добрий
675,schlecht::A,урод,поганий
676,schlecht::A,урод,кепський
677,schlecht::A,алама,поганий
678,schlecht::A,алама,кепський
679,richtig::A,шонер,правильний
680,schlimm::A,алама,бридкий
681,wahr::A,зэмос,справжній
682,alt::A,вуж,старий
683,neu::A,выль,новий
684,ehemalig::A,азьвылэз,колишній
685,alt[Lebewesen]::A,пересь,старий
686,jung::A,егит,молодий
687,jung::A,пинал,молодий
688,arm::A,начар,бідний
689,arm::A,куанер,бідний
690,reich::A,узыр,багатий
691,bekannt::A,тодмо,знайомий
692,berühmt::A,дано,славетний
693,fremd::A,ят,чужий
694,verschieden::A,пӧртэм,різний
695,nah::A,матысь,близький
696,fern::A,кыдёкысь,далекий
697,linker::A,паллян,лівий
698,rechter::A,бур,правий
699,rechter::A,бурпал,правий
700,anderer::A,мукет,інакший
701,erster::A,нырысетӥез,перший
702,zweiter::A,кыктэтӥез,другий
703,dritter::A,кунньметӥез,третій
704,letzter::A,берло,останній
705,letzter::A,берпум,останній
706,allein::ADV,огназ,сам
707,allein::ADV,огназ,один
708,auf einmal::ADV,огдыре,відразу
709,zusammen::ADV,ӵош,разом
710,zusammen::ADV,ӵош,спільно
711,zusammen::ADV,валче,разом
712,zusammen::ADV,валче,спільно
713,lange::ADV,кема,довго
714,plötzlich::ADV,мапламтэ шорысь,раптом
715,sofort::ADV,али ик,зараз
716,später::ADV,бергес,пізніше
717,später::ADV,берлогес,пізніше
718,jetzt::ADV,али,тепер
719,jetzt::ADV,табере,тепер
720,heute::ADV,туннэ,сьогодні
721,morgen::ADV,ӵуказе,завтра
722,bald::ADV,ӝоген,незабаром
723,dann::ADV,берло,потім
724,gestern::ADV,толон,вчора
725,einst::ADV,огпол,колись
726,einst::ADV,одӥг пол,колись
727,damals::ADV,соку,тоді
728,danach::ADV,собере,згодом
729,vorher::ADV,азьло,раніше
730,vorher::ADV,азьвыл,раніше
731,zuerst::ADV,азьло,спершу
732,zuerst::ADV,азьло,спочатку
733,einmal::ADV,огпол,один раз
734,manchmal::ADV,куддыръя,іноді
735,manchmal::ADV,куддыръя,інколи
736,oft::ADV,ӵем,часто
737,immer::ADV,пыр,завжди
738,immer::ADV,котьку,завжди
739,niemals::ADV,уз ноку,ніколи
740,hier::ADV,татын,тут
741,hierhin::ADV,татчы,сюди
742,von hier::ADV,татысь,звідси
743,dort::ADV,отӥ,там
744,dort::ADV,отын,там
745,dorthin::ADV,отчы,туди
746,geradeaus::ADV,меӵак,прямо
747,vorwärts::ADV,азьлань,вперед
748,rückwärts::ADV,берлань,назад
749,zurück::ADV,берен,назад
750,zurück::ADV,берлань,назад
751,unten::ADV,улын,внизу
752,hinab::ADV,улэ,вниз
753,oben::ADV,вылын,вгорі
754,oben::ADV,вылӥын,вгорі
755,hinauf::ADV,вылэ,вгору
756,hinauf::ADV,вылӥе,вгору
757,hinauf::ADV,выллань,вгору
758,überall::ADV,котькытын,скрізь
759,überall::ADV,пасьтана,скрізь
760,nicht::ADV,уз,не
761,ein wenig::ADV,ичи,трохи
762,ein wenig::ADV,ичи,небагато
763,ein wenig::ADV,ӧжыт,трохи
764,ein wenig::ADV,ӧжыт,небагато
765,ein wenig::ADV,огшап,трохи
766,ein wenig::ADV,огшап,небагато
767,kaum::ADV,муртса,ледве
768,sehr::ADV,туж,дуже
769,sehr::ADV,лекос,дуже
770,so::ADV,озьы,так
771,so::ADV,тазьы,так
772,noch::ADV,на,ще
773,nur::ADV,гинэ,лише
774,nur::ADV,гинэ,тільки
775,schon::ADV,ни,вже
776,schon::ADV,ини,вже
777,wieder::ADV,нош,знову
778,wieder::ADV,кайта,знову
779,vergebens::ADV,юнме,дарма
780,vor::PRP,азьын,перед
781,hinter::PRP,берын,ззаду
782,hinter::PRP,берын,позаду
783,hinter::PRP,бӧрсьы,ззаду
784,hinter::PRP,бӧрсьы,позаду
785,unter::PRP,улын,під
786,durch::PRP,пыр,крізь
787,durch::PRP,пыртӥ,крізь
788,neben::PRP,бордын,біля
789,zwischen::PRP,вискын,між
790,wegen::PRP,сэрен,з-за
791,wegen::PRP,сэрен,через
792,dies::PRN,та,це
793,das::PRN,со,то
794,alles::PRN,ваньмыз,все
795,ich::PRN,мон,я
796,du::PRN,тон,ти
797,er::PRN,со,він
798,wir::PRN,ми,ми
799,ihr::PRN,тӥ,ви
800,sie::PRN,соос,вони
801,was::FPRN,ма,що
802,wer::FPRN,кин,хто
803,wo::FADV,кытын,де
804,wohin::FADV,кытчы,куди
805,wie::FADV,кызьы,як
806,warum::FADV,малы,чому
807,wieviel::FNUM,кӧня,скільки
808,eins::NUM,одӥг,один
809,zwei::NUM,кык,два
810,drei::NUM,куинь,три
811,vier::NUM,ньыль,чотири
812,fünf::NUM,вить,п’ять
813,sechs::NUM,куать,шість
814,sieben::NUM,сизьым,сім
815,acht::NUM,тямыс,вісім
