,Concept_ID,ps,la
798,nicht::ADV,نه,non
799,ein wenig::ADV,یو څه,paulum
800,kaum::ADV,ایله,vix
801,kaum::ADV,ایله,aegre
802,sehr::ADV,ډېر,valde
803,sehr::ADV,ډېر,magnopere
804,sehr::ADV,زيات,valde
805,sehr::ADV,زيات,magnopere
806,so::ADV,داسې,ita
807,so::ADV,دومره,ita
808,noch::ADV,نور,etiam
809,nur::ADV,تش,solum
810,nur::ADV,تش,tantum
811,nur::ADV,صرف,solum
812,nur::ADV,صرف,tantum
813,schon::ADV,دمخه,iam
814,wieder::ADV,بیا,rursus
815,vergebens::ADV,عبث,frustra
816,vor::PRP,دمخه,ante
817,hinter::PRP,شاته,post
818,unter::PRP,لاندي,sub
819,durch::PRP,د مینځ نه,per
820,neben::PRP,نژدې,iuxta
821,zwischen::PRP,ترمینځ,inter
822,wegen::PRP,د ... له لاسه,propter
823,dies::PRN,دا,hoc
824,das::PRN,دا,id
825,alles::PRN,هرڅهٔ,omnia
826,ich::PRN,زه,ego
827,du::PRN,ته,tu
828,er::PRN,دی,is
829,er::PRN,دی,ille
830,wir::PRN,مونږ,nos
831,ihr::PRN,تاسې,vos
832,sie::PRN,هغوی,ii
833,sie::PRN,هغوی,illi
834,was::FPRN,څهٔ,quid
835,wer::FPRN,چا,quis
836,wer::FPRN,څوک,quis
837,wo::FADV,چيری,ubi
838,wo::FADV,چېرته,ubi
839,wohin::FADV,چېرته,quo
840,wie::FADV,څنګه,quomodo
841,warum::FADV,ولې,cur
842,wieviel::FNUM,څو,quantum
843,wieviel::FNUM,څومره,quantum
844,eins::NUM,یو,unus
845,zwei::NUM,دوه,duo
846,drei::NUM,درې,tres
847,vier::NUM,څلور,quattuor
848,fünf::NUM,پنځه,quinque
849,sechs::NUM,شپږ,sex
850,sieben::NUM,اوه,septem
851,acht::NUM,اته,octo
852,neun::NUM,نهه,novem
853,zehn::NUM,لس,decem
854,elf::NUM,یوولس,undecim
855,zwölf::NUM,دولس,duodecim
856,zwanzig::NUM,شل,viginti
857,dreißig::NUM,دېرش,triginta
858,vierzig::NUM,څلوېښت,quadraginta
859,fünfzig::NUM,پنځوس,quinquaginta
860,sechzig::NUM,شپېته,sexaginta
861,siebzig::NUM,اویا,septuaginta
862,achtzig::NUM,اتیا,octoginta
863,neunzig::NUM,نوي,nonaginta
864,hundert::NUM,سل,centum
865,tausend::NUM,زر,mille
866,und::CNJ,او,et
867,und::CNJ,او,-que
868,oder::CNJ,ېا,vel
869,stehen::V,درېدل,stare
870,sitzen::V,کښېنستل,sedere
871,liegen::V,ملاستل,iacere
872,hängen::V,ځړېدل,pendere
873,werden::V,کېدل,fieri
874,passieren::V,پېښېدل,accidere
875,beginnen::V,شروع کېدل,incipere
876,enden::V,خلاصدل,finem habere
877,enden::V,تمامېدل,finem habere
878,wechseln::V,تغییر موندل,mutari
879,aufgehen[Sonne]::V,ختل,oriri
880,untergehen[Sonne]::V,لوېدل,occidere
881,untergehen[Sonne]::V,پرېوتل,occidere
882,scheinen[Sonne]::V,رڼا کول,lucere
883,donnern::V,تنېدل,tonare
884,donnern::V,غړمبېدل,tonare
885,wehen::V,چلېدل,flare
886,strömen::V,بهېدل,fluere
887,fließen::V,بهېدل,manare
888,fließen::V,تویېدل,manare
889,sich drehen::V,ګرځېدل,torqueri
890,sich drehen::V,چورلېدل,torqueri
891,schwanken::V,زنګېدل,vacillare
892,schwingen::V,زنګېدل,vibrare
893,fallen::V,ولېدل,cadere
894,brennen::V,سوځېدل,ardere
895,rauchen::V,لوګی کول,fumare
896,regnen::V,باران اورېدل,pluere
897,gefrieren::V,کنګل نيول,congelari
898,tauen::V,وېلې کېدل,rorare
899,schmelzen::V,وېلې کېدل,liquescere
900,trocknen::V,وچېدل,arescere
901,sieden::V,اېشېدل,fervere
902,faulen::V,خرابېدل,putescere
903,verfaulen::V,ورستېدل,putescere
904,reißen::V,شلېدل,scindi
905,versinken::V,ډوېېدل,mergi
906,vergehen::V,تېرېدل,praeterire
907,erscheinen::V,ښکارېدل,apparere
908,verschwinden::V,ورکېدل,discedere
909,sinken::V,ښکته کېدل,labi
910,abnehmen::V,کمېدل,deminui
911,zunehmen::V,زیاتېدل,augeri
912,steigen::V,جګېدل,augescere
913,steigen::V,پورته کېدل,augescere
914,wachsen::V,وده کول,crescere
915,glänzen::V,ځلېدل,splendere
916,funkeln::V,پړکېدل,micare
917,lärmen::V,غال و غول کول,strepere
918,läuten::V,زنګ وهل,sonare
919,klingeln::V,زنګ وهل,tinnire
920,klirren::V,کړنګېدل,crepare
921,brausen::V,تلاطم کول,saevire
922,rauschen::V,شڼهار کول,crepare
923,klingen::V,آواز کول,sonare
924,bellen::V,غپېدل,latrare
925,heulen::V,انګلل,ululare
926,blasen::V,پو کول,flare
927,pfeifen::V,شپېلک وهل,sibilare
928,schreien::V,ناره کول,clamare
929,stöhnen::V,زګېروی کول,gemere
930,zittern::V,لړزېدل,tremere
931,zittern::V,لړزېدل,trepidare
932,leben::V,ژوند کول,vivere
933,geboren werden::V,زېږېدل,nasci
934,atmen::V,ساه کښل,spirare
935,atmen::V,تنفس کول,spirare
936,trinken::V,څښل,bibere
937,essen::V,خوړل,edere
938,schlucken::V,غړپول,devorare
939,müde werden::V,ستړی کېدل,fatigari
940,einschlafen::V,ویده کېدل,obdormiscere
941,schlafen::V,خوب کول,dormire
942,aufwachen::V,ویښېدل,expergisci
943,aufstehen::V,پاڅېدل,exsurgere
944,sich erholen::V,استراحت کول,se reficere
945,krank werden::V,رنځورېدل,aegrescere
946,krank sein::V,ناجوړېدل,aegrotare
947,schmerzen::V,خوږېدل,dolere
948,schmerzen::V,درد کول,dolere
949,husten::V,ټوخېدل,tussire
950,genesen::V,رغېدل,convalescere
951,sterben::V,مړل,mori
952,umkommen::V,تلفېدل,perire
953,sich bewegen::V,چلېدل,se movere
954,sich bewegen::V,حرکت کول,se movere
955,sich rühren::V,ښورېدل,micare
956,sich erheben::V,درېدل,surgere
957,sich setzen::V,کښېنستل,considere
958,hinfallen::V,لوېدل,cadere
959,laufen::V,منډې وهل,vadere
960,schreiten::V,قدم ایښودل,gradi
961,spazierengehen::V,چکر وهل,ambulare
962,eilen::V,بېړه کول,properare
963,sich beeilen::V,عجله کول,festinare
964,sausen::V,ځغستل,currere
965,rennen::V,زغلېدل,currere
966,springen::V,ټوپ وهل,salire
967,klettern::V,ختل,niti
968,schaukeln::V,زنګېدل,oscillare
969,kriechen::V,خاپوړی وهل,repere
970,kriechen::V,خاپوړی وهل,serpere
971,schwimmen::V,لامبو وهل,nare
972,schwimmen::V,لامبو وهل,natare
973,tauchen::V,غوټه وهل,mergere
974,rudern::V,پارو وهل,remigare
975,fahren::V,تلل,vehi
976,fliegen::V,الوتل,volare
977,gehen::V,تلل,ire
978,gehen::V,تلل,vadere
979,weggehen::V,بهر وتل,abire
980,weggehen::V,بهر وتل,discedere
981,abfahren::V,تلل,proficisci
982,anhalten::V,ودرېدل,consistere
983,hineingehen::V,داخلېدل,inire
984,hineingehen::V,داخلېدل,ingredi
985,eintreten::V,ننوتل,intrare
986,kommen::V,راتلل,venire
987,ankommen::V,رسېدل,advenire
988,zurückkommen::V,بېرته راتلل,revenire
989,bleiben::V,پاتې کېدل,manere
990,warten::V,انتظار وېستل,opperiri
991,erwarten::V,انتظار کول,opperiri
992,erwarten::V,انتظار کول,expectare
993,suchen::V,لټول,quaerere
994,finden::V,میندل,reperire
995,finden::V,پیدا کول,reperire
996,versuchen::V,هڅه کول,conari
997,versuchen::V,هڅه کول,temptare
998,vorbereiten::V,چمتوکول,parare
999,lieben::V,مینه لرل,amare
1000,mögen::V,خوښول,amare
1001,mögen::V,علاقه لرل,amare
1002,lachen::V,خندېدل,ridere
1003,rühren::V,اغېزه کول,commovere
1004,weinen::V,ژړل,flere
1005,schimpfen::V,ښکنځا کول,increpare
1006,sich ärgern::V,قهر راتلل,indignari
1007,sich fürchten::V,ډارېدل,vereri
1008,fürchten::V,ډارېدل,timere
1009,fliehen::V,تښتېدل,fugere
1010,flüchten::V,تښتېدل,effugere
1011,sehen::V,لیدل,videre
1012,anschauen::V,کتل,aspectare
1013,ansehen::V,ننداره کول,spectare
1014,hören::V,اورېدل,audire
1015,zuhören::V,غوږ نیول,auscultare
1016,probieren::V,څکه کول,gustare
1017,probieren::V,چاشنی کول,gustare
1018,riechen::V,بويول,olfacere
1019,fühlen::V,حسول,sentire
1020,scheinen::V,ښکارېدل,videri
1021,zu sehen sein::V,ښکارېدل,conspici
1022,vernehmen::V,خبرېدل,comperire
1023,frieren::V,ساړه کېتل,algere
1024,tun::V,کول,facere
1025,können::V,کولای شول,posse
1026,können::V,د لاسه کېدل,posse
1027,wollen::V,غوښتل,velle
1028,anfangen::V,شروع کول,incipere
1029,beenden::V,ختمول,finire
1030,beenden::V,پای ته رسول,finire
1031,aufhören::V,بس کول,desistere
1032,gelingen::V,موفق کېدل,contingere
1033,gelingen::V,بریالی کېدل,contingere
1034,geraten::V,کېدل,evenire
1035,öffnen::V,خلاصول,aperire
1036,öffnen::V,پرانیستل,aperire
1037,schließen::V,تړل,claudere
1038,stellen::V,ایښودل,sistere
1039,setzen::V,کښېنول,ponere
1040,legen::V,ایښودل,ponere
1041,berühren::V,لاس وهل,tangere
1042,verbinden::V,تړل,iungere
1043,bedecken::V,پوښول,tegere
1044,bedecken::V,پوښول,operire
1045,aufhängen::V,ځوړندول,suspendere
1046,anzünden::V,بلول,accendere
1047,anzünden::V,بلول,inflammare
1048,aufheben::V,پورته کول,tollere
1049,zurücklassen::V,پرېښودل,relinquere
1050,verlieren::V,ورکول,perdere
1051,verlieren::V,ورکول,amittere
1052,fallen lassen::V,له لاسه لوېدل,dimittere
1053,machen::V,کول,facere
1054,herstellen::V,جوړول,fabricare
1055,herstellen::V,توليدول,fabricare
1056,bauen::V,جوړول,construere
1057,reparieren::V,ترمیمول,reparare
1058,verbessern::V,اصلاح کول,emendare
1059,ändern::V,تغیر ورکول,mutare
1060,graben::V,کيندل,fodere
1061,beugen::V,ټیټول,flectere
1062,biegen::V,کږول,curvare
1063,drehen::V,ګرځول,torquere
1064,wenden::V,اړول,vertere
1065,umdrehen::V,اړول,convertere
1066,heben::V,جګول,tollere
1067,heben::V,پورته کول,tollere
1068,hochheben::V,جګول,levare
1069,ergreifen::V,نیول,capessere
1070,halten::V,نیول,tenere
1071,drücken::V,کښېکښل,premere
1072,schieben::V,پوری وهل,promovere
1073,kratzen::V,ګرول,radere
1074,lecken::V,څټل,lambere
1075,beißen::V,چیچل,mordere
1076,abreißen::V,شکول,avellere
1077,abschneiden::V,پرېکول,desecare
1078,binden::V,تړل,ligare
1079,stecken::V,ټومبل,inserere
1080,brechen::V,ماتول,rumpere
1081,klopfen::V,ټکول,pultare
1082,hauen::V,ټکول,ferire
1083,kleben::V,نښلول,agglutinare
1084,kleben::V,سرېښول,agglutinare
1085,reiben::V,مږل,terere
1086,streichen::V,مښل,oblinere
1087,schleifen::V,تېره کول,acuere
1088,schneiden::V,غوڅول,secare
1089,schneiden::V,پرېکول,secare
1090,rütteln::V,خوڅول,quassare
1091,schütteln::V,ښورول,quatere
1092,schwenken::V,خوڅول,ventilare
1093,schütten::V,اچول,fundere
1094,schütten::V,تویول,fundere
1095,füllen::V,ډکول,complere
1096,einwickeln::V,پېچل,involvere
1097,einwickeln::V,نغښتل,involvere
1098,tragen::V,وړل,ferre
1099,tragen::V,وړل,portare
1100,schleppen::V,وړل,pertrahere
1101,ziehen::V,کښل,trahere
1102,aufbewahren::V,ساتل,asservare
1103,werfen::V,اچول,iacere
1104,werfen::V,غورځول,iacere
1105,fangen::V,نیول,capere
1106,fangen::V,ګیرول,capere
1107,packen::V,نیول,capessere
1108,verstecken::V,پټول,abdere
1109,teilen::V,وېشل,partiri
1110,teilen::V,وېشل,dividere
1111,teilen::V,تقسیمول,partiri
1112,teilen::V,تقسیمول,dividere
1113,schicken::V,لېږل,mittere
1114,schicken::V,استول,mittere
1115,bringen::V,راوړل,apportare
1116,hinzufügen::V,زیاتول,addere
1117,bekommen::V,حاصلول,adipisci
1118,erhalten::V,اخیستل,accipere
1119,nehmen::V,نیول,sumere
1120,nehmen::V,اخيستل,sumere
1121,wählen::V,خوښول,eligere
1122,auswählen::V,چنده کول,deligere
1123,bewahren::V,ساتل,conservare
1124,behindern::V,مانع کېدل,impedire
1125,behindern::V,ممانعت کول,impedire
1126,verderben::V,خرابېدل,corrumpere
1127,beschädigen::V,ورانول,laedere
1128,zerbrechen::V,ماتول,rumpere
1129,zerbrechen::V,ماتول,frangere
1130,zerreißen::V,څیرې کول,discindere
1131,zerstören::V,ړنګول,delere
1132,zerstören::V,ورانول,delere
1133,verbrennen::V,سوځول,urere
1134,verbrennen::V,سوځول,cremare
1135,geben::V,ورکول,dare
1136,reichen::V,ورکول,praebere
1137,schenken::V,بښل,donare
1138,schenken::V,بښل,largiri
1139,versprechen::V,لوز کول,polliceri
1140,versprechen::V,لوز کول,promittere
1141,wünschen::V,غوښتل,
1142,loben::V,ستایل,laudare
1143,loben::V,تمجید کول,laudare
1144,küssen::V,ښکلول,osculari
1145,wiegen::V,زنګول,
1146,zudecken::V,پوښول,tegere
1147,wecken::V,ويښول,excitare
1148,zeigen::V,ښودل,monstrare
1149,führen::V,بیول,ducere
1150,lehren::V,درس ورکول,docere
1151,lehren::V,تعلیم ورکول,docere
1152,unterrichten::V,درس ورکول,instituere
1153,aufziehen::V,روزل,nutrire
1154,leiten::V,رهبری کول,ducere
1155,leiten::V,لارښوونه کول,ducere
1156,antreiben::V,چټک کول,incitare
1157,lassen::V,اړکول,iubere
1158,einladen::V,بلل,invitare
1159,vereinigen::V,متحد کول,coniungere
1160,vereinigen::V,یوځای کول,coniungere
1161,besuchen::V,کتنه کول,visere
1162,treffen::V,ليدل,convenire
1163,treffen::V,تلقی کول,convenire
1164,sich versammeln::V,راغونډېدل,convenire
1165,spielen::V,لوبه کول,ludere
1166,singen::V,سندرې وېل,cantare
1167,tanzen::V,ګډېدل,saltare
1168,sich trennen::V,بېلېدل,digredi
1169,sich trennen::V,بېلېدل,discedere
1170,verlassen::V,ترک کول,deserere
1171,verlassen::V,ترک کول,relinquere
1172,retten::V,نجات ورکول,servare
1173,bewachen::V,ساتل,custodire
1174,bewachen::V,حفاظت کول,custodire
1175,schützen::V,ژغورل,tueri
1176,schützen::V,ژغورل,tutari
1177,verteidigen::V,دفاع کول,defendere
1178,sich schlagen::V,جنګېدل,luctari
1179,schießen::V,ویشتل,iaculari
1180,siegen::V,غالبېدل,vincere
1181,ärgern::V,خپه کول,irritare
1182,schlagen::V,وهل,ferire
1183,treten::V,په لغته وهل,calcare
1184,stechen::V,ټومبل,pungere
1185,stoßen::V,ټېل وهل,tundere
1186,stoßen::V,پوری وهل,tundere
1187,stehlen::V,تښتول,furari
1188,stehlen::V,غلا کول,furari
1189,stören::V,ماتول,turbare
1190,belästigen::V,ځورول,obtundere
1191,belästigen::V,تکلیف ورکول,obtundere
1192,verbergen::V,پټول,celare
1193,verbergen::V,پټول,occultare
1194,täuschen::V,تېرایستل,fallere
1195,täuschen::V,خطا ایستل,fallere
1196,betrügen::V,غولول,fraudare
1197,töten::V,وژل,necare
1198,töten::V,وژل,caedere
1199,töten::V,مړ کول,necare
1200,töten::V,مړ کول,caedere
1201,wohnen::V,اوسېدل,habitare
1202,arbeiten::V,کار کول,laborare
1203,sammeln::V,راټولول,colligere
1204,sammeln::V,راغونډول,colligere
1205,pflücken::V,شکول,carpere
1206,jagen::V,ښکار کول,venari
1207,fischen::V,کب نيول,piscari
1208,fassen::V,نیول,capere
1209,fassen::V,ګیرول,capere
1210,hüten::V,پوول,custodire
1211,treiben::V,بیول,agere
1212,anbinden::V,تړل,alligare
1213,füttern::V,خوراک ورکول,nutrire
1214,melken::V,لوشل,mulgere
1215,hacken::V,پی کول,findere
1216,gießen::V,اوبه کول,rigare
1217,reifen::V,رسېدل,maturescere
1218,zubereiten::V,تیارول,apparare
1219,kochen::V,پخول,coquere
1220,backen::V,پخول,coquere
1221,braten::V,وريتول,torrere
1222,umrühren::V,لړل,commovere
1223,stricken::V,اوبدل,texere
1224,nähen::V,ګنډل,suere
1225,färben::V,رنګول,tingere
1226,reinigen::V,صافول,purgare
1227,waschen::V,مینځل,lavare
1228,abwischen::V,وچول,abstergere
1229,spülen::V,کنګالول,perluere
1230,fegen::V,جارو کول,verrere
1231,kehren::V,جارو کول,purgare
1232,baden::V,لمبېدل,lavari
1233,sich waschen::V,ځان مينځل,lavari
1234,ausziehen::V,کښل,exuere
1235,ausziehen::V,ایستل,exuere
1236,anziehen::V,اغوستل,induere
1237,sich anziehen::V,کالی اغوستل,vestiri
1238,kämmen::V,ګمنځول,pectere
1239,schmücken::V,ښکلی کول,ornare
1240,schmücken::V,ښکلی کول,decorare
1241,sagen::V,وېل,dicere
1242,sprechen::V,وېل,fari
1243,sprechen::V,غږېدل,fari
1244,reden::V,ګړېدل,loqui
1245,reden::V,خبرې کول,loqui
1246,sich unterhalten::V,خبری کول,colloqui
1247,sich unterhalten::V,خبری کول,disputare
1248,fragen::V,پوښتنه کول,rogare
1249,fragen::V,پوښتنه کول,quaerere
1250,bitten::V,غوښتل,orare
1251,bitten::V,غوښتل,rogare
1252,erzählen::V,کيسه کول,narrare
1253,erzählen::V,حکايت کول,narrare
1254,mitteilen::V,خبرول,communicare
1255,mitteilen::V,خبر ورکول,communicare
1256,nennen::V,نوم ايښودل,appellare
1257,rufen::V,بلل,vocare
1258,prahlen::V,لاپې وهل,gloriari
1259,übersetzen::V,ژباړل,vertere
1260,übersetzen::V,ترجمه کول,vertere
1261,denken::V,فکر کول,cogitare
1262,glauben::V,باور کول,credere
1263,bemerken::V,لیدل,animadvertere
1264,erkennen::V,پېژندل,cognoscere
1265,begreifen::V,رسېدل,comprehendere
1266,begreifen::V,پوهېدل,comprehendere
1267,verstehen::V,پوهېدل,intellegere
1268,lernen::V,زده کول,discere
1269,lernen::V,درس لوستل,discere
1270,wissen::V,پوهېدل,scire
1271,sich erinnern an::V,یادول,meminisse
1272,sich erinnern an::V,په یاد راوړل,meminisse
1273,vergessen::V,هېرول,oblivisci
1274,messen::V,اندازه کول,metiri
1275,zählen::V,شمارل,numerare
1276,rechnen::V,حسابول,reri
1277,rechnen::V,حسابول,calculare
1278,lesen::V,لوستل,legere
1279,malen::V,رسمول,pingere
1280,zeichnen::V,رسمول,scribere
1281,schreiben::V,لیکل,scribere
1282,besitzen::V,لرل,possidere
1283,kaufen::V,رانیول,emere
1284,verkaufen::V,خرڅول,vendere
1285,bezahlen::V,تأدیه کول,pendere
1286,zahlen::V,کسات اخيستل,solvere
1287,beherrschen::V,تسلط لرل,regere
1288,beherrschen::V,تسلط لرل,imperare
1289,ertragen::V,زغمل,tolerare
1290,ertragen::V,زغمل,sustinere
1291,Barsch::N,,perca
1292,Hecht::N,,esox
