,Concept_ID,hr,se
2781,Tisch::N,stol,buertie
2782,Tisch::N,stol,bievdde
2783,Tisch::N,stol,beavdi
2784,Tisch::N,stol,pevdi
2785,Tisch::N,stol,på´rdd
2786,Tisch::N,stol,stue´ll
2787,Tisch::N,stol,туэлль
2788,Tisch::N,trpeza,buertie
2789,Tisch::N,trpeza,bievdde
2790,Tisch::N,trpeza,beavdi
2791,Tisch::N,trpeza,pevdi
2792,Tisch::N,trpeza,på´rdd
2793,Tisch::N,trpeza,stue´ll
2794,Tisch::N,trpeza,туэлль
2795,Stuhl::N,stolac,stovle
2796,Stuhl::N,stolac,ståvllå
2797,Stuhl::N,stolac,stuollu
2798,Stuhl::N,stolac,stovli
2799,Stuhl::N,stolac,stuu´l
2800,Stuhl::N,stolac,стула
2801,Stuhl::N,stolica,stovle
2802,Stuhl::N,stolica,ståvllå
2803,Stuhl::N,stolica,stuollu
2804,Stuhl::N,stolica,stovli
2805,Stuhl::N,stolica,stuu´l
2806,Stuhl::N,stolica,стула
2807,Wiege::N,kolijevka,gïerhkeme
2808,Wiege::N,kolijevka,vuoggo
2809,Wiege::N,kolijevka,geaŧŧu
2810,Wiege::N,kolijevka,geaktu
2811,Wiege::N,kolijevka,gietkka
2812,Wiege::N,kolijevka,kiäh'tu
2813,Wiege::N,kolijevka,vogga
2814,Wiege::N,kolijevka,кӣткэм
2815,Bett::N,krevet,seangkoe
2816,Bett::N,krevet,sæŋŋga
2817,Bett::N,krevet,seaŋga
2818,Bett::N,krevet,seŋgâ
2819,Bett::N,krevet,sââ´jj
2820,Bett::N,krevet,вуэдтӭмсайй
2821,Bett::N,postelja,seangkoe
2822,Bett::N,postelja,sæŋŋga
2823,Bett::N,postelja,seaŋga
2824,Bett::N,postelja,seŋgâ
2825,Bett::N,postelja,sââ´jj
2826,Bett::N,postelja,вуэдтӭмсайй
2827,Regal::N,polica,hælla
2828,Regal::N,polica,hilldo
2829,Regal::N,polica,hildu
2830,Regal::N,polica,ildee
2831,Regal::N,polica,i´lddi
2832,Regal::N,polica,ылльтэ
2833,Kiste::N,sanduk,aeskie
2834,Kiste::N,sanduk,kássa
2835,Kiste::N,sanduk,kássa
2836,Kiste::N,sanduk,árkku
2837,Kiste::N,sanduk,ču´ǩǩ
2838,Kiste::N,sanduk,чуххьк
2839,Fenster::N,prozor,klaase
2840,Fenster::N,prozor,vinndek
2841,Fenster::N,prozor,láse
2842,Fenster::N,prozor,laasâ
2843,Fenster::N,prozor,ikkân
2844,Fenster::N,prozor,эххкан
2845,Tür::N,vrata,okse
2846,Tür::N,vrata,uksa
2847,Tür::N,vrata,uksa
2848,Tür::N,vrata,uksâ
2849,Tür::N,vrata,uhss
2850,Tür::N,vrata,уккс
2851,Tor::N,vrata,okse
2852,Tor::N,vrata,pårttå
2853,Tor::N,vrata,uksa
2854,Tor::N,vrata,poarta
2855,Tor::N,vrata,porttâ
2856,Tor::N,vrata,uustõk
2857,Tor::N,vrata,čuâlluhss
2858,Tor::N,vrata,уккс
2859,Tor::N,kapija,okse
2860,Tor::N,kapija,pårttå
2861,Tor::N,kapija,uksa
2862,Tor::N,kapija,poarta
2863,Tor::N,kapija,porttâ
2864,Tor::N,kapija,uustõk
2865,Tor::N,kapija,čuâlluhss
2866,Tor::N,kapija,уккс
2867,Zaun::N,plot,haakene
2868,Zaun::N,plot,jerra
2869,Zaun::N,plot,gárdde
2870,Zaun::N,plot,áidi
2871,Zaun::N,plot,äiđi
2872,Zaun::N,plot,äidd
2873,Zaun::N,plot,čuâll
2874,Zaun::N,plot,а̄ййт
2875,Zaun::N,ograda,haakene
2876,Zaun::N,ograda,jerra
2877,Zaun::N,ograda,gárdde
2878,Zaun::N,ograda,áidi
2879,Zaun::N,ograda,äiđi
2880,Zaun::N,ograda,äidd
2881,Zaun::N,ograda,čuâll
2882,Zaun::N,ograda,а̄ййт
2883,Dach::N,krov,rehpie
2884,Dach::N,krov,dæhkko
2885,Dach::N,krov,gáhttu
2886,Dach::N,krov,káttu
2887,Dach::N,krov,laakk
2888,Dach::N,krov,пэ̄ҏҏтэ̄ля
2889,Dach::N,krov,кры̄ша
2890,Leiter::N,ljestve,raajtere
2891,Leiter::N,ljestve,tjajmos
2892,Leiter::N,ljestve,boagos
2893,Leiter::N,ljestve,ráidalas
2894,Leiter::N,ljestve,raidlâs
2895,Leiter::N,ljestve,лествец
2896,Leiter::N,ljestvice,raajtere
2897,Leiter::N,ljestvice,tjajmos
2898,Leiter::N,ljestvice,boagos
2899,Leiter::N,ljestvice,ráidalas
2900,Leiter::N,ljestvice,raidlâs
2901,Leiter::N,ljestvice,лествец
2902,Besen::N,metla,saehpie
2903,Besen::N,metla,gaerpene
2904,Besen::N,metla,njáman
2905,Besen::N,metla,luvdá
2906,Besen::N,metla,luvdá
2907,Besen::N,metla,västt
2908,Besen::N,metla,ва̄сст
2909,Spaten::N,ašov,gåajvoe
2910,Spaten::N,ašov,spádá
2911,Spaten::N,ašov,goajvvo
2912,Spaten::N,ašov,goaivu
2913,Spaten::N,ašov,kuái'vu
2914,Spaten::N,ašov,kuäivv
2915,Spaten::N,ašov,куаййв
2916,Schaufel::N,lopata,gåajvoe
2917,Schaufel::N,lopata,gåjvun
2918,Schaufel::N,lopata,goajvvo
2919,Schaufel::N,lopata,goaivu
2920,Schaufel::N,lopata,kuái'vu
2921,Schaufel::N,lopata,kuäivv
2922,Schaufel::N,lopata,куаййв
2923,Gabel::N,viljuška,tjåagka
2924,Gabel::N,viljuška,gáffil
2925,Gabel::N,viljuška,káffal
2926,Gabel::N,viljuška,kaahvâl
2927,Gabel::N,viljuška,velkk
2928,Gabel::N,viljuška,а̄лльс
2929,Löffel::N,žlica,buste
2930,Löffel::N,žlica,bassti
2931,Löffel::N,žlica,baste
2932,Löffel::N,žlica,pastem
2933,Löffel::N,žlica,pâ´sttem
2934,Löffel::N,žlica,пасьтэмь
2935,Messer::N,nož,nejpie
2936,Messer::N,nož,nijbbe
2937,Messer::N,nož,niibi
2938,Messer::N,nož,nijbe
2939,Messer::N,nož,nei´bb
2940,Messer::N,nož,ныййп
2941,Nagel::N,čavao,spæjhkere
2942,Nagel::N,čavao,spiger
2943,Nagel::N,čavao,návlle
2944,Nagel::N,čavao,spiikkár
2945,Nagel::N,čavao,spijkkár
2946,Nagel::N,čavao,näu´ll
2947,Nagel::N,čavao,на̄ввьл
2948,Netz::N,mreža,viermie
2949,Netz::N,mreža,viermme
2950,Netz::N,mreža,næhtta
2951,Netz::N,mreža,fierbmi
2952,Netz::N,mreža,viermi
2953,Netz::N,mreža,säi´mm
2954,Netz::N,mreža,нӯжхьт
2955,Haken::N,kuka,kruehkie
2956,Haken::N,kuka,ruohkke
2957,Haken::N,kuka,vagge
2958,Haken::N,kuka,roahkki
2959,Haken::N,kuka,faggi
2960,Haken::N,kuka,kuák'ki
2961,Haken::N,kuka,kuä´ǩ'ǩ
2962,Haken::N,kuka,ва̄ӈӈк
2963,Haken::N,kuka,куэххьк
2964,Griff::N,držak,rehpie
2965,Griff::N,držak,taatje
2966,Griff::N,držak,gavlla
2967,Griff::N,držak,guottáldahka
2968,Griff::N,držak,geavja
2969,Griff::N,držak,novdâ
2970,Griff::N,držak,nõđđ
2971,Griff::N,držak,kå´ǧǧ
2972,Griff::N,držak,нэ̄дт
2973,Griff::N,ručica,rehpie
2974,Griff::N,ručica,taatje
2975,Griff::N,ručica,gavlla
2976,Griff::N,ručica,guottáldahka
2977,Griff::N,ručica,geavja
2978,Griff::N,ručica,novdâ
2979,Griff::N,ručica,nõđđ
2980,Griff::N,ručica,kå´ǧǧ
2981,Griff::N,ručica,нэ̄дт
2982,Schloss::N,brava,laesie
2983,Schloss::N,brava,lássa
2984,Schloss::N,brava,lohkka
2985,Schloss::N,brava,lukkâ
2986,Schloss::N,brava,lokk
2987,Schloss::N,brava,ло̄ххк
2988,Bild::N,slika,guvvie
2989,Bild::N,slika,gåvvå
2990,Bild::N,slika,govva
2991,Bild::N,slika,koṿe
2992,Bild::N,slika,kartt
2993,Bild::N,slika,картина
2994,Figur::N,figura,guvvie
2995,Figur::N,figura,gåvos
2996,Figur::N,figura,figuvrra
2997,Figur::N,figura,figuvra
2998,Figur::N,figura,kovos
2999,Figur::N,figura,kuâŋas
3000,Puppe::N,lutka,dåahka
3001,Puppe::N,lutka,dåhkko
3002,Puppe::N,lutka,doahkko
3003,Puppe::N,lutka,dohkká
3004,Puppe::N,lutka,duhkká
3005,Puppe::N,lutka,kuuhlaž
3006,Puppe::N,lutka,кукла
3007,Beutel::N,kesa,voessetje
3008,Beutel::N,kesa,påvsså
3009,Beutel::N,kesa,seahkaš
3010,Beutel::N,kesa,bursa
3011,Beutel::N,kesa,guhkkár
3012,Beutel::N,kesa,čooṿâs
3013,Beutel::N,kesa,siâk'k
3014,Beutel::N,kesa,kå´ššel
3015,Beutel::N,kesa,ве̄ҏҏц
3016,Bündel::N,snop,paantje
3017,Bündel::N,snop,buduk
3018,Bündel::N,snop,gurppe
3019,Bündel::N,snop,gihppu
3020,Bündel::N,snop,kiäs'tu
3021,Bündel::N,snop,šnâpp
3022,Bündel::N,snop,пуччк
3023,Bündel::N,svežanj,paantje
3024,Bündel::N,svežanj,buduk
3025,Bündel::N,svežanj,gurppe
3026,Bündel::N,svežanj,gihppu
3027,Bündel::N,svežanj,kiäs'tu
3028,Bündel::N,svežanj,šnâpp
3029,Bündel::N,svežanj,пуччк
3030,Tasche::N,torba,veaskoe
3031,Tasche::N,torba,væssko
3032,Tasche::N,torba,lávkka
3033,Tasche::N,torba,lávka
3034,Tasche::N,torba,seahkka
3035,Tasche::N,torba,lavkkâ
3036,Tasche::N,torba,laukk
3037,Tasche::N,torba,суӎӎьк
3038,Tasche::N,torba,ло̄а̄ффк
3039,Tasche::N,taška,veaskoe
3040,Tasche::N,taška,væssko
3041,Tasche::N,taška,lávkka
3042,Tasche::N,taška,lávka
3043,Tasche::N,taška,seahkka
3044,Tasche::N,taška,lavkkâ
3045,Tasche::N,taška,laukk
3046,Tasche::N,taška,суӎӎьк
3047,Tasche::N,taška,ло̄а̄ффк
3048,Eimer::N,kabao,bæhtoe
3049,Eimer::N,kabao,skiello
3050,Eimer::N,kabao,skállu
3051,Eimer::N,kabao,eebir
3052,Eimer::N,kabao,skääll
3053,Eimer::N,kabao,е̄мьперь
3054,Deckel::N,poklopac,luehkie
3055,Deckel::N,poklopac,låhkke
3056,Deckel::N,poklopac,lohkki
3057,Deckel::N,poklopac,lokke
3058,Deckel::N,poklopac,lå´ǩǩ
3059,Deckel::N,poklopac,ко̄а̄ххтнэсс
3060,Geschirr::N,suđe,lihtie
3061,Geschirr::N,suđe,lihte
3062,Geschirr::N,suđe,lihtit
3063,Geschirr::N,suđe,litte
3064,Geschirr::N,suđe,kärldõk
3065,Geschirr::N,suđe,ка̄ррь
3066,Geschirr::N,posuđe,lihtie
3067,Geschirr::N,posuđe,lihte
3068,Geschirr::N,posuđe,lihtit
3069,Geschirr::N,posuđe,litte
3070,Geschirr::N,posuđe,kärldõk
3071,Geschirr::N,posuđe,ка̄ррь
3072,Sack::N,džak,voesse
3073,Sack::N,džak,vuossa
3074,Sack::N,džak,seahkka
3075,Sack::N,džak,sekkâ
3076,Sack::N,džak,siâk'k
3077,Sack::N,džak,ве̄ҏҏц
3078,Sack::N,vreća,voesse
3079,Sack::N,vreća,vuossa
3080,Sack::N,vreća,seahkka
3081,Sack::N,vreća,sekkâ
3082,Sack::N,vreća,siâk'k
3083,Sack::N,vreća,ве̄ҏҏц
3084,Tasse::N,šalica,guksie
3085,Tasse::N,šalica,gåhppå
3086,Tasse::N,šalica,gohppu
3087,Tasse::N,šalica,pollo
3088,Tasse::N,šalica,kopp
3089,Tasse::N,šalica,на̄ххьп
3090,Topf::N,lonac,baetie
3091,Topf::N,lonac,krovhte
3092,Topf::N,lonac,rujtta
3093,Topf::N,lonac,giebbme
3094,Topf::N,lonac,báhti
3095,Topf::N,lonac,gievdni
3096,Topf::N,lonac,pääti
3097,Topf::N,lonac,kruâitt
3098,Topf::N,lonac,кӣммьн
3099,Kessel::N,kazan,giebnie
3100,Kessel::N,kazan,skallo
3101,Kessel::N,kazan,giebbme
3102,Kessel::N,kazan,gieđbmi
3103,Kessel::N,kazan,kiem'ni
3104,Kessel::N,kazan,ǩie´mnn
3105,Kessel::N,kazan,кӣммьн
3106,Essen::N,obrok,åesie
3107,Essen::N,obrok,beapmoe
3108,Essen::N,obrok,biebbmo
3109,Essen::N,obrok,borramuš
3110,Essen::N,obrok,purrâmâš
3111,Essen::N,obrok,porrmõš
3112,Essen::N,obrok,по̄ррмушш
3113,Nahrung::N,hrana,beapmoe
3114,Nahrung::N,hrana,biebbmo
3115,Nahrung::N,hrana,biebmu
3116,Nahrung::N,hrana,purrâmâš
3117,Nahrung::N,hrana,porrmõš
3118,Nahrung::N,hrana,по̄ррмушш
3119,Speise::N,jelo,beapmoe
3120,Speise::N,jelo,biebbmo
3121,Speise::N,jelo,biebmu
3122,Speise::N,jelo,määlis
3123,Speise::N,jelo,aasâs
3124,Speise::N,jelo,porrmõš
3125,Speise::N,jelo,по̄ррмушш
3126,Fleisch::N,meso,bearkoe
3127,Fleisch::N,meso,oadtje
3128,Fleisch::N,meso,bierggo
3129,Fleisch::N,meso,biergu
3130,Fleisch::N,meso,uáž'ži
3131,Fleisch::N,meso,vuä´ǯ'ǯ
3132,Fleisch::N,meso,вуэннч
3133,Getreide::N,žito,gernie
3134,Getreide::N,žito,gårnne
3135,Getreide::N,žito,gordni
3136,Getreide::N,žito,valje
3137,Getreide::N,žito,ле̄ййп
3138,Getreide::N,žitarice,gernie
3139,Getreide::N,žitarice,gårnne
3140,Getreide::N,žitarice,gordni
3141,Getreide::N,žitarice,valje
3142,Getreide::N,žitarice,ле̄ййп
3143,Brei::N,kaša,kraavhtse
3144,Brei::N,kaša,ráktsa
3145,Brei::N,kaša,buvru
3146,Brei::N,kaša,suoḥâd
3147,Brei::N,kaša,hutt
3148,Brei::N,kaša,уххт
3149,Brot::N,kruh,gaahkoe
3150,Brot::N,kruh,lájbbe
3151,Brot::N,kruh,stummpa
3152,Brot::N,kruh,láibi
3153,Brot::N,kruh,gáhkku
3154,Brot::N,kruh,leibi
3155,Brot::N,kruh,lei´bb
3156,Brot::N,kruh,ле̄ййп
3157,Scheibe::N,kriška,snaejrie
3158,Scheibe::N,kriška,sárdde
3159,Scheibe::N,kriška,vajahas
3160,Scheibe::N,kriška,časkkis
3161,Scheibe::N,kriška,ča'skes
3162,Scheibe::N,kriška,ku´sǩǩ
3163,Scheibe::N,kriška,кусськ
3164,Fett::N,mast,buejtie
3165,Fett::N,mast,vuodja
3166,Fett::N,mast,buoidi
3167,Fett::N,mast,pyei'di
3168,Fett::N,mast,puõi´dd
3169,Fett::N,mast,пуййт
3170,Fett::N,salo,buejtie
3171,Fett::N,salo,vuodja
3172,Fett::N,salo,buoidi
3173,Fett::N,salo,pyei'di
3174,Fett::N,salo,puõi´dd
3175,Fett::N,salo,пуййт
3176,Butter::N,buter,voeje
3177,Butter::N,buter,vuodja
3178,Butter::N,buter,vuodja
3179,Butter::N,buter,vuojâ
3180,Butter::N,buter,vuõjj
3181,Butter::N,buter,вӯйй
3182,Butter::N,maslac,voeje
3183,Butter::N,maslac,vuodja
3184,Butter::N,maslac,vuodja
3185,Butter::N,maslac,vuojâ
3186,Butter::N,maslac,vuõjj
3187,Butter::N,maslac,вӯйй
3188,Öl::N,ulje,ålja
3189,Öl::N,ulje,ulljo
3190,Öl::N,ulje,oalljo
3191,Öl::N,ulje,olju
3192,Öl::N,ulje,oljo
3193,Öl::N,ulje,vuõjj
3194,Öl::N,ulje,вӯйй
3195,Salz::N,sol,saelhtie
3196,Salz::N,sol,sállte
3197,Salz::N,sol,sálti
3198,Salz::N,sol,sältti
3199,Salz::N,sol,sä´ltt
3200,Salz::N,sol,сӯлль
3201,Suppe::N,supa,joptse
3202,Suppe::N,supa,jupptsa
3203,Suppe::N,supa,málli
3204,Suppe::N,supa,määḷi
3205,Suppe::N,supa,lieṃâ
3206,Suppe::N,supa,liõmm
3207,Suppe::N,supa,лӣмм
3208,Honig::N,med,hååneske
3209,Honig::N,med,meda
3210,Honig::N,med,miehta
3211,Honig::N,med,mietâ
3212,Honig::N,med,miõtt
3213,Honig::N,med,мӣдт
3214,Milch::N,mlijeko,mielhkie
3215,Milch::N,mlijeko,mielkke
3216,Milch::N,mlijeko,mielki
3217,Milch::N,mlijeko,miel'kki
3218,Milch::N,mlijeko,mie´lǩǩ
3219,Milch::N,mlijeko,ма̄ййт
3220,Tee::N,čaj,löövje
3221,Tee::N,čaj,tedja
3222,Tee::N,čaj,deadju
3223,Tee::N,čaj,čee
3224,Tee::N,čaj,teej̣â
3225,Tee::N,čaj,čee
3226,Tee::N,čaj,чайй
3227,Leder::N,koža,hovre
3228,Leder::N,koža,sassne
3229,Leder::N,koža,náhkki
3230,Leder::N,koža,leaira
3231,Leder::N,koža,čevđi
3232,Leder::N,koža,čåu´dd
3233,Leder::N,koža,на̄ххьк
3234,Wolle::N,vuna,ålloe
3235,Wolle::N,vuna,hullo
3236,Wolle::N,vuna,ullu
3237,Wolle::N,vuna,ullo
3238,Wolle::N,vuna,oll
3239,Wolle::N,vuna,улл
3240,Stoff::N,štof,tyjje
3241,Stoff::N,štof,gápptás
3242,Stoff::N,štof,stoaffa
3243,Stoff::N,štof,ávnnas
3244,Stoff::N,štof,käägus
3245,Stoff::N,štof,aaunâs
3246,Stoff::N,štof,лыййн
3247,Stoff::N,tkanina,tyjje
3248,Stoff::N,tkanina,gápptás
3249,Stoff::N,tkanina,stoaffa
3250,Stoff::N,tkanina,ávnnas
3251,Stoff::N,tkanina,käägus
3252,Stoff::N,tkanina,aaunâs
3253,Stoff::N,tkanina,лыййн
3254,Nadel::N,igla,naaloe
3255,Nadel::N,igla,nállo
3256,Nadel::N,igla,nállu
3257,Nadel::N,igla,nááḷu
3258,Nadel::N,igla,neu´ll
3259,Nadel::N,igla,нӣввьл
3260,Faden::N,nit,laejkie
3261,Faden::N,nit,hárppo
3262,Faden::N,nit,árpu
3263,Faden::N,nit,läigi
3264,Faden::N,nit,lääi´j
3265,Faden::N,nit,сӯнн
3266,Faden::N,konac,laejkie
3267,Faden::N,konac,hárppo
3268,Faden::N,konac,árpu
3269,Faden::N,konac,läigi
3270,Faden::N,konac,lääi´j
3271,Faden::N,konac,сӯнн
3272,Knopf::N,dugme,balhka
3273,Knopf::N,dugme,boallo
3274,Knopf::N,dugme,boallu
3275,Knopf::N,dugme,puál'lu
3276,Knopf::N,dugme,puäll
3277,Knopf::N,dugme,пуалл
3278,Knoten::N,čvor,tjoelme
3279,Knoten::N,čvor,tjuolmma
3280,Knoten::N,čvor,čuolbma
3281,Knoten::N,čvor,čuol'mâ
3282,Knoten::N,čvor,čuõlmm
3283,Knoten::N,čvor,чӯллм
3284,Knoten::N,uzao,tjoelme
3285,Knoten::N,uzao,tjuolmma
3286,Knoten::N,uzao,čuolbma
3287,Knoten::N,uzao,čuol'mâ
3288,Knoten::N,uzao,čuõlmm
3289,Knoten::N,uzao,чӯллм
3290,Farbe::N,farba,klaerie
3291,Farbe::N,farba,ivnne
3292,Farbe::N,farba,bájnno
3293,Farbe::N,farba,mola
3294,Farbe::N,farba,fearga
3295,Farbe::N,farba,maalâ
3296,Farbe::N,farba,páinu
3297,Farbe::N,farba,kälkk
3298,Farbe::N,farba,по̄а̄ййн
3299,Kleidung::N,odjeća,tyjje
3300,Kleidung::N,odjeća,gárvvo
3301,Kleidung::N,odjeća,bivttas
3302,Kleidung::N,odjeća,piivtâs
3303,Kleidung::N,odjeća,pivoh
3304,Kleidung::N,odjeća,piiutâs
3305,Kleidung::N,odjeća,о̄а̄з
3306,Hemd::N,košulja,sjåarhtoe
3307,Hemd::N,košulja,skirtto
3308,Hemd::N,košulja,báidi
3309,Hemd::N,košulja,päiđi
3310,Hemd::N,košulja,päidd
3311,Hemd::N,košulja,па̄ййт
3312,Kragen::N,ovratnik,döörhke
3313,Kragen::N,ovratnik,tjiebet
3314,Kragen::N,ovratnik,tjehpuris
3315,Kragen::N,ovratnik,čeabet
3316,Kragen::N,ovratnik,kráva
3317,Kragen::N,ovratnik,siä'pulâs
3318,Kragen::N,ovratnik,seäp'plõs
3319,Kragen::N,ovratnik,ко̄а̄влас
3320,Ärmel::N,rukav,sissie
3321,Ärmel::N,rukav,sasse
3322,Ärmel::N,rukav,soadji
3323,Ärmel::N,rukav,suájá
3324,Ärmel::N,rukav,suäjj
3325,Ärmel::N,rukav,суэйй
3326,Hose::N,hlače,måvhka
3327,Hose::N,hlače,båkså
3328,Hose::N,hlače,buvssat
3329,Hose::N,hlače,puuvsah
3330,Hose::N,hlače,puus
3331,Hose::N,hlače,пукс
3332,Hose::N,hlače,ко̄а̄дтӭ
3333,Gürtel::N,pas,juvvie
3334,Gürtel::N,pas,beelhte
3335,Gürtel::N,pas,avve
3336,Gürtel::N,pas,getsam
3337,Gürtel::N,pas,boagán
3338,Gürtel::N,pas,pooṿij
3339,Gürtel::N,pas,puäǥǥanj
3340,Gürtel::N,pas,эвв
3341,Gürtel::N,pojas,juvvie
3342,Gürtel::N,pojas,beelhte
3343,Gürtel::N,pojas,avve
3344,Gürtel::N,pojas,getsam
3345,Gürtel::N,pojas,boagán
3346,Gürtel::N,pojas,pooṿij
3347,Gürtel::N,pojas,puäǥǥanj
3348,Gürtel::N,pojas,эвв
3349,Mütze::N,kapa,tjohpe
3350,Mütze::N,kapa,gahper
3351,Mütze::N,kapa,gahpir
3352,Mütze::N,kapa,kappeer
3353,Mütze::N,kapa,keä´p'per
3354,Mütze::N,kapa,кабперь
3355,Schuh::N,cipela,gaamege
3356,Schuh::N,cipela,gáma
3357,Schuh::N,cipela,skuovva
3358,Schuh::N,cipela,gáma
3359,Schuh::N,cipela,kaamâ
3360,Schuh::N,cipela,kaammi
3361,Schuh::N,cipela,камаша
3362,Stiefel::N,čizma,steeblege
3363,Stiefel::N,čizma,stiebil
3364,Stiefel::N,čizma,sáhpis
3365,Stiefel::N,čizma,sáppat
3366,Stiefel::N,čizma,steevvil
3367,Stiefel::N,čizma,sa´ppi
3368,Stiefel::N,čizma,са̄ххпе
3369,Ring::N,prsten,rïngke
3370,Ring::N,prsten,suormas
3371,Ring::N,prsten,suorpmas
3372,Ring::N,prsten,suormâs
3373,Ring::N,prsten,suõrmâs
3374,Ring::N,prsten,сӯрмас
3375,Band::N,vrpca,baante
3376,Band::N,vrpca,bádde
3377,Band::N,vrpca,báddi
3378,Band::N,vrpca,päddi
3379,Band::N,vrpca,liântt
3380,Band::N,vrpca,källre´ppiǩ
3381,Band::N,vrpca,ля̄ӊӊт
3382,Kamm::N,češalj,gaampe
3383,Kamm::N,češalj,rájdam
3384,Kamm::N,češalj,tjåhkom
3385,Kamm::N,češalj,čohkun
3386,Kamm::N,češalj,čohhoom
3387,Kamm::N,češalj,čååǥǥam
3388,Kamm::N,češalj,чоагкь
3389,Spiegel::N,zrcalo,guelmiedahke
3390,Spiegel::N,zrcalo,spiedjil
3391,Spiegel::N,zrcalo,speajal
3392,Spiegel::N,zrcalo,speeijal
3393,Spiegel::N,zrcalo,suei´mkar
3394,Spiegel::N,zrcalo,кыффкэмка̄ррь
3395,Spiegel::N,zrcalo,зе̄ркал
3396,Spiegel::N,ogledalo,guelmiedahke
3397,Spiegel::N,ogledalo,spiedjil
3398,Spiegel::N,ogledalo,speajal
3399,Spiegel::N,ogledalo,speeijal
3400,Spiegel::N,ogledalo,suei´mkar
3401,Spiegel::N,ogledalo,кыффкэмка̄ррь
3402,Spiegel::N,ogledalo,зе̄ркал
3403,Riemen::N,kaiš,györtenje
3404,Riemen::N,kaiš,rájppe
3405,Riemen::N,kaiš,garttsa
3406,Riemen::N,kaiš,lávži
3407,Riemen::N,kaiš,läbži
3408,Riemen::N,kaiš,läbǯǯ
3409,Riemen::N,kaiš,ре̄ммь
3410,Riemen::N,remen,györtenje
3411,Riemen::N,remen,rájppe
3412,Riemen::N,remen,garttsa
3413,Riemen::N,remen,lávži
3414,Riemen::N,remen,läbži
3415,Riemen::N,remen,läbǯǯ
3416,Riemen::N,remen,ре̄ммь
3417,Schnur::N,vrpca,gurrie
3418,Schnur::N,vrpca,gáras
3419,Schnur::N,vrpca,garca
3420,Schnur::N,vrpca,orrâ
3421,Schnur::N,vrpca,nue´rr
3422,Schnur::N,vrpca,нӯррь
3423,Leine::N,uzica,baante
3424,Leine::N,uzica,gájnno
3425,Leine::N,uzica,báddi
3426,Leine::N,uzica,oarra
3427,Leine::N,uzica,läbži
3428,Leine::N,uzica,läbǯǯ
3429,Leine::N,uzica,ла̄ммч
3430,Decke::N,ćebe,gaptjese
3431,Decke::N,ćebe,rádno
3432,Decke::N,ćebe,gåbtjås
3433,Decke::N,ćebe,tæhppin
3434,Decke::N,ćebe,govččas
3435,Decke::N,ćebe,loovdâ
3436,Decke::N,ćebe,räänn
3437,Decke::N,ćebe,ра̄нн
3438,Decke::N,pokrivač,gaptjese
3439,Decke::N,pokrivač,rádno
3440,Decke::N,pokrivač,gåbtjås
3441,Decke::N,pokrivač,tæhppin
3442,Decke::N,pokrivač,govččas
3443,Decke::N,pokrivač,loovdâ
3444,Decke::N,pokrivač,räänn
3445,Decke::N,pokrivač,ра̄нн
3446,Kissen::N,jastuk,nalhke
3447,Kissen::N,jastuk,guoddá
3448,Kissen::N,jastuk,oajvevuolle
3449,Kissen::N,jastuk,guoddá
3450,Kissen::N,jastuk,bolsttar
3451,Kissen::N,jastuk,polster
3452,Kissen::N,jastuk,pee´ren
3453,Kissen::N,jastuk,pooddâšǩ
3454,Kissen::N,jastuk,по̄дэшк
3455,Tuch::N,rubac,tyjje
3456,Tuch::N,rubac,tyddja
3457,Tuch::N,rubac,gådo
3458,Tuch::N,rubac,liidni
3459,Tuch::N,rubac,läđđee
3460,Tuch::N,rubac,re´ppiǩ
3461,Tuch::N,rubac,ree´ppiǩ
3462,Tuch::N,rubac,ребпехь
3463,Tuch::N,marama,tyjje
3464,Tuch::N,marama,tyddja
3465,Tuch::N,marama,gådo
3466,Tuch::N,marama,liidni
3467,Tuch::N,marama,läđđee
3468,Tuch::N,marama,re´ppiǩ
3469,Tuch::N,marama,ree´ppiǩ
3470,Tuch::N,marama,ребпехь
3471,Handtuch::N,ručnik,njaamelijnie
3472,Handtuch::N,ručnik,sigárdahka
3473,Handtuch::N,ručnik,sihkaldat
3474,Handtuch::N,ručnik,siholdâs
3475,Handtuch::N,ručnik,seekkldõs
3476,Handtuch::N,ručnik,u´tree´lniǩ
3477,Handtuch::N,ručnik,отеральнэхьк
3478,Kraft::N,snaga,faamoe
3479,Kraft::N,snaga,fábmo
3480,Kraft::N,snaga,fápmu
3481,Kraft::N,snaga,fááṃu
3482,Kraft::N,snaga,viõkk
3483,Kraft::N,snaga,вӣгк
3484,Stärke::N,jakost,vieksiesvoete
3485,Stärke::N,jakost,gievrrudahka
3486,Stärke::N,jakost,gievrrodus
3487,Stärke::N,jakost,veahka
3488,Stärke::N,jakost,vuoibmi
3489,Stärke::N,jakost,viek'sâvuotâ
3490,Stärke::N,jakost,viõkk
3491,Stärke::N,jakost,са̄м
3492,Stärke::N,jakost,вӣгк
3493,Gesundheit::N,zdravlje,healsoe
3494,Gesundheit::N,zdravlje,starne
3495,Gesundheit::N,zdravlje,hælsso
3496,Gesundheit::N,zdravlje,varresvuohta
3497,Gesundheit::N,zdravlje,dearvvasvuohta
3498,Gesundheit::N,zdravlje,tie'rvâsvuotâ
3499,Gesundheit::N,zdravlje,tiõrvâsvuõtt
3500,Gesundheit::N,zdravlje,тӣрвасвӯдт
