,Concept_ID,bg,bg
263,Mensch::N,човек,човек
264,Mann::N,мъж,мъж
265,Frau::N,жена,жена
266,Kind::N,дете,дете
267,Junge::N,момче,момче
268,Mädchen::N,момиче,момиче
269,Familie::N,фамилия,фамилия
270,Familie::N,фамилия,семейство
271,Familie::N,семейство,фамилия
272,Familie::N,семейство,семейство
273,Großvater::N,дядо,дядо
274,Großmutter::N,баба,баба
275,Eltern::N,родители,родители
276,Vater::N,баща,баща
277,Mutter::N,майка,майка
278,Sohn::N,син,син
279,Tochter::N,дъщеря,дъщеря
280,Bruder::N,брат,брат
281,Schwester::N,сестра,сестра
282,Onkel::N,чичо,чичо
283,Onkel::N,чичо,вуйчо
284,Onkel::N,вуйчо,чичо
285,Onkel::N,вуйчо,вуйчо
286,Tante::N,леля,леля
287,Ehemann::N,съпруг,съпруг
288,Ehefrau::N,съпруга,съпруга
289,Freude::N,радост,радост
290,Gelächter::N,смях,смях
291,Glück::N,щастие,щастие
292,Kummer::N,тъга,тъга
293,Wunsch::N,желание,желание
294,Lust::N,желание,желание
295,Geist::N,дух,дух
296,Gedanke::N,мисъл,мисъл
297,Gedächtnis::N,памет,памет
298,Verstand::N,ум,ум
299,Verstand::N,ум,разум
300,Verstand::N,разум,ум
301,Verstand::N,разум,разум
302,Sinn::N,смисъл,смисъл
303,Grund::N,причина,причина
304,Wahrheit::N,правда,правда
305,Gespräch::N,разговор,разговор
306,Märchen::N,приказка,приказка
307,Erzählung::N,разказ,разказ
308,Nachricht::N,вест,вест
309,Nachricht::N,вест,известие
310,Nachricht::N,известие,вест
311,Nachricht::N,известие,известие
312,Neuigkeit::N,новина,новина
313,Name::N,име,име
314,Rätsel::N,гатанка,гатанка
315,Rede::N,реч,реч
316,Rede::N,реч,слово
317,Rede::N,слово,реч
318,Rede::N,слово,слово
319,Sprache::N,език,език
320,Stimme::N,глас,глас
321,Wort::N,дума,дума
322,Zeichen::N,знак,знак
323,Ruf::N,зов,зов
324,Lärm::N,шум,шум
325,Lärm::N,шум,глъчка
326,Lärm::N,глъчка,шум
327,Lärm::N,глъчка,глъчка
328,Laut::N,звук,звук
329,Ton::N,тон,тон
330,Lied::N,песен,песен
331,Ruhe::N,тишина,тишина
332,Ruhe::N,тишина,спокойствие
333,Ruhe::N,спокойствие,тишина
334,Ruhe::N,спокойствие,спокойствие
335,Leute::N,хора,хора
336,Volk::N,народ,народ
337,Arbeit::N,труд,труд
338,Arbeit::N,труд,работа
339,Arbeit::N,работа,труд
340,Arbeit::N,работа,работа
341,Gast::N,гост,гост
342,Geschenk::N,дар,дар
343,Geschenk::N,дар,подарък
344,Geschenk::N,подарък,дар
345,Geschenk::N,подарък,подарък
346,Spiel::N,игра,игра
347,Gesellschaft::N,общество,общество
348,Hilfe::N,помощ,помощ
349,Freund::N,приятел,приятел
350,Kamerad::N,другар,другар
351,Angelegenheit::N,работа,работа
352,Anzahl::N,брой,брой
353,Anzahl::N,брой,количество
354,Anzahl::N,количество,брой
355,Anzahl::N,количество,количество
356,Art::N,вид,вид
357,Stück::N,къс,къс
358,Stück::N,къс,парче
359,Stück::N,парче,къс
360,Stück::N,парче,парче
361,Teil::N,дял,дял
362,Teil::N,дял,част
363,Teil::N,част,дял
364,Teil::N,част,част
365,Hälfte::N,половина,половина
366,Kreis::N,кръг,кръг
367,Kreuz::N,кръст,кръст
368,Linie::N,черта,черта
369,Strich::N,щрих,щрих
370,Strich::N,щрих,черта
371,Strich::N,черта,щрих
372,Strich::N,черта,черта
373,Abstand::N,дистанция,дистанция
374,Abstand::N,дистанция,разстояние
375,Abstand::N,разстояние,дистанция
376,Abstand::N,разстояние,разстояние
377,Entfernung::N,разстояние,разстояние
378,Gegend::N,местност,местност
379,Platz::N,място,място
380,Ort::N,място,място
381,Seite::N,страна,страна
382,Mitte::N,среда,среда
383,Gegenstand::N,предмет,предмет
384,Sache::N,вещ,вещ
385,Rand::N,ръб,ръб
386,Kante::N,ръб,ръб
387,Kante::N,ръб,кант
388,Kante::N,кант,ръб
389,Kante::N,кант,кант
390,Ecke::N,ъгъл,ъгъл
391,Spitze::N,връх,връх
392,Spitze::N,връх,острие
393,Spitze::N,острие,връх
394,Spitze::N,острие,острие
395,Ende::N,край,край
396,Loch::N,дупка,дупка
397,Winkel::N,кът,кът
398,Winkel::N,кът,ъгъл
399,Winkel::N,ъгъл,кът
400,Winkel::N,ъгъл,ъгъл
401,Muster::N,десен,десен
402,Muster::N,десен,образец
403,Muster::N,образец,десен
404,Muster::N,образец,образец
405,Größe::N,големина,големина
406,Länge::N,дължина,дължина
407,Höhe::N,висота,висота
408,Höhe::N,висота,височина
409,Höhe::N,височина,висота
410,Höhe::N,височина,височина
411,Gewicht::N,тегло,тегло
412,Gewicht::N,тегло,тежест
413,Gewicht::N,тежест,тегло
414,Gewicht::N,тежест,тежест
415,Menge::N,количество,количество
416,Haufen::N,куп,куп
417,Haufen::N,куп,грамада
418,Haufen::N,грамада,куп
419,Haufen::N,грамада,грамада
420,Reihe::N,ред,ред
421,Reihe::N,ред,редица
422,Reihe::N,редица,ред
423,Reihe::N,редица,редица
424,Boot::N,лодка,лодка
425,Ruder::N,весло,весло
426,Ruder::N,весло,гребло
427,Ruder::N,гребло,весло
428,Ruder::N,гребло,гребло
429,Schlitten::N,шейна,шейна
430,Ski::N,ски,ски
431,Lagerfeuer::N,огнище,огнище
432,Last::N,товар,товар
433,Gang::N,ход,ход
434,Gang::N,ход,вървеж
435,Gang::N,вървеж,ход
436,Gang::N,вървеж,вървеж
437,Schritt::N,стъпка,стъпка
438,Norden::N,север,север
439,Süden::N,юг,юг
440,Westen::N,запад,запад
441,Osten::N,изток,изток
442,Holz::N,дърво,дърво
443,Brett::N,дъска,дъска
444,Stange::N,прът,прът
445,Stange::N,прът,върлина
446,Stange::N,върлина,прът
447,Stange::N,върлина,върлина
448,Stock::N,прът,прът
449,Stock::N,прът,тояга
450,Stock::N,тояга,прът
451,Stock::N,тояга,тояга
452,Stab::N,прът,прът
453,Rohr::N,цев,цев
454,Rohr::N,цев,тръба
455,Rohr::N,тръба,цев
456,Rohr::N,тръба,тръба
457,Haus::N,къща,къща
458,Heim::N,дом,дом
459,Ofen::N,печка,печка
460,Fußboden::N,под,под
461,Tisch::N,маса,маса
462,Stuhl::N,стол,стол
463,Wiege::N,люлка,люлка
464,Bett::N,легло,легло
465,Bett::N,легло,креват
466,Bett::N,креват,легло
467,Bett::N,креват,креват
468,Regal::N,рафт,рафт
469,Regal::N,рафт,етажерка
470,Regal::N,етажерка,рафт
471,Regal::N,етажерка,етажерка
472,Kiste::N,кутия,кутия
473,Kiste::N,кутия,сандък
474,Kiste::N,сандък,кутия
475,Kiste::N,сандък,сандък
476,Fenster::N,прозорец,прозорец
477,Tür::N,врата,врата
478,Tor::N,врата,врата
479,Zaun::N,ограда,ограда
480,Dach::N,покрив,покрив
481,Leiter::N,стълба,стълба
482,Besen::N,метла,метла
483,Spaten::N,лопата,лопата
484,Schaufel::N,лопата,лопата
485,Gabel::N,вилица,вилица
486,Löffel::N,лъжица,лъжица
487,Messer::N,нож,нож
488,Nagel::N,гвоздей,гвоздей
489,Netz::N,мрежа,мрежа
490,Haken::N,кука,кука
491,Haken::N,кука,закачалка
492,Haken::N,закачалка,кука
493,Haken::N,закачалка,закачалка
494,Griff::N,ръчка,ръчка
495,Griff::N,ръчка,дръжка
496,Griff::N,дръжка,ръчка
497,Griff::N,дръжка,дръжка
498,Schloss::N,брава,брава
499,Schloss::N,брава,ключалка
500,Schloss::N,ключалка,брава
501,Schloss::N,ключалка,ключалка
502,Bild::N,картина,картина
503,Figur::N,фигура,фигура
504,Puppe::N,кукла,кукла
505,Beutel::N,кесия,кесия
506,Bündel::N,връзка,връзка
507,Tasche::N,чанта,чанта
508,Eimer::N,кофа,кофа
509,Deckel::N,капак,капак
510,Deckel::N,капак,похлупак
511,Deckel::N,похлупак,капак
512,Deckel::N,похлупак,похлупак
513,Geschirr::N,съдове,съдове
514,Sack::N,чувал,чувал
515,Tasse::N,чаша,чаша
516,Topf::N,гърне,гърне
517,Topf::N,гърне,тенджера
518,Topf::N,тенджера,гърне
519,Topf::N,тенджера,тенджера
520,Kessel::N,котел,котел
521,Essen::N,ядене,ядене
522,Nahrung::N,храна,храна
523,Speise::N,ястие,ястие
524,Fleisch::N,месо,месо
525,Getreide::N,зърнено храни,зърнено храни
526,Brei::N,каша,каша
527,Brot::N,хляб,хляб
528,Scheibe::N,резен,резен
529,Fett::N,мазнина,мазнина
530,Butter::N,масло,масло
531,Öl::N,олио,олио
532,Öl::N,олио,оливия
533,Öl::N,оливия,олио
534,Öl::N,оливия,оливия
535,Salz::N,сол,сол
536,Suppe::N,супа,супа
537,Honig::N,мед,мед
538,Milch::N,мляко,мляко
539,Tee::N,чай,чай
540,Leder::N,кожа,кожа
541,Wolle::N,вълна,вълна
542,Stoff::N,плат,плат
543,Stoff::N,плат,материал
544,Stoff::N,материал,плат
545,Stoff::N,материал,материал
546,Nadel::N,игла,игла
547,Faden::N,конец,конец
548,Knopf::N,копче,копче
549,Knoten::N,възел,възел
550,Farbe::N,боя,боя
551,Kleidung::N,дрехи,дрехи
552,Kleidung::N,дрехи,облекло
553,Kleidung::N,облекло,дрехи
554,Kleidung::N,облекло,облекло
555,Hemd::N,риза,риза
556,Kragen::N,яка,яка
557,Ärmel::N,ръкав,ръкав
558,Hose::N,панталони,панталони
559,Gürtel::N,пояс,пояс
560,Gürtel::N,пояс,колан
561,Gürtel::N,колан,пояс
562,Gürtel::N,колан,колан
563,Mütze::N,каскет,каскет
564,Mütze::N,каскет,фуражка
565,Mütze::N,фуражка,каскет
566,Mütze::N,фуражка,фуражка
567,Schuh::N,обувка,обувка
568,Stiefel::N,ботуш,ботуш
569,Ring::N,пръстен,пръстен
570,Band::N,лента,лента
571,Band::N,лента,връзка
572,Band::N,връзка,лента
573,Band::N,връзка,връзка
574,Kamm::N,гребен,гребен
575,Spiegel::N,огледало,огледало
576,Riemen::N,каиш,каиш
577,Riemen::N,каиш,ремък
578,Riemen::N,ремък,каиш
579,Riemen::N,ремък,ремък
580,Schnur::N,връв,връв
581,Leine::N,връв,връв
582,Leine::N,връв,въже
583,Leine::N,въже,връв
584,Leine::N,въже,въже
585,Decke::N,покривка,покривка
586,Kissen::N,възглавница,възглавница
587,Tuch::N,сукно,сукно
588,Handtuch::N,пешкир,пешкир
589,Handtuch::N,пешкир,кърпа за лице
590,Handtuch::N,кърпа за лице,пешкир
591,Handtuch::N,кърпа за лице,кърпа за лице
592,Kraft::N,мощ,мощ
593,Kraft::N,мощ,сила
594,Kraft::N,сила,мощ
595,Kraft::N,сила,сила
596,Stärke::N,сила,сила
597,Gesundheit::N,здраве,здраве
598,Krankheit::N,болест,болест
599,Schmerz::N,болка,болка
600,Wunde::N,рана,рана
601,Fieber::N,треска,треска
602,Fieber::N,треска,температура
603,Fieber::N,температура,треска
604,Fieber::N,температура,температура
605,Arznei::N,лек,лек
606,Arznei::N,лек,лекарство
607,Arznei::N,лекарство,лек
608,Arznei::N,лекарство,лекарство
609,Brücke::N,мост,мост
610,Brunnen::N,чешма,чешма
611,Brunnen::N,чешма,кладенец
612,Brunnen::N,кладенец,чешма
613,Brunnen::N,кладенец,кладенец
614,Weide::N,паша,паша
615,Weide::N,паша,пасище
616,Weide::N,пасище,паша
617,Weide::N,пасище,пасище
618,Pfad::N,пътека,пътека
619,Weg::N,път,път
620,Straße::N,шосе,шосе
621,Dorf::N,село,село
622,Stadt::N,град,град
623,Brief::N,писмо,писмо
624,Buch::N,книга,книга
625,Buchstabe::N,буква,буква
626,Zeitung::N,вестник,вестник
627,Leben::N,живот,живот
628,Tod::N,смърт,смърт
629,Grab::N,гроб,гроб
630,Kirche::N,църква,църква
631,Sünde::N,грях,грях
632,Gott::N,бог,бог
633,Arbeiter::N,работник,работник
634,Chef::N,шеф,шеф
635,Chef::N,шеф,началник
636,Chef::N,началник,шеф
637,Chef::N,началник,началник
638,Meister::N,майстор,майстор
639,Arzt::N,лекар,лекар
640,Lehrer::N,учител,учител
641,Geld::N,пари,пари
642,Geschäft::N,сделка,сделка
643,Laden::N,дюкян,дюкян
644,Laden::N,дюкян,магазин
645,Laden::N,магазин,дюкян
646,Laden::N,магазин,магазин
647,Preis::N,цена,цена
648,Ware::N,стока,стока
649,Nutzen::N,полза,полза
650,Nutzen::N,полза,облага
651,Nutzen::N,облага,полза
652,Nutzen::N,облага,облага
653,Reichtum::N,богатство,богатство
654,Welt::N,свят,свят
655,Land::N,страна,страна
656,Staat::N,щат,щат
657,Staat::N,щат,държава
658,Staat::N,държава,щат
659,Staat::N,държава,държава
660,König::N,крал,крал
661,Macht::N,мощ,мощ
662,Macht::N,мощ,власт
663,Macht::N,власт,мощ
664,Macht::N,власт,власт
665,Grenze::N,граница,граница
666,Krieg::N,война,война
667,Feind::N,враг,враг
668,Feind::N,враг,неприятел
669,Feind::N,неприятел,враг
670,Feind::N,неприятел,неприятел
671,Gewalt::N,сила,сила
672,Gewalt::N,сила,насилие
673,Gewalt::N,насилие,сила
674,Gewalt::N,насилие,насилие
675,Kampf::N,борба,борба
676,Kampf::N,борба,сражение
677,Kampf::N,сражение,борба
678,Kampf::N,сражение,сражение
679,Bogen[Waffe]::N,лък,лък
680,Pfeil::N,стрела,стрела
681,Gewehr::N,пушка,пушка
682,Fehler::N,грешка,грешка
683,Lüge::N,лъжа,лъжа
684,Schaden::N,повреда,повреда
685,Unglück::N,нещастие,нещастие
686,Schuld::N,вина,вина
687,Alter::N,възраст,възраст
688,Schluss::N,край,край
689,Zeit::N,време,време
690,Tag::N,ден,ден
691,Morgen::N,утро,утро
692,Morgen::N,утро,сутрин
693,Morgen::N,сутрин,утро
694,Morgen::N,сутрин,сутрин
695,Mittag::N,обед,обед
696,Mittag::N,обед,пладне
697,Mittag::N,пладне,обед
698,Mittag::N,пладне,пладне
699,Abend::N,вечер,вечер
700,Nacht::N,нощ,нощ
701,Woche::N,седмица,седмица
702,Monat::N,месец,месец
703,Jahr::N,година,година
704,Frühling::N,пролет,пролет
705,Sommer::N,лято,лято
706,Herbst::N,есен,есен
707,Winter::N,зима,зима
708,Januar::N,януари,януари
709,Februar::N,февруари,февруари
710,März::N,март,март
711,April::N,април,април
712,Mai::N,май,май
713,Juni::N,юни,юни
714,Juli::N,юли,юли
715,August::N,август,август
716,September::N,септември,септември
717,Oktober::N,октомври,октомври
718,November::N,ноември,ноември
719,Dezember::N,декември,декември
720,Montag::N,понеделник,понеделник
721,Dienstag::N,вторник,вторник
722,Mittwoch::N,сряда,сряда
723,Donnerstag::N,четвъртък,четвъртък
724,Freitag::N,петък,петък
725,Samstag::N,събота,събота
726,Sonntag::N,неделя,неделя
727,groß::A,едър,едър
728,groß::A,едър,голям
729,groß::A,голям,едър
730,groß::A,голям,голям
731,klein::A,малък,малък
732,klein::A,малък,дребен
733,klein::A,дребен,малък
734,klein::A,дребен,дребен
735,lang::A,дълъг,дълъг
736,kurz::A,къс,къс
737,breit::A,широк,широк
738,schmal::A,тесен,тесен
739,dicht::A,гъст,гъст
740,dick[Gegenstand]::A,дебел,дебел
741,dünn::A,тънък,тънък
742,fein::A,фин,фин
743,fein::A,фин,тънък
744,fein::A,тънък,фин
745,fein::A,тънък,тънък
746,fest::A,твърд,твърд
747,fest::A,твърд,плътен
748,fest::A,плътен,твърд
749,fest::A,плътен,плътен
750,flach::A,равен,равен
751,flach::A,равен,плосък
752,flach::A,плосък,равен
753,flach::A,плосък,плосък
754,glatt::A,гладък,гладък
755,hart::A,твърд,твърд
756,hart::A,твърд,корав
757,hart::A,корав,твърд
758,hart::A,корав,корав
759,weich::A,мек,мек
760,rund::A,кръгъл,кръгъл
761,spitz::A,островръх,островръх
762,scharf::A,остър,остър
763,stumpf::A,тъп,тъп
764,schwer::A,тежък,тежък
765,schön::A,хубав,хубав
766,schön::A,хубав,красив
767,schön::A,красив,хубав
768,schön::A,красив,красив
769,heiß::A,жарък,жарък
770,warm::A,топъл,топъл
771,kalt::A,студен,студен
772,kühl::A,хладен,хладен
773,frisch::A,свеж,свеж
774,feucht::A,влажен,влажен
775,nass::A,мокър,мокър
776,trocken::A,сух,сух
777,voll::A,пълен,пълен
778,leer::A,празен,празен
779,offen::A,откровен,откровен
780,geschlossen::A,закрит,закрит
781,geschlossen::A,закрит,затворен
782,geschlossen::A,затворен,закрит
783,geschlossen::A,затворен,затворен
784,sauber::A,чист,чист
785,schmutzig::A,мръсен,мръсен
786,roh::A,суров,суров
787,reif::A,зрял,зрял
788,lecker::A,вкусен,вкусен
789,süß::A,сладък,сладък
790,bitter::A,горчив,горчив
791,sauer::A,кисел,кисел
792,hell::A,ясен,ясен
793,hell::A,ясен,светъл
794,hell::A,светъл,ясен
795,hell::A,светъл,светъл
796,dunkel::A,тъмен,тъмен
797,schwarz::A,черен,черен
798,weiß::A,бял,бял
799,rot::A,червен,червен
800,gelb::A,жълт,жълт
801,blau::A,син,син
802,grün::A,зелен,зелен
803,grau::A,сив,сив
804,bunt::A,шарен,шарен
805,bunt::A,шарен,пъстър
806,bunt::A,пъстър,шарен
807,bunt::A,пъстър,пъстър
808,billig::A,евтин,евтин
809,teuer::A,скъп,скъп
810,wertvoll::A,ценен,ценен
811,blind::A,сляп,сляп
812,taub::A,глух,глух
813,kräftig::A,силен,силен
814,stark::A,здрав,здрав
815,stark::A,здрав,силен
816,stark::A,силен,здрав
817,stark::A,силен,силен
818,schwach::A,слаб,слаб
819,fett::A,тлъст,тлъст
820,schlank::A,тънък,тънък
821,schlank::A,тънък,строен
822,schlank::A,строен,тънък
823,schlank::A,строен,строен
824,hübsch::A,хубав,хубав
825,böse::A,зъл,зъл
826,dumm::A,глупав,глупав
827,faul::A,ленив,ленив
828,faul::A,ленив,мързелив
829,faul::A,мързелив,ленив
830,faul::A,мързелив,мързелив
831,fleißig::A,прилежен,прилежен
832,geizig::A,скъпернически,скъпернически
833,klug::A,умен,умен
834,klug::A,умен,разумен
835,klug::A,разумен,умен
836,klug::A,разумен,разумен
837,geschickt::A,умел,умел
838,geschickt::A,умел,сръчен
839,geschickt::A,сръчен,умел
840,geschickt::A,сръчен,сръчен
841,lieb::A,мил,мил
842,lieb::A,мил,драг
843,lieb::A,драг,мил
844,lieb::A,драг,драг
845,lustig::A,весел,весел
846,sanft::A,нежен,нежен
847,sanft::A,нежен,кротък
848,sanft::A,кротък,нежен
849,sanft::A,кротък,кротък
850,hungrig::A,гладен,гладен
851,krank::A,болен,болен
852,nackt::A,гол,гол
853,traurig::A,тъжен,тъжен
854,traurig::A,тъжен,печален
855,traurig::A,печален,тъжен
856,traurig::A,печален,печален
857,lebendig::A,жив,жив
858,gut::A,добър,добър
859,schlecht::A,лош,лош
860,richtig::A,правилен,правилен
861,schlimm::A,лош,лош
862,wahr::A,верен,верен
863,wahr::A,верен,истински
864,wahr::A,истински,верен
865,wahr::A,истински,истински
866,alt::A,стар,стар
867,alt::A,стар,древен
868,alt::A,древен,стар
869,alt::A,древен,древен
870,neu::A,нов,нов
871,ehemalig::A,бивш,бивш
872,alt[Lebewesen]::A,стар,стар
873,jung::A,млад,млад
874,arm::A,беден,беден
875,reich::A,богат,богат
876,bekannt::A,познат,познат
877,bekannt::A,познат,известен
878,bekannt::A,известен,познат
