,Concept_ID,mdf,sq
75,Wasser::N,ведь,ujë
76,Stein::N,кев,gur
77,Boden::N,мода,tokë
78,Boden::N,мода,truall
79,Boden::N,потмакс,tokë
80,Boden::N,потмакс,truall
81,Erde::N,мода,dhe
82,Erde::N,мода,baltë
83,Erde::N,мастор,dhe
84,Erde::N,мастор,baltë
85,Staub::N,пуль,pluhur
86,Rauch::N,качам,tym
87,Funke::N,ця́тка,xixë
88,Funke::N,ця́тка,shkëndijë
89,Feuer::N,тол,zjarr
90,Licht::N,ва́лда,dritë
91,Schatten::N,цильф,hije
92,Wetter::N,уша,mot
93,Nebel::N,тума́н,mjegull
94,Wolke::N,ковол,re
95,Regen::N,пизем,shi
96,Schnee::N,лов,borë
97,Eis::N,эй,akull
98,Frost::N,ке́льме,ngricë
99,Kälte::N,якшама,të ftohtë
100,Hitze::N,пси,vapë
101,Hitze::N,пси,nxehtësi
102,Raureif::N,леш,cikmë
103,Regenbogen::N,а́тямъёнга,ylber
104,Donner::N,атям,gjëmim
105,Donner::N,атям,bubullimë
106,Strömung::N,шудема́,rrymë
107,Tropfen::N,путькс,pikë
108,Tropfen::N,пътняфкс,pikë
109,Schaum::N,шов,shkumë
110,Schmutz::N,ърда́з,baltë
111,See::N,эрьхке,liqen
112,Sumpf::N,шяй,batak
113,Moor::N,шяй,kënetë
114,Wiese::N,луга,livadh
115,Wald::N,вирь,pyll
116,Hügel::N,губо́р,kodër
117,Hügel::N,пандоня,kodër
118,Anhöhe::N,губо́р,bregore
119,Berg::N,панда,mal
120,Gipfel::N,пря,kulm
121,Höhle::N,у́нда,shpellë
122,Höhle::N,у́нда,zgafelle
123,Abhang::N,па́нда ша́ма,shpat
124,Abhang::N,па́нда ша́ма,tatëpjetë
125,Quelle::N,эшиня,krua
126,Quelle::N,эшиня,burim
127,Bach::N,шудерькс,virua
128,Fluss::N,ляй,lumë
129,Ufer::N,търва́,breg
130,Küste::N,ляйтърва́,anëdet
131,Küste::N,ляйтърва́,bregdet
132,Festland::N,мода,kontinent
133,Meer::N,моря,det
134,Bucht::N,ведьуське,gji deti
135,Insel::N,цёнга,ishull
136,Insel::N,цёнга,ujdhesë
137,Blume::N,панчф,lule
138,Gras::N,тише,bar
139,Wurzel::N,юр,rrënjë
140,Wurzel::N,ункс,rrënjë
141,Baum::N,шуфта,pemë
142,Stamm::N,ро́нга,trung
143,Rinde::N,кер,lëvore
144,Ast::N,морга,degë
145,Zweig::N,тарад,bisk
146,Blatt::N,лопа,fletë
147,Blatt::N,лопа,gjethe
148,Birke::N,ке́лу,mështekën
149,Kiefer[Baum]::N,пиче,pishë
150,Weide[Baum]::N,каль,shelg
151,Tanne::N,куз,bredh
152,Horn::N,сюра,bri
153,Feder::N,толга,pupël
154,Fell::N,кедь,lëkurë
155,Flügel::N,паця,krah
156,Flügel::N,паця,fletë
157,Klaue::N,кенже,kthetër
158,Kralle::N,кенже,thua
159,Kralle::N,кенже,kthetër
160,Schwanz::N,пула,bisht
161,Ei::N,ал,vezë
162,Nest::N,пиза,fole
163,Bau::N,пиза,strofkë
164,Tier::N,жува́та,kafshë
165,Herde::N,нал,kope
166,Herde::N,нал,grigjë
167,Herde::N,стада,kope
168,Herde::N,стада,grigjë
169,Kuh::N,скал,lopë
170,Kuh::N,тракс,lopë
171,Bulle::N,бука,dem
172,Pferd::N,лишме,kalë
173,Schaf::N,уча́,dele
174,Schwein::N,тува,derr
175,Hund::N,пине,qen
176,Katze::N,катоня,mace
177,Katze::N,аваката,mace
178,Bär::N,офта,ari
179,Eichhörnchen::N,ур,ketër
180,Elch::N,ся́рда,dre brilopatë
181,Fuchs::N,келазь,dhelpër
182,Hase::N,ну́мол,lepur
183,Maus::N,шеер,mi
184,Wolf::N,върьгаз,ujk
185,Vogel::N,нармонь,zog
186,Vogel::N,нармонь,shpend
187,Schwarm::N,ко́вол,luzmë
188,Schwarm::N,ме́швеле,luzmë
189,Huhn::N,сараз,pulë
190,Hahn::N,а́тякш,gjel
191,Hahn::N,а́тякш,këndes
192,Gans::N,маци,patë
193,Adler::N,куцькан,shqiponjë
194,Ente::N,яксярга,rosë
195,Eule::N,ко́рож,buf
196,Kranich::N,ка́рга,lejlek
197,Kranich::N,ка́рга,kurrillë
198,Krähe::N,ва́рси,sorrë
199,Kuckuck::N,ку́ку,qyqe
200,Schwan::N,ло́ксти,mjellmë
201,Fisch::N,кал,peshk
202,Barsch::N,о́кунь,purtekë
203,Hecht::N,щу́ка,mlysh
204,Schlange[Tier]::N,куй,gjarpër
205,Wurm::N,сукс,krimb
206,Spinne::N,унжа́,marimangë
207,Ameise::N,панжам,thnegël
208,Ameise::N,панжам,milingonë
209,Laus::N,си,morr
210,Mücke::N,ся́ське,kunup
211,Mücke::N,ся́ське,mushkonjë
212,Fliege::N,кару,mizë
213,Schmetterling::N,ме́лав,flutur
214,Beere::N,и́мож,frutë
215,Beere::N,и́мож,manaferrë
216,Apfel::N,марь,mollë
217,Pilz::N,панга,kërpudhë
218,Zwiebel::N,шурьхкя́,qepë
219,Saat::N,видьмот,farë
220,Korn::N,сёра,grurë
221,Korn::N,сёра,kokërr
222,Heu::N,тише,sanë
223,Schale::N,кедь,lëkurë
224,Grube::N,лотка,gropë
225,Falle::N,туфкс,kurth
226,Falle::N,туфкс,grackë
227,Falle::N,кунда́ма,kurth
228,Falle::N,кунда́ма,grackë
229,Schlinge::N,килькш,nyjë
230,Spur::N,пильгоки́,gjurmë
231,Asche::N,кулу,hi
232,Dreck::N,ърда́з,baltë
233,Eisen::N,кшни,hekur
234,Gold::N,ока,ar
235,Gold::N,ока,flori
236,Gold::N,золота,ar
237,Gold::N,золота,flori
238,Silber::N,сия́,argjend
239,Kohle::N,седь,qymyr
240,Kohle::N,седьвальмя,qymyr
241,Glas::N,кля́нцек,qelq
242,Lehm::N,сёвонь,argjilë
243,Sand::N,шува́р,rërë
244,Mensch::N,ломань,njeri
245,Mann::N,аля,burrë
246,Mann::N,аля,mashkull
247,Mann::N,цёраломань,burrë
248,Mann::N,цёраломань,mashkull
249,Frau::N,ава,grua
250,Frau::N,ава,femër
251,Kind::N,идь,kalama
252,Kind::N,шаба,kalama
253,Junge::N,цёраня,djalë
254,Mädchen::N,стирня́,gocë
255,Mädchen::N,стирня́,vajzë
256,Familie::N,тнал,familje
257,Familie::N,семья,familje
258,Großvater::N,атя,gjysh
259,Großvater::N,щя́тя,gjysh
260,Großmutter::N,баба,gjyshe
261,Eltern::N,тя́дят-а́лят,prindër
262,Vater::N,аля,atë
263,Mutter::N,ава,nënë
264,Mutter::N,тядя,nënë
265,Sohn::N,цёра,bir
266,Tochter::N,стирь,bijë
267,Bruder::N,дуган,vëlla
268,Bruder::N,пяльне,vëlla
269,Schwester::N,ака,motër
270,Schwester::N,сазор,motër
271,Onkel::N,оця,dajë
272,Onkel::N,оця,xhaxha
273,Onkel::N,патя,dajë
274,Onkel::N,патя,xhaxha
275,Onkel::N,щеня́,dajë
276,Onkel::N,щеня́,xhaxha
277,Tante::N,ака,teze
278,Tante::N,ака,hallë
279,Tante::N,щака,teze
280,Tante::N,щака,hallë
281,Ehemann::N,мирде,burrë
282,Ehemann::N,мирде,bashkëshort
283,Ehefrau::N,ърьвя́,grua
284,Ehefrau::N,ърьвя́,bashkëshorte
285,Freude::N,ке́нярдема,gaz
286,Freude::N,ке́нярдема,gëzim
287,Gelächter::N,рахсема,qeshje
288,Glück::N,паваз,lumturi
289,Kummer::N,ризф,brengë
290,Kummer::N,ризф,pikëllim
291,Kummer::N,пичефкс,brengë
292,Kummer::N,пичефкс,pikëllim
293,Wunsch::N,мяль,dëshirë
294,Wunsch::N,таколдома,dëshirë
295,Lust::N,таколдома,epsh
296,Lust::N,таколдома,dashuri
297,Geist::N,вайме,frymë
298,Geist::N,вайме,shpirt
299,Gedanke::N,мяль,ide
300,Gedanke::N,мяль,mendim
301,Gedächtnis::N,прявий,kujtesë
302,Verstand::N,прявий,mend
303,Sinn::N,ён,kuptim
304,Grund::N,туфта́л,arsye
305,Wahrheit::N,ви́де,vërtetë
306,Wahrheit::N,видеши́,vërtetë
307,Gespräch::N,корхтама,bisedim
308,Märchen::N,ёфкс,përrallë
309,Erzählung::N,азкс,tregim
310,Nachricht::N,куля́,lajm
311,Neuigkeit::N,куля́,risi
312,Name::N,лем,emër
313,Rätsel::N,со́дама ёфкс,gjëzë
314,Rätsel::N,со́дама ёфкс,gjëegjëzë
315,Rede::N,вал,fjalim
316,Rede::N,корхтама,fjalim
317,Sprache::N,кяль,gjuhë
318,Stimme::N,вайгяль,zë
319,Wort::N,вал,fjalë
320,Zeichen::N,тя́ште,shenjë
321,Zeichen::N,тя́штькс,shenjë
322,Ruf::N,тердема,thirrmë
323,Lärm::N,гайф,zhurmë
324,Lärm::N,жалакодома,zhurmë
325,Laut::N,вайгяль,tingull
326,Ton::N,вайгяль,ton
327,Lied::N,мора,këngë
328,Ruhe::N,сетьме,qetësi
329,Leute::N,ломатть,botë
330,Leute::N,ломатть,njerëz
331,Volk::N,наро́д,popull
332,Arbeit::N,тев,punë
333,Gast::N,и́нжи,mik
334,Gast::N,и́нжи,mysafir
335,Gast::N,ко́нак,mik
336,Gast::N,ко́нак,mysafir
337,Geschenk::N,казне,dhuratë
338,Geschenk::N,казне,peshqesh
339,Spiel::N,налхкома,lojë
340,Spiel::N,налхксема,lojë
341,Gesellschaft::N,кружок,shoqëri
342,Hilfe::N,лездома,ndihmë
343,Freund::N,я́лга,mik
344,Kamerad::N,я́лга,shok
345,Angelegenheit::N,тев,punë
346,Anzahl::N,лувкс,sasi
347,Art::N,вид,lloj
348,Stück::N,пакш,copë
349,Teil::N,часть,pjesë
350,Teil::N,пялькс,pjesë
351,Hälfte::N,пяле,gjysmë
352,Kreis::N,шаркс,qark
353,Kreis::N,шаркс,rreth
354,Kreuz::N,крёз,kryq
355,Linie::N,межа,vijë
356,Linie::N,китькс,vijë
357,Strich::N,межа,vizë
358,Abstand::N,ётка,distancë
359,Entfernung::N,ётка,largim
360,Gegend::N,ва́ста,vise
361,Gegend::N,ва́ста,krahinë
362,Gegend::N,перьфпя́ль,vise
363,Gegend::N,перьфпя́ль,krahinë
364,Platz::N,ва́ста,shesh
365,Ort::N,ва́ста,vend
366,Seite::N,пяле,anë
367,Mitte::N,кучка́,mes
368,Gegenstand::N,веща,send
369,Sache::N,тев,gjë
370,Sache::N,тев,send
371,Sache::N,веща,gjë
372,Sache::N,веща,send
373,Rand::N,пе,qoshe
374,Kante::N,и́рдез,teh
375,Ecke::N,ужа,qoshe
376,Spitze::N,пря,majë
377,Ende::N,пе,skaj
378,Ende::N,пе,bisht
379,Loch::N,варя,vrimë
380,Winkel::N,ужа,kënd
381,Muster::N,сёрма,mostër
382,Größe::N,серь,madhësi
383,Länge::N,кува́лма,gjatësi
384,Höhe::N,серь,lartësi
385,Gewicht::N,сталма,peshë
386,Menge::N,лувкс,sasi
387,Haufen::N,мар,grumbull
388,Reihe::N,ряд,radhë
389,Reihe::N,ряд,rresht
390,Boot::N,венеж,barkë
391,Boot::N,венеж,lundër
392,Ruder::N,миле,rrem
393,Schlitten::N,ну́рда,sajë
394,Ski::N,сокс,ski
395,Lagerfeuer::N,то́лмар,flakadan
396,Lagerfeuer::N,то́лмар,zjarr i madh
397,Last::N,канкс,barrë
398,Last::N,сталма,barrë
399,Gang::N,молема,ecje
400,Schritt::N,аськолкс,hap
401,Norden::N,якшама шире,veri
402,Süden::N,ля́мбе ши́ре,jug
403,Westen::N,ши валгома шире,perëndim
404,Osten::N,шинь стяма шире,lindje
405,Holz::N,вирь,dru
406,Holz::N,шуфта,dru
407,Brett::N,лавця,dërrasë
408,Platte::N,плита́,pllakë
409,Stütze::N,неже,shtyllë
410,Stütze::N,неже,mbështetesë
411,Stange::N,олга,shufër
412,Stock::N,байдек,dajak
413,Stab::N,олгоня,shkop
414,Rohr::N,турама,tub
415,Haus::N,куд,shtëpi
416,Heim::N,куд,konak
417,Heim::N,куд,shtëpi
418,Ofen::N,пянакуд,sobë
419,Ofen::N,пянакуд,stufë
420,Fußboden::N,кия́кс,dysheme
421,Tisch::N,шра,tryezë
422,Tisch::N,моркш,tryezë
423,Stuhl::N,стул,karrige
424,Wiege::N,нюря́м,djep
425,Bett::N,ацам,shtrat
426,Regal::N,лавцяланга,raft
427,Kiste::N,парга,kuti
428,Fenster::N,валмья,dritare
429,Tür::N,кенкш,derë
430,Tor::N,ортат,portë
431,Zaun::N,перяфкс,gardh
432,Dach::N,кудпря,çati
433,Leiter::N,куцема,shkallë
434,Besen::N,тяльме,fshesë
435,Spaten::N,ка́йме,lopatë
436,Schaufel::N,ко́поня,qyrek
437,Schaufel::N,ця́рдом,qyrek
438,Gabel::N,ця́нгоня,pirun
439,Löffel::N,куцю,lugë
440,Messer::N,пеель,thikë
441,Nagel::N,эска,gozhdë
442,Haken::N,кя́чказ,grep
443,Haken::N,кя́чказ,grremç
444,Griff::N,недь,dorak
445,Griff::N,недь,dorezë
446,Griff::N,кунда́мка,dorak
447,Griff::N,кунда́мка,dorezë
448,Schloss::N,замо́к,bravë
449,Bild::N,карти́на,tablo
450,Bild::N,карти́на,pikturë
451,Figur::N,ронга-понда,figurë
452,Puppe::N,ня́ка,kukull
453,Beutel::N,кяскав,qese
454,Beutel::N,кяскав,trastë
455,Bündel::N,кярьме,deng
456,Tasche::N,кошяльня,çantë
457,Eimer::N,ве́дарка,kovë
458,Deckel::N,тавадкс,kapak
459,Deckel::N,тавадкс,mbulesë
460,Deckel::N,вельхкс,kapak
461,Deckel::N,вельхкс,mbulesë
462,Geschirr::N,кядьге,enë
463,Sack::N,кяскав,thes
464,Sack::N,кяскав,torbë
465,Tasse::N,ша́ваня,filxhan
466,Topf::N,кавозь,kusi
467,Topf::N,кавозь,tenxhere
468,Kessel::N,сргавозь,kazan
469,Essen::N,ярхцама,ngrënie
470,Nahrung::N,ярхцампяль,ushqim
471,Speise::N,ярхцама,gatesë
472,Fleisch::N,пал,mish
473,Fleisch::N,сиволь,mish
474,Getreide::N,сёра,drithë
475,Brei::N,ям,qull
476,Brot::N,кши,bukë
477,Scheibe::N,кочам,fetë
478,Fett::N,куя́,lyrë
479,Fett::N,куя́,yndyrë
480,Butter::N,вай,gjalpë
481,Öl::N,вай,vaj
482,Salz::N,сал,kripë
483,Suppe::N,шонгарям,supë
484,Suppe::N,шонгарям,çorbë
485,Suppe::N,коршампяль,supë
486,Suppe::N,коршампяль,çorbë
487,Honig::N,медь,mjaltë
488,Milch::N,лофца,qumësht
489,Tee::N,чай,çaj
490,Leder::N,кедь,lëkurë
491,Wolle::N,пона,lesh
492,Stoff::N,котф,pëlhurë
493,Nadel::N,салмокс,gjilpërë
494,Faden::N,сюре,pe
495,Faden::N,сюре,fije
496,Knopf::N,пуня,kopsë
497,Knoten::N,сюлма,komb
498,Farbe::N,архтомбяль,bojë
499,Kleidung::N,щам,veshje
500,Hemd::N,па́нар,këmishë
501,Kragen::N,сиве,jakë
502,Ärmel::N,ожа,mëngë
503,Hose::N,понкст,brekë
504,Gürtel::N,каркс,rrip
505,Mütze::N,вазь,kësulë
506,Schuh::N,башма́к,këpucë
507,Stiefel::N,кя́ме,çizme
508,Ring::N,суркс,unazë
509,Band::N,керькс,shirit
510,Band::N,лента,shirit
511,Kamm::N,сюрьхцем,krehër
512,Spiegel::N,ванома,pasqyrë
513,Riemen::N,шнань каркс,rrip
514,Schnur::N,пикс,litar
515,Schnur::N,пикс,cikomë
516,Schnur::N,карькскя,litar
517,Schnur::N,карькскя,cikomë
518,Leine::N,вядьме,rrip
519,Decke::N,вельхкс,batanije
520,Kissen::N,тоду,jastëk
521,Tuch::N,руця́,shami
522,Handtuch::N,на́рдама,peshqir
523,Kraft::N,вий,forcë
524,Stärke::N,вииши,koll
525,Gesundheit::N,шумбраши́,shëndet
526,Krankheit::N,урма́,sëmundje
527,Krankheit::N,сярядема,sëmundje
528,Schmerz::N,маряма,dhimbje
529,Wunde::N,керф,plagë
530,Fieber::N,маштыкс,ethe
531,Arznei::N,надо́бья,ilaç
532,Arznei::N,пъчка́фтома,ilaç
533,Brücke::N,седь,urë
534,Brunnen::N,эши,pus
535,Weide::N,ванома васта,kullotë
536,Pfad::N,ян,ravë
537,Pfad::N,ян,shteg
538,Pfad::N,киня́,ravë
539,Pfad::N,киня́,shteg
540,Weg::N,ки,udhë
541,Weg::N,ки,shteg
542,Straße::N,ки,rrugë
543,Dorf::N,веле,fshat
544,Dorf::N,веле,katund
545,Stadt::N,ош,qytet
546,Brief::N,сёрма,letër
547,Buch::N,книга,libër
548,Buchstabe::N,бу́ква,shkronjë
549,Zeitung::N,газе́та,gazetë
550,Leben::N,эряф,jetë
551,Leben::N,эряма,jetë
552,Tod::N,кулома́,mortje
553,Grab::N,калма,varr
554,Kirche::N,це́рькав,kishë
555,Sünde::N,пежеть,mëkat
556,Sünde::N,пежеть,gjynah
557,Sünde::N,муворкс,mëkat
558,Sünde::N,муворкс,gjynah
559,Gott::N,шкай,hy
560,Gott::N,шкай,zot
561,Arbeiter::N,трудендай,punëtor
562,Arbeiter::N,работник,punëtor
563,Chef::N,азор,shef
564,Chef::N,азор,drejtues
565,Chef::N,оцюня,shef
566,Chef::N,оцюня,drejtues
567,Meister::N,мастяр,mjeshtër
568,Arzt::N,врач,mjek
569,Arzt::N,врач,doktor
570,Arzt::N,доктор,mjek
571,Arzt::N,доктор,doktor
572,Lehrer::N,учи́тель,mësues
573,Lehrer::N,учи́тель,arsimtar
574,Geld::N,ярмакт,para
575,Geld::N,ярмакт,holla
576,Geschäft::N,ладяфкс,ujdi
577,Geschäft::N,ладяфкс,biznes
578,Geschäft::N,ладяф тев,ujdi
579,Geschäft::N,ладяф тев,biznes
580,Laden::N,ла́вка,dyqan
581,Preis::N,питне,çmim
582,Ware::N,миф,mall
583,Ware::N,ра́маф,mall
584,Nutzen::N,пара,dobi
585,Nutzen::N,пара,leverdi
586,Nutzen::N,лезкс,dobi
587,Nutzen::N,лезкс,leverdi
588,Reichtum::N,ко́зяши,kamje
589,Reichtum::N,ко́зяши,pasuri
590,Welt::N,свет,botë
591,Land::N,мастор,vend
592,Staat::N,государства,shtet
593,König::N,король,mbret
594,Macht::N,азорондама,fuqi
595,Macht::N,азорондама,pushtet
596,Macht::N,азорксши,fuqi
597,Macht::N,азорксши,pushtet
598,Grenze::N,ёткаян,kufi
599,Krieg::N,война́,luftë
600,Feind::N,душман,armik
601,Feind::N,каршек тюри,armik
602,Gewalt::N,наругама,dhunë
603,Kampf::N,тюрема́,luftim
604,Bogen[Waffe]::N,нал,hark
605,Pfeil::N,нал,shigjetë
606,Gewehr::N,винто́вка,pushkë
607,Fehler::N,эльбядькс,gafë
608,Fehler::N,эльбядькс,gabim
609,Lüge::N,васькафнема,gënjeshtër
610,Schaden::N,зия́н,dëm
611,Schaden::N,зия́н,zarar
612,Unglück::N,зия́н,fatkeqësi
613,Schuld::N,муворши,faj
614,Alter::N,эряф кизот,moshë
615,Alter::N,эряфонь пинге,moshë
616,Schluss::N,пе,fund
617,Zeit::N,пинге,kohë
618,Tag::N,ши,ditë
619,Morgen::N,шобдава,mëngjes
620,Mittag::N,шикучка,mesditë
621,Abend::N,иля́дь,mbrëmje
622,Nacht::N,ве,natë
623,Woche::N,недя́ля,javë
624,Monat::N,ков,muaj
625,Jahr::N,киза,vit
626,Frühling::N,тунда́,pranverë
627,Sommer::N,киза,verë
628,Herbst::N,сёксе,vjeshtë
629,Winter::N,тяла,dimër
630,Januar::N,кельмеков,janar
631,Februar::N,уфайков,shkurt
632,März::N,марайков,mars
633,April::N,шудиков,prill
634,Mai::N,панжиков,maj
635,Juni::N,лямбеков,qershor
636,Juli::N,псиков,korrik
637,August::N,сёроньков,gusht
638,September::N,тюжягов,shtator
639,Oktober::N,кельмазаков,tetor
640,November::N,эйндамков,nëntor
641,Dezember::N,кучкаков,dhjetor
642,Montag::N,одговши,hënë
643,Dienstag::N,ша́вши,martë
644,Mittwoch::N,вержи,mërkurë
645,Donnerstag::N,шува́ланя,enjte
646,Freitag::N,пя́денця,premte
647,Samstag::N,ёткши,shtunë
648,Sonntag::N,таргоши,diel
649,groß::A,оцю,madh
650,klein::A,ёмла,vogël
651,lang::A,кува́ка,gjatë
652,kurz::A,нюрьхкя́ня,shkurtër
653,breit::A,кели,gjerë
654,schmal::A,тяйня,ngushtë
655,dicht::A,сиде,dendur
656,dicht::A,туста,dendur
657,dick[Gegenstand]::A,эчке,trashë
658,dünn::A,шува́ня,hollë
659,fein::A,шува́ня,imët
660,fest::A,кеме,fortë
661,flach::A,лапш,sheshtë
662,glatt::A,вадяв,rrafshët
663,glatt::A,такор,rrafshët
664,hart::A,калгода,fortë
665,weich::A,ляпе,butë
666,rund::A,кру́глай,rrumbullakët
667,spitz::A,ботаз,majëmprehtë
668,spitz::A,оржа,majëmprehtë
669,scharf::A,оржа,mprehtë
670,stumpf::A,ношка,topitur
671,schwer::A,стака,rëndë
672,schön::A,мазы,bukur
673,heiß::A,пси,nxehtë
674,warm::A,лямбе,ngrohtë
675,kalt::A,кельме,ftohtë
676,kühl::A,эше,freskët
677,frisch::A,свежай,pastër
678,feucht::A,летьке,lagësht
679,nass::A,начка,lagur
680,trocken::A,коське,thatë
681,voll::A,пяшксе,plotë
682,leer::A,шава,bosh
683,leer::A,шава,zbrazët
684,offen::A,панжада,hapur
685,offen::A,виде,hapur
686,geschlossen::A,пякстаф,mbyllur
687,geschlossen::A,сёлгф,mbyllur
688,sauber::A,ару,dëlirë
689,schmutzig::A,рда́зу,ndyrë
690,schmutzig::A,пя́ндра,ndyrë
691,roh::A,верок,gjallë
692,reif::A,ке́нерьф,arrirë
693,lecker::A,танцти,shijshëm
694,süß::A,ламбама,ëmbël
695,bitter::A,сяпи,hidhur
696,sauer::A,шапама,thartë
697,hell::A,валда,me dritë
698,dunkel::A,шобда,errët
699,schwarz::A,равжа,i zi
700,weiß::A,акша,bardhë
701,rot::A,якстерь,kuq
702,gelb::A,тюжя́,verdhë
703,blau::A,сенем,blu
704,blau::A,сенем,kaltër
705,grün::A,пиже,blertë
706,grün::A,пиже,gjelbër
707,grün::A,сянгяря,blertë
708,grün::A,сянгяря,gjelbër
709,grau::A,уле,hirtë
710,grau::A,уле,bojë hiri
711,bunt::A,сёрмав,shumëngjyrëshëm
712,billig::A,у́цез,lirë
713,billig::A,аф пи́тни,lirë
714,teuer::A,пи́тни,shtrenjtë
715,wertvoll::A,питни,çmuar
716,wertvoll::A,питни,vlershëm
717,blind::A,сокор,qorr
718,blind::A,сокор,verbër
719,taub::A,пярав,shurdhër
720,kräftig::A,пяк вии,fuqishëm
721,stark::A,вии,fortë
722,schwach::A,лафча,dobët
723,fett::A,куя́,dhjamur
724,schlank::A,виде ронга,hollë
725,hübsch::A,мазы,bukur
726,hübsch::A,мазы,hijshëm
727,böse::A,кяжи,keq
728,dumm::A,аф ёню,teveqel
729,dumm::A,шава пря,teveqel
730,faul::A,нола,dembel
731,fleißig::A,ку́лхцонды,zellshëm
732,geizig::A,кирьжя,kurnac
733,geizig::A,кирьжя,dorështrënguar
734,geizig::A,жаднай,kurnac
735,geizig::A,жаднай,dorështrënguar
736,klug::A,ёню,mençur
737,klug::A,пря́ви,mençur
738,geschickt::A,маштозь тиф,aftë
739,lieb::A,цебярь,dashur
740,lustig::A,ра́хси,gëzuar
741,sanft::A,сетьме,butë
742,hungrig::A,вача,uritur
743,hungrig::A,вачеда,uritur
744,krank::A,сяряди,sëmurë
745,nackt::A,штада,lakuriq
746,nackt::A,штада,zhveshur
747,nackt::A,кърхтапа,lakuriq
748,nackt::A,кърхтапа,zhveshur
749,traurig::A,ла́жнай,trishtuar
750,lebendig::A,эряй,gjallë
751,gut::A,пара,mirë
752,gut::A,цебярь,mirë
753,schlecht::A,кальдяв,keq
754,richtig::A,виде,drejtë
755,schlimm::A,кальдяв,keq
756,wahr::A,афкуксонь,vërtetë
757,alt::A,ташта,vjetër
758,neu::A,од,i ri
759,ehemalig::A,и́нгольдень,dikurshëm
760,alt[Lebewesen]::A,сире,plak
761,jung::A,од,i ri
762,arm::A,а́шу,varfër
763,arm::A,а́шу,vobektë
764,reich::A,козя,pasur
765,bekannt::A,содаф,njohur
766,berühmt::A,содавикс,famshëm
767,fremd::A,лия,huaj
768,fremd::A,аф содаф,huaj
769,verschieden::A,аф фкя ла́цонь,ndryshëm
770,nah::A,мала,afërt
771,nah::A,аф ичкоздень,afërt
772,fern::A,и́чкоздень,largët
773,fern::A,куна́рдонь,largët
774,linker::A,кержи,majtë
775,rechter::A,види,djathtë
776,anderer::A,лия,tjetër
777,erster::A,васенце,parë
778,zweiter::A,омбоце,dytë
779,dritter::A,колмоце,i tretë
780,letzter::A,ме́кольце,fundit
781,allein::ADV,ськамонза,vetëm
782,auf einmal::ADV,вихцок,njëkohësisht
783,zusammen::ADV,марс,bashkë
784,zusammen::ADV,марс,së bashku
785,zusammen::ADV,ма́рса,bashkë
786,zusammen::ADV,ма́рса,së bashku
787,lange::ADV,кува́тьс,për një kohë të gjatë
