,Concept_ID,lbe,uk
751,vergebens::ADV,нахӏакь,дарма
752,vor::PRP,хьхьичӏ,перед
753,hinter::PRP,махъ,ззаду
754,hinter::PRP,махъ,позаду
755,unter::PRP,лув,під
756,durch::PRP,-х,крізь
757,neben::PRP,чӏарав,біля
758,zwischen::PRP,дянив,між
759,wegen::PRP,цӏаний,з-за
760,wegen::PRP,цӏаний,через
761,dies::PRN,ва,це
762,das::PRN,та,то
763,das::PRN,кӏа,то
764,das::PRN,га,то
765,alles::PRN,щала,все
766,ich::PRN,на,я
767,du::PRN,ина,ти
768,er::PRN,му,він
769,wir::PRN,жу,ми
770,ihr::PRN,зу,ви
771,was::FPRN,ци,що
772,wer::FPRN,цу,хто
773,wo::FADV,чув,де
774,wohin::FADV,чун,куди
775,wie::FADV,цукун,як
776,warum::FADV,цан,чому
777,wieviel::FNUM,циксса,скільки
778,eins::NUM,ца,один
779,zwei::NUM,кӏива,два
780,drei::NUM,шамма,три
781,vier::NUM,мукьа,чотири
782,vier::NUM,мукьва,чотири
783,fünf::NUM,ххюва,п’ять
784,sechs::NUM,ряхва,шість
785,sieben::NUM,арула,сім
786,acht::NUM,мяйва,вісім
787,neun::NUM,урчӏва,дев’ять
788,zehn::NUM,ацӏва,десять
789,elf::NUM,ацӏния цава,одинадцять
790,zwölf::NUM,ацӏиия кӏива,дванадцять
791,zwanzig::NUM,кьува,двадцять
792,dreißig::NUM,зувира,тридцять
793,vierzig::NUM,мукьцӏала,сорок
794,fünfzig::NUM,ххюцӏала,п’ятдесят
795,sechzig::NUM,ряхцӏала,шістдесят
796,achtzig::NUM,мяйцӏала,вісімдесят
797,neunzig::NUM,урчӏцӏала,дев’яносто
798,hundert::NUM,ттурш,сто
799,hundert::NUM,ттуршва,сто
800,tausend::NUM,азарва,тисяча
801,und::CNJ,-гу,і
802,oder::CNJ,я,або
803,oder::CNJ,ягу,або
804,stehen::V,ацӏан,стояти
805,sitzen::V,щяивкӏун икӏан,сидіти
806,liegen::V,утту нвхьуну икӏан,лежати
807,hängen::V,зурчӏай тӏун,висіти
808,werden::V,хьун,стати
809,werden::V,хьун,робитися
810,passieren::V,хьун,трапитися
811,beginnen::V,дайдишин,початися
812,beginnen::V,дайдирхьуну дикӏан,початися
813,enden::V,къуртал дан,кінчитися
814,wechseln::V,даххана хьун,мінятися
815,wechseln::V,даххана дуллан,мінятися
816,aufgehen[Sonne]::V,буклай бур,зійти
817,untergehen[Sonne]::V,лаглай бур,зайти
818,scheinen[Sonne]::V,битан,світити
819,scheinen[Sonne]::V,чани буллан,світити
820,donnern::V,тӏий бур,гриміти
821,wehen::V,бишлай бур,віяти
822,strömen::V,экьинан,литися
823,fließen::V,экьинан,текти
824,sich drehen::V,гьанан,обертатися
825,schwanken::V,хъюлчу тӏун,коливатися
826,schwanken::V,хӏуркку тӏун,коливатися
827,schwingen::V,хъюлчай тӏун,хитатися
828,schwingen::V,хъюлчай тӏун,гойдатися
829,schwingen::V,хъюлчу тӏун,хитатися
830,schwingen::V,хъюлчу тӏун,гойдатися
831,fallen::V,багьлан,падати
832,brennen::V,ччучлан,горіти
833,rauchen::V,пуркӏу тӏун,диміти
834,regnen::V,лачӏун,дощити
835,regnen::V,лачIлай дур,дощити
836,gefrieren::V,микӏ лачӏун,змерзнути
837,tauen::V,баслан,танути
838,schmelzen::V,баслан,плавитися
839,trocknen::V,кьакьан,сохнути
840,sieden::V,щаран,кипіти
841,faulen::V,аьллан,гнити
842,verfaulen::V,аьллан,згнити
843,verfaulen::V,аьян,згнити
844,reißen::V,ххя дукан,рватися
845,versinken::V,оькьлан,тонути
846,versinken::V,оькьан,тонути
847,vergehen::V,лялиян,проходити
848,erscheinen::V,буккан,з’явитися
849,erscheinen::V,загьир хьун,з’явитися
850,verschwinden::V,бат хьун,щезнути
851,verschwinden::V,бат хьун,зникнути
852,verschwinden::V,акъа хьун,щезнути
853,verschwinden::V,акъа хьун,зникнути
854,sinken::V,чахь учин,спадати
855,abnehmen::V,чан хьун,поменшитися
856,abnehmen::V,ссуссукьу хьун,поменшитися
857,zunehmen::V,гьарза хьун,збільшуватися
858,steigen::V,гьаз хьун,підніматися
859,wachsen::V,ххяххан,рости
860,glänzen::V,цӏай буккан,блищати
861,funkeln::V,цӏай-цӏай тӏун,блискати
862,lärmen::V,чӏу буллан,шуміти
863,lärmen::V,аьлагъужа буллан,шуміти
864,läuten::V,занг ришлан,дзвонити
865,läuten::V,занг дуллан,дзвонити
866,klingeln::V,занг ришлан,дзвонити
867,klingeln::V,занг дуллан,дзвонити
868,brausen::V,никъащилан,бушувати
869,rauschen::V,щурщур тӏун,шелестіти
870,klingen::V,чӏу буклан,лунати
871,klingen::V,чӏу буклан,звучати
872,bellen::V,хӏап тӏун,гавкати
873,blasen::V,уф тӏун,дунути
874,pfeifen::V,щютӏа тӏун,свистіти
875,schreien::V,чӏу бан,кричати
876,stöhnen::V,угь-къак тӏун,стогнати
877,zittern::V,зурзу чин,тремтіти
878,zittern::V,зурзу тӏун,тремтіти
879,leben::V,ялапар хъанан,жити
880,geboren werden::V,ан,народитися
881,atmen::V,ссихӏ ласлан,дихати
882,atmen::V,ссихӏ бигьлан,дихати
883,trinken::V,хӏачӏан,пити
884,trinken::V,хӏачӏлан,пити
885,essen::V,канан,їсти
886,schlucken::V,кьюлтӏа тӏун,ковтати
887,müde werden::V,аьхчӏин,втомитися
888,einschlafen::V,шанан икӏан,заснути
889,schlafen::V,шанан,спати
890,aufwachen::V,чантӏ учин,прокинутися
891,aufstehen::V,бизан,встати
892,sich erholen::V,бигьалаган,відпочивати
893,krank werden::V,къашай хьун,захворіти
894,krank sein::V,къашай хъанан,хворіти
895,krank sein::V,къашавай икӏан,хворіти
896,schmerzen::V,цӏун,боліти
897,husten::V,хъугьу чин,кашляти
898,husten::V,хъугьу тӏун,кашляти
899,genesen::V,хъин хьун,одужати
900,genesen::V,хъин хьун,видужати
901,genesen::V,сагъ лаган,одужати
902,genesen::V,сагъ лаган,видужати
903,sterben::V,ивчӏан,померти
904,umkommen::V,лиллан,згинути
905,umkommen::V,литӏлан,згинути
906,umkommen::V,ажал биян,згинути
907,umkommen::V,личӏи хьун,згинути
908,umkommen::V,иакьлу хьун,згинути
909,umkommen::V,ахир жан хъанан,згинути
910,umkommen::V,рухӏирачӏа икӏан,згинути
911,sich bewegen::V,сукку хьун,рухатися
912,sich rühren::V,сукку хьун,ворушитися
913,sich erheben::V,бизан,встати
914,sich setzen::V,щяикӏан,сісти
915,sich setzen::V,щябикӏан,сісти
916,hinfallen::V,багьан,упасти
917,laufen::V,занан,ходити
918,schreiten::V,ша ласлан,крокувати
919,spazierengehen::V,сайр буллан,гуляти
920,eilen::V,анавар буккан,спішити
921,sich beeilen::V,анавар буккан,поспішати
922,sausen::V,никъа щилан,мчатися
923,sausen::V,никъа щун,мчатися
924,rennen::V,лечлан,бігати
925,springen::V,тӏанкӏ дан,скакати
926,springen::V,тӏанкӏ дан,стрибати
927,klettern::V,лахълан,лазити
928,schaukeln::V,гьайжак бигьлан,гойдатися
929,kriechen::V,ххярк тӏун,повзати
930,schwimmen::V,гьузун,пливти
931,schwimmen::V,гьузун,плавати
932,tauchen::V,лултту уккан,пірнати
933,rudern::V,бяхлан,гребти
934,rudern::V,бяхлан,веслувати
935,rudern::V,батӏлан,гребти
936,rudern::V,батӏлан,веслувати
937,rudern::V,ххялаххи дуклан,гребти
938,rudern::V,ххялаххи дуклан,веслувати
939,fahren::V,гьан,їхати
940,fliegen::V,лехлан,літати
941,gehen::V,нан,іти
942,weggehen::V,ялагьан,піти
943,abfahren::V,гьан,від’їхати
944,abfahren::V,гьан,відправитися
945,anhalten::V,бацӏан,зупинитися
946,hineingehen::V,буххан,входити
947,eintreten::V,буххан,увійти
948,kommen::V,учӏан,прийти
949,ankommen::V,биян,прибути
950,ankommen::V,бучӏан,прибути
951,zurückkommen::V,зана хъун,повернутися
952,zurückkommen::V,зана бикӏан,повернутися
953,bleiben::V,личӏан,залишитися
954,warten::V,ялугьлан,чекати
955,erwarten::V,ялугьлан,чекати
956,suchen::V,луглан,шукати
957,finden::V,лякъин,знайти
958,versuchen::V,ххал буллан,випробовувати
959,vorbereiten::V,хӏадур бан,підготувати
960,lieben::V,эшкьи хьуиу бикӏан,любити
961,mögen::V,ххиран бикӏан,любити
962,mögen::V,ххиран бикӏан,подобатися
963,lachen::V,хъян,сміятися
964,weinen::V,аьтӏун,плакати
965,schimpfen::V,дяъван,лаятися
966,schimpfen::V,ссугайи агьан,лаятися
967,sich ärgern::V,ссибизлан,сердитися
968,sich fürchten::V,ингъауслан,боятися
969,fürchten::V,хӏучӏ тӏун,боятися
970,fliehen::V,ака бан,тікати
971,flüchten::V,лихъан,утекти
972,sehen::V,чӏалан,бачити
973,anschauen::V,урган,поглянути
974,ansehen::V,буруглан,дивитися на
975,hören::V,баллан,чути
976,zuhören::V,вичӏи дихьлан,слухати
977,probieren::V,тӏин ххал буллан,покуштувати
978,riechen::V,ссунтӏа тӏун,нюхати
979,fühlen::V,дакӏнил буслан,відчувати
980,scheinen::V,ххан,здаватися
981,scheinen::V,бизан,здаватися
982,scheinen::V,ххан бикӏлай бикӏан,здаватися
983,vernehmen::V,баян,почути
984,frieren::V,лигьулул хъанан,мерзнути
985,tun::V,бан,робити
986,können::V,хьун,могти
987,anfangen::V,дайдишин,почати
988,beenden::V,къуртал бан,закінчити
989,aufhören::V,кьабагьан,перестати
990,gelingen::V,бюхъан,вдатися
991,öffnen::V,тӏитӏин,відкрити
992,schließen::V,лакьин,закрити
993,stellen::V,дацӏан дан,поставити
994,stellen::V,бишин,поставити
995,setzen::V,щяитан,посадити
996,legen::V,бишин,класти
997,berühren::V,ка щун,чіпати
998,verbinden::V,бахӏин,зв’язати
999,verbinden::V,дахӏин,зв’язати
1000,bedecken::V,ялтту бущин,покрити
1001,bedecken::V,ялтту бакьин,покрити
1002,aufhängen::V,лахъан,повісити
1003,anzünden::V,лахъан,запалити
1004,aufheben::V,гьаз бан,підняти
1005,zurücklassen::V,кьаитан,залишити
1006,zurücklassen::V,битан,залишити
1007,verlieren::V,дакъа дан,загубити
1008,fallen lassen::V,рутан,упустити
1009,machen::V,дан,зробити
1010,herstellen::V,яраг ишла бувиу бан,виготовити
1011,bauen::V,дан,будувати
1012,reparieren::V,дакьин дан,лагодити
1013,verbessern::V,ххуй дан,поліпшити
1014,ändern::V,баххана бан,змінити
1015,graben::V,дуклан,копати
1016,beugen::V,лахӏан бан,зігнути
1017,beugen::V,кьус бикӏан,зігнути
1018,biegen::V,баччин,погнути
1019,biegen::V,лахӏан бан,погнути
1020,drehen::V,гьанан,вертіти
1021,wenden::V,кӏура баен бан,повернути
1022,umdrehen::V,кӏура баен бан,перевернути
1023,heben::V,гьаз бан,піднімати
1024,hochheben::V,гьаз бан,підняти
1025,ergreifen::V,хъап дан,схопити
1026,ergreifen::V,хъап увиу угьан,схопити
1027,halten::V,бугьлан,тримати
1028,drücken::V,кьюч бигьлан,натискати
1029,schieben::V,щун,пхати
1030,schieben::V,щун,штовхати
1031,lecken::V,ланцӏа тӏун,лизати
1032,beißen::V,хъапа тӏун,кусати
1033,beißen::V,кьацӏа тӏун,кусати
1034,abreißen::V,буцан,відірвати
1035,abschneiden::V,бухъан,відрізати
1036,abschneiden::V,кьукьин,відрізати
1037,binden::V,бахӏин,в’язати
1038,binden::V,дахӏин,в’язати
1039,brechen::V,гъагъан,зламати
1040,klopfen::V,кьутӏа тӏун,стукати
1041,hauen::V,рищун,бити
1042,kleben::V,лачӏун буллан,клеїти
1043,reiben::V,ссуку буллан,терти
1044,streichen::V,дугъан,намазати
1045,streichen::V,аьгъу дан,намазати
1046,schneiden::V,духълан,різати
1047,schneiden::V,кьукьлан,різати
1048,schütteln::V,хъюлчу буллан,трясти
1049,schwenken::V,палцӏ дуллан,махати
1050,schütten::V,рутӏин,налити
1051,füllen::V,буцӏин бан,наповнити
1052,einwickeln::V,кай-кай бан,загорнути
1053,tragen::V,ларсун занан,нести
1054,tragen::V,ларсун ачин,нести
1055,schleppen::V,ххилан,тягти
1056,aufbewahren::V,ядан,зберігати
1057,aufbewahren::V,ядуллан,зберігати
1058,werfen::V,личин,кидати
1059,fangen::V,бугьан,ловити
1060,fangen::V,бугьлан,ловити
1061,verstecken::V,ладитан,сховати
1062,verstecken::V,кьюлтӏ дан,сховати
1063,verstecken::V,дахьлаган дан,сховати
1064,teilen::V,бачӏин,розділити
1065,teilen::V,бутӏа бан,розділити
1066,schicken::V,тӏайла буккан,посилати
1067,bringen::V,диян дан,принести
1068,hinzufügen::V,ххи бан,додати
1069,bekommen::V,ласун,дістати
1070,erhalten::V,ласун,одержати
1071,nehmen::V,ласун,взяти
1072,wählen::V,бувчӏин,вибрати
1073,auswählen::V,бувчӏин,відібрати
1074,auswählen::V,язи бугьан,відібрати
1075,bewahren::V,ядан,зберегти
1076,behindern::V,дайщишруду дуллан,перешкоджати
1077,verderben::V,зия дан,зіпсувати
1078,beschädigen::V,зарал буллан,зашкодити
1079,zerbrechen::V,гьагъан,розбити
1080,zerbrechen::V,гьагъан бан,розбити
1081,zerreißen::V,ххяхха дуккан,розірвати
1082,zerstören::V,лекьан дан,зруйнувати
1083,verbrennen::V,ччуччин,спалити
1084,geben::V,дулун,дати
1085,reichen::V,дулун,передати
1086,schenken::V,пишкаш дан,дарувати
1087,schenken::V,багъишла дан,дарувати
1088,schenken::V,ихӏсандалун дуллун,дарувати
1089,versprechen::V,банна чин,обіцяти
1090,loben::V,цӏа дан,хвалити
1091,küssen::V,ппай тӏун,цілувати
1092,wiegen::V,гьуркку тӏун,качати
1093,wiegen::V,гьуркку буллан,качати
1094,wiegen::V,гьуркку бан,качати
1095,wecken::V,чантӏ учин ан,розбудити
1096,zeigen::V,ккаккан бан,показати
1097,führen::V,буцин,вести
1098,lehren::V,лахьхьин бан,вчити
1099,lehren::V,лахьхьин буллан,вчити
1100,unterrichten::V,дарс дишаван,викладати
1101,aufziehen::V,хъуна ан,виховати
1102,aufziehen::V,тарбия ан,виховати
1103,leiten::V,каялувшиву дан,керувати
1104,einladen::V,хъамалу оьвчин,запросити
1105,vereinigen::V,ца бан,об’єднати
1106,besuchen::V,ялун уххан,завітати
1107,besuchen::V,ялун уххан,відвідати
1108,treffen::V,хьуна бакьин,зустріти
1109,sich versammeln::V,батӏин,зібратися
1110,spielen::V,тӏуркӏу тӏун,грати
1111,singen::V,балай тӏун,співати
1112,tanzen::V,къавтӏун,танцювати
1113,sich trennen::V,ппив хьун,розлучитися
1114,verlassen::V,увккун гьан,покинути
1115,retten::V,ххассал бан,врятувати
1116,bewachen::V,къарал бан,охороняти
1117,schützen::V,ябан,уберігати
1118,verteidigen::V,буруччин,захистити
1119,sich schlagen::V,биян,битися
1120,sich schlagen::V,биян,дратися
1121,schießen::V,битлан,стріляти
1122,siegen::V,ххув хьун,перемогти
1123,siegen::V,ххувшаву ласун,перемогти
1124,ärgern::V,ссибизан уллан,сердити
1125,schlagen::V,рищун,ударити
1126,stechen::V,кьутӏин,вколоти
1127,stoßen::V,щун,штовхнути
1128,stehlen::V,дацин,украсти
1129,stören::V,кьючин,перешкодити
1130,belästigen::V,бизар уллан,докучати
1131,verbergen::V,лабитан,сховати
1132,verbergen::V,кӏучӏ бан,сховати
1133,täuschen::V,хъяврин ан,обдурити
1134,betrügen::V,аьикьин ан,зшахраювати
1135,töten::V,ивчӏан,убити
1136,wohnen::V,оьрму бутлан,жити
1137,wohnen::V,оьрму бутлан,мешкати
1138,arbeiten::V,зун,працювати
1139,sammeln::V,ттихӏин,зібрати
1140,sammeln::V,вив дишин,зібрати
1141,pflücken::V,риттун,зривати
1142,jagen::V,авли занан,полювати
1143,fischen::V,чавахъру бугьлан,рибалити
1144,fassen::V,бугьан,піймати
1145,hüten::V,урттуйн бакьлан,пасти
1146,treiben::V,дачин дуллан,гнати
1147,treiben::V,лихъан буллан,гнати
1148,anbinden::V,бахӏин,прив’язати
1149,füttern::V,канаки буллан,годувати
1150,füttern::V,канаки буллан,харчувати
1151,melken::V,ттизин,доїти
1152,hacken::V,мюрш буллан,рубати
1153,hacken::V,мюрш бан,рубати
1154,gießen::V,щин дишин,полити
1155,reifen::V,диян,дозріти
1156,zubereiten::V,хӏадур дан,зготовити
1157,zubereiten::V,хӏадур дан,приготувати
1158,zubereiten::V,хӏадур бан,зготовити
1159,zubereiten::V,хӏадур бан,приготувати
1160,kochen::V,шашан,варити
1161,kochen::V,шашан,готувати
1162,kochen::V,шашан дуллан,варити
1163,kochen::V,шашан дуллан,готувати
1164,backen::V,бишлан,пекти
1165,backen::V,шахьлан,пекти
1166,braten::V,цӏарайх дуллан,смажити
1167,umrühren::V,хӏала бан,переміщати
1168,stricken::V,щащлан,в’язати
1169,stricken::V,щащан,в’язати
1170,nähen::V,дуруххан,шити
1171,färben::V,ранг щун,пофарбувати
1172,reinigen::V,марцӏ бан,очистити
1173,waschen::V,шюшин,мити
1174,abwischen::V,лишин,витерти
1175,spülen::V,вилаган,полоскати
1176,fegen::V,башин,підмітати
1177,kehren::V,бахьлан,мести
1178,baden::V,щинавун учӏлан,купатися
1179,sich waschen::V,диссун,митися
1180,sich waschen::V,лажин диссун,митися
1181,sich waschen::V,лажин дислан,митися
1182,sich waschen::V,биссун,митися
1183,sich waschen::V,чурх бислан,митися
1184,ausziehen::V,ликкан,зняти
1185,anziehen::V,лаххан,надіти
1186,sich anziehen::V,янна лаххан,одягтися
1187,sich anziehen::V,янна лаххан,одягнутися
1188,kämmen::V,ттарал дуккан,зачесати
1189,schmücken::V,чӏюлу бан,оздобити
1190,sagen::V,учин,сказати
1191,sprechen::V,гъалгъа тӏун,говорити
1192,reden::V,гъалгъа тӏун,розмовляти
1193,sich unterhalten::V,гъалгъа тӏун,бесідувати
1194,fragen::V,цӏуххин,запитати
1195,bitten::V,тавакъю буллан,просити
1196,erzählen::V,хавар бусан,розповісти
1197,mitteilen::V,баян бан,повідомити
1198,mitteilen::V,хавар бан,повідомити
1199,nennen::V,цӏа дизан,назвати
1200,rufen::V,оьвтӏун,кликати
1201,prahlen::V,цӏа дуллан,хвалитися
1202,übersetzen::V,таржума бан,перекласти
1203,denken::V,пикри буллан,думати
1204,denken::V,пикри буллан,мислити
1205,glauben::V,вих хьун,вірити
1206,bemerken::V,хӏисав хъун,помітити
1207,erkennen::V,увчӏин,пізнати
1208,begreifen::V,бувчӏин,осягнути
1209,lernen::V,лахьлан,навчатися
1210,lernen::V,лахьхьин,навчатися
1211,wissen::V,кӏулну бикӏан,знати
1212,wissen::V,хавар бикӏан,знати
1213,sich erinnern an::V,дакӏнин бутан,пам’ятати
1214,vergessen::V,хъама битан,забути
1215,messen::V,дуцин дуллан,міряти
1216,messen::V,дуцин дан,міряти
1217,zählen::V,дуккин,лічити
1218,rechnen::V,хӏисав дан,рахувати
1219,lesen::V,ккалан,читати
1220,malen::V,сурат дуллан,малювати
1221,zeichnen::V,сурат дуллан,рисувати
1222,schreiben::V,чичин,писати
1223,schreiben::V,чичлан,писати
1224,besitzen::V,дуну икӏан,мати
1225,besitzen::V,дуну дикӏан,мати
1226,besitzen::V,заллуну икӏан,мати
1227,kaufen::V,машан ласун,купити
1228,verkaufen::V,баххан,продати
1229,bezahlen::V,арцу дулун,заплатити
1230,bezahlen::V,багьа булун,заплатити
1231,zahlen::V,арцу дулун,платити
1232,zahlen::V,багьа булун,платити
1233,beherrschen::V,дуну икӏан,володіти
1234,beherrschen::V,заллуну икӏан,володіти
1235,ertragen::V,бухӏан,витерпіти
1236,Leber::N,,печінка
1237,Moor::N,,болото
1238,Anhöhe::N,,височина
1239,Bucht::N,,бухта
1240,Bucht::N,,затока
1241,Barsch::N,,окунь
1242,Hecht::N,,щука
1243,Laus::N,,воша
1244,Ruf::N,,оклик
1245,Platz::N,,площа
1246,Kante::N,,ребро
1247,Größe::N,,розмір
1248,Menge::N,,кількість
1249,Figur::N,,фігура
1250,Tasche::N,,сумка
1251,Öl::N,,олія
1252,Schuh::N,,ботинок
1253,Leine::N,,шворка
1254,König::N,,король
1255,fein::A,,дрібний
1256,auf einmal::ADV,,відразу
1257,bald::ADV,,незабаром
1258,einst::ADV,,колись
1259,schon::ADV,,вже
1260,sie::PRN,,вони
1261,siebzig::NUM,,сімдесят
1262,klirren::V,,дзвякати
1263,heulen::V,,вити
1264,rühren::V,,розчулити
1265,zu sehen sein::V,,виднітися
1266,wollen::V,,хотіти
1267,geraten::V,,опинитися
1268,kratzen::V,,шкребти
1269,stecken::V,,увіткнути
1270,schleifen::V,,точити
1271,rütteln::V,,хитати
1272,ziehen::V,,тягнути
1273,packen::V,,схопити
1274,wünschen::V,,бажати
1275,zudecken::V,,накрити
1276,antreiben::V,,підганяти
1277,lassen::V,,змусити
1278,treten::V,,штовхати
1279,verstehen::V,,почути
