,Concept_ID,de,ar
244,Erzählung::N,Erzählung,قصة
245,Erzählung::N,Erzählung,حكاية
246,Nachricht::N,Nachricht,خبر
247,Neuigkeit::N,Neuigkeit,خبر جديد
248,Name::N,Name,اسم
249,Rätsel::N,Rätsel,لغز
250,Rede::N,Rede,خطبة
251,Sprache::N,Sprache,لغة
252,Stimme::N,Stimme,صوت
253,Wort::N,Wort,كلمة
254,Zeichen::N,Zeichen,رمز
255,Zeichen::N,Zeichen,إشارة
256,Ruf::N,Ruf,نداء
257,Lärm::N,Lärm,صخب
258,Lärm::N,Lärm,ضجة
259,Laut::N,Laut,صوت
260,Ton::N,Ton,نغمة
261,Lied::N,Lied,أغنية
262,Ruhe::N,Ruhe,هدوء
263,Leute::N,Leute,ناس
264,Volk::N,Volk,شعب
265,Arbeit::N,Arbeit,عمل
266,Gast::N,Gast,ضيف
267,Geschenk::N,Geschenk,هدية
268,Spiel::N,Spiel,لعب
269,Gesellschaft::N,Gesellschaft,صحبة
270,Hilfe::N,Hilfe,عون
271,Hilfe::N,Hilfe,مساعدة
272,Freund::N,Freund,صديق
273,Kamerad::N,Kamerad,زميل
274,Angelegenheit::N,Angelegenheit,أمر
275,Angelegenheit::N,Angelegenheit,شأن
276,Anzahl::N,Anzahl,عدد
277,Art::N,Art,نوع
278,Stück::N,Stück,قطعة
279,Teil::N,Teil,قسم
280,Hälfte::N,Hälfte,نصف
281,Kreis::N,Kreis,دائرة
282,Kreuz::N,Kreuz,صليب
283,Linie::N,Linie,خط
284,Strich::N,Strich,شرطة
285,Abstand::N,Abstand,مسافة
286,Entfernung::N,Entfernung,بعد
287,Gegend::N,Gegend,ناحية
288,Platz::N,Platz,فراغ
289,Ort::N,Ort,مكان
290,Seite::N,Seite,جانب
291,Mitte::N,Mitte,وسط
292,Gegenstand::N,Gegenstand,موضوع
293,Sache::N,Sache,شيء
294,Rand::N,Rand,حافة
295,Kante::N,Kante,حافة
296,Ecke::N,Ecke,ركن
297,Spitze::N,Spitze,سن
298,Ende::N,Ende,طرف
299,Loch::N,Loch,ثقب
300,Winkel::N,Winkel,زاوية
301,Muster::N,Muster,عينة
302,Größe::N,Größe,حجم
303,Länge::N,Länge,طول
304,Höhe::N,Höhe,علو
305,Höhe::N,Höhe,ارتفاع
306,Gewicht::N,Gewicht,وزن
307,Menge::N,Menge,كمية
308,Haufen::N,Haufen,كوم
309,Reihe::N,Reihe,صف
310,Boot::N,Boot,قارب
311,Boot::N,Boot,زورق
312,Ruder::N,Ruder,مجذاف
313,Schlitten::N,Schlitten,مزلقة
314,Ski::N,Ski,زلاجة
315,Lagerfeuer::N,Lagerfeuer,نار المخيم
316,Last::N,Last,حمل
317,Gang::N,Gang,مشية
318,Schritt::N,Schritt,خطوة
319,Norden::N,Norden,شمال
320,Süden::N,Süden,جنوب
321,Westen::N,Westen,غرب
322,Osten::N,Osten,شرق
323,Holz::N,Holz,خشب
324,Brett::N,Brett,لوح
325,Platte::N,Platte,صفيحة
326,Stütze::N,Stütze,سند
327,Stütze::N,Stütze,دعامة
328,Stange::N,Stange,عود
329,Stock::N,Stock,عصا
330,Stab::N,Stab,قضيب
331,Rohr::N,Rohr,أنبوبة
332,Haus::N,Haus,دار
333,Haus::N,Haus,بيت
334,Heim::N,Heim,بيت
335,Heim::N,Heim,مسكن
336,Ofen::N,Ofen,مدفأة
337,Fußboden::N,Fußboden,أرضية
338,Tisch::N,Tisch,مائدة
339,Stuhl::N,Stuhl,كرسي
340,Wiege::N,Wiege,مهد
341,Bett::N,Bett,سرير
342,Regal::N,Regal,رف
343,Kiste::N,Kiste,صندوق
344,Fenster::N,Fenster,شباك
345,Fenster::N,Fenster,نافذة
346,Tür::N,Tür,باب
347,Tor::N,Tor,بوابة
348,Zaun::N,Zaun,سياج
349,Dach::N,Dach,سطح
350,Leiter::N,Leiter,سلم
351,Besen::N,Besen,مكنسة
352,Spaten::N,Spaten,مسحاة
353,Schaufel::N,Schaufel,مجرفة
354,Gabel::N,Gabel,شوكة
355,Löffel::N,Löffel,ملعقة
356,Messer::N,Messer,سكين
357,Nagel::N,Nagel,مسمار
358,Netz::N,Netz,شبكة
359,Haken::N,Haken,خطاف
360,Haken::N,Haken,صنارة
361,Griff::N,Griff,قبضة
362,Schloss::N,Schloss,قفل
363,Bild::N,Bild,صورة
364,Figur::N,Figur,تمثال
365,Puppe::N,Puppe,دمية
366,Beutel::N,Beutel,كيس
367,Bündel::N,Bündel,ربطة
368,Tasche::N,Tasche,شنطة
369,Tasche::N,Tasche,محفظة
370,Eimer::N,Eimer,سطل
371,Eimer::N,Eimer,جردل
372,Deckel::N,Deckel,سداد
373,Geschirr::N,Geschirr,أوان
374,Sack::N,Sack,زكيبة
375,Tasse::N,Tasse,فنجان
376,Topf::N,Topf,قدر
377,Topf::N,Topf,طنجرة
378,Kessel::N,Kessel,قدر
379,Kessel::N,Kessel,غلاية
380,Essen::N,Essen,طعام
381,Nahrung::N,Nahrung,غذاء
382,Speise::N,Speise,أكل
383,Fleisch::N,Fleisch,لحم
384,Getreide::N,Getreide,حبوب
385,Brei::N,Brei,عصيدة
386,Brot::N,Brot,خبز
387,Scheibe::N,Scheibe,شريحة
388,Fett::N,Fett,سمن
389,Butter::N,Butter,زبدة
390,Öl::N,Öl,زيت
391,Salz::N,Salz,ملح
392,Suppe::N,Suppe,حساء
393,Suppe::N,Suppe,شربة
394,Honig::N,Honig,عسل
395,Milch::N,Milch,حليب
396,Tee::N,Tee,شاي
397,Leder::N,Leder,جلد
398,Wolle::N,Wolle,صوف
399,Stoff::N,Stoff,قماش
400,Nadel::N,Nadel,إبرة
401,Faden::N,Faden,خيط
402,Knopf::N,Knopf,زر
403,Knoten::N,Knoten,عقدة
404,Farbe::N,Farbe,صبغة
405,Kleidung::N,Kleidung,ملابس
406,Hemd::N,Hemd,قميص
407,Kragen::N,Kragen,ياقة
408,Ärmel::N,Ärmel,كم
409,Hose::N,Hose,سروال
410,Hose::N,Hose,بنطلون
411,Gürtel::N,Gürtel,حزام
412,Mütze::N,Mütze,طاقية
413,Schuh::N,Schuh,حذاء
414,Stiefel::N,Stiefel,جزمة
415,Stiefel::N,Stiefel,حذاء طويل
416,Ring::N,Ring,حلقة
417,Band::N,Band,شريط
418,Kamm::N,Kamm,مشط
419,Spiegel::N,Spiegel,مرآة
420,Riemen::N,Riemen,سير
421,Schnur::N,Schnur,حبل
422,Schnur::N,Schnur,دوبارة
423,Leine::N,Leine,قيد
424,Decke::N,Decke,بطانية
425,Kissen::N,Kissen,وسادة
426,Tuch::N,Tuch,منديل
427,Handtuch::N,Handtuch,فوطة
428,Handtuch::N,Handtuch,منشفة
429,Kraft::N,Kraft,قدرة
430,Stärke::N,Stärke,قوة
431,Gesundheit::N,Gesundheit,صحة
432,Krankheit::N,Krankheit,مرض
433,Schmerz::N,Schmerz,ألم
434,Schmerz::N,Schmerz,وجع
435,Wunde::N,Wunde,جرح
436,Fieber::N,Fieber,حمى
437,Arznei::N,Arznei,دواء
438,Brücke::N,Brücke,جسر
439,Brunnen::N,Brunnen,بئر
440,Weide::N,Weide,مرعى
441,Pfad::N,Pfad,درب
442,Weg::N,Weg,سكة
443,Straße::N,Straße,طريق
444,Dorf::N,Dorf,قرية
445,Stadt::N,Stadt,مدينة
446,Brief::N,Brief,خطاب
447,Brief::N,Brief,مكتوب
448,Buch::N,Buch,كتاب
449,Buchstabe::N,Buchstabe,حرف
450,Zeitung::N,Zeitung,جريدة
451,Leben::N,Leben,عيش
452,Leben::N,Leben,حياة
453,Tod::N,Tod,موت
454,Tod::N,Tod,وفاة
455,Grab::N,Grab,قبر
456,Kirche::N,Kirche,كنيسة
457,Sünde::N,Sünde,خطيئة
458,Gott::N,Gott,إله
459,Arbeiter::N,Arbeiter,عامل
460,Chef::N,Chef,رئيس
461,Meister::N,Meister,أسطى
462,Arzt::N,Arzt,طبيب
463,Lehrer::N,Lehrer,مدرس
464,Geld::N,Geld,نقود
465,Geschäft::N,Geschäft,صفقة
466,Laden::N,Laden,دكان
467,Preis::N,Preis,سعر
468,Ware::N,Ware,بضاعة
469,Nutzen::N,Nutzen,فائدة
470,Reichtum::N,Reichtum,غنى
471,Reichtum::N,Reichtum,ثروة
472,Welt::N,Welt,عالم
473,Welt::N,Welt,دنيا
474,Land::N,Land,بلد
475,Staat::N,Staat,دولة
476,König::N,König,ملك
477,Macht::N,Macht,سلطة
478,Grenze::N,Grenze,حدود
479,Krieg::N,Krieg,حرب
480,Feind::N,Feind,عدو
481,Gewalt::N,Gewalt,عنف
482,Kampf::N,Kampf,قتال
483,Bogen[Waffe]::N,Bogen,قوس
484,Pfeil::N,Pfeil,سهم
485,Gewehr::N,Gewehr,بندقية
486,Fehler::N,Fehler,خطأ
487,Lüge::N,Lüge,كذب
488,Schaden::N,Schaden,تلف
489,Unglück::N,Unglück,نحس
490,Schuld::N,Schuld,ذنب
491,Alter::N,Alter,سن
492,Alter::N,Alter,عمر
493,Schluss::N,Schluss,ختام
494,Schluss::N,Schluss,نهاية
495,Zeit::N,Zeit,وقت
496,Tag::N,Tag,يوم
497,Morgen::N,Morgen,صباح
498,Mittag::N,Mittag,ظهر
499,Abend::N,Abend,مساء
500,Nacht::N,Nacht,ليلة
501,Woche::N,Woche,أسبوع
502,Monat::N,Monat,شهر
503,Jahr::N,Jahr,عام
504,Jahr::N,Jahr,سنة
505,Frühling::N,Frühling,ربيع
506,Sommer::N,Sommer,صيف
507,Herbst::N,Herbst,خريف
508,Winter::N,Winter,شتاء
509,Januar::N,Januar,يناير
510,Januar::N,Januar,كانون الثاني
511,Februar::N,Februar,شباط
512,Februar::N,Februar,فبراير
513,März::N,März,آذار
514,März::N,März,مارس
515,April::N,April,نيسان
516,Mai::N,Mai,مايو
517,Juni::N,Juni,يونيو
518,Juni::N,Juni,حزيران
519,Juli::N,Juli,تموز
520,Juli::N,Juli,يوليو
521,August::N,August,آب
522,August::N,August,أغسطس
523,September::N,September,أيلول
524,September::N,September,سبتمبر
525,Oktober::N,Oktober,أكتوبر
526,Oktober::N,Oktober,تشرين الأول
527,November::N,November,نوفمبر
528,November::N,November,تشرين الثاني
529,Dezember::N,Dezember,ديسمبر
530,Dezember::N,Dezember,كانون الأول
531,Montag::N,Montag,يوم الاثنين
532,Dienstag::N,Dienstag,يوم الثلاثاء
533,Mittwoch::N,Mittwoch,يوم الأربعاء
534,Donnerstag::N,Donnerstag,يوم الخميس
535,Freitag::N,Freitag,يوم الجمعة
536,Samstag::N,Samstag,يوم السبت
537,Sonntag::N,Sonntag,يوم الأحد
538,groß::A,groß,كبير
539,klein::A,klein,صغير
540,lang::A,lang,طويل
541,kurz::A,kurz,قصير
542,breit::A,breit,واسع
543,schmal::A,schmal,ضيق
544,dicht::A,dicht,كث
545,dicht::A,dicht,كثيف
546,dick[Gegenstand]::A,dick,غليظ
547,dünn::A,dünn,رفيع
548,fein::A,fein,رقيق
549,fest::A,fest,متين
550,flach::A,flach,سهل
551,flach::A,flach,منبسط
552,glatt::A,glatt,ناعم
553,hart::A,hart,صلب
554,hart::A,hart,جامد
555,weich::A,weich,لين
556,rund::A,rund,مستدير
557,spitz::A,spitz,مدبب
558,scharf::A,scharf,حاد
559,stumpf::A,stumpf,ثالم
560,schwer::A,schwer,ثقيل
561,schön::A,schön,جميل
562,heiß::A,heiß,حار
563,heiß::A,heiß,ساخن
564,warm::A,warm,دافئ
565,kalt::A,kalt,بارد
566,kühl::A,kühl,قر
567,frisch::A,frisch,طازج
568,feucht::A,feucht,رطب
569,nass::A,nass,مبلول
570,trocken::A,trocken,جاف
571,voll::A,voll,ملء
572,leer::A,leer,خال
573,leer::A,leer,فارغ
574,offen::A,offen,مفتوح
575,geschlossen::A,geschlossen,مغلق
576,sauber::A,sauber,نظيف
577,schmutzig::A,schmutzig,قذر
578,roh::A,roh,نيء
579,reif::A,reif,ناضج
580,lecker::A,lecker,لذيذ
581,süß::A,süß,حلو
582,bitter::A,bitter,مر
583,sauer::A,sauer,حامض
584,hell::A,hell,نير
585,dunkel::A,dunkel,مظلم
586,schwarz::A,schwarz,أسود
587,weiß::A,weiß,أبيض
588,rot::A,rot,أحمر
589,gelb::A,gelb,أصفر
590,blau::A,blau,أزرق
591,grün::A,grün,أخضر
592,grau::A,grau,رمادي
593,bunt::A,bunt,ملوب
594,billig::A,billig,رخيص
595,teuer::A,teuer,غال
596,wertvoll::A,wertvoll,ثمين
597,blind::A,blind,أعمى
598,taub::A,taub,أصم
599,taub::A,taub,أطرش
600,kräftig::A,kräftig,قوي
601,stark::A,stark,قوي
602,schwach::A,schwach,ضعيف
603,fett::A,fett,سمين
604,schlank::A,schlank,أهيف
605,hübsch::A,hübsch,جميل
606,böse::A,böse,رديء
607,dumm::A,dumm,أبله
608,dumm::A,dumm,أحمق
609,faul::A,faul,كسلان
610,fleißig::A,fleißig,مجتهد
611,geizig::A,geizig,بخيل
612,klug::A,klug,ذكي
613,klug::A,klug,عاقل
614,geschickt::A,geschickt,ماهر
615,lieb::A,lieb,عزيز
616,lustig::A,lustig,مرح
617,sanft::A,sanft,حليم
618,hungrig::A,hungrig,جائع
619,krank::A,krank,مريض
620,nackt::A,nackt,عار
621,traurig::A,traurig,حزين
622,lebendig::A,lebendig,حي
623,gut::A,gut,جيد
624,schlecht::A,schlecht,سيء
625,richtig::A,richtig,صحيح
626,schlimm::A,schlimm,خبيث
627,wahr::A,wahr,حق
628,alt::A,alt,قديم
629,neu::A,neu,جديد
630,ehemalig::A,ehemalig,سابق
631,alt[Lebewesen]::A,alt,مسن
632,jung::A,jung,شاب
633,jung::A,jung,صغير
634,arm::A,arm,فقير
635,reich::A,reich,غني
636,bekannt::A,bekannt,معلوم
637,berühmt::A,berühmt,مشهور
638,fremd::A,fremd,أجنبي
639,verschieden::A,verschieden,مختلف
640,nah::A,nah,قريب
641,fern::A,fern,بعيد
642,linker::A,linker,يسار
643,rechter::A,rechter,يمين
644,anderer::A,anderer,آخر
645,erster::A,erster,أول
646,zweiter::A,zweiter,ثان
647,dritter::A,dritter,ثالث
648,letzter::A,letzter,أخير
649,allein::ADV,allein,وحده
650,auf einmal::ADV,auf einmal,بالمرة
651,zusammen::ADV,zusammen,معا
652,lange::ADV,lange,مدة طويلة
653,plötzlich::ADV,plötzlich,فجأة
654,sofort::ADV,sofort,حالا
655,sofort::ADV,sofort,فورا
656,später::ADV,später,فيما بعد
657,jetzt::ADV,jetzt,الآن
658,jetzt::ADV,jetzt,حاليا
659,heute::ADV,heute,اليوم
660,morgen::ADV,morgen,غدا
661,bald::ADV,bald,قريبا
662,dann::ADV,dann,ثم
663,gestern::ADV,gestern,أمس
664,gestern::ADV,gestern,البارحة
665,einst::ADV,einst,قديما
666,damals::ADV,damals,حينئذ
667,danach::ADV,danach,ثم
668,danach::ADV,danach,بعد ذلك
669,vorher::ADV,vorher,من قبل
670,vorher::ADV,vorher,قبل ذلك
671,zuerst::ADV,zuerst,أولا
672,einmal::ADV,einmal,مرة
673,manchmal::ADV,manchmal,أحيانا
674,oft::ADV,oft,كثيرا
675,immer::ADV,immer,دائما
676,niemals::ADV,niemals,لا أبدا
677,hier::ADV,hier,هنا
678,hierhin::ADV,hierhin,إلى هنا
679,von hier::ADV,von hier,من هنا
680,dort::ADV,dort,هناك
681,dorthin::ADV,dorthin,إلى هناك
682,geradeaus::ADV,geradeaus,إلى الأمام
683,vorwärts::ADV,vorwärts,إلى الأمام
684,rückwärts::ADV,rückwärts,إلى الوراء
685,zurück::ADV,zurück,عودا
686,zurück::ADV,zurück,إلى الخلف
687,unten::ADV,unten,تحت
688,unten::ADV,unten,في الأسفل
689,hinab::ADV,hinab,إلى تحت
690,oben::ADV,oben,فوق
691,oben::ADV,oben,في الأعلى
692,hinauf::ADV,hinauf,إلى فوق
693,hinauf::ADV,hinauf,إلى الأعلى
694,überall::ADV,überall,في كل مكان
695,nicht::ADV,nicht,لا
696,nicht::ADV,nicht,لم
697,ein wenig::ADV,ein wenig,قليلا
698,kaum::ADV,kaum,كاد لا
699,sehr::ADV,sehr,جدا
700,sehr::ADV,sehr,كثيرا
701,so::ADV,so,كذا
702,so::ADV,so,كذلك
703,noch::ADV,noch,ما زال
704,nur::ADV,nur,فقط
705,schon::ADV,schon,قد
706,wieder::ADV,wieder,من جديد
707,wieder::ADV,wieder,مرة أخرى
708,vergebens::ADV,vergebens,عبثا
709,vor::PRP,vor,أمام
710,hinter::PRP,hinter,خلف
711,hinter::PRP,hinter,وراء
712,unter::PRP,unter,تحت
713,durch::PRP,durch,عبر
714,durch::PRP,durch,خلال
715,neben::PRP,neben,جنب
716,neben::PRP,neben,بجانب
717,zwischen::PRP,zwischen,بين
718,wegen::PRP,wegen,بسبب
719,dies::PRN,dies,هذا
720,das::PRN,das,ذلك
721,alles::PRN,alles,الكل
722,ich::PRN,ich,أنا
723,du::PRN,du,أنت
724,er::PRN,er,هو
725,wir::PRN,wir,نحن
726,ihr::PRN,ihr,أنتم
727,ihr::PRN,ihr,أنتن
728,sie::PRN,sie,هم
729,sie::PRN,sie,هن
730,was::FPRN,was,ما
731,wer::FPRN,wer,من
732,wo::FADV,wo,أين
733,wohin::FADV,wohin,إلى أين
734,wie::FADV,wie,كيف
735,warum::FADV,warum,لماذا
736,wieviel::FNUM,wieviel,كم
737,eins::NUM,eins,واحد
738,zwei::NUM,zwei,اثنين
739,drei::NUM,drei,ثلاثة
740,vier::NUM,vier,أربعة
741,fünf::NUM,fünf,خمسة
742,sechs::NUM,sechs,ستة
743,sieben::NUM,sieben,سبعة
744,acht::NUM,acht,ثمانية
745,neun::NUM,neun,تسعة
746,zehn::NUM,zehn,عشرة
747,elf::NUM,elf,أحد عشر
748,zwölf::NUM,zwölf,اثنا عشر
749,zwanzig::NUM,zwanzig,عشرون
750,dreißig::NUM,dreißig,ثلاثون
751,vierzig::NUM,vierzig,أربعون
752,fünfzig::NUM,fünfzig,خمسون
753,sechzig::NUM,sechzig,ستون
754,siebzig::NUM,siebzig,سبعون
755,achtzig::NUM,achtzig,ثمانون
756,neunzig::NUM,neunzig,تسعون
757,hundert::NUM,hundert,مئة
758,tausend::NUM,tausend,ألف
759,und::CNJ,und,و
760,oder::CNJ,oder,أو
761,stehen::V,stehen,وقف
762,sitzen::V,sitzen,جلس
763,liegen::V,liegen,رقد
764,hängen::V,hängen,تعلق
765,werden::V,werden,صار
766,werden::V,werden,أصبح
767,passieren::V,passieren,حدث
768,beginnen::V,beginnen,ابتدأ
769,enden::V,enden,انتهى
770,wechseln::V,wechseln,تغير
771,aufgehen[Sonne]::V,aufgehen,شرق
772,untergehen[Sonne]::V,untergehen,غرب
773,scheinen[Sonne]::V,scheinen,أضاء
774,donnern::V,donnern,رعد
775,wehen::V,wehen,هب
776,strömen::V,strömen,جرى
777,fließen::V,fließen,سال
778,sich drehen::V,sich drehen,دار
779,schwanken::V,schwanken,ترنح
780,schwingen::V,schwingen,ترجح
