,Concept_ID,da,pt
863,oder::CNJ,eller,ou
864,stehen::V,stå,estar em pé
865,sitzen::V,sidde,estar sentado
866,liegen::V,ligge,jazer
867,liegen::V,ligge,estar deitado
868,hängen::V,hænge,pender
869,hängen::V,hænge,estar pendurado
870,werden::V,blive,tornar-se
871,passieren::V,ske,acontecer
872,passieren::V,hænde,acontecer
873,beginnen::V,begynde,começar
874,enden::V,ende,acabar
875,enden::V,ende,terminar
876,wechseln::V,veksle,variar
877,wechseln::V,veksle,alternar
878,aufgehen[Sonne]::V,gå op,nascer
879,aufgehen[Sonne]::V,stå op,nascer
880,untergehen[Sonne]::V,gå ned,pôr-se
881,scheinen[Sonne]::V,skinne,brilhar
882,donnern::V,tordne,trovejar
883,wehen::V,blæse,soprar
884,strömen::V,strømme,correr
885,fließen::V,flyde,fluir
886,sich drehen::V,dreje sig,girar
887,schwanken::V,vakle,oscilar
888,schwingen::V,svinge,vibrar
889,fallen::V,falde,cair
890,brennen::V,brænde,arder
891,rauchen::V,ryge,fumegar
892,regnen::V,regne,chover
893,gefrieren::V,fryse,gelar
894,gefrieren::V,fryse,congelar
895,tauen::V,tø,derreter
896,tauen::V,tø,descongelar
897,schmelzen::V,smelte,fundir-se
898,trocknen::V,tørre,secar
899,sieden::V,koge,ferver
900,faulen::V,rådne,estragar-se
901,verfaulen::V,rådne,apodrecer
902,reißen::V,briste,romper-se
903,versinken::V,synke,afundar-se
904,versinken::V,synke ned,afundar-se
905,vergehen::V,forløbe,passar
906,erscheinen::V,vise sig,aparecer
907,verschwinden::V,forsvinde,desaparecer
908,sinken::V,synke,descer
909,abnehmen::V,aftage,diminuir
910,abnehmen::V,aftage,decrescer
911,zunehmen::V,tiltage,crescer
912,zunehmen::V,tiltage,aumentar
913,steigen::V,stige,subir
914,wachsen::V,gro,crescer
915,wachsen::V,vokse,crescer
916,glänzen::V,glinse,brilhar
917,funkeln::V,tindre,cintilar
918,lärmen::V,larme,fazer barulho
919,läuten::V,ringe,chocalhar
920,klingeln::V,ringe,tocar
921,klirren::V,klirre,tinir
922,brausen::V,bruse,bramar
923,rauschen::V,suse,murmurar
924,rauschen::V,suse,rumorejar
925,klingen::V,lyde,soar
926,klingen::V,klinge,soar
927,bellen::V,gø,ladrar
928,heulen::V,hyle,uivar
929,blasen::V,blæse,soprar
930,pfeifen::V,fløjte,assobiar
931,schreien::V,skrige,gritar
932,stöhnen::V,stønne,gemer
933,zittern::V,dirre,tremer
934,zittern::V,skælve,tremer
935,leben::V,leve,viver
936,geboren werden::V,fødes,nascer
937,atmen::V,ånde,respirar
938,trinken::V,drikke,beber
939,essen::V,spise,comer
940,schlucken::V,synke,engolir
941,müde werden::V,blive træt,cansar-se
942,einschlafen::V,falde i søvn,adormecer
943,schlafen::V,sove,dormir
944,aufwachen::V,vågne,acordar
945,aufstehen::V,stå op,levantar-se
946,sich erholen::V,komme sig,descansar
947,krank werden::V,blive syg,adoecer
948,krank werden::V,blive syg,ficar doente
949,krank sein::V,være syg,estar doente
950,schmerzen::V,smerte,doer
951,husten::V,hoste,tossir
952,genesen::V,komme sig,convalescer
953,sterben::V,dø,morrer
954,umkommen::V,omkomme,perecer
955,sich bewegen::V,bevæge sig,mover-se
956,sich rühren::V,røre på sig,mexer-se
957,sich erheben::V,rejse sig,levantar-se
958,sich setzen::V,sætte sig,sentar-se
959,laufen::V,løbe,andar
960,laufen::V,løbe,caminhar
961,schreiten::V,skride,andar
962,schreiten::V,skride,caminhar
963,spazierengehen::V,gå en tur,passear
964,eilen::V,ile,apressar-se
965,sich beeilen::V,skynde sig,apressar-se
966,sich beeilen::V,skynde sig,despachar-se
967,sausen::V,suse,correr
968,rennen::V,løbe,correr
969,rennen::V,rende,correr
970,springen::V,hoppe,saltar
971,springen::V,springe,saltar
972,klettern::V,klatre,trepar
973,schaukeln::V,gynge,baloiçar
974,kriechen::V,krybe,rastejar
975,kriechen::V,krybe,arrastar-se
976,schwimmen::V,svømme,nadar
977,tauchen::V,dykke,mergulhar
978,rudern::V,ro,remar
979,fahren::V,køre,ir
980,fliegen::V,flyve,voar
981,gehen::V,gå,ir
982,gehen::V,gå,andar
983,weggehen::V,gå bort,partir
984,weggehen::V,gå bort,ir-se embora
985,abfahren::V,køre bort,sair
986,abfahren::V,køre bort,partir
987,anhalten::V,standse,parar
988,hineingehen::V,gå ind,entrar
989,eintreten::V,træde ind,entrar
990,kommen::V,komme,vir
991,ankommen::V,ankomme,chegar
992,zurückkommen::V,komme tilbage,voltar
993,zurückkommen::V,komme tilbage,regressar
994,bleiben::V,blive,ficar
995,bleiben::V,blive,permanecer
996,bleiben::V,forblive,ficar
997,bleiben::V,forblive,permanecer
998,warten::V,vente,esperar
999,erwarten::V,vente,esperar
1000,erwarten::V,vente,aguardar
1001,erwarten::V,afvente,esperar
1002,erwarten::V,afvente,aguardar
1003,suchen::V,søge,buscar
1004,suchen::V,søge,procurar
1005,finden::V,finde,achar
1006,finden::V,finde,encontrar
1007,versuchen::V,forsøge,tentar
1008,vorbereiten::V,forberede,preparar
1009,lieben::V,elske,amar
1010,lieben::V,elske,querer
1011,mögen::V,holde af,gostar de
1012,mögen::V,kunne lide,gostar de
1013,lachen::V,le,rir
1014,lachen::V,le,rir-se
1015,rühren::V,røre,comover
1016,weinen::V,græde,chorar
1017,schimpfen::V,skænde,ralhar
1018,sich ärgern::V,ærgre sig,zangar-se
1019,sich fürchten::V,være bange,ter medo de
1020,sich fürchten::V,være bange,ter receio de
1021,fürchten::V,være bange for,temer
1022,fürchten::V,være bange for,recear
1023,fliehen::V,flygte,fugir
1024,flüchten::V,flygte,refugiar-se
1025,sehen::V,se,ver
1026,anschauen::V,se på,olhar
1027,anschauen::V,betragte,olhar
1028,ansehen::V,anse,mirar
1029,hören::V,høre,ouvir
1030,zuhören::V,høre til,escutar
1031,probieren::V,smage,provar
1032,probieren::V,smage,saborear
1033,probieren::V,smage på,provar
1034,probieren::V,smage på,saborear
1035,riechen::V,lugte,cheirar
1036,fühlen::V,føle,sentir
1037,scheinen::V,synes,parecer
1038,zu sehen sein::V,synes,estar à vista
1039,vernehmen::V,erfare,ouvir
1040,frieren::V,fryse,ter frio
1041,tun::V,gøre,fazer
1042,können::V,kunne,saber
1043,wollen::V,ville,querer
1044,anfangen::V,begynde,iniciar
1045,beenden::V,afslutte,acabar
1046,beenden::V,afslutte,terminar
1047,aufhören::V,ophøre,cessar
1048,aufhören::V,ophøre,desistir
1049,aufhören::V,holde op,cessar
1050,aufhören::V,holde op,desistir
1051,gelingen::V,lykkes,sair bem
1052,gelingen::V,lykkes,dar bom resultado
1053,geraten::V,blive,sair
1054,geraten::V,blive,dar resultado
1055,öffnen::V,åbne,abrir
1056,schließen::V,lukke,fechar
1057,stellen::V,stille,pôr
1058,stellen::V,stille,colocar
1059,setzen::V,sætte,pôr
1060,setzen::V,sætte,meter
1061,legen::V,lægge,pôr
1062,legen::V,lægge,meter
1063,berühren::V,berøre,tocar
1064,verbinden::V,forbinde,unir
1065,verbinden::V,forbinde,ligar
1066,bedecken::V,dække,cobrir
1067,bedecken::V,bedække,cobrir
1068,aufhängen::V,hænge,pendurar
1069,aufhängen::V,hænge op,pendurar
1070,anzünden::V,tænde,acender
1071,anzünden::V,antænde,acender
1072,aufheben::V,løfte,apanhar
1073,aufheben::V,løfte,levantar
1074,aufheben::V,tage op,apanhar
1075,aufheben::V,tage op,levantar
1076,zurücklassen::V,lade tilbage,deixar
1077,verlieren::V,miste,perder
1078,fallen lassen::V,tabe,deixar cair
1079,fallen lassen::V,droppe,deixar cair
1080,machen::V,gøre,fazer
1081,herstellen::V,fremstille,produzir
1082,bauen::V,bygge,edificar
1083,bauen::V,bygge,construir
1084,reparieren::V,reparere,reparar
1085,reparieren::V,reparere,consertar
1086,verbessern::V,rette,melhorar
1087,verbessern::V,forbedre,melhorar
1088,ändern::V,ændre,mudar
1089,ändern::V,ændre,alterar
1090,graben::V,grave,cavar
1091,beugen::V,bøje,curvar
1092,biegen::V,bøje,vergar
1093,drehen::V,dreje,girar
1094,wenden::V,vende,virar
1095,wenden::V,vende,voltar
1096,umdrehen::V,dreje om,virar
1097,umdrehen::V,dreje om,revolver
1098,heben::V,hæve,levantar
1099,hochheben::V,løfte,erguer
1100,hochheben::V,løfte,levantar
1101,ergreifen::V,gribe fat i,apanhar
1102,halten::V,holde,segurar
1103,drücken::V,trykke,apertar
1104,schieben::V,skyde,empurrar
1105,schieben::V,skubbe,empurrar
1106,kratzen::V,klø,raspar
1107,kratzen::V,kradse,raspar
1108,lecken::V,slikke,lamber
1109,beißen::V,bide,morder
1110,abreißen::V,rive af,arrancar
1111,abschneiden::V,skære af,talhar
1112,binden::V,binde,ligar
1113,stecken::V,stikke,meter
1114,stecken::V,stikke,enfiar
1115,brechen::V,brække,romper
1116,brechen::V,brække,quebrar
1117,klopfen::V,banke,bater
1118,hauen::V,hugge,bater
1119,kleben::V,klistre,colar
1120,reiben::V,gnide,esfregar
1121,streichen::V,smøre,barrar
1122,schleifen::V,slibe,afiar
1123,schneiden::V,skære,cortar
1124,schneiden::V,klippe,cortar
1125,rütteln::V,ruske,sacudir
1126,schütteln::V,ryste,abanar
1127,schütteln::V,ryste,sacudir
1128,schwenken::V,svinge,agitar
1129,schütten::V,hælde,deitar
1130,füllen::V,fylde,encher
1131,einwickeln::V,pakke ind,envolver
1132,einwickeln::V,pakke ind,embrulhar
1133,tragen::V,bære,levar
1134,tragen::V,bære,trazer
1135,schleppen::V,slæbe,arrastar
1136,ziehen::V,trække,puxar
1137,aufbewahren::V,opbevare,guardar
1138,aufbewahren::V,opbevare,conservar
1139,werfen::V,kaste,lançar
1140,fangen::V,fange,apanhar
1141,packen::V,gribe,agarrar
1142,verstecken::V,gemme,esconder
1143,teilen::V,dele,partir
1144,teilen::V,dele,dividir
1145,schicken::V,sende,enviar
1146,bringen::V,bringe,trazer
1147,hinzufügen::V,tilføje,acrescentar
1148,bekommen::V,få,obter
1149,erhalten::V,få,receber
1150,nehmen::V,tage,tomar
1151,wählen::V,vælge,eleger
1152,wählen::V,vælge,escolher
1153,auswählen::V,udvælge,escolher
1154,auswählen::V,udvælge,seleccionar
1155,bewahren::V,bevare,guardar
1156,bewahren::V,bevare,conservar
1157,behindern::V,hindre,impedir
1158,behindern::V,forhindre,impedir
1159,verderben::V,ødelægge,estragar
1160,verderben::V,ødelægge,corromper
1161,beschädigen::V,beskadige,danificar
1162,zerbrechen::V,brække itu,romper
1163,zerbrechen::V,brække itu,quebrar
1164,zerreißen::V,rive itu,rasgar
1165,zerstören::V,ødelægge,destruir
1166,verbrennen::V,brænde,queimar
1167,geben::V,give,dar
1168,reichen::V,række,passar
1169,schenken::V,forære,oferecer
1170,versprechen::V,love,prometer
1171,wünschen::V,ønske,desejar
1172,loben::V,rose,louvar
1173,küssen::V,kysse,beijar
1174,wiegen::V,vugge,embalar
1175,zudecken::V,dække til,tapar
1176,zudecken::V,dække til,cobrir
1177,wecken::V,vække,acordar
1178,wecken::V,vække,despertar
1179,zeigen::V,vise,mostrar
1180,führen::V,føre,guiar
1181,führen::V,føre,conduzir
1182,lehren::V,lære,ensinar
1183,unterrichten::V,undervise,instruir
1184,aufziehen::V,opdrage,criar
1185,leiten::V,lede,dirigir
1186,leiten::V,lede,conduzir
1187,antreiben::V,skynde på,impelir
1188,lassen::V,få til at,fazer
1189,einladen::V,indbyde,convidar
1190,einladen::V,invitere,convidar
1191,vereinigen::V,forene,unir
1192,vereinigen::V,forene,reunir
1193,besuchen::V,besøge,ir ver
1194,besuchen::V,besøge,visitar
1195,treffen::V,møde,encontrar
1196,sich versammeln::V,forsamles,reunir-se
1197,spielen::V,lege,jogar
1198,spielen::V,lege,brincar
1199,spielen::V,spille,jogar
1200,spielen::V,spille,brincar
1201,singen::V,synge,cantar
1202,tanzen::V,danse,bailar
1203,sich trennen::V,skilles,apartar-se
1204,verlassen::V,forlade,deixar
1205,verlassen::V,forlade,abandonar
1206,retten::V,redde,salvar
1207,bewachen::V,bevogte,vigiar
1208,bewachen::V,bevogte,guardar
1209,schützen::V,skærme,proteger
1210,schützen::V,beskytte,proteger
1211,verteidigen::V,forsvare,defender
1212,sich schlagen::V,slås,brigar
1213,sich schlagen::V,slås,bater-se
1214,schießen::V,skyde,disparar
1215,siegen::V,sejre,vencer
1216,ärgern::V,ærgre,irritar
1217,ärgern::V,ærgre,aborrecer
1218,schlagen::V,slå,bater
1219,treten::V,sparke,pisar
1220,stechen::V,stikke,picar
1221,stoßen::V,støde,empurrar
1222,stehlen::V,stjæle,furtar
1223,stören::V,forstyrre,perturbar
1224,belästigen::V,genere,incomodar
1225,belästigen::V,genere,importunar
1226,belästigen::V,ulejlige,incomodar
1227,belästigen::V,ulejlige,importunar
1228,verbergen::V,skjule,ocultar
1229,verbergen::V,skjule,esconder
1230,täuschen::V,villede,iludir
1231,täuschen::V,villede,enganar
1232,betrügen::V,bedrage,burlar
1233,betrügen::V,bedrage,enganar
1234,töten::V,dræbe,matar
1235,wohnen::V,bo,morar
1236,arbeiten::V,arbejde,trabalhar
1237,sammeln::V,samle,recolher
1238,sammeln::V,samle,coleccionar
1239,pflücken::V,plukke,colher
1240,jagen::V,jage,caçar
1241,fischen::V,fiske,pescar
1242,fassen::V,fange,apanhar
1243,hüten::V,vogte,guardar
1244,treiben::V,drive,conduzir
1245,anbinden::V,binde fast,atar
1246,füttern::V,fodre,dar de comer a
1247,melken::V,malke,ordenhar
1248,hacken::V,hakke,rachar
1249,gießen::V,hælde,regar
1250,reifen::V,modne,amadurecer
1251,zubereiten::V,tilberede,preparar
1252,kochen::V,koge,cozer
1253,backen::V,bage,cozer
1254,braten::V,stege,assar
1255,braten::V,stege,fritar
1256,umrühren::V,røre om,remexer
1257,stricken::V,strikke,tricotar
1258,stricken::V,strikke,fazer malha
1259,nähen::V,sy,coser
1260,nähen::V,sy,costurar
1261,färben::V,farve,tingir
1262,färben::V,farve,colorir
1263,reinigen::V,rense,limpar
1264,reinigen::V,rense,purificar
1265,reinigen::V,gøre ren,limpar
1266,reinigen::V,gøre ren,purificar
1267,waschen::V,vaske,lavar
1268,abwischen::V,tørre af,limpar
1269,abwischen::V,tørre af,esfregar
1270,spülen::V,skylle,lavar
1271,spülen::V,skylle,enxaguar
1272,fegen::V,feje,varrer
1273,kehren::V,feje,varrer
1274,baden::V,bade,banhar
1275,baden::V,bade,tomar banho
1276,sich waschen::V,vaske sig,lavar-se
1277,ausziehen::V,tage af,despir
1278,anziehen::V,tage på,vestir
1279,sich anziehen::V,klæde sig på,vestir-se
1280,kämmen::V,rede,pentear
1281,kämmen::V,frisere,pentear
1282,schmücken::V,pynte,adornar
1283,schmücken::V,smykke,adornar
1284,sagen::V,sige,dizer
1285,sprechen::V,snakke,falar
1286,reden::V,tale,falar
1287,reden::V,snakke,falar
1288,sich unterhalten::V,snakke sammen,conversar
1289,fragen::V,spørge,perguntar
1290,bitten::V,bede,pedir
1291,erzählen::V,berette,contar
1292,erzählen::V,fortælle,contar
1293,mitteilen::V,meddele,comunicar
1294,mitteilen::V,meddele,participar
1295,nennen::V,nævne,nomear
1296,nennen::V,nævne,apelidar
1297,rufen::V,råbe,chamar
1298,prahlen::V,prale,gabar-se
1299,prahlen::V,prale,vangloriar-se
1300,übersetzen::V,oversætte,traduzir
1301,denken::V,tænke,pensar
1302,glauben::V,tro,crer
1303,bemerken::V,bemærke,notar
1304,bemerken::V,bemærke,observar
1305,bemerken::V,lægge mærke til,notar
1306,bemerken::V,lægge mærke til,observar
1307,erkennen::V,genkende,reconhecer
1308,begreifen::V,begribe,apreender
1309,begreifen::V,begribe,compreender
1310,verstehen::V,forstå,entender
1311,verstehen::V,forstå,compreender
1312,lernen::V,lære,aprender
1313,wissen::V,vide,saber
1314,sich erinnern an::V,mindes,lembrar-se de
1315,sich erinnern an::V,mindes,recordar-se de
1316,sich erinnern an::V,huske på,lembrar-se de
1317,sich erinnern an::V,huske på,recordar-se de
1318,vergessen::V,glemme,esquecer
1319,messen::V,måle,medir
1320,zählen::V,tælle,contar
1321,rechnen::V,regne,calcular
1322,lesen::V,læse,ler
1323,malen::V,male,pintar
1324,zeichnen::V,tegne,desenhar
1325,schreiben::V,skrive,escrever
1326,besitzen::V,eje,possuir
1327,besitzen::V,besidde,possuir
1328,kaufen::V,købe,comprar
1329,verkaufen::V,sælge,vender
1330,bezahlen::V,betale,pagar
1331,zahlen::V,betale,pagar
1332,beherrschen::V,beherske,imperar
1333,ertragen::V,tåle,suportar
1334,ertragen::V,udholde,suportar
1335,hinfallen::V,,cair
