,Concept_ID,ps,de
308,Gegend::N,سیمه,Gegend
309,Gegend::N,منطقه,Gegend
310,Platz::N,ځای,Platz
311,Ort::N,ځای,Ort
312,Seite::N,مخ,Seite
313,Seite::N,اړخ,Seite
314,Mitte::N,وسط,Mitte
315,Mitte::N,مینځ,Mitte
316,Gegenstand::N,شی,Gegenstand
317,Sache::N,شی,Sache
318,Sache::N,څيز,Sache
319,Rand::N,څنډه,Rand
320,Rand::N,کناره,Rand
321,Kante::N,اړخ,Kante
322,Ecke::N,ګوټ,Ecke
323,Spitze::N,څوکه,Spitze
324,Ende::N,څوکه,Ende
325,Loch::N,سوری,Loch
326,Winkel::N,کنج,Winkel
327,Winkel::N,کوتی,Winkel
328,Muster::N,نمونه,Muster
329,Größe::N,قد,Größe
330,Größe::N,لويوالی,Größe
331,Länge::N,طول,Länge
332,Länge::N,اوږد والی,Länge
333,Höhe::N,جګوالی,Höhe
334,Gewicht::N,وزن,Gewicht
335,Menge::N,اندازه,Menge
336,Haufen::N,کوټه,Haufen
337,Reihe::N,صف,Reihe
338,Reihe::N,کتار,Reihe
339,Boot::N,قايق,Boot
340,Ruder::N,چپه,Ruder
341,Schlitten::N,ښویېدونی,Schlitten
342,Ski::N,سکي,Ski
343,Lagerfeuer::N,اور,Lagerfeuer
344,Last::N,بار,Last
345,Last::N,پېټی,Last
346,Gang::N,تګ,Gang
347,Schritt::N,ګام,Schritt
348,Norden::N,شمال,Norden
349,Süden::N,سوېل,Süden
350,Westen::N,لوېدېځ,Westen
351,Osten::N,شرق,Osten
352,Osten::N,ختیځ,Osten
353,Holz::N,لرګی,Holz
354,Brett::N,تخته,Brett
355,Platte::N,تخته,Platte
356,Stütze::N,تکیوان,Stütze
357,Stange::N,ډاګه,Stange
358,Stock::N,لرګی,Stock
359,Stab::N,چيخله,Stab
360,Rohr::N,نل,Rohr
361,Haus::N,کور,Haus
362,Heim::N,کور,Heim
363,Ofen::N,تودنۍ,Ofen
364,Fußboden::N,غولی,Fußboden
365,Tisch::N,مېز,Tisch
366,Stuhl::N,چوکۍ,Stuhl
367,Wiege::N,زانګو,Wiege
368,Bett::N,کټ,Bett
369,Bett::N,چپرکټ,Bett
370,Regal::N,تاخچۍ,Regal
371,Kiste::N,صندوق,Kiste
372,Fenster::N,کړکۍ,Fenster
373,Tür::N,دروازه,Tür
374,Tor::N,دروازه,Tor
375,Zaun::N,کټاره,Zaun
376,Dach::N,بام,Dach
377,Leiter::N,زينه,Leiter
378,Besen::N,جارو,Besen
379,Spaten::N,یوم,Spaten
380,Schaufel::N,بېلچه,Schaufel
381,Gabel::N,پنجه,Gabel
382,Löffel::N,کاشوغه,Löffel
383,Messer::N,چاقو,Messer
384,Nagel::N,ميخ,Nagel
385,Netz::N,جال,Netz
386,Haken::N,څنګک,Haken
387,Griff::N,لاستی,Griff
388,Schloss::N,کلپ,Schloss
389,Bild::N,رسم,Bild
390,Figur::N,قدوقامت,Figur
391,Puppe::N,ګوډۍ,Puppe
392,Beutel::N,کڅوړه,Beutel
393,Bündel::N,دسته,Bündel
394,Tasche::N,بکس,Tasche
395,Tasche::N,توبره,Tasche
396,Eimer::N,سطل,Eimer
397,Deckel::N,سرپوښ,Deckel
398,Geschirr::N,لوښی,Geschirr
399,Sack::N,جوال,Sack
400,Tasse::N,پیاله,Tasse
401,Topf::N,دېګی,Topf
402,Kessel::N,دېګ,Kessel
403,Essen::N,خوراک,Essen
404,Nahrung::N,خوراک,Nahrung
405,Speise::N,خواړه,Speise
406,Fleisch::N,غوښه,Fleisch
407,Getreide::N,غله,Getreide
408,Brei::N,اوګره,Brei
409,Brot::N,ډوډۍ,Brot
410,Scheibe::N,مړۍ,Scheibe
411,Fett::N,غوړي,Fett
412,Butter::N,کوچ,Butter
413,Öl::N,تېل,Öl
414,Salz::N,مالګه,Salz
415,Suppe::N,شوربا,Suppe
416,Honig::N,شات,Honig
417,Milch::N,شوده,Milch
418,Tee::N,چای,Tee
419,Leder::N,څرمن,Leder
420,Wolle::N,پشم,Wolle
421,Stoff::N,ټوټه,Stoff
422,Nadel::N,ستن,Nadel
423,Faden::N,تار,Faden
424,Knopf::N,تڼۍ,Knopf
425,Knopf::N,تکمه,Knopf
426,Knoten::N,غوټه,Knoten
427,Farbe::N,رنګ,Farbe
428,Kleidung::N,کالي,Kleidung
429,Hemd::N,کميس,Hemd
430,Kragen::N,غاړه,Kragen
431,Ärmel::N,لستوڼی,Ärmel
432,Hose::N,پطلون,Hose
433,Gürtel::N,کمربند,Gürtel
434,Mütze::N,خولۍ,Mütze
435,Schuh::N,بوټ,Schuh
436,Stiefel::N,موزه,Stiefel
437,Ring::N,ګوته,Ring
438,Band::N,فيته,Band
439,Kamm::N,ګمنځ,Kamm
440,Spiegel::N,ایینه,Spiegel
441,Spiegel::N,هنداره,Spiegel
442,Riemen::N,تسمه,Riemen
443,Schnur::N,مزی,Schnur
444,Leine::N,رسۍ,Leine
445,Decke::N,بړستن,Decke
446,Kissen::N,بالښت,Kissen
447,Tuch::N,ټیکری,Tuch
448,Handtuch::N,دسمال,Handtuch
449,Kraft::N,زور,Kraft
450,Kraft::N,توان,Kraft
451,Stärke::N,قوت,Stärke
452,Gesundheit::N,صحت,Gesundheit
453,Gesundheit::N,روغتیا,Gesundheit
454,Krankheit::N,مرض,Krankheit
455,Krankheit::N,ناروغي,Krankheit
456,Schmerz::N,درد,Schmerz
457,Wunde::N,ټپ,Wunde
458,Wunde::N,زخم,Wunde
459,Fieber::N,تبه,Fieber
460,Arznei::N,دوا,Arznei
461,Arznei::N,دارو,Arznei
462,Brücke::N,پول,Brücke
463,Brunnen::N,څاه,Brunnen
464,Brunnen::N,کوهی,Brunnen
465,Weide::N,وله,Weide
466,Pfad::N,تړه,Pfad
467,Weg::N,لیار,Weg
468,Straße::N,سړک,Straße
469,Dorf::N,کلی,Dorf
470,Stadt::N,ښار,Stadt
471,Brief::N,لیک,Brief
472,Brief::N,مکتوب,Brief
473,Buch::N,کتاب,Buch
474,Buchstabe::N,حرف,Buchstabe
475,Buchstabe::N,توری,Buchstabe
476,Zeitung::N,اخبار,Zeitung
477,Leben::N,ژوند,Leben
478,Tod::N,مرګ,Tod
479,Tod::N,مړینه,Tod
480,Grab::N,قبر,Grab
481,Grab::N,ډورۍ,Grab
482,Kirche::N,کلیسا,Kirche
483,Sünde::N,ګناه,Sünde
484,Gott::N,خدای,Gott
485,Arbeiter::N,کاریګر,Arbeiter
486,Chef::N,آمر,Chef
487,Meister::N,استاد,Meister
488,Arzt::N,طبیب,Arzt
489,Arzt::N,ډاکټر,Arzt
490,Lehrer::N,معلم,Lehrer
491,Lehrer::N,ښوونکی,Lehrer
492,Geld::N,پیسې,Geld
493,Geschäft::N,سوداګري,Geschäft
494,Laden::N,دکان,Laden
495,Laden::N,مغازه,Laden
496,Preis::N,بیه,Preis
497,Ware::N,مال,Ware
498,Nutzen::N,ګټه,Nutzen
499,Reichtum::N,شتمني,Reichtum
500,Welt::N,نړۍ,Welt
501,Welt::N,دنیا,Welt
502,Land::N,هېواد,Land
503,Staat::N,دولت,Staat
504,König::N,باچا,König
505,König::N,پادشاه,König
506,Macht::N,قدرت,Macht
507,Grenze::N,حد,Grenze
508,Grenze::N,سرحد,Grenze
509,Krieg::N,جګړه,Krieg
510,Feind::N,دښمن,Feind
511,Gewalt::N,زور,Gewalt
512,Gewalt::N,تشدد,Gewalt
513,Kampf::N,جنګ,Kampf
514,Kampf::N,مبارزه,Kampf
515,Bogen[Waffe]::N,لیندۍ,Bogen
516,Pfeil::N,غشی,Pfeil
517,Gewehr::N,ټوپک,Gewehr
518,Fehler::N,خطا,Fehler
519,Fehler::N,غلطي,Fehler
520,Lüge::N,دروغ,Lüge
521,Schaden::N,زیان,Schaden
522,Schaden::N,تاوان,Schaden
523,Unglück::N,بدبختي,Unglück
524,Schuld::N,ګناه,Schuld
525,Alter::N,منګ,Alter
526,Schluss::N,اخر,Schluss
527,Zeit::N,وخت,Zeit
528,Tag::N,ورځ,Tag
529,Morgen::N,سبا,Morgen
530,Morgen::N,سهار,Morgen
531,Mittag::N,غرمه,Mittag
532,Abend::N,ماښام,Abend
533,Nacht::N,شپه,Nacht
534,Woche::N,اونۍ,Woche
535,Monat::N,مياشت,Monat
536,Jahr::N,کال,Jahr
537,Frühling::N,پسرلی,Frühling
538,Sommer::N,دوبی,Sommer
539,Herbst::N,منی,Herbst
540,Herbst::N,خزان,Herbst
541,Winter::N,ژمی,Winter
542,Januar::N,جنوري,Januar
543,Februar::N,فبروري,Februar
544,März::N,مارچ,März
545,April::N,اپریل,April
546,Mai::N,مې,Mai
547,Juni::N,جون,Juni
548,Juli::N,جولای,Juli
549,August::N,اګست,August
550,September::N,سپټامبر,September
551,Oktober::N,اکتوبر,Oktober
552,November::N,نومبر,November
553,Dezember::N,دسمبر,Dezember
554,Montag::N,دوشنبه,Montag
555,Dienstag::N,سه شنبه,Dienstag
556,Mittwoch::N,چارشنبه,Mittwoch
557,Donnerstag::N,پنجشنبه,Donnerstag
558,Freitag::N,جمعه,Freitag
559,Samstag::N,خالي,Samstag
560,Sonntag::N,یکشنبه,Sonntag
561,groß::A,لوی,groß
562,klein::A,وړوکی,klein
563,lang::A,اوړد,lang
564,kurz::A,لنډ,kurz
565,breit::A,پراخه,breit
566,schmal::A,تنګ,schmal
567,dicht::A,ګڼ,dicht
568,dick[Gegenstand]::A,پنډ,dick
569,dünn::A,نری,dünn
570,fein::A,نازک,fein
571,fest::A,کلک,fest
572,fest::A,ټینګ,fest
573,flach::A,هوار,flach
574,glatt::A,ښوی,glatt
575,hart::A,کلک,hart
576,weich::A,نرم,weich
577,weich::A,پوست,weich
578,rund::A,ګرد,rund
579,spitz::A,تېره,spitz
580,scharf::A,تېز,scharf
581,scharf::A,تېره,scharf
582,stumpf::A,پڅ,stumpf
583,schwer::A,دروند,schwer
584,schön::A,ښکلی,schön
585,heiß::A,تود,heiß
586,warm::A,تود,warm
587,kalt::A,ېخ,kalt
588,kalt::A,سوړ,kalt
589,kühl::A,ېخ,kühl
590,kühl::A,سوړ,kühl
591,frisch::A,تازه,frisch
592,feucht::A,مرطوب,feucht
593,nass::A,لوند,nass
594,trocken::A,وچ,trocken
595,voll::A,ډک,voll
596,leer::A,خالی,leer
597,offen::A,خلاص,offen
598,offen::A,پرانیستی,offen
599,geschlossen::A,تړلی,geschlossen
600,sauber::A,پاک,sauber
601,schmutzig::A,چټل,schmutzig
602,roh::A,خام,roh
603,reif::A,پوخ,reif
604,reif::A,رسېدلی,reif
605,lecker::A,خوندور,lecker
606,lecker::A,مزه دار,lecker
607,süß::A,خوږ,süß
608,süß::A,شیرین,süß
609,bitter::A,تریخ,bitter
610,sauer::A,ټاک,sauer
611,sauer::A,تريو,sauer
612,hell::A,روڼ,hell
613,hell::A,روښان,hell
614,dunkel::A,تیاره,dunkel
615,schwarz::A,تور,schwarz
616,weiß::A,سپين,weiß
617,rot::A,سور,rot
618,gelb::A,زېړ,gelb
619,blau::A,شین,blau
620,blau::A,اسماني رنګه,blau
621,grün::A,زرغون,grün
622,grau::A,خړ,grau
623,bunt::A,رنګارنګ,bunt
624,billig::A,ارزان,billig
625,teuer::A,ګران,teuer
626,wertvoll::A,قیمتي,wertvoll
627,blind::A,ړوند,blind
628,taub::A,کوڼ,taub
629,kräftig::A,قوی,kräftig
630,stark::A,قوی,stark
631,stark::A,تکړه,stark
632,schwach::A,ضعیف,schwach
633,schwach::A,کمزوری,schwach
634,fett::A,چاغ,fett
635,schlank::A,خوش اندام,schlank
636,hübsch::A,ښکلی,hübsch
637,hübsch::A,ښایسته,hübsch
638,böse::A,شریر,böse
639,böse::A,قهرناک,böse
640,dumm::A,احمق,dumm
641,faul::A,لټ,faul
642,faul::A,تنبل,faul
643,fleißig::A,زحمت کښ,fleißig
644,geizig::A,بخیل,geizig
645,klug::A,عاقل,klug
646,klug::A,هوښیار,klug
647,geschickt::A,ماهر,geschickt
648,lieb::A,عزیز,lieb
649,lieb::A,محبوب,lieb
650,lustig::A,خوشحال,lustig
651,sanft::A,پوست,sanft
652,sanft::A,ملایم,sanft
653,hungrig::A,وږی,hungrig
654,krank::A,مريض,krank
655,krank::A,ناروغ,krank
656,nackt::A,لوڅ,nackt
657,traurig::A,غمجن,traurig
658,lebendig::A,ژوندی,lebendig
659,gut::A,ښه,gut
660,schlecht::A,بد,schlecht
661,schlecht::A,خراب,schlecht
662,richtig::A,سم,richtig
663,richtig::A,صحیح,richtig
664,schlimm::A,بد,schlimm
665,schlimm::A,مخوف,schlimm
666,wahr::A,واقعي,wahr
667,alt::A,زوړ,alt
668,neu::A,نوی,neu
669,ehemalig::A,پخوانی,ehemalig
670,alt[Lebewesen]::A,زوړ,alt
671,jung::A,ځوان,jung
672,arm::A,غریب,arm
673,arm::A,بې وزله,arm
674,reich::A,شتمن,reich
675,reich::A,دولتمند,reich
676,bekannt::A,اشنا,bekannt
677,berühmt::A,مشهور,berühmt
678,fremd::A,پردی,fremd
679,fremd::A,بېګانه,fremd
680,verschieden::A,مختلف,verschieden
681,nah::A,نژدې,nah
682,fern::A,لیری,fern
683,linker::A,چپ,linker
684,linker::A,کیڼ,linker
685,rechter::A,ښی,rechter
686,anderer::A,بل,anderer
687,erster::A,لومړی,erster
688,zweiter::A,دوهم,zweiter
689,dritter::A,درېم,dritter
690,letzter::A,آخرنی,letzter
691,letzter::A,وروستی,letzter
692,allein::ADV,یوازې,allein
693,auf einmal::ADV,په یوه وخت کی,auf einmal
694,zusammen::ADV,یو ځای,zusammen
695,lange::ADV,ډېر وخت,lange
696,lange::ADV,ډېره موده,lange
697,plötzlich::ADV,ناببره,plötzlich
698,plötzlich::ADV,یوناڅاپه,plötzlich
699,sofort::ADV,فوراً,sofort
700,sofort::ADV,سمدلاسه,sofort
701,später::ADV,وروسته,später
702,jetzt::ADV,اوس,jetzt
703,heute::ADV,نن,heute
704,morgen::ADV,سبا,morgen
705,bald::ADV,ژر,bald
706,dann::ADV,پس,dann
707,dann::ADV,وروسته,dann
708,gestern::ADV,پرون,gestern
709,einst::ADV,پخوا,einst
710,damals::ADV,هغه وخت,damals
711,danach::ADV,بیا,danach
712,vorher::ADV,دمخه,vorher
713,zuerst::ADV,لومړی,zuerst
714,einmal::ADV,یو ځل,einmal
715,manchmal::ADV,ګاهی ګاهی,manchmal
716,oft::ADV,ډېر ځله,oft
717,immer::ADV,تل,immer
718,immer::ADV,همېشه,immer
719,niemals::ADV,هیڅکله نه,niemals
720,hier::ADV,دلته,hier
721,hierhin::ADV,دلته,hierhin
722,hierhin::ADV,دې ځای ته,hierhin
723,von hier::ADV,د دې ځای نه,von hier
724,dort::ADV,هلته,dort
725,dorthin::ADV,هلته,dorthin
726,dorthin::ADV,هغه ځای ته,dorthin
727,geradeaus::ADV,مخامخ,geradeaus
728,vorwärts::ADV,مخ پهٔ وړاندې,vorwärts
729,rückwärts::ADV,بېرته,rückwärts
730,zurück::ADV,بېرته,zurück
731,unten::ADV,لاندي,unten
732,hinab::ADV,ښکته,hinab
733,oben::ADV,پورته,oben
734,hinauf::ADV,پاس,hinauf
735,überall::ADV,هره خوا,überall
736,nicht::ADV,نه,nicht
737,ein wenig::ADV,یو څه,ein wenig
738,kaum::ADV,ایله,kaum
739,sehr::ADV,ډېر,sehr
740,sehr::ADV,زيات,sehr
741,so::ADV,داسې,so
742,so::ADV,دومره,so
743,noch::ADV,نور,noch
744,nur::ADV,تش,nur
745,nur::ADV,صرف,nur
746,schon::ADV,دمخه,schon
747,wieder::ADV,بیا,wieder
748,vergebens::ADV,عبث,vergebens
749,vor::PRP,دمخه,vor
750,hinter::PRP,شاته,hinter
751,unter::PRP,لاندي,unter
752,durch::PRP,د مینځ نه,durch
753,neben::PRP,نژدې,neben
754,zwischen::PRP,ترمینځ,zwischen
755,wegen::PRP,د ... له لاسه,wegen
756,dies::PRN,دا,dies
757,das::PRN,دا,das
758,alles::PRN,هرڅهٔ,alles
759,ich::PRN,زه,ich
760,du::PRN,ته,du
761,er::PRN,دی,er
762,wir::PRN,مونږ,wir
763,ihr::PRN,تاسې,ihr
764,sie::PRN,هغوی,sie
765,was::FPRN,څهٔ,was
766,wer::FPRN,چا,wer
767,wer::FPRN,څوک,wer
768,wo::FADV,چيری,wo
769,wo::FADV,چېرته,wo
770,wohin::FADV,چېرته,wohin
