,Concept_ID,hi,os
221,Kiefer[Baum]::N,पाइन-वृक्ष,нӕзы
222,Weide[Baum]::N,बेंत,хӕрис
223,Tanne::N,फ़र,наз
224,Horn::N,सींग,сыкъа
225,Horn::N,विषाण,сыкъа
226,Feder::N,पर,сис
227,Feder::N,पंख,сис
228,Fell::N,खाल,царм
229,Fell::N,पशु-चर्म,царм
230,Flügel::N,पंख,базыр
231,Flügel::N,डैना,базыр
232,Klaue::N,पंजा,ных
233,Kralle::N,पंजा,дзӕмбы
234,Kralle::N,नाख़ून,дзӕмбы
235,Schwanz::N,पूँछ,къӕдзил
236,Ei::N,अंडा,айк
237,Nest::N,नीड़,ахстон
238,Nest::N,घोंसला,ахстон
239,Bau::N,बिल,хуынкъ
240,Bau::N,माँद,хуынкъ
241,Tier::N,पशु,сырд
242,Tier::N,पशु,цӕрӕгой
243,Tier::N,जानवर,сырд
244,Tier::N,जानवर,цӕрӕгой
245,Herde::N,गल्ला,дзуг
246,Herde::N,गल्ला,рӕгъау
247,Kuh::N,गौ,хъуг
248,Kuh::N,गाय,хъуг
249,Bulle::N,साँड़,гал
250,Pferd::N,अश्व,бӕх
251,Pferd::N,घोड़ा,бӕх
252,Schaf::N,भेड़,фыс
253,Schwein::N,शूकर,хуы
254,Hund::N,श्वान,куыдз
255,Hund::N,कुत्ता,куыдз
256,Katze::N,बिल्ली,гӕды
257,Bär::N,रीछ,арс
258,Bär::N,भालू,арс
259,Eichhörnchen::N,गिलहरी,æхсæрæг
260,Elch::N,एल्क,цæгатаг саг
261,Fuchs::N,लोमड़ी,рувас
262,Hase::N,खरहा,тæрхъус
263,Hase::N,ख़रगोश,тæрхъус
264,Maus::N,मूष,мыст
265,Maus::N,चूहा,мыст
266,Wolf::N,वृक,бирӕгъ
267,Wolf::N,भेड़िया,бирӕгъ
268,Vogel::N,पक्षी,цъиу
269,Vogel::N,पक्षी,маргъ
270,Vogel::N,चिड़िया,цъиу
271,Vogel::N,चिड़िया,маргъ
272,Schwarm::N,झुंड,бал
273,Huhn::N,मुर्ग़ी,карк
274,Hahn::N,मुर्ग़ा,уасӕг
275,Gans::N,हंस,хъаз
276,Gans::N,हंसिनी,хъаз
277,Adler::N,उक़ाब,цӕргӕс
278,Ente::N,बतख़,ацц
279,Ente::N,बत्तक,ацц
280,Eule::N,उल्लू, уыг
281,Eule::N,उल्लू,сидахъ
282,Kranich::N,सारस,зырнæг
283,Kranich::N,सारस,хърихъупп
284,Kranich::N,क्रौंंच,зырнæг
285,Kranich::N,क्रौंंच,хърихъупп
286,Krähe::N,काक,халон
287,Kuckuck::N,कोयल,гаккук
288,Kuckuck::N,कोकिल,гаккук
289,Schwan::N,हंस,доныхъаз
290,Schwan::N,मराल,доныхъаз
291,Fisch::N,मछली,кӕсаг
292,Fisch::N,मत्स्य,кӕсаг
293,Barsch::N,पर्च,окунь
294,Hecht::N,पाइक,хихор кӕсаг
295,Schlange[Tier]::N,सर्प,калм
296,Wurm::N,कृमि,зулкъ
297,Wurm::N,कृमि,къуыдыргалм
298,Wurm::N,कीड़ा,зулкъ
299,Wurm::N,कीड़ा,къуыдыргалм
300,Spinne::N,लूता,хӕлуарӕг
301,Spinne::N,मकड़ी,хӕлуарӕг
302,Ameise::N,चींटी,мæлдзыг
303,Laus::N,जूँ,сыст
304,Mücke::N,डाँस,къогъо
305,Fliege::N,मक्खी,бындз
306,Fliege::N,मक्षिका,бындз
307,Schmetterling::N,तितली,гæлæбу
308,Beere::N,बेरी,гагадыргъ
309,Apfel::N,सेब,фӕткъуы
310,Pilz::N,खुंबी,зокъо
311,Pilz::N,खुंबी,къозо
312,Zwiebel::N,प्याज़,хъӕдындз
313,Saat::N,बीज,тауинаг
314,Saat::N,बीज,мыггаг
315,Korn::N,दाना,мыггаг
316,Korn::N,दाना,тауинаг
317,Heu::N,मूखी घास,хос
318,Schale::N,बकला,цъар
319,Schale::N,छिलका,цъар
320,Grube::N,गड्ढा,урм
321,Grube::N,गड्ढा,къахт
322,Grube::N,गड्ढा,дзыхъхъ
323,Falle::N,जाल,цъысым
324,Falle::N,जाल,къӕппӕг
325,Falle::N,फँदा,цъысым
326,Falle::N,फँदा,къӕппӕг
327,Schlinge::N,फँदा,цасм
328,Spur::N,सुराग़,фæд
329,Spur::N,पद-चिह्न,фæд
330,Asche::N,राख,фӕнык
331,Asche::N,राख,ӕртхутӕг
332,Dreck::N,मैल,цъыф
333,Dreck::N,गंदगी,цъыф
334,Eisen::N,लोहा,ӕфсӕйнаг
335,Gold::N,सोना,сыгъзӕрин
336,Gold::N,स्वर्ण,сыгъзӕрин
337,Silber::N,रजत,ӕвзист
338,Silber::N,चाँदी,ӕвзист
339,Kohle::N,कोयला,ӕвзалы
340,Glas::N,काँच,авг
341,Lehm::N,चिकनी मिट्टी,ӕлыг
342,Sand::N,रेत,змис
343,Sand::N,बालू,змис
344,Mensch::N,मानव,лӕг
345,Mensch::N,मानव,адӕймаг
346,Mensch::N,मानव,удгоймаг
347,Mensch::N,इनसान,лӕг
348,Mensch::N,इनसान,адӕймаг
349,Mensch::N,इनसान,удгоймаг
350,Mensch::N,मनुष्य,лӕг
351,Mensch::N,मनुष्य,адӕймаг
352,Mensch::N,मनुष्य,удгоймаг
353,Mann::N,आदमी,лӕг
354,Mann::N,आदमी,нӕлгоймаг
355,Mann::N,पुरुष,лӕг
356,Mann::N,पुरुष,нӕлгоймаг
357,Frau::N,औरत,сылгоймаг
358,Frau::N,महिला,сылгоймаг
359,Frau::N,स्त्री,сылгоймаг
360,Kind::N,बाल,сывӕллон
361,Kind::N,बच्चा,сывӕллон
362,Junge::N,लड़का,лӕппу
363,Mädchen::N,लड़की,чызг
364,Mädchen::N,कुमारी,чызг
365,Familie::N,परिवार,бинонтæ
366,Großvater::N,दादा,фыдыфыд
367,Großvater::N,दादा,мадыфыд
368,Großmutter::N,नानी,фыды мад
369,Großmutter::N,नानी,мады мад
370,Eltern::N,माँ-बाप,ныййарджытæ
371,Eltern::N,माता-पिता,ныййарджытæ
372,Vater::N,बाप,фыд
373,Vater::N,पिता,фыд
374,Mutter::N,माँ,мад
375,Mutter::N,माता,мад
376,Sohn::N,बेटा,фырт
377,Sohn::N,पुत्र,фырт
378,Tochter::N,बेटी,чызг
379,Tochter::N,पुत्री,чызг
380,Bruder::N,भाई,ӕфсымӕр
381,Bruder::N,भ्राता,ӕфсымӕр
382,Schwester::N,बहन,хо
383,Schwester::N,भगिनी,хо
384,Onkel::N,ताऊ,фыдыфсымӕр
385,Onkel::N,काका,фыдыфсымӕр
386,Tante::N,बूआ,мадыхо
387,Tante::N,फूफी,мадыхо
388,Tante::N,ख़ाला,мадыхо
389,Ehemann::N,पति,мой
390,Ehemann::N,शौहर,мой
391,Ehefrau::N,बीवी,ус
392,Freude::N,आनंद,цин
393,Freude::N,आनंद,циндзинад
394,Freude::N,प्रसन्नता,цин
395,Freude::N,प्रसन्नता,циндзинад
396,Gelächter::N,हँसी,худын
397,Gelächter::N,हँसी,худт
398,Gelächter::N,हँसी,худæг
399,Gelächter::N,क़हक़हा,худын
400,Gelächter::N,क़हक़हा,худт
401,Gelächter::N,क़हक़हा,худæг
402,Glück::N,आनंद,амонд
403,Glück::N,ख़ुशी,амонд
404,Kummer::N,शोक,хъыг
405,Kummer::N,दुःख,хъыг
406,Wunsch::N,इच्छा,бӕллиц
407,Wunsch::N,अभिलाषा,бӕллиц
408,Lust::N,चाह,монц
409,Lust::N,कामना,монц
410,Geist::N,जान,уд
411,Geist::N,प्राण,уд
412,Gedanke::N,विचार,хъуыды
413,Gedächtnis::N,याददाश्त,мысæн
414,Gedächtnis::N,याददाश्त,мысын
415,Gedächtnis::N,याददाश्त,зæрдылдарын
416,Gedächtnis::N,स्मरण-शक्ति,мысæн
417,Gedächtnis::N,स्मरण-शक्ति,мысын
418,Gedächtnis::N,स्मरण-शक्ति,зæрдылдарын
419,Verstand::N,समझ,зонд
420,Verstand::N,अक़्ल,зонд
421,Verstand::N,बुद्धि,зонд
422,Sinn::N,अर्थ,нысаниуæг
423,Grund::N,वजह,ӕфсон
424,Grund::N,कारण,ӕфсон
425,Wahrheit::N,सत्य,æцæг
426,Wahrheit::N,सच्चाई,æцæг
427,Gespräch::N,चर्चा,ныхас
428,Gespräch::N,वार्ता,ныхас
429,Gespräch::N,बात-चीत,ныхас
430,Märchen::N,क़िस्सा,аргъау
431,Erzählung::N,कथा,радзырд
432,Erzählung::N,कहानी,радзырд
433,Nachricht::N,सूचना,уац
434,Nachricht::N,समाचार,уац
435,Neuigkeit::N,ख़बर,хабар
436,Neuigkeit::N,समाचार,хабар
437,Name::N,नाम,ном
438,Rätsel::N,पहेली,уыци-уыци
439,Rätsel::N,पहेली,базон-базон
440,Rede::N,वचन,раныхас
441,Rede::N,भाषण,раныхас
442,Sprache::N,भाषा,ӕвзаг
443,Sprache::N,ज़बान,ӕвзаг
444,Stimme::N,स्वर,хъӕлӕс
445,Stimme::N,आवाज़,хъӕлӕс
446,Wort::N,शब्द,дзырд
447,Wort::N,लफ़्ज़,дзырд
448,Zeichen::N,निशान,нысан
449,Ruf::N,पुकार,сидт
450,Ruf::N,आह्वान,сидт
451,Lärm::N,शोर,уынæр
452,Lärm::N,हुल्लड़,уынæр
453,Laut::N,स्वर,зӕл
454,Laut::N,स्वर,мыр
455,Laut::N,ध्वनि,зӕл
456,Laut::N,ध्वनि,мыр
457,Ton::N,सुर,мыр
458,Ton::N,स्वर,мыр
459,Lied::N,गीत,зарӕг
460,Ruhe::N,आराम,æнцой
461,Ruhe::N,ख़ामोशी,æнцой
462,Leute::N,लोग,адӕм
463,Volk::N,क़ौम,адӕм
464,Volk::N,प्रजा,адӕм
465,Arbeit::N,काम,фӕллой
466,Gast::N,अतिथि,уазӕг
467,Gast::N,मेहमान,уазӕг
468,Geschenk::N,उपहार,хуын
469,Geschenk::N,तोहफ़ा,хуын
470,Spiel::N,खेल,хъазт
471,Spiel::N,क्रीड़ा,хъазт
472,Gesellschaft::N,साथ,дзыллæ
473,Gesellschaft::N,साथ,æхсæнад
474,Hilfe::N,मदद,æххуыс
475,Hilfe::N,मदद,ахъаз
476,Hilfe::N,सहायता,æххуыс
477,Hilfe::N,सहायता,ахъаз
478,Freund::N,मित्र,лымӕн
479,Kamerad::N,साथी,ӕмбал
480,Kamerad::N,कामरेड,ӕмбал
481,Angelegenheit::N,बात,хъуыддаг
482,Angelegenheit::N,मामला,хъуыддаг
483,Anzahl::N,तादाद,бӕрц
484,Anzahl::N,संख्या,бӕрц
485,Art::N,तरह,хуыз
486,Art::N,तरह,хуызад
487,Art::N,क़िस्म,хуыз
488,Art::N,क़िस्म,хуызад
489,Stück::N,फाँक,кæрдих
490,Stück::N,फाँक,комдзаг
491,Stück::N,टुकड़ा,кæрдих
492,Stück::N,टुकड़ा,комдзаг
493,Teil::N,भाग,хай
494,Teil::N,हिस्सा,хай
495,Hälfte::N,अर्धभाग,æрдæг
496,Hälfte::N,अर्धभाग,æмбис
497,Kreis::N,चक्कर,зиллакк
498,Kreuz::N,सलीब,дзуар
499,Kreuz::N,क्रूस,дзуар
500,Linie::N,लाइन,хахх
501,Strich::N,लकीर,хахх
502,Abstand::N,अंतर,æхсæнуат
503,Abstand::N,फ़ासला,æхсæнуат
504,Entfernung::N,दूरी,дæрддзæг
505,Entfernung::N,दूरी,дардцæг
506,Entfernung::N,फ़ासला,дæрддзæг
507,Entfernung::N,फ़ासला,дардцæг
508,Gegend::N,इलाक़ा,ран
509,Platz::N,जगह,бууат
510,Platz::N,स्थान,бууат
511,Ort::N,स्थल,ран
512,Ort::N,स्थल,бынат
513,Ort::N,स्थान,ран
514,Ort::N,स्थान,бынат
515,Seite::N,ओर,фахс
516,Seite::N,तरफ़,фахс
517,Mitte::N,बीच,астӕу
518,Mitte::N,मध्य,астӕу
519,Gegenstand::N,चीज़,дзаума
520,Gegenstand::N,पदार्थ,дзаума
521,Sache::N,चीज़,дзаума
522,Sache::N,वस्तु,дзаума
523,Rand::N,छोर,кӕрон
524,Rand::N,उपांत,кӕрон
525,Kante::N,कोर,фӕрск
526,Kante::N,किनारा,фӕрск
527,Ecke::N,कोना,тигъ
528,Ecke::N,कोना,фисын
529,Ecke::N,नुक्कड़,тигъ
530,Ecke::N,नुक्कड़,фисын
531,Spitze::N,नोक,бырынкъ
532,Ende::N,छोर,кӕрон
533,Ende::N,सिरा,кӕрон
534,Loch::N,छेद,хуынкъ
535,Loch::N,सूराख़,хуынкъ
536,Winkel::N,कोण,къуым
537,Winkel::N,कोना,къуым
538,Muster::N,नमूना,нывæфтыд
539,Muster::N,नमूना,кæдзист
540,Muster::N,डिज़ाइन,нывæфтыд
541,Muster::N,डिज़ाइन,кæдзист
542,Größe::N,परिमाण,ас
543,Größe::N,विस्तार,ас
544,Länge::N,लंबाई,дӕргъ
545,Höhe::N,ऊँचाई,бæрзонд
546,Höhe::N,ऊँचाई,бæрзæнд
547,Höhe::N,ऊँचाई,бæрзонддзинад
548,Höhe::N,उच्चता,бæрзонд
549,Höhe::N,उच्चता,бæрзæнд
550,Höhe::N,उच्चता,бæрзонддзинад
551,Gewicht::N,भार,уӕз
552,Gewicht::N,वज़न,уӕз
553,Menge::N,मात्रा,бӕрц
554,Haufen::N,ढेर,кӕри
555,Haufen::N,अंबार,кӕри
556,Reihe::N,क़तार,рӕнхъ
557,Reihe::N,पंक्ति,рӕнхъ
558,Boot::N,नाव,чема
559,Boot::N,नौका,чема
560,Ruder::N,चप्पू,къохар
561,Schlitten::N,बर्फ़-गाड़ी,дзоныгъ
562,Ski::N,स्की,къахдзоныгътæ
563,Ski::N,स्की,лыжæтæ
564,Lagerfeuer::N,अलाव,арт
565,Lagerfeuer::N,कैंप-फ़ायर,арт
566,Last::N,भार,уаргъ
567,Gang::N,चाल,цыд
568,Schritt::N,डग,санчъех
569,Schritt::N,डग,къахдзӕф
570,Schritt::N,क़दम,санчъех
571,Schritt::N,क़दम,къахдзӕф
572,Norden::N,उत्तर,цæгат
573,Süden::N,दक्खिन,хуссар
574,Westen::N,पश्चिम,ныгуылæн
575,Osten::N,पूरब,скæсæн
576,Holz::N,काठ,хъӕдӕрмӕг
577,Holz::N,काष्ठ,хъӕдӕрмӕг
578,Brett::N,पटरा,фæйнæг
579,Brett::N,तख़्ता,фæйнæг
580,Platte::N,फलक,къӕй
581,Platte::N,तख़्ता,къӕй
582,Stütze::N,टेक,быцæу
583,Stütze::N,थूनी,быцæу
584,Stange::N,छड़,хъил
585,Stange::N,बाँस,хъил
586,Stock::N,लाठी,лӕдзӕг
587,Stab::N,लग्गा,хъил
588,Rohr::N,नल,хӕтӕл
589,Haus::N,घर,хӕдзар
590,Haus::N,मकान,хӕдзар
591,Heim::N,घर,къона
592,Heim::N,गृह,къона
593,Ofen::N,चूल्हा,пец
594,Fußboden::N,फ़र्श,астӕрд
595,Tisch::N,मेज़,стъол
596,Stuhl::N,कुरसी,бандон
597,Wiege::N,पालना,авдæн
598,Wiege::N,हिंडोला,авдæн
599,Bett::N,खाट,сынтӕг
600,Bett::N,पलंग,сынтӕг
601,Regal::N,शेल्फ़,тӕрхӕг
602,Regal::N,शेल्फ़,уӕлвӕйнӕг
603,Kiste::N,पेटी,асыкк
604,Kiste::N,डिब्बा,асыкк
605,Fenster::N,खिड़की,рудзынг
606,Fenster::N,खिड़की,фæрссаг
607,Tür::N,द्वार,дуар
608,Tür::N,दरवाज़ा,дуар
609,Tor::N,फाटक,кулдуар
610,Zaun::N,बाड़ा,æмбонд
611,Zaun::N,बाड़ा,быру
612,Zaun::N,बाड़ा,гæрæн
613,Dach::N,छत,уӕлхӕдзар
614,Dach::N,छप्पर,уӕлхӕдзар
615,Leiter::N,सीढ़ी,асин
616,Besen::N,झाड़ू,уисой
617,Besen::N,बुहारी,уисой
618,Spaten::N,कुदाल,бел
619,Schaufel::N,बेलचा,æвгæнæн
620,Schaufel::N,बेलचा,кæфой
621,Schaufel::N,फावड़ा,æвгæнæн
622,Schaufel::N,फावड़ा,кæфой
623,Gabel::N,काँटा,вилкæ
624,Löffel::N,चम्मच,уидыг
625,Messer::N,छुरा,кард
626,Messer::N,चाक़ू,кард
627,Nagel::N,कील,зӕгӕл
628,Nagel::N,मेख़,зӕгӕл
629,Netz::N,जाल,хыз
630,Haken::N,अंकुश,хæдз
631,Haken::N,अंकुश,хæбырæгъ
632,Griff::N,मूठ,фистон
633,Griff::N,हत्था,фистон
634,Schloss::N,ताला,гуыдыр
635,Bild::N,चित्र,ныв
636,Figur::N,मूर्ति,кæрдгæныв
637,Puppe::N,पुतली,чындз
638,Puppe::N,गुड़िया,чындз
639,Beutel::N,झोला,дзӕкъул
640,Bündel::N,पुलिंदा,баст
641,Tasche::N,बेग,хызын
642,Tasche::N,बेग,дзæкъул
643,Tasche::N,बस्ता,хызын
644,Tasche::N,बस्ता,дзæкъул
645,Eimer::N,बाल्टी,къæрта
646,Eimer::N,बाल्टी,чъыбыла
647,Eimer::N,बाल्टी,ведра
648,Deckel::N,ढक्कन,сæр
649,Deckel::N,ढक्कन,æмбæрзæн
650,Geschirr::N,बरतन-भाँड़े,мигæнæн
651,Geschirr::N,बरतन-भाँड़े,мигæнæнтæ
652,Sack::N,बोरा,голлаг
653,Tasse::N,प्याला,пиала
654,Tasse::N,प्याला,къус
655,Topf::N,देग़चा,аг
656,Topf::N,देग़चा,чысыл аг
657,Kessel::N,देग़,аг
658,Kessel::N,बटलोई,аг
659,Essen::N,खाना,хӕрд
660,Nahrung::N,भोजन,хойраг
661,Speise::N,खाना,хӕринаг
662,Speise::N,व्यंजन,хӕринаг
663,Fleisch::N,मांस,дзидза
664,Fleisch::N,मांस,фыдызгъӕл
665,Fleisch::N,गोश्त,дзидза
666,Fleisch::N,गोश्त,фыдызгъӕл
667,Getreide::N,अनाज,халсар
668,Brei::N,भरता,кас
669,Brei::N,दलिया,кас
670,Brot::N,रोटी,дзул
671,Scheibe::N,कतला,къӕбӕр
672,Fett::N,वसा,сой
673,Fett::N,चरबी,сой
674,Butter::N,मक्खन,нӕлхӕ
675,Öl::N,तेल,зети
676,Salz::N,नमक,цӕхх
677,Suppe::N,सूप,бас
678,Suppe::N,शोरबा,бас
679,Honig::N,शहद,мыд
680,Milch::N,दूध,ӕхсыр
681,Tee::N,चाय,цай
682,Leder::N,चमड़ा,мæскуы
683,Wolle::N,ऊन,фӕсмын
684,Stoff::N,कपड़ा,хъуымац
685,Nadel::N,सूई,судзин
686,Faden::N,डोरा,ӕндах
687,Knopf::N,बटन,цӕппӕр
688,Knopf::N,घुंडी,цӕппӕр
689,Knoten::N,गाँठ,ӕлхынцъ
690,Knoten::N,गुत्थी,ӕлхынцъ
691,Farbe::N,रंग,ахорæн
692,Farbe::N,वर्ण,ахорæн
693,Kleidung::N,पहनावा,дарӕс
694,Hemd::N,कुरता,хӕдон
695,Hemd::N,क़मीज़,хӕдон
696,Kragen::N,गरदनी,æфцæггот
697,Kragen::N,गरेबान,æфцæггот
698,Ärmel::N,आस्तीन,дыс
699,Hose::N,पैंट,хæлаф
700,Hose::N,पैंट,æддаг хæлаф
701,Hose::N,पैंट,салбар
702,Hose::N,पतलून,хæлаф
