,Concept_ID,sk,lv
308,Horn::N,roh,rags
309,Feder::N,pero,гӧн
310,Feder::N,pero,тывборд
311,Feder::N,pero,spalva
312,Fell::N,koža,ку
313,Fell::N,koža,āda
314,Fell::N,kožušina,ку
315,Fell::N,kožušina,āda
316,Flügel::N,krídlo,борд
317,Flügel::N,krídlo,spārns
318,Klaue::N,paznecht,гыж
319,Klaue::N,paznecht,nags
320,Kralle::N,pazúr,гыж
321,Kralle::N,pazúr,nags
322,Schwanz::N,chvost,бӧж
323,Schwanz::N,chvost,ļipa
324,Ei::N,vajce,кольк
325,Ei::N,vajce,ola
326,Ei::N,vajíčko,кольк
327,Ei::N,vajíčko,ola
328,Nest::N,hniezdo,поз
329,Nest::N,hniezdo,ligzda
330,Bau::N,nora,горс
331,Bau::N,nora,пырмӧс
332,Bau::N,nora,гу
333,Bau::N,nora,ala
334,Tier::N,zviera,пемӧс
335,Tier::N,zviera,dzīvnieks
336,Herde::N,stádo,стада
337,Herde::N,stádo,кельӧб
338,Herde::N,stádo,ganāmpulks
339,Kuh::N,krava,мӧс
340,Kuh::N,krava,govs
341,Bulle::N,býk,ӧш
342,Bulle::N,býk,bullis
343,Pferd::N,kôň,вӧв
344,Pferd::N,kôň,zirgs
345,Schaf::N,ovca,ыж
346,Schaf::N,ovca,aita
347,Schwein::N,sviňa,порсь
348,Schwein::N,sviňa,cūka
349,Hund::N,pes,пон
350,Hund::N,pes,suns
351,Katze::N,mačka,кань
352,Katze::N,mačka,kaķis
353,Bär::N,medveď,ош
354,Bär::N,medveď,lācis
355,Eichhörnchen::N,veverička,ур
356,Eichhörnchen::N,veverička,vāvere
357,Elch::N,los,йӧра
358,Elch::N,los,alnis
359,Fuchs::N,líška,руч
360,Fuchs::N,líška,lapsa
361,Hase::N,zajac,кӧч
362,Hase::N,zajac,zaķis
363,Maus::N,myš,шыр
364,Maus::N,myš,pele
365,Wolf::N,vlk,кӧин
366,Wolf::N,vlk,vilks
367,Vogel::N,vták,кай
368,Vogel::N,vták,лэбач
369,Vogel::N,vták,putns
370,Schwarm::N,roj,чукӧр
371,Schwarm::N,roj,spiets
372,Huhn::N,kurča,курӧг
373,Huhn::N,kurča,vista
374,Huhn::N,sliepka,курӧг
375,Huhn::N,sliepka,vista
376,Hahn::N,kohút,петук
377,Hahn::N,kohút,gailis
378,Gans::N,hus,дзодзӧг
379,Gans::N,hus,zoss
380,Adler::N,orol,кутш
381,Adler::N,orol,ērglis
382,Ente::N,kačka,утка
383,Ente::N,kačka,pīle
384,Ente::N,kačica,утка
385,Ente::N,kačica,pīle
386,Eule::N,sova,сюзь
387,Eule::N,sova,pūce
388,Kranich::N,žeriav,тури
389,Kranich::N,žeriav,dzērve
390,Krähe::N,vrana,рака
391,Krähe::N,vrana,vārna
392,Kuckuck::N,kukučka,кӧк
393,Kuckuck::N,kukučka,dzeguze
394,Schwan::N,labuť,юсь
395,Schwan::N,labuť,gulbis
396,Fisch::N,ryba,чери
397,Fisch::N,ryba,zivs
398,Barsch::N,ostriež,ёкыш
399,Barsch::N,ostriež,asaris
400,Hecht::N,šťuka,сир
401,Hecht::N,šťuka,līdaka
402,Schlange[Tier]::N,had,кый
403,Schlange[Tier]::N,had,čūska
404,Wurm::N,červ,номыр
405,Wurm::N,červ,tārps
406,Spinne::N,pavúk,черань
407,Spinne::N,pavúk,zirneklis
408,Ameise::N,mravec,кодзувкот
409,Ameise::N,mravec,skudra
410,Laus::N,voš,той
411,Laus::N,voš,uts
412,Mücke::N,komár,ном
413,Mücke::N,komár,ods
414,Fliege::N,mucha,гут
415,Fliege::N,mucha,muša
416,Schmetterling::N,motýľ,бобув
417,Schmetterling::N,motýľ,tauriņš
418,Beere::N,bobuľa,тусь
419,Beere::N,bobuľa,вотӧс
420,Beere::N,bobuľa,oga
421,Apfel::N,jablko,яблӧг
422,Apfel::N,jablko,ābols
423,Pilz::N,hríb,тшак
424,Pilz::N,hríb,sēne
425,Zwiebel::N,cibuľa,луккок
426,Zwiebel::N,cibuľa,йӧнгыль
427,Zwiebel::N,cibuľa,sīpols
428,Saat::N,osivo,тусь
429,Saat::N,osivo,кӧйдыс
430,Saat::N,osivo,sēkla
431,Korn::N,zrno,тусь
432,Korn::N,zrno,grauds
433,Heu::N,seno,турун
434,Heu::N,seno,siens
435,Schale::N,šupa,кор
436,Schale::N,šupa,čaula
437,Schale::N,šupa,čaumala
438,Schale::N,škrupina,кор
439,Schale::N,škrupina,čaula
440,Schale::N,škrupina,čaumala
441,Grube::N,jama,гу
442,Grube::N,jama,bedre
443,Falle::N,pasca,лэч
444,Falle::N,pasca,slazds
445,Falle::N,pasca,lamatas
446,Falle::N,klepec,лэч
447,Falle::N,klepec,slazds
448,Falle::N,klepec,lamatas
449,Schlinge::N,slučka,лэч
450,Schlinge::N,slučka,cilpa
451,Spur::N,stopa,туй
452,Spur::N,stopa,pēda
453,Asche::N,popol,пӧм
454,Asche::N,popol,pelni
455,Dreck::N,kal,няйт
456,Dreck::N,kal,dubļi
457,Dreck::N,blato,няйт
458,Dreck::N,blato,dubļi
459,Eisen::N,železo,кӧрт
460,Eisen::N,železo,dzelzs
461,Gold::N,zlato,зарни
462,Gold::N,zlato,zelts
463,Silber::N,striebro,эзысь
464,Silber::N,striebro,sudrabs
465,Kohle::N,uhlie,шом
466,Kohle::N,uhlie,ogle
467,Glas::N,sklo,стеклӧ
468,Glas::N,sklo,stikls
469,Lehm::N,íl,сёй
470,Lehm::N,íl,māls
471,Lehm::N,hlina,сёй
472,Lehm::N,hlina,māls
473,Sand::N,piesok,лыа
474,Sand::N,piesok,smiltis
475,Mensch::N,človek,морт
476,Mensch::N,človek,cilvēks
477,Mann::N,muž,аймӧрт
478,Mann::N,muž,мужичӧй
479,Mann::N,muž,vīrietis
480,Mann::N,chlap,аймӧрт
481,Mann::N,chlap,мужичӧй
482,Mann::N,chlap,vīrietis
483,Frau::N,žena,ань
484,Frau::N,žena,нывбаба
485,Frau::N,žena,sieviete
486,Kind::N,dieťa,кага
487,Kind::N,dieťa,bērns
488,Junge::N,chlapec,пи
489,Junge::N,chlapec,zēns
490,Junge::N,chlapec,puika
491,Junge::N,chlapec,puisis
492,Mädchen::N,dievka,ныв
493,Mädchen::N,dievka,meiča
494,Mädchen::N,dievka,skuķis
495,Mädchen::N,dievka,meitene
496,Familie::N,rodina,семья
497,Familie::N,rodina,ģimene
498,Großvater::N,dedo,пӧль
499,Großvater::N,dedo,vecaistēvs
500,Großvater::N,starý otec,пӧль
501,Großvater::N,starý otec,vecaistēvs
502,Großmutter::N,babička,баб
503,Großmutter::N,babička,vecāmāte
504,Großmutter::N,stará mať,баб
505,Großmutter::N,stará mať,vecāmāte
506,Eltern::N,rodičia,ай-мам
507,Eltern::N,rodičia,бать-мам
508,Eltern::N,rodičia,vecāki
509,Vater::N,otec,бать
510,Vater::N,otec,ай
511,Vater::N,otec,tēvs
512,Mutter::N,mať,мам
513,Mutter::N,mať,māte
514,Mutter::N,matka,мам
515,Mutter::N,matka,māte
516,Sohn::N,syn,пи
517,Sohn::N,syn,dēls
518,Tochter::N,dcéra,ныв
519,Tochter::N,dcéra,meita
520,Bruder::N,brat,вок
521,Bruder::N,brat,brālis
522,Schwester::N,sestra,чой
523,Schwester::N,sestra,māsa
524,Onkel::N,ujo,дядь
525,Onkel::N,ujo,tēvocis
526,Onkel::N,strýko,дядь
527,Onkel::N,strýko,tēvocis
528,Tante::N,teta,тьӧт
529,Tante::N,teta,tante
530,Tante::N,tetka,тьӧт
531,Tante::N,tetka,tante
532,Ehemann::N,muž,верӧс
533,Ehemann::N,muž,vīrs
534,Ehemann::N,manžel,верӧс
535,Ehemann::N,manžel,vīrs
536,Ehefrau::N,žena,гӧтыр
537,Ehefrau::N,žena,sieva
538,Ehefrau::N,manželka,гӧтыр
539,Ehefrau::N,manželka,sieva
540,Freude::N,radosť,радлун
541,Freude::N,radosť,prieks
542,Gelächter::N,smiech,серам
543,Gelächter::N,smiech,smiekli
544,Glück::N,šťastie,шуд
545,Glück::N,šťastie,laime
546,Kummer::N,žiaľ,шог
547,Kummer::N,žiaľ,bēdas
548,Kummer::N,žiaľ,raizes
549,Kummer::N,zármutok,шог
550,Kummer::N,zármutok,bēdas
551,Kummer::N,zármutok,raizes
552,Wunsch::N,prianie,кӧсйӧм
553,Wunsch::N,prianie,vēlme
554,Wunsch::N,prianie,vēlējums
555,Lust::N,chuť,кыскӧм
556,Lust::N,chuť,радейтӧм
557,Lust::N,chuť,kāre
558,Geist::N,duch,лов
559,Geist::N,duch,gars
560,Gedanke::N,myšlienka,мӧвп
561,Gedanke::N,myšlienka,doma
562,Gedächtnis::N,pamäť,паметь
563,Gedächtnis::N,pamäť,atmiņa
564,Verstand::N,rozum,вежӧр
565,Verstand::N,rozum,prāts
566,Sinn::N,zmysel,мог
567,Sinn::N,zmysel,вежӧртас
568,Sinn::N,zmysel,nozīme
569,Grund::N,dôvod,помка
570,Grund::N,dôvod,pamats
571,Grund::N,dôvod,iemesls
572,Grund::N,príčina,помка
573,Grund::N,príčina,pamats
574,Grund::N,príčina,iemesls
575,Wahrheit::N,pravda,збыль
576,Wahrheit::N,pravda,збыльтор
577,Wahrheit::N,pravda,taisnība
578,Wahrheit::N,pravda,patiesība
579,Gespräch::N,reč,сёрни
580,Gespräch::N,reč,saruna
581,Gespräch::N,rozhovor,сёрни
582,Gespräch::N,rozhovor,saruna
583,Märchen::N,rozprávka,мойд
584,Märchen::N,rozprávka,pasaka
585,Erzählung::N,poviedka,висьт
586,Erzählung::N,poviedka,stāsts
587,Erzählung::N,poviedka,nostāsts
588,Nachricht::N,správa,юӧртӧм
589,Nachricht::N,správa,ziņa
590,Neuigkeit::N,novinka,выльтор
591,Neuigkeit::N,novinka,jaunums
592,Name::N,meno,ним
593,Name::N,meno,vārds
594,Rätsel::N,záhada,нӧдкыв
595,Rätsel::N,záhada,mīkla
596,Rätsel::N,hádanka,нӧдкыв
597,Rätsel::N,hádanka,mīkla
598,Rede::N,reč,сёрни
599,Rede::N,reč,runa
600,Sprache::N,reč,кыв
601,Sprache::N,reč,valoda
602,Sprache::N,jazyk,кыв
603,Sprache::N,jazyk,valoda
604,Stimme::N,hlas,гӧлӧс
605,Stimme::N,hlas,вом шы
606,Stimme::N,hlas,balss
607,Wort::N,slovo,кыв
608,Wort::N,slovo,vārds
609,Zeichen::N,znak,пас
610,Zeichen::N,znak,zīme
611,Ruf::N,volanie,чукӧстчӧм
612,Ruf::N,volanie,корӧм
613,Ruf::N,volanie,sauciens
614,Ruf::N,zavolanie,чукӧстчӧм
615,Ruf::N,zavolanie,корӧм
616,Ruf::N,zavolanie,sauciens
617,Lärm::N,hluk,шы
618,Lärm::N,hluk,зык
619,Lärm::N,hluk,зычитӧм
620,Lärm::N,hluk,troksnis
621,Lärm::N,hurhaj,шы
622,Lärm::N,hurhaj,зык
623,Lärm::N,hurhaj,зычитӧм
624,Lärm::N,hurhaj,troksnis
625,Laut::N,zvuk,шы
626,Laut::N,zvuk,skaņa
627,Ton::N,tón,шы
628,Ton::N,tón,tonis
629,Ton::N,zvuk,шы
630,Ton::N,zvuk,tonis
631,Lied::N,pieseň,сьылан
632,Lied::N,pieseň,сьыланкыв
633,Lied::N,pieseň,dziesma
634,Ruhe::N,pokoj,чӧв
635,Ruhe::N,pokoj,miers
636,Leute::N,ľudia,йӧз
637,Leute::N,ľudia,войтыр
638,Leute::N,ľudia,ļaudis
639,Leute::N,ľudia,cilvēki
640,Volk::N,ľud,йӧз
641,Volk::N,ľud,войтыр
642,Volk::N,ľud,tauta
643,Volk::N,národ,йӧз
644,Volk::N,národ,войтыр
645,Volk::N,národ,tauta
646,Arbeit::N,práca,удж
647,Arbeit::N,práca,darbs
648,Arbeit::N,robota,удж
649,Arbeit::N,robota,darbs
650,Gast::N,hosť,гӧсть
651,Gast::N,hosť,viešņa
652,Gast::N,hosť,ciemiņš
653,Geschenk::N,dar,козин
654,Geschenk::N,dar,dāvana
655,Spiel::N,hra,ворсан
656,Spiel::N,hra,rotaļa
657,Gesellschaft::N,spoločnosť,котыр
658,Gesellschaft::N,spoločnosť,biedrība
659,Gesellschaft::N,spoločnosť,kompānija
660,Hilfe::N,pomoc,отсӧг
661,Hilfe::N,pomoc,palīdzība
662,Freund::N,priateľ,ёрт
663,Freund::N,priateľ,draugs
664,Kamerad::N,kamarát,ёрт
665,Kamerad::N,kamarát,biedrs
666,Angelegenheit::N,vec,мог
667,Angelegenheit::N,vec,делӧ
668,Angelegenheit::N,vec,darīšana
669,Angelegenheit::N,záležitosť,мог
670,Angelegenheit::N,záležitosť,делӧ
671,Angelegenheit::N,záležitosť,darīšana
672,Anzahl::N,počet,лыд
673,Anzahl::N,počet,тшӧт
674,Anzahl::N,počet,skaits
675,Anzahl::N,počet,daudzums
676,Anzahl::N,množstvo,лыд
677,Anzahl::N,množstvo,тшӧт
678,Anzahl::N,množstvo,skaits
679,Anzahl::N,množstvo,daudzums
680,Art::N,druh,сикас
681,Art::N,druh,suga
682,Art::N,druh,šķira
683,Stück::N,kus,тор
684,Stück::N,kus,gabals
685,Stück::N,kúsok,тор
686,Stück::N,kúsok,gabals
687,Teil::N,časť,юкӧн
688,Teil::N,časť,daļa
689,Hälfte::N,polka,пӧв
690,Hälfte::N,polka,джын
691,Hälfte::N,polka,puse
692,Hälfte::N,polovica,пӧв
693,Hälfte::N,polovica,джын
694,Hälfte::N,polovica,puse
695,Kreis::N,kruh,кытш
696,Kreis::N,kruh,aplis
697,Kreis::N,kruh,riņķis
698,Kreuz::N,kríž,перна
699,Kreuz::N,kríž,крест
700,Kreuz::N,kríž,krusts
701,Linie::N,línia,визь
702,Linie::N,línia,līnija
703,Strich::N,čiara,визь
704,Strich::N,čiara,svītra
705,Abstand::N,vzdialenosť,кост
706,Abstand::N,vzdialenosť,коласт
707,Abstand::N,vzdialenosť,atstarpe
708,Entfernung::N,vzdialenosť,ылна
709,Entfernung::N,vzdialenosť,attālums
710,Entfernung::N,vzdialenosť,atstatums
711,Gegend::N,kraj,му-ва
712,Gegend::N,kraj,apvidus
713,Gegend::N,kraj,apgabals
714,Gegend::N,krajina,му-ва
715,Gegend::N,krajina,apvidus
716,Gegend::N,krajina,apgabals
717,Platz::N,miesto,ылдӧс
718,Platz::N,miesto,йир
719,Platz::N,miesto,гӧгӧртас
720,Platz::N,miesto,vieta
721,Ort::N,miesto,ин
722,Ort::N,miesto,места
723,Ort::N,miesto,vieta
724,Seite::N,bok,бок
725,Seite::N,bok,ӧтарладор
726,Seite::N,bok,sāns
727,Seite::N,strana,бок
728,Seite::N,strana,ӧтарладор
729,Seite::N,strana,sāns
730,Mitte::N,stred,шӧр
731,Mitte::N,stred,vidus
732,Gegenstand::N,predmet,кӧлуй
733,Gegenstand::N,predmet,priekšmets
734,Sache::N,vec,добра
735,Sache::N,vec,lieta
736,Rand::N,kraj,дор
737,Rand::N,kraj,mala
738,Rand::N,kraj,apmale
739,Rand::N,okraj,дор
740,Rand::N,okraj,mala
741,Rand::N,okraj,apmale
742,Kante::N,hrana,дор
743,Kante::N,hrana,šķautne
744,Ecke::N,roh,пельӧс
745,Ecke::N,roh,kakts
746,Ecke::N,roh,stūris
747,Spitze::N,hrot,йыв
748,Spitze::N,hrot,smaile
749,Spitze::N,hrot,galotne
750,Spitze::N,špička,йыв
751,Spitze::N,špička,smaile
752,Spitze::N,špička,galotne
753,Ende::N,koniec,пом
754,Ende::N,koniec,gals
755,Ende::N,koniec,uzgalis
756,Loch::N,diera,розь
757,Loch::N,diera,caurums
758,Winkel::N,kút,пельӧс
759,Winkel::N,kút,leņķis
760,Muster::N,vzor,сер
761,Muster::N,vzor,piemērs
762,Muster::N,vzorka,сер
763,Muster::N,vzorka,piemērs
764,Größe::N,veľkosť,ыджда
765,Größe::N,veľkosť,lielums
766,Länge::N,dĺžka,кузьта
767,Länge::N,dĺžka,garums
768,Höhe::N,výška,джуджда
769,Höhe::N,výška,augstums
770,Gewicht::N,váha,сьӧкта
771,Gewicht::N,váha,сьӧкталун
772,Gewicht::N,váha,svars
773,Gewicht::N,váha,smagums
774,Menge::N,množstvo,лун
775,Menge::N,množstvo,числӧ
776,Menge::N,množstvo,masa
777,Menge::N,množstvo,daudzums
778,Haufen::N,hŕba,чукӧр
779,Haufen::N,hŕba,čupa
780,Haufen::N,hŕba,grēda
781,Haufen::N,hŕba,kaudze
782,Reihe::N,rad,рад
783,Reihe::N,rad,rinda
784,Reihe::N,rad,virkne
785,Boot::N,čln,пыж
786,Boot::N,čln,laiva
787,Ruder::N,veslo,пелыс
788,Ruder::N,veslo,ӧпаснӧй
789,Ruder::N,veslo,airis
790,Ruder::N,veslo,irklis
791,Schlitten::N,sane,дадь
792,Schlitten::N,sane,ragavas
793,Ski::N,lyža,лызь
794,Ski::N,lyža,slēpe
795,Lagerfeuer::N,táborák,бипур
796,Lagerfeuer::N,táborák,ugunskurs
797,Last::N,ťarcha,сьӧкыдтор
