,Concept_ID,ko,be
827,schreiten::V,보행하다,крочыць
828,spazierengehen::V,산보하다,гуляць
829,eilen::V,서둘다,спяшацца
830,sich beeilen::V,서둘게하다,спяшацца
831,sausen::V,서들러 떠나다,імчацца
832,rennen::V,달리다,бегаць
833,springen::V,도약하다,скакаць
834,klettern::V,갑겨오르다,лазіць
835,schaukeln::V,흔들리게하다,гайдацца
836,kriechen::V,기다,поўзаць
837,schwimmen::V,헤엄치다,плаваць
838,tauchen::V,잠기다,ныраць
839,rudern::V,물을헤치다,веславаць
840,fahren::V,가다,ехаць
841,fahren::V,나르다,ехаць
842,fliegen::V,날다,лятаць
843,gehen::V,가다,ісці
844,weggehen::V,팔리다,пайсці
845,abfahren::V,출발하다,адʼяжджаць
846,anhalten::V,멈추다,спыніцца
847,anhalten::V,멈추다,затрымацца
848,hineingehen::V,(그리로)가다,уваходзіць
849,eintreten::V,들러가다,увайсці
850,kommen::V,오다,прыйсці
851,ankommen::V,고챀하다,прыбыць
852,zurückkommen::V,보기,вярнуцца
853,bleiben::V,체류,застацца
854,warten::V,기다리다,чакаць
855,erwarten::V,기대하다,чакаць
856,suchen::V,찾다,шукаць
857,suchen::V,구하다,шукаць
858,finden::V,찾아내다,знайсці
859,versuchen::V,시험하다,прабаваць
860,vorbereiten::V,재비하다,падрыхтаваць
861,lieben::V,사랑하다,кахаць
862,mögen::V,줗아하다,любіць
863,lachen::V,웃다,смяяцца
864,rühren::V,건드리다,расчуліць
865,weinen::V,울다,плакаць
866,schimpfen::V,꾸짖다,лаяцца
867,sich ärgern::V,화를내게 하다,сердаваць
868,sich fürchten::V,두려원하다,баяцца
869,fürchten::V,두려원하다,баяцца
870,fliehen::V,도망치다,уцякаць
871,flüchten::V,도주하다,уцячы
872,sehen::V,보다,бачыць
873,anschauen::V,바라보다,паглядзець
874,ansehen::V,바라보다,глядзець
875,hören::V,듣다,чуць
876,zuhören::V,듣다,слухаць
877,probieren::V,시식하다,каштаваць
878,riechen::V,내새를맡다,нюхаць
879,fühlen::V,느끼다,адчуваць
880,scheinen::V,...것같다,здавацца
881,zu sehen sein::V,보이는,віднецца
882,vernehmen::V,듣다,пачуць
883,vernehmen::V,들어서일다,пачуць
884,frieren::V,춥다,мёрзнуць
885,tun::V,하다,рабіць
886,können::V,할주릴다,умець
887,wollen::V,바라다,хацець
888,anfangen::V,시작하다,пачаць
889,beenden::V,다하다,закончыць
890,aufhören::V,그만두다,перастаць
891,gelingen::V,성국하다,удацца
892,geraten::V,잘되어가다,аказацца
893,öffnen::V,열다,адчыніць
894,schließen::V,추측하다,зачыніць
895,stellen::V,세우다,паставіць
896,setzen::V,놓다,пасадзіць
897,legen::V,눕히다,класці
898,berühren::V,대다,чапаць
899,verbinden::V,옝열하다,звязаць
900,bedecken::V,덮다,накрыць
901,aufhängen::V,매달다,павесіць
902,anzünden::V,점화하다,запаліць
903,aufheben::V,위로올리다,падняць
904,zurücklassen::V,튀에남기다,пакінуць
905,verlieren::V,잃다,згубіць
906,fallen lassen::V,떨어뜨리다,упусціць
907,machen::V,하다,зрабіць
908,herstellen::V,제조하다,вырабіць
909,bauen::V,짓다,будаваць
910,reparieren::V,수셩자다,правіць
911,verbessern::V,정정하다,палепшыць
912,ändern::V,바꾸다,змяніць
913,graben::V,파다,капаць
914,beugen::V,구부리다,сагнуць
915,biegen::V,굽히다,пагнуць
916,drehen::V,회전,вярцець
917,wenden::V,회전시키다,павярнуць
918,umdrehen::V,회전시키다,перавярнуць
919,heben::V,일으아키다,падымаць
920,hochheben::V,틀어올리다,падняць
921,ergreifen::V,잡다,схапіць
922,ergreifen::V,잡다,схваціць
923,halten::V,잡다,трымаць
924,drücken::V,누르다,націскаць
925,schieben::V,밀다,пхаць
926,schieben::V,밀다,штурхаць
927,kratzen::V,긁다,скрэбці
928,lecken::V,핥다,лізаць
929,beißen::V,물다,кусаць
930,abschneiden::V,귾어내다,адрэзаць
931,binden::V,매다,вязаць
932,stecken::V,찌르다,уваткнуць
933,brechen::V,금,зламаць
934,klopfen::V,치다,стукаць
935,hauen::V,때리다,біць
936,kleben::V,들러붙다,клеіць
937,reiben::V,문지르다,церці
938,streichen::V,쓰다듬다,намазаць
939,schleifen::V,갈다,тачыць
940,schneiden::V,베다,рэзаць
941,rütteln::V,흔들다,хістаць
942,schütteln::V,흔들다,трэсці
943,schwenken::V,흔들다,махаць
944,schütten::V,따르다,наліць
945,füllen::V,담다,напоўніць
946,einwickeln::V,싸다,загарнуць
947,tragen::V,지우다,несці
948,schleppen::V,끌다,цягнуць
949,ziehen::V,당기다,цягнуць
950,aufbewahren::V,간직하다,захоўваць
951,werfen::V,던지다,кідаць
952,fangen::V,밥다,лавіць
953,packen::V,쥐다,схапіць
954,packen::V,쥐다,схваціць
955,verstecken::V,숨기다,схаваць
956,teilen::V,나누다,раздзяліць
957,schicken::V,보내다,пасылаць
958,bringen::V,가겨,прынесці
959,hinzufügen::V,부가하다,дабавіць
960,bekommen::V,얻다,дастаць
961,erhalten::V,지니다,атрымаць
962,nehmen::V,잡다,ўзяць
963,wählen::V,선거하다,выбраць
964,auswählen::V,선출하다,адабраць
965,bewahren::V,저장보종,захаваць
966,behindern::V,훼방하다,перашкаджаць
967,verderben::V,못쓰게 되다,сапсаваць
968,beschädigen::V,상하게하다,пашкодзіць
969,zerbrechen::V,깨뜨리다,разбіць
970,zerreißen::V,잡아쫓다,разадраць
971,zerstören::V,파괴하다,разбурыць
972,verbrennen::V,소실하다,спаліць
973,geben::V,주다,даць
974,reichen::V,내일다,перадаць
975,schenken::V,주다,дарыць
976,versprechen::V,약속하다,абяцаць
977,wünschen::V,바라다,жадаць
978,loben::V,칭찬하다,хваліць
979,küssen::V,키스하다,цалаваць
980,wiegen::V,어르다,гушкаць
981,wiegen::V,어르다,калыхаць
982,zudecken::V,뚜꺼을하다,накрыць
983,wecken::V,깨우다,пабудзіць
984,zeigen::V,보이다,паказаць
985,führen::V,가게하다,весці
986,lehren::V,가르치다,вучыць
987,unterrichten::V,가르지다,выкладаць
988,aufziehen::V,사육하다,выхаваць
989,leiten::V,이끌다,кіраваць
990,antreiben::V,몰다,падганяць
991,lassen::V,내버려두다,прымусіць
992,einladen::V,초청하다,запрасіць
993,vereinigen::V,하나로하다,абʼяднаць
994,besuchen::V,방문하다,наведаць
995,treffen::V,만나다,сустрэць
996,sich versammeln::V,조립하다,сабрацца
997,spielen::V,눌다,гуляць
998,singen::V,노래하다,пець
999,singen::V,노래하다,спяваць
1000,tanzen::V,춤추하다,танцаваць
1001,sich trennen::V,가르다,расстацца
1002,verlassen::V,버림받은,пакінуць
1003,retten::V,구조하다,выратаваць
1004,bewachen::V,치키다,ахоўваць
1005,schützen::V,보호하다,уберагаць
1006,verteidigen::V,막다,абараніць
1007,sich schlagen::V,치다,біцца
1008,sich schlagen::V,치다,драцца
1009,schießen::V,쏘다,страляць
1010,siegen::V,이기다,перамагчы
1011,ärgern::V,성을내게하다,злаваць
1012,schlagen::V,치다,ударыць
1013,treten::V,디디다,штурхаць
1014,stechen::V,찌르다,укалоць
1015,stoßen::V,찌르다,папхнуць
1016,stehlen::V,훔치다,украсці
1017,stören::V,움직이다,перашкодзіць
1018,belästigen::V,괴롭히다,дакучаць
1019,verbergen::V,숨기다,скрыць
1020,verbergen::V,숨기다,схаваць
1021,täuschen::V,속이다,падмануць
1022,betrügen::V,속이다,змахляваць
1023,töten::V,죽이다,забіць
1024,wohnen::V,실다,жыць
1025,arbeiten::V,일하다,працаваць
1026,sammeln::V,모으다,сабраць
1027,pflücken::V,꿔다,зрываць
1028,jagen::V,사냥하다,паляваць
1029,fischen::V,고기를잡다,рыбачыць
1030,fassen::V,움켜쥐다,злавіць
1031,hüten::V,망보다,пасвіць
1032,treiben::V,몰아세우다,гнаць
1033,anbinden::V,묶다,прывязаць
1034,füttern::V,사료를주다,карміць
1035,melken::V,젖을짜다,даіць
1036,hacken::V,자르다,сячы
1037,gießen::V,물을대다,паліць
1038,reifen::V,성숙하다,паспець
1039,zubereiten::V,조제하다,зварыць
1040,zubereiten::V,조제하다,згатаваць
1041,kochen::V,요리하다,варыць
1042,backen::V,쿱다,пячы
1043,braten::V,굽다,смажыць
1044,umrühren::V,교반하다,перамяшаць
1045,stricken::V,뜨개질하다,вязаць
1046,nähen::V,꿰매다,шыць
1047,färben::V,채색하다,пафарбаваць
1048,reinigen::V,청소하다,ачысціць
1049,waschen::V,씻다,мыць
1050,abwischen::V,닦다,выцерці
1051,spülen::V,씻다,паласкаць
1052,fegen::V,소체하다,падмятаць
1053,kehren::V,청소하다,месці
1054,baden::V,감다,купацца
1055,sich waschen::V,모믈 씻다,мыцца
1056,ausziehen::V,벗다,зняць
1057,anziehen::V,끌어움직이다,надзець
1058,kämmen::V,빗다,прычасаць
1059,schmücken::V,치레하다,аздобіць
1060,sagen::V,말하다,сказаць
1061,sprechen::V,말하다,гаварыць
1062,reden::V,이야기하다,размаўляць
1063,fragen::V,질문하다,спытаць
1064,bitten::V,원하다,прасіць
1065,erzählen::V,이야기하다,расказаць
1066,mitteilen::V,이야기하다,паведаміць
1067,nennen::V,부르다,назваць
1068,rufen::V,불러내다,зваць
1069,prahlen::V,자랑하다,хваліцца
1070,übersetzen::V,번역하다,перакласці
1071,denken::V,생각하다,думаць
1072,glauben::V,믿다,верыць
1073,bemerken::V,인자하다,заўважыць
1074,erkennen::V,인식하다,пазнаць
1075,begreifen::V,파악하다,спасцігнуць
1076,verstehen::V,이해하다,пачуць
1077,lernen::V,배우다,вучыцца
1078,wissen::V,알다,знаць
1079,sich erinnern an::V,상기하다,памятаць
1080,vergessen::V,잊다,забыць
1081,messen::V,측정하다,мераць
1082,zählen::V,세다,лічыць
1083,rechnen::V,게산하다,лічыць
1084,lesen::V,읽다,чытаць
1085,malen::V,그리다,маляваць
1086,zeichnen::V,소묘하다,рысаваць
1087,schreiben::V,쓰다,пісаць
1088,besitzen::V,소유하다,мець
1089,kaufen::V,사다,купіць
1090,verkaufen::V,팔다,прадаць
1091,bezahlen::V,지불하다,заплаціць
1092,zahlen::V,치르다,плаціць
1093,beherrschen::V,지배하다,уладаць
1094,beherrschen::V,지배하다,валодаць
1095,ertragen::V,참다,выцерпець
1096,Raureif::N,,іней
1097,Grube::N,,яма
1098,Lust::N,,цяга
1099,Nachricht::N,,вестка
1100,Nachricht::N,,паведамленне
1101,klug::A,,разумны
1102,von hier::ADV,,адсюль
1103,von hier::ADV,,адгэтуль
1104,müde werden::V,,стаміцца
1105,krank werden::V,,захварэць
1106,krank sein::V,,хварэць
1107,abreißen::V,,адарваць
1108,sich anziehen::V,,адзецца
1109,sich unterhalten::V,,гутарыць
