,Concept_ID,ar,ml
629,krank::A,مريض,അസുഖമുള്ള
630,nackt::A,عار,നഡമായ
631,traurig::A,حزين,വിഷമമുള്ള
632,lebendig::A,حي,ഉപജീവനം
633,gut::A,جيد,നല്ല
634,schlecht::A,سيء,മോശമായ
635,richtig::A,صحيح,ശരിയായ
636,schlimm::A,خبيث,വൃത്തികെട്ട
637,wahr::A,حق,ശരിയായ
638,alt::A,قديم,പഴയ
639,neu::A,جديد,പുതിയ
640,ehemalig::A,سابق,മുൻ
641,alt[Lebewesen]::A,مسن,വയസ്സുള്ള
642,jung::A,شاب,കൌമാരമായ
643,jung::A,صغير,കൌമാരമായ
644,arm::A,فقير,പാവപ്പെട്ട
645,reich::A,غني,സമ്പന്നമായ
646,bekannt::A,معلوم,പരിചിതമായ
647,berühmt::A,مشهور,പ്രശസ്തനായ
648,fremd::A,أجنبي,വൈദേശികമായ
649,verschieden::A,مختلف,വ്യത്യസ്തമായ
650,nah::A,قريب,അരികത്തുള്ള
651,fern::A,بعيد,അകലെയുള്ള
652,linker::A,يسار,അവശേഷിച്ച
653,rechter::A,يمين,വലത്തേ
654,anderer::A,آخر,മറ്റുള്ള
655,erster::A,أول,ആദ്യത്തെ
656,zweiter::A,ثان,രണ്ടാം
657,dritter::A,ثالث,മൂന്നാമത്
658,letzter::A,أخير,അവസാനത്തെ
659,allein::ADV,وحده,തനിച്ചുള്ള
660,auf einmal::ADV,بالمرة,ഉടന്
661,zusammen::ADV,معا,ഒരുമിച്ച
662,lange::ADV,مدة طويلة,നീണ്ട_കാലത്തേയ്ക്ക്
663,plötzlich::ADV,فجأة,പെട്ടെന്ന്
664,sofort::ADV,حالا,തത്ക്ഷണം
665,sofort::ADV,فورا,തത്ക്ഷണം
666,später::ADV,فيما بعد,പിന്നീട്
667,jetzt::ADV,الآن,ഇപ്പോൾ
668,jetzt::ADV,حاليا,ഇപ്പോൾ
669,heute::ADV,اليوم,ഇന്ന്
670,morgen::ADV,غدا,നാളെ
671,bald::ADV,قريبا,ഉടനെ
672,dann::ADV,ثم,അപ്പോൾ
673,gestern::ADV,أمس,ഇന്നലെ
674,gestern::ADV,البارحة,ഇന്നലെ
675,einst::ADV,قديما,പണ്ടൊരിക്കല്
676,damals::ADV,حينئذ,അപ്പോൾ
677,danach::ADV,ثم,പിന്നീട്
678,danach::ADV,بعد ذلك,പിന്നീട്
679,vorher::ADV,من قبل,മുൻപ്
680,vorher::ADV,قبل ذلك,മുൻപ്
681,zuerst::ADV,أولا,ആദ്യം
682,einmal::ADV,مرة,ഒരിക്കൽ
683,manchmal::ADV,أحيانا,ചിലപ്പോൾ
684,oft::ADV,كثيرا,പലപ്പോഴും
685,immer::ADV,دائما,എപ്പോഴും
686,niemals::ADV,لا أبدا,ഒരിക്കലും
687,hier::ADV,هنا,ഇവിടെ
688,hierhin::ADV,إلى هنا,ഇവിടേക്ക്
689,von hier::ADV,من هنا,ഇവിടെനിന്ന്
690,dort::ADV,هناك,അവിടെ
691,dorthin::ADV,إلى هناك,അവിടേക്ക്
692,geradeaus::ADV,إلى الأمام,മുമ്പിൽ
693,geradeaus::ADV,إلى الأمام,മുമന്നോട്ട്
694,vorwärts::ADV,إلى الأمام,മുന്നോട്ട്
695,rückwärts::ADV,إلى الوراء,തലതിരിച്ച്
696,zurück::ADV,عودا,പുറകിലേക്ക്
697,zurück::ADV,إلى الخلف,പുറകിലേക്ക്
698,unten::ADV,تحت,താഴെ
699,unten::ADV,في الأسفل,താഴെ
700,hinab::ADV,إلى تحت,താഴേക്ക്
701,oben::ADV,فوق,മുകളിൽ
702,oben::ADV,في الأعلى,മുകളിൽ
703,hinauf::ADV,إلى فوق,മുകളിൽ
704,hinauf::ADV,إلى الأعلى,മുകളിൽ
705,überall::ADV,في كل مكان,എല്ലായിടത്തും
706,nicht::ADV,لا,ഇല്ല
707,nicht::ADV,لم,ഇല്ല
708,ein wenig::ADV,قليلا,കുറച്ച്
709,kaum::ADV,كاد لا,കഷ്ടിച്ച്
710,sehr::ADV,جدا,വളരെ
711,sehr::ADV,كثيرا,വളരെ
712,so::ADV,كذا,അങ്ങനെ
713,so::ADV,كذلك,അങ്ങനെ
714,noch::ADV,ما زال,ഇപ്പോഴും
715,nur::ADV,فقط,മാത്രം
716,schon::ADV,قد,നേരത്തേ തന്നെ
717,wieder::ADV,من جديد,വീണ്ടും
718,wieder::ADV,مرة أخرى,വീണ്ടും
719,vergebens::ADV,عبثا,വിഫല
720,vor::PRP,أمام,മുമ്പിൽ
721,hinter::PRP,خلف,പുറകിൽ
722,hinter::PRP,وراء,പുറകിൽ
723,unter::PRP,تحت,കീഴിൽ
724,durch::PRP,عبر,ഉള്ളിലൂടെ
725,durch::PRP,خلال,ഉള്ളിലൂടെ
726,neben::PRP,جنب,അടുത്ത്
727,neben::PRP,بجانب,അടുത്ത്
728,zwischen::PRP,بين,ഇടയ്ക്ക്
729,wegen::PRP,بسبب,നിമിത്തം
730,dies::PRN,هذا,ഇത്
731,das::PRN,ذلك,അത്
732,alles::PRN,الكل,എല്ലാം
733,ich::PRN,أنا,ഞാൻ
734,du::PRN,أنت,നിങ്ങൾ
735,er::PRN,هو,അദ്ദേഹം
736,er::PRN,هو,അയാൾ
737,er::PRN,هو,അവൻ
738,er::PRN,هو,അവർ
739,er::PRN,هو,അവൾ
740,wir::PRN,نحن,നമ്മൾ
741,ihr::PRN,أنتم,നിങ്ങൾ
742,ihr::PRN,أنتن,നിങ്ങൾ
743,sie::PRN,هم,അവർ
744,sie::PRN,هن,അവർ
745,was::FPRN,ما,എന്ത്
746,wer::FPRN,من,ആര്
747,wo::FADV,أين,എവിടെ
748,wohin::FADV,إلى أين,എവിടേക്ക്
749,wie::FADV,كيف,എങ്ങനെ
750,warum::FADV,لماذا,എന്തുകൊണ്ട്
751,wieviel::FNUM,كم,എത്ര
752,eins::NUM,واحد,ഒന്ന്
753,zwei::NUM,اثنين,രണ്ട്
754,drei::NUM,ثلاثة,മൂന്ന്
755,vier::NUM,أربعة,നാല്
756,fünf::NUM,خمسة,അഞ്ച്
757,sechs::NUM,ستة,ആറ്
758,sieben::NUM,سبعة,ഏഴ്
759,acht::NUM,ثمانية,എട്ട്
760,neun::NUM,تسعة,ഒമ്പത്
761,zehn::NUM,عشرة,പത്ത്
762,elf::NUM,أحد عشر,പതിനൊന്ന്
763,zwölf::NUM,اثنا عشر,പന്ത്രണ്ട്
764,zwanzig::NUM,عشرون,ഇരുപത്
765,dreißig::NUM,ثلاثون,മുപ്പത്
766,vierzig::NUM,أربعون,നാൽപ്പത്
767,fünfzig::NUM,خمسون,അൻപത്
768,sechzig::NUM,ستون,അറുപത്
769,siebzig::NUM,سبعون,എഴുപത്
770,achtzig::NUM,ثمانون,എൺപത്
771,neunzig::NUM,تسعون,തൊണ്ണൂറ്
772,hundert::NUM,مئة,നൂറ്
773,tausend::NUM,ألف,ആയിരം
774,und::CNJ,و,ഉം
775,oder::CNJ,أو,അഥവാ
776,stehen::V,وقف,നിൽക്കുക
777,sitzen::V,جلس,ഇരിക്കുക
778,liegen::V,رقد,കിടക്കുക
779,hängen::V,تعلق,തൂങ്ങുക
780,werden::V,صار,ആയിത്തീരുക
781,werden::V,أصبح,ആയിത്തീരുക
782,passieren::V,حدث,സംഭവിക്കുക
783,beginnen::V,ابتدأ,ആരംഭിക്കുക
784,enden::V,انتهى,അവസാനിപ്പിക്കുക
785,wechseln::V,تغير,മാറ്റുക
786,aufgehen[Sonne]::V,شرق,ഉയരുക
787,untergehen[Sonne]::V,غرب,അടുക്കി_വയ്ക്കുക
788,scheinen[Sonne]::V,أضاء,പ്രകാശിക്കുക
789,donnern::V,رعد,ഇടിവെട്ടുക
790,wehen::V,هب,വീശുക
791,strömen::V,جرى,ഒഴുകുക
792,fließen::V,سال,ഒഴുകുക
793,sich drehen::V,دار,ചുറ്റുക
794,sich drehen::V,دار,കറക്കുക
795,schwanken::V,ترنح,ഇരുവശത്തേയ്ക്കും_ആടുക
796,schwingen::V,ترجح,ആടുക
797,fallen::V,سقط,വീഴുക
798,brennen::V,احترق,കത്തുക
799,rauchen::V,دخن,പുകയുക
800,regnen::V,أمطر,മഴ_പെയ്യുക
801,gefrieren::V,تجمد,തണത്ത്_മരവിക്കുക
802,tauen::V,ذاب,അലിയുക
803,schmelzen::V,ذاب,ഉരുകുക
804,trocknen::V,نشف,വരളുക
805,sieden::V,غلى,തിളപ്പിക്കുക
806,faulen::V,فسد,ചീയുക
807,verfaulen::V,تعفن,അഴുകുക
808,reißen::V,انقطع,ശബ്ദത്തോടെ_മുറിയുക
809,versinken::V,غرق,മുക്കുക
810,vergehen::V,مضى,കടന്നുപോകുക
811,erscheinen::V,لاح,പ്രത്യക്ഷപ്പെടുക
812,erscheinen::V,ظهر,പ്രത്യക്ഷപ്പെടുക
813,verschwinden::V,غاب,അദൃശ്യമാകുക
814,sinken::V,هبط,താഴുക
815,abnehmen::V,نقص,കുറിയുക
816,zunehmen::V,ازداد,വർദ്ധിക്കുക
817,steigen::V,صعد,ഉയരുക
818,steigen::V,ارتفع,ഉയരുക
819,wachsen::V,نما,വളരുക
820,wachsen::V,نبت,വളരുക
821,glänzen::V,لمع,മിന്നുക
822,funkeln::V,تلألأ,തിളങ്ങുക
823,lärmen::V,ضج,ശബ്ദമുണ്ടാക്കുക
824,lärmen::V,صخب,ശബ്ദമുണ്ടാക്കുക
825,läuten::V,قرع,മണിമുഴങ്ങുക
826,klingeln::V,دق,ചിലമ്പുക
827,klirren::V,قعقع,കിലുക്കുക
828,brausen::V,عج,മുഴങ്ങുക
829,rauschen::V,حف,അനങ്ങുക
830,klingen::V,رن,മുഴക്കുക
831,bellen::V,نبح,കുരയ്ക്കുക
832,heulen::V,عوى,ഓരിയിടുക
833,blasen::V,نفخ,ഊതുക
834,pfeifen::V,صفر,വിസിലടിക്കുക
835,schreien::V,صرخ,ആക്രോശിക്കുക
836,stöhnen::V,أن,അരക്കം
837,stöhnen::V,أن,ആർത്തനാദം
838,zittern::V,ارتعش,വിറയ്ക്കുക
839,leben::V,عاش,താമസിക്കുക
840,geboren werden::V,ولد,ജനിക്കുക
841,atmen::V,تنفس,ശ്വസിക്കുക
842,trinken::V,شرب,കുടിക്കുക
843,essen::V,أكل,കഴിക്കുക
844,schlucken::V,جرع,വിഴുങ്ങുക
845,müde werden::V,تعب,ക്ഷീണിക്കുക
846,einschlafen::V,نام,നിദ്രിക്കുക
847,schlafen::V,نام,ഉറങ്ങുക
848,aufwachen::V,استيقظ,ഉണരുക
849,aufstehen::V,قام,എഴുന്നേൽക്കുക
850,sich erholen::V,استجم,വിശ്രമിക്കുക
851,krank werden::V,مرض,ദീനംപിടിക്കുക
852,krank sein::V,مرض,രോഗികളാകുക
853,schmerzen::V,آلم,വേദനിക്കുക
854,husten::V,كح,ചുമയ്ക്കുക
855,husten::V,سعل,ചുമയ്ക്കുക
856,genesen::V,نقه,സുഖപ്പെടുക
857,sterben::V,مات,മരിക്കുക
858,umkommen::V,هلك,മരിക്കുക
859,sich bewegen::V,تحرك,സ്ഥലം_മാറുക
860,sich rühren::V,تحرك,ചലിക്കുക
861,sich erheben::V,قام,നിൽക്കുക
862,sich setzen::V,جلس,ഇരിക്കുക
863,hinfallen::V,وقع,വീഴുക
864,laufen::V,مشى,നടക്കുക
865,schreiten::V,خطا,നടക്കുക
866,spazierengehen::V,تنزه,ഉലാത്തുക
867,eilen::V,عجل,പാഞ്ഞെത്തുക
868,sich beeilen::V,استعجل,തിരിക്കുകൂട്ടുക
869,sich beeilen::V,استعجل,തിടുക്കം_കാട്ടുക
870,sausen::V,أسرع,കുതിക്കുക
871,rennen::V,عدا,ഓടുക
872,rennen::V,ركض,ഓടുക
873,springen::V,قفز,ചാടുക
874,klettern::V,تسلق,കയറുക
875,schaukeln::V,تأرجح,ഇളകുക
876,kriechen::V,دب,പതുങ്ങികയറുക
877,kriechen::V,زحف,പതുങ്ങികയറുക
878,schwimmen::V,سبح,നീന്തുക
879,tauchen::V,غطس,വെള്ളത്തിലേക്ക് ചാടുക
880,rudern::V,جذف,തുഴയുക
881,fahren::V,ركب,വാഹനം ഓടിക്കുക
882,fahren::V,سافر,വാഹനം ഓടിക്കുക
883,fliegen::V,طار,പറക്കുക
884,gehen::V,سار,പോകുക
885,gehen::V,ذهب,പോകുക
886,weggehen::V,ذهب,വിടുക
887,weggehen::V,انصرف,വിടുക
888,abfahren::V,رحل,പുറപ്പെടുക
889,anhalten::V,توقف,നിർത്തുക
890,hineingehen::V,دخل,പ്രവേശിക്കുക
891,eintreten::V,دخل,പ്രവേശിക്കുക
892,kommen::V,أتى,വരുക
893,kommen::V,جاء,വരുക
894,ankommen::V,وصل,എത്തിച്ചേരുക
895,zurückkommen::V,عاد,തിരിച്ചു വരുക
896,zurückkommen::V,رجع,തിരിച്ചു വരുക
897,bleiben::V,مكث,തുടരുക
898,warten::V,انتظر,കാത്തിരിക്കുക
899,erwarten::V,ترقب,പ്രതീക്ഷിക്കുക
900,erwarten::V,انتظر,പ്രതീക്ഷിക്കുക
901,suchen::V,بحث,തിരയുക
902,finden::V,وجد,കണ്ടെത്തുക
903,versuchen::V,حاول,ശ്രമിക്കുക
904,vorbereiten::V,أعد,തയ്യാറെടുക്കുക
905,vorbereiten::V,حضر,തയ്യാറെടുക്കുക
906,lieben::V,أحب,സ്നേഹിക്കുക
907,mögen::V,أحب,ഇഷ്ടപ്പെടുക
908,lachen::V,ضحك,ചിരിക്കുക
909,rühren::V,أثر,ഹൃദയം സ്പർശിക്കുക
910,weinen::V,بكى,തേങ്ങുക
911,schimpfen::V,سب,പിറുപിറുക്കുക
912,schimpfen::V,شتم,പിറുപിറുക്കുക
913,sich ärgern::V,زعل,കോപിക്കുക
914,sich fürchten::V,هاب,പേടിക്കുക
915,fürchten::V,خاف,പേടിക്കുക
916,fürchten::V,خشي,പേടിക്കുക
917,fliehen::V,هرب,രക്ഷപ്പെടുക
918,flüchten::V,فر,രക്ഷപ്പെടുക
919,sehen::V,رأى,കാണുക
920,anschauen::V,نظر,നോക്കുക
921,ansehen::V,نظر,നോക്കുക
922,hören::V,سمع,കേൾക്കുക
923,zuhören::V,أصغى,ശ്രദ്ധിക്കുക
924,probieren::V,ذاق,രുചിയുള്ളതായി_തോന്നുക
925,riechen::V,شم,മണത്തു_നോക്കുക
926,riechen::V,استنشق,മണത്തു_നോക്കുക
927,fühlen::V,شعر,സ്പർശിച്ചറിയുക
928,scheinen::V,ظهر,കാണപ്പെടുക
929,zu sehen sein::V,ظهر,വെളിച്ചപ്പെടുക
930,vernehmen::V,سمع,കേൾക്കുക
931,frieren::V,بردان,വിറയ്ക്കുക
932,tun::V,فعل,ചെയ്യുക
933,können::V,قدر,കഴിയുക
934,können::V,استطاع,കഴിയുക
935,wollen::V,شاء,വേണുക
936,wollen::V,أراد,വേണുക
937,anfangen::V,بدأ,തുടങ്ങുക
938,beenden::V,أنهى,പൂർത്തിയാക്കുക
939,aufhören::V,توقف,നിർത്തുക
940,aufhören::V,انقطع,നിർത്തുക
941,gelingen::V,نجح,വിജയിക്കുക
942,geraten::V,طلع,പരിണമിക്കുക
943,öffnen::V,فتح,തുറക്കുക
944,schließen::V,أغلق,അടയ്ക്കുക
945,stellen::V,وضع,വയ്ക്കുക
946,stellen::V,أقام,വയ്ക്കുക
947,setzen::V,أجلس,വയ്ക്കുക
948,legen::V,وضع,ഇടുക
949,berühren::V,مس,തൊടുക
950,berühren::V,لمس,തൊടുക
951,verbinden::V,ربط,ഘടിപ്പിക്കുക
952,verbinden::V,وصل,ഘടിപ്പിക്കുക
953,bedecken::V,غطى,മുടുക
954,aufhängen::V,علق,കെട്ടിതൂക്കുക
955,anzünden::V,أوقد,കത്തിക്കുക
956,aufheben::V,لقط,പെറുക്കിയെടുക്കുക
957,zurücklassen::V,ترك,വച്ചുപോരുക
958,verlieren::V,فقد,നഷ്ടപ്പെടുക
959,fallen lassen::V,أسقط,വീഴ്ത്തുക
960,machen::V,فعل,ഉണ്ടാക്കുക
961,herstellen::V,صنع,ഉൽപാദിപ്പിക്കുക
962,herstellen::V,أنتج,ഉൽപാദിപ്പിക്കുക
963,bauen::V,بنى,നിർമ്മിക്കുക
964,bauen::V,شيد,നിർമ്മിക്കുക
965,reparieren::V,صلح,നന്നാക്കുക
966,verbessern::V,صحح,മെച്ചപ്പെടുക
967,ändern::V,غير,മാറ്റംവരുത്തുക
968,graben::V,حفر,കുഴിക്കുക
969,beugen::V,ثنى,വണങ്ങുക
970,beugen::V,أحنى,വണങ്ങുക
971,biegen::V,لوى,കുനിയുക
972,drehen::V,أدار,തിരിക്കുക
973,drehen::V,دور,തിരിക്കുക
974,wenden::V,قلب,തിരിയുക
975,umdrehen::V,قلب,തിരിയുക
976,heben::V,رفع,ഉയർത്തുക
977,hochheben::V,رفع,ഉയർത്തുക
978,ergreifen::V,مسك,ബലമായി_പിടിക്കുക
979,halten::V,مسك,പിടിക്കുക
980,drücken::V,ضغط,അമർത്തുക
981,schieben::V,حرك,തള്ളുക
982,kratzen::V,خدش,ചുരണ്ടുക
983,lecken::V,لعق,നക്കുക
984,beißen::V,عض,കടിക്കുക
985,abreißen::V,قلع,കീറിക്കളയുക
986,abschneiden::V,قطع,മുറിച്ചുമാറ്റുക
987,binden::V,ربط,കെട്ടുക
988,stecken::V,دس,തുളയ്ക്കുക
989,brechen::V,كسر,ഉടയുക
990,klopfen::V,طرق,തട്ടുക
991,hauen::V,ضرب,അടിക്കുക
992,kleben::V,ألصق,ഒട്ടിക്കുക
993,reiben::V,حك,തിരുമ്മിത്തുടയ്ക്കുക
994,streichen::V,نشر,പടർത്തുക
995,schleifen::V,سن,പൊടിക്കുക
996,schneiden::V,قطع,മുറിക്കുക
997,rütteln::V,رج,മുട്ടുക
998,schütteln::V,هز,കുലുക്കുക
999,schwenken::V,لوح,ആടുക
1000,schütten::V,صب,ഒഴിക്കുക
1001,füllen::V,ملأ,നിറയ്ക്കുക
1002,einwickeln::V,لف,പൊതിയുക
1003,tragen::V,حمل,വഹിക്കുക
1004,schleppen::V,سحب,വലിച്ചിഴയ്ക്കുക
1005,ziehen::V,سحب,വലിക്കുക
1006,aufbewahren::V,حفظ,വയ്ക്കുക
1007,werfen::V,رمى,എറിയുക
1008,werfen::V,ألقى,എറിയുക
1009,fangen::V,التقط,പിടിക്കുക
1010,packen::V,مسك,തട്ടിപ്പറിക്കുക
1011,verstecken::V,خبأ,മറയ്ക്കുക
1012,teilen::V,قسم,വിഭജിക്കുക
1013,schicken::V,بعث,അയയ്ക്കുക
1014,schicken::V,أرسل,അയയ്ക്കുക
1015,bringen::V,جلب,കൊണ്ടുവരുക
1016,hinzufügen::V,أضاف,കൂട്ടുക
1017,bekommen::V,حصل,കിട്ടുക
1018,erhalten::V,استلم,സ്വീകരിക്കുക
1019,nehmen::V,أخذ,എടുക്കുക
1020,wählen::V,اختار,തിരഞ്ഞെടുക്കുക
1021,auswählen::V,انتقى,തിരഞ്ഞെടുക്കുക
1022,bewahren::V,حافظ,പുലർത്തുക
1023,behindern::V,عاق,തടയിടുക
1024,verderben::V,أفسد,നശിപ്പിക്കുക
1025,beschädigen::V,أضر,ക്ഷതമേൽപ്പിക്കുക
1026,zerbrechen::V,كسر,ഉടയുക
1027,zerreißen::V,مزق,കീറുക
1028,zerstören::V,دمر,നശിപ്പിക്കുക
1029,verbrennen::V,حرق,കത്തിനശിക്കുക
1030,verbrennen::V,حرق,കത്തിച്ചുകളയുക
1031,geben::V,أعطى,കൊടുക്കുക
1032,geben::V,أعطى,തരുക
1033,reichen::V,ناول,കൈമാറുക
1034,schenken::V,وهب,സമ്മാനം കൊടുക്കുക
1035,versprechen::V,وعد,വാഗ്ദാനം_നൽകുക
1036,wünschen::V,تمنى,ആഗ്രഹിക്കുക
1037,loben::V,مدح,പുകഴ്ത്തുക
1038,küssen::V,قبل,ഉമ്മവയ്ക്കുക
1039,wiegen::V,هدهد,ഇളകുക
1040,zudecken::V,غطى,മുടുക
1041,wecken::V,أيقظ,ഉണർത്തുക
1042,zeigen::V,أرى,കാണിക്കുക
1043,führen::V,دل,നടത്തുക
1044,lehren::V,علم,പഠിപ്പിക്കുക
1045,unterrichten::V,علم,പരിശീലിപ്പിക്കുക
1046,aufziehen::V,ربى,വളർത്തിക്കൊണ്ടുവരുക
1047,leiten::V,دل,നയിക്കുക
1048,leiten::V,أدار,നയിക്കുക
1049,antreiben::V,حث,പ്രേരിപ്പിക്കുക
1050,lassen::V,حدا,അനുവദിക്കുക
1051,einladen::V,دعا,ക്ഷണിക്കുക
1052,vereinigen::V,وحد,കൂടിച്ചേരുക
1053,besuchen::V,زار,സന്ദർശിക്കുക
1054,treffen::V,قابل,തമ്മിൽ കാണുക
1055,sich versammeln::V,اجتمع,സംയോജിപ്പിക്കുക
1056,spielen::V,لعب,കളിക്കുക
1057,singen::V,غنى,പാടുക
1058,tanzen::V,رقص,നൃത്തം ചെയ്യുക
1059,sich trennen::V,افترق,നേർപെടുത്തുക
1060,verlassen::V,ترك,പിൻവാങ്ങുക
1061,retten::V,نجى,രക്ഷിക്കുക
1062,retten::V,أنقذ,രക്ഷിക്കുക
1063,bewachen::V,حرس,കാവൽനിൽക്കുക
1064,schützen::V,حمى,പരിരക്ഷിക്കുക
1065,verteidigen::V,دافع,പ്രതിരോധിക്കുക
1066,sich schlagen::V,تضارب,കലഹിക്കുക
1067,schießen::V,أطلق,വെടിവെക്കുക
1068,siegen::V,انتصر,വിജയിക്കുക
1069,ärgern::V,أزعل,വിഷമിപ്പിക്കുക
1070,schlagen::V,ضرب,അടിക്കുക
1071,treten::V,رفس,തൊഴിക്കുക
1072,stechen::V,شك,കുത്തുക
1073,stoßen::V,دفع,തള്ളുക
1074,stehlen::V,سرق,മോഷ്ടിക്കുക
1075,stören::V,ضايق,ശല്യപ്പെടുത്തുക
1076,belästigen::V,أزعج,മെനക്കെടുക
1077,verbergen::V,كتم,മറയ്ക്കുക
1078,verbergen::V,كتم,ഒളിക്കുക
1079,täuschen::V,خدع,കബളിപ്പിക്കുക
1080,betrügen::V,غش,ചതിക്കുക
1081,töten::V,قتل,കൊല്ലുക
1082,wohnen::V,سكن,താമസിക്കുക
1083,arbeiten::V,عمل,ജോലിചെയ്യുക
1084,arbeiten::V,اشتغل,ജോലിചെയ്യുക
1085,sammeln::V,جمع,സഞ്ചയിക്കുക
1086,pflücken::V,جنى,പറിച്ചെടുക്കുക
1087,pflücken::V,قطف,പറിച്ചെടുക്കുക
1088,jagen::V,صاد,വേട്ടയാടുക
1089,fischen::V,اصطاد,മീൻ പിടിക്കുക
1090,fassen::V,قبض,പിടിക്കുക
1091,hüten::V,رعى,ചേർക്കുക
1092,treiben::V,ساق,വാഹനം_ഓടിക്കുക
1093,anbinden::V,ربط,കെട്ടിയിടുക
1094,füttern::V,علف,തീറ്റുക
1095,melken::V,حلب,പാലുകറക്കുക
1096,hacken::V,فرم,വെട്ടിമുറിക്കുക
1097,gießen::V,سقى,നനയ്ക്കുക
1098,reifen::V,نضج,പാകമാകുക
1099,zubereiten::V,حضر,പാചകം_ചെയ്യുക
1100,kochen::V,طبخ,വേവിക്കുക
1101,backen::V,خبز,ബേക്ക് ചെയ്യുക
1102,braten::V,قلى,പോരിക്കുക
1103,braten::V,حمر,പോരിക്കുക
1104,umrühren::V,قلب,ഇളക്കുക
1105,stricken::V,حاك,മെടയുക
1106,nähen::V,خاط,തുന്നുക
1107,färben::V,صبغ,ചായം പൂശുക
1108,färben::V,لون,ചായം പൂശുക
1109,reinigen::V,نظف,വൃത്തിയാക്കുക
1110,waschen::V,غسل,കഴുകുക
1111,abwischen::V,مسح,തുടയ്ക്കുക
1112,spülen::V,شطف,കഴുകുക
1113,fegen::V,كنس,അടിച്ചുവാരുക
1114,kehren::V,كنس,അടിച്ചുവാരുക
1115,baden::V,استحم,നീന്തിത്തുടിക്കുക
1116,sich waschen::V,اغتسل,കഴുകുക
1117,ausziehen::V,خلع,ഇഴുക്കുക
1118,anziehen::V,لبس,ഉടുക്കുക
1119,sich anziehen::V,اكتسى,ധരിച്ച നേടുകയുക
1120,kämmen::V,مشط,മുടിചീകുക
1121,schmücken::V,زين,അലങ്കരിക്കുക
1122,sagen::V,قال,പറയുക
1123,sprechen::V,تكلم,സംസാരിക്കുക
1124,reden::V,تكلم,സംസാരിക്കുക
1125,sich unterhalten::V,تحادث,നർമ്മസല്ലാപം നടത്തുക
1126,fragen::V,سأل,ചോദിക്കുക
1127,bitten::V,رجا,അപേക്ഷിക്കുക
1128,erzählen::V,حكي,പറയുക
1129,mitteilen::V,بلغ,അറിയിക്കുക
1130,nennen::V,سمى,പേരിടുക
1131,rufen::V,نادى,വിളിക്കുക
1132,prahlen::V,فشر,പൊങ്ങച്ചം പറയുക
1133,prahlen::V,تفاخر,പൊങ്ങച്ചം പറയുക
1134,übersetzen::V,ترجم,പരിഭാഷപ്പെടുത്തുക
1135,denken::V,فكر,ചിന്തിക്കുക
1136,glauben::V,اعتقد,വിശ്വസിക്കുക
1137,bemerken::V,لاحظ,ശ്രദ്ധിക്കുക
1138,erkennen::V,عرف,തിരിചറിയുക
1139,begreifen::V,فهم,കൈപ്പിടിയിലാക്കുക
1140,begreifen::V,أدرك,കൈപ്പിടിയിലാക്കുക
1141,verstehen::V,فهم,മനസ്സിലാക്കുക
1142,lernen::V,درس,പഠിക്കുക
1143,wissen::V,علم,അറിയുക
1144,sich erinnern an::V,تذكر,ഓർമിക്കുക
1145,vergessen::V,نسي,മറക്കുക
1146,messen::V,قاس,അളക്കുക
1147,zählen::V,عد,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1148,zählen::V,أحصى,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1149,rechnen::V,حسب,ഗണിക്കുക
1150,lesen::V,قرأ,വായിക്കുക
1151,malen::V,صور,ചിത്രം വരയ്ക്കുക
1152,zeichnen::V,رسم,വരയ്ക്കുക
1153,schreiben::V,كتب,എഴുതുക
1154,besitzen::V,حاز,സ്വന്തമാക്കുക
1155,besitzen::V,ملك,സ്വന്തമാക്കുക
1156,kaufen::V,اشترى,വാങ്ങുക
1157,verkaufen::V,باع,വിൽക്കുക
1158,bezahlen::V,دفع,പരിഹാരം ചെയ്യുക
1159,zahlen::V,سدد,പണം അടയ്ക്കുക
1160,beherrschen::V,حكم,ഭരിക്കുക
1161,ertragen::V,أطاق,താങ്ങുക
1162,ertragen::V,تحمل,താങ്ങുക
