,Concept_ID,ta,ku
113,Insel::N,தீவு,girav
114,Blume::N,பூ,kulînk
115,Gras::N,புல்தரை,giha
116,Wurzel::N,வேர்,reh
117,Baum::N,மரம்,dar
118,Stamm::N,அடிமரம்,bavik
119,Rinde::N,பட்டை,qaqil
120,Rinde::N,மரப்பட்டை,qaqil
121,Ast::N,கினை,gulî
122,Zweig::N,குச்சி,şax
123,Blatt::N,இலை,pel
124,Birke::N,பிர்ச் மரம்,dara sipî
125,Kiefer[Baum]::N,தேவதாரு மரம்,dara bî
126,Weide[Baum]::N,மர வகைகளுள் ஒன்று,dara belalûk
127,Tanne::N,சாதிக்கய்,merx
128,Horn::N,கொம்பு,strô
129,Feder::N,இறகு,pîrtîk
130,Fell::N,மென்முடி,heyar
131,Flügel::N,இறக்கை,per
132,Klaue::N,நகம்,napîk
133,Kralle::N,நகம்,dinik
134,Kralle::N,நகம்,dirnax
135,Schwanz::N,வால்,dûv
136,Ei::N,முட்டை,hêk
137,Nest::N,கூடு,hêlîn
138,Bau::N,குகை,avahî
139,Tier::N,விலங்கு,heywan
140,Herde::N,கூட்டம்,hoz
141,Kuh::N,பசு,çêlek
142,Bulle::N,காளை,ga
143,Pferd::N,குதிரை,hesp
144,Schaf::N,செம்மறிஆடு,mîh
145,Schwein::N,பன்றி,beraz
146,Hund::N,நாய்,seh
147,Katze::N,பூனை,pişîk
148,Bär::N,கரடி,hirç
149,Eichhörnchen::N,அணில்,pilûr
150,Elch::N,கடம்பை,pazkovî
151,Fuchs::N,நரி,rovî
152,Hase::N,முயல்,kîroşk
153,Maus::N,எலி,mişk
154,Wolf::N,ஓநாய்,gur
155,Vogel::N,பறவை,çûk
156,Schwarm::N,தொகுதி,lufik
157,Huhn::N,கோழிக்குஞசு,mirîşk
158,Hahn::N,சேவல்,dîk
159,Gans::N,பெண் வாத்து,qaz
160,Adler::N,பருநது,eylo
161,Ente::N,வாத்து,werdek
162,Eule::N,ஆந்தை,bûm
163,Eule::N,ஆந்தை,kund
164,Kranich::N,நாரை,quling
165,Krähe::N,காகம்,qijik
166,Kuckuck::N,குயில்,pepûk
167,Schwan::N,அன்னம்,qû
168,Fisch::N,மீன்,masî
169,Barsch::N,பேர்ச்,okûn
170,Hecht::N,கோலாச்சி மீன்,mesîyê lûf
171,Schlange[Tier]::N,பாம்பு,mar
172,Wurm::N,புழு,kurm
173,Spinne::N,சிலந்தி,pîrê
174,Ameise::N,எறும்பு,mîro
175,Ameise::N,எறும்பு,gêrîk
176,Laus::N,பேன்,spi
177,Mücke::N,கொசுவினப்பூச்சி,mêş
178,Fliege::N,ஈ,mêş
179,Schmetterling::N,வண்ணத்துப்பூச்சி,perperîk
180,Beere::N,சதைப்பழம்,hirç
181,Apfel::N,ஆப்பிள பழம்,sêv
182,Pilz::N,காளான்,bîrov
183,Zwiebel::N,வெங்காயம்,pîvaz
184,Saat::N,விதை,tov
185,Korn::N,தானியம்,dexl
186,Heu::N,வைக்கோல்,sap
187,Schale::N,தோல்,qaşik
188,Grube::N,குழி,çahl
189,Falle::N,பொறி,dafik
190,Schlinge::N,கண்ணி,dahf
191,Spur::N,சுவடு,rêç
192,Asche::N,சாம்பல்,xweli
193,Dreck::N,அழுக்கு,gemarî
194,Eisen::N,இரும்பு,hesing
195,Gold::N,தங்கம்,zêr
196,Silber::N,வெள்ளி,zîv
197,Kohle::N,நிலக்கரி,komir
198,Glas::N,கண்ணாடி,qedeh
199,Lehm::N,களிமண்,kelpîç
200,Sand::N,மணல்,qûm
201,Mensch::N,மனிதர்கள்,mirov
202,Mann::N,மனிதன்,mêr
203,Frau::N,பெண்,jin
204,Kind::N,குழந்தை,zarok
205,Junge::N,பையன்,kur
206,Mädchen::N,சிறுமி,keç
207,Mädchen::N,சிறுமி,keçik
208,Familie::N,குடும்பம்,malbat
209,Großvater::N,தாத்தா,bapîr
210,Großmutter::N,பாட்டி,pîrik
211,Eltern::N,பெற்றோர்,bavudê
212,Vater::N,தந்தை,bav
213,Mutter::N,தாய்,dê
214,Mutter::N,தாய்,dayik
215,Sohn::N,மகன்,kur
216,Tochter::N,மகள்,keç
217,Bruder::N,சகோதரன்,bira
218,Schwester::N,அக்கா,xweh
219,Onkel::N,தாய் மாமன்,am
220,Onkel::N,தாய் மாமன்,xal
221,Tante::N,அத்தை,metik
222,Tante::N,அத்தை,xaltîk
223,Ehemann::N,கணவன்,mêr
224,Ehefrau::N,மனைவி,kulfet
225,Freude::N,கொண்டாட்டம்,kêfxweşî
226,Gelächter::N,சிரிப்பு,pîrqînî
227,Glück::N,மகிழ்ச்சி,bext
228,Kummer::N,துயரம்,derd
229,Wunsch::N,விருப்பம்,daxwaz
230,Wunsch::N,விருப்பம்,xwestek
231,Lust::N,விருப்பம்,şewq
232,Geist::N,ஆன்மா,aqil
233,Gedanke::N,எண்ணம்,fikir
234,Gedächtnis::N,ஞாபகம்,aqil
235,Verstand::N,மனம்,fêm
236,Sinn::N,அர்த்தம்,aqil
237,Grund::N,காரணம்,asas
238,Wahrheit::N,உண்நை,rastî
239,Gespräch::N,பெசு,guftûgo
240,Märchen::N,நம்பத்தகாத கதை,çirok
241,Erzählung::N,கதை,çirok
242,Erzählung::N,கதை,vegotin
243,Nachricht::N,செய்தி,nûçe
244,Neuigkeit::N,செய்தி,hewal
245,Name::N,பெயர்,nav
246,Name::N,பெயர்,paşnav
247,Rätsel::N,புதிர்,tiştonek
248,Rede::N,பேச்சு,gotar
249,Rede::N,பேச்சு,axavtin
250,Sprache::N,மொழி,ziman
251,Stimme::N,குரல்,pejn
252,Wort::N,வார்த்தை,gotin
253,Zeichen::N,குறி,şanek
254,Ruf::N,அழைப்பு,hawar
255,Lärm::N,சத்தம்,xarbalix
256,Laut::N,ஒலி,deng
257,Laut::N,ஒலி,hês
258,Ton::N,குரல்,awaz
259,Lied::N,பாட்டு,sitran
260,Ruhe::N,அமைதி,rihetî
261,Leute::N,மக்கள்,xelk
262,Volk::N,மக்கள்,xelk
263,Arbeit::N,வேலை,xebat
264,Gast::N,விருந்தாளி,mêvan
265,Geschenk::N,பரிசுப் பொருள்,diyarî
266,Spiel::N,விளையாட்டு,lîstik
267,Gesellschaft::N,சமுதாயம்,komal
268,Hilfe::N,உதவி,alîkarî
269,Freund::N,நண்பன்,heval
270,Kamerad::N,உடனிருப்பவன்,heval
271,Angelegenheit::N,செய்தி,pirsgirêk
272,Anzahl::N,எண்ணிக்கை,çend
273,Art::N,வகை,çeh
274,Stück::N,துண்டம்,lib
275,Stück::N,துண்டம்,parçe
276,Teil::N,பகுதி,parçe
277,Hälfte::N,பாதி,nîvî
278,Kreis::N,வட்டம்,çemil
279,Kreuz::N,சிலுவை,xaç
280,Linie::N,கோடு,xezik
281,Strich::N,வாத நோய்,xezik
282,Abstand::N,இடைவெளி,dûrahî
283,Entfernung::N,தூரம்,dûrahî
284,Gegend::N,வட்டாரம்,dever
285,Platz::N,வெற்றிடம்,çih
286,Ort::N,இடம்,dever
287,Seite::N,பக்கம்,rûpel
288,Mitte::N,இடைப்பகுதி,nav
289,Mitte::N,இடைப்பகுதி,nabênê
290,Gegenstand::N,உருப்படி,tişt
291,Sache::N,பொருள்,tişt
292,Rand::N,தொங்கு,kevî
293,Kante::N,விளிம்பு,kevî
294,Ecke::N,மூலை,qunç
295,Spitze::N,முனை,derzî
296,Ende::N,முடிவு,talî
297,Loch::N,துளை,qul
298,Winkel::N,கோணம்,kurnîşk
299,Muster::N,பாங்கு,desen
300,Größe::N,அளவு,mezinî
301,Länge::N,நீளம்,dirêjahî
302,Höhe::N,உயரம்,bilindayî
303,Gewicht::N,எடை,giranî
304,Menge::N,தொகை,qas
305,Haufen::N,குவியல்,lod
306,Reihe::N,வரிசை,rêz
307,Boot::N,படகு,kelek
308,Ruder::N,துடுப்பு,bêrik
309,Schlitten::N,சகடையிலா வண்டி,xîjik
310,Ski::N,பனிச் சறுக்கல்,lakan
311,Lagerfeuer::N,மூட்டம்,agir
312,Last::N,பாரம்,bar
313,Gang::N,நடை,fîtêz
314,Schritt::N,காலடி,gav
315,Norden::N,வடக்கு,bakur
316,Süden::N,தெற்கு,başur
317,Westen::N,மேற்கு திசை,rojava
318,Osten::N,கிழக்கு,rojhilat
319,Holz::N,மரக்கட்டை,dep
320,Brett::N,பலகை,dep
321,Platte::N,பலகம்,dep
322,Stütze::N,அடைப்புகன்,destek
323,Stange::N,கம்பம்,sing
324,Stock::N,குச்சி,çam
325,Stab::N,கம்பு,qat
326,Rohr::N,குழாய்,borî
327,Haus::N,வீடு,mal
328,Haus::N,வீடு,xanî
329,Heim::N,வீடு,mal
330,Ofen::N,அடுப்பு,sobe
331,Fußboden::N,தரை,binpê
332,Tisch::N,மேசை,mase
333,Stuhl::N,நாற்காலி,kursî
334,Wiege::N,தொட்டில்,derguş
335,Bett::N,படுக்கை,qerewêle
336,Regal::N,அலமாரி,rêbaz
337,Kiste::N,பெட்டி,sindoq
338,Fenster::N,சாளரம்,çam
339,Fenster::N,சாளரம்,şibeke
340,Tür::N,கதவு,derî
341,Tor::N,வாசற்கதவு,derge
342,Zaun::N,வேலி,hejik
343,Dach::N,கூரை,sere xanî
344,Leiter::N,ஏணி,pêling
345,Besen::N,விளக்குமாறு,melkes
346,Spaten::N,மண்வெட்டி,mer
347,Schaufel::N,அடிதண்டா,bêr
348,Gabel::N,முட்கரண்டி,çetel
349,Löffel::N,கரண்டி,kevçî
350,Messer::N,கத்தி,kêr
351,Nagel::N,ஆணி,bizmar
352,Netz::N,வலை,tor
353,Haken::N,கொக்கி,çenqel
354,Griff::N,கைப்பிடி,destî
355,Schloss::N,பூட்டு,qonax
356,Bild::N,படம்,dimen
357,Figur::N,எண்ணிக்கை,figûr
358,Puppe::N,பொம்மை,bûk
359,Beutel::N,பை,kîsik
360,Bündel::N,பொதி,pêçek
361,Tasche::N,பை,bêrîk
362,Eimer::N,வாளி,dewl
363,Deckel::N,உறை,devik
364,Geschirr::N,பாத்திரம்,ferax
365,Sack::N,பை,tûr
366,Tasse::N,கிண்ணம்,kada
367,Topf::N,பானை,beroş
368,Kessel::N,கெண்டி,şîril
369,Essen::N,உணவருந்துதல்,xwarin
370,Nahrung::N,உணவு,xwarin
371,Speise::N,உணவு வகை,xwarin
372,Fleisch::N,இறைச்சி,goşt
373,Getreide::N,மக்காச்சோளம்,zad
374,Brei::N,கஞ்சி,hewdêl
375,Brot::N,ரொட்டி,
376,Scheibe::N,துண்டு,parçe
377,Fett::N,கொழுப்பு,rûn
378,Butter::N,வெண்ணெய்,rûn
379,Öl::N,எண்ணெய்,rûn
380,Salz::N,உப்பு,xwe
381,Suppe::N,ரசம்,şorbe
382,Honig::N,தேன்,hingiv
383,Milch::N,பால்,şîr
384,Tee::N,தெனீர்,çay
385,Leder::N,பதம் செய்யப்பட்ட தோல்,çerm
386,Wolle::N,கம்பளி,herî
387,Stoff::N,துணி,paç
388,Nadel::N,ஊசி,derzî
389,Faden::N,நூல்,ta
390,Knopf::N,பொத்தான்,bişkok
391,Knoten::N,முடிச்சு,girêk
392,Farbe::N,வண்ணக் குழம்பு,boyax
393,Kleidung::N,ஆடைகள்,çil
394,Hemd::N,சட்டை,qutik
395,Hemd::N,சட்டை,miltan
396,Kragen::N,கழுத்துப் பட்டை,stûvang
397,Ärmel::N,சட்டைக்கை,hûçik
398,Hose::N,கால்சட்டை,şewel
399,Gürtel::N,பெல்ட்,qayiş
400,Mütze::N,தொப்பி,fîno
401,Schuh::N,காலணி,şêkal
402,Stiefel::N,காலணி,gizme
403,Stiefel::N,காலணி,çizme
404,Ring::N,மோதிரம்,xelek
405,Band::N,நாடா,band
406,Kamm::N,கீப்பு,şeh
407,Spiegel::N,ஆடி,eynik
408,Spiegel::N,கண்ணாடி,eynik
409,Riemen::N,வார்,qayiş
410,Schnur::N,கயிறு,doxin
411,Leine::N,தோல்வார்,şirît
412,Decke::N,போர்வை,bataniye
413,Kissen::N,தலையணை,balgî
414,Tuch::N,துணி,şar
415,Handtuch::N,தண்டு,dezmal
416,Kraft::N,நிர்பந்தம்,hêz
417,Kraft::N,நிர்பந்தம்,qewet
418,Stärke::N,பலம்,xurtî
419,Gesundheit::N,ஆரோக்கியம்,nojdarî
420,Krankheit::N,நோய்,nexweşî
421,Schmerz::N,வலி,êş
422,Wunde::N,காயம்,kul
423,Fieber::N,காய்ச்சல்,ta
424,Arznei::N,மருந்து,derman
425,Brücke::N,பாலம்,kopî
426,Brunnen::N,கேணி,çal
427,Brunnen::N,கேணி,kani
428,Weide::N,மேய்ச்சல் நிலம்,beyar
429,Pfad::N,நடை வழி,xaçirek
430,Weg::N,வழி,rê
431,Straße::N,சாலை,rê
432,Dorf::N,கிராமம்,gund
433,Stadt::N,நகரம்,baçar
434,Brief::N,கடிதம்,name
435,Buch::N,புத்தகம்,kitêb
436,Buch::N,புத்தகம்,pirtûk
437,Buchstabe::N,எழத்து,herf
438,Zeitung::N,செய்தித்தாள்,rojname
439,Leben::N,வாழ்க்கை,jiyan
440,Tod::N,மரணம்,mirin
441,Grab::N,சமாதி,mezel
442,Kirche::N,தேவாலயம்,gilyas
443,Sünde::N,பாவம்,guneh
444,Gott::N,கடவுள்,xwedê
445,Arbeiter::N,தொழிலாளி,hîşçî
446,Chef::N,மேலாளர்,bêg
447,Meister::N,தலைவன்,hoste
448,Arzt::N,மருத்துவர்,doktor
449,Lehrer::N,ஆசிரியர்,mamoste
450,Geld::N,பணம்,pere
451,Geschäft::N,வாணிபம்,firoşgeh
452,Laden::N,கடை,dikan
453,Preis::N,விலை,buha
454,Ware::N,சாமன்கள்,tişt
455,Nutzen::N,இலாபம்,fêde
456,Reichtum::N,சொத்து,serwet
457,Welt::N,உலகம்,dinya
458,Land::N,நாடு,welat
459,Staat::N,நாடு,dewlet
460,König::N,அரசன்,şah
461,König::N,அரசன்,qral
462,Macht::N,அதிகாரம்,qewet
463,Macht::N,அதிகாரம்,destihilat
464,Grenze::N,எல்லை,kevî
465,Krieg::N,போர்,çeng
466,Krieg::N,போர்,sêwaş
467,Feind::N,எதிரி,dijmin
468,Gewalt::N,வன்முறை,zor
469,Kampf::N,போராட்டம்,şer
470,Bogen[Waffe]::N,வில்,kêvan
471,Pfeil::N,அம்பு,çîrik
472,Gewehr::N,துப்பாக்கி,tifing
473,Fehler::N,தவறு,şaşî
474,Lüge::N,பொய்,derew
475,Schaden::N,சேதாரம்,xisar
476,Unglück::N,இடையூறு,bêbextî
477,Schuld::N,குற்றம்,suç
478,Alter::N,வயது,temen
479,Schluss::N,முடிவு,girtin
480,Zeit::N,காலம்,çax
481,Tag::N,நாள்,roj
482,Morgen::N,காலை நேரம்,sibeh
483,Mittag::N,மதியம்,nîro
484,Abend::N,மாலைப் பொழுது,êvar
485,Nacht::N,இரவு,şev
486,Woche::N,வாரம்,heftî
487,Monat::N,மாதம்,meh
488,Jahr::N,வருடம்,sal
489,Frühling::N,வசந்தம்,bihar
490,Sommer::N,கோடை,havîn
491,Herbst::N,இலையுதிர் காலம்,payîz
492,Winter::N,குளிர்காலம்,zistan
493,Januar::N,ஜனவரி,çile
494,Februar::N,பிபரவரி மாதம்,sibat
495,März::N,மார்ச் மாதம்,adar
496,April::N,ஏப்ரல் மாதம்,nîsan
497,Mai::N,மே மாதம்,gûlan
498,Juni::N,ஜூன் மாதம்,hezîran
499,Juli::N,ஜூலை மாதம்,tîmeh
500,August::N,ஆகஸ்ட் மாதம்,tebax
501,September::N,செப்டம்பர் மாதம்,îlon
502,Oktober::N,அக்டோபர் மாதம்,çotmeh
503,November::N,நவம்பர் மாதம்,mijdar
504,Dezember::N,டிசம்பர்,kanûn
505,Montag::N,திங்கட் கிழமை,duşemb
506,Dienstag::N,செவ்வாய்க்கிழமை,sêşem
507,Mittwoch::N,புதன் கிழமை,çarşemb
508,Donnerstag::N,வியாழக் கிழமை,pêşemb
509,Freitag::N,வெள்ளிக்கிழமை,în
510,Samstag::N,சனிக்கிழமை,şemî
511,Sonntag::N,ஞாயிறுக் கிழமை,yekşemb
512,groß::A,பெரிய,mezin
513,klein::A,சிறிய,çûçik
514,lang::A,நீண்ட,dirêj
515,kurz::A,குட்டையான,kin
516,breit::A,அகலமான,fireh
517,schmal::A,குறுகலான,tenik
518,dicht::A,அடர்த்தியான,gir
519,dick[Gegenstand]::A,தடித்த,şîşman
520,dünn::A,சன்னமான,zirav
521,fein::A,மெல்லிய,tenik
522,fest::A,உறுதியாள,saxlem
523,flach::A,தட்டையான,pahn
524,glatt::A,வழுவழுப்பான,dûz
525,glatt::A,வழுவழுப்பான,şayîk
526,hart::A,கடினமான,hişk
527,weich::A,மென்மையான,nerm
528,rund::A,உருண்டையான,gilover
529,spitz::A,திகந்தமாக,pîj
530,scharf::A,கூரான,tûj
531,stumpf::A,உளம் திறந்த,ne tûj
532,schwer::A,கனமான,giran
533,schön::A,அழகான,xweş
534,schön::A,அழகான,xweşik
535,heiß::A,சூடான,kelandî
536,warm::A,இதமான,germ
537,kalt::A,குளிர்ச்சியான,sar
538,kühl::A,குளிர்ச்சியான,jemîrî
539,frisch::A,சுத்தமான,ter
540,feucht::A,ஈரமான,şil
541,nass::A,ஈரமான,şilek
542,trocken::A,உலர்ந்த,zuwa
543,voll::A,நிரம்பிய,tijî
544,leer::A,காலியான,vala
545,offen::A,திறந்த,vekirî
546,geschlossen::A,மூடப்பட்ட,asê
547,sauber::A,சுத்தமான,pakij
548,schmutzig::A,அழக்கான,lewitî
549,roh::A,கச்சா,xav
550,reif::A,பழுத்த,gihaştî
551,lecker::A,சுவைமிக்க,xweş
552,süß::A,இனிப்பான,şîrîn
553,bitter::A,கசப்பான,tahl
554,sauer::A,புளிப்பாக,tirş
555,hell::A,பளபளப்பான,ronî
556,dunkel::A,கருமையான,tarî
557,schwarz::A,கருப்பு வண்ண,reş
558,weiß::A,வெண்மையன,sipî
559,rot::A,சிவப்பு,sor
560,gelb::A,மஞ்சள் வண்ணம்,zer
561,blau::A,நீல வண்ண,şîn
562,grün::A,பச்சை வண்ண,şîn
563,grau::A,சாம்பல் நிற,gewr
564,bunt::A,வண்ண மயமான,rengîn
565,billig::A,மலிவான,erzan
566,teuer::A,விலை அதிகமான,biha
567,wertvoll::A,மதிப்புள்ள,hêja
568,wertvoll::A,மதிப்புள்ள,giranbiha
569,blind::A,பார்வையற்ற,kor
570,taub::A,செவிடான,kerr
571,kräftig::A,வலிமையான,gir
572,kräftig::A,வலிமையான,xurt
573,stark::A,பலமான,xurt
574,schwach::A,பலவீனமான,kesad
575,fett::A,பருமனாக,qelew
576,schlank::A,ஒல்லியான,zirav
577,hübsch::A,அழகிய,xweşik
578,böse::A,கேடு விளைவிக்கும்,xerab
579,böse::A,கேடு விளைவிக்கும்,aciz
580,dumm::A,முட்டாள்தனமான,gêj
581,faul::A,சோம்பலான,têmbêl
582,fleißig::A,ஊக்கந்தளராத,jêhatî
583,geizig::A,கஞேசத்தனமான,destgirtî
584,klug::A,சாதுரியமான,baqil
585,geschickt::A,திறமையள்ள,zîrek
586,geschickt::A,திறமையள்ள,ziring
587,lieb::A,அன்புக்குரிய,delal
588,lustig::A,களிப்புமிக்க,kêfxweş
589,sanft::A,சாதுவான,nazenîn
590,hungrig::A,பசியுடன்,birçî
591,krank::A,நோயுற்று,nexweş
592,nackt::A,ஆடையற்ற,rût
593,nackt::A,ஆடையற்ற,tazî
594,traurig::A,சோகமான,xemgîn
595,lebendig::A,பிழைப்பு,bisaxî
596,gut::A,நல்ல,baş
597,schlecht::A,கெட்ட,xerab
598,richtig::A,சரியான,rast
599,richtig::A,சரியான,saxlem
600,schlimm::A,அருவருப்பான,nebaş
601,wahr::A,உண்மையான,rast
602,alt::A,பழைய,pîr
603,alt::A,பழைய,kevn
604,neu::A,புதிய,nû
605,ehemalig::A,முன்நாள்,kevnar
606,ehemalig::A,முன்நாள்,peşidar
607,alt[Lebewesen]::A,வயதான,pîr
608,jung::A,இளமையான,xort
609,arm::A,ஏழ்மையான,feqîr
610,arm::A,ஏழ்மையான,desteng
611,reich::A,செல்வம் படைத்த,dewlemend
612,bekannt::A,பழக்கப்பட்ட,naskirî
613,berühmt::A,புகழ்பெற்ற,navdar
614,fremd::A,அயல் நாட்டு,xerîb
615,verschieden::A,வித்தியாசமான,çîhê
616,nah::A,பக்கத்தில் உள்ள,nêzîk
617,fern::A,தொலை தூரத்தில்,dûr
618,linker::A,மீந்திருக்கும்,çepê
619,rechter::A,வலதுபக்கம்,rastê
620,anderer::A,மற்ற,yê din
621,erster::A,முதனமையான,yekemîn
622,zweiter::A,இரண்டாவது,duda
623,dritter::A,மூன்றாவது,sisêya
624,letzter::A,கடைசி,paşîn
625,allein::ADV,தனியாக,tenê
626,auf einmal::ADV,தடீரென்று,jar kê
627,zusammen::ADV,சேர்ந்து,tev
628,zusammen::ADV,சேர்ந்து,bi hev re
629,lange::ADV,அதிக நோம்,dirêj
630,plötzlich::ADV,தடீரென்று,ji nişkave
631,sofort::ADV,உடனடியாக,yekser
632,später::ADV,பிறகு,paşiyê
633,jetzt::ADV,இப்பொழது,nuha
634,heute::ADV,இன்று,îro
635,morgen::ADV,நாளைக்கு,sibeh
636,bald::ADV,சீக்கிரம்,nêzîk
637,dann::ADV,அப்பொழுது,paşê
638,gestern::ADV,நேற்று,do
639,einst::ADV,ஒரே முறை,jar ke
640,damals::ADV,அப்பொழுது,hîngî
641,danach::ADV,பிற்பாடு,piştra
642,vorher::ADV,முன்பாக,pîşî
643,zuerst::ADV,முதலில்,bere
644,einmal::ADV,ஒரே முறை,çarik
645,manchmal::ADV,சில நேரங்களில்,çarna
646,oft::ADV,அடிக்கடி,gelek çaran
647,immer::ADV,எப்பொழுதும்,daîm
648,niemals::ADV,ஒருபோதும் இல்லை,tu çar
649,hier::ADV,இங்கே,li vir
650,hierhin::ADV,இவ்விடத்திற்கு,vir
651,von hier::ADV,இனி,ji vir
652,dort::ADV,அங்கே,li wê derê
653,dorthin::ADV,அவ்விடத்திற்கு,wêda
654,geradeaus::ADV,முன்னாலிருக்கும்,rastê rast
655,vorwärts::ADV,முன்புறமாக,ber bi pêş
656,rückwärts::ADV,பின்னோக்கி,paşpê
657,zurück::ADV,பின்பக்கம்,paşdo
658,zurück::ADV,பின்பக்கம்,paşvê
659,unten::ADV,கீழாக,jêrî
660,hinab::ADV,கீழ் நோக்கி,berjêr
661,oben::ADV,மேலே,banî
662,hinauf::ADV,மேலே,banî
663,überall::ADV,எல்லா இடத்திலும்,li her derê
664,nicht::ADV,இல்லை,ne
665,nicht::ADV,இல்லை,nîn
666,nicht::ADV,இல்லை,tine
667,ein wenig::ADV,கொஞ்சம்,hebkî
668,kaum::ADV,அரிதாக,tema
669,kaum::ADV,அரிதாக,himangi
670,sehr::ADV,மிக்க,gelek
671,so::ADV,மிகவும்,weha
672,noch::ADV,இப்பொழுதும்,hêj
673,noch::ADV,இப்பொழுதும்,dîsa
674,nur::ADV,மட்டும்,tenê
675,nur::ADV,மட்டும்,bes
676,schon::ADV,ஏற்கனவே,hew
677,wieder::ADV,மறுபடியும்,jar din
678,wieder::ADV,மறுபடியும்,dîsa
679,vergebens::ADV,வீண்,deya çun
680,vergebens::ADV,வீண்,îfleh bûn
681,vor::PRP,முன்,li ber
682,hinter::PRP,பின்பக்கம்,li pişt
683,unter::PRP,கீழே,li bin
684,durch::PRP,ஊடே,kura
