,Concept_ID,ps,ps
98,Eis::N,یخ,یخ
99,Eis::N,یخ,کنګل
100,Eis::N,کنګل,یخ
101,Eis::N,کنګل,کنګل
102,Frost::N,یخ,یخ
103,Kälte::N,ساړه,ساړه
104,Hitze::N,تودوخي,تودوخي
105,Raureif::N,سپینه پرخه,سپینه پرخه
106,Regenbogen::N,بوډۍ ټال,بوډۍ ټال
107,Regenbogen::N,بوډۍ ټال,سره زرغونه
108,Regenbogen::N,سره زرغونه,بوډۍ ټال
109,Regenbogen::N,سره زرغونه,سره زرغونه
110,Donner::N,تالنده,تالنده
111,Strömung::N,بهېدنه,بهېدنه
112,Tropfen::N,قطره,قطره
113,Tropfen::N,قطره,څاڅکی
114,Tropfen::N,څاڅکی,قطره
115,Tropfen::N,څاڅکی,څاڅکی
116,Schaum::N,ځګ,ځګ
117,Schmutz::N,ناپاکي,ناپاکي
118,See::N,جهیل,جهیل
119,Sumpf::N,جبه,جبه
120,Moor::N,جبه,جبه
121,Wiese::N,چمن,چمن
122,Wiese::N,چمن,شنېلی
123,Wiese::N,شنېلی,چمن
124,Wiese::N,شنېلی,شنېلی
125,Wald::N,ځنګل,ځنګل
126,Hügel::N,تپه,تپه
127,Anhöhe::N,غونډۍ,غونډۍ
128,Berg::N,غ‍‍‍‍‍ر,غ‍‍‍‍‍ر
129,Gipfel::N,څوکه,څوکه
130,Höhle::N,کاز,کاز
131,Abhang::N,لمن,لمن
132,Quelle::N,چینه,چینه
133,Bach::N,واله,واله
134,Fluss::N,سیند,سیند
135,Ufer::N,غاړه,غاړه
136,Küste::N,ساحل,ساحل
137,Festland::N,وچه,وچه
138,Meer::N,بحر,بحر
139,Meer::N,بحر,سمندر
140,Meer::N,سمندر,بحر
141,Meer::N,سمندر,سمندر
142,Bucht::N,کارۍ,کارۍ
143,Insel::N,ټاپو,ټاپو
144,Insel::N,ټاپو,جزيره
145,Insel::N,جزيره,ټاپو
146,Insel::N,جزيره,جزيره
147,Blume::N,ګل,ګل
148,Gras::N,واښه,واښه
149,Wurzel::N,ریښه,ریښه
150,Baum::N,ونه,ونه
151,Stamm::N,ډډ,ډډ
152,Rinde::N,پوستکی,پوستکی
153,Ast::N,ښاخ,ښاخ
154,Zweig::N,څانګه,څانګه
155,Blatt::N,پاڼه,پاڼه
156,Birke::N,توس,توس
157,Kiefer[Baum]::N,نښتر,نښتر
158,Weide[Baum]::N,وله,وله
159,Tanne::N,ناجو,ناجو
160,Horn::N,ښکر,ښکر
161,Feder::N,بڼکه,بڼکه
162,Fell::N,پوستکی,پوستکی
163,Flügel::N,وزر,وزر
164,Klaue::N,پنجه,پنجه
165,Klaue::N,پنجه,منګول
166,Klaue::N,منګول,پنجه
167,Klaue::N,منګول,منګول
168,Kralle::N,پنجه,پنجه
169,Kralle::N,پنجه,منګول
170,Kralle::N,منګول,پنجه
171,Kralle::N,منګول,منګول
172,Schwanz::N,لکۍ,لکۍ
173,Ei::N,وۍ,وۍ
174,Ei::N,وۍ,هګۍ
175,Ei::N,هګۍ,وۍ
176,Ei::N,هګۍ,هګۍ
177,Nest::N,جاله,جاله
178,Bau::N,کاز,کاز
179,Tier::N,ژوی,ژوی
180,Tier::N,ژوی,حیوان
181,Tier::N,حیوان,ژوی
182,Tier::N,حیوان,حیوان
183,Herde::N,رمه,رمه
184,Herde::N,رمه,غېله
185,Herde::N,غېله,رمه
186,Herde::N,غېله,غېله
187,Kuh::N,غوا,غوا
188,Bulle::N,غوئی,غوئی
189,Pferd::N,آس,آس
190,Schaf::N,پسه,پسه
191,Schwein::N,سرکوزی,سرکوزی
192,Hund::N,سپی,سپی
193,Katze::N,پشه,پشه
194,Bär::N,خرس,خرس
195,Eichhörnchen::N,خړ لمی,خړ لمی
196,Elch::N,ګوزن,ګوزن
197,Fuchs::N,سپلم,سپلم
198,Hase::N,سوی,سوی
199,Maus::N,مږک,مږک
200,Wolf::N,لېوه,لېوه
201,Vogel::N,مرغه,مرغه
202,Schwarm::N,سېل,سېل
203,Huhn::N,چرګه,چرګه
204,Hahn::N,چرګ,چرګ
205,Gans::N,بته,بته
206,Adler::N,عقاب,عقاب
207,Ente::N,ایلۍ,ایلۍ
208,Eule::N,ګونګی,ګونګی
209,Kranich::N,کلنګ,کلنګ
210,Krähe::N,کارغه,کارغه
211,Kuckuck::N,فاخته,فاخته
212,Schwan::N,قو,قو
213,Fisch::N,کب,کب
214,Fisch::N,کب,ماهی
215,Fisch::N,ماهی,کب
216,Fisch::N,ماهی,ماهی
217,Schlange[Tier]::N,مار,مار
218,Wurm::N,چینجی,چینجی
219,Spinne::N,غڼه,غڼه
220,Spinne::N,غڼه,تارکښ
221,Spinne::N,تارکښ,غڼه
222,Spinne::N,تارکښ,تارکښ
223,Ameise::N,مېږی,مېږی
224,Laus::N,سپږه,سپږه
225,Mücke::N,ماشی,ماشی
226,Fliege::N,مچ,مچ
227,Schmetterling::N,پتنګ,پتنګ
228,Beere::N,مېوۍ,مېوۍ
229,Apfel::N,مڼه,مڼه
230,Pilz::N,خرېړی,خرېړی
231,Zwiebel::N,پیاز,پیاز
232,Saat::N,تخم,تخم
233,Korn::N,تخم,تخم
234,Korn::N,تخم,دانه
235,Korn::N,دانه,تخم
236,Korn::N,دانه,دانه
237,Heu::N,بوس,بوس
238,Heu::N,بوس,پروړه
239,Heu::N,پروړه,بوس
240,Heu::N,پروړه,پروړه
241,Schale::N,پوستکی,پوستکی
242,Grube::N,کنده,کنده
243,Falle::N,دام,دام
244,Falle::N,دام,لومه
245,Falle::N,لومه,دام
246,Falle::N,لومه,لومه
247,Schlinge::N,کړۍ,کړۍ
248,Spur::N,نښه,نښه
249,Asche::N,آس,آس
250,Asche::N,آس,ایره
251,Asche::N,ایره,آس
252,Asche::N,ایره,ایره
253,Dreck::N,ناپاکي,ناپاکي
254,Eisen::N,اوسپنه,اوسپنه
255,Gold::N,سره زر,سره زر
256,Silber::N,نقره,نقره
257,Silber::N,نقره,سپین زر
258,Silber::N,سپین زر,نقره
259,Silber::N,سپین زر,سپین زر
260,Kohle::N,سکور,سکور
261,Kohle::N,سکور,سکاره
262,Kohle::N,سکاره,سکور
263,Kohle::N,سکاره,سکاره
264,Glas::N,ښيښه,ښيښه
265,Lehm::N,خټه,خټه
266,Sand::N,شګه,شګه
267,Mensch::N,انسان,انسان
268,Mann::N,سړی,سړی
269,Mann::N,سړی,نارینه
270,Mann::N,نارینه,سړی
271,Mann::N,نارینه,نارینه
272,Frau::N,ښځه,ښځه
273,Kind::N,بچی,بچی
274,Kind::N,بچی,ماشوم
275,Kind::N,ماشوم,بچی
276,Kind::N,ماشوم,ماشوم
277,Junge::N,هلک,هلک
278,Mädchen::N,نجلۍ,نجلۍ
279,Familie::N,کورنۍ,کورنۍ
280,Großvater::N,بابا,بابا
281,Großmutter::N,انا,انا
282,Eltern::N,مور او پلار,مور او پلار
283,Vater::N,پلار,پلار
284,Mutter::N,مور,مور
285,Sohn::N,زوی,زوی
286,Tochter::N,لور,لور
287,Bruder::N,ورور,ورور
288,Schwester::N,خور,خور
289,Onkel::N,تره,تره
290,Onkel::N,تره,ماما
291,Onkel::N,ماما,تره
292,Onkel::N,ماما,ماما
293,Tante::N,خاله,خاله
294,Ehemann::N,مېړه,مېړه
295,Ehefrau::N,مېرمن,مېرمن
296,Freude::N,خوشحالي,خوشحالي
297,Gelächter::N,خندا,خندا
298,Glück::N,بخت,بخت
299,Kummer::N,غم,غم
300,Wunsch::N,هيله,هيله
301,Wunsch::N,هيله,غوښتنه
302,Wunsch::N,غوښتنه,هيله
303,Wunsch::N,غوښتنه,غوښتنه
304,Lust::N,شوق,شوق
305,Lust::N,شوق,مینه
306,Lust::N,مینه,شوق
307,Lust::N,مینه,مینه
308,Geist::N,روح,روح
309,Gedanke::N,فکر,فکر
310,Gedächtnis::N,یاد,یاد
311,Gedächtnis::N,یاد,حافظه
312,Gedächtnis::N,حافظه,یاد
313,Gedächtnis::N,حافظه,حافظه
314,Verstand::N,عقل,عقل
315,Verstand::N,عقل,شعور
316,Verstand::N,شعور,عقل
317,Verstand::N,شعور,شعور
318,Sinn::N,معنی,معنی
319,Grund::N,علت,علت
320,Grund::N,علت,اساس
321,Grund::N,اساس,علت
322,Grund::N,اساس,اساس
323,Wahrheit::N,حقیقت,حقیقت
324,Gespräch::N,مرکه,مرکه
325,Gespräch::N,مرکه,خبرې اترې
326,Gespräch::N,خبرې اترې,مرکه
327,Gespräch::N,خبرې اترې,خبرې اترې
328,Märchen::N,افسانه,افسانه
329,Erzählung::N,قصه,قصه
330,Erzählung::N,قصه,کیسه
331,Erzählung::N,کیسه,قصه
332,Erzählung::N,کیسه,کیسه
333,Nachricht::N,خبر,خبر
334,Neuigkeit::N,نوی خبر,نوی خبر
335,Name::N,نوم,نوم
336,Rätsel::N,کیسۍ,کیسۍ
337,Rätsel::N,کیسۍ,چیستان
338,Rätsel::N,چیستان,کیسۍ
339,Rätsel::N,چیستان,چیستان
340,Rede::N,وینا,وینا
341,Sprache::N,ژبه,ژبه
342,Stimme::N,غږ,غږ
343,Stimme::N,غږ,اواز
344,Stimme::N,اواز,غږ
345,Stimme::N,اواز,اواز
346,Wort::N,لغت,لغت
347,Wort::N,لغت,کلمه
348,Wort::N,کلمه,لغت
349,Wort::N,کلمه,کلمه
350,Zeichen::N,نښه,نښه
351,Zeichen::N,نښه,اشاره
352,Zeichen::N,اشاره,نښه
353,Zeichen::N,اشاره,اشاره
354,Ruf::N,ږغ,ږغ
355,Ruf::N,ږغ,بلنه
356,Ruf::N,بلنه,ږغ
357,Ruf::N,بلنه,بلنه
358,Lärm::N,غالمغال,غالمغال
359,Laut::N,ږغ,ږغ
360,Ton::N,اواز,اواز
361,Lied::N,غزله,غزله
362,Lied::N,غزله,سندره
363,Lied::N,سندره,غزله
364,Lied::N,سندره,سندره
365,Ruhe::N,ارامي,ارامي
366,Leute::N,خلک,خلک
367,Volk::N,ولس,ولس
368,Arbeit::N,کار,کار
369,Gast::N,مېلمه,مېلمه
370,Geschenk::N,تحفه,تحفه
371,Geschenk::N,تحفه,سوغات
372,Geschenk::N,سوغات,تحفه
373,Geschenk::N,سوغات,سوغات
374,Spiel::N,لوبه,لوبه
375,Gesellschaft::N,ډله,ډله
376,Hilfe::N,کومک,کومک
377,Hilfe::N,کومک,مرسته
378,Hilfe::N,مرسته,کومک
379,Hilfe::N,مرسته,مرسته
380,Freund::N,ملګری,ملګری
381,Kamerad::N,انډيوال,انډيوال
382,Angelegenheit::N,موضوع,موضوع
383,Anzahl::N,شمېر,شمېر
384,Anzahl::N,شمېر,تعداد
385,Anzahl::N,تعداد,شمېر
386,Anzahl::N,تعداد,تعداد
387,Art::N,ډول,ډول
388,Stück::N,ټوټه,ټوټه
389,Teil::N,برخه,برخه
390,Hälfte::N,نیم,نیم
391,Kreis::N,دایره,دایره
392,Kreuz::N,صلیب,صلیب
393,Linie::N,خط,خط
394,Linie::N,خط,لیکه
395,Linie::N,لیکه,خط
396,Linie::N,لیکه,لیکه
397,Strich::N,کرښه,کرښه
398,Abstand::N,فاصله,فاصله
399,Entfernung::N,واټن,واټن
400,Gegend::N,سیمه,سیمه
401,Gegend::N,سیمه,منطقه
402,Gegend::N,منطقه,سیمه
403,Gegend::N,منطقه,منطقه
404,Platz::N,ځای,ځای
405,Ort::N,ځای,ځای
406,Seite::N,مخ,مخ
407,Seite::N,مخ,اړخ
408,Seite::N,اړخ,مخ
409,Seite::N,اړخ,اړخ
410,Mitte::N,وسط,وسط
411,Mitte::N,وسط,مینځ
412,Mitte::N,مینځ,وسط
413,Mitte::N,مینځ,مینځ
414,Gegenstand::N,شی,شی
415,Sache::N,شی,شی
416,Sache::N,شی,څيز
417,Sache::N,څيز,شی
418,Sache::N,څيز,څيز
419,Rand::N,څنډه,څنډه
420,Rand::N,څنډه,کناره
421,Rand::N,کناره,څنډه
422,Rand::N,کناره,کناره
423,Kante::N,اړخ,اړخ
424,Ecke::N,ګوټ,ګوټ
425,Spitze::N,څوکه,څوکه
426,Ende::N,څوکه,څوکه
427,Loch::N,سوری,سوری
428,Winkel::N,کنج,کنج
429,Winkel::N,کنج,کوتی
430,Winkel::N,کوتی,کنج
431,Winkel::N,کوتی,کوتی
432,Muster::N,نمونه,نمونه
433,Größe::N,قد,قد
434,Größe::N,قد,لويوالی
435,Größe::N,لويوالی,قد
436,Größe::N,لويوالی,لويوالی
437,Länge::N,طول,طول
438,Länge::N,طول,اوږد والی
439,Länge::N,اوږد والی,طول
440,Länge::N,اوږد والی,اوږد والی
441,Höhe::N,جګوالی,جګوالی
442,Gewicht::N,وزن,وزن
443,Menge::N,اندازه,اندازه
444,Haufen::N,کوټه,کوټه
445,Reihe::N,صف,صف
446,Reihe::N,صف,کتار
447,Reihe::N,کتار,صف
448,Reihe::N,کتار,کتار
449,Boot::N,قايق,قايق
450,Ruder::N,چپه,چپه
451,Schlitten::N,ښویېدونی,ښویېدونی
452,Ski::N,سکي,سکي
453,Lagerfeuer::N,اور,اور
454,Last::N,بار,بار
455,Last::N,بار,پېټی
456,Last::N,پېټی,بار
457,Last::N,پېټی,پېټی
458,Gang::N,تګ,تګ
459,Schritt::N,ګام,ګام
460,Norden::N,شمال,شمال
461,Süden::N,سوېل,سوېل
462,Westen::N,لوېدېځ,لوېدېځ
463,Osten::N,شرق,شرق
464,Osten::N,شرق,ختیځ
465,Osten::N,ختیځ,شرق
466,Osten::N,ختیځ,ختیځ
467,Holz::N,لرګی,لرګی
468,Brett::N,تخته,تخته
469,Platte::N,تخته,تخته
470,Stütze::N,تکیوان,تکیوان
471,Stange::N,ډاګه,ډاګه
472,Stock::N,لرګی,لرګی
473,Stab::N,چيخله,چيخله
474,Rohr::N,نل,نل
475,Haus::N,کور,کور
476,Heim::N,کور,کور
477,Ofen::N,تودنۍ,تودنۍ
478,Fußboden::N,غولی,غولی
479,Tisch::N,مېز,مېز
480,Stuhl::N,چوکۍ,چوکۍ
481,Wiege::N,زانګو,زانګو
482,Bett::N,کټ,کټ
483,Bett::N,کټ,چپرکټ
484,Bett::N,چپرکټ,کټ
485,Bett::N,چپرکټ,چپرکټ
486,Regal::N,تاخچۍ,تاخچۍ
487,Kiste::N,صندوق,صندوق
488,Fenster::N,کړکۍ,کړکۍ
489,Tür::N,دروازه,دروازه
490,Tor::N,دروازه,دروازه
491,Zaun::N,کټاره,کټاره
492,Dach::N,بام,بام
493,Leiter::N,زينه,زينه
494,Besen::N,جارو,جارو
495,Spaten::N,یوم,یوم
496,Schaufel::N,بېلچه,بېلچه
497,Gabel::N,پنجه,پنجه
498,Löffel::N,کاشوغه,کاشوغه
499,Messer::N,چاقو,چاقو
500,Nagel::N,ميخ,ميخ
501,Netz::N,جال,جال
502,Haken::N,څنګک,څنګک
503,Griff::N,لاستی,لاستی
504,Schloss::N,کلپ,کلپ
505,Bild::N,رسم,رسم
506,Figur::N,قدوقامت,قدوقامت
507,Puppe::N,ګوډۍ,ګوډۍ
508,Beutel::N,کڅوړه,کڅوړه
509,Bündel::N,دسته,دسته
510,Tasche::N,بکس,بکس
511,Tasche::N,بکس,توبره
512,Tasche::N,توبره,بکس
513,Tasche::N,توبره,توبره
514,Eimer::N,سطل,سطل
515,Deckel::N,سرپوښ,سرپوښ
516,Geschirr::N,لوښی,لوښی
517,Sack::N,جوال,جوال
518,Tasse::N,پیاله,پیاله
519,Topf::N,دېګی,دېګی
520,Kessel::N,دېګ,دېګ
521,Essen::N,خوراک,خوراک
522,Nahrung::N,خوراک,خوراک
523,Speise::N,خواړه,خواړه
524,Fleisch::N,غوښه,غوښه
525,Getreide::N,غله,غله
526,Brei::N,اوګره,اوګره
527,Brot::N,ډوډۍ,ډوډۍ
528,Scheibe::N,مړۍ,مړۍ
529,Fett::N,غوړي,غوړي
530,Butter::N,کوچ,کوچ
531,Öl::N,تېل,تېل
532,Salz::N,مالګه,مالګه
533,Suppe::N,شوربا,شوربا
534,Honig::N,شات,شات
535,Milch::N,شوده,شوده
536,Tee::N,چای,چای
537,Leder::N,څرمن,څرمن
538,Wolle::N,پشم,پشم
539,Stoff::N,ټوټه,ټوټه
540,Nadel::N,ستن,ستن
541,Faden::N,تار,تار
542,Knopf::N,تڼۍ,تڼۍ
543,Knopf::N,تڼۍ,تکمه
544,Knopf::N,تکمه,تڼۍ
545,Knopf::N,تکمه,تکمه
546,Knoten::N,غوټه,غوټه
547,Farbe::N,رنګ,رنګ
548,Kleidung::N,کالي,کالي
549,Hemd::N,کميس,کميس
550,Kragen::N,غاړه,غاړه
551,Ärmel::N,لستوڼی,لستوڼی
552,Hose::N,پطلون,پطلون
553,Gürtel::N,کمربند,کمربند
554,Mütze::N,خولۍ,خولۍ
555,Schuh::N,بوټ,بوټ
556,Stiefel::N,موزه,موزه
557,Ring::N,ګوته,ګوته
558,Band::N,فيته,فيته
559,Kamm::N,ګمنځ,ګمنځ
560,Spiegel::N,ایینه,ایینه
561,Spiegel::N,ایینه,هنداره
562,Spiegel::N,هنداره,ایینه
563,Spiegel::N,هنداره,هنداره
564,Riemen::N,تسمه,تسمه
565,Schnur::N,مزی,مزی
566,Leine::N,رسۍ,رسۍ
567,Decke::N,بړستن,بړستن
568,Kissen::N,بالښت,بالښت
569,Tuch::N,ټیکری,ټیکری
570,Handtuch::N,دسمال,دسمال
571,Kraft::N,زور,زور
572,Kraft::N,زور,توان
573,Kraft::N,توان,زور
574,Kraft::N,توان,توان
575,Stärke::N,قوت,قوت
576,Gesundheit::N,صحت,صحت
577,Gesundheit::N,صحت,روغتیا
578,Gesundheit::N,روغتیا,صحت
579,Gesundheit::N,روغتیا,روغتیا
580,Krankheit::N,مرض,مرض
581,Krankheit::N,مرض,ناروغي
582,Krankheit::N,ناروغي,مرض
583,Krankheit::N,ناروغي,ناروغي
584,Schmerz::N,درد,درد
585,Wunde::N,ټپ,ټپ
586,Wunde::N,ټپ,زخم
587,Wunde::N,زخم,ټپ
588,Wunde::N,زخم,زخم
589,Fieber::N,تبه,تبه
590,Arznei::N,دوا,دوا
591,Arznei::N,دوا,دارو
592,Arznei::N,دارو,دوا
593,Arznei::N,دارو,دارو
594,Brücke::N,پول,پول
595,Brunnen::N,څاه,څاه
596,Brunnen::N,څاه,کوهی
597,Brunnen::N,کوهی,څاه
598,Brunnen::N,کوهی,کوهی
599,Weide::N,وله,وله
600,Pfad::N,تړه,تړه
601,Weg::N,لیار,لیار
602,Straße::N,سړک,سړک
603,Dorf::N,کلی,کلی
604,Stadt::N,ښار,ښار
605,Brief::N,لیک,لیک
606,Brief::N,لیک,مکتوب
607,Brief::N,مکتوب,لیک
608,Brief::N,مکتوب,مکتوب
609,Buch::N,کتاب,کتاب
610,Buchstabe::N,حرف,حرف
611,Buchstabe::N,حرف,توری
612,Buchstabe::N,توری,حرف
613,Buchstabe::N,توری,توری
614,Zeitung::N,اخبار,اخبار
615,Leben::N,ژوند,ژوند
616,Tod::N,مرګ,مرګ
617,Tod::N,مرګ,مړینه
618,Tod::N,مړینه,مرګ
619,Tod::N,مړینه,مړینه
620,Grab::N,قبر,قبر
621,Grab::N,قبر,ډورۍ
622,Grab::N,ډورۍ,قبر
623,Grab::N,ډورۍ,ډورۍ
624,Kirche::N,کلیسا,کلیسا
625,Sünde::N,ګناه,ګناه
626,Gott::N,خدای,خدای
627,Arbeiter::N,کاریګر,کاریګر
628,Chef::N,آمر,آمر
629,Meister::N,استاد,استاد
630,Arzt::N,طبیب,طبیب
631,Arzt::N,طبیب,ډاکټر
632,Arzt::N,ډاکټر,طبیب
633,Arzt::N,ډاکټر,ډاکټر
634,Lehrer::N,معلم,معلم
635,Lehrer::N,معلم,ښوونکی
636,Lehrer::N,ښوونکی,معلم
637,Lehrer::N,ښوونکی,ښوونکی
638,Geld::N,پیسې,پیسې
639,Geschäft::N,سوداګري,سوداګري
640,Laden::N,دکان,دکان
641,Laden::N,دکان,مغازه
642,Laden::N,مغازه,دکان
643,Laden::N,مغازه,مغازه
644,Preis::N,بیه,بیه
645,Ware::N,مال,مال
646,Nutzen::N,ګټه,ګټه
647,Reichtum::N,شتمني,شتمني
648,Welt::N,نړۍ,نړۍ
649,Welt::N,نړۍ,دنیا
650,Welt::N,دنیا,نړۍ
651,Welt::N,دنیا,دنیا
652,Land::N,هېواد,هېواد
653,Staat::N,دولت,دولت
654,König::N,باچا,باچا
655,König::N,باچا,پادشاه
656,König::N,پادشاه,باچا
657,König::N,پادشاه,پادشاه
658,Macht::N,قدرت,قدرت
659,Grenze::N,حد,حد
660,Grenze::N,حد,سرحد
661,Grenze::N,سرحد,حد
662,Grenze::N,سرحد,سرحد
663,Krieg::N,جګړه,جګړه
664,Feind::N,دښمن,دښمن
665,Gewalt::N,زور,زور
666,Gewalt::N,زور,تشدد
667,Gewalt::N,تشدد,زور
668,Gewalt::N,تشدد,تشدد
669,Kampf::N,جنګ,جنګ
670,Kampf::N,جنګ,مبارزه
671,Kampf::N,مبارزه,جنګ
672,Kampf::N,مبارزه,مبارزه
673,Bogen[Waffe]::N,لیندۍ,لیندۍ
674,Pfeil::N,غشی,غشی
675,Gewehr::N,ټوپک,ټوپک
676,Fehler::N,خطا,خطا
677,Fehler::N,خطا,غلطي
678,Fehler::N,غلطي,خطا
679,Fehler::N,غلطي,غلطي
680,Lüge::N,دروغ,دروغ
681,Schaden::N,زیان,زیان
682,Schaden::N,زیان,تاوان
683,Schaden::N,تاوان,زیان
684,Schaden::N,تاوان,تاوان
685,Unglück::N,بدبختي,بدبختي
686,Schuld::N,ګناه,ګناه
687,Alter::N,منګ,منګ
688,Schluss::N,اخر,اخر
689,Zeit::N,وخت,وخت
690,Tag::N,ورځ,ورځ
691,Morgen::N,سبا,سبا
692,Morgen::N,سبا,سهار
693,Morgen::N,سهار,سبا
694,Morgen::N,سهار,سهار
695,Mittag::N,غرمه,غرمه
696,Abend::N,ماښام,ماښام
697,Nacht::N,شپه,شپه
698,Woche::N,اونۍ,اونۍ
699,Monat::N,مياشت,مياشت
700,Jahr::N,کال,کال
701,Frühling::N,پسرلی,پسرلی
702,Sommer::N,دوبی,دوبی
703,Herbst::N,منی,منی
704,Herbst::N,منی,خزان
705,Herbst::N,خزان,منی
706,Herbst::N,خزان,خزان
707,Winter::N,ژمی,ژمی
708,Januar::N,جنوري,جنوري
709,Februar::N,فبروري,فبروري
710,März::N,مارچ,مارچ
711,April::N,اپریل,اپریل
712,Mai::N,مې,مې
713,Juni::N,جون,جون
714,Juli::N,جولای,جولای
715,August::N,اګست,اګست
716,September::N,سپټامبر,سپټامبر
717,Oktober::N,اکتوبر,اکتوبر
718,November::N,نومبر,نومبر
719,Dezember::N,دسمبر,دسمبر
720,Montag::N,دوشنبه,دوشنبه
721,Dienstag::N,سه شنبه,سه شنبه
722,Mittwoch::N,چارشنبه,چارشنبه
723,Donnerstag::N,پنجشنبه,پنجشنبه
724,Freitag::N,جمعه,جمعه
725,Samstag::N,خالي,خالي
726,Sonntag::N,یکشنبه,یکشنبه
727,groß::A,لوی,لوی
728,klein::A,وړوکی,وړوکی
729,lang::A,اوړد,اوړد
730,kurz::A,لنډ,لنډ
731,breit::A,پراخه,پراخه
732,schmal::A,تنګ,تنګ
733,dicht::A,ګڼ,ګڼ
734,dick[Gegenstand]::A,پنډ,پنډ
735,dünn::A,نری,نری
736,fein::A,نازک,نازک
737,fest::A,کلک,کلک
738,fest::A,کلک,ټینګ
739,fest::A,ټینګ,کلک
740,fest::A,ټینګ,ټینګ
741,flach::A,هوار,هوار
742,glatt::A,ښوی,ښوی
743,hart::A,کلک,کلک
744,weich::A,نرم,نرم
745,weich::A,نرم,پوست
746,weich::A,پوست,نرم
747,weich::A,پوست,پوست
748,rund::A,ګرد,ګرد
749,spitz::A,تېره,تېره
750,scharf::A,تېز,تېز
751,scharf::A,تېز,تېره
752,scharf::A,تېره,تېز
753,scharf::A,تېره,تېره
754,stumpf::A,پڅ,پڅ
755,schwer::A,دروند,دروند
756,schön::A,ښکلی,ښکلی
757,heiß::A,تود,تود
758,warm::A,تود,تود
759,kalt::A,ېخ,ېخ
760,kalt::A,ېخ,سوړ
761,kalt::A,سوړ,ېخ
762,kalt::A,سوړ,سوړ
763,kühl::A,ېخ,ېخ
