,Concept_ID,hu,ta
699,damals::ADV,akkoriban,அப்பொழுது
700,danach::ADV,azután,பிற்பாடு
701,vorher::ADV,előbb,முன்பாக
702,zuerst::ADV,először,முதலில்
703,einmal::ADV,egyszer,ஒரே முறை
704,manchmal::ADV,néha,சில நேரங்களில்
705,manchmal::ADV,olykor,சில நேரங்களில்
706,oft::ADV,sokszor,அடிக்கடி
707,immer::ADV,mindig,எப்பொழுதும்
708,niemals::ADV,sohasem,ஒருபோதும் இல்லை
709,hier::ADV,itt,இங்கே
710,hierhin::ADV,erre,இவ்விடத்திற்கு
711,von hier::ADV,innen,இனி
712,dort::ADV,ott,அங்கே
713,dorthin::ADV,oda,அவ்விடத்திற்கு
714,geradeaus::ADV,egyenesen,முன்னாலிருக்கும்
715,vorwärts::ADV,előre,முன்புறமாக
716,rückwärts::ADV,hátrafelé,பின்னோக்கி
717,zurück::ADV,hátra,பின்பக்கம்
718,zurück::ADV,vissza,பின்பக்கம்
719,unten::ADV,alul,கீழாக
720,hinab::ADV,le,கீழ் நோக்கி
721,hinab::ADV,lefelé,கீழ் நோக்கி
722,oben::ADV,fenn,மேலே
723,oben::ADV,felül,மேலே
724,hinauf::ADV,fel,மேலே
725,hinauf::ADV,felfelé,மேலே
726,überall::ADV,mindenütt,எல்லா இடத்திலும்
727,nicht::ADV,nem,இல்லை
728,ein wenig::ADV,egy kicsit,கொஞ்சம்
729,kaum::ADV,alig,அரிதாக
730,sehr::ADV,nagyon,மிக்க
731,so::ADV,úgy,மிகவும்
732,noch::ADV,még,இப்பொழுதும்
733,nur::ADV,csak,மட்டும்
734,nur::ADV,csupán,மட்டும்
735,schon::ADV,már,ஏற்கனவே
736,wieder::ADV,ismét,மறுபடியும்
737,wieder::ADV,megint,மறுபடியும்
738,vergebens::ADV,hiába,வீண்
739,vor::PRP,előtt,முன்
740,hinter::PRP,mögött,பின்பக்கம்
741,unter::PRP,alatt,கீழே
742,durch::PRP,át,ஊடே
743,durch::PRP,keresztül,ஊடே
744,neben::PRP,mellett,அடுத்து
745,zwischen::PRP,között,இடையில்
746,wegen::PRP,miatt,ஏனெனில்
747,wegen::PRP,végett,ஏனெனில்
748,dies::PRN,ez,இது
749,das::PRN,az,அது
750,alles::PRN,minden,ஒவ்வொன்றும்
751,ich::PRN,én,நான்
752,du::PRN,te,நீ
753,er::PRN,ő,அவன்
754,wir::PRN,mi,நாம்
755,wir::PRN,mi,நாங்கள்
756,ihr::PRN,ti,நீங்கள்
757,sie::PRN,ők,அவர்கள்
758,was::FPRN,mi,என்ன
759,wer::FPRN,ki,யார்
760,wo::FADV,hol,எங்கே
761,wohin::FADV,hova,எதற்கு
762,wie::FADV,hogy,எப்படி
763,wie::FADV,hogyan,எப்படி
764,warum::FADV,miért,ஏன்
765,wieviel::FNUM,hány,எவ்வளவு
766,wieviel::FNUM,mennyi,எவ்வளவு
767,eins::NUM,egy,ஒன்று
768,zwei::NUM,kettő,இரண்டு
769,drei::NUM,három,மூன்று
770,vier::NUM,négy,நான்கு
771,fünf::NUM,öt,ஐந்து
772,sechs::NUM,hat,ஆறு
773,sieben::NUM,hét,ஏழு
774,acht::NUM,nyolc,எட்டு
775,neun::NUM,kilenc,ஒன்பது
776,zehn::NUM,tíz,பத்து
777,elf::NUM,tizenegy,பதினொன்று
778,zwölf::NUM,tizenkettő,பன்னிரண்டு
779,zwanzig::NUM,húsz,இருபது
780,dreißig::NUM,harminc,முப்பது
781,vierzig::NUM,negyven,நாற்பது
782,fünfzig::NUM,ötven,ஐமபது
783,sechzig::NUM,hatvan,அறுபது
784,siebzig::NUM,hetven,எழுபது
785,achtzig::NUM,nyolcvan,எண்பது
786,neunzig::NUM,kilencven,தொன்னூறு
787,hundert::NUM,száz,நூறு
788,tausend::NUM,ezer,ஆயிரம்
789,und::CNJ,és,மற்றும்
790,und::CNJ,meg,மற்றும்
791,oder::CNJ,vagy,அல்லது
792,stehen::V,áll,நில்
793,sitzen::V,ül,உட்கார்
794,liegen::V,fekszik,படு
795,hängen::V,függ,தொங்கச் செய்
796,werden::V,lesz,ஆகு
797,passieren::V,történik,நிகழ்
798,beginnen::V,kezdődik,ஆரம்பி
799,enden::V,végződik,முடி
800,enden::V,befejeződik,முடி
801,wechseln::V,változik,மாற்று
802,aufgehen[Sonne]::V,kel,உயர எழு
803,untergehen[Sonne]::V,lemegy,பொறுத்து
804,scheinen[Sonne]::V,süt,பிரகாசி
805,donnern::V,dörög,இடி
806,wehen::V,fúj,வீசு
807,strömen::V,áramlik,பாயதல்
808,fließen::V,folyik,நீரோட்டம் போக்கில் போ
809,sich drehen::V,forog,சுழல்
810,schwanken::V,inog,தள்ளாடு
811,schwanken::V,ingadozik,தள்ளாடு
812,schwingen::V,leng,ஆடு
813,fallen::V,esik,விழு
814,brennen::V,ég,எரி
815,rauchen::V,füstöl,பகை பிடி
816,regnen::V,esik,மழை பெய்
817,gefrieren::V,megfagy,உறைந்துவிடு
818,tauen::V,olvad,உருகு
819,schmelzen::V,olvad,உருகு
820,schmelzen::V,elolvad,உருகு
821,trocknen::V,szárad,உலர்த்து
822,sieden::V,forr,கொதிக்க வை
823,faulen::V,rothad,அழுகச் செய்
824,verfaulen::V,elrothad,அழுகச் செய்
825,verfaulen::V,megrothad,அழுகச் செய்
826,reißen::V,szakad,திடீரென அறு
827,versinken::V,süllyed,மூழ்கு
828,versinken::V,elsüllyed,மூழ்கு
829,vergehen::V,múlik,கடந்துசெல்
830,vergehen::V,elmúlik,கடந்துசெல்
831,erscheinen::V,feltűnik,தோன்றச்
832,erscheinen::V,megjelenik,தோன்றச்
833,verschwinden::V,letűnik,மறைந்து போ
834,sinken::V,süllyed,பதைவுறு
835,abnehmen::V,apad,குறை
836,abnehmen::V,csökken,குறை
837,zunehmen::V,növekszik,உயர்த்து
838,zunehmen::V,gyarapszik,உயர்த்து
839,steigen::V,emelkedik,உயர எழு
840,wachsen::V,nő,வளர்
841,wachsen::V,terem,வளர்
842,wachsen::V,növekszik,வளர்
843,glänzen::V,ragyog,மிளிர்
844,glänzen::V,fénylik,மிளிர்
845,funkeln::V,csillog,பிரகாசி
846,funkeln::V,tündöklik,பிரகாசி
847,lärmen::V,lármázik,கொம்பு
848,läuten::V,cseng,மணியொலியிசை
849,klingeln::V,csenget,மணி அடி
850,klirren::V,csörömpöl,கிலுங்கு
851,brausen::V,zúg,இரைதல்
852,brausen::V,morajlik,இரைதல்
853,rauschen::V,zúg,சலசலப்பு
854,klingen::V,hangzik,சிலம்புதல்
855,bellen::V,ugat,குரை
856,heulen::V,bőg,ஊளையிடு
857,heulen::V,üvölt,ஊளையிடு
858,blasen::V,fúj,ஊது
859,pfeifen::V,fütyül,சீழ்க்கை எழப்பு
860,schreien::V,kiált,கூச்சலிடு
861,schreien::V,kiabál,கூச்சலிடு
862,stöhnen::V,nyög,வேதனை
863,zittern::V,remeg,நடுங்கு
864,zittern::V,reszket,நடுங்கு
865,leben::V,él,உயிருடனிரு
866,geboren werden::V,születik,பிற
867,atmen::V,lélegzik,சுவாசி
868,trinken::V,iszik,குடி
869,essen::V,eszik,சாப்பிடு
870,schlucken::V,nyel,முழுங்கு
871,müde werden::V,elfárad,கையயர்தல்
872,müde werden::V,kifárad,கையயர்தல்
873,einschlafen::V,elalszik,தூங்க
874,schlafen::V,alszik,தூங்கு
875,aufwachen::V,felébred,எழுப்பு
876,aufstehen::V,felkel,எழுந்திரு
877,sich erholen::V,pihen,இளைப்பாறு
878,krank werden::V,megbetegedik,விழுதல்
879,krank werden::V,belebetegszik,விழுதல்
880,krank sein::V,betegeskedik,நருக்கலாயிருக்க
881,schmerzen::V,fáj,நோவுறு
882,husten::V,köhög,இருமு
883,genesen::V,meggyógyul,குணம் அடை
884,sterben::V,hal,மரணமடை
885,umkommen::V,elpusztul,நசி
886,sich bewegen::V,mozog,நகர்த்து
887,sich rühren::V,mozdul,அசை
888,sich erheben::V,feláll,எழுந்து நில்
889,sich erheben::V,felemelkedik,எழுந்து நில்
890,sich setzen::V,ül,உட்கார்
891,sich setzen::V,leül,உட்கார்
892,hinfallen::V,bukik,விழு
893,hinfallen::V,elesik,விழு
894,laufen::V,jár,நட
895,schreiten::V,lép,கவடுவைத்தல்
896,spazierengehen::V,sétál,உலவு
897,eilen::V,siet,விரைந்து
898,sich beeilen::V,siet,அவசரப்படுத்து
899,sausen::V,robog,விரைந்து செல்
900,rennen::V,fut,ஓடு
901,rennen::V,szalad,ஓடு
902,springen::V,ugrik,குதி
903,klettern::V,kúszik,ஏறு
904,schaukeln::V,hintázik,தள்ளாடு
905,kriechen::V,kúszik,மெதுவாக நடந்து செல்
906,schwimmen::V,úszik,நீந்து
907,tauchen::V,merül,மூழ்கி நீச்சலடி
908,rudern::V,evez,துடுப்புப் போடு
909,fahren::V,jár,ஓட்டு
910,fahren::V,megy,ஓட்டு
911,fahren::V,utazik,ஓட்டு
912,fliegen::V,száll,பற
913,gehen::V,megy,போ
914,weggehen::V,elmegy,விலகிச் செல்
915,abfahren::V,indul,புறப்பட்டுச் செல்
916,anhalten::V,megáll,நின்றுவிடு
917,hineingehen::V,bemegy,மறையச் செய்
918,eintreten::V,belép,நுழை
919,kommen::V,jön,வா
920,ankommen::V,érkezik,வநது சேர்
921,ankommen::V,megérkezik,வநது சேர்
922,zurückkommen::V,visszajön,திரும்பி வா
923,bleiben::V,marad,இரு
924,bleiben::V,megmarad,இரு
925,warten::V,vár,தாமதி
926,warten::V,várakozik,தாமதி
927,erwarten::V,vár,எதிர்நோக்கு
928,erwarten::V,megvár,எதிர்நோக்கு
929,suchen::V,kutat,தேடு
930,finden::V,talál,கண்டுபிடி
931,versuchen::V,megpróbál,முயற்சி செய்
932,versuchen::V,megkísérel,முயற்சி செய்
933,vorbereiten::V,előkészít,ஆயத்தம் செய்
934,lieben::V,szeret,அன்பு செலுத்து
935,mögen::V,szeret,விரும்பு
936,lachen::V,nevet,சிரி
937,rühren::V,mozdít,இதயத்தைத் தொடு
938,weinen::V,sír,அழு
939,schimpfen::V,szid,சாபமிடு
940,schimpfen::V,szitkozódik,சாபமிடு
941,sich ärgern::V,mérgelődik,கோப்பபடு
942,sich ärgern::V,bosszankodik,கோப்பபடு
943,sich fürchten::V,fél,பயப்படு
944,sich fürchten::V,retteg,பயப்படு
945,fürchten::V,fél,பயப்படுத்து
946,fliehen::V,menekül,ஓடு
947,flüchten::V,elmenekül,தப்பிவிடு
948,sehen::V,néz,பார்
949,anschauen::V,megnéz,கூர்ந்து கவனி
950,ansehen::V,néz,கவனி
951,ansehen::V,ránéz,கவனி
952,ansehen::V,megnéz,கவனி
953,hören::V,hall,கேள்
954,zuhören::V,hallgat,சுவைத்துப் பார்
955,zuhören::V,meghallgat,சுவைத்துப் பார்
956,probieren::V,kóstol,ருசி
957,probieren::V,megkóstol,ருசி
958,riechen::V,szagol,முகர்ந்து பார்
959,fühlen::V,érez,தொட்டுணர்
960,scheinen::V,tűnik,காணப்படு
961,scheinen::V,látszik,காணப்படு
962,zu sehen sein::V,mutatkozik,தோன்றுதல்
963,vernehmen::V,hall,கேள்
964,frieren::V,fázik,குதுகுதுகு
965,tun::V,csinál,செய்
966,tun::V,cselekszik,செய்
967,können::V,tud,இயல்வது
968,wollen::V,akar,விரும்பு
969,anfangen::V,kezd,தொடங்கு
970,beenden::V,befejez,முடி
971,aufhören::V,megszűnik,நிறுத்து
972,gelingen::V,sikerül,வெற்றி
973,geraten::V,kerül,ஏற்படுத்து
974,geraten::V,jut,ஏற்படுத்து
975,öffnen::V,nyit,திற
976,öffnen::V,kinyit,திற
977,schließen::V,csuk,மூடு
978,schließen::V,becsuk,மூடு
979,stellen::V,állít,வை
980,stellen::V,helyez,வை
981,setzen::V,ültet,வை
982,setzen::V,helyez,வை
983,legen::V,tesz,பரப்பி வை
984,legen::V,fektet,பரப்பி வை
985,berühren::V,érint,பதி
986,verbinden::V,beköt,சேர்
987,verbinden::V,összeköt,சேர்
988,bedecken::V,betakar,உறைபோடு
989,bedecken::V,beborít,உறைபோடு
990,aufhängen::V,felakaszt,தொங்கவிடு
991,anzünden::V,gyújt,எரியூட்டு
992,anzünden::V,meggyújt,எரியூட்டு
993,aufheben::V,felemel,பொறுக்கி எடு
994,zurücklassen::V,hátrahagy,விட்டுச் செல்
995,verlieren::V,veszít,இழ
996,verlieren::V,elveszít,இழ
997,fallen lassen::V,elejt,அளவில் குறைவு
998,machen::V,tesz,தயார்செய்
999,machen::V,csinál,தயார்செய்
1000,herstellen::V,gyárt,உற்பத்தி செய்
1001,herstellen::V,előállít,உற்பத்தி செய்
1002,bauen::V,épít,கட்டு
1003,reparieren::V,javít,பழுது பார்
1004,reparieren::V,kijavít,பழுது பார்
1005,reparieren::V,megjavít,பழுது பார்
1006,verbessern::V,megjavít,மேம்படுத்து
1007,ändern::V,változtat,மாற்றி அமை
1008,ändern::V,megváltoztat,மாற்றி அமை
1009,graben::V,ás,குழி வெட்டு
1010,beugen::V,meghajt,வனை
1011,biegen::V,hajlít,வனை
1012,drehen::V,forgat,சுழல்
1013,wenden::V,fordít,குடைகவிழு
1014,wenden::V,megfordít,குடைகவிழு
1015,umdrehen::V,megfordít,சுற்றும் முற்றும் பார்
1016,umdrehen::V,megforgat,சுற்றும் முற்றும் பார்
1017,heben::V,emel,தூக்கு
1018,hochheben::V,felemel,தூக்கு
1019,ergreifen::V,megfog,பறி
1020,halten::V,tart,பிடித்துக் கொள்
1021,drücken::V,nyom,அழுத்து
1022,drücken::V,megnyom,அழுத்து
1023,schieben::V,tol,தள்ளு
1024,kratzen::V,vakar,கீறு
1025,lecken::V,nyal,நக்கு
1026,beißen::V,harap,கடி
1027,abreißen::V,letép,கிழி
1028,abschneiden::V,levág,வெட்டி எடு
1029,binden::V,köt,கட்டு
1030,binden::V,kötöz,கட்டு
1031,stecken::V,dug,பதிய வை
1032,brechen::V,tör,உடை
1033,brechen::V,eltör,உடை
1034,klopfen::V,kopogtat,தட்டு
1035,hauen::V,vág,அடி
1036,hauen::V,levág,அடி
1037,kleben::V,tapaszt,ஒட்டு
1038,reiben::V,dörzsöl,தேய்
1039,reiben::V,súrol,தேய்
1040,streichen::V,simít,பரவச்செய்
1041,schleifen::V,fen,அரை
1042,schleifen::V,csiszol,அரை
1043,schleifen::V,köszörül,அரை
1044,schneiden::V,vág,துண்டாக்கு
1045,schneiden::V,szel,துண்டாக்கு
1046,schneiden::V,metsz,துண்டாக்கு
1047,rütteln::V,ráz,மெல்ல தள்ளு
1048,schütteln::V,ráz,குலுக்கு
1049,schütteln::V,megráz,குலுக்கு
1050,schwenken::V,lóbál,ஊஞ்சலாடு
1051,schwenken::V,lobogtat,ஊஞ்சலாடு
1052,schütten::V,önt,ஊற்று
1053,füllen::V,tölt,நிரப்பு
1054,füllen::V,megtölt,நிரப்பு
1055,einwickeln::V,becsavar,சுற்று
1056,tragen::V,hord,எடுத்துச் செல்
1057,schleppen::V,vonszol,இழுத்துச் செல்
1058,ziehen::V,húz,இழு
1059,aufbewahren::V,megőriz,வைத்துக் கொள்
1060,werfen::V,dob,வீசி எறி
1061,werfen::V,hajít,வீசி எறி
1062,fangen::V,fog,பிடி
1063,packen::V,megragad,பிடித்துக்கொள்
1064,verstecken::V,eldug,மறை
1065,verstecken::V,elrejt,மறை
1066,teilen::V,oszt,பாகங்களாகப் பிரி
1067,teilen::V,megoszt,பாகங்களாகப் பிரி
1068,schicken::V,küld,அனுப்பு
1069,bringen::V,hoz,கொண்டு வா
1070,bringen::V,visz,கொண்டு வா
1071,hinzufügen::V,hozzáad,சேர்
1072,bekommen::V,kap,பெறு
1073,bekommen::V,megkap,பெறு
1074,erhalten::V,kap,பெறு
1075,erhalten::V,megkap,பெறு
1076,nehmen::V,vesz,எடு
1077,wählen::V,választ,தேர்ந்தெடு
1078,auswählen::V,kiválaszt,தேர்ல்தெடு
1079,bewahren::V,megtart,கெடாது பேணு
1080,behindern::V,akadályoz,தடங்கல் செய்
1081,behindern::V,gátol,தடங்கல் செய்
1082,verderben::V,elront,நாசமாக்கு
1083,beschädigen::V,rongál,சேதப்படுத்து
1084,zerbrechen::V,eltör,உடை
1085,zerbrechen::V,széttör,உடை
1086,zerbrechen::V,kettétör,உடை
1087,zerreißen::V,eltép,கிழி
1088,zerreißen::V,széttép,கிழி
1089,zerstören::V,elpusztít,அழி
1090,verbrennen::V,éget,எரியூட்டு
1091,verbrennen::V,eléget,எரியூட்டு
1092,geben::V,ad,கொடு
1093,reichen::V,nyújt,வழங்கு
1094,schenken::V,ajándékoz,மொயத்தல்
1095,versprechen::V,ígér,உறுதியளி
1096,wünschen::V,kíván,ஆசைப்படு
1097,loben::V,dicsér,புகழ்ச்சி கூறு
1098,küssen::V,csókol,முத்தமிடு
1099,wiegen::V,ringat,ஆட்டுத்தல்
1100,zudecken::V,betakar,உறைபோடு
1101,wecken::V,kelt,எழுப்பு
1102,wecken::V,ébreszt,எழுப்பு
1103,zeigen::V,mutat,காட்டு
1104,führen::V,visz,வழிகாட்டி
1105,führen::V,vezet,வழிகாட்டி
1106,lehren::V,tanít,சொல்லிக் கொடு
1107,unterrichten::V,tanít,அறிவுரை கூறு
1108,aufziehen::V,felnevel,வளர்
1109,leiten::V,vezet,அழைத்துச் செல்
1110,leiten::V,vezérel,அழைத்துச் செல்
1111,antreiben::V,hajt,தூண்டு
1112,lassen::V,-tat,விடு
1113,lassen::V,-at,விடு
1114,einladen::V,meghív,அழை
1115,vereinigen::V,egyesít,ஒன்றாகச் சேர்
1116,besuchen::V,látogat,வருகை புரி
1117,treffen::V,talál,சந்தி
1118,sich versammeln::V,gyülekezik,தொகுப்பு
1119,sich versammeln::V,összegyűlik,தொகுப்பு
1120,spielen::V,játszik,விளையாடு
1121,singen::V,énekel,பாடு
1122,tanzen::V,táncol,நடனமாடு
1123,sich trennen::V,elválik,தனிப்படடுத்து
1124,verlassen::V,elhagy,கைவிடு
1125,retten::V,ment,காப்பாற்று
1126,bewachen::V,őriz,காவல் செய்
1127,schützen::V,óv,பாதுகாப்பு செய்
1128,schützen::V,véd,பாதுகாப்பு செய்
1129,verteidigen::V,véd,எதிர்த்து நில்
1130,sich schlagen::V,verekszik,பூசலிடு
1131,schießen::V,lő,சுட்டுக் கொல்
1132,siegen::V,győz,வெற்றி பெறு
1133,ärgern::V,bosszant,எரிச்சலூட்டு
1134,schlagen::V,üt,அடி
1135,schlagen::V,ver,அடி
1136,treten::V,rúg,உதை
1137,stechen::V,döf,கொட்டு
1138,stechen::V,szúr,கொட்டு
1139,stoßen::V,lök,நெருக்கு
1140,stehlen::V,lop,திருடு
1141,stören::V,zavar,தொல்லைகொடு
1142,belästigen::V,zaklat,தொல்லை கொடு
1143,verbergen::V,rejt,மறை
1144,verbergen::V,elrejt,மறை
1145,täuschen::V,megtéveszt,ஏமாற்று
1146,betrügen::V,csal,ஏமாற்று
1147,töten::V,öl,கொல்
1148,wohnen::V,lakik,தங்கியிரு
1149,arbeiten::V,dolgozik,வேலை செய்
1150,sammeln::V,szed,ஒன்றுசேர்
1151,sammeln::V,gyűjt,ஒன்றுசேர்
1152,pflücken::V,szed,கொய்து எடு
1153,jagen::V,vadászik,வேட்டையாடு
1154,fischen::V,halászik,மீன் பிடி
1155,fassen::V,fog,பிடி
1156,hüten::V,őriz,காவல் செய்
1157,hüten::V,legeltet,காவல் செய்
1158,treiben::V,hajt,ஓட்டு
1159,anbinden::V,köt,கட்டு
1160,füttern::V,etet,உணவளி
1161,melken::V,fej,பால் கற
1162,hacken::V,vág,வெட்டி எடு
1163,gießen::V,öntöz,நீர்ப் பாய்ச்சு
1164,reifen::V,érik,பழு
1165,zubereiten::V,elkészít,சமையல் செய்
1166,kochen::V,főz,வேகவை
1167,backen::V,süt,வெப்பத்தில் வாட்டு
1168,braten::V,süt,பொரியச் செய்
1169,umrühren::V,megkever,கலக்கு
1170,stricken::V,köt,பின்னியிழை
1171,nähen::V,varr,தையல் வேலை செய்
1172,färben::V,fest,வண்ணம் பெறச் செய்
1173,reinigen::V,tisztít,சுத்தம் செய்
1174,waschen::V,mos,கழுவு
1175,abwischen::V,letöröl,துடை
1176,spülen::V,mosogat,அலசு
1177,fegen::V,söpör,பெறுக்கு
1178,kehren::V,söpör,பெறுக்கு
1179,baden::V,fürdik,குளி
1180,sich waschen::V,mosdik,கழுவு
1181,sich waschen::V,mosakszik,கழுவு
1182,ausziehen::V,levesz,கழற்று
1183,anziehen::V,felölt,புனைதல்
1184,anziehen::V,felvesz,புனைதல்
1185,sich anziehen::V,öltözik,உடுத்துதல்
1186,sich anziehen::V,felöltözik,உடுத்துதல்
1187,kämmen::V,fésül,தலை வாரிக் கொள்
1188,schmücken::V,díszít,அழகுபடுத்து
1189,sagen::V,mond,சொல்
1190,sprechen::V,beszél,பேசு
1191,reden::V,beszél,பெசு
1192,sich unterhalten::V,beszélget,இயல்பாக பேசிக்கொண்டிரு
1193,fragen::V,kérdez,கேள்
1194,bitten::V,kér,வேண்டு
1195,erzählen::V,mesél,சொல்
1196,erzählen::V,elbeszél,சொல்
1197,mitteilen::V,közöl,சொல்
1198,nennen::V,hív,பெயரிடுதல்
1199,nennen::V,nevez,பெயரிடுதல்
1200,rufen::V,hív,கூச்சலிடு
1201,prahlen::V,dicsekszik,தற்பெருமை பேசு
1202,übersetzen::V,fordít,மொழிபெயர்ப்பு செய்
1203,denken::V,gondol,யோசி
1204,glauben::V,hisz,நம்பு
1205,bemerken::V,észrevesz,கவனி
1206,erkennen::V,ráismer,அடையாளம் கண்டுகொள்
1207,erkennen::V,felismer,அடையாளம் கண்டுகொள்
1208,begreifen::V,felfog,பற்றிக்கொள்
1209,verstehen::V,ért,புரிந்து கொள்
1210,verstehen::V,megért,புரிந்து கொள்
1211,lernen::V,tanul,கற்றுக்கொள்
1212,lernen::V,megtanul,கற்றுக்கொள்
1213,wissen::V,tud,தெரிந்திரு
1214,sich erinnern an::V,emlékszik,நினைவு கூர்
1215,vergessen::V,felejt,மற
1216,vergessen::V,elfelejt,மற
1217,messen::V,mér,அளவிடு
1218,messen::V,megmér,அளவிடு
1219,zählen::V,számol,எண்ணு
1220,zählen::V,megszámol,எண்ணு
1221,rechnen::V,számít,கணக்கிடு
1222,lesen::V,olvas,படி
1223,malen::V,fest,வண்ணச்சித்திரம்
1224,zeichnen::V,rajzol,வரை
1225,schreiben::V,ír,எழுது
1226,besitzen::V,birtokol,உடைமையாகக் கொண்டிரு
1227,kaufen::V,vesz,வாங்கு
1228,kaufen::V,megvesz,வாங்கு
1229,verkaufen::V,elad,விற்பனை செய்
1230,bezahlen::V,fizet,இறுத்தல்
1231,bezahlen::V,kifizet,இறுத்தல்
1232,zahlen::V,fizet,பணம் செலுத்து
1233,zahlen::V,megfizet,பணம் செலுத்து
1234,beherrschen::V,ural,ஆட்சிசெய்
1235,ertragen::V,elbír,தாங்கு
1236,ertragen::V,elvisel,தாங்கு
