,Concept_ID,sl,cs
826,drei::NUM,trí,tři
827,vier::NUM,štíri,čtyři
828,fünf::NUM,pét,pět
829,sechs::NUM,šést,šest
830,sieben::NUM,sédem,sedm
831,acht::NUM,ósem,osm
832,neun::NUM,devét,devět
833,zehn::NUM,desét,deset
834,elf::NUM,enájst,jedenáct
835,zwölf::NUM,dvánajst,dvanáct
836,zwanzig::NUM,dvájset,dvacet
837,dreißig::NUM,trídeset,třicet
838,vierzig::NUM,štírideset,čtyřicet
839,fünfzig::NUM,pétdeset,padesát
840,sechzig::NUM,šéstdeset,šedesát
841,siebzig::NUM,sédemdeset,sedmdesát
842,achtzig::NUM,ósemdeset,osmdesát
843,neunzig::NUM,devétdeset,devadesát
844,hundert::NUM,stó,sto
845,tausend::NUM,tísoč,tisíc
846,und::CNJ,in,a
847,oder::CNJ,áli,nebo
848,stehen::V,státi,stát
849,sitzen::V,sedéti,sedět
850,liegen::V,ležáti,ležet
851,hängen::V,viséti,viset
852,werden::V,postáti,stát se
853,passieren::V,zgodíti se,stát se
854,beginnen::V,začéti se,počít
855,enden::V,končáti se,končit
856,enden::V,končáti se,skončit
857,wechseln::V,ménjati se,měnit se
858,aufgehen[Sonne]::V,vzíti,vyjít
859,untergehen[Sonne]::V,zaíti,zapadnout
860,scheinen[Sonne]::V,sijáti,svítit
861,donnern::V,grméti,hřmět
862,wehen::V,píhati,vát
863,wehen::V,píhati,vanout
864,strömen::V,líti,proudit
865,fließen::V,têči,téct
866,sich drehen::V,vrtéti se,točit se
867,schwanken::V,kolébati,kolísat
868,schwanken::V,kolébati,houpat se
869,schwingen::V,níhati,kývat se
870,fallen::V,pádati,padat
871,brennen::V,goréti,hořet
872,rauchen::V,kadíti se,kouřit
873,regnen::V,deževáti,pršet
874,gefrieren::V,zmŕzniti,zamrznout
875,tauen::V,tájati,tát
876,schmelzen::V,kopnéti,tavit
877,trocknen::V,sušíti se,schnout
878,sieden::V,kipéti,vřít
879,faulen::V,gníti,hnít
880,verfaulen::V,zgníti,shnít
881,reißen::V,tŕgati se,roztrhat se
882,versinken::V,pogrézniti se,topit se
883,versinken::V,pogrézniti se,ponořit se
884,vergehen::V,miníti,plynout
885,erscheinen::V,pojáviti se,objevit se
886,verschwinden::V,izgíniti,zmizet
887,sinken::V,péšati,klesat
888,abnehmen::V,pojémati,ubýt
889,zunehmen::V,véčati se,přibýt
890,zunehmen::V,množíti se,přibýt
891,steigen::V,dvígati se,stoupat
892,wachsen::V,rásti,růst
893,glänzen::V,sijáti,lesknout se
894,funkeln::V,ískriti se,jiskřit se
895,lärmen::V,ropotáti,dělat hluk
896,lärmen::V,razgrájati,dělat hluk
897,läuten::V,zvoníti,zvonit
898,klingeln::V,zvončkljáti,zvonit
899,klirren::V,žvenketáti,řinčet
900,brausen::V,šuméti,hučet
901,rauschen::V,šuštéti,šumět
902,rauschen::V,šelestéti,šumět
903,klingen::V,zvenéti,znít
904,bellen::V,lájati,štěkat
905,heulen::V,zavíjati,výt
906,blasen::V,píhniti,foukat
907,pfeifen::V,pískati,pískat
908,pfeifen::V,žvížgati,pískat
909,schreien::V,kričáti,křičet
910,stöhnen::V,stókati,sténat
911,zittern::V,drgetáti,třást se
912,leben::V,živéti,žít
913,geboren werden::V,rodíti se,rodit se
914,atmen::V,díhati,dýchat
915,trinken::V,píti,pít
916,essen::V,jésti,jíst
917,schlucken::V,požírati,polykat
918,müde werden::V,péšati,unavit se
919,müde werden::V,utrúditi se,unavit se
920,einschlafen::V,zaspáti,usnout
921,schlafen::V,spáti,spát
922,aufwachen::V,zbudíti se,probudit se
923,aufstehen::V,vstáti,vstát
924,sich erholen::V,oddahníti se,zotavovat se
925,krank werden::V,oboléti,onemocnět
926,krank sein::V,bíti bolán,být nemocný
927,schmerzen::V,boléti,bolet
928,husten::V,kášljati,kašlat
929,genesen::V,okrévati,uzdravit se
930,sterben::V,umréti,umřít
931,umkommen::V,pogíniti,zahynout
932,sich bewegen::V,zganíti se,pohnout se
933,sich rühren::V,premakníti se,hnout se
934,sich erheben::V,vstájati,zdvihnout se
935,sich erheben::V,vzdígniti se,zdvihnout se
936,sich setzen::V,sésti,posadit se
937,hinfallen::V,pásti dôl,upadnout
938,laufen::V,hodíti,běžet
939,schreiten::V,stópati,kráčet
940,spazierengehen::V,na sprehòd íti,procházet se
941,eilen::V,drvéti,spěchat
942,sich beeilen::V,hitéti,pospíšit si
943,sausen::V,dírkati,fičet
944,rennen::V,dírjati,pádit
945,springen::V,skákati,skákat
946,klettern::V,plézati,lézt
947,klettern::V,plézati,šplhat
948,schaukeln::V,kolébati,houpat
949,kriechen::V,pláziti se,lézt
950,kriechen::V,pláziti se,plazit se
951,schwimmen::V,plávati,plavat
952,tauchen::V,potápljati se,nořit se
953,rudern::V,vesláti,veslovat
954,fahren::V,vozíti se,jet
955,fahren::V,vozíti se,jezdit
956,fahren::V,peljáti se,jet
957,fahren::V,peljáti se,jezdit
958,fliegen::V,létati,létat
959,gehen::V,íti,jít
960,weggehen::V,odíti,odejít
961,abfahren::V,odpeljáti se,odjet
962,anhalten::V,ustáviti se,zastavit se
963,hineingehen::V,íti nóter,vcházet se
964,eintreten::V,vstopíti,vstoupit
965,kommen::V,príti,přijít
966,ankommen::V,prispéti,dojít
967,ankommen::V,prihájati,dojít
968,zurückkommen::V,vrníti se,vrátit se
969,bleiben::V,ostáti,zůstat
970,warten::V,čákati,čekat
971,erwarten::V,pričakováti,čekat na
972,suchen::V,iskáti,hledat
973,finden::V,nájti,najít
974,versuchen::V,poskúšati,zkoušet
975,vorbereiten::V,pripráviti,připravit
976,lieben::V,ljubíti,milovat
977,mögen::V,márati,mít rád
978,lachen::V,smejáti se,smát se
979,rühren::V,ganíti,dojmout
980,weinen::V,jókati,plakat
981,weinen::V,plákati,plakat
982,schimpfen::V,psováti,nadávat
983,schimpfen::V,zmérjati,nadávat
984,sich ärgern::V,jezíti se,pohoršit se
985,sich fürchten::V,báti se,bát se
986,fürchten::V,báti se,bát se
987,fliehen::V,bežáti,utéct
988,flüchten::V,pobégniti,prchnout
989,sehen::V,vídeti,vidět
990,anschauen::V,oglédati,podívat se na
991,ansehen::V,glédati,sledovat
992,hören::V,slíšati,slyšet
993,zuhören::V,poslúšati,poslouchat
994,probieren::V,poskúšati,ochutnávat
995,riechen::V,dúhati,cítit
996,fühlen::V,čutíti,cítit
997,scheinen::V,zdéti se,zdát se
998,zu sehen sein::V,vídeti se,moci být viděn
999,vernehmen::V,čúti,uslyšet
1000,frieren::V,zébsti,mrznout
1001,tun::V,délati,dělat
1002,können::V,môči,moct
1003,wollen::V,hotéti,chtít
1004,anfangen::V,začéti,začít
1005,beenden::V,dokončáti,ukončit
1006,aufhören::V,prenéhati,přestat
1007,gelingen::V,uspéti,podařit se
1008,gelingen::V,posréčiti se,podařit se
1009,geraten::V,obnêsti se,dařit se
1010,öffnen::V,odpréti,otevřít
1011,schließen::V,zapréti,zavřít
1012,stellen::V,postáviti,postavit
1013,setzen::V,posadíti,posadit
1014,legen::V,položíti,klást
1015,legen::V,položíti,položit
1016,berühren::V,dotíkati se,dotýkat se
1017,verbinden::V,obvézati,spojit
1018,bedecken::V,pokríti,pokrýt
1019,aufhängen::V,obésiti,oběsit
1020,aufhängen::V,obésiti,pověsit
1021,anzünden::V,zažgáti,zapálit
1022,anzünden::V,zažgáti,podpálit
1023,aufheben::V,vzdígniti,zvednout
1024,aufheben::V,vzdígniti,zdvihnout
1025,zurücklassen::V,zapustíti,zanechat
1026,verlieren::V,izgubíti,ztratit
1027,fallen lassen::V,navréči,upustit
1028,machen::V,naredíti,udělat
1029,machen::V,napráviti,udělat
1030,herstellen::V,izdélati,vyrobit
1031,bauen::V,gradíti,stavět
1032,bauen::V,gradíti,budovat
1033,reparieren::V,popráviti,opravit
1034,verbessern::V,izbóljšati,zlepšit
1035,ändern::V,spremeníti,změnit
1036,graben::V,kopáti,rýt
1037,graben::V,kopáti,kopat
1038,graben::V,grêbsti,rýt
1039,graben::V,grêbsti,kopat
1040,beugen::V,upogníti,ohnout
1041,biegen::V,zavíjati,ohnout
1042,drehen::V,vrtéti,točit
1043,wenden::V,obrníti,obrátit
1044,umdrehen::V,zasúkati,obrátit
1045,heben::V,dvígati,zdvihnout
1046,hochheben::V,privzdígniti,zvednout
1047,ergreifen::V,zgrábiti,chopit se
1048,halten::V,držáti,držet
1049,drücken::V,tiščáti,stisknout
1050,schieben::V,ríniti,posouvat
1051,kratzen::V,práskati,škrábat
1052,lecken::V,lízati,lízat
1053,beißen::V,grísti,kousat
1054,abreißen::V,odtŕgati,utrhat
1055,abreißen::V,odtŕgati,odtrhat
1056,abschneiden::V,odrézati,uřezat
1057,abschneiden::V,odrézati,ukrojit
1058,binden::V,vézati,přivázat
1059,stecken::V,vtakníti,strčit
1060,brechen::V,lomíti,lomit
1061,klopfen::V,tólči,ťukat
1062,klopfen::V,tólči,klepat
1063,hauen::V,séči,bít
1064,kleben::V,lépiti,lepit
1065,reiben::V,tréti,třít
1066,reiben::V,dŕgniti,třít
1067,streichen::V,namázati,mazat
1068,schleifen::V,brúsiti,brousit
1069,schneiden::V,rézati,řezat
1070,schneiden::V,rézati,střihat
1071,rütteln::V,strésti,třást
1072,rütteln::V,strésti,otřást
1073,schütteln::V,majáti,třást
1074,schütteln::V,majáti,zatřást
1075,schwenken::V,obrníti,mávat
1076,schütten::V,sípati,nasypat
1077,füllen::V,napolníti,naplnit
1078,einwickeln::V,zavíti,zavinout
1079,tragen::V,nêsti,nést
1080,schleppen::V,vláčiti,vléct
1081,ziehen::V,vléči,tahat
1082,ziehen::V,vléči,táhnout
1083,aufbewahren::V,shranjeváti,schovat
1084,werfen::V,lúčati,házet
1085,fangen::V,ujéti,chytat
1086,packen::V,prijéti,uchvátit
1087,verstecken::V,skríti,schovat
1088,teilen::V,razdelíti,rozdělit
1089,schicken::V,pošíljati,posílat
1090,bringen::V,prinêsti,přinést
1091,hinzufügen::V,pristáviti,připojit
1092,bekommen::V,dobíti,dostat
1093,erhalten::V,prejéti,uchovat
1094,nehmen::V,vzéti,vzít
1095,wählen::V,izbírati,zvolit
1096,auswählen::V,izbráti,vybrat
1097,bewahren::V,ohraníti,uchránit
1098,behindern::V,ovírati,překážet
1099,verderben::V,pokváriti,zkazit
1100,beschädigen::V,poškodováti,porušit
1101,beschädigen::V,poškodováti,poškodit
1102,zerbrechen::V,razlomíti,rozlámat
1103,zerreißen::V,raztŕgati,roztrhnout
1104,zerstören::V,razrúšiti,zničit
1105,verbrennen::V,sežgáti,spálit
1106,geben::V,dáti,dát
1107,reichen::V,séči,podat
1108,reichen::V,molíti,podat
1109,schenken::V,podáriti,darovat
1110,versprechen::V,obljubíti,slíbit
1111,wünschen::V,vóščiti,přát
1112,loben::V,hváliti,chválit
1113,küssen::V,poljubováti,líbat
1114,wiegen::V,zíbati,chovat
1115,wiegen::V,zíbati,kolébat
1116,zudecken::V,pokríti,přikrýt
1117,zudecken::V,pokríti,přiklopit
1118,wecken::V,zbudíti,vzbudit
1119,zeigen::V,pokázati,ukázat
1120,führen::V,vêsti,vést
1121,lehren::V,učíti,učit
1122,unterrichten::V,poučeváti,vyučovat
1123,aufziehen::V,vzgojíti,vychovat
1124,leiten::V,uprávljati,vodit
1125,antreiben::V,goníti,nutit
1126,lassen::V,povzročíti,dát
1127,einladen::V,povábiti,pozvat
1128,vereinigen::V,zdrúžiti,spojit
1129,besuchen::V,obiskáti,návštívit
1130,treffen::V,pogodíti,potkat
1131,sich versammeln::V,zbráti se,shromáždit se
1132,spielen::V,igráti se,hrát
1133,singen::V,péti,zpívat
1134,tanzen::V,plésati,tančit
1135,sich trennen::V,ločíti se,rozejít se
1136,verlassen::V,zapustíti,opustit
1137,retten::V,réšiti,zachránit
1138,bewachen::V,strážiti,hlídat
1139,schützen::V,sčítiti,chránit
1140,verteidigen::V,braníti,obhájit
1141,sich schlagen::V,têpsti se,bít se
1142,schießen::V,stréljati,střílet
1143,siegen::V,zmágati,zvítězit
1144,ärgern::V,jezíti,zlobit
1145,ärgern::V,jezíti,pohoršit
1146,ärgern::V,razbúriti,zlobit
1147,ärgern::V,razbúriti,pohoršit
1148,schlagen::V,têpsti,udeřit
1149,schlagen::V,têpsti,praštit
1150,schlagen::V,udáriti,udeřit
1151,schlagen::V,udáriti,praštit
1152,treten::V,teptáti,kopnout
1153,stechen::V,ubôsti,bodnout
1154,stechen::V,ubôsti,píchnout
1155,stoßen::V,peháti,strčit
1156,stoßen::V,drégniti,strčit
1157,stehlen::V,ukrásti,ukrást
1158,stehlen::V,pokrásti,ukrást
1159,stören::V,motíti,vyrušit
1160,belästigen::V,nadlegováti,obtěžovat
1161,verbergen::V,skríti,skrýt
1162,täuschen::V,slepíti,klamat
1163,betrügen::V,várati,podvést
1164,betrügen::V,ogoljufáti,podvést
1165,töten::V,ubíti,zabít
1166,wohnen::V,prebívati,bydlit
1167,arbeiten::V,délati,pracovat
1168,sammeln::V,zbráti,sebrat
1169,pflücken::V,obráti,česat
1170,jagen::V,lovíti,uhonit
1171,fischen::V,ribáriti,chytat ryby
1172,fassen::V,zajéti,ulovit
1173,hüten::V,pásti,pást
1174,treiben::V,pogánjati,hnát
1175,anbinden::V,privézati,přivázat
1176,füttern::V,kŕmiti,krmit
1177,melken::V,mólsti,dojit
1178,hacken::V,sékati,seknout
1179,gießen::V,ulíti,zalít
1180,reifen::V,zoréti,uzrát
1181,zubereiten::V,pripráviti,připravit
1182,kochen::V,kúhati,vařit
1183,backen::V,cvréti,péct
1184,braten::V,pêči,smažit
1185,umrühren::V,preméšati,zamíchat
1186,stricken::V,plêsti,plést
1187,nähen::V,šívati,šít
1188,färben::V,bárvati,nabarvit
1189,reinigen::V,očístiti,očistit
1190,waschen::V,opráti,mýt
1191,abwischen::V,obrísati,utřít
1192,spülen::V,splakováti,spláchnout
1193,fegen::V,pométati,zamést
1194,kehren::V,mésti,mést
1195,baden::V,kópati se,koupat se
1196,sich waschen::V,umíti se,mýt se
1197,ausziehen::V,izvléči,svléct
1198,anziehen::V,obléči,obléct
1199,sich anziehen::V,obléči se,oblékat se
1200,kämmen::V,česáti,učesat
1201,schmücken::V,okrasíti,ozdobit
1202,sagen::V,dejáti,říct
1203,sprechen::V,govoríti,mluvit
1204,reden::V,rêči,hovořit
1205,sich unterhalten::V,razgovárjati se,povídat se
1206,fragen::V,vprášati,zeptat se
1207,bitten::V,prosíti,prosit
1208,erzählen::V,práviti,povídat
1209,mitteilen::V,naznániti,sdělit
1210,mitteilen::V,naznániti,oznámit
1211,nennen::V,imenováti,nazvat
1212,rufen::V,klícati,volat
1213,rufen::V,klícati,zavolat
1214,prahlen::V,baháti se,chlubit se
1215,übersetzen::V,prevêsti,přeložit
1216,denken::V,mísliti,myslit
1217,glauben::V,verjéti,věřit
1218,bemerken::V,opáziti,zpozorovat
1219,erkennen::V,spoznáti,poznat
1220,begreifen::V,pôjmiti,pochopit
1221,verstehen::V,razuméti,porozumět
1222,lernen::V,učíti se,učit se
1223,wissen::V,znáti,vědět
1224,wissen::V,védeti,vědět
1225,sich erinnern an::V,spómniti se,vzpomínat si na
1226,vergessen::V,pozábiti,zapomínat
1227,messen::V,mériti,měřit
1228,zählen::V,štéti,spočítat
1229,rechnen::V,račúnati,počítat
1230,lesen::V,bráti,číst
1231,lesen::V,čítati,číst
1232,malen::V,slíkati,malovat
1233,zeichnen::V,rísati,rýsovat
1234,schreiben::V,písati,psát
1235,besitzen::V,iméti,mít
1236,besitzen::V,iméti,vlastnit
1237,kaufen::V,kupíti,koupit
1238,verkaufen::V,prodáti,prodat
1239,bezahlen::V,pláčati,zaplatit
1240,zahlen::V,plačeváti,platit
1241,beherrschen::V,obvládati,ovládat
1242,ertragen::V,prenêsti,snést
1243,Verstand::N,,rozum
