,Concept_ID,no,myv
822,sitzen::V,sitte,аштемс озадо
823,liegen::V,ligge,мадезь аштемс
824,hängen::V,henge,нурьгемс
825,werden::V,bli,арамс
826,passieren::V,skje,лисэмс
827,passieren::V,hende,лисэмс
828,beginnen::V,begynne,ушодомс
829,enden::V,ende,лоткамс
830,enden::V,slutte,лоткамс
831,wechseln::V,veksle,полавтнемс
832,aufgehen[Sonne]::V,stå opp,лисемс
833,aufgehen[Sonne]::V,stå opp,стямс
834,untergehen[Sonne]::V,gå ned,валгомс
835,scheinen[Sonne]::V,skinne,валдомтомс
836,donnern::V,tordne,цярномс
837,donnern::V,tordne,галдордомс
838,wehen::V,blåse,пувамс
839,strömen::V,strømme,чудемс
840,fließen::V,flyte,чудемс
841,sich drehen::V,dreie seg,велямс
842,schwanken::V,svaie,лыкамс
843,schwanken::V,svaie,якамс
844,schwingen::V,svinge,нурсемс
845,schwingen::V,svinge,лыкамс
846,fallen::V,falle,прамс
847,fallen::V,falle,сяворемс
848,brennen::V,brenne,паломс
849,rauchen::V,ryke,качадомс
850,regnen::V,regne,пиземс
851,gefrieren::V,fryse,кельмемс
852,tauen::V,tine,соламс
853,schmelzen::V,smelte,соламс
854,trocknen::V,tørre,коськемс
855,sieden::V,koke,лакамс
856,sieden::V,koke,пиксемс
857,faulen::V,råtne,наксадомс
858,verfaulen::V,råtne,наксадомс
859,reißen::V,briste,сезневемс
860,versinken::V,synke,ваямс
861,versinken::V,synke ned,ваямс
862,vergehen::V,forløpe,ютамс
863,erscheinen::V,synes,лисемс
864,verschwinden::V,forsvinne,ёмамс
865,sinken::V,synke,явамс
866,abnehmen::V,avta,киремемс
867,abnehmen::V,minske,киремемс
868,zunehmen::V,tilta,ламолгадомс
869,zunehmen::V,tilta,раштамс
870,steigen::V,stige,куземс
871,steigen::V,stige,кепсевемс
872,wachsen::V,gro,касомс
873,wachsen::V,vokse,касомс
874,glänzen::V,skinne,цитнемс
875,funkeln::V,tindre,пиндолдомс
876,funkeln::V,tindre,цивтёрдомс
877,lärmen::V,bråke,шалномс
878,läuten::V,ringe,гайгезевемс
879,klingeln::V,ringe,чавомс баягас
880,klirren::V,klirre,калдордомс
881,klirren::V,klirre,кальцяемс
882,brausen::V,bruse,лакамс
883,rauschen::V,suse,лажномс
884,klingen::V,lyde,гайгемс
885,klingen::V,klinge,гайгемс
886,bellen::V,gjø,онгомс
887,bellen::V,bjeffe,онгомс
888,heulen::V,ule,урномс
889,blasen::V,blåse,пувамс
890,pfeifen::V,plystre,вешкемс
891,schreien::V,skrike,пижнемс
892,stöhnen::V,stønne,кувсемс
893,zittern::V,dirre,тарномс
894,zittern::V,skjelve,тарномс
895,leben::V,leve,эрямс
896,geboren werden::V,fødes,чачомс
897,atmen::V,ånde,лексемс
898,atmen::V,puste,лексемс
899,trinken::V,drikke,симемс
900,essen::V,spise,ярсамс
901,schlucken::V,svelge,нилемс
902,schlucken::V,svelge,порнемс
903,müde werden::V,bli trett,сиземс
904,einschlafen::V,sovne,матедевемс
905,schlafen::V,sove,удомс
906,aufwachen::V,våkne,сыргоземс
907,aufstehen::V,stå opp,стямс
908,sich erholen::V,bli bra,оймсемс
909,sich erholen::V,komme seg,оймсемс
910,krank werden::V,bli syk,сэредезевемс
911,krank sein::V,være syk,сэредемс
912,schmerzen::V,gjøre vondt,сэредемс
913,husten::V,hoste,козомс
914,genesen::V,komme seg,пичкамс
915,sterben::V,dø,куломс
916,umkommen::V,omkomme,чавовомс
917,umkommen::V,omkomme,ёмамс
918,sich bewegen::V,bevege seg,шаштомс
919,sich rühren::V,røre på seg,сыргамс
920,sich erheben::V,reise seg,куземс
921,sich setzen::V,sette sig,озамс
922,hinfallen::V,falle over ende,прамс
923,hinfallen::V,falle over ende,сяворемс
924,laufen::V,løpe,якамс
925,schreiten::V,skride,эскелямс
926,schreiten::V,skride,молемс
927,spazierengehen::V,spasere,якамс
928,spazierengehen::V,gå en tur,якамс
929,eilen::V,ile,эрзкалемс
930,eilen::V,ile,капшамс
931,sich beeilen::V,skynde seg,капшамс
932,sausen::V,suse,ливтямс
933,rennen::V,løpe,чийнемс
934,rennen::V,løpe,ардтнемс
935,springen::V,hoppe,кирнявтнемс
936,springen::V,springe,кирнявтнемс
937,klettern::V,klatre,куземс
938,schaukeln::V,huske,нурямс
939,kriechen::V,krype,ёзмолдомс
940,schwimmen::V,svømme,уемс
941,tauchen::V,dykke,чопавтомс
942,tauchen::V,dykke,чопавтнемс
943,rudern::V,ro,миледемс
944,fahren::V,kjøre,ардомс
945,fliegen::V,fly,ливтямс
946,gehen::V,gå,туемс
947,gehen::V,gå,молемс
948,weggehen::V,gå bort,туемс
949,abfahren::V,reise,туемс
950,anhalten::V,stanse,лоткамс
951,hineingehen::V,gå inn,совамс
952,eintreten::V,tre inn,совамс
953,eintreten::V,tre inn,эскельдямс
954,kommen::V,komme,самс
955,ankommen::V,ankomme,самс
956,ankommen::V,ankomme,пачкодемс
957,ankommen::V,komme til,самс
958,ankommen::V,komme til,пачкодемс
959,zurückkommen::V,komme tilbake,велявтомс
960,bleiben::V,bli,кадовомс
961,bleiben::V,forbli,кадовомс
962,warten::V,vente,учомс
963,erwarten::V,vente,учомс
964,suchen::V,søke,вешнемс
965,finden::V,finne,муемс
966,versuchen::V,prøve,варштамс
967,versuchen::V,forsøke,варштамс
968,vorbereiten::V,forberede,анокстамс
969,lieben::V,elske,вечкемс
970,mögen::V,like,вечкемс
971,lachen::V,le,пейдемс
972,rühren::V,røre,токамс седейс
973,weinen::V,gråte,авардемс
974,schimpfen::V,skjelle,сёвномс
975,sich ärgern::V,ergre seg,кежиявтнемс
976,sich fürchten::V,være redd,пелемс
977,fürchten::V,være redd for,пелемс
978,fliehen::V,rømme,оргодемс
979,fliehen::V,flykte,оргодемс
980,flüchten::V,flykte,ворьгодемс
981,flüchten::V,flykte,чадомс
982,sehen::V,se,неемс
983,anschauen::V,se på,ваномс
984,anschauen::V,betrakte,ваномс
985,ansehen::V,anse,ваномс
986,hören::V,høre,марямс
987,zuhören::V,tilhøre,кунсоломс
988,probieren::V,smake,варшамс
989,probieren::V,smake på,варшамс
990,riechen::V,lukte,никсемс
991,fühlen::V,føle,марямс
992,scheinen::V,se ut,марявомс
993,zu sehen sein::V,synes,неявомс
994,vernehmen::V,få vite,марямс
995,frieren::V,fryse,кельмемс
996,tun::V,gjøre,теемс
997,können::V,kunne,маштомс
998,wollen::V,ville,бажамс
999,anfangen::V,begynne,кармамс
1000,beenden::V,avslutte,прядомс
1001,aufhören::V,slutte,лоткамс
1002,aufhören::V,holde opp,лоткамс
1003,gelingen::V,lykkes,удаламс
1004,geraten::V,bli,лисемс
1005,öffnen::V,åpne,панжомс
1006,schließen::V,lukke,пекстамс
1007,schließen::V,lukke,сёлгомс
1008,schließen::V,lukke,конямс
1009,schließen::V,stenge,пекстамс
1010,schließen::V,stenge,сёлгомс
1011,schließen::V,stenge,конямс
1012,stellen::V,stille,аравтомс
1013,setzen::V,sette,ойсевтемс
1014,setzen::V,sette,озавтнемс
1015,legen::V,legge,путомс
1016,berühren::V,berøre,токамс
1017,verbinden::V,forbinde,содомс
1018,bedecken::V,dekke,вельтямс
1019,aufhängen::V,henge,понгавтомс
1020,aufhängen::V,henge opp,понгавтомс
1021,anzünden::V,tenne,кирвастемс
1022,anzünden::V,antenne,кирвастемс
1023,anzünden::V,tenne på,кирвастемс
1024,aufheben::V,løfte,кепедемс
1025,aufheben::V,ta opp,кепедемс
1026,zurücklassen::V,slippe tilbake,кадомс
1027,verlieren::V,miste,ёмавтомс
1028,fallen lassen::V,droppe,правтомс
1029,fallen lassen::V,la falle,правтомс
1030,machen::V,lage,теемс
1031,machen::V,gjøre,теемс
1032,herstellen::V,fremstille,анокстамс
1033,bauen::V,bygge,путомс
1034,reparieren::V,reparere,витемс
1035,verbessern::V,rette,паролгавтомс
1036,verbessern::V,rette,вадрялгавтомс
1037,verbessern::V,forbedre,паролгавтомс
1038,verbessern::V,forbedre,вадрялгавтомс
1039,ändern::V,forandre,полавтомс
1040,graben::V,grave,чувомс
1041,graben::V,grave,таргамс
1042,beugen::V,bøye,мендемс
1043,biegen::V,bøye,комавтомс
1044,drehen::V,dreie,чаравтомс
1045,drehen::V,dreie,велявтнемс
1046,wenden::V,vende,велявтомс
1047,umdrehen::V,snu,велявтомс
1048,heben::V,heve,кепедемс
1049,hochheben::V,løfte,кепедемс
1050,ergreifen::V,gripe,кундамс
1051,ergreifen::V,få tak i,кундамс
1052,halten::V,holde,кирдемс
1053,drücken::V,trykke,нуемс
1054,schieben::V,skyve,шаштомс
1055,kratzen::V,klø,ангордамс
1056,kratzen::V,klore,ангордамс
1057,lecken::V,slikke,нолсемс
1058,beißen::V,bite,сускомс
1059,abreißen::V,rive av,сеземс
1060,abschneiden::V,skjære av,печкемс
1061,binden::V,binde,кодамс
1062,binden::V,binde,сюлмамс
1063,stecken::V,stikke,сялгомс
1064,brechen::V,bryte,синдемс
1065,brechen::V,bryte,калавтомс
1066,brechen::V,briste,синдемс
1067,brechen::V,briste,калавтомс
1068,klopfen::V,banke,калтаямс
1069,hauen::V,hogge,чавомс
1070,kleben::V,klistre,педявтнемс
1071,reiben::V,gni,ёзамс
1072,streichen::V,stryke,вадемс
1073,schleifen::V,slipe,човамс
1074,schneiden::V,klippe,керямс
1075,rütteln::V,ruske,чукамс
1076,rütteln::V,ruske,лыкавтомс
1077,schütteln::V,riste,чукамс
1078,schwenken::V,svinge,яхолемс
1079,schütten::V,helle,каямс
1080,füllen::V,fylle,пештямс
1081,einwickeln::V,vikle inn,тапарямс
1082,tragen::V,bære,кандомс
1083,schleppen::V,slepe,ускомс
1084,ziehen::V,dra,ускомс
1085,ziehen::V,trekke,ускомс
1086,aufbewahren::V,oppbevare,ванстомс
1087,aufbewahren::V,ta vare på,ванстомс
1088,werfen::V,kaste,ёртомс
1089,fangen::V,fange,кундамс
1090,packen::V,gripe,кундамс
1091,packen::V,gripe tak i,кундамс
1092,verstecken::V,gjemme,кекшемс
1093,teilen::V,dele,явомс
1094,schicken::V,sende,кучомс
1095,bringen::V,bringe,кандомс
1096,hinzufügen::V,tilføye,путомс
1097,hinzufügen::V,tilføye,максомс
1098,bekommen::V,få,саемс
1099,erhalten::V,få,саемс
1100,nehmen::V,ta,саемс
1101,wählen::V,velge,кочкамс
1102,auswählen::V,velge ut,кочкамс
1103,bewahren::V,bevare,ванстомс
1104,behindern::V,hindre,кирдемс
1105,behindern::V,forhindre,кирдемс
1106,verderben::V,ødelegge,коламс
1107,beschädigen::V,skade,теемс зыян
1108,zerbrechen::V,brekke i stykker,коламс
1109,zerreißen::V,rive i stykker,сеземс
1110,zerstören::V,ødelegge,калавтомс
1111,verbrennen::V,brenne,пултамс
1112,verbrennen::V,brenne opp,пултамс
1113,geben::V,gi,максомс
1114,reichen::V,rekke,максомс
1115,schenken::V,forære,каземс
1116,schenken::V,skjenke,каземс
1117,versprechen::V,love,алтамс
1118,wünschen::V,ønske,арсемс
1119,loben::V,rose,шнамс
1120,küssen::V,kysse,палсемс
1121,wiegen::V,vogge,нурсемс
1122,zudecken::V,dekke til,тавадомс
1123,zudecken::V,dekke til,вельтямс
1124,wecken::V,vekke,стявтомс
1125,zeigen::V,vise,невтемс
1126,führen::V,føre,ветямс
1127,lehren::V,lære,тонавтомс
1128,unterrichten::V,undervise,тонавтомс
1129,aufziehen::V,oppdra,трямс
1130,aufziehen::V,oppdra,кастомс
1131,leiten::V,lede,ветямс
1132,leiten::V,lede,азоркстамс
1133,antreiben::V,drive på,ветямс
1134,lassen::V,få til å,кармавтомс
1135,einladen::V,be,тердемс
1136,einladen::V,invitere,тердемс
1137,vereinigen::V,forene,вейсэндямс
1138,vereinigen::V,forene,вейс путомс
1139,vereinigen::V,forene,вейс пурнамс
1140,besuchen::V,besøke,варштамс
1141,treffen::V,møte,вастомс
1142,treffen::V,treffe,вастомс
1143,sich versammeln::V,forsamles,промокшномс
1144,spielen::V,leke,налксемс
1145,spielen::V,spille,налксемс
1146,singen::V,synge,морамс
1147,tanzen::V,danse,киштемс
1148,sich trennen::V,skilles,явомс
1149,verlassen::V,forlate,кадомс
1150,retten::V,redde,идемс
1151,bewachen::V,bevokte,ванстомс
1152,schützen::V,verne,аштемс
1153,schützen::V,beskytte,аштемс
1154,verteidigen::V,forsvare,ваномс
1155,sich schlagen::V,slåss,тюремс
1156,schießen::V,skyte,ледемс
1157,siegen::V,seire,изнямс
1158,ärgern::V,ergre,кежейгавтомс
1159,treten::V,sparke,тапамс
1160,stechen::V,stikke,пупамс
1161,stoßen::V,støte,тулкадемс
1162,stehlen::V,stjele,саламс
1163,stören::V,forstyrre,пирямс ки
1164,belästigen::V,plage,а максомс
1165,belästigen::V,plage,а кадомс оймамо
1166,belästigen::V,sjenere,а максомс
1167,belästigen::V,sjenere,а кадомс оймамо
1168,verbergen::V,gjemme,сёпомс
1169,verbergen::V,gjemme,кекшемс
1170,täuschen::V,villede,манямс
1171,betrügen::V,bedra,манчемс
1172,töten::V,drepe,чавномс
1173,töten::V,drepe,маштнемс
1174,wohnen::V,bo,эрямс
1175,arbeiten::V,arbeide,важодемс
1176,sammeln::V,samle,пурнамс
1177,pflücken::V,plukke,ноцковтнемс
1178,jagen::V,jage,кундамс
1179,fischen::V,fiske,калонь кундамс
1180,fassen::V,fange,кундамс
1181,hüten::V,vokte,ваномс
1182,treiben::V,drive,панемс
1183,anbinden::V,feste,сюлмамс
1184,füttern::V,fore,андомс
1185,melken::V,melke,потявтомс
1186,hacken::V,hakke,лазномс
1187,gießen::V,helle,валомс
1188,reifen::V,modne,кенеремс
1189,zubereiten::V,lage,анокстамс
1190,zubereiten::V,tilberede,анокстамс
1191,kochen::V,koke,пидемс
1192,backen::V,bake,пидемс
1193,braten::V,steke,пуштамс
1194,umrühren::V,røre om,човорямс
1195,stricken::V,strikke,кодамс
1196,nähen::V,sy,стамс
1197,färben::V,farge,артомс
1198,reinigen::V,rense,урядамс
1199,reinigen::V,gjøre ren,урядамс
1200,waschen::V,vaske,муськемс
1201,abwischen::V,tørke av,нардамс
1202,spülen::V,spyle,ёрвалдомс
1203,spülen::V,skylle,ёрвалдомс
1204,fegen::V,feie,тенсемс
1205,kehren::V,koste,тенсемс
1206,baden::V,bade,экшелямс
1207,sich waschen::V,vaske seg,шлямс
1208,ausziehen::V,ta av,кайсевтемс
1209,anziehen::V,ta på,оршамс
1210,sich anziehen::V,kle på seg,оршамс
1211,kämmen::V,gre,судрямс
1212,kämmen::V,kjemme,судрямс
1213,schmücken::V,pynte,мазылгавтомс
1214,schmücken::V,pynte,наряжамс
1215,schmücken::V,smykke,мазылгавтомс
1216,schmücken::V,smykke,наряжамс
1217,sagen::V,si,меремс
1218,sprechen::V,snakke,кортамс
1219,reden::V,tale,кортамс
1220,reden::V,snakke,кортамс
1221,sich unterhalten::V,samtale,кортнемс
1222,fragen::V,spørre,кевкстемс
1223,bitten::V,be,вешемс
1224,erzählen::V,fortelle,ёвтнемс
1225,mitteilen::V,meddele,ёвтамс
1226,nennen::V,kalle,лемдемс
1227,nennen::V,kalle,путомс лем
1228,rufen::V,rope,тердемс
1229,rufen::V,rope,серьгедемс
1230,prahlen::V,skryte,шнамс пря
1231,übersetzen::V,oversette,ютавтомс
1232,denken::V,tenke,арсемс
1233,glauben::V,tro,кемемс
1234,bemerken::V,bemerke,неемс
1235,bemerken::V,legge merke til,неемс
1236,erkennen::V,gjenkjenne,содамс
1237,begreifen::V,begripe,пачкодемс
1238,verstehen::V,forstå,чарькодемс
1239,verstehen::V,skjønne,чарькодемс
1240,lernen::V,lære,тонавтнемс
1241,wissen::V,vite,содамс
1242,sich erinnern an::V,huske på,ледстямс
1243,vergessen::V,glemme,стувтомс
1244,messen::V,måle,онкстнемс
1245,zählen::V,telle,ловомс
1246,rechnen::V,regne,ловомс
1247,lesen::V,lese,ловномс
1248,malen::V,male,рисовамс
1249,zeichnen::V,tegne,рисовамс
1250,schreiben::V,skrive,сёрмадомс
1251,besitzen::V,eie,улемс
1252,besitzen::V,eie,улемс азорокс
1253,besitzen::V,inneha,улемс
1254,besitzen::V,inneha,улемс азорокс
1255,kaufen::V,kjøpe,рамамс
1256,verkaufen::V,selge,миемс
1257,bezahlen::V,betale,пандомс
1258,zahlen::V,betale,пандомс
1259,beherrschen::V,beherske,азоркстамс
1260,ertragen::V,orke,кирдемс
1261,schlagen::V,,токамс
