,Concept_ID,mn,uk
101,Schaum::N,хөөс,піна
102,Schmutz::N,хир,бруд
103,Schmutz::N,шавхай,бруд
104,See::N,нуур,озеро
105,Sumpf::N,намаг,драговина
106,Sumpf::N,балчиг,драговина
107,Moor::N,хүлрийн намаг,болото
108,Wiese::N,нуга,луг
109,Wiese::N,нуга,лука
110,Wald::N,ой,ліс
111,Hügel::N,болдог,горб
112,Anhöhe::N,гүвээ,височина
113,Berg::N,уул,гора
114,Gipfel::N,орой,вершина
115,Gipfel::N,оргил,вершина
116,Höhle::N,агуй,печера
117,Abhang::N,хүр,схил
118,Quelle::N,булаг,джерело
119,Bach::N,горхи,струмок
120,Fluss::N,гол,річка
121,Fluss::N,мөрөн,річка
122,Ufer::N,эрэг,берег
123,Küste::N,эрэг,узбережжя
124,Festland::N,хуурай газар,суша
125,Meer::N,далай,море
126,Meer::N,тэнгис,море
127,Bucht::N,булан,бухта
128,Bucht::N,булан,затока
129,Bucht::N,далайн тохой,бухта
130,Bucht::N,далайн тохой,затока
131,Insel::N,арал,острів
132,Blume::N,цэцэг,квітка
133,Gras::N,өвс,трава
134,Gras::N,ногоо,трава
135,Wurzel::N,үндэс,корінь
136,Baum::N,мод,дерево
137,Stamm::N,иш,стовбур
138,Stamm::N,гуалин,стовбур
139,Rinde::N,холтос,кора
140,Ast::N,гишүү,гілка
141,Zweig::N,салаа,галузь
142,Blatt::N,навч,лист
143,Birke::N,хус,береза
144,Kiefer[Baum]::N,нарс,сосна
145,Weide[Baum]::N,уд,верба
146,Weide[Baum]::N,бургас,верба
147,Tanne::N,гачуур,ялиця
148,Horn::N,эвэр,ріг
149,Feder::N,өд,перо
150,Fell::N,арьс,хутро
151,Flügel::N,жигүүр,крило
152,Flügel::N,далавч,крило
153,Klaue::N,савар,кіготь
154,Klaue::N,хумс,кіготь
155,Kralle::N,савар,лапа
156,Schwanz::N,сүүл,хвіст
157,Ei::N,өндөг,яйце
158,Nest::N,үүр,гніздо
159,Bau::N,нүх,лігво
160,Bau::N,элүү,лігво
161,Tier::N,амьтан,тварина
162,Tier::N,адгуус,тварина
163,Herde::N,сүрэг,стадо
164,Kuh::N,үнээ,корова
165,Bulle::N,бух,бик
166,Bulle::N,бух,бугай
167,Pferd::N,морь,кінь
168,Pferd::N,адуу,кінь
169,Schaf::N,хонь,вівця
170,Schwein::N,гахай,свиня
171,Hund::N,нохой,собака
172,Katze::N,муур,кішка
173,Katze::N,мигуй,кішка
174,Bär::N,баавгай,ведмідь
175,Eichhörnchen::N,хэрэм,білка
176,Elch::N,хандгай,лось
177,Fuchs::N,үнэг,лисиця
178,Hase::N,туулай,заєць
179,Maus::N,хулгана,миша
180,Wolf::N,чоно,вовк
181,Vogel::N,шувуу,птах
182,Schwarm::N,сүрэг,зграя
183,Huhn::N,тахиа,курка
184,Hahn::N,эр тахиа,півень
185,Gans::N,галуу,гуска
186,Adler::N,бүргэд,орел
187,Ente::N,нугас,качка
188,Eule::N,ууль,сова
189,Kranich::N,тогоруу,журавель
190,Krähe::N,хэрээ,ворона
191,Kuckuck::N,хөхөө,зозуля
192,Schwan::N,хун,лебідь
193,Fisch::N,загас,риба
194,Barsch::N,алгана,окунь
195,Hecht::N,цурхай,щука
196,Schlange[Tier]::N,могой,змія
197,Wurm::N,өт,черв’як
198,Wurm::N,хорхой,черв’як
199,Spinne::N,аалз,павук
200,Ameise::N,шоргоолж,мурашка
201,Laus::N,бөөс,воша
202,Mücke::N,шумуул,комар
203,Fliege::N,ялаа,муха
204,Schmetterling::N,эрвээхэй,метелик
205,Beere::N,жимсгэнэ,ягода
206,Apfel::N,алим,яблуко
207,Pilz::N,мөөг,гриб
208,Zwiebel::N,сонгино,цибуля
209,Saat::N,тариа,сім’я
210,Korn::N,үр,зерно
211,Korn::N,мөхлөг,зерно
212,Heu::N,өвс,сіно
213,Schale::N,хальс,шкірка
214,Grube::N,алам,яма
215,Grube::N,нүх,яма
216,Falle::N,хавх,пастка
217,Falle::N,занга,пастка
218,Schlinge::N,урхи,петля
219,Spur::N,мөр,слід
220,Asche::N,үнс,зола
221,Asche::N,үнс,попіл
222,Dreck::N,хир,бруд
223,Eisen::N,төмөр,залізо
224,Gold::N,алт,золото
225,Silber::N,мөнгө,срібло
226,Kohle::N,нүүрс,вугілля
227,Glas::N,шил,скло
228,Lehm::N,шавар,глина
229,Sand::N,элс,пісок
230,Mensch::N,хүн,людина
231,Mann::N,эр,чоловік
232,Mann::N,эрэгтэй,чоловік
233,Frau::N,эмэгтэй,жінка
234,Frau::N,хатагтай,жінка
235,Kind::N,хүүхэд,дитина
236,Junge::N,хүү,хлопець
237,Mädchen::N,охин,дівчина
238,Mädchen::N,бүсгүй,дівчина
239,Familie::N,айл,сім’я
240,Familie::N,айл,родина
241,Großvater::N,өвгөн аав,дідусь
242,Großmutter::N,эмэг эх,бабуся
243,Großmutter::N,эмгээ,бабуся
244,Eltern::N,эцэг эх,батьки
245,Vater::N,аав,батько
246,Vater::N,эцэг,батько
247,Mutter::N,эх,мати
248,Mutter::N,ээж,мати
249,Sohn::N,хүү,син
250,Tochter::N,охин,дочка
251,Bruder::N,ах,брат
252,Bruder::N,дүү,брат
253,Schwester::N,эгч,сестра
254,Schwester::N,охин дүү,сестра
255,Onkel::N,авга ах,дядько
256,Onkel::N,нагац ах,дядько
257,Tante::N,авга эгч,тітка
258,Tante::N,нагац эгч,тітка
259,Ehemann::N,нөхөр,чоловік
260,Ehefrau::N,эхнэр,жінка
261,Ehefrau::N,эхнэр,дружина
262,Ehefrau::N,гэргий,жінка
263,Ehefrau::N,гэргий,дружина
264,Freude::N,баяр,радощі
265,Freude::N,баясгалан,радощі
266,Gelächter::N,инээдэм,сміх
267,Glück::N,жаргалан,щастя
268,Kummer::N,гаслан,горе
269,Wunsch::N,ерөөл,бажання
270,Lust::N,дур,бажання
271,Lust::N,хүсэл,бажання
272,Geist::N,оюун,дух
273,Gedanke::N,сэтгэл,думка
274,Gedächtnis::N,ой,пам’ять
275,Gedächtnis::N,цээж,пам’ять
276,Verstand::N,ухаан,розум
277,Sinn::N,утга,зміст
278,Sinn::N,утга,значення
279,Grund::N,учир,причина
280,Wahrheit::N,үнэн,правда
281,Gespräch::N,яриа,розмова
282,Märchen::N,явган үлгэр,байка
283,Erzählung::N,тууж,повість
284,Erzählung::N,тууж,оповідання
285,Nachricht::N,мэдээ,повідомлення
286,Neuigkeit::N,сонин,новина
287,Name::N,нэр,ім’я
288,Rätsel::N,оньсого,загадка
289,Rede::N,хэлсэн үг,промова
290,Sprache::N,хэл,мова
291,Stimme::N,дуу,голос
292,Wort::N,үг,слово
293,Zeichen::N,тамга,знак
294,Zeichen::N,тэмдэг,знак
295,Ruf::N,дуудлага,оклик
296,Lärm::N,шуугиан,шум
297,Lärm::N,чимээ,шум
298,Laut::N,анир,звук
299,Laut::N,дуу,звук
300,Ton::N,авиа,тон
301,Ton::N,аялгуу,тон
302,Lied::N,дуу,пісня
303,Ruhe::N,энх,спокій
304,Ruhe::N,тайван,спокій
305,Leute::N,хүмүүс,люди
306,Volk::N,улс,народ
307,Arbeit::N,ажил,робота
308,Arbeit::N,хөдөлмөр,робота
309,Gast::N,зочин,гість
310,Gast::N,айлчин,гість
311,Geschenk::N,бэлэг,подарунок
312,Spiel::N,наадам,гра
313,Spiel::N,тоглоом,гра
314,Gesellschaft::N,хамт байх,товариство
315,Hilfe::N,тусламж,допомога
316,Freund::N,найз,друг
317,Freund::N,найз,приятель
318,Freund::N,нөхөр,друг
319,Freund::N,нөхөр,приятель
320,Kamerad::N,хань,товариш
321,Kamerad::N,нөхөр,товариш
322,Angelegenheit::N,хэрэг,справа
323,Anzahl::N,тоо,число
324,Art::N,төрөл,рід
325,Art::N,янз,рід
326,Stück::N,хэсэг,кусок
327,Teil::N,хувь,частина
328,Teil::N,хэсэг,частина
329,Hälfte::N,хагас,половина
330,Kreis::N,тойрог,круг
331,Kreis::N,тойрог,коло
332,Kreis::N,хүрээ,круг
333,Kreis::N,хүрээ,коло
334,Kreuz::N,загалмай,хрест
335,Linie::N,шугам,лінія
336,Strich::N,зураас,штрих
337,Abstand::N,зай,проміжок
338,Entfernung::N,зай,відстань
339,Entfernung::N,хол ойр,відстань
340,Gegend::N,хавь,місцевість
341,Gegend::N,газар,місцевість
342,Platz::N,зай,площа
343,Platz::N,завсар,площа
344,Ort::N,газар,місце
345,Ort::N,байр,місце
346,Seite::N,тал,сторона
347,Seite::N,этгээд,сторона
348,Mitte::N,төв,середина
349,Mitte::N,дунд,середина
350,Gegenstand::N,юм,предмет
351,Sache::N,үйл,річ
352,Sache::N,хэрэг,річ
353,Rand::N,зах,край
354,Rand::N,хөвөө,край
355,Kante::N,ирмэг,ребро
356,Ecke::N,өнцөг,ріг
357,Spitze::N,үзүүр,кінчик
358,Ende::N,зах,кінець
359,Ende::N,үзүүр,кінець
360,Loch::N,цоорхой,діра
361,Loch::N,онгорхой,діра
362,Winkel::N,өнцөг,куток
363,Muster::N,хээ,узор
364,Muster::N,угалз,узор
365,Größe::N,хэмжээ,розмір
366,Länge::N,урт,довжина
367,Höhe::N,өндөр,висота
368,Gewicht::N,жин,вага
369,Menge::N,тоо,кількість
370,Haufen::N,бөөн,купа
371,Reihe::N,эгнээ,ряд
372,Boot::N,завь,човен
373,Ruder::N,сэлүүр,весло
374,Schlitten::N,чарга,сани
375,Ski::N,цана,лижа
376,Lagerfeuer::N,түүдэг,вогнище
377,Last::N,ачаа,тягар
378,Last::N,ачаа,вантаж
379,Gang::N,явдал,хід
380,Schritt::N,алхам,крок
381,Norden::N,умар,північ
382,Süden::N,урд,південь
383,Süden::N,өмнө,південь
384,Westen::N,өрнө,захід
385,Westen::N,баруун,захід
386,Osten::N,зүүн,схід
387,Osten::N,дорно,схід
388,Holz::N,мод,дрова
389,Brett::N,банз,дошка
390,Platte::N,хавтан,плита
391,Stütze::N,тулгуур,підпірка
392,Stütze::N,тулга,підпірка
393,Stange::N,сургааг,жердина
394,Stock::N,саваа,палиця
395,Stab::N,таяг,палиця
396,Rohr::N,хоолой,труба
397,Haus::N,гэр,дім
398,Haus::N,гэр,хата
399,Haus::N,байшин,дім
400,Haus::N,байшин,хата
401,Heim::N,гэр,житло
402,Ofen::N,зуух,піч
403,Ofen::N,пийшин,піч
404,Fußboden::N,шал,підлога
405,Tisch::N,ширээ,стіл
406,Stuhl::N,сандал,стілець
407,Wiege::N,өлгий,колиска
408,Bett::N,ор,ліжко
409,Bett::N,ор,постіль
410,Regal::N,тавиур,полиця
411,Kiste::N,авдар,ящик
412,Kiste::N,хайрцаг,ящик
413,Fenster::N,гэгээвч,вікно
414,Tür::N,үүд,двері
415,Tür::N,хаалга,двері
416,Tor::N,хаалга,ворота
417,Zaun::N,хашаа,паркан
418,Zaun::N,хашаа,огорожа
419,Dach::N,дээвэр,дах
420,Leiter::N,шат,драбина
421,Besen::N,хамуур,мітла
422,Besen::N,туужуу,мітла
423,Spaten::N,хүрз,заступ
424,Schaufel::N,хүрз,совок
425,Schaufel::N,хүрз,лопата
426,Gabel::N,сэрээ,виделка
427,Löffel::N,халбага,ложка
428,Messer::N,хутга,ніж
429,Nagel::N,хадаас,цвях
430,Netz::N,өөш,сіть
431,Netz::N,тор,сіть
432,Haken::N,гох,крюк
433,Griff::N,иш,ручка
434,Griff::N,иш,держак
435,Griff::N,сэнж,ручка
436,Griff::N,сэнж,держак
437,Schloss::N,цуурга,замок
438,Schloss::N,цоож,замок
439,Bild::N,зураг,картина
440,Figur::N,баримал,фігура
441,Puppe::N,хүүхэлдэй,лялька
442,Beutel::N,агсаа,мішечок
443,Beutel::N,агсаа,торбинка
444,Beutel::N,уут,мішечок
445,Beutel::N,уут,торбинка
446,Bündel::N,боодол,в’язка
447,Tasche::N,цүнх,сумка
448,Eimer::N,хөнөг,відро
449,Eimer::N,хувин,відро
450,Deckel::N,таг,кришка
451,Deckel::N,хавхаг,кришка
452,Geschirr::N,сав суулга,посуд
453,Sack::N,шуудай,мішок
454,Tasse::N,аяга,чашка
455,Topf::N,тогоо,горщик
456,Kessel::N,тогоо,котел
457,Essen::N,идээ,їжа
458,Nahrung::N,хүнс,харч
459,Speise::N,идээ,страва
460,Fleisch::N,мах,м’ясо
461,Getreide::N,будаа,хліб
462,Getreide::N,будаа,збіжжя
463,Brei::N,богшмол,каша
464,Brei::N,будаа,каша
465,Brot::N,талх,хліб
466,Scheibe::N,зүсэм,скибочка
467,Scheibe::N,хэрчим,скибочка
468,Fett::N,өөх,жир
469,Butter::N,тос,масло
470,Öl::N,тос,олія
471,Salz::N,давс,сіль
472,Suppe::N,шөл,суп
473,Honig::N,бал,мед
474,Milch::N,сүү,молоко
475,Tee::N,цай,чай
476,Leder::N,арьс,шкіра
477,Leder::N,савхи,шкіра
478,Wolle::N,ноос,шерсть
479,Wolle::N,унгас,шерсть
480,Stoff::N,бөс,тканина
481,Nadel::N,зүү,голка
482,Faden::N,боолт,нитка
483,Faden::N,утас,нитка
484,Knopf::N,товч,ґудзик
485,Knoten::N,зангилаа,вузол
486,Farbe::N,будаг,фарба
487,Kleidung::N,хувцас,одяг
488,Kleidung::N,хувцас,убрання
489,Hemd::N,цамц,сорочка
490,Kragen::N,зах заам,комір
491,Ärmel::N,ханцуй,рукав
492,Hose::N,өмд,брюки
493,Gürtel::N,бүс,пояс
494,Mütze::N,малгай,шапка
495,Mütze::N,бүрх,шапка
496,Schuh::N,туфли,ботинок
497,Stiefel::N,гутал,чобіт
498,Ring::N,бөгж,кільце
499,Band::N,тууз,стрічка
500,Kamm::N,сам,гребінець
501,Spiegel::N,толь,дзеркало
502,Riemen::N,тасам,ремінь
503,Riemen::N,сур,ремінь
504,Schnur::N,татлага,вірьовка
505,Leine::N,оосор,шворка
506,Decke::N,хөнжил,ковдра
507,Decke::N,хучлага,ковдра
508,Kissen::N,дэр,подушка
509,Tuch::N,алчуур,хустка
510,Tuch::N,даавуу,хустка
511,Handtuch::N,алчуур,рушник
512,Kraft::N,чадал,сила
513,Kraft::N,хүч,сила
514,Stärke::N,эрч,сила
515,Stärke::N,тэнхээ,сила
516,Gesundheit::N,бие,здоров’я
517,Gesundheit::N,эрүүл мэнд,здоров’я
518,Krankheit::N,эмгэг,хвороба
519,Schmerz::N,өвчин,біль
520,Wunde::N,шарх,рана
521,Fieber::N,халуун,гарячка
522,Arznei::N,эм,ліки
523,Brücke::N,гүүр,міст
524,Brunnen::N,худаг,колодязь
525,Weide::N,бэлчээр,пасовище
526,Pfad::N,жим,стежка
527,Pfad::N,зөрөг,стежка
528,Weg::N,зам,шлях
529,Weg::N,зам,дорога
530,Weg::N,харгуй,шлях
531,Weg::N,харгуй,дорога
532,Straße::N,зам,вулиця
533,Straße::N,харгуй,вулиця
534,Dorf::N,тосгон,село
535,Dorf::N,гацаа,село
536,Stadt::N,хот,місто
537,Brief::N,захидал,лист
538,Brief::N,захиа,лист
539,Buch::N,ном,книга
540,Buch::N,ном,книжка
541,Buch::N,бичиг,книга
542,Buch::N,бичиг,книжка
543,Buchstabe::N,үсэг,буква
544,Buchstabe::N,үсэг,літера
545,Zeitung::N,сонин,газета
546,Leben::N,амь,життя
547,Leben::N,амьдрал,життя
548,Tod::N,үхэл,смерть
549,Grab::N,булш,могила
550,Kirche::N,сүм,церква
551,Sünde::N,нүгэл,гріх
552,Sünde::N,хилэнц,гріх
553,Gott::N,бурхан,бог
554,Arbeiter::N,ажилчин,робітник
555,Arbeiter::N,хөдөлмөрчин,робітник
556,Chef::N,дарга,хазяїн
557,Meister::N,дархан,умілець
558,Arzt::N,эмч,лікар
559,Lehrer::N,багш,вчитель
560,Geld::N,цаас,гроші
561,Geld::N,мөнгө,гроші
562,Geschäft::N,наймаа,заняття
563,Laden::N,дэлгүүр,магазин
564,Laden::N,дэлгүүр,крамниця
565,Preis::N,үнэ,ціна
566,Ware::N,таваар,товар
567,Ware::N,бараа,товар
568,Nutzen::N,ашиг,вигода
569,Nutzen::N,ашиг,користь
570,Reichtum::N,баялаг,багатство
571,Welt::N,дэлхий,світ
572,Welt::N,орчлон,світ
573,Land::N,улс,країна
574,Land::N,орон,країна
575,Staat::N,төр,держава
576,Staat::N,гүрэн,держава
577,König::N,ван,король
578,Macht::N,засаг,влада
579,Grenze::N,хил,кордон
580,Krieg::N,дайн,війна
581,Feind::N,дайсан,ворог
582,Gewalt::N,хүчирхэх,насильство
583,Kampf::N,тэмцэл,бій
584,Kampf::N,тэмцэл,боротьба
585,Kampf::N,байлдаан,бій
586,Kampf::N,байлдаан,боротьба
587,Bogen[Waffe]::N,нум,лук
588,Pfeil::N,годил,стріла
589,Pfeil::N,сум,стріла
590,Gewehr::N,буу,рушниця
591,Gewehr::N,буу,гвинтівка
592,Fehler::N,эндэл,помилка
593,Fehler::N,алдаа,помилка
594,Lüge::N,худал,брехня
595,Schaden::N,хор,шкода
596,Schaden::N,хор,збиток
597,Schaden::N,хөнөөл,шкода
598,Schaden::N,хөнөөл,збиток
599,Unglück::N,гай,нещастя
600,Unglück::N,гамшиг,нещастя
601,Schuld::N,гэм,провина
602,Schuld::N,буруу,провина
603,Alter::N,нас,вік
604,Alter::N,нас,літа
605,Schluss::N,эцэс,кінець
606,Schluss::N,төгсгөл,кінець
607,Zeit::N,цаг,час
608,Tag::N,өдөр,день
609,Morgen::N,өглөө,ранок
610,Mittag::N,үд,південь
611,Abend::N,үдэш,вечір
612,Nacht::N,шөнө,ніч
613,Woche::N,долоо хоног,тиждень
614,Monat::N,сар,місяць
615,Jahr::N,жил,рік
616,Frühling::N,хавар,весна
617,Sommer::N,зун,літо
618,Herbst::N,намар,осінь
619,Winter::N,өвөл,зима
620,Januar::N,нэгдүгээр сар,січень
621,Februar::N,хоёрдугаар сар,лютий
622,März::N,гуравдугаар сар,березень
623,April::N,дөрөвдүгээр сар,квітень
624,Mai::N,тавдугаар сар,травень
625,Juni::N,зургаадугаар сар,червень
626,Juli::N,долдугаар сар,липень
627,August::N,наймдугаар сар,серпень
628,September::N,есдүгээр сар,вересень
629,Oktober::N,аравдугаар сар,жовтень
630,November::N,арван нэгдүгээр сар,листопад
631,Dezember::N,арван хоёрдугаар сар,грудень
632,Montag::N,даваа,понеділок
633,Dienstag::N,мягмар,вівторок
634,Mittwoch::N,лхагва,середа
635,Donnerstag::N,пүрэв,четвер
636,Freitag::N,баасан,п’ятниця
637,Samstag::N,бямба,субота
638,Sonntag::N,ням,неділя
639,groß::A,их,великий
640,groß::A,том,великий
641,klein::A,бага,малий
642,klein::A,бага,маленький
643,klein::A,жаахан,малий
644,klein::A,жаахан,маленький
645,lang::A,урт,довгий
646,kurz::A,охор,короткий
647,kurz::A,богино,короткий
648,breit::A,өргөн,широкий
649,schmal::A,уйтан,вузький
650,schmal::A,нарийн,вузький
651,dicht::A,нягт,густий
652,dicht::A,чигжүү,густий
653,dick[Gegenstand]::A,зузаан,товстий
654,dünn::A,нимгэн,тонкий
655,fein::A,нарийн,дрібний
656,fest::A,бөх,міцний
657,fest::A,хатуу,міцний
658,flach::A,хавтгай,плоский
659,glatt::A,цагаан,рівний
660,glatt::A,цагаан,гладенький
661,hart::A,хатуу,твердий
662,weich::A,зөөлөн,м’який
663,rund::A,дугуй,круглий
664,rund::A,дугариг,круглий
665,spitz::A,шовх,гострокінцевий
666,spitz::A,шовгор,гострокінцевий
667,scharf::A,хурц,гострий
668,scharf::A,иртэй,гострий
669,stumpf::A,мохоо,тупий
670,schwer::A,хүнд,важкий
671,schön::A,гуа,вродливий
672,schön::A,сайхан,вродливий
673,heiß::A,халуун,жаркий
674,heiß::A,халуун,гарячий
675,warm::A,дулаан,теплий
676,kalt::A,хүйтэн,холодний
677,kühl::A,сэрүүн,прохолодний
678,frisch::A,эрүүл,свіжий
679,frisch::A,жихүүн,свіжий
680,feucht::A,чийгтэй,вогкий
681,nass::A,нойтон,мокрий
682,trocken::A,хатсан,сухий
683,voll::A,дүүрэн,повний
684,leer::A,хоосон,пустий
685,offen::A,онгорхой,відкритий
686,geschlossen::A,битүү,закритий
687,geschlossen::A,битүү,зачинений
688,geschlossen::A,хаалтай,закритий
689,geschlossen::A,хаалтай,зачинений
690,sauber::A,цэвэр,чистий
691,sauber::A,цэвэр,охайний
692,sauber::A,хиргүй,чистий
693,sauber::A,хиргүй,охайний
694,schmutzig::A,бохир,брудний
695,schmutzig::A,хиртэй,брудний
696,roh::A,түүхий,сирий
697,reif::A,болсон,зрілий
698,lecker::A,амттай,смачний
699,süß::A,амттай,солодкий
700,süß::A,чихэрлэг,солодкий
701,bitter::A,гашуун,гіркий
702,sauer::A,эсгэлэн,кислий
703,hell::A,гэгээн,світлий
704,hell::A,гэрэлтэй,світлий
705,dunkel::A,бараан,темний
706,dunkel::A,харанхуй,темний
707,schwarz::A,хар,чорний
708,weiß::A,цагаан,сивий
709,rot::A,улаан,червоний
710,gelb::A,шар,жовтий
711,blau::A,хөх,синій
712,blau::A,цэнхэр,синій
713,grün::A,ногоон,зелений
714,grau::A,орог,сірий
715,grau::A,саарал,сірий
716,bunt::A,эрээн,барвистий
717,billig::A,хямд,дешевий
718,teuer::A,үнэтэй,дорогий
719,wertvoll::A,үнэт,цінний
720,blind::A,сохор,сліпий
721,taub::A,чих хатуу,глухий
722,kräftig::A,чийрэг,могутній
723,stark::A,хүчтэй,сильний
724,stark::A,чадалтай,сильний
725,schwach::A,сул,слабкий
726,fett::A,тарган,жирний
727,fett::A,тарган,товстий
728,fett::A,голигор,жирний
729,fett::A,голигор,товстий
730,schlank::A,голшиг,тонкий
731,schlank::A,голшиг,стрункий
732,hübsch::A,сайхан,чарівний
733,hübsch::A,хөөрхөн,чарівний
734,böse::A,муу,злий
735,böse::A,муу,лихий
736,böse::A,хортой,злий
737,böse::A,хортой,лихий
738,dumm::A,тэнэг,дурний
739,faul::A,залхуу,ледачий
740,fleißig::A,чармайлтгай,старанний
741,geizig::A,харамч,скупий
742,klug::A,цэцэн,мудрий
743,klug::A,цэцэн,розумний
744,geschickt::A,дүйтэй,умілий
745,lieb::A,хайрт,милий
746,lustig::A,цэнгэлтэй,веселий
747,sanft::A,наалинхай,лагідний
748,hungrig::A,өлөн,голодний
749,hungrig::A,өлссөн,голодний
750,krank::A,өвчтэй,слабий
751,nackt::A,нүцгэн,голий
752,traurig::A,гунигт,сумний
753,lebendig::A,амьд,живий
754,lebendig::A,амьтай,живий
755,gut::A,сайн,добрий
756,schlecht::A,муу,поганий
757,schlecht::A,муу,кепський
758,schlecht::A,өөдгүй,поганий
759,schlecht::A,өөдгүй,кепський
760,richtig::A,зөв,правильний
761,richtig::A,зүйтэй,правильний
762,schlimm::A,муухай,бридкий
763,wahr::A,үнэн,справжній
764,wahr::A,жинхэнэ,справжній
765,alt::A,хуучин,старий
766,neu::A,шинэ,новий
767,ehemalig::A,агсан,колишній
768,ehemalig::A,байсан,колишній
769,alt[Lebewesen]::A,өвгөн,старий
770,alt[Lebewesen]::A,хижээл,старий
771,jung::A,залуу,молодий
772,arm::A,ядуу,бідний
773,reich::A,баян,багатий
774,reich::A,баялаг,багатий
775,bekannt::A,танил,знайомий
776,berühmt::A,цуутай,славетний
777,berühmt::A,алдартай,славетний
778,fremd::A,харь,чужий
779,fremd::A,гадаад,чужий
780,verschieden::A,ондоо,різний
781,verschieden::A,янз янзын,різний
782,nah::A,ойрын,близький
783,nah::A,дөтийн,близький
784,fern::A,холын,далекий
785,linker::A,буруу,лівий
786,rechter::A,баруун,правий
787,anderer::A,өөр,інакший
788,anderer::A,нөгөө,інакший
789,erster::A,нэгдэх,перший
790,erster::A,нэгдүгээр,перший
791,zweiter::A,хоёрдугаар,другий
792,dritter::A,гуравдугаар,третій
793,letzter::A,сүүлийн,останній
794,allein::ADV,ганцаараа,сам
795,allein::ADV,ганцаараа,один
796,auf einmal::ADV,нэгмөсөн,відразу
797,zusammen::ADV,цуг,разом
798,zusammen::ADV,цуг,спільно
799,zusammen::ADV,хамт,разом
800,zusammen::ADV,хамт,спільно
801,lange::ADV,удаан,довго
802,plötzlich::ADV,гэнэт,раптом
803,sofort::ADV,дороо,зараз
804,später::ADV,дараа,пізніше
805,jetzt::ADV,өнөө,тепер
806,heute::ADV,өнөө,сьогодні
807,heute::ADV,өнөөдөр,сьогодні
