,Concept_ID,sah,cy
391,Fenster::N,түннүк,ffenestr
392,Tür::N,аан,drws
393,Tor::N,аан,porth
394,Zaun::N,соппулуот,ffens
395,Dach::N,кырыыса,to
396,Leiter::N,кирилиэс,ysgol
397,Besen::N,миинньик,ysgub
398,Spaten::N,күрдьэх,rhaw
399,Schaufel::N,күрдьэх,rhaw
400,Gabel::N,биилкэ,fforc
401,Löffel::N,луоска,llwy
402,Messer::N,быһах,cyllell
403,Nagel::N,тоһоҕо,hoel
404,Netz::N,илим,gwe
405,Netz::N,илим,rhwyd
406,Haken::N,көхө,bach
407,Griff::N,ук,carn
408,Griff::N,тутаах,carn
409,Schloss::N,күлүүс,clo
410,Bild::N,хартыына,llun
411,Bild::N,хартыына,pictiwr
412,Figur::N,фигура,ffigur
413,Puppe::N,куукула,dol
414,Beutel::N,мөһөөччук,cwd
415,Bündel::N,баайыы,bwndel
416,Bündel::N,баайыы,coflaid
417,Tasche::N,суумка,cod
418,Eimer::N,биэдэрэ,bwced
419,Eimer::N,биэдэрэ,cunnog
420,Deckel::N,хаппах,caead
421,Geschirr::N,иһит,llestri
422,Sack::N,куул,sach
423,Tasse::N,сэлиэнэй,cwpan
424,Topf::N,көстүрүүҥкэ,pot
425,Topf::N,көстүрүүҥкэ,crochan
426,Kessel::N,хочуол,tegell
427,Essen::N,аһылык,pryd o fwyd
428,Nahrung::N,ас,bwyd
429,Speise::N,аһылык,saig
430,Fleisch::N,эт,cig
431,Getreide::N,злактар,ŷd
432,Getreide::N,злактар,llafur
433,Brei::N,хааһы,uwd
434,Brot::N,килиэп,bara
435,Scheibe::N,куһуок,tafell
436,Fett::N,сыа,saim
437,Fett::N,сыа,braster
438,Butter::N,арыы,ymenyn
439,Öl::N,арыы,olew
440,Salz::N,туус,halen
441,Suppe::N,мин,cawl
442,Honig::N,мүөт,mêl
443,Milch::N,үүт,llaeth
444,Milch::N,үүт,llefrith
445,Tee::N,чэй,te
446,Leder::N,тирии,lledr
447,Wolle::N,түү,gwlân
448,Stoff::N,таҥас,lliain
449,Stoff::N,таҥас,brethyn
450,Nadel::N,иннэ,nodwydd
451,Faden::N,сап,edau
452,Faden::N,сап,edefyn
453,Knopf::N,тимэх,botwm
454,Knoten::N,түмүк,cwlwm
455,Farbe::N,кырааска,paent
456,Kleidung::N,таҥас,dillad
457,Kleidung::N,таҥас,gwisgoedd
458,Hemd::N,ырбаахы,crys
459,Kragen::N,саҕа,coler
460,Ärmel::N,сиэх,llawes
461,Hose::N,ыстаан,trowsus
462,Hose::N,бүрүүкэ,trowsus
463,Gürtel::N,кур,gwregys
464,Mütze::N,бэргэһэ,cap
465,Schuh::N,бачыыҥка,esgid
466,Stiefel::N,саппыкы,botasen
467,Ring::N,биһилэх,modrwy
468,Band::N,лиэнтэ,rhuban
469,Kamm::N,тараах,crib
470,Spiegel::N,сиэркилэ,drych
471,Riemen::N,кур,strap
472,Schnur::N,быа,llinyn
473,Leine::N,тэһиин,tennyn
474,Decke::N,суорҕан,blanced
475,Decke::N,суорҕан,gwrthban
476,Kissen::N,сыттык,clustog
477,Kissen::N,сыттык,gobennydd
478,Tuch::N,былаат,sgarff
479,Handtuch::N,соттор,tywel
480,Handtuch::N,соттор,lliain sychu
481,Kraft::N,сыра,grym
482,Stärke::N,күүс,nerth
483,Stärke::N,күүс,cryfder
484,Gesundheit::N,доруобуйа,iechyd
485,Krankheit::N,ыарыы,afiechyd
486,Krankheit::N,ыарыы,anhwylder
487,Schmerz::N,ыарыы,poen
488,Schmerz::N,ыарыы,gwayw
489,Wunde::N,баас,clwyf
490,Fieber::N,түрүлгэн,twymyn
491,Fieber::N,лихорадка,twymyn
492,Fieber::N,температура,twymyn
493,Arznei::N,эмп,meddyginiaeth
494,Brücke::N,күргэ,pont
495,Brunnen::N,холуодьас,ffynnon
496,Weide::N,мэччирэҥ,porfa
497,Pfad::N,ыллык,llwybr
498,Weg::N,суол,ffordd
499,Straße::N,суол,heol
500,Straße::N,суол,ffordd
501,Dorf::N,дэриэбинэ,pentref
502,Stadt::N,куорат,tref
503,Brief::N,сурук,llythyr
504,Buch::N,кинигэ,llyfr
505,Buchstabe::N,буква,llythyren
506,Zeitung::N,хаһыат,papur newydd
507,Leben::N,тыын,bywyd
508,Tod::N,өлүү,marwolaeth
509,Grab::N,иин,bedd
510,Kirche::N,таҥара дьиэтэ,eglwys
511,Sünde::N,айыы,pechod
512,Gott::N,тангара,duw
513,Arbeiter::N,үлэһит,gweithiwr
514,Chef::N,баһылык,pennaeth
515,Chef::N,начальник,pennaeth
516,Meister::N,уус,meistr
517,Meister::N,маастар,meistr
518,Arzt::N,врач,meddyg
519,Lehrer::N,учуутал,athro
520,Geld::N,харчы,pres
521,Geld::N,харчы,arian
522,Geschäft::N,идэ,busnes
523,Laden::N,маҕаһыын,siop
524,Preis::N,сыана,pris
525,Ware::N,табаар,nwydd
526,Nutzen::N,туһа,elw
527,Nutzen::N,туһа,budd
528,Reichtum::N,баай,cyfoeth
529,Welt::N,аан дойду,byd
530,Land::N,дойду,gwlad
531,Staat::N,государство,gwladwriaeth
532,König::N,король,brenin
533,Macht::N,былаас,grym
534,Macht::N,былаас,awdurdod
535,Grenze::N,кыраныысса,ffin
536,Grenze::N,кыраныысса,goror
537,Krieg::N,сэрии,rhyfel
538,Feind::N,өстөөх,gelyn
539,Gewalt::N,күүһүлээһин,ffyrnigrwydd
540,Kampf::N,охсуһуу,brwydr
541,Bogen[Waffe]::N,ох,bwa
542,Pfeil::N,ох,saeth
543,Gewehr::N,саа,dryll
544,Fehler::N,сыыһа,gwall
545,Fehler::N,сыыһа,camgymeriad
546,Lüge::N,сымыйа,celwydd
547,Lüge::N,сымыйа,anwiredd
548,Schaden::N,хоромньу,niwed
549,Schaden::N,хоромньу,difrod
550,Unglück::N,алдьархай,anffawd
551,Schuld::N,буруй,bai
552,Alter::N,саас,oed
553,Schluss::N,тиһэх,diwedd
554,Zeit::N,бириэмэ,amser
555,Tag::N,күн,dydd
556,Tag::N,күн,diwrnod
557,Morgen::N,сарсыарда,bore
558,Mittag::N,күн ортото,nawn
559,Abend::N,киэһэ,noswaith
560,Nacht::N,түүн,nos
561,Woche::N,нэдиэлэ,wythnos
562,Monat::N,ый,mis
563,Jahr::N,сыл,blwyddyn
564,Jahr::N,дьыл,blwyddyn
565,Frühling::N,саас,gwanwyn
566,Sommer::N,сайын,haf
567,Herbst::N,күһүн,hydref
568,Winter::N,кыһын,gaeaf
569,Januar::N,тохсунньу,Ionawr
570,Februar::N,олунньу,Chwefror
571,März::N,кулун тутар,Mawrth
572,April::N,муус устар ый,Ebrill
573,Mai::N,ыам ыйа,Mai
574,Juni::N,бэс ыйа,Mehefin
575,Juli::N,от ыйа,Gorffennaf
576,August::N,атырдьах ыйа,Awst
577,September::N,балаҕан ыйа,Medi
578,Oktober::N,алтынньы,Hydref
579,November::N,сэтинньи,Tachwedd
580,Dezember::N,ахсынньы,Rhagfyr
581,Montag::N,бэнидиэнньик,dydd Llun
582,Dienstag::N,оптуорунньук,dydd Mawrth
583,Mittwoch::N,сэрэдэ,dydd Mercher
584,Donnerstag::N,чэппиэр,dydd Iau
585,Freitag::N,бээтинсэ,dydd Gwener
586,Samstag::N,субуота,dydd Sadwrn
587,Sonntag::N,баскыһыанньа,dydd Sul
588,groß::A,бөдөҥ,mawr
589,groß::A,улахан,mawr
590,klein::A,кыр,bach
591,lang::A,уһун,hir
592,kurz::A,кылгас,byr
593,kurz::A,кылгас,cwta
594,breit::A,кэтит,llydan
595,schmal::A,кыараҕас,cul
596,dicht::A,хойуу,dwys
597,dick[Gegenstand]::A,суон,trwchus
598,dick[Gegenstand]::A,хойуу,trwchus
599,dünn::A,чараас,tenau
600,fein::A,бытархай,main
601,fein::A,синньигес,main
602,fest::A,бөҕө,cadarn
603,fest::A,кытаанах,cadarn
604,flach::A,хаптаҕай,gwastad
605,glatt::A,кылааккай,llyfn
606,hart::A,хатан,caled
607,hart::A,кытаанах,caled
608,weich::A,сымнаҕас,meddal
609,rund::A,төгүрүк,crwn
610,spitz::A,сытыы,pigfain
611,spitz::A,уһуктаах,pigfain
612,scharf::A,сытыы,miniog
613,stumpf::A,сыппах,pŵl
614,schwer::A,ыарахан,trwm
615,schön::A,кыраһыабай,teg
616,schön::A,кыраһыабай,hardd
617,schön::A,кыраһыабай,prydferth
618,heiß::A,итии,poeth
619,warm::A,ичигэс,twym
620,warm::A,ичигэс,cynnes
621,kalt::A,тымныы,oer
622,kühl::A,сөрүүн,oeraidd
623,frisch::A,ыраас,iach
624,frisch::A,сөрүүн,iach
625,frisch::A,тымныы,iach
626,feucht::A,сииктээх,llaith
627,nass::A,инчэҕэй,gwlyb
628,trocken::A,кураан,sych
629,voll::A,толору,llawn
630,leer::A,иччитэх,gwag
631,offen::A,аһаҕас,agored
632,geschlossen::A,бүтэй,caead
633,geschlossen::A,бүтэй,caeëdig
634,sauber::A,сэбэр,glân
635,schmutzig::A,кирдээх,budr
636,schmutzig::A,кирдээх,brwnt
637,roh::A,сиикэй,amrwd
638,reif::A,буспут,aeddfed
639,reif::A,сиппит-хоппут,aeddfed
640,lecker::A,минньигэс,blasus
641,lecker::A,минньигэс,danteithiol
642,süß::A,минньигэс,melys
643,bitter::A,аһыы,chwerw
644,sauer::A,аһыы,sur
645,hell::A,сырдык,disglair
646,dunkel::A,хараҥа,tywyll
647,schwarz::A,хара,du
648,weiß::A,үрүҥ,gwyn
649,weiß::A,маҥан,gwyn
650,rot::A,кыһыл,coch
651,gelb::A,саһархай,melyn
652,blau::A,күөх,glas
653,grün::A,күөх,gwyrdd
654,grün::A,от күөҕэ,gwyrdd
655,grau::A,сиэрэй,llwyd
656,bunt::A,эриэн,lliwgar
657,billig::A,чэпчэки,rhad
658,teuer::A,сыаналаах,drud
659,wertvoll::A,сыаналаах,gwerthfawr
660,blind::A,хараҕа суох,dall
661,taub::A,дьүлэй,byddar
662,kräftig::A,модун,nerthol
663,kräftig::A,модун,grymus
664,stark::A,күүстээх,cryf
665,stark::A,күүстээх,cadarn
666,schwach::A,мөлтөх,gwan
667,fett::A,эмис,tew
668,schlank::A,дьылҕан,main
669,schlank::A,дьыпсаҕай,main
670,hübsch::A,олус кэрэ,tlws
671,hübsch::A,көрүөхтэн үчүгэй,tlws
672,böse::A,өһүөннээх,drwg
673,dumm::A,акаары,twp
674,faul::A,нэс,diog
675,fleißig::A,кыһамньылаах,dyfal
676,geizig::A,иҥсэлээх,crintach
677,geizig::A,иҥсэлээх,cybyddlyd
678,klug::A,өйдөөх,deallus
679,geschickt::A,наһаа дьоҕурдаах,medrus
680,geschickt::A,наһаа дьоҕурдаах,deheuig
681,lieb::A,тапталлаах,hoff
682,lieb::A,тапталлаах,annwyl
683,lustig::A,көрдөөх,llon
684,sanft::A,намчы,mwyn
685,sanft::A,сымнаҕас,mwyn
686,hungrig::A,аччык,newynog
687,krank::A,ыалдьар,sâl
688,krank::A,ыалдьар,gwael
689,nackt::A,сыгынньах,noeth
690,traurig::A,санаарҕабыллаах,trist
691,lebendig::A,тыыннаах,yn fyw
692,gut::A,үтүө,da
693,gut::A,үчүгэй,da
694,schlecht::A,куһаҕан,drwg
695,schlecht::A,куһаҕан,gwael
696,richtig::A,сөп,cywir
697,schlimm::A,сидьиҥ,enbyd
698,schlimm::A,быдьар,enbyd
699,wahr::A,кырдьык,gwir
700,alt::A,былыргы,hen
701,neu::A,саҥа,newydd
702,ehemalig::A,урукку,blaenorol
703,alt[Lebewesen]::A,кырдьаҕас,oedrannus
704,jung::A,эдэр,ifanc
705,arm::A,дьадаҥы,tlawd
706,reich::A,баай,cyfoethog
707,bekannt::A,билэр,cynefin
708,bekannt::A,билэр,cyfarwydd
709,berühmt::A,аатырбыт,enwog
710,fremd::A,атын,estron
711,verschieden::A,араас,gwahanol
712,nah::A,чугас,agos
713,fern::A,ыраах,pell
714,linker::A,хаҥас,aswy
715,linker::A,хаҥас,chwith
716,rechter::A,уҥа,de
717,rechter::A,уҥа,deau
718,anderer::A,атын,arall
719,erster::A,маҥнайгы,cyntaf
720,zweiter::A,иккис,ail
721,dritter::A,үһүс,trydydd
722,letzter::A,тиһэх,olaf
723,allein::ADV,соҕотох,unig
724,allein::ADV,соҕотох,ar ei ben ei hun
725,auf einmal::ADV,биирдэ,ar yr un pryd
726,zusammen::ADV,холбуу,ynghyd
727,zusammen::ADV,холбуу,gyda'i gilydd
728,lange::ADV,уһуннук,amser hir
729,plötzlich::ADV,эмискэ,yn sydyn
730,sofort::ADV,тута,ar unwaith
731,später::ADV,хойут,yn ddiweddarach
732,jetzt::ADV,билигин,yn awr
733,heute::ADV,бүгүн,heddiw
734,morgen::ADV,сарсын,yfory
735,bald::ADV,өтөр,yn fuan
736,bald::ADV,өтөр,gyda hyn
737,dann::ADV,кэнна,yna
738,dann::ADV,кэнна,y pryd hwnnw
739,gestern::ADV,бэҕэһээ,ddoe
740,einst::ADV,биир төгүл,gynt
741,einst::ADV,арай биирдэ,gynt
742,damals::ADV,оччоҕо,ar y pryd
743,damals::ADV,оччоҕо,bryd hynny
744,danach::ADV,аары,wedyn
745,danach::ADV,ол кэнниттэн,wedyn
746,vorher::ADV,урут,o'r blaen
747,zuerst::ADV,маҥнай,yn gyntaf
748,einmal::ADV,биирдэ,unwaith
749,manchmal::ADV,арыт,weithiau
750,manchmal::ADV,арыт,ar brydiau
751,oft::ADV,чаастатык,yn aml
752,oft::ADV,чаастатык,yn fynych
