,Concept_ID,mhr,xal
107,Anhöhe::N,тӧва́,хамр
108,Anhöhe::N,кӱкшака́,хамр
109,Berg::N,ку́рык,уул
110,Gipfel::N,чаҥга́,ора
111,Gipfel::N,курыкву́й,ора
112,Höhle::N,пеще́р,хадин көндә
113,Höhle::N,курыкпо́мыш,хадин көндә
114,Abhang::N,та́йыл,ташу
115,Quelle::N,важ,булг
116,Quelle::N,вӱдшинча́,булг
117,Bach::N,изэҥе́р,һооҗур
118,Fluss::N,эҥе́р,һол
119,Ufer::N,сер,көвә
120,Küste::N,вӱдтӱ́р,көвә
121,Küste::N,вӱдтӱ́р,теңгсин көвә
122,Festland::N,мла́нде,хүүрә һазр
123,Meer::N,те́ҥыз,теңгс
124,Bucht::N,икса́,цекә
125,Bucht::N,икса́,теңгсин цекә
126,Insel::N,отро́,арл
127,Blume::N,пеле́дыш,цецг
128,Gras::N,шу́до,ноһан
129,Wurzel::N,вож,уңг
130,Baum::N,пуше́ҥге,модн
131,Stamm::N,йы́тыр,шилв
132,Stamm::N,йы́тыр,һол модн
133,Rinde::N,шӱм,көрсн
134,Ast::N,укш,ац
135,Zweig::N,торма́к,ац
136,Blatt::N,лышта́ш,хамтхасн
137,Birke::N,куэ́,хусм модн
138,Kiefer[Baum]::N,пӱ́нчӧ,шар харһа
139,Weide[Baum]::N,уа́,удн
140,Tanne::N,кож,җөөлн цаһан модн
141,Horn::N,шур,өвр
142,Feder::N,пы́стыл,өрвлг
143,Fell::N,кова́ште,арсн
144,Flügel::N,шу́лдыр,җивр
145,Klaue::N,кӱч,хумсн
146,Kralle::N,ла́па,тавг
147,Kralle::N,копа́,тавг
148,Schwanz::N,поч,сүл
149,Ei::N,му́но,өндгн
150,Nest::N,пыжа́ш,үр
151,Bau::N,пыжа́ш,нүкн
152,Tier::N,я́нлык,мал
153,Tier::N,живо́тный,мал
154,Herde::N,кӱ́тӱ,сүрг мал
155,Herde::N,тӱшка́,сүрг мал
156,Kuh::N,ушка́л,үкр
157,Bulle::N,ӱ́шкыж,бух
158,Pferd::N,и́мне,мөрн
159,Schaf::N,шо́рык,хөн
160,Schwein::N,сӧсна́,һаха
161,Hund::N,пий,ноха
162,Katze::N,пы́рыс,мис
163,Bär::N,маска́,аю
164,Eichhörnchen::N,ур,кермн
165,Elch::N,шо́рдо,хандһа
166,Fuchs::N,ры́выж,арат
167,Hase::N,мера́ҥ,туула
168,Maus::N,коля́,хулһн
169,Wolf::N,пи́ре,чон
170,Vogel::N,ка́йык,шовун
171,Schwarm::N,каша́к,зел
172,Huhn::N,чы́ве,така
173,Hahn::N,агыта́н,эр така
174,Gans::N,ко́мбо,һалун
175,Adler::N,карагу́ш,һәрд
176,Ente::N,лу́до,нуһсн
177,Eule::N,тумна́,һурвлһ
178,Kranich::N,турня́,тоһрун
179,Krähe::N,кора́к,шаазһа
180,Kuckuck::N,куку́,эргин хуцдг
181,Schwan::N,йӱ́ксӧ,хун
182,Fisch::N,кол,заһсн
183,Barsch::N,ола́ҥге,шүрг
184,Hecht::N,нуж,цурх
185,Hecht::N,чорта́н,цурх
186,Schlange[Tier]::N,ки́шке,моһа
187,Wurm::N,шукш,өтн
188,Spinne::N,эҥыре́мыш,аралҗн
189,Ameise::N,ку́тко,шорһлҗн
190,Laus::N,тий,бөөсн
191,Mücke::N,шыҥа́,бөкүн
192,Fliege::N,ка́рме,батхн
193,Schmetterling::N,лы́ве,эрвәкә
194,Beere::N,мӧр,бөөлҗрһн
195,Apfel::N,олма́,альмн
196,Pilz::N,по́ҥго,теңгрин ки
197,Zwiebel::N,шога́н,мәңгрснә толһа
198,Saat::N,нӧ́шмӧ,буудян экн
199,Saat::N,туш,буудян экн
200,Korn::N,шу́рно,экн
201,Heu::N,шу́до,өвсн
202,Schale::N,шӱм,хальсн
203,Grube::N,выне́м,нүкн
204,Falle::N,лӧ́дӧ,урх
205,Falle::N,лӧ́дӧ,хавх
206,Schlinge::N,о́птыш,бүтү
207,Schlinge::N,шӧрга́лтыш,бүтү
208,Spur::N,кыша́,мөр
209,Asche::N,ло́мыж,үмсн
210,Dreck::N,лавыра́,бальчг
211,Eisen::N,кӱ́ртньӧ,төмр
212,Gold::N,шӧ́ртньӧ,алтн
213,Silber::N,ший,мөңгн
214,Silber::N,ший,цаһан мөңгн
215,Kohle::N,мландышӱ́й,нүүрсн
216,Glas::N,янда́,шил
217,Lehm::N,шун,шавр
218,Sand::N,ошма́,элсн
219,Mensch::N,еҥ,күн
220,Mensch::N,еҥ,күмн
221,Mensch::N,айде́ме,күн
222,Mensch::N,айде́ме,күмн
223,Mann::N,пӧръе́ҥ,эр
224,Frau::N,ӱдырама́ш,күүкд күн
225,Kind::N,аза́,үрн
226,Junge::N,рве́зе,көвүн
227,Mädchen::N,ӱдыра́ш,бичкн күүкн
228,Familie::N,еш,бүл
229,Großvater::N,коча́,өвк эцк
230,Großvater::N,коча́,наһц эцк
231,Großmutter::N,кова́,эмг эк
232,Großmutter::N,кова́,наһц эк
233,Eltern::N,ача́-ава́,эк эцк хойр
234,Vater::N,ача́,эцк
235,Mutter::N,ава́,эк
236,Sohn::N,э́рге,көвүн
237,Tochter::N,ӱ́дыр,күүкн
238,Bruder::N,иза́,дү көвүн
239,Bruder::N,шо́льо,дү көвүн
240,Schwester::N,ака́,эгч
241,Schwester::N,ака́,дү күүкн
242,Onkel::N,иза́,авһ
243,Onkel::N,иза́,наһцх
244,Tante::N,кока́,наһц эгч
245,Ehemann::N,мари́й,залу
246,Ehefrau::N,ва́те,гергн
247,Freude::N,куа́н,байр
248,Freude::N,куаныма́ш,байр
249,Gelächter::N,во́штылтыш,инәдн
250,Glück::N,пиа́л,җирһл
251,Glück::N,пиа́л,сәәхн җирһл
252,Kummer::N,о́йго,зовлң
253,Wunsch::N,ку́мыл,дурн
254,Lust::N,ку́мыл,җилвтлһн
255,Geist::N,ӧрт,зөрг
256,Geist::N,чон,зөрг
257,Gedanke::N,ой,ухан
258,Gedanke::N,шоныма́ш,ухан
259,Gedächtnis::N,шарныма́ш,чееҗин тодлвр
260,Verstand::N,уш,ухан
261,Sinn::N,смысл,учр-утх
262,Grund::N,ама́л,учр
263,Grund::N,ама́л,шалтан
264,Wahrheit::N,чын,үнн
265,Gespräch::N,мутланыма́ш,күүндвүр
266,Märchen::N,йома́к,тууль
267,Erzählung::N,ойлыма́ш,келвр
268,Nachricht::N,увертарыма́ш,медүллһн
269,Neuigkeit::N,уве́р,зәңг
270,Name::N,лӱм,нерн
271,Rätsel::N,ту́што,тәәлвртә тууль
272,Rede::N,ойлыма́ш,келлһн
273,Sprache::N,йы́лме,келн
274,Stimme::N,йӱк,дун
275,Wort::N,ой,үг
276,Wort::N,мут,үг
277,Zeichen::N,ти́ште,темдг
278,Zeichen::N,знак,темдг
279,Ruf::N,ӱжма́ш,дуудлһн
280,Lärm::N,лӱшкыма́ш,шууган
281,Lärm::N,йӱк-йӱа́н,шууган
282,Laut::N,йӱк,ә
283,Ton::N,йӱксе́м,дун
284,Lied::N,му́ро,дун
285,Ruhe::N,ты́мык,амулң
286,Leute::N,еҥ-влак,әмтн
287,Volk::N,ка́лык,улс
288,Arbeit::N,паша́,көдлмш
289,Gast::N,уна́,гиич
290,Geschenk::N,пӧле́к,белг
291,Spiel::N,мо́дыш,наадн
292,Spiel::N,модма́ш,наадн
293,Gesellschaft::N,тӱшка́,олн
294,Hilfe::N,по́лыш,нөкд
295,Freund::N,таҥ,иньг
296,Freund::N,йолта́ш,иньг
297,Kamerad::N,таҥ,үр
298,Angelegenheit::N,паша́,керг
299,Anzahl::N,чот,то
300,Art::N,вид,зүүл
301,Stück::N,ка́тыш,хусг
302,Stück::N,ла́стык,хусг
303,Teil::N,ужа́ш,хүв
304,Hälfte::N,пел,өрәл
305,Hälfte::N,пе́ле,өрәл
306,Kreis::N,ты́ртыш,төгрг
307,Kreuz::N,ыре́с,кирс
308,Linie::N,ли́ний,зурасн
309,Strich::N,коре́ш,татасн
310,Abstand::N,кокла́,зә
311,Entfernung::N,тора́,һазр
312,Entfernung::N,ку́жыт,һазр
313,Gegend::N,кунде́м,һазр
314,Platz::N,ку́мдык,зә
315,Ort::N,вер,бәәрн
316,Ort::N,о́лмо,бәәрн
317,Seite::N,ӧ́рдыж,тал
318,Seite::N,ӧ́рдыж,хаҗу
319,Seite::N,ӧ́рдыж,хәврһ
320,Mitte::N,покше́л,дунд
321,Gegenstand::N,наста́,юмн
322,Sache::N,наста́,юмн
323,Rand::N,тӱр,зах
324,Kante::N,тӱр,ирмәг
325,Ecke::N,лук,өнцг
326,Spitze::N,вуй,үзүр
327,Ende::N,муча́ш,үзүр
328,Loch::N,рож,хаһрха
329,Winkel::N,лук,булң
330,Muster::N,пеза́к,намч
331,Muster::N,узо́р,намч
332,Muster::N,ӱ́лгӧ,намч
333,Größe::N,кӱ́кшыт,кемҗән
334,Länge::N,ку́тыш,ут
335,Höhe::N,кӱ́кшыт,өндр
336,Gewicht::N,не́лыт,күнд
337,Gewicht::N,не́лыт,чиңнүр
338,Menge::N,чот,ик
339,Haufen::N,кы́шыл,ова
340,Reihe::N,рада́м,зерг
341,Reihe::N,рада́м,зерглән
342,Boot::N,пуш,оңһц
343,Ruder::N,эшка́к,хәәв
344,Schlitten::N,тер,цан
345,Schlitten::N,изде́р,цан
346,Ski::N,е́че,лыҗ
347,Lagerfeuer::N,туло́то,костёр
348,Last::N,нӧ́лтыш,күнд
349,Gang::N,ошкылма́ш,йовлһн
350,Schritt::N,о́шкыл,ишкм
351,Norden::N,йӱдйыма́л,ар үзг
352,Süden::N,кечывалве́л,өмн
353,Süden::N,кечывалве́л,өмн үзг
354,Westen::N,касве́л,барун
355,Westen::N,касве́л,барун үзг
356,Osten::N,эрве́л,зүн
357,Osten::N,эрве́л,зүн үзг
358,Holz::N,пу,модн
359,Brett::N,оҥа́,харһа
360,Platte::N,аста́р,хавтха чолун
361,Stütze::N,чара́к,тулг
362,Stange::N,лома́ш,уньн
363,Stock::N,тоя́,модн
364,Stab::N,вара́,шуург
365,Stab::N,кашта́,шуург
366,Rohr::N,пуч,турва
367,Haus::N,пӧрт,гер
368,Heim::N,мӧ́ҥгӧ,гер-бул
369,Ofen::N,комака́,беш
370,Fußboden::N,кӱва́р,девскр
371,Tisch::N,ӱсте́л,ширә
372,Stuhl::N,пӱке́н,стул
373,Wiege::N,шепка́,өлгә
374,Wiege::N,шепка́,дүүҗң
375,Bett::N,ва́кшыш,орн
376,Bett::N,ва́кшыш,орндг
377,Regal::N,шӧ́рлык,таг
378,Regal::N,шӧ́рлык,тәвц
379,Kiste::N,шо́ндык,яршг
380,Kiste::N,я́шлык,яршг
381,Fenster::N,окна́,терз
382,Tür::N,омса́,үүдн
383,Tor::N,капка́,үүдн
384,Tor::N,капка́,өргн үүдн
385,Tor::N,капка́,хашан үүдн
386,Zaun::N,сава́р,хаша
387,Dach::N,леве́дыш,деевр
388,Leiter::N,тошка́лтыш,шат
389,Leiter::N,тошка́лтыш,давшур
390,Besen::N,ӱштерво́штыр,сәвүр
391,Spaten::N,ко́льмо,күрз
392,Schaufel::N,сово́к,совг
393,Schaufel::N,су́ско,совг
394,Gabel::N,ви́лке,серә
395,Löffel::N,па́не,ухр
396,Löffel::N,совла́,ухр
397,Messer::N,кӱ́зӧ,утх
398,Nagel::N,пуда́,хадасн
399,Netz::N,вапш,гөлм
400,Haken::N,са́гыле,дегә
401,Griff::N,кыл,иш
402,Griff::N,кыл,бәрүл
403,Schloss::N,кӧгӧ́н,оньс
404,Bild::N,сӱре́т,зург
405,Figur::N,фигу́р,фигур
406,Puppe::N,курча́к,наадһа
407,Beutel::N,меша́к,мишг
408,Bündel::N,арша́ш,багла
409,Bündel::N,арша́ш,боодһа
410,Tasche::N,сумка́,сумк
411,Eimer::N,ведра́,суулһ
412,Deckel::N,ко́мдыш,бүркәсн
413,Geschirr::N,а́те,сав
414,Geschirr::N,а́те,сав-сарх
415,Sack::N,куль,мишг
416,Sack::N,меша́к,мишг
417,Tasse::N,чу́кыр,ааһ
418,Tasse::N,чашка́,ааһ
419,Topf::N,ми́ске,кастрюль
420,Kessel::N,под,хәәсн
421,Essen::N,ко́чкыш,зоогллһн
422,Nahrung::N,ку́рго,теҗәл
423,Speise::N,ко́чкыш,хот
424,Fleisch::N,шыл,махн
425,Getreide::N,шу́рно,хот болҗ эдлгддг цецгүдтә урһмл
426,Brei::N,пу́чымыш,хаш
427,Brot::N,ки́нде,өдмг
428,Scheibe::N,ка́тыш,зүсм
429,Fett::N,коя́,өөкн
430,Butter::N,ӱй,тосн
431,Öl::N,ӱй,тосн
432,Salz::N,шинча́л,давсн
433,Suppe::N,шӱр,шөлн
434,Honig::N,мӱй,бал
435,Milch::N,шӧр,үсн
436,Tee::N,чай,цә
437,Leder::N,сура́н,арсн
438,Leder::N,шӱ́штӧ,арсн
439,Wolle::N,пун,утцн
440,Wolle::N,пун,эд
441,Stoff::N,куэ́м,эд
442,Stoff::N,посто́,эд
443,Nadel::N,и́ме,зүн
444,Faden::N,шӱ́ртӧ,утцн
445,Knopf::N,по́лдыш,товч
446,Knoten::N,пышке́м,зәңгдә
447,Farbe::N,чия́,будг
448,Kleidung::N,чие́м,хувцн
449,Kleidung::N,чие́м,хувц-хунр
450,Kleidung::N,вурге́м,хувцн
451,Kleidung::N,вурге́м,хувц-хунр
452,Hemd::N,ту́выр,киилг
453,Kragen::N,сога́,зах
454,Ärmel::N,шокш,ханцн
455,Hose::N,йола́ш,шалвур
456,Gürtel::N,ӱ́штӧ,бүс
457,Mütze::N,упш,махла
458,Schuh::N,боти́нке,башмгуд
459,Stiefel::N,кем,һосн
460,Ring::N,шерга́ш,билцг
461,Band::N,тасма́,лент
462,Band::N,ле́нте,лент
463,Kamm::N,шерге́,сам
464,Spiegel::N,вошто́нчыш,толь
465,Riemen::N,кӱзанӱ́штӧ,бүс
466,Schnur::N,кере́м,деесн
467,Schnur::N,кандыра́,деесн
468,Leine::N,вӱра́ҥ,бурнтг
469,Leine::N,вӱра́ҥ,нохан көтлвр
470,Decke::N,леве́дыш,көнҗл
471,Decke::N,одея́л,көнҗл
472,Kissen::N,кӱ́пчык,дер
473,Tuch::N,шо́выч,альчур
474,Handtuch::N,со́лык,полотенц
475,Handtuch::N,со́лык,һар-нүүрин альчур
476,Kraft::N,вий,күчн
477,Kraft::N,куа́т,күчн
478,Stärke::N,куа́т,чидл
479,Stärke::N,карма́н,чидл
480,Gesundheit::N,таза́лык,эрүл-менд
481,Krankheit::N,чер,өвчн
482,Schmerz::N,ко́рштыш,өвдлһн
483,Wunde::N,су́сыр,шав
484,Fieber::N,йӱштыму́ж,безг
485,Fieber::N,лихора́дке,безг
486,Arznei::N,эм,эм
487,Brücke::N,кӱва́р,тагт
488,Brunnen::N,вӱдвыне́м,худг
489,Weide::N,нурше́р,малын идг
490,Pfad::N,йолго́рно,цувг
491,Pfad::N,сокма́к,цувг
492,Weg::N,ко́рно,хаалһ
493,Straße::N,ко́рно,зам
494,Dorf::N,ял,хотн
495,Stadt::N,ола́,балһсн
496,Brief::N,се́рыш,бичг
497,Buch::N,книга́,дегтр
498,Buchstabe::N,буква́,үзг
499,Zeitung::N,газе́т,газет
500,Leben::N,и́лыш,җирһл
501,Tod::N,колыма́ш,үкл
502,Tod::N,колыма́ш,өңгрлһн
503,Grab::N,шӱга́р,оршалһна нүкн
504,Kirche::N,че́рке,чонҗ
505,Sünde::N,су́лык,нүл
506,Sünde::N,су́лык,килнц
507,Gott::N,ю́мо,бурхн
508,Arbeiter::N,паша́зе,көдлмшч
509,Chef::N,тӧра́,толһач
510,Meister::N,маста́р,урн
511,Arzt::N,врач,эмч
512,Lehrer::N,ту́ныктышо,багш
513,Geld::N,окса́,мөңгн
514,Geschäft::N,сатулыма́ш,көдлмш
515,Laden::N,ке́выт,лавк
516,Preis::N,ак,үн
517,Ware::N,сату́,эд-тавр
518,Nutzen::N,пайда́,олз
519,Reichtum::N,поя́нлык,зөөр
520,Welt::N,тӱня́,орчлң
521,Welt::N,тӱня́,делкә
522,Land::N,эл,орн-нутг
523,Staat::N,кугыжа́ныш,государств
524,König::N,кугыжа́,хан
525,Macht::N,власть,йосн
526,Grenze::N,грани́ца,меҗә
527,Krieg::N,сар,дән
528,Feind::N,тушма́н,дәәсн
529,Gewalt::N,виешлыма́ш,күч һарһлһн
530,Kampf::N,кредалма́ш,ноолдан
531,Kampf::N,кредалма́ш,бәрлдлһн
532,Bogen[Waffe]::N,юҥе́ж,саадг
533,Pfeil::N,пикш,сумн
534,Gewehr::N,пыча́л,бу
535,Fehler::N,йо́ҥылыш,алдг
536,Lüge::N,шоя́к,худл
537,Schaden::N,зия́н,хорлт
538,Unglück::N,эҥге́к,гүрм
539,Schuld::N,тита́к,гем
540,Schuld::N,тита́к,буру
541,Schuld::N,йола́,гем
542,Schuld::N,йола́,буру
543,Alter::N,ийго́т,насн
544,Schluss::N,муча́ш,чилгч
545,Zeit::N,жап,цаг
546,Zeit::N,па́гыт,цаг
547,Tag::N,ке́че,өдр
548,Morgen::N,эр,өрүн
549,Mittag::N,кечыва́л,үд
550,Abend::N,кас,асхн
551,Nacht::N,йӱд,сө
552,Woche::N,арня́,долан хонг
553,Monat::N,ты́лзе,сар
554,Jahr::N,ий,җил
555,Frühling::N,шо́шо,хавр
556,Sommer::N,кеҥе́ж,зун
557,Herbst::N,шы́же,намр
558,Winter::N,те́ле,үвл
559,Januar::N,шоркыйол,январь
560,Januar::N,идалыкву́й,январь
561,Januar::N,янва́рь,январь
562,Februar::N,пургыж,февраль
563,Februar::N,февра́ль,февраль
564,März::N,ӱярня,март
565,März::N,ӱярня,моһа сар
566,März::N,март,март
567,März::N,март,моһа сар
568,April::N,апре́ль,апрель
569,Mai::N,ага,май
570,Mai::N,май,май
571,Juni::N,пеледыш,июнь
572,Juni::N,пеледыш,мөчн сар
573,Juni::N,ию́нь,июнь
574,Juni::N,ию́нь,мөчн сар
575,Juli::N,сӱрем,июль
576,Juli::N,ию́ль,июль
577,August::N,сорла,август
578,August::N,агарма́н,август
579,August::N,а́вгуст,август
580,September::N,идым,һаха сар
581,September::N,сентя́брь,һаха сар
582,Oktober::N,шыжа,октябрь
583,Oktober::N,октя́брь,октябрь
584,November::N,кылме тылзе,ноябрь
585,November::N,кылме тылзе,үкр сар
586,November::N,ноя́брь,ноябрь
587,November::N,ноя́брь,үкр сар
588,Dezember::N,дека́брь,бар сар
589,Montag::N,шо́чмо,понедельник
590,Dienstag::N,ку́шкыжмо,вторник
591,Mittwoch::N,вӱрге́че,среда
592,Mittwoch::N,вӱрге́че,үлмҗ өдр
593,Donnerstag::N,изарня́,четверг
594,Donnerstag::N,изарня́,пүрвә өдр
595,Freitag::N,кугарня́,пятниц
596,Samstag::N,шуматке́че,суббот
597,Sonntag::N,рушарня́,нарн өдр
598,Sonntag::N,рушарня́,воскресень
599,groß::A,кугу́,ик
600,klein::A,изи́,бичкн
601,lang::A,кужу́,ут
602,kurz::A,кӱ́чык,оһтр
603,breit::A,кумда́,өргн
604,schmal::A,а́ҥысыр,уутьхн
605,dicht::A,ну́гыдо,нигт
606,dick[Gegenstand]::A,кӱ́жгӧ,зузан
607,dünn::A,ви́чкыж,нимгн
608,fein::A,ты́гыде,нәрхн
609,fest::A,чо́ткыдо,бат
610,flach::A,лапка́,хавтха
611,glatt::A,яклака́,тегш
612,glatt::A,яклака́,тиньгр
613,hart::A,пе́ҥгыде,хату
614,weich::A,пу́шкыдо,җөөлн
615,weich::A,пу́шкыдо,җөөлкн
616,rund::A,йырге́шке,төгрг
617,spitz::A,коша́р,шовһр
618,scharf::A,пӱ́сӧ,хурц
619,stumpf::A,токма́к,мука
620,schwer::A,не́ле,күнд
621,schön::A,сы́лне,сәәхн
622,heiß::A,шо́кшо,халун
623,warm::A,ле́ве,дулан
624,kalt::A,йӱ́штӧ,киитн
625,kühl::A,юа́лге,серүн
626,kühl::A,южгата́,серүн
627,frisch::A,свежа́,серүн
628,feucht::A,вӱ́дыжгӧ,чиигтә
629,nass::A,нӧ́рӧ,чиигтә
630,trocken::A,ку́кшо,хагсу
631,voll::A,тич,дүүрң
632,leer::A,яра́,сул
633,leer::A,яра́,хоосн
634,offen::A,виш,секәтә
635,geschlossen::A,пе́тырыме,хаалһата
636,geschlossen::A,тӱ́чмӧ,хаалһата
637,sauber::A,ару́,цевр
638,sauber::A,янда́р,цевр
639,schmutzig::A,лавыра́н,киртә
640,schmutzig::A,ла́выргыше,киртә
641,roh::A,кӱ́чымӧ,түүкә
642,reif::A,лӧза́,болсн
643,lecker::A,ту́тло,әмтәхн
644,süß::A,ше́ре,әмтәхн
645,bitter::A,ко́чо,һашун
646,bitter::A,ко́чо,һашута
647,sauer::A,шо́по,ишклң
648,hell::A,во́лгыдо,герлтә
649,dunkel::A,пычке́мыш,харңһу
650,schwarz::A,шола́,хар
651,weiß::A,ош,цаһан
652,rot::A,йошка́р,улан
653,gelb::A,сар,шар
654,blau::A,ка́нде,көк
655,grün::A,ужа́р,көк
656,grau::A,сур,бор
657,bunt::A,олача́,алг
658,bunt::A,олача́,эрәтә
659,billig::A,шу́лдо,кимд
660,teuer::A,ше́рге,үнтә
661,wertvoll::A,шергака́н,үнтә
662,wertvoll::A,шергака́н,эрднь
663,blind::A,со́кыр,сохр
664,taub::A,соҥгыра́,дүлә
665,kräftig::A,куа́тле,күчтә
666,stark::A,вия́н,чаңһ
667,schwach::A,а́лдыме,күчн тату
668,fett::A,коя́,тарһн
669,schlank::A,йоштката́,эццн
670,schlank::A,яжу́,эццн
671,hübsch::A,чеве́р,көркхн
672,böse::A,шы́де,уурта
673,dumm::A,аҥыра́,тенг
674,faul::A,його,залху
675,fleißig::A,ты́ршыше,кинән
676,fleißig::A,ты́ршыше,кинмһә
677,geizig::A,чаҥга́,ховдг
678,klug::A,уша́н,ухата
679,geschickt::A,уста́,чадмг
680,lieb::A,ала́л,эңкр
681,lustig::A,весела́,сергмҗтә
682,lustig::A,весела́,җирһлтә
683,sanft::A,ны́жылге,номһн
684,hungrig::A,шу́жышо,өлн
685,hungrig::A,шу́жышо,харһнсн
686,krank::A,че́рле,өвчтә
687,krank::A,че́рле,шалтгта
688,nackt::A,чарама́т,нүцкн
689,traurig::A,ойга́н,һундлта
690,lebendig::A,и́лыше,әмд
691,gut::A,сай,сән
692,schlecht::A,уда́,му
693,schlecht::A,шӱ́кшӧ,му
694,richtig::A,чы́нле,зөвтә
695,schlimm::A,аля́к,җигшүртә
696,schlimm::A,тыра́н,җигшүртә
697,wahr::A,чы́нле,үнн
698,wahr::A,чы́нле,мөн
699,wahr::A,настоя́щий,үнн
700,wahr::A,настоя́щий,мөн
701,alt::A,то́што,хуучн
702,neu::A,у,шин
703,ehemalig::A,о́нчычсо,хуучн
704,ehemalig::A,онда́кысе,хуучн
705,alt[Lebewesen]::A,шо́нто,көгшн
706,jung::A,са́мырык,баһ
707,arm::A,нужна́,угатя
708,reich::A,поя́н,байн
709,bekannt::A,па́лыме,таньл
710,bekannt::A,па́лыме,таньдг
711,berühmt::A,лӱ́млӧ,туурсн
712,fremd::A,йот,күүнә
713,verschieden::A,тӱ́рлӧ,әдл биш
714,verschieden::A,тӱ́рлӧ,йилһәтә
715,nah::A,ли́шыл,өөрхн
716,fern::A,тора́,хол
717,fern::A,мӱ́ндыр,хол
718,linker::A,шола́,зүн
719,rechter::A,пурла́,барун
720,anderer::A,вес,талдан
721,anderer::A,мо́ло,талдан
722,erster::A,и́кымше,негдгч
723,zweiter::A,ко́кымшо,хойрдгч
724,dritter::A,ку́мшо,һурвдгч
