,Concept_ID,ab,xal
709,danach::ADV,нас,тегәд
710,vorher::ADV,уаанӡа,урд
711,zuerst::ADV,азнаказы,түрүләд
712,zuerst::ADV,аҧхьа,түрүләд
713,einmal::ADV,зны,нег дәкҗ
714,manchmal::ADV,зны-зынла,зәрмдән
715,oft::ADV,лассы-лассы,хара биш
716,oft::ADV,лассы-лассы,хатяр биш
717,oft::ADV,лассы-лассы,дару-дарунь
718,immer::ADV,енагь,оньдинд
719,immer::ADV,еснагь,оньдинд
720,niemals::ADV,ианакəызаалак,кезә чмгн биш
721,hier::ADV,ара,энд
722,hier::ADV,ара,энүнд
723,hier::ADV,абра,энд
724,hier::ADV,абра,энүнд
725,hier::ADV,араҟа,энд
726,hier::ADV,араҟа,энүнд
727,hierhin::ADV,ара,нааран
728,hierhin::ADV,араҟа,нааран
729,von hier::ADV,арантә,эндәс
730,dort::ADV,уа,тенд
731,dorthin::ADV,уахь,тиигән
732,dorthin::ADV,анахь,тиигән
733,geradeaus::ADV,ишиашоу,шуд
734,vorwärts::ADV,ҕхьаҟа,уралан
735,rückwärts::ADV,шьҭахьла,гедргән
736,zurück::ADV,шьҭахьҟа,хәрү
737,unten::ADV,лбаа,дор
738,hinab::ADV,алада,дор
739,hinab::ADV,алада,доракшан
740,oben::ADV,хыхь,деер
741,hinauf::ADV,аҩада,өөдән
742,hinauf::ADV,аҩада,деер
743,überall::ADV,зегьынцьара,альд болв чигн
744,nicht::ADV,-м,эс
745,nicht::ADV,-м,биш
746,nicht::ADV,-м,бичә
747,ein wenig::ADV,ҕыҭк,баахн
748,ein wenig::ADV,ҕыҭк,баахнар
749,kaum::ADV,аарлаҳәа,әрә
750,kaum::ADV,афергьҳәа,әрә
751,sehr::ADV,даара,йир
752,so::ADV,ас,иигҗ
753,so::ADV,абас,иигҗ
754,noch::ADV,макьана,ода чигн
755,nur::ADV,заҵәык,һанцхн
756,schon::ADV,уажәшьҭа,одх
757,schon::ADV,аиҳа ипоу,одх
758,wieder::ADV,ҿыц,бас
759,wieder::ADV,дырҩегь,бас
760,wieder::ADV,дырҩегьых,бас
761,vergebens::ADV,баша,киидән
762,vor::PRP,аҕхьа,урд
763,hinter::PRP,нхыҵ,ца
764,unter::PRP,амҵа,дор
765,unter::PRP,амҵан,дор
766,neben::PRP,ааигуара,хаҗуд
767,zwischen::PRP,абжьара,хоорнд
768,wegen::PRP,-иззы,көлтә
769,wegen::PRP,-иззы,деерәс
770,wegen::PRP,-ҟнытә,көлтә
771,wegen::PRP,-ҟнытә,деерәс
772,dies::PRN,ари,эн
773,dies::PRN,абри,эн
774,das::PRN,Абни,тер
775,das::PRN,убри,тер
776,alles::PRN,зегьы,цуһар
777,ich::PRN,са,би
778,ich::PRN,сара,би
779,du::PRN,бара,чи
780,er::PRN,иара,тер
781,wir::PRN,ҳара,мадн
782,ihr::PRN,шәара,та
783,sie::PRN,дара,тедн
784,wer::FPRN,дарбан,кен
785,wo::FADV,иабыкуу,хама
786,wo::FADV,аба-,хама
787,wo::FADV,ахь-,хама
788,wohin::FADV,иабыкуу,хамаран
789,wohin::FADV,аба-,хамаран
790,wohin::FADV,ахь-,хамаран
791,wie::FADV,-шҕа,яһҗ
792,wie::FADV,-шҕа,яһад
793,warum::FADV,избан,юңгад
794,wieviel::FNUM,заҟа,кедү
795,eins::NUM,акы,негн
796,eins::NUM,аӡәы,негн
797,zwei::NUM,ҩба,хойр
798,drei::NUM,хҕа,һурвн
799,vier::NUM,ҕшьба,дөрвн
800,fünf::NUM,хəба,тавн
801,sechs::NUM,фба,зурһан
802,sieben::NUM,Бжьба,долан
803,acht::NUM,ааба,нәәмн
804,neun::NUM,жәба,йисн
805,zehn::NUM,жәаба,арвн
806,elf::NUM,жәеизатәи,арвн негн
807,zwölf::NUM,жәаҩа,арвн хойр
808,zwanzig::NUM,ҩажәа,хөрн
809,dreißig::NUM,ҩажәижәабатәи,һучн
810,vierzig::NUM,ҩынҩажәа,дөчн
811,fünfzig::NUM,ҩынҩажәеижәаба,тәвн
812,sechzig::NUM,хынҩажәа,җирн
813,siebzig::NUM,хынҩажәижәаба,далн
814,achtzig::NUM,ҕшьынҩажәа,найн
815,neunzig::NUM,ҕшьынҩажәижәаба,йирн
816,hundert::NUM,шәкы,зун
817,tausend::NUM,зқьы,миңһн
818,und::CNJ,-и,болн
819,oder::CNJ,ма,эс гиҗ
820,oder::CNJ,ма,эс гихлә
821,stehen::V,агылазаара,зогсх
822,sitzen::V,атəара,суух
823,sitzen::V,атəа(заа)ра,суух
824,liegen::V,аиара,кевтх
825,hängen::V,акнаҳара,өлгәтә бәәх
826,werden::V,аҟалара,болх
827,passieren::V,аҟалара,болх
828,beginnen::V,алагара,эклх
829,enden::V,алгара,төгсх
830,wechseln::V,аҽыҧсахра,хүврх
831,aufgehen[Sonne]::V,агылара,һарх
832,aufgehen[Sonne]::V,ахашлара,һарх
833,aufgehen[Sonne]::V,аҩаҵхахара,һарх
834,untergehen[Sonne]::V,аҭашəара,орх
835,untergehen[Sonne]::V,аҭашəара,сүүрлх
836,scheinen[Sonne]::V,акаҧхара,герлтх
837,donnern::V,адыдра,күрҗңнх
838,wehen::V,асра,сальклх
839,strömen::V,акаҭəара,һооҗх
840,fließen::V,ацара,урсх
841,sich drehen::V,ахагьежьра,эргх
842,schwanken::V,аҵысра,дәәвлх
843,schwingen::V,ахызазара,нәәхлх
844,schwingen::V,акьаандара,нәәхлх
845,fallen::V,акаҳара,унх
846,fallen::V,акаҳара,киисх
847,brennen::V,абылра,шатх
848,rauchen::V,ахылҵра,ута һарһх
849,regnen::V,аура,орх
850,gefrieren::V,аҵаара,мөстх
851,tauen::V,аӡҭра,хәәлх
852,schmelzen::V,ақəӡыҭра,хәәлх
853,schmelzen::V,ақəӡыҭра,хәәлгдх
854,schmelzen::V,аҭəара,хәәлх
855,schmelzen::V,аҭəара,хәәлгдх
856,trocknen::V,абара,эврх
857,sieden::V,ашра,буслх
858,faulen::V,абаара,үмкәрх
859,verfaulen::V,абаара,илҗрх
860,verfaulen::V,аилашра,илҗрх
861,reißen::V,аҧжəара,тасрх
862,versinken::V,аӡааҟəрылара,чивх
863,vergehen::V,ацара,болх
864,erscheinen::V,ацəырҵра,һарх
865,verschwinden::V,аҵашəкəара,уга болх
866,sinken::V,атəара,татгдх
867,sinken::V,алаҟəра,татгдх
868,abnehmen::V,ацӡаара,хасгдх
869,abnehmen::V,аиҵалара,хасгдх
870,zunehmen::V,аҽырҭбаара,өсх
871,zunehmen::V,аиҵыҵра,өсх
872,zunehmen::V,арацəахара,өсх
873,steigen::V,азҳара,немх
874,steigen::V,ашьҭыҵра,немх
875,steigen::V,адухара,немх
876,steigen::V,ацлара,немх
877,wachsen::V,азҳара,өсх
878,wachsen::V,азҳара,урһх
879,glänzen::V,ацыр-цырра,гилвкх
880,glänzen::V,ацыҩ-цыҩра,гилвкх
881,glänzen::V,аказказра,гилвкх
882,funkeln::V,ашап-шапра,цәклх
883,funkeln::V,ацым-цымра,цәклх
884,lärmen::V,ашьҭыбжьгара,шууглдх
885,lärmen::V,аҕьҕьаҳәа аилалара,шууглдх
886,läuten::V,аҵəҵəасра,хоңх
887,klingeln::V,аҵəҵəасра,җиңнулх
888,klirren::V,ахьархьарра,җиңнх
889,klirren::V,архьархьарра,җиңнх
890,brausen::V,аилаҽҽара,догшрхх
891,brausen::V,еилашуера,догшрхх
892,klingen::V,агара,ә һарх
893,klingen::V,ашьҭыбжь гара,ә һарх
894,bellen::V,ашра,хуцх
895,heulen::V,ауура,уульх
896,blasen::V,аҭəҳəара,үләх
897,pfeifen::V,ашəшəра,ишкрх
898,schreien::V,аҳəҳəара,хәәкрх
899,schreien::V,ахəаара,хәәкрх
900,schreien::V,аҟаара,хәәкрх
901,stöhnen::V,ақьра,түңшх
902,zittern::V,аҵыс-ҵысра,дагҗннх
903,leben::V,аҟазаара,бәәх
904,geboren werden::V,Аира,төрх
905,atmen::V,аҕсыҕ лагаҩагара,әмсхлх
906,trinken::V,ажəра,уух
907,essen::V,акрыфара,идх
908,schlucken::V,албаадара,зальгх
909,müde werden::V,ааҕсара,көшх
910,einschlafen::V,ацəара,унтх
911,schlafen::V,ацəазаара,нөөрсх
912,aufwachen::V,аҿыхара,серх
913,aufstehen::V,Агəылҵра,босх
914,sich erholen::V,аҧсшьара,амрх
915,krank werden::V,ачмазаҩхара,гемтх
916,krank sein::V,аҳəарҧсарра,шалтглх
917,schmerzen::V,ахьра,өвдх
918,husten::V,аимҳәара,ханях
919,genesen::V,абзиахара,эдгх
920,genesen::V,аӷəӷəахара,эдгх
921,sterben::V,аҧсра,үкх
922,sterben::V,аҧсра,өңгрх
923,umkommen::V,аҭахара,үкх
924,sich bewegen::V,аиҭаҵра,көдлх
925,sich bewegen::V,аиҭаҵра,көндрх
926,sich rühren::V,ақəацара,көндрх
927,sich erheben::V,аҩагылара,босх
928,sich setzen::V,атəара,суух
929,hinfallen::V,акаҳара,унх
930,hinfallen::V,акаҳара,киисх
931,laufen::V,аныҟəара,йовх
932,schreiten::V,ашьаҿа еихгара,алхх
933,spazierengehen::V,анеи-ааира,сергҗ йовх
934,eilen::V,аццакра,шулудх
935,sich beeilen::V,аццакра,адһх
936,sich beeilen::V,аццакра,шамдх
937,sausen::V,аҧырра,хурдлх
938,sausen::V,аҧырра,йир_хурдар_гүүх
939,sausen::V,аҧырра,йир_хурдар_йовх
940,sausen::V,иҭрысны,хурдлх
941,sausen::V,иҭрысны,йир_хурдар_гүүх
942,sausen::V,иҭрысны,йир_хурдар_йовх
943,sausen::V,ишьҭҟьаны ацара,хурдлх
944,sausen::V,ишьҭҟьаны ацара,йир_хурдар_гүүх
945,sausen::V,ишьҭҟьаны ацара,йир_хурдар_йовх
946,rennen::V,аҩра,гүүх
947,springen::V,аҧара,һәрәдх
948,klettern::V,ақəлара,давшх
949,schaukeln::V,аҟəараҟəанҽара,дүүдңндх
950,kriechen::V,аҳəазара,мөлкх
951,schwimmen::V,аӡсара,усчх
952,tauchen::V,ахəӡааҵəира,булхх
953,rudern::V,аҵшьра,хәәвдх
954,fahren::V,акала,йовх
955,fliegen::V,аҧырра,нисх
956,gehen::V,аиҭаҵра,йовх
957,weggehen::V,ацара,йовх
958,weggehen::V,ацара,одх
959,weggehen::V,ацара,һарх
960,weggehen::V,ацара,мөрлх
961,abfahren::V,адəықəлара,мордх
962,abfahren::V,ацара,мордх
963,anhalten::V,ааныргылара,зогсх
964,hineingehen::V,аҭалара,орх
965,eintreten::V,аҩналара,орх
966,kommen::V,аара,ирх
967,kommen::V,ааира,ирх
968,ankommen::V,ааира,ирх
969,ankommen::V,аара,ирх
970,ankommen::V,анеира,ирх
971,zurückkommen::V,азыхынҳəра,орх
972,bleiben::V,аанхара,бәәх
973,bleiben::V,анхара,бәәх
974,bleiben::V,аангылара,бәәх
975,warten::V,азҧшзаара,күләх
976,erwarten::V,азҧшра,күләх
977,suchen::V,ашьҭазаара,хәәх
978,finden::V,аҧшаара,олх
979,versuchen::V,аҽазкра,седх
980,vorbereiten::V,армазеира,белдх
981,lieben::V,абзиабара,дурлх
982,mögen::V,агəаҧхара,таассгдх
983,lachen::V,аччара,инәх
984,rühren::V,арҵəуара,уйрах
985,weinen::V,аҵəуара,уульх
986,schimpfen::V,ацəҳара,харах
987,sich ärgern::V,агəаара,уурлх
988,sich fürchten::V,аӡыӡара,әәх
989,fürchten::V,ацəшəара,әәх
990,fürchten::V,ацəшəара,сүрдх
991,fliehen::V,абналара,зулх
992,fliehen::V,ацəцара,зулх
993,flüchten::V,абналара,орһх
994,flüchten::V,абналара,зулх
995,flüchten::V,ацəцара,орһх
996,flüchten::V,ацəцара,зулх
997,sehen::V,абара,үзх
998,anschauen::V,ахəаҧшра,харх
999,ansehen::V,ахəаҧшра,хәләх
1000,ansehen::V,ахəаҧшра,үзх
1001,hören::V,аҳара,соңсх
1002,zuhören::V,азыӡырҩра,соңсх
1003,probieren::V,аҧышəара,амсх
1004,riechen::V,афыҩра,үнрчлх
1005,fühlen::V,анырра,медх
1006,fühlen::V,ацәакырра,медх
1007,scheinen::V,шәа,болҗ медгдх
1008,scheinen::V,шәа,миниһәр болхла
1009,scheinen::V,шәа,болад бәәх
1010,scheinen::V,аацәырҵа,болҗ медгдх
1011,scheinen::V,аацәырҵа,миниһәр болхла
1012,scheinen::V,аацәырҵа,болад бәәх
1013,vernehmen::V,аҳара,соңсх
1014,frieren::V,ашəра,даарх
1015,frieren::V,аҵаара,даарх
1016,tun::V,аҟаҵара,кех
1017,können::V,алшара,чадх
1018,wollen::V,аҭахра,дурлх
1019,anfangen::V,алагара,эклх
1020,beenden::V,алгара,дуусх
1021,aufhören::V,аҟəыҵра,уурх
1022,gelingen::V,аура,бүтх
1023,gelingen::V,аура,күцәх
1024,gelingen::V,аманшəалахара,бүтх
1025,gelingen::V,аманшəалахара,күцәх
1026,gelingen::V,алҵра,бүтх
1027,gelingen::V,алҵра,күцәх
1028,geraten::V,нзаарын,болх
1029,öffnen::V,аартра,секх
1030,schließen::V,аркра,хаах
1031,stellen::V,аргылара,тәвх
1032,setzen::V,артəара,суулһх
1033,legen::V,ақəҵара,тәвх
1034,berühren::V,акьысра,көндәх
1035,berühren::V,алакьысра,көндәх
1036,verbinden::V,аҿаҳəара,боох
1037,bedecken::V,ақəршəра,хучх
1038,bedecken::V,ақəршəра,бүркх
1039,aufhängen::V,акнаҳара,өлгх
1040,anzünden::V,аркра,асах
1041,anzünden::V,аркра,шатах
1042,aufheben::V,ашьҭыхра,өөдән өргх
1043,zurücklassen::V,аныжьра,үлдәх
1044,verlieren::V,ацəыӡра,геех
1045,fallen lassen::V,ацəкаҳара,алдх
1046,machen::V,ачаҧара,кех
1047,herstellen::V,аиҵдара,кех
1048,bauen::V,аргылара,тосхх
1049,reparieren::V,арҽеира,ясх
1050,verbessern::V,аиҕьтəра,сәәрүлх
1051,ändern::V,аҧсахра,хүврәх
1052,graben::V,ажра,малтх
1053,beugen::V,арҟəра,нуһлх
1054,beugen::V,архəара,нуһлх
1055,biegen::V,арҟəра,матилһх
1056,biegen::V,архəара,матилһх
1057,drehen::V,аргьежьра,эргүлх
1058,umdrehen::V,аарҳәра,эргүлх
1059,heben::V,аҩахара,өргх
1060,heben::V,аҩахара,деер өргх
1061,heben::V,араҳара,өргх
1062,heben::V,араҳара,деер өргх
1063,hochheben::V,ахагалара,өргх
1064,hochheben::V,ашьҭҳəара,өргх
1065,halten::V,акра,бәрх
1066,drücken::V,ақəрӷəӷəара,шахх
1067,schieben::V,аҵгəара,түлкх
1068,schieben::V,агəара,түлкх
1069,kratzen::V,ацəҟьара,мааҗх
1070,lecken::V,арбзара,долах
1071,beißen::V,ацҳара,хазх
1072,abreißen::V,амжəара,таслх
1073,abschneiden::V,ахҵəара,тәәрх
1074,abschneiden::V,аҿахҵəара,тәәрх
1075,binden::V,аҿаҳəара,боох
1076,stecken::V,алаҵара,шаах
1077,stecken::V,алаҵара,хатхх
1078,brechen::V,аҧҵəара,хамхлх
1079,klopfen::V,асра,цокх
1080,hauen::V,ақəкшара,цокх
1081,kleben::V,аҷабра,наах
1082,reiben::V,арҟəыҷра,зүлгх
1083,streichen::V,ахьшьра,наах
1084,streichen::V,ахьшьра,лашх
1085,streichen::V,ахьшьра,түркх
1086,schleifen::V,ахра,хурцлх
1087,schneiden::V,аҧҟара,хәәчлх
1088,rütteln::V,арҵысра,дәәвлүлх
1089,schütteln::V,аршəшəара,сегсрх
1090,schwenken::V,аҟьара,дайлх
1091,schütten::V,аҭаҭəара,кех
1092,füllen::V,арҭəра,дүүргх
1093,einwickeln::V,алаҳəара,орах
1094,tragen::V,аҩагара,зөөх
1095,schleppen::V,арҳəазара,чирх
1096,ziehen::V,ахара,татх
1097,aufbewahren::V,аҵəахра,хадһлх
1098,werfen::V,аршəра,хайх
1099,fangen::V,акра,бәрх
1100,fangen::V,акра,хавлх
1101,packen::V,анкра,бәрх
1102,packen::V,аҵкаара,бәрх
1103,verstecken::V,аҵəахра,дүрх
1104,verstecken::V,аҵəахра,бултулх
1105,teilen::V,ашара,хувах
1106,schicken::V,ашьҭра,илгәх
1107,bringen::V,аагара,авч ирх
1108,hinzufügen::V,ацҵара,немх
1109,bekommen::V,аҧшаара,авх
1110,bekommen::V,архиара,авх
1111,bekommen::V,аура,авх
1112,erhalten::V,аиура,авх 
1113,nehmen::V,агара,авх
1114,wählen::V,алҧшаара,шүүх
1115,auswählen::V,алхра,шүүх
1116,behindern::V,аҧырхагахара,харшлх
1117,verderben::V,алгара,үрәх
1118,verderben::V,абжьыхра,үрәх
1119,verderben::V,аҧхасҭатəра,үрәх
1120,beschädigen::V,аҧхасҭатəра,эвдх
1121,zerbrechen::V,аҧҽра,күүлх
1122,zerbrechen::V,аҧҽра,хамхлх
1123,zerreißen::V,аҧжəара,шуучх
1124,zerstören::V,аилаҧыххаара,эвдх
1125,verbrennen::V,абылра,шатах
1126,geben::V,аҭара,өгх
1127,reichen::V,аҭара,өгх
1128,schenken::V,аҩгара,белглх
1129,versprechen::V,ақəргəыӷра,амлх
1130,loben::V,арҽхəара,магтх
1131,küssen::V,агəӡра,үмсх
1132,zudecken::V,аҵахҩара,бүркх
1133,zudecken::V,ақəршəра,бүркх
1134,wecken::V,арҿыхара,серүлх
1135,zeigen::V,арбара,үзүлх
1136,führen::V,аныҟəгара,көтлх
1137,lehren::V,арҵара,заах
1138,lehren::V,арҵара,сурһх
1139,unterrichten::V,арҧхьара,сурһх
1140,unterrichten::V,арҧхьара,багшлх
1141,aufziehen::V,ааӡара,өскәх
1142,leiten::V,ахагылазаара,һардх
1143,leiten::V,ахагылазаара,толһалх
1144,antreiben::V,арццакра,шамдах
1145,lassen::V,арҟаҵара,күч үзүлх
1146,einladen::V,ааҕхьара,үрх
1147,einladen::V,анаҧхьара,үрх
1148,vereinigen::V,аилаҵара,хамцулх
1149,besuchen::V,абара,одх
1150,treffen::V,аҧылара,харһх
1151,sich versammeln::V,аизара,цуглрх
1152,sich versammeln::V,аизара,хурх
1153,spielen::V,ахəмарра,наадх
1154,singen::V,ашəаҳəара,дуулх
1155,tanzen::V,акəашара,биилх
1156,sich trennen::V,аилыҵра,хаһцх
1157,verlassen::V,акажьра,хайх
1158,retten::V,Аиқəрхара,әм аврх
1159,retten::V,Аиқəрхара,әәмшгәс харсх
1160,bewachen::V,ахьчара,харх
1161,bewachen::V,ахьчара,манх
1162,schützen::V,ацəыхьчара,харсх
1163,verteidigen::V,ахьчара,харсх
1164,sich schlagen::V,аисра,гүвдлдх
1165,schießen::V,ахысра,хах
1166,siegen::V,аиааира,диилх
1167,ärgern::V,аргəаара,уурлулх
1168,schlagen::V,асра,цокх
1169,schlagen::V,асра,гүвдх
1170,schlagen::V,аҭасра,цокх
1171,schlagen::V,аҭасра,гүвдх
1172,stechen::V,алакшара,хатхх
1173,stoßen::V,агəҭасра,түлкчкх
1174,stehlen::V,аӡара,хулхалх
1175,stören::V,аҧырхагахара,һә болх
1176,belästigen::V,аргəамҵра,амр эс өгх
1177,verbergen::V,аӡара,нуух
1178,verbergen::V,аӡара,бултулх
1179,täuschen::V,ажьара,меклх
1180,betrügen::V,ажьара,меклх
1181,betrügen::V,ажьара,мек һарһх
1182,töten::V,ашьра,алх
1183,wohnen::V,анхара,бәәх
1184,arbeiten::V,аусура,көдлх
1185,sammeln::V,аҟəшəара,түүх
1186,pflücken::V,аҿыршəара,түүх
1187,pflücken::V,аҿыршəара,хурах
1188,pflücken::V,аҿыхра,түүх
1189,pflücken::V,аҿыхра,хурах
1190,jagen::V,ашəарыцара,аңнх
1191,jagen::V,ашəарыцара,аңһучлх
1192,fischen::V,аҧсыӡ икуеит,заһс аңнх
1193,fassen::V,акра,бәрх
1194,hüten::V,арҳəра,хәрүлх
1195,hüten::V,ахьчара,хәрүлх
1196,treiben::V,акацара,туух
1197,anbinden::V,адҳəалара,уйх
1198,füttern::V,акырҿаҵара,теҗәх
1199,melken::V,ахьара,саах
1200,hacken::V,аҟəаҟəара,чавчх
1201,gießen::V,аҵаҭəара,услх
1202,reifen::V,ашəра,болх
1203,reifen::V,ашəра,болвсрх
1204,reifen::V,аҟалара,болх
1205,reifen::V,аҟалара,болвсрх
1206,zubereiten::V,ацура,белдх
1207,kochen::V,ажəра,чанх
1208,kochen::V,ажəра,болһх
1209,backen::V,аӡра,болһх
1210,braten::V,аӡра,хуурх
1211,umrühren::V,аилрыхра,самрх
1212,stricken::V,аҧара,өлгх
1213,nähen::V,аӡахра,уйх
1214,färben::V,ашəра,будх
1215,reinigen::V,арыцқьара,цеврлх
1216,waschen::V,аӡәӡәара,уһах
1217,abwischen::V,арбара,арчх
1218,spülen::V,аҭыршара,зәәлх
1219,fegen::V,аҧссара,сәвүрдх
1220,baden::V,аҽыкəабара,өөмх
1221,sich waschen::V,аҽыӡəӡəара,уһах
1222,sich waschen::V,аҽыӡəӡəара,бийән уһаҗ
1223,ausziehen::V,ашəыхра,тәәлх
1224,anziehen::V,ашəҵара,өмсх
1225,sich anziehen::V,аҽеилаҳəара,хувцлх
1226,kämmen::V,аҳəара,самлх
1227,schmücken::V,арҧшӡара,чимх
1228,schmücken::V,арҧшӡара,кеерүлх
1229,sagen::V,аҳəара,келх
1230,sprechen::V,ацəажəара,келх
1231,reden::V,ацəажəара,күүндх
1232,reden::V,ацəажəара,күр_кех
1233,reden::V,аицәажәара,күүндх
1234,reden::V,аицәажәара,күр_кех
1235,sich unterhalten::V,аицәажәара,күүндх
1236,fragen::V,азҵаара,сурх
1237,bitten::V,аҳəара,эрх
1238,erzählen::V,аҳəара,келх
1239,erzählen::V,аҳəара,келҗ өгх
1240,mitteilen::V,азыцҳара,медүлх
1241,nennen::V,ахьӡҵара,нерәдх
1242,nennen::V,ахьӡҵара,нер өгх
1243,rufen::V,азҿыҭра,дуудх
1244,prahlen::V,аҽхəара,көөрх
1245,übersetzen::V,аиҭагара,орчулх
1246,denken::V,азхəыцра,санх
1247,glauben::V,ахаҵара,шүтх
1248,glauben::V,ахаҵара,нәәлх
1249,bemerken::V,агəаҭара,темдглх
1250,erkennen::V,адырра,таньх
1251,erkennen::V,адырра,медх
1252,begreifen::V,аилкаара,медх
1253,verstehen::V,аҳара,соңсх
1254,lernen::V,аҵара,сурх
1255,wissen::V,адырра,медх
1256,sich erinnern an::V,агəаларшəара,санх
1257,vergessen::V,ахашҭра,мартх
1258,messen::V,ашəара,кемҗәлх
1259,zählen::V,аҧхьаӡара,тоолх
1260,rechnen::V,аҳасабра,тоолх
1261,lesen::V,аҧхьара,умшх
1262,besitzen::V,амазаара,эзлх
1263,kaufen::V,Аахəара,хулдҗ авх
1264,verkaufen::V,аҭира,хулдх
1265,verkaufen::V,аҭира,гүүлгх
1266,bezahlen::V,ахҭынҵара,өгх
1267,bezahlen::V,ашəара,өгх
1268,zahlen::V,ашəара,өгх
1269,ertragen::V,ачҳара,даах
1270,Moor::N,,улм
1271,Kralle::N,,тавг
1272,Schwarm::N,,зел
1273,Sache::N,,юмн
1274,Menge::N,,ик
1275,Essen::N,,зоогллһн
1276,Geschäft::N,,көдлмш
1277,Monat::N,,сар
1278,Jahr::N,,җил
1279,dünn::A,,нимгн
1280,roh::A,,түүкә
1281,durch::PRP,,ивт
1282,durch::PRP,,дундаһур
1283,was::FPRN,,юн
1284,rauschen::V,,сарҗңнх
1285,zu sehen sein::V,,үзгдх
1286,wenden::V,,көмрх
1287,wenden::V,,эргүлх
1288,ergreifen::V,,бәрх
1289,bewahren::V,,хадһлх
1290,bewahren::V,,кевтнь үлдәх
1291,bewahren::V,,кевтнь бәәлһх
1292,wünschen::V,,сә хәәх
1293,wiegen::V,,саатулх
1294,kehren::V,,сәвүрдх
1295,malen::V,,зурх
1296,zeichnen::V,,зурх
1297,schreiben::V,,бичх
1298,beherrschen::V,,эзлх
