,Concept_ID,kv,ps
769,rückwärts::ADV,бӧр,بېرته
770,zurück::ADV,бӧр,بېرته
771,unten::ADV,увтын,لاندي
772,hinab::ADV,увтас,ښکته
773,oben::ADV,вевдӧрас,پورته
774,hinauf::ADV,вывлань,پاس
775,hinauf::ADV,вывланьӧ,پاس
776,überall::ADV,быдлан,هره خوا
777,nicht::ADV,ог,نه
778,ein wenig::ADV,-ышт,یو څه
779,ein wenig::ADV,невна,یو څه
780,kaum::ADV,ӧдва,ایله
781,sehr::ADV,вывтi,ډېر
782,sehr::ADV,вывтi,زيات
783,so::ADV,сiдз,داسې
784,so::ADV,сiдз,دومره
785,noch::ADV,эшӧ,نور
786,nur::ADV,только,تش
787,nur::ADV,только,صرف
788,schon::ADV,ни,دمخه
789,wieder::ADV,бӧра,بیا
790,vergebens::ADV,весись,عبث
791,vor::PRP,одзас,دمخه
792,hinter::PRP,бӧрӧ,شاته
793,unter::PRP,увтын,لاندي
794,durch::PRP,пыр,د مینځ نه
795,neben::PRP,бокам,نژدې
796,neben::PRP,боксиным,نژدې
797,zwischen::PRP,коласас,ترمینځ
798,wegen::PRP,понда,د ... له لاسه
799,dies::PRN,эта,دا
800,das::PRN,сiя,دا
801,alles::PRN,быдӧс,هرڅهٔ
802,ich::PRN,ме,زه
803,du::PRN,тэ,ته
804,er::PRN,сiя,دی
805,wir::PRN,мийӧ,مونږ
806,ihr::PRN,ті,تاسې
807,sie::PRN,нія,هغوی
808,was::FPRN,мый,څهٔ
809,wer::FPRN,кин,چا
810,wer::FPRN,кин,څوک
811,wo::FADV,кытӧн,چيری
812,wo::FADV,кытӧн,چېرته
813,wohin::FADV,кытчӧ,چېرته
814,wie::FADV,дзик,څنګه
815,warum::FADV,мыля,ولې
816,warum::FADV,мыйсянь,ولې
817,wieviel::FNUM,мымда,څو
818,wieviel::FNUM,мымда,څومره
819,eins::NUM,ӧт,یو
820,zwei::NUM,кык,دوه
821,drei::NUM,куим,درې
822,vier::NUM,нёль,څلور
823,fünf::NUM,вит,پنځه
824,sechs::NUM,квать,شپږ
825,sieben::NUM,сизим,اوه
826,acht::NUM,кыкьямыс,اته
827,neun::NUM,ӧкмыс,نهه
828,zehn::NUM,дас,لس
829,elf::NUM,дасотік,یوولس
830,zwölf::NUM,даскык,دولس
831,zwanzig::NUM,кыкдас,شل
832,dreißig::NUM,куимдас,دېرش
833,vierzig::NUM,нёльдас,څلوېښت
834,fünfzig::NUM,витдас,پنځوس
835,sechzig::NUM,кватьдас,شپېته
836,siebzig::NUM,сизимдас,اویا
837,achtzig::NUM,кыкьямысдас,اتیا
838,neunzig::NUM,ӧкмысдас,نوي
839,hundert::NUM,сто,سل
840,tausend::NUM,тысяча,زر
841,und::CNJ,и,او
842,und::CNJ,да,او
843,oder::CNJ,или,ېا
844,stehen::V,сулавны,درېدل
845,sitzen::V,пукавны,کښېنستل
846,liegen::V,куйлыны,ملاستل
847,hängen::V,ӧшавны,ځړېدل
848,werden::V,лоны,کېدل
849,passieren::V,аркмыны,پېښېدل
850,beginnen::V,петны,شروع کېدل
851,enden::V,-сь,خلاصدل
852,enden::V,-сь,تمامېدل
853,enden::V,бырны,خلاصدل
854,enden::V,бырны,تمامېدل
855,wechseln::V,вежсьыны,تغییر موندل
856,aufgehen[Sonne]::V,петавны,ختل
857,untergehen[Sonne]::V,пуксьыны,لوېدل
858,untergehen[Sonne]::V,пуксьыны,پرېوتل
859,scheinen[Sonne]::V,югьявны,رڼا کول
860,donnern::V,гымавны,تنېدل
861,donnern::V,гымавны,غړمبېدل
862,wehen::V,пӧлявны,چلېدل
863,strömen::V,киссьыны,بهېدل
864,fließen::V,визывтны,بهېدل
865,fließen::V,визывтны,تویېدل
866,sich drehen::V,бергавны,ګرځېدل
867,sich drehen::V,бергавны,چورلېدل
868,schwanken::V,кӧвьясьны,زنګېدل
869,schwingen::V,дюттясьны,زنګېدل
870,fallen::V,усьны,ولېدل
871,brennen::V,сотчыны,سوځېدل
872,rauchen::V,тшынасьны,لوګی کول
873,regnen::V,зэрны,باران اورېدل
874,gefrieren::V,гегдыны,کنګل نيول
875,tauen::V,сывны,وېلې کېدل
876,schmelzen::V,сывны,وېلې کېدل
877,trocknen::V,косьмыны,وچېدل
878,sieden::V,пизьны,اېشېدل
879,faulen::V,нёльзьыны,خرابېدل
880,verfaulen::V,тӧрмыны,ورستېدل
881,verfaulen::V,сiсьмыны,ورستېدل
882,reißen::V,косясьны,شلېدل
883,versinken::V,вӧйны,ډوېېدل
884,vergehen::V,мунны,تېرېدل
885,erscheinen::V,мыччисьны,ښکارېدل
886,verschwinden::V,ӧшны,ورکېدل
887,sinken::V,ямны,ښکته کېدل
888,abnehmen::V,ямны,کمېدل
889,zunehmen::V,паськавны,زیاتېدل
890,steigen::V,лэбтiсьны,جګېدل
891,steigen::V,лэбтiсьны,پورته کېدل
892,wachsen::V,быдмыны,وده کول
893,glänzen::V,свиттявны,ځلېدل
894,funkeln::V,югйовтлыны,پړکېدل
895,funkeln::V,югйӧв-керны,پړکېدل
896,lärmen::V,чавзыны,غال و غول کول
897,läuten::V,диньгыны,زنګ وهل
898,klingeln::V,силькӧтны,زنګ وهل
899,klirren::V,жольӧтны,کړنګېدل
900,brausen::V,гуасьны,تلاطم کول
901,rauschen::V,кышӧтны,شڼهار کول
902,klingen::V,горавны,آواز کول
903,bellen::V,увтны,غپېدل
904,bellen::V,вувтны,غپېدل
905,heulen::V,уннявны,انګلل
906,blasen::V,пӧлявны,پو کول
907,pfeifen::V,пиксыны,شپېلک وهل
908,schreien::V,айзыны,ناره کول
909,stöhnen::V,ойзыны,زګېروی کول
910,stöhnen::V,ружтыны,زګېروی کول
911,zittern::V,легьявны,لړزېدل
912,leben::V,овны,ژوند کول
913,geboren werden::V,шогмыны,زېږېدل
914,atmen::V,лолавны,ساه کښل
915,atmen::V,лолавны,تنفس کول
916,trinken::V,юны,څښل
917,essen::V,сёйны,خوړل
918,schlucken::V,ньылавны,غړپول
919,müde werden::V,мыдзны,ستړی کېدل
920,einschlafen::V,ланьтны,ویده کېدل
921,schlafen::V,узьны,خوب کول
922,aufwachen::V,саймыны,ویښېدل
923,aufwachen::V,пальмыны,ویښېدل
924,aufstehen::V,сувтны,پاڅېدل
925,sich erholen::V,шоччисьлыны,استراحت کول
926,krank werden::V,моржитны,رنځورېدل
927,krank sein::V,шогавны,ناجوړېدل
928,krank sein::V,визьӧтны,ناجوړېدل
929,schmerzen::V,висьны,خوږېدل
930,schmerzen::V,висьны,درد کول
931,husten::V,кашляйтны,ټوخېدل
932,genesen::V,бурдны,رغېدل
933,sterben::V,кувны,مړل
934,umkommen::V,вийсьыны,تلفېدل
935,sich bewegen::V,локны,چلېدل
936,sich bewegen::V,локны,حرکت کول
937,sich bewegen::V,ветлӧтны,چلېدل
938,sich bewegen::V,ветлӧтны,حرکت کول
939,sich rühren::V,вӧрзьӧтчыны,ښورېدل
940,sich erheben::V,сувтны,درېدل
941,sich setzen::V,пуксьыны,کښېنستل
942,hinfallen::V,пӧрласьны,لوېدل
943,laufen::V,мунны,منډې وهل
944,schreiten::V,тальччавны,قدم ایښودل
945,spazierengehen::V,котрасьны,چکر وهل
946,eilen::V,тэрмасьны,بېړه کول
947,sich beeilen::V,тэрмасьны,عجله کول
948,sausen::V,вирдавны-котӧртны,ځغستل
949,springen::V,чеччавны,ټوپ وهل
950,klettern::V,кышасьны,ختل
951,schaukeln::V,чурликасьны,زنګېدل
952,kriechen::V,кыскасьны-мунны,خاپوړی وهل
953,schwimmen::V,вартчыны,لامبو وهل
954,tauchen::V,сунгисьны ваӧ,غوټه وهل
955,rudern::V,сынны,پارو وهل
956,fahren::V,мунны,تلل
957,fliegen::V,лэбавны,الوتل
958,gehen::V,мунны,تلل
959,weggehen::V,мунны,بهر وتل
960,abfahren::V,иньдӧтчыны,تلل
961,abfahren::V,мунны,تلل
962,anhalten::V,сувтны,ودرېدل
963,hineingehen::V,пырны,داخلېدل
964,eintreten::V,пырны,ننوتل
965,kommen::V,локны,راتلل
966,ankommen::V,локны,رسېدل
967,zurückkommen::V,бертны,بېرته راتلل
968,zurückkommen::V,панӧвтсьыны,بېرته راتلل
969,bleiben::V,кольччыны,پاتې کېدل
970,warten::V,видзчисьны,انتظار وېستل
971,erwarten::V,видзчисьны,انتظار کول
972,suchen::V,кошшыны,لټول
973,finden::V,адззыны,میندل
974,finden::V,адззыны,پیدا کول
975,versuchen::V,пондыны,هڅه کول
976,versuchen::V,пондӧтны,هڅه کول
977,vorbereiten::V,лӧсьӧтны,چمتوکول
978,lieben::V,милуйтны,مینه لرل
979,mögen::V,радейтны,خوښول
980,mögen::V,радейтны,علاقه لرل
981,lachen::V,серавны,خندېدل
982,rühren::V,сьӧлӧм вӧрзьӧтны,اغېزه کول
983,weinen::V,горзыны,ژړل
984,schimpfen::V,видчыны,ښکنځا کول
985,sich ärgern::V,лёкавны,قهر راتلل
986,sich fürchten::V,повны,ډارېدل
987,fürchten::V,повны,ډارېدل
988,fliehen::V,пышшыны,تښتېدل
989,flüchten::V,пышшыны,تښتېدل
990,sehen::V,адззыны,لیدل
991,anschauen::V,видзӧтны,کتل
992,ansehen::V,видзӧтны,ننداره کول
993,hören::V,кывны,اورېدل
994,zuhören::V,кывзыны,غوږ نیول
995,probieren::V,пешлыны,څکه کول
996,probieren::V,пешлыны,چاشنی کول
997,riechen::V,дукавны,بويول
998,fühlen::V,кывны,حسول
999,scheinen::V,декуйтчыны,ښکارېدل
1000,zu sehen sein::V,тыдавны,ښکارېدل
1001,vernehmen::V,тӧдмавны,خبرېدل
1002,frieren::V,гегдыны,ساړه کېتل
1003,tun::V,керны,کول
1004,können::V,вермыны,کولای شول
1005,können::V,вермыны,د لاسه کېدل
1006,wollen::V,мӧдны,غوښتل
1007,anfangen::V,петны,شروع کول
1008,beenden::V,ештӧтны,ختمول
1009,beenden::V,ештӧтны,پای ته رسول
1010,beenden::V,керыштны,ختمول
1011,beenden::V,керыштны,پای ته رسول
1012,aufhören::V,дугдыны,بس کول
1013,gelingen::V,шогмыны,موفق کېدل
1014,gelingen::V,шогмыны,بریالی کېدل
1015,geraten::V,мыччисьны,کېدل
1016,öffnen::V,осьтны,خلاصول
1017,öffnen::V,осьтны,پرانیستل
1018,schließen::V,пӧднавны,تړل
1019,stellen::V,сувтӧтны,ایښودل
1020,setzen::V,пуксьӧтны,کښېنول
1021,legen::V,пуктыны,ایښودل
1022,berühren::V,вӧрзьӧтны,لاس وهل
1023,verbinden::V,йитны,تړل
1024,bedecken::V,вевттьыны,پوښول
1025,aufhängen::V,ӧшӧтны,ځوړندول
1026,anzünden::V,ӧзтыны,بلول
1027,aufheben::V,лэбтыны,پورته کول
1028,zurücklassen::V,кольны,پرېښودل
1029,verlieren::V,ӧштыны,ورکول
1030,fallen lassen::V,уськӧтны,له لاسه لوېدل
1031,machen::V,керны,کول
1032,herstellen::V,вӧчны,جوړول
1033,herstellen::V,вӧчны,توليدول
1034,bauen::V,строитны,جوړول
1035,reparieren::V,вочны,ترمیمول
1036,verbessern::V,бурсьӧтны,اصلاح کول
1037,ändern::V,вежны,تغیر ورکول
1038,graben::V,гарйыны,کيندل
1039,beugen::V,кусіньтны,ټیټول
1040,biegen::V,чукыльтыштны,کږول
1041,drehen::V,бергӧтны,ګرځول
1042,wenden::V,бергӧтны,اړول
1043,umdrehen::V,бергӧтны,اړول
1044,heben::V,лэбтыны,جګول
1045,heben::V,лэбтыны,پورته کول
1046,hochheben::V,лэбтыны,جګول
1047,ergreifen::V,кватитны,نیول
1048,halten::V,видзны,نیول
1049,drücken::V,личкыны,کښېکښل
1050,schieben::V,тойлавны,پوری وهل
1051,kratzen::V,шаркӧтны,ګرول
1052,lecken::V,нювны,څټل
1053,beißen::V,йирны,چیچل
1054,abreißen::V,орӧтны,شکول
1055,abschneiden::V,шӧрыштны,پرېکول
1056,abschneiden::V,вундыштны,پرېکول
1057,binden::V,гӧрдззыны,تړل
1058,stecken::V,мӧртны,ټومبل
1059,brechen::V,жугдыны,ماتول
1060,klopfen::V,зукӧтны,ټکول
1061,hauen::V,желльыны,ټکول
1062,kleben::V,лякӧтны,نښلول
1063,kleben::V,лякӧтны,سرېښول
1064,reiben::V,зыртны,مږل
1065,streichen::V,мавтны,مښل
1066,schleifen::V,кыскыны,تېره کول
1067,schneiden::V,вундавны,غوڅول
1068,schneiden::V,вундавны,پرېکول
1069,rütteln::V,шатлавны,خوڅول
1070,schütteln::V,зыбӧтны,ښورول
1071,schwenken::V,ӧвтны,خوڅول
1072,schwenken::V,макайтны,خوڅول
1073,schütten::V,кисьтны,اچول
1074,schütten::V,кисьтны,تویول
1075,füllen::V,тыртны,ډکول
1076,füllen::V,тырсьӧтны,ډکول
1077,einwickeln::V,тубны,پېچل
1078,einwickeln::V,тубны,نغښتل
1079,tragen::V,новйӧтны,وړل
1080,schleppen::V,кыскыны,وړل
1081,ziehen::V,кыскыны,کښل
1082,aufbewahren::V,видзны,ساتل
1083,werfen::V,шентывлыны,اچول
1084,werfen::V,шентывлыны,غورځول
1085,fangen::V,кутны,نیول
1086,fangen::V,кутны,ګیرول
1087,packen::V,кутасьны,نیول
1088,packen::V,кватитны,نیول
1089,verstecken::V,дзебны,پټول
1090,teilen::V,торйӧтны,وېشل
1091,teilen::V,торйӧтны,تقسیمول
1092,schicken::V,иньдыны,لېږل
1093,schicken::V,иньдыны,استول
1094,bringen::V,вайны,راوړل
1095,hinzufügen::V,содтыны,زیاتول
1096,bekommen::V,получитны,حاصلول
1097,erhalten::V,получитны,اخیستل
1098,nehmen::V,босьтны,نیول
1099,nehmen::V,босьтны,اخيستل
1100,wählen::V,бӧрйыны,خوښول
1101,auswählen::V,бӧрйыны,چنده کول
1102,bewahren::V,видзны,ساتل
1103,behindern::V,падтыны,مانع کېدل
1104,behindern::V,падтыны,ممانعت کول
1105,verderben::V,изводавны,خرابېدل
1106,beschädigen::V,паздыны,ورانول
1107,zerbrechen::V,паздыны,ماتول
1108,zerreißen::V,косявны,څیرې کول
1109,zerstören::V,паздыны,ړنګول
1110,zerstören::V,паздыны,ورانول
1111,verbrennen::V,сотны,سوځول
1112,geben::V,сетны,ورکول
1113,reichen::V,сетны,ورکول
1114,schenken::V,козьнавны,بښل
1115,versprechen::V,кӧсйыны,لوز کول
1116,wünschen::V,бурсьыны,غوښتل
1117,loben::V,ошкыны,ستایل
1118,loben::V,ошкыны,تمجید کول
1119,küssen::V,окавны,ښکلول
1120,wiegen::V,тюттьӧтны,زنګول
1121,zudecken::V,вевттьыны,پوښول
1122,wecken::V,саймӧтны,ويښول
1123,zeigen::V,мыччавны,ښودل
1124,führen::V,нуӧтны,بیول
1125,lehren::V,велӧтны,درس ورکول
1126,lehren::V,велӧтны,تعلیم ورکول
1127,unterrichten::V,велӧтны,درس ورکول
1128,aufziehen::V,быдтыны,روزل
1129,leiten::V,юравны,رهبری کول
1130,leiten::V,юравны,لارښوونه کول
1131,leiten::V,веськӧтлыны,رهبری کول
1132,leiten::V,веськӧтлыны,لارښوونه کول
1133,antreiben::V,тэрмӧтны,چټک کول
1134,lassen::V,-ӧтыны,اړکول
1135,einladen::V,корны,بلل
1136,vereinigen::V,ӧтувтны,متحد کول
1137,vereinigen::V,ӧтувтны,یوځای کول
1138,vereinigen::V,ӧтлаавны,متحد کول
1139,vereinigen::V,ӧтлаавны,یوځای کول
1140,besuchen::V,пыравлыны,کتنه کول
1141,treffen::V,пантавны,ليدل
1142,treffen::V,пантавны,تلقی کول
1143,sich versammeln::V,ӧксьыны,راغونډېدل
1144,spielen::V,орсны,لوبه کول
1145,singen::V,сьывны,سندرې وېل
1146,tanzen::V,йӧктыны,ګډېدل
1147,sich trennen::V,торьясьны,بېلېدل
1148,verlassen::V,кольны,ترک کول
1149,retten::V,мынтны,نجات ورکول
1150,bewachen::V,смекайтны,ساتل
1151,bewachen::V,смекайтны,حفاظت کول
1152,schützen::V,дорйыны,ژغورل
1153,verteidigen::V,дорйыны,دفاع کول
1154,sich schlagen::V,тышкасьны,جنګېدل
1155,schießen::V,лыйны,ویشتل
1156,siegen::V,вермыны,غالبېدل
1157,ärgern::V,лӧгӧтны,خپه کول
1158,schlagen::V,базнитны,وهل
1159,treten::V,чужьявны,په لغته وهل
1160,stechen::V,бытшкыны,ټومبل
1161,stoßen::V,тапкыны,ټېل وهل
1162,stoßen::V,тапкыны,پوری وهل
1163,stoßen::V,тойыштны,ټېل وهل
1164,stoßen::V,тойыштны,پوری وهل
1165,stehlen::V,гусявны,تښتول
1166,stehlen::V,гусявны,غلا کول
1167,stören::V,костіавны,ماتول
1168,belästigen::V,назыляйтны,ځورول
1169,belästigen::V,назыляйтны,تکلیف ورکول
1170,verbergen::V,дзебны,پټول
1171,täuschen::V,бӧбӧтны,تېرایستل
1172,täuschen::V,бӧбӧтны,خطا ایستل
1173,täuschen::V,пӧрьявны,تېرایستل
1174,täuschen::V,пӧрьявны,خطا ایستل
1175,betrügen::V,муклачитны,غولول
1176,töten::V,вийны,وژل
1177,töten::V,вийны,مړ کول
1178,wohnen::V,овны,اوسېدل
1179,arbeiten::V,уджавны,کار کول
1180,sammeln::V,ӧктыны,راټولول
1181,sammeln::V,ӧктыны,راغونډول
1182,pflücken::V,судзлавны,شکول
1183,jagen::V,вӧравны,ښکار کول
1184,fischen::V,чериавны,کب نيول
1185,fassen::V,кутны,نیول
1186,fassen::V,кутны,ګیرول
1187,hüten::V,вердны,پوول
1188,hüten::V,йирсьӧтны,پوول
1189,treiben::V,вашӧтны,بیول
1190,anbinden::V,кӧртавны,تړل
1191,füttern::V,вердны,خوراک ورکول
1192,melken::V,высьтыны,لوشل
1193,melken::V,чилькӧтны,لوشل
1194,hacken::V,керавны,پی کول
1195,gießen::V,киськавны,اوبه کول
1196,reifen::V,кисьмыны,رسېدل
1197,zubereiten::V,лӧсьӧтны,تیارول
1198,kochen::V,пуны,پخول
1199,backen::V,пӧжавны,پخول
1200,braten::V,жаритны,وريتول
1201,umrühren::V,соравны,لړل
1202,stricken::V,домавны,اوبدل
1203,nähen::V,вурны,ګنډل
1204,färben::V,краситны,رنګول
1205,reinigen::V,весӧтны,صافول
1206,waschen::V,пеславны,مینځل
1207,abwischen::V,чышкыны,وچول
1208,spülen::V,гывьявны,کنګالول
1209,fegen::V,чышкыны,جارو کول
1210,kehren::V,чышкыны,جارو کول
1211,baden::V,купайтчыны ,لمبېدل
1212,sich waschen::V,миссьыны,ځان مينځل
1213,ausziehen::V,гыжтӧтны,کښل
1214,ausziehen::V,гыжтӧтны,ایستل
1215,ausziehen::V,пӧрччавны,کښل
1216,ausziehen::V,пӧрччавны,ایستل
1217,anziehen::V,пасьтавны,اغوستل
1218,sich anziehen::V,пасьтасьны,کالی اغوستل
1219,kämmen::V,сынавны,ګمنځول
1220,schmücken::V,баситны,ښکلی کول
1221,sagen::V,висьтавны,وېل
1222,sprechen::V,шуны,وېل
1223,sprechen::V,шуны,غږېدل
1224,reden::V,баитны,ګړېدل
1225,reden::V,баитны,خبرې کول
1226,sich unterhalten::V,сёрнитны,خبری کول
1227,fragen::V,юавны,پوښتنه کول
1228,bitten::V,корны,غوښتل
1229,erzählen::V,висьтавны,کيسه کول
1230,erzählen::V,висьтавны,حکايت کول
1231,mitteilen::V,висьтавны,خبرول
1232,mitteilen::V,висьтавны,خبر ورکول
1233,nennen::V,нимтны,نوم ايښودل
1234,rufen::V,китсавны,بلل
1235,rufen::V,корны,بلل
1236,rufen::V,чукӧстны,بلل
1237,prahlen::V,ошшасьны,لاپې وهل
1238,übersetzen::V,вуджӧтны,ژباړل
1239,übersetzen::V,вуджӧтны,ترجمه کول
1240,denken::V,чайтны,فکر کول
1241,glauben::V,веритны,باور کول
1242,bemerken::V,казявны,لیدل
1243,erkennen::V,тӧдсавны,پېژندل
1244,begreifen::V,вежӧртны,رسېدل
1245,begreifen::V,вежӧртны,پوهېدل
1246,verstehen::V,кывны,پوهېدل
1247,lernen::V,велӧтчыны,زده کول
1248,lernen::V,велӧтчыны,درس لوستل
1249,wissen::V,тӧдны,پوهېدل
1250,sich erinnern an::V,касьтывны,یادول
1251,sich erinnern an::V,касьтывны,په یاد راوړل
1252,vergessen::V,вунӧтны,هېرول
1253,messen::V,меряйтны,اندازه کول
1254,zählen::V,лыддьыны,شمارل
1255,rechnen::V,лыддьыны,حسابول
1256,lesen::V,лыддьӧтны,لوستل
1257,zeichnen::V,гижмавны,رسمول
1258,schreiben::V,гижны,لیکل
1259,besitzen::V,лоны,لرل
1260,kaufen::V,небны,رانیول
1261,verkaufen::V,вузавны,خرڅول
1262,bezahlen::V,вештыны,تأدیه کول
1263,zahlen::V,вештыны,کسات اخيستل
1264,ertragen::V,терпитны,زغمل
1265,Insel::N,,ټاپو
1266,Insel::N,,جزيره
1267,Menge::N,,اندازه
1268,Gewalt::N,,زور
1269,Gewalt::N,,تشدد
1270,Alter::N,,منګ
1271,richtig::A,,سم
1272,richtig::A,,صحیح
1273,wahr::A,,واقعي
1274,berühmt::A,,مشهور
1275,allein::ADV,,یوازې
1276,rennen::V,,زغلېدل
1277,malen::V,,رسمول
1278,beherrschen::V,,تسلط لرل
