,Concept_ID,vep,ta
689,ein wenig::ADV,vähän,கொஞ்சம்
690,kaum::ADV,habi,அரிதாக
691,sehr::ADV,lujas,மிக்க
692,so::ADV,muga,மிகவும்
693,so::ADV,ninga,மிகவும்
694,noch::ADV,völ,இப்பொழுதும்
695,nur::ADV,järg,மட்டும்
696,nur::ADV,vaiše,மட்டும்
697,schon::ADV,jo,ஏற்கனவே
698,wieder::ADV,möst,மறுபடியும்
699,vergebens::ADV,uhtei,வீண்
700,vor::PRP,edes,முன்
701,hinter::PRP,taga,பின்பக்கம்
702,unter::PRP,al,கீழே
703,durch::PRP,läbi,ஊடே
704,durch::PRP,kal't,ஊடே
705,neben::PRP,rindal,அடுத்து
706,zwischen::PRP,keskes,இடையில்
707,wegen::PRP,tagut,ஏனெனில்
708,dies::PRN,nece,இது
709,das::PRN,se,அது
710,alles::PRN,kaik,ஒவ்வொன்றும்
711,ich::PRN,minä,நான்
712,du::PRN,sinä,நீ
713,er::PRN,hän,அவன்
714,wir::PRN,mö,நாம்
715,wir::PRN,mö,நாங்கள்
716,ihr::PRN,tö,நீங்கள்
717,sie::PRN,hö,அவர்கள்
718,was::FPRN,mi,என்ன
719,wer::FPRN,ken,யார்
720,wo::FADV,kus,எங்கே
721,wohin::FADV,kuna,எதற்கு
722,wie::FADV,kut,எப்படி
723,wie::FADV,mit',எப்படி
724,warum::FADV,mikš,ஏன்
725,wieviel::FNUM,äjak,எவ்வளவு
726,wieviel::FNUM,kuverz',எவ்வளவு
727,eins::NUM,üks',ஒன்று
728,zwei::NUM,kaks',இரண்டு
729,drei::NUM,koume,மூன்று
730,vier::NUM,nel'l',நான்கு
731,fünf::NUM,viž,ஐந்து
732,sechs::NUM,kuz',ஆறு
733,sieben::NUM,seičeme,ஏழு
734,acht::NUM,kahesa,எட்டு
735,neun::NUM,ühesa,ஒன்பது
736,zehn::NUM,kümne,பத்து
737,elf::NUM,üks'toštkümne,பதினொன்று
738,zwölf::NUM,kaks'toštkümne,பன்னிரண்டு
739,zwanzig::NUM,kaks'kümne,இருபது
740,dreißig::NUM,koumekümne,முப்பது
741,vierzig::NUM,nel'l'kümne,நாற்பது
742,fünfzig::NUM,vižkümne,ஐமபது
743,sechzig::NUM,kuz'kümne,அறுபது
744,siebzig::NUM,seičemekümne,எழுபது
745,achtzig::NUM,kahesakümne,எண்பது
746,neunzig::NUM,ühesakümne,தொன்னூறு
747,hundert::NUM,sada,நூறு
748,tausend::NUM,tuha,ஆயிரம்
749,und::CNJ,i,மற்றும்
750,und::CNJ,da,மற்றும்
751,oder::CNJ,vai,அல்லது
752,stehen::V,seišta,நில்
753,sitzen::V,ištta,உட்கார்
754,liegen::V,venuda,படு
755,hängen::V,ripta,தொங்கச் செய்
756,werden::V,lindä,ஆகு
757,werden::V,tehtas,ஆகு
758,passieren::V,ozaitas,நிகழ்
759,beginnen::V,augotadas,ஆரம்பி
760,enden::V,loptas,முடி
761,wechseln::V,vajehtadas,மாற்று
762,aufgehen[Sonne]::V,nousta,உயர எழு
763,untergehen[Sonne]::V,lasktas,பொறுத்து
764,scheinen[Sonne]::V,paštta,பிரகாசி
765,donnern::V,juraita,இடி
766,wehen::V,dölta,வீசு
767,wehen::V,puhuda,வீசு
768,strömen::V,valadas,பாயதல்
769,fließen::V,valuda,நீரோட்டம் போக்கில் போ
770,sich drehen::V,punotas,சுழல்
771,schwanken::V,čibuda,தள்ளாடு
772,schwingen::V,čibuda,ஆடு
773,fallen::V,langeta,விழு
774,brennen::V,pallada,எரி
775,rauchen::V,savustada,பகை பிடி
776,regnen::V,vihmda,மழை பெய்
777,gefrieren::V,jäduda,உறைந்துவிடு
778,gefrieren::V,kül'mdä,உறைந்துவிடு
779,tauen::V,sulada,உருகு
780,schmelzen::V,sulada,உருகு
781,trocknen::V,kuida,உலர்த்து
782,trocknen::V,kuivehtuda,உலர்த்து
783,sieden::V,kehuda,கொதிக்க வை
784,faulen::V,hapata,அழுகச் செய்
785,faulen::V,traudäs,அழுகச் செய்
786,verfaulen::V,hapata,அழுகச் செய்
787,reißen::V,rebita,திடீரென அறு
788,versinken::V,upota,மூழ்கு
789,vergehen::V,mända,கடந்துசெல்
790,erscheinen::V,ozutadas,தோன்றச்
791,verschwinden::V,hajeta,மறைந்து போ
792,sinken::V,väheta,பதைவுறு
793,sinken::V,lasktas,பதைவுறு
794,abnehmen::V,peneta,குறை
795,zunehmen::V,ližaduda,உயர்த்து
796,steigen::V,nousta,உயர எழு
797,wachsen::V,kazda,வளர்
798,glänzen::V,loštta,மிளிர்
799,funkeln::V,hoštta,பிரகாசி
800,lärmen::V,robaita,கொம்பு
801,läuten::V,judaita,மணியொலியிசை
802,klingeln::V,kelotada,மணி அடி
803,klirren::V,biraita,கிலுங்கு
804,brausen::V,bruncta,இரைதல்
805,rauschen::V,šobaita,சலசலப்பு
806,klingen::V,heläita,சிலம்புதல்
807,bellen::V,nutta,குரை
808,heulen::V,ulaita,ஊளையிடு
809,blasen::V,puhuda,ஊது
810,pfeifen::V,pistta,சீழ்க்கை எழப்பு
811,pfeifen::V,vihelta,சீழ்க்கை எழப்பு
812,schreien::V,kirkta,கூச்சலிடு
813,schreien::V,kidastada,கூச்சலிடு
814,stöhnen::V,ohkta,வேதனை
815,stöhnen::V,voivotada,வேதனை
816,zittern::V,säraita,நடுங்கு
817,leben::V,eläda,உயிருடனிரு
818,geboren werden::V,sünduda,பிற
819,atmen::V,henktä,சுவாசி
820,trinken::V,joda,குடி
821,essen::V,söda,சாப்பிடு
822,schlucken::V,lainata,முழுங்கு
823,müde werden::V,väzuda,கையயர்தல்
824,müde werden::V,šuštuda,கையயர்தல்
825,einschlafen::V,uinota,தூங்க
826,schlafen::V,magata,தூங்கு
827,schlafen::V,nukkuda,தூங்கு
828,aufwachen::V,heraštuda,எழுப்பு
829,aufstehen::V,nousta,எழுந்திரு
830,sich erholen::V,lebaitas,இளைப்பாறு
831,krank werden::V,läžegata,விழுதல்
832,krank sein::V,läžuda,நருக்கலாயிருக்க
833,schmerzen::V,kibištada,நோவுறு
834,husten::V,rügda,இருமு
835,genesen::V,tervehtuda,குணம் அடை
836,sterben::V,kolda,மரணமடை
837,umkommen::V,kolda,நசி
838,sich bewegen::V,likkuda,நகர்த்து
839,sich rühren::V,likahtada,அசை
840,sich rühren::V,kubahtada,அசை
841,sich erheben::V,nousta,எழுந்து நில்
842,sich setzen::V,išttas,உட்கார்
843,hinfallen::V,langeta,விழு
844,laufen::V,kävuda,நட
845,schreiten::V,astta,கவடுவைத்தல்
846,schreiten::V,haškta,கவடுவைத்தல்
847,spazierengehen::V,kävelta,உலவு
848,eilen::V,kiruhtada,விரைந்து
849,sich beeilen::V,kiruhtada,அவசரப்படுத்து
850,sausen::V,fun'urta,விரைந்து செல்
851,rennen::V,joksta,ஓடு
852,springen::V,hüptä,குதி
853,klettern::V,libuda,ஏறு
854,schaukeln::V,čibuda,தள்ளாடு
855,kriechen::V,ličtas,மெதுவாக நடந்து செல்
856,schwimmen::V,ujuda,நீந்து
857,tauchen::V,čukautas,மூழ்கி நீச்சலடி
858,rudern::V,souta,துடுப்புப் போடு
859,fahren::V,ajada,ஓட்டு
860,fahren::V,ajelda,ஓட்டு
861,fliegen::V,leta,பற
862,gehen::V,mända,போ
863,gehen::V,kävuda,போ
864,weggehen::V,päzda,விலகிச் செல்
865,weggehen::V,lähtta,விலகிச் செல்
866,abfahren::V,tönduda,புறப்பட்டுச் செல்
867,anhalten::V,seižutadas,நின்றுவிடு
868,hineingehen::V,mända südäimehe,மறையச் செய்
869,eintreten::V,tulda,நுழை
870,kommen::V,tulda,வா
871,ankommen::V,tulda,வநது சேர்
872,zurückkommen::V,pörtas,திரும்பி வா
873,bleiben::V,jäda,இரு
874,warten::V,varastada,தாமதி
875,erwarten::V,varastada,எதிர்நோக்கு
876,suchen::V,ectä,தேடு
877,finden::V,löuta,கண்டுபிடி
878,versuchen::V,ladida,முயற்சி செய்
879,versuchen::V,rohkaita,முயற்சி செய்
880,vorbereiten::V,vaumita,ஆயத்தம் செய்
881,lieben::V,armastada,அன்பு செலுத்து
882,mögen::V,navedida,விரும்பு
883,lachen::V,nagrda,சிரி
884,rühren::V,likutada,இதயத்தைத் தொடு
885,weinen::V,itkta,அழு
886,schimpfen::V,laidas,சாபமிடு
887,schimpfen::V,pačatada,சாபமிடு
888,sich ärgern::V,rändüda,கோப்பபடு
889,sich fürchten::V,varaita,பயப்படு
890,fürchten::V,varaita,பயப்படுத்து
891,fliehen::V,pageta,ஓடு
892,flüchten::V,pageta,தப்பிவிடு
893,flüchten::V,joksta,தப்பிவிடு
894,sehen::V,nähta,பார்
895,anschauen::V,kacta,கூர்ந்து கவனி
896,ansehen::V,kacta,கவனி
897,hören::V,kulda,கேள்
898,zuhören::V,kundeltas,சுவைத்துப் பார்
899,probieren::V,mujada,ருசி
900,riechen::V,rižada,முகர்ந்து பார்
901,fühlen::V,mujada,தொட்டுணர்
902,scheinen::V,näguda,காணப்படு
903,zu sehen sein::V,näguda,தோன்றுதல்
904,vernehmen::V,kulištada,கேள்
905,frieren::V,kül'mdä,குதுகுதுகு
906,tun::V,tehta,செய்
907,können::V,voida,இயல்வது
908,können::V,mahtta,இயல்வது
909,wollen::V,himoita,விரும்பு
910,wollen::V,tahtoida,விரும்பு
911,anfangen::V,zavottä,தொடங்கு
912,anfangen::V,augotada,தொடங்கு
913,beenden::V,loptä,முடி
914,aufhören::V,loptas,நிறுத்து
915,gelingen::V,lähtta,வெற்றி
916,gelingen::V,tehtas,வெற்றி
917,geraten::V,tulda,ஏற்படுத்து
918,öffnen::V,avaita,திற
919,schließen::V,saubata,மூடு
920,stellen::V,panda,வை
921,stellen::V,seižutada,வை
922,setzen::V,ištutada,வை
923,legen::V,panda,பரப்பி வை
924,berühren::V,koskta,பதி
925,berühren::V,käziduda,பதி
926,verbinden::V,ühtenzoitta,சேர்
927,bedecken::V,katta,உறைபோடு
928,bedecken::V,peitta,உறைபோடு
929,aufhängen::V,riputada,தொங்கவிடு
930,anzünden::V,sütutada,எரியூட்டு
931,aufheben::V,leta,பொறுக்கி எடு
932,zurücklassen::V,jätta,விட்டுச் செல்
933,verlieren::V,kadotada,இழ
934,fallen lassen::V,kirbotada,அளவில் குறைவு
935,machen::V,säta,தயார்செய்
936,machen::V,tehta,தயார்செய்
937,herstellen::V,tehta,உற்பத்தி செய்
938,bauen::V,leta,கட்டு
939,bauen::V,sauda,கட்டு
940,reparieren::V,koheta,பழுது பார்
941,verbessern::V,paremboita,மேம்படுத்து
942,ändern::V,vajehtada,மாற்றி அமை
943,graben::V,kaida,குழி வெட்டு
944,graben::V,čongoida,குழி வெட்டு
945,beugen::V,koverta,வனை
946,biegen::V,painda,வனை
947,drehen::V,punotada,சுழல்
948,wenden::V,käta,குடைகவிழு
949,wenden::V,kärauta,குடைகவிழு
950,umdrehen::V,käta,சுற்றும் முற்றும் பார்
951,heben::V,leta,தூக்கு
952,hochheben::V,libutada,தூக்கு
953,ergreifen::V,tabata,பறி
954,halten::V,pidada,பிடித்துக் கொள்
955,drücken::V,painda,அழுத்து
956,schieben::V,žigutada,தள்ளு
957,kratzen::V,künstä,கீறு
958,lecken::V,nolda,நக்கு
959,beißen::V,purda,கடி
960,beißen::V,hambastada,கடி
961,abreißen::V,ratketa,கிழி
962,abschneiden::V,čapata,வெட்டி எடு
963,abschneiden::V,leikata,வெட்டி எடு
964,binden::V,sidoda,கட்டு
965,stecken::V,čokaita,பதிய வை
966,brechen::V,katkaita,உடை
967,klopfen::V,kolkotada,தட்டு
968,hauen::V,löda,அடி
969,kleben::V,klejata,ஒட்டு
970,reiben::V,hosta,தேய்
971,reiben::V,törkita,தேய்
972,reiben::V,jorotada,தேய்
973,streichen::V,voita,பரவச்செய்
974,schleifen::V,hijoida,அரை
975,schleifen::V,teravzoitta,அரை
976,schneiden::V,leikata,துண்டாக்கு
977,rütteln::V,heilutada,மெல்ல தள்ளு
978,schütteln::V,pudištada,குலுக்கு
979,schwenken::V,maihutada,ஊஞ்சலாடு
980,schütten::V,valada,ஊற்று
981,füllen::V,täutta,நிரப்பு
982,einwickeln::V,kärdä,சுற்று
983,tragen::V,kantta,எடுத்துச் செல்
984,tragen::V,kandišta,எடுத்துச் செல்
985,schleppen::V,vedätada,இழுத்துச் செல்
986,ziehen::V,vedada,இழு
987,aufbewahren::V,kaita,வைத்துக் கொள்
988,werfen::V,čuta,வீசி எறி
989,werfen::V,tactä,வீசி எறி
990,fangen::V,püta,பிடி
991,packen::V,tabata,பிடித்துக்கொள்
992,verstecken::V,peitta,மறை
993,teilen::V,jagada,பாகங்களாகப் பிரி
994,schicken::V,oigeta,அனுப்பு
995,bringen::V,veda,கொண்டு வா
996,hinzufügen::V,ližata,சேர்
997,bekommen::V,sada,பெறு
998,erhalten::V,sada,பெறு
999,nehmen::V,otta,எடு
1000,wählen::V,valita,தேர்ந்தெடு
1001,auswählen::V,valita,தேர்ல்தெடு
1002,bewahren::V,kaita,கெடாது பேணு
1003,behindern::V,telustada,தடங்கல் செய்
1004,verderben::V,travida,நாசமாக்கு
1005,beschädigen::V,satatada,சேதப்படுத்து
1006,zerbrechen::V,mureta,உடை
1007,zerreißen::V,rebitada,கிழி
1008,zerstören::V,mureta,அழி
1009,verbrennen::V,poltta,எரியூட்டு
1010,geben::V,antta,கொடு
1011,reichen::V,antta,வழங்கு
1012,schenken::V,lahjoita,மொயத்தல்
1013,versprechen::V,toivotada,உறுதியளி
1014,wünschen::V,toivotada,ஆசைப்படு
1015,loben::V,kitta,புகழ்ச்சி கூறு
1016,küssen::V,tervehtada,முத்தமிடு
1017,wiegen::V,likutada,ஆட்டுத்தல்
1018,zudecken::V,katta,உறைபோடு
1019,wecken::V,noustatada,எழுப்பு
1020,zeigen::V,ozutada,காட்டு
1021,führen::V,astutada,வழிகாட்டி
1022,lehren::V,opeta,சொல்லிக் கொடு
1023,unterrichten::V,opeta,அறிவுரை கூறு
1024,aufziehen::V,kazvatada,வளர்
1025,leiten::V,ohjata,அழைத்துச் செல்
1026,antreiben::V,rigehtoitta,தூண்டு
1027,lassen::V,käskta,விடு
1028,einladen::V,kucta,அழை
1029,vereinigen::V,ühtenzoitta,ஒன்றாகச் சேர்
1030,besuchen::V,rižada,வருகை புரி
1031,treffen::V,vastata,சந்தி
1032,sich versammeln::V,kägeta,தொகுப்பு
1033,sich versammeln::V,sätas,தொகுப்பு
1034,spielen::V,väta,விளையாடு
1035,singen::V,pajatada,பாடு
1036,tanzen::V,kargaita,நடனமாடு
1037,sich trennen::V,erigata,தனிப்படடுத்து
1038,verlassen::V,jätta,கைவிடு
1039,retten::V,päzutada,காப்பாற்று
1040,bewachen::V,varjoita,காவல் செய்
1041,schützen::V,kaita,பாதுகாப்பு செய்
1042,verteidigen::V,kaita,எதிர்த்து நில்
1043,sich schlagen::V,torata,பூசலிடு
1044,schießen::V,ampta,சுட்டுக் கொல்
1045,siegen::V,vägestada,வெற்றி பெறு
1046,ärgern::V,verdutada,எரிச்சலூட்டு
1047,ärgern::V,rändütada,எரிச்சலூட்டு
1048,schlagen::V,löda,அடி
1049,schlagen::V,iškta,அடி
1050,treten::V,peksta,உதை
1051,treten::V,topsta,உதை
1052,stechen::V,pystiä,கொட்டு
1053,stoßen::V,iškta,நெருக்கு
1054,stoßen::V,pudištada,நெருக்கு
1055,stehlen::V,vargastada,திருடு
1056,stören::V,keskustada,தொல்லைகொடு
1057,belästigen::V,tartuteldas,தொல்லை கொடு
1058,verbergen::V,katelda,மறை
1059,täuschen::V,manitada,ஏமாற்று
1060,betrügen::V,manitada,ஏமாற்று
1061,töten::V,rikta,கொல்
1062,töten::V,surmita,கொல்
1063,wohnen::V,eläda,தங்கியிரு
1064,arbeiten::V,rata,வேலை செய்
1065,sammeln::V,kogota,ஒன்றுசேர்
1066,pflücken::V,poimda,கொய்து எடு
1067,jagen::V,mecata,வேட்டையாடு
1068,fischen::V,kalatada,மீன் பிடி
1069,fassen::V,tabata,பிடி
1070,hüten::V,paimeta,காவல் செய்
1071,treiben::V,ajada,ஓட்டு
1072,anbinden::V,küttestada,கட்டு
1073,anbinden::V,sidoda,கட்டு
1074,füttern::V,sötta,உணவளி
1075,melken::V,lüpsta,பால் கற
1076,hacken::V,sauda,வெட்டி எடு
1077,gießen::V,valada,நீர்ப் பாய்ச்சு
1078,reifen::V,küpseta,பழு
1079,zubereiten::V,vaumištada,சமையல் செய்
1080,kochen::V,keitta,வேகவை
1081,backen::V,paštta,வெப்பத்தில் வாட்டு
1082,braten::V,žarda,பொரியச் செய்
1083,umrühren::V,segoitada,கலக்கு
1084,stricken::V,kudoda,பின்னியிழை
1085,nähen::V,ombelta,தையல் வேலை செய்
1086,färben::V,mujutada,வண்ணம் பெறச் செய்
1087,reinigen::V,puhtastada,சுத்தம் செய்
1088,waschen::V,pesta,கழுவு
1089,abwischen::V,pühktä,துடை
1090,spülen::V,huhtoida,அலசு
1091,fegen::V,pühkta,பெறுக்கு
1092,kehren::V,uhoita,பெறுக்கு
1093,baden::V,kül'ptäs,குளி
1094,sich waschen::V,pestas,கழுவு
1095,ausziehen::V,riičta,கழற்று
1096,ausziehen::V,rušta,கழற்று
1097,anziehen::V,panda päle,புனைதல்
1098,anziehen::V,panda kädehe,புனைதல்
1099,anziehen::V,panda jaugha,புனைதல்
1100,sich anziehen::V,sobdas,உடுத்துதல்
1101,kämmen::V,harjata,தலை வாரிக் கொள்
1102,schmücken::V,čomitada,அழகுபடுத்து
1103,sagen::V,sanuda,சொல்
1104,sprechen::V,pagišta,பேசு
1105,reden::V,pagišta,பெசு
1106,sich unterhalten::V,lodaita,இயல்பாக பேசிக்கொண்டிரு
1107,fragen::V,küzuda,கேள்
1108,bitten::V,pakita,வேண்டு
1109,erzählen::V,sanuda,சொல்
1110,erzählen::V,starinoita,சொல்
1111,mitteilen::V,tedotada,சொல்
1112,nennen::V,nimitada,பெயரிடுதல்
1113,rufen::V,kucta,கூச்சலிடு
1114,prahlen::V,kittäs,தற்பெருமை பேசு
1115,übersetzen::V,käta,மொழிபெயர்ப்பு செய்
1116,denken::V,meletada,யோசி
1117,glauben::V,uskta,நம்பு
1118,bemerken::V,homaita,கவனி
1119,erkennen::V,tundištada,அடையாளம் கண்டுகொள்
1120,begreifen::V,tabata,பற்றிக்கொள்
1121,verstehen::V,el'geta,புரிந்து கொள்
1122,verstehen::V,toimetada,புரிந்து கொள்
1123,lernen::V,opetas,கற்றுக்கொள்
1124,wissen::V,teta,தெரிந்திரு
1125,sich erinnern an::V,johtutada,நினைவு கூர்
1126,vergessen::V,unohtada,மற
1127,messen::V,märita,அளவிடு
1128,zählen::V,lugeda,எண்ணு
1129,rechnen::V,lugeda,கணக்கிடு
1130,lesen::V,lugeda,படி
1131,malen::V,pirta,வண்ணச்சித்திரம்
1132,zeichnen::V,pirta,வரை
1133,schreiben::V,kirjutada,எழுது
1134,besitzen::V,omištada,உடைமையாகக் கொண்டிரு
1135,kaufen::V,ostta,வாங்கு
1136,verkaufen::V,möda,விற்பனை செய்
1137,bezahlen::V,maksta,இறுத்தல்
1138,zahlen::V,maksta,பணம் செலுத்து
1139,beherrschen::V,valdoita,ஆட்சிசெய்
1140,ertragen::V,tirpta,தாங்கு
