,Concept_ID,ga,mhr
109,Regenbogen::N,bogha báistí,шонанпы́л
110,Donner::N,toirneach,кӱ́дырчӧ
111,Strömung::N,sruth,йо́гын
112,Tropfen::N,deoir,чӱча́лтыш
113,Schaum::N,cúr,шоҥ
114,Schmutz::N,salachar,лавыра́
115,See::N,loch,ер
116,Sumpf::N,portach,лӱ́кӧ
117,Moor::N,caorán,куп
118,Moor::N,móinteán,куп
119,Wiese::N,cluain,о́лык
120,Wiese::N,móinéar,о́лык
121,Wald::N,coill,чодыра́
122,Wald::N,foraois,чодыра́
123,Hügel::N,ard,арка́
124,Anhöhe::N,ard,тӧва́
125,Anhöhe::N,ard,кӱкшака́
126,Anhöhe::N,ardán,тӧва́
127,Anhöhe::N,ardán,кӱкшака́
128,Berg::N,sliabh,ку́рык
129,Gipfel::N,barr,чаҥга́
130,Gipfel::N,barr,курыкву́й
131,Gipfel::N,mullach,чаҥга́
132,Gipfel::N,mullach,курыкву́й
133,Höhle::N,uaimh,пеще́р
134,Höhle::N,uaimh,курыкпо́мыш
135,Höhle::N,pluais,пеще́р
136,Höhle::N,pluais,курыкпо́мыш
137,Abhang::N,fána,та́йыл
138,Quelle::N,foinse,важ
139,Quelle::N,foinse,вӱдшинча́
140,Bach::N,sruthán,изэҥе́р
141,Fluss::N,abhainn,эҥе́р
142,Ufer::N,bruach,сер
143,Küste::N,cósta,вӱдтӱ́р
144,Küste::N,cladach,вӱдтӱ́р
145,Festland::N,míntír,мла́нде
146,Meer::N,muir,те́ҥыз
147,Meer::N,farraige,те́ҥыз
148,Bucht::N,bá,икса́
149,Bucht::N,cuan,икса́
150,Insel::N,inis,отро́
151,Insel::N,oileán,отро́
152,Blume::N,bláth,пеле́дыш
153,Gras::N,féar,шу́до
154,Wurzel::N,rúta,вож
155,Wurzel::N,fréamh,вож
156,Baum::N,crann,пуше́ҥге
157,Stamm::N,stoc,йы́тыр
158,Stamm::N,tamhan,йы́тыр
159,Rinde::N,coirt,шӱм
160,Rinde::N,craiceann,шӱм
161,Ast::N,géag,укш
162,Zweig::N,géag,торма́к
163,Zweig::N,craobh,торма́к
164,Blatt::N,duille,лышта́ш
165,Blatt::N,duilleog,лышта́ш
166,Birke::N,beith,куэ́
167,Birke::N,crann beithe,куэ́
168,Kiefer[Baum]::N,péine,пӱ́нчӧ
169,Weide[Baum]::N,saileach,уа́
170,Tanne::N,giúis,кож
171,Horn::N,adharc,шур
172,Feder::N,cleite,пы́стыл
173,Fell::N,clúmh,кова́ште
174,Flügel::N,eite,шу́лдыр
175,Flügel::N,sciathán,шу́лдыр
176,Klaue::N,crúb,кӱч
177,Klaue::N,crobh,кӱч
178,Kralle::N,crobh,ла́па
179,Kralle::N,crobh,копа́
180,Schwanz::N,eireaball,поч
181,Ei::N,ubh,му́но
182,Nest::N,nead,пыжа́ш
183,Bau::N,brocais,пыжа́ш
184,Tier::N,ainmhí,я́нлык
185,Tier::N,ainmhí,живо́тный
186,Tier::N,beithíoch,я́нлык
187,Tier::N,beithíoch,живо́тный
188,Herde::N,tréad,кӱ́тӱ
189,Herde::N,tréad,тӱшка́
190,Kuh::N,bó,ушка́л
191,Bulle::N,tarbh,ӱ́шкыж
192,Pferd::N,each,и́мне
193,Pferd::N,capall,и́мне
194,Schaf::N,caora,шо́рык
195,Schwein::N,muc,сӧсна́
196,Hund::N,madra,пий
197,Katze::N,cat,пы́рыс
198,Bär::N,béar,маска́
199,Eichhörnchen::N,iora,ур
200,Elch::N,eilc,шо́рдо
201,Fuchs::N,sionnach,ры́выж
202,Fuchs::N,madra rua,ры́выж
203,Hase::N,giorria,мера́ҥ
204,Maus::N,luch,коля́
205,Wolf::N,mac tíre,пи́ре
206,Vogel::N,éan,ка́йык
207,Schwarm::N,saithe,каша́к
208,Huhn::N,cearc,чы́ве
209,Hahn::N,coileach,агыта́н
210,Gans::N,gé,ко́мбо
211,Adler::N,iolar,карагу́ш
212,Ente::N,lacha,лу́до
213,Eule::N,ulchabhán,тумна́
214,Kranich::N,grús,турня́
215,Krähe::N,caróg,кора́к
216,Krähe::N,préachán,кора́к
217,Kuckuck::N,cuach,куку́
218,Schwan::N,eala,йӱ́ксӧ
219,Fisch::N,iasc,кол
220,Barsch::N,péirse,ола́ҥге
221,Hecht::N,liús,нуж
222,Hecht::N,liús,чорта́н
223,Schlange[Tier]::N,nathair,ки́шке
224,Wurm::N,péist,шукш
225,Spinne::N,damhán alla,эҥыре́мыш
226,Ameise::N,seangán,ку́тко
227,Laus::N,míol,тий
228,Mücke::N,muiscít,шыҥа́
229,Mücke::N,corrmhíol,шыҥа́
230,Fliege::N,cuil,ка́рме
231,Fliege::N,cuileog,ка́рме
232,Schmetterling::N,féileacán,лы́ве
233,Beere::N,caor,мӧр
234,Apfel::N,úll,олма́
235,Pilz::N,beacán,по́ҥго
236,Pilz::N,muisiriún,по́ҥго
237,Zwiebel::N,oinniún,шога́н
238,Saat::N,síol,нӧ́шмӧ
239,Saat::N,síol,туш
240,Korn::N,gráinne,шу́рно
241,Heu::N,féar,шу́до
242,Schale::N,scaimh,шӱм
243,Grube::N,poll,выне́м
244,Falle::N,gaiste,лӧ́дӧ
245,Schlinge::N,sealán,о́птыш
246,Schlinge::N,sealán,шӧрга́лтыш
247,Spur::N,rian,кыша́
248,Asche::N,luaith,ло́мыж
249,Dreck::N,salachar,лавыра́
250,Eisen::N,iarann,кӱ́ртньӧ
251,Gold::N,ór,шӧ́ртньӧ
252,Silber::N,airgead,ший
253,Kohle::N,gual,мландышӱ́й
254,Glas::N,gloine,янда́
255,Lehm::N,cré,шун
256,Sand::N,gaineamh,ошма́
257,Mensch::N,duine,еҥ
258,Mensch::N,duine,айде́ме
259,Mann::N,fear,пӧръе́ҥ
260,Frau::N,bean,ӱдырама́ш
261,Kind::N,gasúr,аза́
262,Kind::N,páiste,аза́
263,Junge::N,buachaill,рве́зе
264,Mädchen::N,cailín,ӱдыра́ш
265,Familie::N,teaghlach,еш
266,Familie::N,comhluadar,еш
267,Großvater::N,seanathair,коча́
268,Großmutter::N,seanmháthair,кова́
269,Eltern::N,tuismitheoirí,ача́-ава́
270,Vater::N,athair,ача́
271,Mutter::N,máthair,ава́
272,Sohn::N,mac,э́рге
273,Tochter::N,iníon,ӱ́дыр
274,Bruder::N,deartháir,иза́
275,Bruder::N,deartháir,шо́льо
276,Schwester::N,deirfiúr,ака́
277,Onkel::N,uncail,иза́
278,Tante::N,aintín,кока́
279,Ehemann::N,fear céile,мари́й
280,Ehefrau::N,bean chéile,ва́те
281,Freude::N,áthas,куа́н
282,Freude::N,áthas,куаныма́ш
283,Gelächter::N,gáire,во́штылтыш
284,Glück::N,séan,пиа́л
285,Glück::N,sonas,пиа́л
286,Kummer::N,brón,о́йго
287,Kummer::N,buairt,о́йго
288,Wunsch::N,guí,ку́мыл
289,Wunsch::N,achainí,ку́мыл
290,Lust::N,fonn,ку́мыл
291,Geist::N,meon,ӧрт
292,Geist::N,meon,чон
293,Geist::N,spiorad,ӧрт
294,Geist::N,spiorad,чон
295,Gedanke::N,smaoineamh,ой
296,Gedanke::N,smaoineamh,шоныма́ш
297,Gedächtnis::N,cuimhne,шарныма́ш
298,Verstand::N,ciall,уш
299,Verstand::N,intinn,уш
300,Sinn::N,brí,смысл
301,Sinn::N,ciall,смысл
302,Grund::N,fáth,ама́л
303,Wahrheit::N,fírinne,чын
304,Gespräch::N,comhrá,мутланыма́ш
305,Märchen::N,scéal,йома́к
306,Erzählung::N,scéal,ойлыма́ш
307,Nachricht::N,teachtaireacht,увертарыма́ш
308,Neuigkeit::N,scéala,уве́р
309,Name::N,ainm,лӱм
310,Rätsel::N,tomhas,ту́што
311,Rede::N,óráid,ойлыма́ш
312,Rede::N,aitheasc,ойлыма́ш
313,Sprache::N,teanga,йы́лме
314,Stimme::N,guth,йӱк
315,Wort::N,focal,ой
316,Wort::N,focal,мут
317,Zeichen::N,comhartha,ти́ште
318,Zeichen::N,comhartha,знак
319,Ruf::N,glaoch,ӱжма́ш
320,Lärm::N,torann,лӱшкыма́ш
321,Lärm::N,torann,йӱк-йӱа́н
322,Laut::N,fuaim,йӱк
323,Ton::N,ton,йӱксе́м
324,Lied::N,amhrán,му́ро
325,Ruhe::N,suaimhneas,ты́мык
326,Leute::N,muintir,еҥ-влак
327,Volk::N,pobal,ка́лык
328,Arbeit::N,obair,паша́
329,Gast::N,aoi,уна́
330,Geschenk::N,féirín,пӧле́к
331,Geschenk::N,bronntanas,пӧле́к
332,Spiel::N,cluiche,мо́дыш
333,Spiel::N,cluiche,модма́ш
334,Gesellschaft::N,comhluadar,тӱшка́
335,Hilfe::N,cúnamh,по́лыш
336,Hilfe::N,cabhair,по́лыш
337,Freund::N,cara,таҥ
338,Freund::N,cara,йолта́ш
339,Kamerad::N,comrádaí,таҥ
340,Angelegenheit::N,ábhar,паша́
341,Anzahl::N,líon,чот
342,Art::N,sórt,вид
343,Art::N,saghas,вид
344,Stück::N,píosa,ка́тыш
345,Stück::N,píosa,ла́стык
346,Teil::N,cuid,ужа́ш
347,Teil::N,páirt,ужа́ш
348,Hälfte::N,leath,пел
349,Hälfte::N,leath,пе́ле
350,Kreis::N,ciorcal,ты́ртыш
351,Kreuz::N,cros,ыре́с
352,Linie::N,líne,ли́ний
353,Strich::N,stríoc,коре́ш
354,Abstand::N,achar,кокла́
355,Entfernung::N,fad,тора́
356,Entfernung::N,fad,ку́жыт
357,Gegend::N,ceantar,кунде́м
358,Platz::N,áit,ку́мдык
359,Platz::N,spás,ку́мдык
360,Ort::N,áit,вер
361,Ort::N,áit,о́лмо
362,Seite::N,taobh,ӧ́рдыж
363,Mitte::N,lár,покше́л
364,Gegenstand::N,ball,наста́
365,Gegenstand::N,ábhar,наста́
366,Sache::N,ní,наста́
367,Sache::N,rud,наста́
368,Rand::N,imeall,тӱр
369,Rand::N,ciumhais,тӱр
370,Kante::N,corr,тӱр
371,Kante::N,colbha,тӱр
372,Ecke::N,coirnéal,лук
373,Spitze::N,gob,вуй
374,Spitze::N,barr,вуй
375,Ende::N,ceann,муча́ш
376,Ende::N,foirceann,муча́ш
377,Loch::N,poll,рож
378,Winkel::N,cúinne,лук
379,Winkel::N,uillinn,лук
380,Muster::N,patrún,пеза́к
381,Muster::N,patrún,узо́р
382,Muster::N,patrún,ӱ́лгӧ
383,Größe::N,méid,кӱ́кшыт
384,Größe::N,toise,кӱ́кшыт
385,Länge::N,fad,ку́тыш
386,Höhe::N,airde,кӱ́кшыт
387,Gewicht::N,meáchan,не́лыт
388,Menge::N,méid,чот
389,Haufen::N,cnap,кы́шыл
390,Reihe::N,líne,рада́м
391,Reihe::N,sraith,рада́м
392,Boot::N,bád,пуш
393,Ruder::N,rámh,эшка́к
394,Ruder::N,maide rámha,эшка́к
395,Schlitten::N,carr sleamhnáin,тер
396,Schlitten::N,carr sleamhnáin,изде́р
397,Ski::N,scí,е́че
398,Lagerfeuer::N,tine champa,туло́то
399,Last::N,ualach,нӧ́лтыш
400,Gang::N,siúlóid,ошкылма́ш
401,Schritt::N,céim,о́шкыл
402,Schritt::N,coiscéim,о́шкыл
403,Norden::N,tuaisceart,йӱдйыма́л
404,Süden::N,deisceart,кечывалве́л
405,Westen::N,iarthar,касве́л
406,Osten::N,oirthear,эрве́л
407,Holz::N,adhmad,пу
408,Brett::N,clár,оҥа́
409,Platte::N,leac,аста́р
410,Stütze::N,taca,чара́к
411,Stange::N,polla,лома́ш
412,Stange::N,cuaille,лома́ш
413,Stock::N,bata,тоя́
414,Stock::N,maide,тоя́
415,Stab::N,maide,вара́
416,Stab::N,maide,кашта́
417,Stab::N,bachall,вара́
418,Stab::N,bachall,кашта́
419,Rohr::N,píopa,пуч
420,Haus::N,teach,пӧрт
421,Heim::N,baile,мӧ́ҥгӧ
422,Ofen::N,sornóg,комака́
423,Fußboden::N,urlár,кӱва́р
424,Tisch::N,bord,ӱсте́л
425,Tisch::N,tábla,ӱсте́л
426,Stuhl::N,cathaoir,пӱке́н
427,Wiege::N,cliabhán,шепка́
428,Bett::N,leaba,ва́кшыш
429,Regal::N,seilf,шӧ́рлык
430,Kiste::N,bosca,шо́ндык
431,Kiste::N,bosca,я́шлык
432,Fenster::N,fuinneoig,окна́
433,Tür::N,doras,омса́
434,Tor::N,geata,капка́
435,Zaun::N,fál,сава́р
436,Zaun::N,claí,сава́р
437,Dach::N,díon,леве́дыш
438,Leiter::N,dréimire,тошка́лтыш
439,Besen::N,scuab,ӱштерво́штыр
440,Spaten::N,spád,ко́льмо
441,Spaten::N,rámhainn,ко́льмо
442,Schaufel::N,sluasaid,сово́к
443,Schaufel::N,sluasaid,су́ско
444,Gabel::N,forc,ви́лке
445,Gabel::N,gabhlóg,ви́лке
446,Löffel::N,spúnóg,па́не
447,Löffel::N,spúnóg,совла́
448,Messer::N,scian,кӱ́зӧ
449,Nagel::N,tairne,пуда́
450,Netz::N,líon,вапш
451,Netz::N,eangach,вапш
452,Haken::N,croch,са́гыле
453,Griff::N,cos,кыл
454,Griff::N,hanla,кыл
455,Schloss::N,glas,кӧгӧ́н
456,Bild::N,pictiúr,сӱре́т
457,Figur::N,fíor,фигу́р
458,Puppe::N,bábóg,курча́к
459,Beutel::N,mála,меша́к
460,Beutel::N,mealbhóg,меша́к
461,Bündel::N,beart,арша́ш
462,Tasche::N,mála,сумка́
463,Eimer::N,buicéad,ведра́
464,Deckel::N,clár,ко́мдыш
465,Deckel::N,claibín,ко́мдыш
466,Geschirr::N,soithí,а́те
467,Geschirr::N,gréithe,а́те
468,Sack::N,sac,куль
469,Sack::N,sac,меша́к
470,Sack::N,mála,куль
471,Sack::N,mála,меша́к
472,Tasse::N,cupán,чу́кыр
473,Tasse::N,cupán,чашка́
474,Topf::N,pota,ми́ске
475,Kessel::N,citeal,под
476,Essen::N,béile,ко́чкыш
477,Nahrung::N,bia,ку́рго
478,Speise::N,mias,ко́чкыш
479,Fleisch::N,feoil,шыл
480,Getreide::N,grán,шу́рно
481,Getreide::N,arbhar,шу́рно
482,Brei::N,brúitín,пу́чымыш
483,Brot::N,arán,ки́нде
484,Scheibe::N,píosa,ка́тыш
485,Scheibe::N,slisne,ка́тыш
486,Fett::N,saill,коя́
487,Fett::N,méathras,коя́
488,Butter::N,im,ӱй
489,Öl::N,ola,ӱй
490,Salz::N,salann,шинча́л
491,Suppe::N,sú,шӱр
492,Suppe::N,anraith,шӱр
493,Honig::N,mil,мӱй
494,Milch::N,bainne,шӧр
495,Tee::N,tae,чай
496,Leder::N,leathar,сура́н
497,Leder::N,leathar,шӱ́штӧ
498,Wolle::N,olann,пун
499,Stoff::N,éadach,куэ́м
500,Stoff::N,éadach,посто́
501,Nadel::N,snáthaid,и́ме
502,Faden::N,snáth,шӱ́ртӧ
503,Knopf::N,cnaipe,по́лдыш
504,Knoten::N,snaidhm,пышке́м
505,Farbe::N,péint,чия́
506,Kleidung::N,éadaí,чие́м
507,Kleidung::N,éadaí,вурге́м
508,Hemd::N,léine,ту́выр
509,Kragen::N,bóna,сога́
510,Ärmel::N,muinchille,шокш
511,Hose::N,bríste,йола́ш
512,Hose::N,treabhsar,йола́ш
513,Gürtel::N,crios,ӱ́штӧ
514,Mütze::N,caipín,упш
515,Schuh::N,bróg,боти́нке
516,Stiefel::N,buatais,кем
517,Ring::N,fáinne,шерга́ш
518,Band::N,ribín,тасма́
519,Band::N,ribín,ле́нте
520,Kamm::N,cíor,шерге́
521,Spiegel::N,scáthán,вошто́нчыш
522,Riemen::N,iall,кӱзанӱ́штӧ
523,Riemen::N,strapa,кӱзанӱ́штӧ
524,Schnur::N,téad,кере́м
525,Schnur::N,téad,кандыра́
526,Schnur::N,sreangán,кере́м
527,Schnur::N,sreangán,кандыра́
528,Leine::N,iall,вӱра́ҥ
529,Decke::N,pluid,леве́дыш
530,Decke::N,pluid,одея́л
531,Decke::N,blaincéad,леве́дыш
532,Decke::N,blaincéad,одея́л
533,Kissen::N,piliúr,кӱ́пчык
534,Kissen::N,adhartán,кӱ́пчык
535,Tuch::N,scaif,шо́выч
536,Handtuch::N,tuáille,со́лык
537,Kraft::N,fórsa,вий
538,Kraft::N,fórsa,куа́т
539,Stärke::N,neart,куа́т
540,Stärke::N,neart,карма́н
541,Gesundheit::N,sláinte,таза́лык
542,Krankheit::N,tinneas,чер
543,Krankheit::N,breoiteacht,чер
544,Schmerz::N,pian,ко́рштыш
545,Wunde::N,goin,су́сыр
546,Fieber::N,fiabhras,йӱштыму́ж
547,Fieber::N,fiabhras,лихора́дке
548,Arznei::N,cógas,эм
549,Brücke::N,droichead,кӱва́р
550,Brunnen::N,tobar,вӱдвыне́м
551,Weide::N,féarach,нурше́р
552,Pfad::N,cosán,йолго́рно
553,Pfad::N,cosán,сокма́к
554,Pfad::N,conair,йолго́рно
555,Pfad::N,conair,сокма́к
556,Weg::N,slí,ко́рно
557,Weg::N,bealach,ко́рно
558,Straße::N,bóthar,ко́рно
559,Dorf::N,sráidbhaile,ял
560,Stadt::N,baile,ола́
561,Stadt::N,cathair,ола́
562,Brief::N,litir,се́рыш
563,Buch::N,cín,книга́
564,Buch::N,leabhar,книга́
565,Buchstabe::N,litir,буква́
566,Zeitung::N,nuachtán,газе́т
567,Leben::N,saol,и́лыш
568,Leben::N,beatha,и́лыш
569,Tod::N,bás,колыма́ш
570,Grab::N,uaigh,шӱга́р
571,Kirche::N,eaglais,че́рке
572,Sünde::N,peaca,су́лык
573,Gott::N,dia,ю́мо
574,Arbeiter::N,oibrí,паша́зе
575,Chef::N,saoiste,тӧра́
576,Chef::N,ceannasaí,тӧра́
577,Meister::N,máistir,маста́р
578,Arzt::N,lia,врач
579,Arzt::N,dochtúir,врач
580,Lehrer::N,oide,ту́ныктышо
581,Lehrer::N,múinteoir,ту́ныктышо
582,Geld::N,airgead,окса́
583,Geschäft::N,gnó,сатулыма́ш
584,Laden::N,siopa,ке́выт
585,Preis::N,praghas,ак
586,Ware::N,earra,сату́
587,Nutzen::N,tairbhe,пайда́
588,Reichtum::N,rachmas,поя́нлык
589,Reichtum::N,saibhreas,поя́нлык
590,Welt::N,domhan,тӱня́
591,Land::N,tír,эл
592,Staat::N,stát,кугыжа́ныш
593,König::N,rí,кугыжа́
594,Macht::N,cumhacht,власть
595,Grenze::N,críoch,грани́ца
596,Grenze::N,teorainn,грани́ца
597,Krieg::N,cogadh,сар
598,Feind::N,namhaid,тушма́н
599,Gewalt::N,foréigean,виешлыма́ш
600,Kampf::N,troid,кредалма́ш
601,Bogen[Waffe]::N,bogha,юҥе́ж
602,Pfeil::N,saighead,пикш
603,Gewehr::N,gunna,пыча́л
604,Fehler::N,botún,йо́ҥылыш
605,Fehler::N,meancóg,йо́ҥылыш
606,Lüge::N,bréag,шоя́к
607,Lüge::N,éitheach,шоя́к
608,Schaden::N,dochar,зия́н
609,Schaden::N,damáiste,зия́н
610,Unglück::N,drochrath,эҥге́к
611,Schuld::N,locht,тита́к
612,Schuld::N,locht,йола́
613,Schuld::N,milleán,тита́к
614,Schuld::N,milleán,йола́
615,Alter::N,aois,ийго́т
616,Schluss::N,deireadh,муча́ш
617,Zeit::N,am,жап
618,Zeit::N,am,па́гыт
619,Zeit::N,aimsir,жап
620,Zeit::N,aimsir,па́гыт
621,Tag::N,lá,ке́че
622,Morgen::N,maidin,эр
623,Mittag::N,nóin,кечыва́л
624,Abend::N,tráthnóna,кас
625,Nacht::N,oíche,йӱд
626,Woche::N,seachtain,арня́
627,Monat::N,mí,ты́лзе
628,Jahr::N,bliain,ий
629,Frühling::N,earrach,шо́шо
630,Sommer::N,samhradh,кеҥе́ж
631,Herbst::N,fómhar,шы́же
632,Winter::N,geimhreadh,те́ле
633,Januar::N,Eanáir,шоркыйол
634,Januar::N,Eanáir,идалыкву́й
635,Januar::N,Eanáir,янва́рь
636,Februar::N,Feabhra,пургыж
637,Februar::N,Feabhra,февра́ль
638,März::N,Márta,ӱярня
639,März::N,Márta,март
640,April::N,Aibreán,апре́ль
641,Mai::N,Bealtaine,ага
642,Mai::N,Bealtaine,май
643,Juni::N,Meitheamh,пеледыш
644,Juni::N,Meitheamh,ию́нь
645,Juli::N,Iúil,сӱрем
646,Juli::N,Iúil,ию́ль
647,August::N,Lúnasa,сорла
648,August::N,Lúnasa,агарма́н
649,August::N,Lúnasa,а́вгуст
650,September::N,Meán Fómhair,идым
651,September::N,Meán Fómhair,сентя́брь
652,Oktober::N,Deireadh Fómhair,шыжа
653,Oktober::N,Deireadh Fómhair,октя́брь
654,November::N,Samhain,кылме тылзе
655,November::N,Samhain,ноя́брь
656,November::N,Mí na Samhna,кылме тылзе
657,November::N,Mí na Samhna,ноя́брь
658,Dezember::N,Mí na Nollag,дека́брь
659,Montag::N,Luan,шо́чмо
660,Montag::N,Dé Luain,шо́чмо
661,Dienstag::N,Máirt,ку́шкыжмо
662,Dienstag::N,Dé Máirt,ку́шкыжмо
663,Mittwoch::N,Céadaoin,вӱрге́че
664,Mittwoch::N,Dé Céadaoin,вӱрге́че
665,Donnerstag::N,Déardaoin,изарня́
666,Freitag::N,Aoine,кугарня́
667,Freitag::N,Dé hAoine,кугарня́
668,Samstag::N,Satharn,шуматке́че
669,Samstag::N,Dé Sathairn,шуматке́че
670,Sonntag::N,Domhnach,рушарня́
671,Sonntag::N,Dé Domhnaigh,рушарня́
672,groß::A,mór,кугу́
673,klein::A,beag,изи́
674,lang::A,fada,кужу́
675,kurz::A,gearr,кӱ́чык
676,kurz::A,gairid,кӱ́чык
677,breit::A,leathan,кумда́
678,breit::A,fairsing,кумда́
679,schmal::A,cúng,а́ҥысыр
680,dicht::A,dlúth,ну́гыдо
681,dick[Gegenstand]::A,tiubh,кӱ́жгӧ
682,dünn::A,caol,ви́чкыж
683,dünn::A,tanaí,ви́чкыж
684,fein::A,scáinte,ты́гыде
685,fein::A,fíneálta,ты́гыде
686,fest::A,daingean,чо́ткыдо
687,flach::A,cothrom,лапка́
688,glatt::A,mín,яклака́
689,glatt::A,sleamhain,яклака́
690,hart::A,crua,пе́ҥгыде
691,weich::A,bog,пу́шкыдо
692,rund::A,cruinn,йырге́шке
693,spitz::A,gobach,коша́р
694,spitz::A,biorach,коша́р
695,scharf::A,géar,пӱ́сӧ
696,scharf::A,faobhrach,пӱ́сӧ
697,stumpf::A,maol,токма́к
698,schwer::A,trom,не́ле
699,schön::A,álainn,сы́лне
700,heiß::A,te,шо́кшо
701,warm::A,te,ле́ве
702,kalt::A,fuar,йӱ́штӧ
703,kühl::A,fionnuar,юа́лге
704,kühl::A,fionnuar,южгата́
705,frisch::A,úr,свежа́
706,frisch::A,friseáilte,свежа́
707,feucht::A,tais,вӱ́дыжгӧ
708,nass::A,fliuch,нӧ́рӧ
709,trocken::A,tirim,ку́кшо
710,voll::A,lán,тич
711,leer::A,folamh,яра́
712,offen::A,oscailte,виш
713,geschlossen::A,dúnta,пе́тырыме
714,geschlossen::A,dúnta,тӱ́чмӧ
715,geschlossen::A,druidte,пе́тырыме
716,geschlossen::A,druidte,тӱ́чмӧ
717,sauber::A,glan,ару́
718,sauber::A,glan,янда́р
719,schmutzig::A,salach,лавыра́н
720,schmutzig::A,salach,ла́выргыше
721,roh::A,amh,кӱ́чымӧ
722,reif::A,aibí,лӧза́
723,lecker::A,blasta,ту́тло
724,süß::A,milis,ше́ре
725,bitter::A,searbh,ко́чо
726,sauer::A,géar,шо́по
727,sauer::A,searbh,шо́по
728,hell::A,geal,во́лгыдо
729,hell::A,soilseach,во́лгыдо
730,dunkel::A,dorcha,пычке́мыш
731,schwarz::A,dubh,шола́
732,weiß::A,bán,ош
733,rot::A,dearg,йошка́р
