,Concept_ID,te,ku
692,zwischen::PRP,మధ్య,di nav...da
693,wegen::PRP,కారణంగా,ji bo
694,wegen::PRP,కారణంగా,ji ber
695,dies::PRN,ఇది,ev
696,das::PRN,అది,ev
697,alles::PRN,సకలము,hemû
698,ich::PRN,నేను,ez
699,du::PRN,నీవు,tu
700,er::PRN,అతడు,wî
701,wir::PRN,మనము,êm
702,ihr::PRN,మీరు,hûn
703,sie::PRN,వారు,we
704,was::FPRN,ఏమి,çi
705,wer::FPRN,ఎవడు,ki
706,wo::FADV,ఎక్కడ,li ku dere
707,wohin::FADV,ఎందుకు,li ku dere
708,wie::FADV,ఎట్టు,çawa
709,warum::FADV,ఏల,çima
710,wieviel::FNUM,ఎంత,çend
711,eins::NUM,ఒకటి,yek
712,zwei::NUM,రెండు,didu
713,drei::NUM,మూడు,sisê
714,vier::NUM,నాలుగు,çar
715,fünf::NUM,అయిదు,penç
716,sechs::NUM,ఆఱు,şeş
717,sieben::NUM,ఏరు,heft
718,acht::NUM,ఎనిమదు,heşt
719,neun::NUM,తొమ్మిది,neh
720,zehn::NUM,పది,deh
721,elf::NUM,పదునొకొండు,yazdeh
722,zwölf::NUM,పండ్రండు,diwazdeh
723,zwanzig::NUM,ఇరుపది,bîst
724,dreißig::NUM,ముప్పది,sih
725,vierzig::NUM,నలువది,çil
726,fünfzig::NUM,ఏబది,pençi
727,sechzig::NUM,అరుపది,şêst
728,siebzig::NUM,డెబ్బది,heftê
729,achtzig::NUM,ఎనుబది,heştê
730,neunzig::NUM,తొంబది,nod
731,hundert::NUM,నూఱు,sêd
732,tausend::NUM,వేయి,hezar
733,und::CNJ,మఱియు,û
734,oder::CNJ,లేక,an
735,oder::CNJ,లేక,yan
736,stehen::V,నిలుచు,sekinîn
737,sitzen::V,కూర్చుండు,rûniştin
738,liegen::V,పండుకొనుట,paldan
739,hängen::V,వ్రేలాడదీయు,darve kirin
740,werden::V,అగు,bûn
741,passieren::V,సంభవించు,hatin holê
742,passieren::V,సంభవించు,hatin serê kesî
743,beginnen::V,ఆరంభించు,li dest pêkirin
744,enden::V,తీరుట,xalas bû
745,wechseln::V,మార్చు,guherandin
746,wechseln::V,మార్చు,dêgiş kirin
747,aufgehen[Sonne]::V,ఉదయించు,hilatin
748,untergehen[Sonne]::V,అస్తమించు,çun ava
749,scheinen[Sonne]::V,ప్రకాశించు,şewk de
750,donnern::V,ఉరుముట,gire-gir
751,wehen::V,దురద్పప్టము,ba le de
752,strömen::V,పారుట,xwe girtin
753,fließen::V,ప్రవహించు,herikîn
754,sich drehen::V,తిరుగు,xwe zivirandin
755,schwanken::V,ఆడించుట,hejandin
756,schwingen::V,ఊగుట,libakirin
757,fallen::V,పడు,ketin
758,brennen::V,కాలుట,şewitîn
759,rauchen::V,పొగసుట,kişandin
760,regnen::V,కురిపించుట,bahran tê
761,gefrieren::V,గడ్డకట్టు,qefilandin
762,tauen::V,కరగు,helandin
763,schmelzen::V,కరగు,helandin
764,trocknen::V,యెండుట,zuwabûn
765,sieden::V,ఉడుకు,kelîn
766,faulen::V,క్రుళ్లు,xerabûn
767,verfaulen::V,క్షిణించు,xerabûn
768,reißen::V,చించు,jêkirin
769,versinken::V,మునుగు,xerq bûn
770,vergehen::V,సంభవించు,derbas bûn
771,erscheinen::V,కనబడు,peyda bûn
772,verschwinden::V,అదృశ్యమగు,wendabûn
773,sinken::V,ముణుగుట,noq bûn
774,abnehmen::V,తగ్గు,kêm bûn
775,zunehmen::V,పెరుగుట,qelew bûn
776,steigen::V,లేచు,hildan
777,wachsen::V,పెరుగు,mezin bûn
778,glänzen::V,ప్రకాశించు,biriqîn
779,funkeln::V,ప్రకాశించు,çikisîn
780,lärmen::V,అరుచుట,guşîn
781,läuten::V,మేళవించుట,lê de
782,klingeln::V,వాయించుట,sîl dan
783,klingeln::V,వాయించుట,ringerin
784,klirren::V,ఘంటానాదము,zingzing hat
785,brausen::V,గర్జించు,guşîn
786,rauschen::V,చటచటమనుట,guşîn
787,klingen::V,ధ్వనించుట,deng pe ketin
788,bellen::V,అఱచు,kewtîn
789,heulen::V,కూయు,ûrîn
790,blasen::V,దురద్పప్టము,puf kirin
791,pfeifen::V,ఈలవేయు,fîkandin
792,schreien::V,అఱచు,qîrîn
793,stöhnen::V,మూలుగు,nalîn
794,zittern::V,వణకు,hejîn
795,leben::V,జీవించుట,jihîn
796,geboren werden::V,పుట్టుట,hatin dinyê
797,geboren werden::V,పుట్టుట,bûn
798,atmen::V,ఉపిరి తీయు,hilmijîn
799,trinken::V,త్రాగు,vexwarin
800,essen::V,తిను,xwarin
801,schlucken::V,మ్రింగు,daqulbandin
802,müde werden::V,అలయు,betilîln
803,müde werden::V,అలయు,qerimîn
804,einschlafen::V,నిద్రించు,razan
805,schlafen::V,నిద్రురించు,razan
806,schlafen::V,నిద్రురించు,razandin
807,aufwachen::V,మేలుకొను,şiyarbûn
808,aufstehen::V,లేచు,rabûn
809,sich erholen::V,నడ్డి వాల్చు,baş bûn
810,krank werden::V,జబ్బుపడు,nexweş kêt
811,krank sein::V,జబ్బు చేయు,nexweş bû
812,schmerzen::V,నొచ్చుట,êşandin
813,husten::V,దగ్గుట,kuxin
814,genesen::V,కుదురుట,baş bûn
815,sterben::V,మరణించు,mirin
816,umkommen::V,నశించు,mirin
817,sich bewegen::V,కదలు,leqîn
818,sich rühren::V,కదలు,leqîn
819,sich erheben::V,లేచు,rabûn
820,sich setzen::V,కూర్చుణ్డు,runiştin
821,hinfallen::V,దొర్లు,kêtin
822,laufen::V,నడచు,meşîn
823,schreiten::V,అడుగుపెట్టుట,meşkirin
824,spazierengehen::V,పచారు చేయు,gerandin
825,eilen::V,తొందరపడు,lezandin
826,sich beeilen::V,త్వరపెట్టు,zûkirin
827,sausen::V,విసరికొట్టు,fîzîn
828,rennen::V,పరుగెత్తు,baz dan
829,springen::V,దుముకు,hilpekîn
830,klettern::V,ఎక్కు,hilperikîn
831,schaukeln::V,ఉయ్యాల ఊగు ,lorandin
832,kriechen::V,ప్రాకు,xuşandin
833,schwimmen::V,ఈదు,avjenîn
834,tauchen::V,మునుగు,qutxuyardin
835,tauchen::V,మునుగు,noqîn
836,rudern::V,తెడ్లతోఁగడపు,qaîq ajotin
837,fahren::V,నడపు,ajotin
838,fliegen::V,ఎగురు,firîn
839,gehen::V,పోవు,çûn
840,weggehen::V,బయలుదేరు,çûn
841,abfahren::V,విడిచిపోవు,çûyin
842,anhalten::V,నిలుపు,rawestîn
843,hineingehen::V,ప్రవేశించు,ketin hundir
844,eintreten::V,ప్రవేశించు,têketin
845,kommen::V,వచ్చు,hatin
846,ankommen::V,వచ్చి చేరు,gihan
847,ankommen::V,వచ్చి చేరు,gihîştin
848,zurückkommen::V,తిరిగీవచ్చుట,vegerandin
849,bleiben::V,ఉండు,sekinîn
850,warten::V,కనిపెట్టు,payîn
851,erwarten::V,నిరిక్షించు,payîn
852,suchen::V,వెదకు,lêgerîn
853,finden::V,కనుగొను,peyda kirin
854,versuchen::V,ప్రయత్నించు,çeribandin
855,vorbereiten::V,తయారుచేయు,amade kirin
856,lieben::V,ప్రేమించు,hez kirin
857,mögen::V,ఇష్టపడు,dil kirin
858,lachen::V,నవ్వు,kenîn
859,rühren::V,గుండె తాకు,hêjan
860,weinen::V,వీడ్చు,girîn
861,schimpfen::V,గొణుగు,pevçûn
862,sich ärgern::V,అలుగు,enirîn
863,sich fürchten::V,భయపడు,tirsîn
864,fürchten::V,భయపడు,tirsin
865,fliehen::V,పాఱిపోపు,bazdan
866,flüchten::V,తప్పించుకొను,revîn
867,sehen::V,చూచు,dîtin
868,anschauen::V,చూచు,sêr kirin
869,ansehen::V,కాచియుండు,hesibandin
870,hören::V,విను,guhdar jirin
871,zuhören::V,విను,guhdarî kirin
872,probieren::V,చవిచూచుట,tehm kirin
873,riechen::V,వాసనచూచు,bihn kirin
874,fühlen::V,స్పర్శించుట,hîs kirin
875,scheinen::V,కనబడు,xoyer kir
876,zu sehen sein::V,చూవు,diyar bûn
877,vernehmen::V,విను,bihîstin
878,frieren::V,చలికి వడకు,qerişîn
879,tun::V,చేయు,kirin
880,können::V,గల,karin
881,wollen::V,కోరు,xwestîn
882,anfangen::V,ఆరంభించు,dest pêkirin
883,beenden::V,ముగించు,xelas kirin
884,aufhören::V,నిలుపు,xelas kirin
885,gelingen::V,గెలుపాందు,çe bûn
886,geraten::V,వెలువడు,qewîmîn
887,öffnen::V,తెఱచు,vekirin
888,schließen::V,మూయు,girtin
889,stellen::V,ఉంచు,danîn
890,setzen::V,ఉంచు,rûniştin
891,legen::V,పెట్టు,danîn
892,legen::V,పెట్టు,razandin
893,berühren::V,తాకు,lêketin
894,verbinden::V,చేర్చుట,anîn pê
895,bedecken::V,మూయు,sergirtin
896,aufhängen::V,వ్రేలాడదీయు,aliqandin
897,anzünden::V,వెలిగించు,pêxistin
898,aufheben::V,సేకరించు,hildan
899,zurücklassen::V,విడుచు,hiştin
900,zurücklassen::V,విడుచు,vehiştin
901,verlieren::V,పోగొట్టుకొను,wendakirin
902,fallen lassen::V,జాఱవిడుచు,xistin bixe
903,fallen lassen::V,జాఱవిడుచు,xistin
904,machen::V,చేయు,kirin
905,machen::V,చేయు,çêkirin
906,herstellen::V,ఉత్పత్తిచేయు,çê kirin
907,herstellen::V,ఉత్పత్తిచేయు,peyda kirin
908,bauen::V,నిర్మించు,lêkirin
909,reparieren::V,సరిచేయు,veherînerîn
910,verbessern::V,వృద్ధి చేయు,sererastkirin
911,ändern::V,మార్చు,degiş kirin
912,graben::V,త్రవ్వు,kolandin
913,beugen::V,వంచు,tewîn
914,beugen::V,వంచు,xwar kirin
915,biegen::V,వంచు,tewandin
916,biegen::V,వంచు,xwarkirin
917,drehen::V,నూలువడుకు,fitilandin
918,wenden::V,త్రిప్పు,zivîrin
919,umdrehen::V,త్రిప్పు,vegerandin
920,heben::V,ఎత్తు,hildan
921,hochheben::V,ఎత్తు,hildan
922,ergreifen::V,వశపఱచుకొను,dest avêtin
923,halten::V,ఉంచు,hîştin
924,halten::V,ఉంచు,sekinîn
925,drücken::V,అణచు,pêl kirin
926,schieben::V,నొక్కు,damdan
927,kratzen::V,గోకు,xurandin
928,lecken::V,నాకు,alastin
929,beißen::V,కఱచు,gez kirin
930,abreißen::V,తెగతెంచు,hilşandin
931,abschneiden::V,తెగకొట్టు,jêkirin
932,binden::V,కట్టు,girêdan
933,stecken::V,తగులుకొనివుండుట,têxistin
934,brechen::V,పగులగొట్టు,şikandin
935,klopfen::V,కొట్టు,kutandin
936,hauen::V,కొట్టు,li dan
937,kleben::V,అంటుకొను,zeliqîn
938,kleben::V,అంటుకొను,şirêz kirin
939,reiben::V,రాచు,firikandin
940,streichen::V,వ్యాపింపజేయు,bax dan
941,schleifen::V,రాచు,çarkirin
942,schneiden::V,కోయు,jêkirin
943,rütteln::V,కుదిలించుట,hejandin
944,schütteln::V,కదల్చు,daweşîn
945,schwenken::V,ఊచుట,têwdan
946,schütten::V,పోయు,rijandin
947,füllen::V,నింపు,dagirtin
948,einwickeln::V,చుట్టు,pêçandin
949,tragen::V,మోయు,kişandin
950,tragen::V,మోయు,rajtin
951,schleppen::V,ఈడ్చు,kişandin
952,ziehen::V,ఈడ్చు,kişandin
953,aufbewahren::V,కాపాడు,hilandin
954,werfen::V,విసరు,avêtin
955,fangen::V,పట్టుకొను,sem kirin
956,fangen::V,పట్టుకొను,girtin
957,packen::V,పట్టుకొను,pê girtin
958,verstecken::V,దాచు,hîlanin
959,teilen::V,భాగించు,parvekirin
960,schicken::V,పంపు,şandin
961,bringen::V,తెచ్చు,anîn
962,bringen::V,తెచ్చు,birin
963,hinzufügen::V,చేర్చు,dan ser
964,hinzufügen::V,చేర్చు,li tiştekî zêde kirin
965,bekommen::V,సంపాదించు,standin
966,erhalten::V,పుచ్చుకొను,standin
967,nehmen::V,తీసికొను,girtin
968,wählen::V,ఇష్టపడు,ray dan
969,auswählen::V,ఏరుకొను,bijartin
970,bewahren::V,భద్రపఱుచు,rê li ber girtin
971,bewahren::V,భద్రపఱుచు,lê xwedî derketin
972,behindern::V,అడ్డగించుట,bara wi
973,verderben::V,చెఱచు,heram bûn
974,beschädigen::V,చెరుపుట,xerab kirin
975,zerbrechen::V,పగులగొట్టు,şikênandin
976,zerbrechen::V,పగులగొట్టు,perçe kirin
977,zerreißen::V,చించు,qelişandin
978,zerstören::V,వాశనము చేయు,hilşandin
979,verbrennen::V,కాల్చు,şewitandin
980,geben::V,ఇచ్చు,dan
981,geben::V,ఇచ్చు,dayin
982,reichen::V,అందుకొనుట,besbûn
983,reichen::V,అందుకొనుట,têrkirin
984,schenken::V,అర్పించు,diyarî kirin
985,versprechen::V,వాగ్దత్తము చేయు,soz dan
986,wünschen::V,కోరు,dil kirin
987,loben::V,స్తుతించు,pesinandin
988,küssen::V,ముద్దుపెట్టుకొను,maçkirin
989,wiegen::V,ఊచుట,lorandin
990,wiegen::V,ఊచుట,wezinandin
991,zudecken::V,మూయు,nixumandin
992,wecken::V,నిద్రపలేపుట,bixwe hesandin
993,zeigen::V,చూవు,şanîdan
994,führen::V,దారిచూపు,raber kirin
995,lehren::V,బోధించు,hîn kirin
996,unterrichten::V,నేర్పు,ders dan
997,aufziehen::V,పెంచు,mesinkirin
998,leiten::V,తీసుకపోవుట,rêberî kirin
999,antreiben::V,ప్రేరేపించు,bezandin
1000,lassen::V,అనుమతించు,berdan
1001,lassen::V,అనుమతించు,hiştin
1002,einladen::V,ఆహ్వానించు,dawet kirin
1003,vereinigen::V,కూడుట,bi yek kirin
1004,besuchen::V,పోయి చూచు,mêvan bûn
1005,treffen::V,కలియు,rast hatin
1006,sich versammeln::V,కూర్చు,li hev çivîn
1007,spielen::V,ఆట లాడు,listin
1008,singen::V,పాడు,stran
1009,tanzen::V,నృత్యముచేయు,reqisîn
1010,sich trennen::V,ఎడబాయుట,hew berdan
1011,verlassen::V,విడుచు,tanê hişt
1012,verlassen::V,విడుచు,bêkes
1013,retten::V,తప్పించుట,rihakirin
1014,bewachen::V,కాపాడు,raçavkirin
1015,schützen::V,రక్షించు,hemet kirin
1016,verteidigen::V,రక్షించు,paraztin
1017,sich schlagen::V,జగడమాడు,li hev bezîn
1018,schießen::V,కాల్చు,agir kirin
1019,siegen::V,గెలుచు,biser ketin
1020,ärgern::V,పీడించుట,xeyirandin
1021,schlagen::V,కొట్టు,lêdan
1022,schlagen::V,కొట్టు,lêxistin
1023,treten::V,తన్ను,têlekirin
1024,stechen::V,కుట్టు,têrekirin
1025,stoßen::V,గెంటు,lêketin
1026,stehlen::V,దొంగిలించు,dizîn
1027,stehlen::V,దొంగిలించు,dizî birin
1028,stören::V,కలతపఱచు,aciz kirin
1029,belästigen::V,పీడించు,li tela yeki ketin
1030,verbergen::V,దాచు,veşartin
1031,verbergen::V,దాచు,kemîndanîn
1032,täuschen::V,మోసము చేయు,xapandin
1033,täuschen::V,మోసము చేయు,lê zexeli kirin
1034,betrügen::V,మోసపుచ్చు,xapandin
1035,töten::V,చంపు,kûştin
1036,wohnen::V,నివసించు,rûniştin
1037,arbeiten::V,పనిచేయు,kar kirin
1038,arbeiten::V,పనిచేయు,şêxulin
1039,sammeln::V,ప్రోగుచేయు,komkirin
1040,pflücken::V,యేరుట,çinîn
1041,jagen::V,వేటాడు,nêçîr kirin
1042,fischen::V,వెదకు,masî girtin
1043,fassen::V,పట్టుకొమ,pê girtin
1044,fassen::V,పట్టుకొమ,sêm kirin
1045,hüten::V,మందచేరుట,hei jê man
1046,treiben::V,నడపు,bêherandin
1047,anbinden::V,కట్టు,tewilandin
1048,füttern::V,భోజనము పెట్టు,xwarine dan lê
1049,melken::V,పాలు పితుకు,dotin
1050,hacken::V,నఱకు,kolandin
1051,gießen::V,నీళ్ళుకట్టుట,av dan
1052,reifen::V,పండుట,kemilîn
1053,zubereiten::V,వండు,çe kirin
1054,kochen::V,వండు,xwarin çe kirin
1055,kochen::V,వండు,kelandin
1056,backen::V,రొట్టెకాల్చు,pijandin
1057,braten::V,వేపు,qelandin
1058,braten::V,వేపు,sor kirin
1059,umrühren::V,కదులుట,têvdan
1060,stricken::V,అల్లు,hûnan
1061,nähen::V,కుట్టు,kêl kirin
1062,färben::V,రంగు వేయు,boyax kirin
1063,reinigen::V,శుభ్రము చేయు,paqijkirin
1064,waschen::V,కడుగు,şuştin
1065,abwischen::V,తుడుచు,pakîj kirin
1066,spülen::V,నీటిలో జడించు,şuştin
1067,fegen::V,ఊడ్చు,maliştin
1068,kehren::V,ఊడ్చు,maliştin
1069,baden::V,స్నానము చేయు,serîşûştin
1070,sich waschen::V,కడుగు,serîşûştin
1071,ausziehen::V,విప్పు,jê kirin
1072,anziehen::V,ధరించు,pê kirin
1073,sich anziehen::V,బట్టలు వేసుకొను,xwe kirin
1074,sich anziehen::V,తొడుగుకొను,xwe kirin
1075,kämmen::V,దువ్వుట,şeh kirin
1076,schmücken::V,అలంకరించు,xemilandin
1077,sagen::V,చెప్పు,gotin
1078,sagen::V,చెప్పు,peyivîn
1079,sprechen::V,చెప్పు,peyivîn
1080,reden::V,మాటలాడు,axaftin
1081,sich unterhalten::V,ముచ్చటలాడు,hev biştaxilin
1082,fragen::V,ప్రశ్నించు,pirsîn
1083,fragen::V,ప్రశ్నించు,pirs kirin
1084,bitten::V,కోరు,tika kirin
1085,erzählen::V,చెప్పు,behs kirin
1086,mitteilen::V,తెలియజేయు,vegotin
1087,nennen::V,పేరు వెట్టు,bi nav kirin
1088,rufen::V,పిలుచు,bakirin
1089,prahlen::V,జల్లి,pesnê xwe dan
1090,übersetzen::V,తర్జుమాచేయు,qulibandin
1091,übersetzen::V,తర్జుమాచేయు,derbas kirin
1092,denken::V,ఆలోచించు,fikirîn
1093,glauben::V,నమ్ము,bawer bûn
1094,bemerken::V,గుర్తించు,bala xwe dan
1095,bemerken::V,గుర్తించు,çac lê ketin
1096,erkennen::V,గుర్తించు,pêhesîn
1097,begreifen::V,గ్రహించు,fêmkirin
1098,verstehen::V,గ్రహించు,fêmkirin
1099,lernen::V,నేర్చు కొను,halmandin
1100,lernen::V,నేర్చు కొను,fêrbun
1101,wissen::V,తెలిసికొను,zanîn
1102,sich erinnern an::V,జ్ఞాపకముంచుకొను,bir bûn
1103,vergessen::V,మఱచిపోవు,ji bir kirin
1104,messen::V,కొలుచుట,pê kanîn
1105,zählen::V,లెక్కపెట్టు,hejmardin
1106,rechnen::V,లెక్కపెట్టు,hesibandin
1107,lesen::V,చదువు,xwendin
1108,malen::V,పూనుట,rengandin
1109,malen::V,పూనుట,boyax kirin
1110,zeichnen::V,వ్రాసుట,işaret kirin
1111,schreiben::V,వ్రాయు,nivîsandin
1112,besitzen::V,కలిగియుండు,hebûn
1113,kaufen::V,కొను,kirîn
1114,verkaufen::V,అమ్ము,firotin
1115,bezahlen::V,చెల్లించు,pere dan
1116,zahlen::V,చెల్లించు,pere dan
1117,zahlen::V,చెల్లించు,dayin
1118,beherrschen::V,ఏలు,zebt kirin
1119,beherrschen::V,ఏలు,hukim kirin
1120,ertragen::V,భరించు,bihêzkirin
