,Concept_ID,ca,fr
867,noch::ADV,encara,encore
868,nur::ADV,només,seulement
869,nur::ADV,només,ne ... que
870,schon::ADV,ja,déjà
871,wieder::ADV,de nou,de nouveau
872,vergebens::ADV,en va,en vain
873,vor::PRP,davānt,devant
874,vor::PRP,enfront de,devant
875,hinter::PRP,darrera,derrière
876,unter::PRP,sota,sous
877,unter::PRP,sota,au-dessous de
878,durch::PRP,per,par
879,durch::PRP,per,à travers
880,neben::PRP,al costāt de,à côté de
881,zwischen::PRP,entre,entre
882,wegen::PRP,a causa de,à cause de
883,dies::PRN,aquest,ceci
884,das::PRN,això,ce
885,das::PRN,això,cela
886,alles::PRN,tot,tout
887,ich::PRN,jo,je
888,ich::PRN,jo,moi
889,du::PRN,tu,tu
890,du::PRN,tu,toi
891,er::PRN,ell,il
892,er::PRN,ell,lui
893,wir::PRN,nosaltres,nous
894,ihr::PRN,vosaltres,vous
895,sie::PRN,ells,ils
896,sie::PRN,ells,elles
897,sie::PRN,elles,ils
898,sie::PRN,elles,elles
899,was::FPRN,què,que
900,was::FPRN,què,quoi
901,wer::FPRN,qui,qui
902,wo::FADV,on,où
903,wohin::FADV,cap a on,où
904,wie::FADV,com,comment
905,warum::FADV,per què,pourquoi
906,wieviel::FNUM,quant,combien
907,eins::NUM,u,un
908,zwei::NUM,dos,deux
909,drei::NUM,tres,trois
910,vier::NUM,quatre,quatre
911,fünf::NUM,cinc,cinq
912,sechs::NUM,sis,six
913,sieben::NUM,set,sept
914,acht::NUM,vuit,huit
915,neun::NUM,nou,neuf
916,zehn::NUM,deu,dix
917,elf::NUM,onze,onze
918,zwölf::NUM,dotze,douze
919,zwanzig::NUM,vint,vingt
920,dreißig::NUM,trenta,trente
921,vierzig::NUM,quaranta,quarante
922,fünfzig::NUM,cinquanta,cinquante
923,sechzig::NUM,seixanta,soixante
924,siebzig::NUM,setanta,soixante-dix
925,achtzig::NUM,vuitanta,quatre-vingt
926,neunzig::NUM,noranta,quatre-vingt-dix
927,hundert::NUM,cent,cent
928,tausend::NUM,mil,mille
929,und::CNJ,i,et
930,oder::CNJ,o,ou
931,stehen::V,estar de peu,être debout
932,sitzen::V,seure,être assis
933,liegen::V,jeure,être couché
934,hängen::V,penjar,pendre
935,werden::V,fer-se,devenir
936,werden::V,posar-se,devenir
937,passieren::V,succeir,se passer
938,beginnen::V,iniciar-se,commencer
939,enden::V,acabar-se,finir
940,enden::V,acabar-se,se terminer
941,enden::V,terminar-se,finir
942,enden::V,terminar-se,se terminer
943,wechseln::V,canviar,changer
944,wechseln::V,canviar,alterner
945,aufgehen[Sonne]::V,sortir,se lever
946,untergehen[Sonne]::V,posar-se,se coucher
947,scheinen[Sonne]::V,brillar,briller
948,donnern::V,tronar,tonner
949,wehen::V,bufar,souffler
950,strömen::V,afluir,affluer
951,fließen::V,fluir,couler
952,sich drehen::V,girar,tourner
953,schwanken::V,vacil·lar,osciller
954,schwanken::V,vacil·lar,chanceler
955,schwingen::V,oscil·lar,vibrer
956,schwingen::V,oscil·lar,osciller
957,fallen::V,caure,tomber
958,fallen::V,tombar,tomber
959,brennen::V,cremar,brûler
960,brennen::V,cremar,flamber
961,rauchen::V,fumejar,fumer
962,regnen::V,ploure,pleuvoir
963,gefrieren::V,gelar-se,geler
964,tauen::V,fondre's,dégeler
965,schmelzen::V,fondre's,fondre
966,trocknen::V,assecar-se,sécher
967,sieden::V,bullir,bouillir
968,faulen::V,podrir-se,pourrir
969,faulen::V,podrir-se,se putréfier
970,verfaulen::V,podrir-se,pourrir
971,reißen::V,trencar-se,rompre
972,reißen::V,trencar-se,se déchirer
973,versinken::V,enfonsar-se,s'enfoncer
974,vergehen::V,passar,passer
975,erscheinen::V,aparèixer,apparaître
976,verschwinden::V,desaparèixer,disparaître
977,sinken::V,baixar,descendre
978,sinken::V,baixar,s'abaisser
979,sinken::V,descendir,descendre
980,sinken::V,descendir,s'abaisser
981,abnehmen::V,decréixer,diminuer
982,zunehmen::V,augmentar,augmenter
983,steigen::V,pujar,monter
984,wachsen::V,créixer,croître
985,glänzen::V,brillar,briller
986,glänzen::V,resplendir,briller
987,funkeln::V,espurnejar,étinceler
988,lärmen::V,fer soroll,faire du bruit
989,läuten::V,sonar,sonner
990,klingeln::V,trucar,sonner
991,klirren::V,dringar,cliqueter
992,brausen::V,rugir,mugir
993,rauschen::V,murmurar,bruire
994,klingen::V,sonar,sonner
995,bellen::V,lladrar,aboyer
996,heulen::V,udolar,hurler
997,blasen::V,bufar,souffler
998,pfeifen::V,xiular,siffler
999,schreien::V,cridar,crier
1000,stöhnen::V,gemegar,gémir
1001,zittern::V,tremolar,trembler
1002,leben::V,vīure,vivre
1003,geboren werden::V,néixer,naître
1004,atmen::V,respirar,respirer
1005,trinken::V,beure,boire
1006,essen::V,menjar,manger
1007,schlucken::V,empassar-se,avaler
1008,müde werden::V,cansar-se,se lasser
1009,müde werden::V,cansar-se,se fatiguer
1010,einschlafen::V,adormir-se,s'endormir
1011,schlafen::V,dormir,dormir
1012,aufwachen::V,despertar-se,se réveiller
1013,aufstehen::V,llevar-se,se lever
1014,sich erholen::V,descansar,se reposer
1015,sich erholen::V,descansar,se détendre
1016,krank werden::V,posar-se malalt,tomber malade
1017,krank sein::V,estar malalt,être malade
1018,schmerzen::V,doldre,faire mal
1019,husten::V,tossir,tousser
1020,genesen::V,recuperar-se,guérir
1021,genesen::V,recuperar-se,se remettre
1022,sterben::V,morir,mourir
1023,umkommen::V,perir,périr
1024,sich bewegen::V,moure's,bouger
1025,sich rühren::V,moure's,broncher
1026,sich erheben::V,aixecar-se,se lever
1027,sich setzen::V,asseure's,s'asseoir
1028,hinfallen::V,caure's,tomber
1029,laufen::V,caminar,marcher
1030,laufen::V,caminar,aller à pied
1031,schreiten::V,procedir,marcher
1032,spazierengehen::V,passejar,se promener
1033,eilen::V,anar corrent,courir
1034,sich beeilen::V,afanyar-se,se hâter
1035,sich beeilen::V,afanyar-se,se dépêcher
1036,sausen::V,córrer,filer
1037,rennen::V,córrer,courir
1038,springen::V,saltar,sauter
1039,klettern::V,escalar,grimper
1040,schaukeln::V,gronxar-se,se balancer
1041,schaukeln::V,balancejar-se,se balancer
1042,kriechen::V,reptar,ramper
1043,kriechen::V,arrossegar-se,ramper
1044,schwimmen::V,nadar,nager
1045,tauchen::V,bussejar,plonger
1046,tauchen::V,submergir-se,plonger
1047,rudern::V,remar,ramer
1048,fahren::V,anar,aller
1049,fahren::V,anar,rouler
1050,fliegen::V,volar,voler
1051,gehen::V,caminar,aller
1052,weggehen::V,anar-se'n,s'en aller
1053,abfahren::V,partir,partir
1054,anhalten::V,aturar-se,s'arrêter
1055,hineingehen::V,entrar,entrer
1056,eintreten::V,entrar,entrer
1057,kommen::V,venir,venir
1058,ankommen::V,arribar,arriver
1059,zurückkommen::V,tornar,revenir
1060,bleiben::V,quedar-se,rester
1061,bleiben::V,quedar-se,demeurer
1062,warten::V,esperar,attendre
1063,erwarten::V,esperar,attendre
1064,suchen::V,buscar,chercher
1065,finden::V,trobar,trouver
1066,versuchen::V,intentar,essayer
1067,vorbereiten::V,preparar,préparer
1068,lieben::V,estimar,aimer
1069,mögen::V,agradar a,aimer
1070,mögen::V,agradar a,vouloir
1071,lachen::V,riure,rire
1072,rühren::V,commoure,toucher
1073,rühren::V,commoure,attendrir
1074,rühren::V,emocionar,toucher
1075,rühren::V,emocionar,attendrir
1076,weinen::V,plorar,pleurer
1077,schimpfen::V,renyar,gronder
1078,sich ärgern::V,enfadar-se,se fâcher
1079,sich fürchten::V,tenir por,avoir peur
1080,fürchten::V,témer,craindre
1081,fürchten::V,témer,avoir peur de
1082,fliehen::V,fugir,fuir
1083,flüchten::V,refugiar-se,s'enfuir
1084,sehen::V,veure,voir
1085,anschauen::V,mirar,regarder
1086,ansehen::V,mirar,regarder
1087,hören::V,oir,entendre
1088,zuhören::V,escoltar,écouter
1089,probieren::V,provar,goûter
1090,riechen::V,olorar,sentir
1091,fühlen::V,sentīr,sentir
1092,scheinen::V,semblar,sembler
1093,scheinen::V,semblar,paraître
1094,zu sehen sein::V,poder-se veure,se voir
1095,zu sehen sein::V,poder-se veure,être visible
1096,vernehmen::V,percebre,entendre
1097,vernehmen::V,percebre,percevoir
1098,frieren::V,tenir fred,avoir froid
1099,tun::V,fer,faire
1100,können::V,poder,savoir
1101,können::V,poder,pouvoir
1102,wollen::V,voler,vouloir
1103,anfangen::V,iniciar,commencer
1104,beenden::V,acabar,finir
1105,beenden::V,acabar,terminer
1106,aufhören::V,deixar,cesser
1107,aufhören::V,deixar,arrêter
1108,gelingen::V,sortir bé,réussir
1109,geraten::V,sortir,réussir
1110,öffnen::V,obrir,ouvrir
1111,schließen::V,tancar,fermer
1112,stellen::V,posar,poser
1113,stellen::V,posar,mettre
1114,stellen::V,col·locar,poser
1115,stellen::V,col·locar,mettre
1116,setzen::V,assentar,placer
1117,legen::V,posar,placer
1118,berühren::V,tocar,toucher
1119,verbinden::V,unir,lier
1120,verbinden::V,connectar,lier
1121,bedecken::V,tapar,couvrir
1122,bedecken::V,cobrir,couvrir
1123,aufhängen::V,penjar,accrocher
1124,anzünden::V,encendre,allumer
1125,aufheben::V,aixecar,ramasser
1126,zurücklassen::V,deixar,laisser
1127,verlieren::V,pērdre,perdre
1128,fallen lassen::V,deixar caure,lâcher
1129,fallen lassen::V,deixar caure,laisser tomber
1130,machen::V,fer,faire
1131,herstellen::V,producir,produire
1132,herstellen::V,producir,fabriquer
1133,bauen::V,construir,bâtir
1134,bauen::V,construir,construire
1135,reparieren::V,reparar,réparer
1136,verbessern::V,millorar,améliorer
1137,ändern::V,canviar,changer
1138,ändern::V,canviar,modifier
1139,graben::V,cavar,creuser
1140,beugen::V,doblegar,plier
1141,beugen::V,doblegar,ployer
1142,biegen::V,corbar,courber
1143,biegen::V,arquejar,courber
1144,drehen::V,girar,tordre
1145,drehen::V,girar,tourner
1146,wenden::V,girar,retourner
1147,umdrehen::V,voltar,tourner
1148,heben::V,pujar,soulever
1149,heben::V,aixecar,soulever
1150,hochheben::V,aixecar,lever
1151,ergreifen::V,agafar,saisir
1152,ergreifen::V,agafar,prendre
1153,halten::V,mantenir,tenir
1154,drücken::V,prémer,presser
1155,drücken::V,estrènyer,presser
1156,schieben::V,empènyer,pousser
1157,kratzen::V,raspar,gratter
1158,kratzen::V,raspar,égratigner
1159,lecken::V,llepar,lécher
1160,beißen::V,mossegar,mordre
1161,abreißen::V,arrencar,arracher
1162,abschneiden::V,tallar,couper
1163,binden::V,lligar,lier
1164,binden::V,lligar,attacher
1165,stecken::V,ficar,enfoncer
1166,brechen::V,trencar,rompre
1167,klopfen::V,trucar,frapper
1168,hauen::V,picar,frapper
1169,hauen::V,colpejar,frapper
1170,kleben::V,enganxar,coller
1171,reiben::V,fregar,frotter
1172,streichen::V,untar,empâter
1173,schleifen::V,afilar,affiler
1174,schleifen::V,afilar,aiguiser
1175,schleifen::V,esmolar,affiler
1176,schleifen::V,esmolar,aiguiser
1177,schneiden::V,tallar,couper
1178,schneiden::V,tallar,trancher
1179,rütteln::V,sacsejar,cahoter
1180,schütteln::V,agitar,secouer
1181,schütteln::V,sacsejar,secouer
1182,schwenken::V,agitar,agiter
1183,schütten::V,abocar,verser
1184,füllen::V,omplir,remplir
1185,einwickeln::V,embolicar,envelopper
1186,tragen::V,dur,porter
1187,tragen::V,portar,porter
1188,schleppen::V,arrossegar,traîner
1189,ziehen::V,tirar,tirer
1190,ziehen::V,estirar,tirer
1191,aufbewahren::V,conservar,garder
1192,aufbewahren::V,conservar,conserver
1193,werfen::V,llançar,jeter
1194,werfen::V,llançar,lancer
1195,fangen::V,agafar,attraper
1196,fangen::V,atrapar,attraper
1197,packen::V,engrapar,agripper
1198,verstecken::V,amagar,cacher
1199,teilen::V,dividir,diviser
1200,schicken::V,enviar,envoyer
1201,bringen::V,portar,apporter
1202,hinzufügen::V,afegir,ajouter
1203,bekommen::V,obtenir,obtenir
1204,erhalten::V,rebre,recevoir
1205,nehmen::V,prendre,prendre
1206,wählen::V,triar,choisir
1207,wählen::V,elegir,choisir
1208,auswählen::V,escollir,choisir
1209,auswählen::V,escollir,sélectionner
1210,auswählen::V,seleccionar,choisir
1211,auswählen::V,seleccionar,sélectionner
1212,bewahren::V,conservar,préserver
1213,behindern::V,impedir,gêner
1214,behindern::V,obstaculitzar,gêner
1215,verderben::V,espatllar,gâter
1216,verderben::V,espatllar,corrompre
1217,beschädigen::V,danyar,endommager
1218,beschädigen::V,destrossar,endommager
1219,zerbrechen::V,trencar,casser
1220,zerreißen::V,estripar,déchirer
1221,zerstören::V,destruir,détruire
1222,verbrennen::V,cremar,brûler
1223,geben::V,donar,donner
1224,reichen::V,passar,tendre
1225,schenken::V,regalar,offrir
1226,versprechen::V,prometre,promettre
1227,wünschen::V,desitjar,souhaiter
1228,loben::V,elogiar,louer
1229,küssen::V,fer un petó a,embrasser
1230,wiegen::V,bressolar,bercer
1231,zudecken::V,tapar,couvrir
1232,zudecken::V,cobrir,couvrir
1233,wecken::V,despertar,éveiller
1234,wecken::V,despertar,réveiller
1235,zeigen::V,mostrar,montrer
1236,zeigen::V,mostrar,faire voir
1237,zeigen::V,ensenyar,montrer
1238,zeigen::V,ensenyar,faire voir
1239,führen::V,guiar,guider
1240,führen::V,conduir,guider
1241,lehren::V,ensenyar,apprendre
1242,unterrichten::V,ensenyar,instruire
1243,aufziehen::V,criar,élever
1244,leiten::V,dirigir,diriger
1245,leiten::V,dirigir,conduire
1246,antreiben::V,impel·lir,pousser
1247,lassen::V,fer,faire
1248,einladen::V,invitar,inviter
1249,einladen::V,convidar,inviter
1250,vereinigen::V,unir,unir
1251,vereinigen::V,unir,réunir
1252,besuchen::V,visitar,visiter
1253,besuchen::V,visitar,aller voir
1254,besuchen::V,anar a veure,visiter
1255,besuchen::V,anar a veure,aller voir
1256,treffen::V,trobar,rencontrer
1257,sich versammeln::V,reunir-se,s'assembler
1258,spielen::V,jugar,jouer
1259,singen::V,cantār,chanter
1260,tanzen::V,ballar,danser
1261,sich trennen::V,separar-se,se séparer
1262,verlassen::V,deixar,quitter
1263,verlassen::V,abandonar,quitter
1264,retten::V,salvar,sauver
1265,bewachen::V,vigilar,garder
1266,schützen::V,protegir,protéger
1267,verteidigen::V,defensar,défendre
1268,sich schlagen::V,barallar-se,se taper
1269,schießen::V,tirar,tirer
1270,schießen::V,disparar,tirer
1271,siegen::V,vèncer,vaincre
1272,ärgern::V,enfadar,agacer
1273,schlagen::V,pegar,battre
1274,schlagen::V,pegar,frapper
1275,schlagen::V,colpejar,battre
1276,schlagen::V,colpejar,frapper
1277,treten::V,donar un cop de peu a,botter
1278,treten::V,donar un cop de peu a,donner un coup de pied à
1279,stechen::V,punxar,piquer
1280,stechen::V,apunyalar,piquer
1281,stoßen::V,empènyer,heurter
1282,stehlen::V,robar,voler
1283,stören::V,molestar,gêner
1284,stören::V,molestar,déranger
1285,belästigen::V,importunar,molester
1286,belästigen::V,importunar,importuner
1287,verbergen::V,amagar,cacher
1288,verbergen::V,amagar,dissimuler
1289,verbergen::V,ocultar,cacher
1290,verbergen::V,ocultar,dissimuler
1291,täuschen::V,enganyar,abuser
1292,täuschen::V,enganyar,tromper
1293,betrügen::V,estafar,duper
1294,betrügen::V,estafar,frauder
1295,töten::V,matar,tuer
1296,wohnen::V,vīure,habiter
1297,wohnen::V,vīure,demeurer
1298,wohnen::V,habitar,habiter
1299,wohnen::V,habitar,demeurer
1300,arbeiten::V,treballar,travailler
1301,sammeln::V,col·leccionar,collectionner
1302,pflücken::V,collir,cueillir
1303,jagen::V,caçar,chasser
1304,fischen::V,pescar,pêcher
1305,fassen::V,atrapar,capturer
1306,hüten::V,pasturar,garder
1307,treiben::V,arriar,mener
1308,anbinden::V,lligar,attacher
1309,füttern::V,donar menjar a,faire manger
1310,melken::V,munyir,traire
1311,hacken::V,picar,fendre
1312,hacken::V,tallar,fendre
1313,gießen::V,regar,arroser
1314,reifen::V,madurar,mûrir
1315,zubereiten::V,preparar,préparer
1316,kochen::V,coure,cuire
1317,backen::V,coure al forn,cuire
1318,braten::V,rostir,rôtir
1319,umrühren::V,remenar,remuer
1320,stricken::V,tricotar,tricoter
1321,stricken::V,fer punt de mitja,tricoter
1322,nähen::V,cosir,coudre
1323,färben::V,tenyir,teindre
1324,reinigen::V,netejar,nettoyer
1325,waschen::V,rentār,laver
1326,abwischen::V,eixugar,essuyer
1327,spülen::V,esbandir,rincer
1328,fegen::V,escombrar,balayer
1329,kehren::V,escombrar,balayer
1330,baden::V,banyar-se,se baigner
1331,sich waschen::V,rentār-se,se laver
1332,ausziehen::V,treure's,ôter
1333,ausziehen::V,treure's,enlever
1334,anziehen::V,posar-se,mettre
1335,sich anziehen::V,vestir-se,s'habiller
1336,kämmen::V,pentinar,peigner
1337,schmücken::V,adornar,orner
1338,schmücken::V,adornar,décorer
1339,sagen::V,dir,dire
1340,sprechen::V,parlar,parler
1341,reden::V,parlar,parler
1342,sich unterhalten::V,conversar,bavarder
1343,sich unterhalten::V,conversar,s'entretenir
1344,fragen::V,preguntar,demander
1345,bitten::V,demanar,prier
1346,erzählen::V,contar,raconter
1347,erzählen::V,explicar,raconter
1348,mitteilen::V,comunicar,communiquer
1349,nennen::V,nomenar,nommer
1350,nennen::V,nomenar,appeler
1351,rufen::V,cridar,appeler
1352,prahlen::V,lloar-se,se vanter
1353,prahlen::V,jactar-se,se vanter
1354,übersetzen::V,traduir,traduire
1355,denken::V,pensar,penser
1356,glauben::V,creure,croire
1357,bemerken::V,notar,remarquer
1358,bemerken::V,notar,apercevoir
1359,erkennen::V,reconèixer,reconnaître
1360,begreifen::V,comprendre,concevoir
1361,verstehen::V,entendre,entendre
1362,verstehen::V,entendre,comprendre
1363,lernen::V,aprendre,apprendre
1364,wissen::V,saber,savoir
1365,sich erinnern an::V,recordar,se souvenir de
1366,vergessen::V,oblidar,oublier
1367,messen::V,mesurar,mesurer
1368,zählen::V,comptar,compter
1369,rechnen::V,calcular,calculer
1370,lesen::V,llegir,lire
1371,malen::V,pintar,peindre
1372,zeichnen::V,dibuixar,dessiner
1373,schreiben::V,escrīure,écrire
1374,besitzen::V,posseir,posséder
1375,kaufen::V,comprar,acheter
1376,verkaufen::V,vendre,vendre
1377,bezahlen::V,pagar,payer
1378,zahlen::V,pagar per,payer
1379,beherrschen::V,dominar,dominer
1380,beherrschen::V,dominar,maîtriser
1381,ertragen::V,aguantar,tolérer
1382,ertragen::V,aguantar,supporter
