,Concept_ID,ady,he
678,vergebens::ADV,пкӏэнчъэ́у,לשוא
679,vor::PRP,пашъхьэ́,מול
680,hinter::PRP,кӏы́б,מאחורי
681,unter::PRP,чӏэ-,מתחת
682,durch::PRP,пхыры-,דרך
683,neben::PRP,дэжь,ליד
684,neben::PRP,дэжь,על-יד
685,zwischen::PRP,азыфа́гу,בין
686,wegen::PRP,къы-,בשל
687,wegen::PRP,къы-,בגלל
688,dies::PRN,ар,זה
689,das::PRN,а,זה
690,das::PRN,мо,זה
691,alles::PRN,зэкӏэ́,הכל
692,ich::PRN,сэ,אני
693,du::PRN,о,את
694,du::PRN,о,אתה
695,er::PRN,ар,הוא
696,wir::PRN,тэ,אנחנו
697,ihr::PRN,шъо,לה
698,sie::PRN,ахэр,הם
699,was::FPRN,сыд,מה
700,wer::FPRN,хэт,מי
701,wo::FADV,тыдэ́,איפה
702,wohin::FADV,тыдэ́,לאן
703,wie::FADV,сыдэущтэ́у,איך
704,warum::FADV,сыд пае́,למה
705,wieviel::FNUM,тхьапш,כמה
706,wieviel::FNUM,сыд фэди́з,כמה
707,eins::NUM,зы,אחד
708,zwei::NUM,тӏу,שתים
709,drei::NUM,щы,שלושה
710,vier::NUM,плӏы,ארבעה
711,fünf::NUM,тфы,חמשה
712,sechs::NUM,хы,ששה
713,sieben::NUM,блы,שבעה
714,acht::NUM,и,שמונה
715,neun::NUM,бгъу,תשעה
716,zehn::NUM,пшӏы,עשרה
717,elf::NUM,пшӏыкӏузы́,אחת עשרה
718,zwölf::NUM,пшӏыкӏутӏу,שתים עשרה
719,zwanzig::NUM,тӏокӏы́,עשרים
720,dreißig::NUM,щэкӏы,שלושים
721,vierzig::NUM,тӏокӏи́тӏу,ארבעים
722,fünfzig::NUM,шъэны́ыкъу,חמשים
723,sechzig::NUM,тӏокӏи́щ,ששים
724,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,שבעים
725,achtzig::NUM,тӏокӏи́пӏ,שמונים
726,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,תשעים
727,hundert::NUM,шъэ,מאה
728,tausend::NUM,мин,אלף
729,und::CNJ,ыкӏи,ו
730,oder::CNJ,е,או
731,stehen::V,ущытын,עמד
732,stehen::V,умыхъыен,עמד
733,sitzen::V,уисын,ישב
734,sitzen::V,утесын,ישב
735,liegen::V,телъы́н,שכב
736,hängen::V,къыщылэлын,היה תלוי
737,hängen::V,къыщылэлын щыгъын быхъур,היה תלוי
738,werden::V,хъун,הפך ל
739,passieren::V,къэхъун,קרה
740,beginnen::V,къежьэн,התחיל
741,beginnen::V,къыублэн,התחיל
742,enden::V,ухы́н,הסתים
743,wechseln::V,зэхъожьы́н,השתנה
744,aufgehen[Sonne]::V,къыкъокӏы́н,זרח
745,untergehen[Sonne]::V,къохьан,שקע
746,scheinen[Sonne]::V,къепсыи,בהק
747,donnern::V,гъогъон,רעם
748,wehen::V,епщэ́н,נשב
749,strömen::V,чъэн,זרם
750,fließen::V,чъэн,זרם
751,sich drehen::V,зыгъэчэрэгъу́н,הסתובב
752,schwanken::V,хъые́н,התנודד
753,schwingen::V,зыгъэхъые́н,התנענע
754,fallen::V,къефэхы́н,נפל
755,brennen::V,стын,בער
756,rauchen::V,ӏугъо къикӏын,עשן
757,regnen::V,къещхы́н,ירד גשם
758,gefrieren::V,дыкъын,קפא
759,tauen::V,жъун,נמס
760,schmelzen::V,ткӏун,התיך
761,trocknen::V,гъушъы́н,התיבש
762,trocknen::V,чъэпхъу́н,התיבש
763,sieden::V,жъон,רתח
764,faulen::V,шъун,רקב
765,verfaulen::V,шъун,רקב
766,reißen::V,зэӏэтхъы́н,נקרע
767,versinken::V,чӏихьан,טבע
768,vergehen::V,блэкӏы́н,עבר
769,erscheinen::V,къэлъэгъон,נגלה
770,erscheinen::V,къэлъэгъон,הופיע
771,verschwinden::V,кӏодыжьы́н,נעלם
772,abnehmen::V,къыкӏичын,הפחית
773,zunehmen::V,хэхъо́н,רבה
774,steigen::V,къежьэн,עלה
775,wachsen::V,хэхъо́н,גדל
776,wachsen::V,къэкӏы́н,גדל
777,glänzen::V,цӏыу́н,נצץ
778,glänzen::V,цӏыу́н,בהק
779,funkeln::V,жъыу́н,נצנץ
780,lärmen::V,бырсыры́н,רעש
781,läuten::V,теон,צלצל
782,klingeln::V,теон,צלצל
783,brausen::V,шъуин,געש
784,rauschen::V,макъэ гъэӏун,רשרש
785,klingen::V,къыхэӏукӏын,נשמע
786,bellen::V,хьакъу́н,נבח
787,heulen::V,быун,ילל
788,blasen::V,епщэ́н,נשף
789,pfeifen::V,шъуин,שרק
790,schreien::V,куо́н,צעק
791,schreien::V,кӏыи́н,צעק
792,stöhnen::V,щэӏун,נאנק
793,zittern::V,кӏэзэзын,רעד
794,leben::V,псэу́н,חי
795,geboren werden::V,къэхъун,נולד
796,atmen::V,жьы къэщэ́н,נשם
797,trinken::V,ешъо́н,שתה
798,essen::V,шхын,אכל
799,schlucken::V,бдырыин,בלע
800,müde werden::V,пшъын,התעיף
801,einschlafen::V,хэчъыен,נרדם
802,schlafen::V,чъые́н,ישן
803,aufwachen::V,къэущы́н,התעורר
804,aufstehen::V,уцу́н,קם
805,sich erholen::V,зыгъэпсэфын,נפש
806,krank werden::V,сымаджэ́ хъун,חלה
807,krank sein::V,сымэджэ́н,היה חולה
808,schmerzen::V,сымэджэ́н,כאב
809,husten::V,пскэ́н,השתעל
810,genesen::V,хъужьын,הבריא
811,sterben::V,лӏэн,מת
812,umkommen::V,хэкӏодэн,נספה
813,sich bewegen::V,хъые́н,נע
814,sich rühren::V,хъые́н,זז
815,sich erheben::V,къэтэджын,קם
816,sich setzen::V,тӏысы́н,התישב
817,hinfallen::V,ебэджы́н,נפל
818,laufen::V,кӏон,הלך ברגל
819,schreiten::V,кӏон,פסע
820,spazierengehen::V,къэкӏухьэн,טיל
821,eilen::V,гузэжъон,אץ
822,eilen::V,гузэжъон,מהר
823,sich beeilen::V,гуӏэ́н,מהר
824,sausen::V,псынкӏэ́у чъэн,אץ
825,rennen::V,чъэн,רץ
826,springen::V,пкӏэн,קפץ
827,klettern::V,дэцохъоен,טפס
828,schaukeln::V,уешӏэн,התנדנד
829,kriechen::V,цохъо́н,זחל
830,schwimmen::V,есы́н,שחה
831,tauchen::V,зычӏэгъэо́н,צלל
832,rudern::V,къошъо бэщкӏэ фын,חתר
833,fahren::V,кӏон,נסע
834,fliegen::V,быбы́н,עף
835,gehen::V,кӏон,הלך
836,weggehen::V,ӏукӏын,עזב
837,abfahren::V,ежьэн,יצא
838,anhalten::V,къэуцу́н,עצר
839,hineingehen::V,ихьан,נכנס
840,eintreten::V,чӏэхьан,נכנס
841,kommen::V,къэкӏо́н,בא
842,ankommen::V,къэсы́н,הגיע
843,zurückkommen::V,гъэзэжьын,שב
844,zurückkommen::V,гъэзэжьын,חזר
845,bleiben::V,къэнэ́н,נשאר
846,warten::V,пэплъэ́н,חכה
847,warten::V,пэплъэ́н,המתין
848,erwarten::V,ежэн,צפה
849,suchen::V,лъыхъу́н,חפש
850,finden::V,къэгъоты́н,מצא
851,finden::V,къыхэгъэщы́н,מצא
852,versuchen::V,пылъы́н,נסה
853,vorbereiten::V,гъэхьазыры́н,הכין
854,lieben::V,шӏу плъэгъу́н,אהב
855,mögen::V,шӏу плъэгъу́н,אהב
856,lachen::V,щхын,צחק
857,rühren::V,гур гъэузын,נגע ללב
858,weinen::V,гъын,בכה
859,schimpfen::V,хъонэн,גער
860,sich ärgern::V,губжы́н,זעם
861,sich ärgern::V,губжы́н,כעס
862,sich fürchten::V,щынэ́н,פחד
863,sich fürchten::V,щынэ́н,חשש
864,fürchten::V,щынэ́н,פחד מ
865,fürchten::V,щынэ́н,חשש מ
866,sehen::V,льэгъу́н,ראה
867,anschauen::V,плъэн,הביט
868,anschauen::V,еплъы́н,הביט
869,ansehen::V,плъэн,התבונן
870,hören::V,зэхэхын,שמע
871,zuhören::V,дэӏо́н,הקשיב
872,probieren::V,хэӏэн,נסה
873,riechen::V,пэмэ́н,הריח
874,fühlen::V,зэхэпшӏэн,חש
875,scheinen::V,уащыхъу́н,נדמה
876,scheinen::V,уашӏошӏы́н,נדמה
877,zu sehen sein::V,зэрэлъэгъу́н,נראה
878,vernehmen::V,зэхэхын,נודע ל
879,frieren::V,дыкъын,קר ל
880,frieren::V,пӏыкӏэн,קר ל
881,frieren::V,чъыӏэ́ лӏэн,קר ל
882,tun::V,шӏын,פעל
883,können::V,лъэкӏы́н,יכל
884,wollen::V,фэе́н,רצה
885,anfangen::V,ублэн,התחיל
886,beenden::V,ухы́н,גמר
887,aufhören::V,щыгъэтын,סים
888,gelingen::V,хъун,הצליח
889,öffnen::V,ӏухы́н,פתח
890,schließen::V,игъэсэн,סגר
891,stellen::V,бгъэуцун,העמיד
892,setzen::V,гъэтӏысы́н,הושיב
893,legen::V,хэлъхьа́н,שם
894,berühren::V,эӏэн,נגע
895,berühren::V,нэсын,נגע
896,verbinden::V,зэхэпхэ́н,קשר
897,verbinden::V,пхын,קשר
898,bedecken::V,техъо́н,כסה
899,aufhängen::V,пылъэ́н,תלה
900,anzünden::V,хэгъэнэ́н,הצית
901,zurücklassen::V,къэгъэнэ́н,השאיר
902,verlieren::V,чӏэ́нэн,אבד
903,verlieren::V,шӏокӏоды́н,אבד
904,fallen lassen::V,чӏэунэн,שמט
905,fallen lassen::V,чӏэунэн,הפיל
906,fallen lassen::V,пӏэпызын,שמט
907,fallen lassen::V,пӏэпызын,הפיל
908,machen::V,шӏын,עשה
909,herstellen::V,шӏы́н,יצר
910,bauen::V,шӏы́н,בנה
911,reparieren::V,дыжьы́н,תקן
912,verbessern::V,нахьышӏу пшӏын,שפר
913,verbessern::V,нахь дэгъу пшӏын,שפר
914,ändern::V,зэблэхъу́н,שנה
915,graben::V,тӏын,חפר
916,biegen::V,уфэн,כופף
917,drehen::V,гъэчэрегъу́,סובב
918,wenden::V,пӏонтӏэн,הפך
919,wenden::V,бгъэзэн,הפך
920,wenden::V,уӏубын,הפך
921,heben::V,ӏэты́н,הרים
922,hochheben::V,ӏэты́н,הרים
923,ergreifen::V,къэубыты́н,אחז
924,halten::V,ӏыгъы́н,החזיק
925,drücken::V,тэӏункӏэн,לחץ
926,schieben::V,уеӏункӏын,הזיז
927,schieben::V,уетӏыргун,הזיז
928,kratzen::V,цӏэнтхъун,שרט
929,kratzen::V,цӏэнтхъун,שפשף
930,lecken::V,бзэи́н,לקק
931,beißen::V,ецэкъэ́н,נשך
932,abreißen::V,къичын,קרע
933,abreißen::V,пытхъын,קרע
934,abschneiden::V,пыупкӏын,חתך
935,abschneiden::V,гобзыкӏын,חתך
936,binden::V,епхын,קשר
937,stecken::V,хэсэн,תקע
938,brechen::V,зэпыпкӏын,שבר
939,klopfen::V,теон,נקש
940,hauen::V,теон,הכה
941,kleben::V,щхэн,הדביק
942,reiben::V,пӏотын,שפשף
943,streichen::V,щыфэн,מרח
944,schleifen::V,гъэчаны́н,השחיז
945,schleifen::V,кӏэлыкӏы́н,השחיז
946,schneiden::V,бзын,גזר
947,rütteln::V,гъэсысын,נענע
948,schütteln::V,гъэсысын,נער
949,schwenken::V,ӏэ шӏын,נופף
950,schwenken::V,ӏэ шӏын,טלטל
951,schütten::V,икӏэ́н,שפך
952,füllen::V,из шӏын,מלא
953,einwickeln::V,кӏоцӏыщыхьа́н,עטף
954,tragen::V,хьын,נשא
955,schleppen::V,пхьын,סחב
956,schleppen::V,плъэшъун,סחב
957,ziehen::V,пкъудыин,משך
958,ziehen::V,пщэн,משך
959,ziehen::V,плъэшъун,משך
960,aufbewahren::V,пӏыгъын,שמר
961,aufbewahren::V,уухъумэн,שמר
962,werfen::V,дзын,זרק
963,fangen::V,къэубыты́н,תפס
964,packen::V,къэубыты́н,אחז
965,verstecken::V,бгъэбылъын,החביא
966,teilen::V,гощы́н,חלק
967,schicken::V,гъахьы́н,שלח
968,bringen::V,къэхьы́н,הביא
969,hinzufügen::V,хэгъэхъо́н,הוסיף
970,nehmen::V,къытехы́н,אחז
971,wählen::V,къыхэхы́н,בחר
972,auswählen::V,къыхэхы́н,בחר ב
973,bewahren::V,къэухъумэн,קים
974,behindern::V,пэрыохъу хъун,מנע
975,verderben::V,къутэн,מנע
976,beschädigen::V,къутэн,הזיק
977,zerbrechen::V,къутэн,נשבר
978,zerreißen::V,зэӏэтхъы́н,קרע
979,zerstören::V,къутэ́н,הרס
980,zerstören::V,къутэ́н,השמיד
981,verbrennen::V,гъэсты́н,שרף
982,geben::V,еты́н,נתן
983,reichen::V,еты́н,העביר
984,schenken::V,еты́н,נתן במתנה
985,versprechen::V,гъэгугъэ́н,הבטיח
986,wünschen::V,шӏоигъо́н,אחל
987,loben::V,щытхъун,שבח
988,küssen::V,ебэу́н,נשק
989,wiegen::V,гъэхъыен,נדנד
990,zudecken::V,техъо́н,כסה
991,wecken::V,къэгъэущы́н,עורר
992,zeigen::V,гъэлъэгъо́н,הראה
993,führen::V,щэн,הביא
994,führen::V,щэн,הוביל
995,lehren::V,егъэджэ́н,למד
996,lehren::V,егъэшӏэн,למד
997,unterrichten::V,егъэджэ́н,למד
998,aufziehen::V,пӏун,רומם
999,leiten::V,гъэзекӏон,נהל
1000,antreiben::V,къепфылӏэн,המרץ
1001,lassen::V,еты́н,נתן
1002,einladen::V,къегъэблэгъэн,הזמין
1003,vereinigen::V,зэгогъэхьан,אחד
1004,vereinigen::V,зэгогъэхьан,לכד
1005,besuchen::V,щыӏэ́н,בקר
1006,treffen::V,ӏукӏэ́н,פגש
1007,treffen::V,пэгъокӏы́н,פגש
1008,sich versammeln::V,зэхэхьан,התאסף
1009,spielen::V,джэгу́н,שחק
1010,singen::V,орэ́д къэӏо́н,שר
1011,tanzen::V,къэшъо́н,רקד
1012,sich trennen::V,зэгокӏыжьы́ных,נפרד
1013,verlassen::V,бгынэн,עזב
1014,verlassen::V,хэкӏыжьын,עזב
1015,retten::V,къыхэпхыжьын,הציל
1016,retten::V,къэбгъэнэжьын,הציל
1017,bewachen::V,къэгъэгъунэн,שמר
1018,schützen::V,ухъумэ́н,אבטח
1019,verteidigen::V,къэухъумэн,הגן
1020,sich schlagen::V,эзэон,התכתש
1021,schießen::V,он,ירה
1022,siegen::V,текӏо́н,גבר
1023,siegen::V,текӏо́н,נצח
1024,ärgern::V,бгъэгубжын,עצבן
1025,schlagen::V,ео́н,הכה
1026,schlagen::V,ео́н,הלקה
1027,stechen::V,хэӏун,דקר
1028,stoßen::V,тӏыро́н,דחק
1029,stoßen::V,уеӏункӏын,דחק
1030,stehlen::V,тыгъу́н,גנב
1031,stören::V,бгъэгумэкӏын,קטע
1032,stören::V,бгъэгумэкӏын,הפריע
1033,belästigen::V,бгъэгумэкӏын,הציק
1034,belästigen::V,бгъэгумэкӏын,הטריד
1035,verbergen::V,ушъэфын,הצניע
1036,täuschen::V,гъэпцӏэ́н,שגע
1037,betrügen::V,гъэпцӏэ́н,הונה
1038,töten::V,уикӏын,הרג
1039,wohnen::V,дэсын,גר
1040,arbeiten::V,лэжьэ́н,עבד
1041,sammeln::V,угъои́н,אסף
1042,pflücken::V,къыпычы́н,קטף
1043,jagen::V,шэкӏон,צד
1044,jagen::V,ешэкӏон,צד
1045,fischen::V,пцэжъые уешэн,דג
1046,fassen::V,къэубыты́н,תפס
1047,hüten::V,хэхъо́н,רעה
1048,treiben::V,пфын,הוציא
1049,anbinden::V,епхын,קשר
1050,füttern::V,гъэшхэ́н,הלעיט
1051,melken::V,щын,חלב
1052,hacken::V,упкӏэтэн,קצץ
1053,gießen::V,тепкӏэн,השקה
1054,reifen::V,игъо хъун,בשל
1055,zubereiten::V,бгъэхьазырын,הכין
1056,kochen::V,шӏы́н,בשל
1057,backen::V,гъэжъэ́н,אפה
1058,braten::V,гъэжъэ́н,צלה
1059,braten::V,гъэжъэ́н,טגן
1060,umrühren::V,зэхэгъэкӏухьан,ערבב
1061,stricken::V,хъын,סרג
1062,nähen::V,дэн,תפר
1063,färben::V,бгъэлэн,צבע
1064,reinigen::V,укъэбзы́н,נקה
1065,waschen::V,бгыкӏын,רחץ
1066,waschen::V,бгыкӏын,כבס
1067,abwischen::V,лъэкӏы́н,נגב
1068,spülen::V,дэгъэчъыхьан,שטף
1069,fegen::V,пхъэнкӏы́н,טאטא
1070,kehren::V,пхъэнкӏы́н,טאטא
1071,baden::V,зыгъэпскӏын,טבל
1072,baden::V,зыгъэпскӏын,שחה
1073,sich waschen::V,зытхьакӏы́н,התרחץ
1074,ausziehen::V,къытехы́н,הוריד
1075,anziehen::V,щылъэ́н,לבש
1076,sich anziehen::V,зыфэпэн,התלבש
1077,kämmen::V,жьын,סרק
1078,schmücken::V,гъэдэхэ́н,קשט
1079,sagen::V,къэӏон,אמר
1080,sprechen::V,псэлъэ́н,דבר
1081,reden::V,гущыӏэ́н,דבר
1082,sich unterhalten::V,зэдэгущыӏэн,שוחח
1083,fragen::V,упчӏэ́н,שאל
1084,bitten::V,лъэӏо́н,בקש
1085,erzählen::V,къэпӏотэ́н,ספר
1086,mitteilen::V,макъэ егъэӏун,מסר
1087,mitteilen::V,макъэ егъэӏун,הודיע
1088,nennen::V,цӏэ фэусы́н,קרא בשם
1089,rufen::V,джэн,גיס
1090,rufen::V,джэн,הזמין לבוא
1091,prahlen::V,узыщытхъужьы́н,התרברב
1092,übersetzen::V,бгъэкӏотэн,תרגם
1093,denken::V,егупшысэ́н,חשב
1094,glauben::V,уивыхъэ́ телъы́н,האמין
1095,bemerken::V,гу лъыптэ́н,הבחין
1096,erkennen::V,зэхэпхын,זהה
1097,erkennen::V,зэбгъэшӏэн,זהה
1098,begreifen::V,гурыӏо́н,קלט
1099,begreifen::V,гурыӏо́н,הבין
1100,verstehen::V,зэхэхын,הבין
1101,lernen::V,еджэ́н,למד
1102,wissen::V,шӏэн,ידע
1103,sich erinnern an::V,къэшӏэжьын,זכר
1104,vergessen::V,пщыгъупшэжьы́н,שכח
1105,messen::V,шын,מדד
1106,zählen::V,плъытэ́н,ספר
1107,rechnen::V,плъытэ́н,חשב
1108,rechnen::V,угугъэ́н,חשב
1109,lesen::V,еджэ́н,קרא
1110,malen::V,шӏын,ציר
1111,zeichnen::V,шӏын,שרטט
1112,schreiben::V,тхын,כתב
1113,besitzen::V,иӏэн,היה בעל של
1114,kaufen::V,щэфы́н,קנה
1115,kaufen::V,щэфы́н,רכש
1116,verkaufen::V,щэн,מכר
1117,bezahlen::V,птын,שלם
1118,bezahlen::V,лъыптын,שלם
1119,bezahlen::V,птыжьы́н,שלם
1120,zahlen::V,птын,שלם
1121,zahlen::V,лъыптын,שלם
1122,beherrschen::V,иунаеу иӏэн,שלט
1123,ertragen::V,щэчы́н,סבל
1124,Schnurrbart::N,,שפם
1125,Nabel::N,,טבור
1126,Wetter::N,,מזג אויר
1127,Frost::N,,צנה
1128,Raureif::N,,כפור
1129,Adler::N,,עיט
1130,Schwan::N,,ברבור
1131,Ton::N,,צליל
1132,Sache::N,,דבר
1133,Schlitten::N,,מזחלת
1134,Last::N,,משא
1135,Figur::N,,פסל
1136,Bündel::N,,צרור
1137,Schuh::N,,נעל
1138,Arzt::N,,רופא
1139,lebendig::A,,חי
1140,zuerst::ADV,,קדם
1141,manchmal::ADV,,לפעמים
1142,niemals::ADV,,אף פעם
1143,hier::ADV,,כאן
1144,hierhin::ADV,,פה
1145,von hier::ADV,,מפה
1146,schon::ADV,,כבר
1147,sinken::V,,ירד
1148,klirren::V,,קרקש
1149,fliehen::V,,ברח
1150,flüchten::V,,נמלט
1151,geraten::V,,עלה
1152,aufheben::V,,אסף
1153,beugen::V,,כפף
1154,umdrehen::V,,סובב
1155,bekommen::V,,תפס
1156,erhalten::V,,קבל
1157,treten::V,,בעט
