,Concept_ID,sv,ba
790,du::PRN,du,һин
791,er::PRN,han,ул
792,wir::PRN,vi,беҙ
793,ihr::PRN,ni,һеҙ
794,sie::PRN,de,улар
795,was::FPRN,vad,ә
796,was::FPRN,vad,ни
797,was::FPRN,vad,нәмә
798,wer::FPRN,vem,ҡем
799,wo::FADV,var,ҡайҙа
800,wohin::FADV,vart,ҡайҙа
801,wie::FADV,hur,инидәй
802,warum::FADV,varför,ин өсөн
803,wieviel::FNUM,hur mycket,күпме
804,eins::NUM,en,бер
805,eins::NUM,ett,бер
806,zwei::NUM,två,ике
807,zwei::NUM,två,икәү
808,drei::NUM,tre,өс
809,vier::NUM,fyra,дүрт
810,fünf::NUM,fem,биш
811,sechs::NUM,sex,алты
812,sieben::NUM,sju,ете
813,acht::NUM,åtta,һигеҙ
814,neun::NUM,nio,туғыҙ
815,zehn::NUM,tio,ун
816,elf::NUM,elva,ун бер
817,zwölf::NUM,tolv,ун ике
818,zwanzig::NUM,tjugo,егерме
819,dreißig::NUM,trettio,утыҙ
820,vierzig::NUM,fyrtio,ҡырҡ
821,fünfzig::NUM,femtio,илле
822,sechzig::NUM,sextio,алтмыш
823,siebzig::NUM,sjuttio,етмеш
824,achtzig::NUM,åttio,һикһән
825,neunzig::NUM,nittio,туҡһан
826,hundert::NUM,hundra,йөҙ
827,tausend::NUM,tusen,мең
828,und::CNJ,och,да
829,oder::CNJ,eller,йәки
830,stehen::V,stå,тороу
831,sitzen::V,sitta,ултырыу
832,liegen::V,ligga,ятыу
833,hängen::V,hänga,аҫылынып тороу
834,werden::V,bli,булыу
835,passieren::V,ske,булыу
836,passieren::V,hända,булыу
837,beginnen::V,börja,башлау
838,enden::V,ända,бөтөү
839,enden::V,ända,тамамланыү
840,wechseln::V,växla,үҙгәреү
841,aufgehen[Sonne]::V,gå upp,ҡалҡыу
842,untergehen[Sonne]::V,gå ned,байыу
843,scheinen[Sonne]::V,skina,яҡтыртып тороу
844,donnern::V,dundra,күкрәү
845,wehen::V,blåsa,иҫеү
846,strömen::V,forsa,ташыу
847,strömen::V,strömma,ташыу
848,fließen::V,flyta,ағыу
849,sich drehen::V,snurra,әйләнеү
850,schwanken::V,vackla,тирбәлеү
851,schwingen::V,svinga,бәүетеү
852,fallen::V,falla,йығылыу
853,brennen::V,brinna,яныу
854,rauchen::V,ryka,төтәү
855,regnen::V,regna,ямғыр яуа
856,gefrieren::V,frysa,туңыү
857,tauen::V,töa,иреү
858,schmelzen::V,smälta,иреү
859,trocknen::V,torka,кибеү
860,sieden::V,koka,ҡайнау
861,sieden::V,sjuda,ҡайнау
862,faulen::V,ruttna,сереу
863,verfaulen::V,ruttna,сереу
864,reißen::V,brista,өҙөү
865,reißen::V,brista,йыртылыу
866,versinken::V,sjunka,батыу
867,vergehen::V,förgå,үтеү
868,erscheinen::V,synas,килеп сығыу
869,erscheinen::V,visa sig,килеп сығыу
870,verschwinden::V,försvinna,юғалыу
871,sinken::V,sjunka,түбәнәйеү
872,abnehmen::V,avta,кәметеү
873,abnehmen::V,minskas,кәметеү
874,zunehmen::V,tilltaga,артыу
875,steigen::V,stiga,күтәрелеү
876,wachsen::V,växa,үҫеү
877,glänzen::V,glimma,ялтырау
878,funkeln::V,tindra,баҙлау
879,funkeln::V,gnistra,баҙлау
880,lärmen::V,bråka,шаулау
881,lärmen::V,väsnas,шаулау
882,läuten::V,ringa,ҡағыу
883,klingeln::V,ringa,ҡағыу
884,klingeln::V,ringa,шылтыратыу
885,klirren::V,klirra,шылтыратыу
886,brausen::V,brusa,ҡотороноу
887,rauschen::V,susa,шыптырлау
888,klingen::V,låta,яңғырау
889,klingen::V,klinga,яңғырау
890,bellen::V,skälla,өрөү
891,heulen::V,yla,олоу
892,heulen::V,tjuta,олоу
893,blasen::V,blåsa,өрөү
894,pfeifen::V,vissla,һызғырып ебәреү
895,schreien::V,skrika,ҡысҡырыу
896,stöhnen::V,stöna,уңғырашыу
897,zittern::V,darra,ҡалтырау
898,zittern::V,skälva,ҡалтырау
899,leben::V,leva,йәшәү
900,geboren werden::V,födas,тыуыу
901,atmen::V,andas,тын алыү
902,trinken::V,dricka,эсеү
903,essen::V,äta,ашау
904,schlucken::V,svälja,йотоу
905,müde werden::V,tröttna,арыу
906,einschlafen::V,somna,йоҡлап китеү
907,schlafen::V,sova,йоҡлау
908,aufwachen::V,vakna,уяныу
909,aufstehen::V,stiga upp,тороу
910,sich erholen::V,repa sig,ял итеү
911,sich erholen::V,hämta sig,ял итеү
912,krank werden::V,insjukna,сирләү
913,krank sein::V,vara sjuk,сирләү
914,schmerzen::V,smärta,ауыртыу
915,schmerzen::V,göra ont,ауыртыу
916,husten::V,hosta,йүтәлләү
917,genesen::V,tillfriskna,һауығыу
918,sterben::V,dö,үлеү
919,umkommen::V,omkomma,һәләк булыу
920,sich bewegen::V,röra sig,хәрәкәт итеү
921,sich rühren::V,röra på sig,ҡуҙғалыу
922,sich erheben::V,resa sig,тороу
923,sich setzen::V,sätta sig,ултырыу
924,hinfallen::V,falla omkull,ҡолау
925,laufen::V,löpa,йөрөү
926,schreiten::V,skrida,атлау
927,spazierengehen::V,promenera,ял итеп йороү
928,eilen::V,ila,ашығыу
929,eilen::V,ila,ҡабаланыу
930,sich beeilen::V,skynda sig,ашығыу
931,sich beeilen::V,skynda sig,ҡабаланыу
932,sausen::V,susa,елеү
933,rennen::V,löpa,йүгеп йөрөү
934,rennen::V,springa,йүгеп йөрөү
935,springen::V,hoppa,һикереү
936,klettern::V,klättra,үрмәләү
937,klettern::V,klättra,үрмәләп менеү
938,schaukeln::V,gunga,сайҡалыу
939,kriechen::V,kräla,шыуышыу
940,schwimmen::V,simma,йоҙөү
941,tauchen::V,dyka,сумыу
942,rudern::V,ro,ишеү
943,fahren::V,köra,йөрөү
944,fliegen::V,flyga,осоу
945,gehen::V,gå,барыу
946,weggehen::V,gå bort,китеү
947,abfahren::V,resa,сығыу
948,abfahren::V,avresa,сығыу
949,anhalten::V,stanna,тукталыу
950,hineingehen::V,gå in,инеү
951,eintreten::V,träda in,инеү
952,kommen::V,komma,килеү
953,ankommen::V,ankomma,килеү
954,zurückkommen::V,återkomma,ҡайтыу
955,bleiben::V,bli,ҡалыу
956,bleiben::V,förbli,ҡалыу
957,warten::V,vänta,көтөп тороу
958,erwarten::V,vänta,көтөү
959,suchen::V,leta,эҙләү
960,finden::V,finna,табыу
961,versuchen::V,försöka,тырышып ҡарау
962,vorbereiten::V,förbereda,әҙерләү
963,lieben::V,älska,яратыу
964,mögen::V,tycka om,һөйөү
965,mögen::V,tycka om,яратыу
966,lachen::V,skratta,көлөү
967,rühren::V,röra,ҡағылыу
968,weinen::V,gråta,илау
969,schimpfen::V,skälla,һүгенеү
970,schimpfen::V,skälla,тиргәнеү
971,schimpfen::V,skälla,һуҡраныу
972,sich ärgern::V,förargas,асыуланыу
973,sich fürchten::V,vara rädd,ҡурҡыу
974,fürchten::V,frukta,ҡурҡыу
975,fliehen::V,fly,ҡасыу
976,fliehen::V,rymma,ҡасыу
977,flüchten::V,fly,ҡасыу
978,sehen::V,se,күреү
979,anschauen::V,se på,ҡарау
980,anschauen::V,betrakta,ҡарау
981,ansehen::V,åse,ҡарау
982,ansehen::V,åse,тикшереү
983,hören::V,höra,ишетеү
984,zuhören::V,höra på,тыңлау
985,zuhören::V,lyssna till,тыңлау
986,probieren::V,smaka,татыу
987,probieren::V,smaka på,татыу
988,riechen::V,lukta,еҫкәү
989,fühlen::V,känna,тойоу
990,scheinen::V,verka,кеүек күренеү
991,scheinen::V,verka,тойолоу
992,scheinen::V,tyckas,кеүек күренеү
993,scheinen::V,tyckas,тойолоу
994,zu sehen sein::V,synas,күренеү
995,zu sehen sein::V,kunna ses,күренеү
996,vernehmen::V,få veta,ишетеү
997,vernehmen::V,förnimma,ишетеү
998,frieren::V,frysa,туңыү
999,tun::V,göra,яһау
1000,tun::V,göra,әшләү
1001,können::V,kunna,алыу
1002,können::V,kunna,мөмкин булыу
1003,wollen::V,vilja,теләү
1004,anfangen::V,börja,башлау
1005,beenden::V,avsluta,бөтөрөү
1006,beenden::V,avsluta,тамамлау
1007,aufhören::V,sluta,туктау
1008,aufhören::V,upphöra,туктау
1009,gelingen::V,lyckas,уңышлы булыу
1010,geraten::V,bli,булып сығыу
1011,öffnen::V,öppna,асыу
1012,schließen::V,låsa,йомоу
1013,schließen::V,stänga,йомоу
1014,stellen::V,ställa,ҡуйыу
1015,setzen::V,sätta,урынлаштырыу
1016,legen::V,lägga,һалыу
1017,berühren::V,beröra,тейеү
1018,berühren::V,beröra,ҡағылыу
1019,verbinden::V,förbinda,ҡушыу
1020,verbinden::V,förbinda,бәйләү
1021,bedecken::V,täcka,ҡаплау
1022,bedecken::V,betäcka,ҡаплау
1023,aufhängen::V,hänga,элеү
1024,aufhängen::V,hänga upp,элеү
1025,anzünden::V,tända,тоҡандырыу
1026,anzünden::V,antända,тоҡандырыу
1027,anzünden::V,tända på,тоҡандырыу
1028,aufheben::V,lyfta,мендереү
1029,zurücklassen::V,lämna,ҡалдырыу
1030,zurücklassen::V,efterlämna,ҡалдырыу
1031,verlieren::V,mista,юғалтыу
1032,verlieren::V,förlora,юғалтыу
1033,fallen lassen::V,tappa,төшөрөп ебәреү
1034,fallen lassen::V,släppa,төшөрөп ебәреү
1035,machen::V,göra,яһау
1036,machen::V,göra,эшләү
1037,herstellen::V,tillverka,эшләп сығарыу
1038,herstellen::V,framställa,эшләп сығарыу
1039,bauen::V,bygga,төҙөү
1040,reparieren::V,reparera,төҙәтеү
1041,verbessern::V,rätta,яҡшыртыу
1042,verbessern::V,förbättra,яҡшыртыу
1043,ändern::V,ändra,үҙгәртеү
1044,ändern::V,förändra,үҙгәртеү
1045,graben::V,gräva,ҡаҙыу
1046,beugen::V,böja,бөгөү
1047,biegen::V,böja,бөгөү
1048,biegen::V,kröka,бөгөү
1049,drehen::V,vrida,өйрөлтөү
1050,drehen::V,vrida,әйләндереү
1051,wenden::V,vända,әйләндереү
1052,umdrehen::V,vrida om,түңкәреү
1053,heben::V,häva,күтәреү
1054,heben::V,häva,мендереү
1055,hochheben::V,lyfta,күтәреү
1056,ergreifen::V,gripa,тотоп алыу
1057,halten::V,hålla,тотоу
1058,drücken::V,trycka,ҡыҫыу
1059,schieben::V,skjuta,этеү
1060,schieben::V,skjuta,төртөү
1061,kratzen::V,riva,ҡырыу
1062,kratzen::V,skrapa,ҡырыу
1063,lecken::V,slicka,ялау
1064,beißen::V,bita,тешләү
1065,abreißen::V,slita_av,өҙөү
1066,abreißen::V,riva_av,өҙөү
1067,abschneiden::V,skära av,ҡырҡыу
1068,binden::V,binda,бәйләү
1069,stecken::V,sticka,ҡаҙау
1070,brechen::V,bryta,боҙоу
1071,brechen::V,brista,боҙоу
1072,klopfen::V,banka,шаҡылдау
1073,klopfen::V,klappa,шаҡылдау
1074,hauen::V,hugga,туҡмау
1075,kleben::V,klistra,йәбештереү
1076,reiben::V,gnida,ыуыу
1077,reiben::V,gnida,ышҡыу
1078,streichen::V,smörja,яғыу
1079,schleifen::V,slipa,үткерләү
1080,schneiden::V,skära,ҡырҡыу
1081,schneiden::V,klippa,ҡырҡыу
1082,rütteln::V,skaka,һелкетеү
1083,schütteln::V,rista,һелкетеү
1084,schwenken::V,svänga,болғау
1085,schütten::V,hälla,ҡойоу
1086,füllen::V,fylla,тултырыу
1087,einwickeln::V,slå in,төрөү
1088,einwickeln::V,veckla in,төрөү
1089,tragen::V,bära,алып барыу
1090,schleppen::V,släpa,һөйрәү
1091,ziehen::V,dra,тартыу
1092,aufbewahren::V,förvara,һаҡлау
1093,aufbewahren::V,ta vara på,һаҡлау
1094,werfen::V,kasta,ырғытыу
1095,fangen::V,fånga,тотоу
1096,packen::V,gripa,етеү
1097,packen::V,gripa,тотоп алыу
1098,packen::V,gripa tag,етеү
1099,packen::V,gripa tag,тотоп алыу
1100,verstecken::V,gömma,йәшереү
1101,teilen::V,dela,бүлеү
1102,schicken::V,skicka,ебәреү
1103,bringen::V,bringa,килтереү
1104,hinzufügen::V,tillägga,өтәү
1105,bekommen::V,få,алыу
1106,bekommen::V,erhålla,алыу
1107,erhalten::V,få,алыу
1108,erhalten::V,erhålla,алыу
1109,nehmen::V,ta,алыу
1110,nehmen::V,taga,алыу
1111,wählen::V,välja,һайлаү
1112,auswählen::V,utvälja,һайлап алыу
1113,bewahren::V,bevara,һаҡлау
1114,behindern::V,hindra,тотҡарлыҡ яһау
1115,behindern::V,förhindra,тотҡарлыҡ яһау
1116,verderben::V,förstöra,боҙоу
1117,beschädigen::V,skada,боҙоу
1118,zerbrechen::V,bryta isär,ҡыйратыу
1119,zerbrechen::V,bryta sönder,ҡыйратыу
1120,zerreißen::V,riva sönder,йыртыу
1121,zerreißen::V,slita sönder,йыртыу
1122,zerstören::V,förstöra,емереү
1123,verbrennen::V,bränna,үртәү
1124,verbrennen::V,bränna upp,үртәү
1125,geben::V,ge,биреү
1126,reichen::V,räcka,биреү
1127,schenken::V,skänka,бүләк итеү
1128,versprechen::V,lova,вәғәҙә биреү
1129,wünschen::V,önska,теләу
1130,loben::V,lova,маҡтау
1131,loben::V,beröma,маҡтау
1132,küssen::V,pussa,үбеү
1133,wiegen::V,vagga,бәүетеү
1134,wiegen::V,vagga,тирбәтеү
1135,zudecken::V,täcka,ҡаплау
1136,wecken::V,väcka,уятыу
1137,zeigen::V,visa,күрһәтеү
1138,führen::V,föra,етәкләү
1139,lehren::V,lära,уҡытыу
1140,lehren::V,lära,өйрәтеү
1141,unterrichten::V,undervisa,уҡытыу
1142,aufziehen::V,uppfostra,тәрбиәле
1143,leiten::V,leda,етәкләү
1144,leiten::V,leda,етәкселек итеү
1145,antreiben::V,driva på,ашыҡтырыу
1146,lassen::V,få att,мәжбүр итеү
1147,einladen::V,bjuda,саҡырыу
1148,einladen::V,inbjuda,саҡырыу
1149,vereinigen::V,förena,берләштереү
1150,besuchen::V,besöka,килеп сығыу
1151,treffen::V,möta,тойоү
1152,treffen::V,möta,осратыу
1153,treffen::V,möta,ҡаршылау
1154,treffen::V,träffa,тойоү
1155,treffen::V,träffa,осратыу
1156,treffen::V,träffa,ҡаршылау
1157,sich versammeln::V,församla sig,йыйылыу
1158,spielen::V,leka,тартыу
1159,spielen::V,spela,тартыу
1160,singen::V,sjunga,йырлау
1161,tanzen::V,dansa,бейеү
1162,sich trennen::V,skiljas,айырылышыу
1163,verlassen::V,lämna,ташлау
1164,verlassen::V,lämna,ташлап китеү
1165,verlassen::V,överge,ташлау
1166,verlassen::V,överge,ташлап китеү
1167,retten::V,rädda,ҡотҡарыу
1168,bewachen::V,bevaka,һаҡлау
1169,schützen::V,skydda,һаҡлау
1170,schützen::V,beskydda,һаҡлау
1171,verteidigen::V,försvara,яҡлау
1172,sich schlagen::V,slåss,һуғышыу
1173,schießen::V,skjuta,атыу
1174,siegen::V,segra,еңеү
1175,ärgern::V,förarga,асыуландырыу
1176,schlagen::V,slå,бәреү
1177,schlagen::V,slå,туҡмау
1178,treten::V,sparka,тибеү
1179,treten::V,sparka,типкеләү
1180,stechen::V,sticka,сәнсеү
1181,stoßen::V,stöta,этеү
1182,stoßen::V,stöta,төртөү
1183,stehlen::V,stjäla,урлау
1184,stören::V,störa,ҡамасаулау
1185,belästigen::V,genera,бимазалау
1186,belästigen::V,genera,ҡамасаулау
1187,belästigen::V,besvära,бимазалау
1188,belästigen::V,besvära,ҡамасаулау
1189,verbergen::V,dölja,йәшереү
1190,täuschen::V,vilseleda,ултыртыу
1191,betrügen::V,bedra,алдау
1192,töten::V,döda,үлтереү
1193,wohnen::V,bo,йәшәү
1194,arbeiten::V,arbeta,эшләү
1195,sammeln::V,samla,йыйыу
1196,pflücken::V,plocka,өҙөү
1197,jagen::V,jaga,аулау
1198,fischen::V,fiska,аулау
1199,fassen::V,fånga,тотоу
1200,hüten::V,vakta,көтөү
1201,treiben::V,driva,ҡыуыу
1202,anbinden::V,binda fast,бәйләү
1203,füttern::V,fodra,ашатыу
1204,melken::V,mjölka,һауыү
1205,hacken::V,hacka,турау
1206,hacken::V,hacka,тапау
1207,gießen::V,hälla,ҡойоу
1208,gießen::V,vattna,ҡойоу
1209,reifen::V,mogna,өлғөрөү
1210,zubereiten::V,tillaga,бешереү
1211,zubereiten::V,tillreda,бешереү
1212,kochen::V,koka,бешереү
1213,backen::V,baka,бешереү
1214,braten::V,steka,ҡурыу
1215,umrühren::V,röra om,ҡатнаштырыу
1216,stricken::V,sticka,бәйләү
1217,nähen::V,sy,тегеү
1218,färben::V,färga,буяу
1219,reinigen::V,rensa,таҙартыу
1220,reinigen::V,rengöra,таҙартыу
1221,waschen::V,tvätta,йыуыу
1222,abwischen::V,torka av,һөртөү
1223,spülen::V,spola,сайҡау
1224,spülen::V,skölja,сайҡау
1225,fegen::V,feja,һепереү
1226,kehren::V,sopa,һепереү
1227,baden::V,bada,һыу инеү
1228,sich waschen::V,tvätta sig,йыуыныу
1229,ausziehen::V,ta av,сисеү
1230,anziehen::V,ta på,кейеү
1231,sich anziehen::V,klä på sig,кейенеү
1232,kämmen::V,kamma,тарау
1233,schmücken::V,pynta,биҙәү
1234,schmücken::V,smycka,биҙәү
1235,sagen::V,säga,әйтеү
1236,sprechen::V,tala,әйтеү
1237,sprechen::V,tala,һөйләшеү
1238,reden::V,tala,һөйләшеү
1239,reden::V,prata,һөйләшеү
1240,sich unterhalten::V,prata,әңгәмәләшеү
1241,fragen::V,fråga,һорау
1242,fragen::V,spörja,һорау
1243,bitten::V,be,үтенеү
1244,erzählen::V,berätta,һөйләү
1245,mitteilen::V,meddela,әйтеү
1246,nennen::V,kalla,атау
1247,nennen::V,kalla,исемләү
1248,rufen::V,ropa,саҡырыу
1249,prahlen::V,pråla,маҡтаныу
1250,prahlen::V,pråla,шапырыныу
1251,prahlen::V,skryta,маҡтаныу
1252,prahlen::V,skryta,шапырыныу
1253,übersetzen::V,tolka,тәржемә итеү
1254,übersetzen::V,översätta,тәржемә итеү
1255,denken::V,tänka,уйлау
1256,glauben::V,tro,ышаныу
1257,bemerken::V,uppmärksamma,күреү
1258,bemerken::V,lägga märke till,күреү
1259,erkennen::V,känna igen,таныу
1260,begreifen::V,begripa,аңлау
1261,verstehen::V,förstå,аңлау
1262,lernen::V,lära sig,өйрәнеү
1263,wissen::V,veta,белеү
1264,sich erinnern an::V,minnas,хәтергә алыу
1265,sich erinnern an::V,komma ihåg,хәтергә алыу
1266,vergessen::V,glömma,онотоу
1267,messen::V,mäta,үлсәү
1268,zählen::V,räkna,һанау
1269,rechnen::V,räkna,һанау
1270,lesen::V,läsa,уҡыу
1271,malen::V,måla,һүрәт яһау
1272,malen::V,måla,рәсем төшөрөү
1273,zeichnen::V,teckna,һүрәт яһау
1274,zeichnen::V,teckna,рәсем төшөрөү
1275,schreiben::V,skriva,яҙыу
1276,besitzen::V,äga,биләү
1277,besitzen::V,besitta,биләү
1278,kaufen::V,köpa,һатып алыу
1279,verkaufen::V,sälja,һатыу
1280,bezahlen::V,betala,түләү
1281,zahlen::V,betala,түләү
1282,beherrschen::V,behärska,биләү
1283,ertragen::V,tåla,түҙеү
1284,ertragen::V,uthärda,түҙеү
