,Concept_ID,te,la
703,wohin::FADV,ఎందుకు,quo
704,wie::FADV,ఎట్టు,quomodo
705,warum::FADV,ఏల,cur
706,wieviel::FNUM,ఎంత,quantum
707,eins::NUM,ఒకటి,unus
708,zwei::NUM,రెండు,duo
709,drei::NUM,మూడు,tres
710,vier::NUM,నాలుగు,quattuor
711,fünf::NUM,అయిదు,quinque
712,sechs::NUM,ఆఱు,sex
713,sieben::NUM,ఏరు,septem
714,acht::NUM,ఎనిమదు,octo
715,neun::NUM,తొమ్మిది,novem
716,zehn::NUM,పది,decem
717,elf::NUM,పదునొకొండు,undecim
718,zwölf::NUM,పండ్రండు,duodecim
719,zwanzig::NUM,ఇరుపది,viginti
720,dreißig::NUM,ముప్పది,triginta
721,vierzig::NUM,నలువది,quadraginta
722,fünfzig::NUM,ఏబది,quinquaginta
723,sechzig::NUM,అరుపది,sexaginta
724,siebzig::NUM,డెబ్బది,septuaginta
725,achtzig::NUM,ఎనుబది,octoginta
726,neunzig::NUM,తొంబది,nonaginta
727,hundert::NUM,నూఱు,centum
728,tausend::NUM,వేయి,mille
729,und::CNJ,మఱియు,et
730,und::CNJ,మఱియు,-que
731,oder::CNJ,లేక,vel
732,stehen::V,నిలుచు,stare
733,sitzen::V,కూర్చుండు,sedere
734,liegen::V,పండుకొనుట,iacere
735,hängen::V,వ్రేలాడదీయు,pendere
736,werden::V,అగు,fieri
737,passieren::V,సంభవించు,accidere
738,beginnen::V,ఆరంభించు,incipere
739,enden::V,తీరుట,finem habere
740,wechseln::V,మార్చు,mutari
741,aufgehen[Sonne]::V,ఉదయించు,oriri
742,untergehen[Sonne]::V,అస్తమించు,occidere
743,scheinen[Sonne]::V,ప్రకాశించు,lucere
744,donnern::V,ఉరుముట,tonare
745,wehen::V,దురద్పప్టము,flare
746,strömen::V,పారుట,fluere
747,fließen::V,ప్రవహించు,manare
748,sich drehen::V,తిరుగు,torqueri
749,schwanken::V,ఆడించుట,vacillare
750,schwingen::V,ఊగుట,vibrare
751,fallen::V,పడు,cadere
752,brennen::V,కాలుట,ardere
753,rauchen::V,పొగసుట,fumare
754,regnen::V,కురిపించుట,pluere
755,gefrieren::V,గడ్డకట్టు,congelari
756,tauen::V,కరగు,rorare
757,schmelzen::V,కరగు,liquescere
758,trocknen::V,యెండుట,arescere
759,sieden::V,ఉడుకు,fervere
760,faulen::V,క్రుళ్లు,putescere
761,verfaulen::V,క్షిణించు,putescere
762,reißen::V,చించు,scindi
763,versinken::V,మునుగు,mergi
764,vergehen::V,సంభవించు,praeterire
765,erscheinen::V,కనబడు,apparere
766,verschwinden::V,అదృశ్యమగు,discedere
767,sinken::V,ముణుగుట,labi
768,abnehmen::V,తగ్గు,deminui
769,zunehmen::V,పెరుగుట,augeri
770,steigen::V,లేచు,augescere
771,wachsen::V,పెరుగు,crescere
772,glänzen::V,ప్రకాశించు,splendere
773,funkeln::V,ప్రకాశించు,micare
774,lärmen::V,అరుచుట,strepere
775,läuten::V,మేళవించుట,sonare
776,klingeln::V,వాయించుట,tinnire
777,klirren::V,ఘంటానాదము,crepare
778,brausen::V,గర్జించు,saevire
779,rauschen::V,చటచటమనుట,crepare
780,klingen::V,ధ్వనించుట,sonare
781,bellen::V,అఱచు,latrare
782,heulen::V,కూయు,ululare
783,blasen::V,దురద్పప్టము,flare
784,pfeifen::V,ఈలవేయు,sibilare
785,schreien::V,అఱచు,clamare
786,stöhnen::V,మూలుగు,gemere
787,zittern::V,వణకు,tremere
788,zittern::V,వణకు,trepidare
789,leben::V,జీవించుట,vivere
790,geboren werden::V,పుట్టుట,nasci
791,atmen::V,ఉపిరి తీయు,spirare
792,trinken::V,త్రాగు,bibere
793,essen::V,తిను,edere
794,schlucken::V,మ్రింగు,devorare
795,müde werden::V,అలయు,fatigari
796,einschlafen::V,నిద్రించు,obdormiscere
797,schlafen::V,నిద్రురించు,dormire
798,aufwachen::V,మేలుకొను,expergisci
799,aufstehen::V,లేచు,exsurgere
800,sich erholen::V,నడ్డి వాల్చు,se reficere
801,krank werden::V,జబ్బుపడు,aegrescere
802,krank sein::V,జబ్బు చేయు,aegrotare
803,schmerzen::V,నొచ్చుట,dolere
804,husten::V,దగ్గుట,tussire
805,genesen::V,కుదురుట,convalescere
806,sterben::V,మరణించు,mori
807,umkommen::V,నశించు,perire
808,sich bewegen::V,కదలు,se movere
809,sich rühren::V,కదలు,micare
810,sich erheben::V,లేచు,surgere
811,sich setzen::V,కూర్చుణ్డు,considere
812,hinfallen::V,దొర్లు,cadere
813,laufen::V,నడచు,vadere
814,schreiten::V,అడుగుపెట్టుట,gradi
815,spazierengehen::V,పచారు చేయు,ambulare
816,eilen::V,తొందరపడు,properare
817,sich beeilen::V,త్వరపెట్టు,festinare
818,sausen::V,విసరికొట్టు,currere
819,rennen::V,పరుగెత్తు,currere
820,springen::V,దుముకు,salire
821,klettern::V,ఎక్కు,niti
822,schaukeln::V,ఉయ్యాల ఊగు ,oscillare
823,kriechen::V,ప్రాకు,repere
824,kriechen::V,ప్రాకు,serpere
825,schwimmen::V,ఈదు,nare
826,schwimmen::V,ఈదు,natare
827,tauchen::V,మునుగు,mergere
828,rudern::V,తెడ్లతోఁగడపు,remigare
829,fahren::V,నడపు,vehi
830,fliegen::V,ఎగురు,volare
831,gehen::V,పోవు,ire
832,gehen::V,పోవు,vadere
833,weggehen::V,బయలుదేరు,abire
834,weggehen::V,బయలుదేరు,discedere
835,abfahren::V,విడిచిపోవు,proficisci
836,anhalten::V,నిలుపు,consistere
837,hineingehen::V,ప్రవేశించు,inire
838,hineingehen::V,ప్రవేశించు,ingredi
839,eintreten::V,ప్రవేశించు,intrare
840,kommen::V,వచ్చు,venire
841,ankommen::V,వచ్చి చేరు,advenire
842,zurückkommen::V,తిరిగీవచ్చుట,revenire
843,bleiben::V,ఉండు,manere
844,warten::V,కనిపెట్టు,opperiri
845,erwarten::V,నిరిక్షించు,opperiri
846,erwarten::V,నిరిక్షించు,expectare
847,suchen::V,వెదకు,quaerere
848,finden::V,కనుగొను,reperire
849,versuchen::V,ప్రయత్నించు,conari
850,versuchen::V,ప్రయత్నించు,temptare
851,vorbereiten::V,తయారుచేయు,parare
852,lieben::V,ప్రేమించు,amare
853,mögen::V,ఇష్టపడు,amare
854,lachen::V,నవ్వు,ridere
855,rühren::V,గుండె తాకు,commovere
856,weinen::V,వీడ్చు,flere
857,schimpfen::V,గొణుగు,increpare
858,sich ärgern::V,అలుగు,indignari
859,sich fürchten::V,భయపడు,vereri
860,fürchten::V,భయపడు,timere
861,fliehen::V,పాఱిపోపు,fugere
862,flüchten::V,తప్పించుకొను,effugere
863,sehen::V,చూచు,videre
864,anschauen::V,చూచు,aspectare
865,ansehen::V,కాచియుండు,spectare
866,hören::V,విను,audire
867,zuhören::V,విను,auscultare
868,probieren::V,చవిచూచుట,gustare
869,riechen::V,వాసనచూచు,olfacere
870,fühlen::V,స్పర్శించుట,sentire
871,scheinen::V,కనబడు,videri
872,zu sehen sein::V,చూవు,conspici
873,vernehmen::V,విను,comperire
874,frieren::V,చలికి వడకు,algere
875,tun::V,చేయు,facere
876,können::V,గల,posse
877,wollen::V,కోరు,velle
878,anfangen::V,ఆరంభించు,incipere
879,beenden::V,ముగించు,finire
880,aufhören::V,నిలుపు,desistere
881,gelingen::V,గెలుపాందు,contingere
882,geraten::V,వెలువడు,evenire
883,öffnen::V,తెఱచు,aperire
884,schließen::V,మూయు,claudere
885,stellen::V,ఉంచు,sistere
886,setzen::V,ఉంచు,ponere
887,legen::V,పెట్టు,ponere
888,berühren::V,తాకు,tangere
889,verbinden::V,చేర్చుట,iungere
890,bedecken::V,మూయు,tegere
891,bedecken::V,మూయు,operire
892,aufhängen::V,వ్రేలాడదీయు,suspendere
893,anzünden::V,వెలిగించు,accendere
894,anzünden::V,వెలిగించు,inflammare
895,aufheben::V,సేకరించు,tollere
896,zurücklassen::V,విడుచు,relinquere
897,verlieren::V,పోగొట్టుకొను,perdere
898,verlieren::V,పోగొట్టుకొను,amittere
899,fallen lassen::V,జాఱవిడుచు,dimittere
900,machen::V,చేయు,facere
901,herstellen::V,ఉత్పత్తిచేయు,fabricare
902,bauen::V,నిర్మించు,construere
903,reparieren::V,సరిచేయు,reparare
904,verbessern::V,వృద్ధి చేయు,emendare
905,ändern::V,మార్చు,mutare
906,graben::V,త్రవ్వు,fodere
907,beugen::V,వంచు,flectere
908,biegen::V,వంచు,curvare
909,drehen::V,నూలువడుకు,torquere
910,wenden::V,త్రిప్పు,vertere
911,umdrehen::V,త్రిప్పు,convertere
912,heben::V,ఎత్తు,tollere
913,hochheben::V,ఎత్తు,levare
914,ergreifen::V,వశపఱచుకొను,capessere
915,halten::V,ఉంచు,tenere
916,drücken::V,అణచు,premere
917,schieben::V,నొక్కు,promovere
918,kratzen::V,గోకు,radere
919,lecken::V,నాకు,lambere
920,beißen::V,కఱచు,mordere
921,abreißen::V,తెగతెంచు,avellere
922,abschneiden::V,తెగకొట్టు,desecare
923,binden::V,కట్టు,ligare
924,stecken::V,తగులుకొనివుండుట,inserere
925,brechen::V,పగులగొట్టు,rumpere
926,klopfen::V,కొట్టు,pultare
927,hauen::V,కొట్టు,ferire
928,kleben::V,అంటుకొను,agglutinare
929,reiben::V,రాచు,terere
930,streichen::V,వ్యాపింపజేయు,oblinere
931,schleifen::V,రాచు,acuere
932,schneiden::V,కోయు,secare
933,rütteln::V,కుదిలించుట,quassare
934,schütteln::V,కదల్చు,quatere
935,schwenken::V,ఊచుట,ventilare
936,schütten::V,పోయు,fundere
937,füllen::V,నింపు,complere
938,einwickeln::V,చుట్టు,involvere
939,tragen::V,మోయు,ferre
940,tragen::V,మోయు,portare
941,schleppen::V,ఈడ్చు,pertrahere
942,ziehen::V,ఈడ్చు,trahere
943,aufbewahren::V,కాపాడు,asservare
944,werfen::V,విసరు,iacere
945,fangen::V,పట్టుకొను,capere
946,packen::V,పట్టుకొను,capessere
947,verstecken::V,దాచు,abdere
948,teilen::V,భాగించు,partiri
949,teilen::V,భాగించు,dividere
950,schicken::V,పంపు,mittere
951,bringen::V,తెచ్చు,apportare
952,hinzufügen::V,చేర్చు,addere
953,bekommen::V,సంపాదించు,adipisci
954,erhalten::V,పుచ్చుకొను,accipere
955,nehmen::V,తీసికొను,sumere
956,wählen::V,ఇష్టపడు,eligere
957,auswählen::V,ఏరుకొను,deligere
958,bewahren::V,భద్రపఱుచు,conservare
959,behindern::V,అడ్డగించుట,impedire
960,verderben::V,చెఱచు,corrumpere
961,beschädigen::V,చెరుపుట,laedere
962,zerbrechen::V,పగులగొట్టు,rumpere
963,zerbrechen::V,పగులగొట్టు,frangere
964,zerreißen::V,చించు,discindere
965,zerstören::V,వాశనము చేయు,delere
966,verbrennen::V,కాల్చు,urere
967,verbrennen::V,కాల్చు,cremare
968,geben::V,ఇచ్చు,dare
969,reichen::V,అందుకొనుట,praebere
970,schenken::V,అర్పించు,donare
971,schenken::V,అర్పించు,largiri
972,versprechen::V,వాగ్దత్తము చేయు,polliceri
973,versprechen::V,వాగ్దత్తము చేయు,promittere
974,wünschen::V,కోరు,
975,loben::V,స్తుతించు,laudare
976,küssen::V,ముద్దుపెట్టుకొను,osculari
977,wiegen::V,ఊచుట,
978,zudecken::V,మూయు,tegere
979,wecken::V,నిద్రపలేపుట,excitare
980,zeigen::V,చూవు,monstrare
981,führen::V,దారిచూపు,ducere
982,lehren::V,బోధించు,docere
983,unterrichten::V,నేర్పు,instituere
984,aufziehen::V,పెంచు,nutrire
985,leiten::V,తీసుకపోవుట,ducere
986,antreiben::V,ప్రేరేపించు,incitare
987,lassen::V,అనుమతించు,iubere
988,einladen::V,ఆహ్వానించు,invitare
989,vereinigen::V,కూడుట,coniungere
990,besuchen::V,పోయి చూచు,visere
991,treffen::V,కలియు,convenire
992,sich versammeln::V,కూర్చు,convenire
993,spielen::V,ఆట లాడు,ludere
994,singen::V,పాడు,cantare
995,tanzen::V,నృత్యముచేయు,saltare
996,sich trennen::V,ఎడబాయుట,digredi
997,sich trennen::V,ఎడబాయుట,discedere
998,verlassen::V,విడుచు,deserere
999,verlassen::V,విడుచు,relinquere
1000,retten::V,తప్పించుట,servare
1001,bewachen::V,కాపాడు,custodire
1002,schützen::V,రక్షించు,tueri
1003,schützen::V,రక్షించు,tutari
1004,verteidigen::V,రక్షించు,defendere
1005,sich schlagen::V,జగడమాడు,luctari
1006,schießen::V,కాల్చు,iaculari
1007,siegen::V,గెలుచు,vincere
1008,ärgern::V,పీడించుట,irritare
1009,schlagen::V,కొట్టు,ferire
1010,treten::V,తన్ను,calcare
1011,stechen::V,కుట్టు,pungere
1012,stoßen::V,గెంటు,tundere
1013,stehlen::V,దొంగిలించు,furari
1014,stören::V,కలతపఱచు,turbare
1015,belästigen::V,పీడించు,obtundere
1016,verbergen::V,దాచు,celare
1017,verbergen::V,దాచు,occultare
1018,täuschen::V,మోసము చేయు,fallere
1019,betrügen::V,మోసపుచ్చు,fraudare
1020,töten::V,చంపు,necare
1021,töten::V,చంపు,caedere
1022,wohnen::V,నివసించు,habitare
1023,arbeiten::V,పనిచేయు,laborare
1024,sammeln::V,ప్రోగుచేయు,colligere
1025,pflücken::V,యేరుట,carpere
1026,jagen::V,వేటాడు,venari
1027,fischen::V,వెదకు,piscari
1028,fassen::V,పట్టుకొమ,capere
1029,hüten::V,మందచేరుట,custodire
1030,treiben::V,నడపు,agere
1031,anbinden::V,కట్టు,alligare
1032,füttern::V,భోజనము పెట్టు,nutrire
1033,melken::V,పాలు పితుకు,mulgere
1034,hacken::V,నఱకు,findere
1035,gießen::V,నీళ్ళుకట్టుట,rigare
1036,reifen::V,పండుట,maturescere
1037,zubereiten::V,వండు,apparare
1038,kochen::V,వండు,coquere
1039,backen::V,రొట్టెకాల్చు,coquere
1040,braten::V,వేపు,torrere
1041,umrühren::V,కదులుట,commovere
1042,stricken::V,అల్లు,texere
1043,nähen::V,కుట్టు,suere
1044,färben::V,రంగు వేయు,tingere
1045,reinigen::V,శుభ్రము చేయు,purgare
1046,waschen::V,కడుగు,lavare
1047,abwischen::V,తుడుచు,abstergere
1048,spülen::V,నీటిలో జడించు,perluere
1049,fegen::V,ఊడ్చు,verrere
1050,kehren::V,ఊడ్చు,purgare
1051,baden::V,స్నానము చేయు,lavari
1052,sich waschen::V,కడుగు,lavari
1053,ausziehen::V,విప్పు,exuere
1054,anziehen::V,ధరించు,induere
1055,sich anziehen::V,బట్టలు వేసుకొను,vestiri
1056,sich anziehen::V,తొడుగుకొను,vestiri
1057,kämmen::V,దువ్వుట,pectere
1058,schmücken::V,అలంకరించు,ornare
1059,schmücken::V,అలంకరించు,decorare
1060,sagen::V,చెప్పు,dicere
1061,sprechen::V,చెప్పు,fari
1062,reden::V,మాటలాడు,loqui
1063,sich unterhalten::V,ముచ్చటలాడు,colloqui
1064,sich unterhalten::V,ముచ్చటలాడు,disputare
1065,fragen::V,ప్రశ్నించు,rogare
1066,fragen::V,ప్రశ్నించు,quaerere
1067,bitten::V,కోరు,orare
1068,bitten::V,కోరు,rogare
1069,erzählen::V,చెప్పు,narrare
1070,mitteilen::V,తెలియజేయు,communicare
1071,nennen::V,పేరు వెట్టు,appellare
1072,rufen::V,పిలుచు,vocare
1073,prahlen::V,జల్లి,gloriari
1074,übersetzen::V,తర్జుమాచేయు,vertere
1075,denken::V,ఆలోచించు,cogitare
1076,glauben::V,నమ్ము,credere
1077,bemerken::V,గుర్తించు,animadvertere
1078,erkennen::V,గుర్తించు,cognoscere
1079,begreifen::V,గ్రహించు,comprehendere
1080,verstehen::V,గ్రహించు,intellegere
1081,lernen::V,నేర్చు కొను,discere
1082,wissen::V,తెలిసికొను,scire
1083,sich erinnern an::V,జ్ఞాపకముంచుకొను,meminisse
1084,vergessen::V,మఱచిపోవు,oblivisci
1085,messen::V,కొలుచుట,metiri
1086,zählen::V,లెక్కపెట్టు,numerare
1087,rechnen::V,లెక్కపెట్టు,reri
1088,rechnen::V,లెక్కపెట్టు,calculare
1089,lesen::V,చదువు,legere
1090,malen::V,పూనుట,pingere
1091,zeichnen::V,వ్రాసుట,scribere
1092,schreiben::V,వ్రాయు,scribere
1093,besitzen::V,కలిగియుండు,possidere
1094,kaufen::V,కొను,emere
1095,verkaufen::V,అమ్ము,vendere
1096,bezahlen::V,చెల్లించు,pendere
1097,zahlen::V,చెల్లించు,solvere
1098,beherrschen::V,ఏలు,regere
1099,beherrschen::V,ఏలు,imperare
1100,ertragen::V,భరించు,tolerare
1101,ertragen::V,భరించు,sustinere
