,Concept_ID,hr,uk
845,hinauf::ADV,uzbrdo,вгору
846,überall::ADV,svuda,скрізь
847,überall::ADV,svagdje,скрізь
848,nicht::ADV,ne,не
849,ein wenig::ADV,malo,трохи
850,ein wenig::ADV,malo,небагато
851,kaum::ADV,tek,ледве
852,kaum::ADV,jedva,ледве
853,sehr::ADV,jako,дуже
854,sehr::ADV,veoma,дуже
855,so::ADV,tako,так
856,so::ADV,ovako,так
857,noch::ADV,još,ще
858,nur::ADV,samo,лише
859,nur::ADV,samo,тільки
860,schon::ADV,već,вже
861,wieder::ADV,opet,знову
862,wieder::ADV,ponovo,знову
863,vergebens::ADV,uzalud,дарма
864,vergebens::ADV,zabadava,дарма
865,vor::PRP,pred,перед
866,vor::PRP,ispred,перед
867,hinter::PRP,za,ззаду
868,hinter::PRP,za,позаду
869,hinter::PRP,iza,ззаду
870,hinter::PRP,iza,позаду
871,unter::PRP,pod,під
872,unter::PRP,ispod,під
873,durch::PRP,po,крізь
874,durch::PRP,kroz,крізь
875,neben::PRP,kraj,біля
876,neben::PRP,pored,біля
877,neben::PRP,pokraj,біля
878,zwischen::PRP,među,між
879,zwischen::PRP,između,між
880,wegen::PRP,radi,з-за
881,wegen::PRP,radi,через
882,wegen::PRP,zbog,з-за
883,wegen::PRP,zbog,через
884,dies::PRN,ovo,це
885,das::PRN,to,то
886,das::PRN,ono,то
887,alles::PRN,sve,все
888,ich::PRN,ja,я
889,du::PRN,ti,ти
890,er::PRN,on,він
891,wir::PRN,mi,ми
892,ihr::PRN,vi,ви
893,sie::PRN,oni,вони
894,was::FPRN,što,що
895,wer::FPRN,tko,хто
896,wo::FADV,gdje,де
897,wohin::FADV,kuda,куди
898,wohin::FADV,kamo,куди
899,wie::FADV,kako,як
900,warum::FADV,zašto,чому
901,wieviel::FNUM,koliko,скільки
902,eins::NUM,jedan,один
903,zwei::NUM,dva,два
904,drei::NUM,tri,три
905,vier::NUM,četiri,чотири
906,fünf::NUM,pet,п’ять
907,sechs::NUM,šest,шість
908,sieben::NUM,sedam,сім
909,acht::NUM,osam,вісім
910,neun::NUM,devet,дев’ять
911,zehn::NUM,deset,десять
912,elf::NUM,jedanaest,одинадцять
913,zwölf::NUM,dvanaest,дванадцять
914,zwanzig::NUM,dvadeset,двадцять
915,dreißig::NUM,trideset,тридцять
916,vierzig::NUM,četrdeset,сорок
917,fünfzig::NUM,pedeset,п’ятдесят
918,sechzig::NUM,šezdeset,шістдесят
919,siebzig::NUM,sedamdeset,сімдесят
920,achtzig::NUM,osamdeset,вісімдесят
921,neunzig::NUM,devetdeset,дев’яносто
922,hundert::NUM,sto,сто
923,tausend::NUM,tisuća,тисяча
924,und::CNJ,i,і
925,und::CNJ,te,і
926,oder::CNJ,ili,або
927,stehen::V,stajati,стояти
928,sitzen::V,sjediti,сидіти
929,liegen::V,ležati,лежати
930,hängen::V,visiti,висіти
931,werden::V,postati,стати
932,werden::V,postati,робитися
933,werden::V,činiti se,стати
934,werden::V,činiti se,робитися
935,passieren::V,desiti se,трапитися
936,passieren::V,dogoditi se,трапитися
937,beginnen::V,početi,початися
938,enden::V,prestati,кінчитися
939,enden::V,svršiti se,кінчитися
940,wechseln::V,mijenjati se,мінятися
941,aufgehen[Sonne]::V,izići,зійти
942,untergehen[Sonne]::V,zaći,зайти
943,scheinen[Sonne]::V,sijati,світити
944,donnern::V,grmjeti,гриміти
945,wehen::V,duhati,віяти
946,strömen::V,strujati,литися
947,fließen::V,teći,текти
948,sich drehen::V,obrtati se,обертатися
949,sich drehen::V,vrtjeti se,обертатися
950,schwanken::V,teturati,коливатися
951,schwanken::V,kolebati se,коливатися
952,schwingen::V,njihati,хитатися
953,schwingen::V,njihati,гойдатися
954,schwingen::V,titrati,хитатися
955,schwingen::V,titrati,гойдатися
956,fallen::V,padati,падати
957,brennen::V,gorjeti,горіти
958,rauchen::V,dimiti se,диміти
959,regnen::V,kišiti,дощити
960,regnen::V,daždjeti,дощити
961,gefrieren::V,smrznuti se,змерзнути
962,tauen::V,kopnjeti,танути
963,tauen::V,kraviti se,танути
964,schmelzen::V,topiti se,плавитися
965,trocknen::V,sušiti se,сохнути
966,sieden::V,kipjeti,кипіти
967,sieden::V,ključati,кипіти
968,faulen::V,gnjiti,гнити
969,verfaulen::V,sagnjiti,згнити
970,reißen::V,otrgnuti se,рватися
971,versinken::V,tonuti,тонути
972,versinken::V,propasti,тонути
973,vergehen::V,prolaziti,проходити
974,erscheinen::V,pojaviti se,з’явитися
975,verschwinden::V,nestati,щезнути
976,verschwinden::V,nestati,зникнути
977,verschwinden::V,izgubiti se,щезнути
978,verschwinden::V,izgubiti se,зникнути
979,sinken::V,trgnuti,спадати
980,sinken::V,spustiti se,спадати
981,abnehmen::V,opasti,поменшитися
982,zunehmen::V,povećati se,збільшуватися
983,steigen::V,uzići,підніматися
984,steigen::V,nadoći,підніматися
985,wachsen::V,rasti,рости
986,glänzen::V,blistati,блищати
987,glänzen::V,sjati se,блищати
988,funkeln::V,svjetlucati,блискати
989,lärmen::V,bučati,шуміти
990,lärmen::V,galamiti,шуміти
991,läuten::V,zvoniti,дзвонити
992,klingeln::V,zvoniti,дзвонити
993,klirren::V,zvečati,дзвякати
994,brausen::V,hujati,бушувати
995,rauschen::V,šumiti,шелестіти
996,rauschen::V,šuškati,шелестіти
997,klingen::V,zvučati,лунати
998,klingen::V,zvučati,звучати
999,bellen::V,lajati,гавкати
1000,heulen::V,zavijati,вити
1001,blasen::V,puhati,дунути
1002,pfeifen::V,fućkati,свистіти
1003,schreien::V,vikati,кричати
1004,schreien::V,kričati,кричати
1005,stöhnen::V,stenjati,стогнати
1006,zittern::V,drhtati,тремтіти
1007,zittern::V,trepetati,тремтіти
1008,leben::V,živjeti,жити
1009,geboren werden::V,roditi se,народитися
1010,atmen::V,disati,дихати
1011,trinken::V,piti,пити
1012,essen::V,jesti,їсти
1013,schlucken::V,gutati,ковтати
1014,müde werden::V,umoriti se,втомитися
1015,einschlafen::V,usnuti,заснути
1016,einschlafen::V,zaspati,заснути
1017,schlafen::V,spati,спати
1018,aufwachen::V,probuditi se,прокинутися
1019,aufstehen::V,ustati,встати
1020,sich erholen::V,odmoriti se,відпочивати
1021,krank werden::V,oboljeti se,захворіти
1022,krank werden::V,razboljeti se,захворіти
1023,krank sein::V,bolovati,хворіти
1024,schmerzen::V,boljeti,боліти
1025,husten::V,kašljati,кашляти
1026,genesen::V,ozdraviti,одужати
1027,genesen::V,ozdraviti,видужати
1028,genesen::V,oporaviti se,одужати
1029,genesen::V,oporaviti se,видужати
1030,sterben::V,umrijeti,померти
1031,umkommen::V,skapati,згинути
1032,sich bewegen::V,gibati se,рухатися
1033,sich bewegen::V,kretati se,рухатися
1034,sich rühren::V,maknuti se,ворушитися
1035,sich erheben::V,dići se,встати
1036,sich setzen::V,sjesti,сісти
1037,hinfallen::V,pasti,упасти
1038,laufen::V,hodati,ходити
1039,schreiten::V,stupati,крокувати
1040,spazierengehen::V,šetati se,гуляти
1041,eilen::V,hitati,спішити
1042,sich beeilen::V,požuriti se,поспішати
1043,sausen::V,juriti,мчатися
1044,rennen::V,trčati,бігати
1045,springen::V,skakati,скакати
1046,springen::V,skakati,стрибати
1047,klettern::V,popeti se,лазити
1048,klettern::V,penjati se,лазити
1049,schaukeln::V,ljuljati se,гойдатися
1050,kriechen::V,puzati,повзати
1051,kriechen::V,gmizati,повзати
1052,schwimmen::V,plivati,пливти
1053,schwimmen::V,plivati,плавати
1054,tauchen::V,roniti,пірнати
1055,tauchen::V,gnjuriti,пірнати
1056,rudern::V,veslati,гребти
1057,rudern::V,veslati,веслувати
1058,fahren::V,voziti se,їхати
1059,fliegen::V,letjeti,літати
1060,fliegen::V,lijetati,літати
1061,gehen::V,ići,іти
1062,weggehen::V,otići,піти
1063,abfahren::V,krenuti,від’їхати
1064,abfahren::V,krenuti,відправитися
1065,abfahren::V,otputovati,від’їхати
1066,abfahren::V,otputovati,відправитися
1067,anhalten::V,stati,зупинитися
1068,anhalten::V,zaustaviti,зупинитися
1069,hineingehen::V,ulaziti,входити
1070,eintreten::V,ući,увійти
1071,kommen::V,doći,прийти
1072,ankommen::V,stići,прибути
1073,zurückkommen::V,vratiti se,повернутися
1074,zurückkommen::V,povratiti se,повернутися
1075,bleiben::V,ostati,залишитися
1076,warten::V,čekati,чекати
1077,erwarten::V,očekivati,чекати
1078,suchen::V,tražiti,шукати
1079,finden::V,naći,знайти
1080,versuchen::V,pokušati,випробовувати
1081,vorbereiten::V,spremiti,підготувати
1082,vorbereiten::V,pripremiti,підготувати
1083,lieben::V,voljeti,любити
1084,mögen::V,voljeti,любити
1085,mögen::V,voljeti,подобатися
1086,lachen::V,smijati se,сміятися
1087,rühren::V,taknuti,розчулити
1088,weinen::V,plakati,плакати
1089,schimpfen::V,psovati,лаятися
1090,sich ärgern::V,ljutiti se,сердитися
1091,sich fürchten::V,bojati se,боятися
1092,fürchten::V,bojati se,боятися
1093,fliehen::V,pobjeći,тікати
1094,flüchten::V,utjeći,утекти
1095,sehen::V,vidjeti,бачити
1096,anschauen::V,ogledati,поглянути
1097,ansehen::V,gledati,дивитися на
1098,hören::V,čuti,чути
1099,zuhören::V,slušati,слухати
1100,probieren::V,probati,покуштувати
1101,riechen::V,osjećati miris,нюхати
1102,fühlen::V,osjećati,відчувати
1103,scheinen::V,činiti se,здаватися
1104,zu sehen sein::V,biti vidljiv,виднітися
1105,vernehmen::V,saznati,почути
1106,frieren::V,zima je,мерзнути
1107,tun::V,raditi,робити
1108,können::V,moći,могти
1109,wollen::V,htjeti,хотіти
1110,anfangen::V,početi,почати
1111,beenden::V,svršiti,закінчити
1112,beenden::V,dovršiti,закінчити
1113,aufhören::V,prestati,перестати
1114,gelingen::V,uspjeti,вдатися
1115,geraten::V,desiti se,опинитися
1116,öffnen::V,otvoriti,відкрити
1117,schließen::V,zatvoriti,закрити
1118,stellen::V,metnuti,поставити
1119,stellen::V,postaviti,поставити
1120,setzen::V,posaditi,посадити
1121,legen::V,polagati,класти
1122,berühren::V,doticati,чіпати
1123,berühren::V,dodirivati,чіпати
1124,verbinden::V,spojiti,зв’язати
1125,verbinden::V,zavezati,зв’язати
1126,bedecken::V,pokriti,покрити
1127,aufhängen::V,objesiti,повісити
1128,anzünden::V,upaliti,запалити
1129,anzünden::V,zapaliti,запалити
1130,aufheben::V,podići,підняти
1131,aufheben::V,podignuti,підняти
1132,zurücklassen::V,ostaviti,залишити
1133,zurücklassen::V,pustiti natrag,залишити
1134,verlieren::V,izgubiti,загубити
1135,fallen lassen::V,ispustiti,упустити
1136,machen::V,uraditi,зробити
1137,machen::V,načiniti,зробити
1138,machen::V,napraviti,зробити
1139,herstellen::V,proizvesti,виготовити
1140,bauen::V,graditi,будувати
1141,reparieren::V,popraviti,лагодити
1142,verbessern::V,poboljšati,поліпшити
1143,ändern::V,promijeniti,змінити
1144,graben::V,kopati,копати
1145,graben::V,kopkati,копати
1146,beugen::V,saviti,зігнути
1147,biegen::V,saviti,погнути
1148,biegen::V,sagnuti,погнути
1149,drehen::V,vrtjeti,вертіти
1150,wenden::V,obrnuti,повернути
1151,umdrehen::V,okrenuti,перевернути
1152,umdrehen::V,prevŕnuti,перевернути
1153,heben::V,dizati,піднімати
1154,hochheben::V,dignuti,підняти
1155,ergreifen::V,uhvatiti,схопити
1156,ergreifen::V,prihvatiti,схопити
1157,halten::V,držati,тримати
1158,drücken::V,pritiskivati,натискати
1159,schieben::V,gurati,пхати
1160,schieben::V,gurati,штовхати
1161,kratzen::V,česati,шкребти
1162,kratzen::V,grepsti,шкребти
1163,lecken::V,lizati,лизати
1164,beißen::V,ujesti,кусати
1165,beißen::V,gristi,кусати
1166,abreißen::V,otkinuti,відірвати
1167,abschneiden::V,odrezati,відрізати
1168,binden::V,vezati,в’язати
1169,stecken::V,turiti,увіткнути
1170,brechen::V,slomiti,зламати
1171,klopfen::V,lupati,стукати
1172,klopfen::V,kucati,стукати
1173,hauen::V,tući,бити
1174,hauen::V,udarati,бити
1175,kleben::V,lijepiti,клеїти
1176,reiben::V,trti,терти
1177,streichen::V,namazati,намазати
1178,schleifen::V,brusiti,точити
1179,schneiden::V,rezati,різати
1180,rütteln::V,drmati,хитати
1181,schütteln::V,tresti,трясти
1182,schwenken::V,mahati,махати
1183,schütten::V,sipati,налити
1184,schütten::V,lijevati,налити
1185,füllen::V,napuniti,наповнити
1186,einwickeln::V,umotati,загорнути
1187,einwickeln::V,zamotati,загорнути
1188,tragen::V,nositi,нести
1189,schleppen::V,tegliti,тягти
1190,ziehen::V,vući,тягнути
1191,aufbewahren::V,čuvati,зберігати
1192,werfen::V,bacati,кидати
1193,fangen::V,loviti,ловити
1194,fangen::V,hvatati,ловити
1195,packen::V,ščepati,схопити
1196,packen::V,zgrabiti,схопити
1197,verstecken::V,sakriti,сховати
1198,teilen::V,podijeliti,розділити
1199,schicken::V,slati,посилати
1200,bringen::V,donijeti,принести
1201,hinzufügen::V,dodati,додати
1202,hinzufügen::V,pridati,додати
1203,bekommen::V,dobiti,дістати
1204,erhalten::V,primiti,одержати
1205,nehmen::V,uzeti,взяти
1206,wählen::V,izabrati,вибрати
1207,auswählen::V,odabrati,відібрати
1208,bewahren::V,sačuvati,зберегти
1209,behindern::V,smetati,перешкоджати
1210,verderben::V,pokvariti,зіпсувати
1211,beschädigen::V,oštetiti,зашкодити
1212,zerbrechen::V,razbiti,розбити
1213,zerbrechen::V,prelomiti,розбити
1214,zerreißen::V,poderati,розірвати
1215,zerreißen::V,rastrgnuti,розірвати
1216,zerstören::V,razoriti,зруйнувати
1217,zerstören::V,razrušiti,зруйнувати
1218,verbrennen::V,spaliti,спалити
1219,verbrennen::V,sagorjeti,спалити
1220,geben::V,dati,дати
1221,reichen::V,pružiti,передати
1222,schenken::V,darivati,дарувати
1223,versprechen::V,obećati,обіцяти
1224,wünschen::V,željeti,бажати
1225,loben::V,hvaliti,хвалити
1226,küssen::V,ljubiti,цілувати
1227,wiegen::V,njihati,качати
1228,wiegen::V,ljuljati,качати
1229,zudecken::V,pokriti,накрити
1230,wecken::V,probuditi,розбудити
1231,zeigen::V,pokazati,показати
1232,führen::V,voditi,вести
1233,lehren::V,učiti,вчити
1234,unterrichten::V,poučiti,викладати
1235,aufziehen::V,uzgajati,виховати
1236,leiten::V,upravljati,керувати
1237,antreiben::V,natjeravati,підганяти
1238,lassen::V,dati,змусити
1239,einladen::V,pozvati,запросити
1240,vereinigen::V,ujediniti,об’єднати
1241,besuchen::V,posjetiti,завітати
1242,besuchen::V,posjetiti,відвідати
1243,treffen::V,sresti,зустріти
1244,sich versammeln::V,okupiti se,зібратися
1245,spielen::V,igrati se,грати
1246,singen::V,pjevati,співати
1247,tanzen::V,plesati,танцювати
1248,sich trennen::V,razići se,розлучитися
1249,verlassen::V,ostaviti,покинути
1250,verlassen::V,napustiti,покинути
1251,retten::V,spasiti,врятувати
1252,bewachen::V,čuvati,охороняти
1253,bewachen::V,stražariti,охороняти
1254,schützen::V,čuvati,уберігати
1255,verteidigen::V,obraniti,захистити
1256,sich schlagen::V,biti se,битися
1257,sich schlagen::V,biti se,дратися
1258,sich schlagen::V,udariti se,битися
1259,sich schlagen::V,udariti se,дратися
1260,schießen::V,pucati,стріляти
1261,schießen::V,strijeljati,стріляти
1262,siegen::V,pobijediti,перемогти
1263,ärgern::V,ljutiti,сердити
1264,schlagen::V,biti,ударити
1265,schlagen::V,udariti,ударити
1266,treten::V,šutnuti,штовхати
1267,stechen::V,ubosti,вколоти
1268,stoßen::V,gurnuti,штовхнути
1269,stehlen::V,ukrasti,украсти
1270,stören::V,smetati,перешкодити
1271,belästigen::V,smetati,докучати
1272,belästigen::V,dosaditi,докучати
1273,verbergen::V,skriti,сховати
1274,täuschen::V,obmanuti,обдурити
1275,betrügen::V,prevarati,зшахраювати
1276,töten::V,ubiti,убити
1277,wohnen::V,stanovati,жити
1278,wohnen::V,stanovati,мешкати
1279,arbeiten::V,raditi,працювати
1280,sammeln::V,sabrati,зібрати
1281,pflücken::V,ubrati,зривати
1282,jagen::V,loviti,полювати
1283,fischen::V,ribati,рибалити
1284,fischen::V,loviti ribu,рибалити
1285,fassen::V,uloviti,піймати
1286,hüten::V,pasti,пасти
1287,treiben::V,goniti,гнати
1288,anbinden::V,privezati,прив’язати
1289,füttern::V,hraniti,годувати
1290,füttern::V,hraniti,харчувати
1291,melken::V,musti,доїти
1292,hacken::V,sjeckati,рубати
1293,gießen::V,politi,полити
1294,reifen::V,sazreti,дозріти
1295,zubereiten::V,prigotoviti,зготовити
1296,zubereiten::V,prigotoviti,приготувати
1297,kochen::V,kuhati,варити
1298,kochen::V,kuhati,готувати
1299,backen::V,peći,пекти
1300,braten::V,peći,смажити
1301,braten::V,pržiti,смажити
1302,umrühren::V,promiješati,переміщати
1303,stricken::V,plesti,в’язати
1304,nähen::V,šiti,шити
1305,färben::V,obojiti,пофарбувати
1306,reinigen::V,očistiti,очистити
1307,reinigen::V,počistiti,очистити
1308,waschen::V,prati,мити
1309,abwischen::V,otrti,витерти
1310,spülen::V,isprati,полоскати
1311,spülen::V,oplakati,полоскати
1312,fegen::V,mesti,підмітати
1313,fegen::V,pomesti,підмітати
1314,kehren::V,mesti,мести
1315,baden::V,kupati se,купатися
1316,sich waschen::V,umiti se,митися
1317,sich waschen::V,prati se,митися
1318,ausziehen::V,svući,зняти
1319,anziehen::V,obući,надіти
1320,sich anziehen::V,obući se,одягтися
1321,sich anziehen::V,obući se,одягнутися
1322,kämmen::V,češljati,зачесати
1323,schmücken::V,uresiti,оздобити
1324,schmücken::V,nakititi,оздобити
1325,sagen::V,reći,сказати
1326,sagen::V,kazati,сказати
1327,sprechen::V,govoriti,говорити
1328,reden::V,govoriti,розмовляти
1329,reden::V,besjediti,розмовляти
1330,sich unterhalten::V,razgovarati se,бесідувати
1331,fragen::V,pitati,запитати
1332,bitten::V,moliti,просити
1333,erzählen::V,ispričati,розповісти
1334,erzählen::V,pripovjediti,розповісти
1335,mitteilen::V,saopćiti,повідомити
1336,nennen::V,nazvati,назвати
1337,rufen::V,zvati,кликати
1338,rufen::V,dozvati,кликати
1339,prahlen::V,hvalisati se,хвалитися
1340,übersetzen::V,prevesti,перекласти
1341,denken::V,misliti,думати
1342,denken::V,misliti,мислити
1343,glauben::V,vjerovati,вірити
1344,bemerken::V,zapaziti,помітити
1345,bemerken::V,primijetiti,помітити
1346,erkennen::V,prepoznati,пізнати
1347,begreifen::V,pojmiti,осягнути
1348,begreifen::V,shvatiti,осягнути
1349,verstehen::V,razabrati,почути
1350,lernen::V,učiti se,навчатися
1351,wissen::V,znati,знати
1352,sich erinnern an::V,sjetiti se,пам’ятати
1353,vergessen::V,zaboraviti,забути
1354,messen::V,mjeriti,міряти
1355,zählen::V,brojiti,лічити
1356,rechnen::V,računati,рахувати
1357,lesen::V,čitati,читати
1358,malen::V,slikati,малювати
1359,zeichnen::V,crtati,рисувати
1360,schreiben::V,pisati,писати
1361,besitzen::V,imati,мати
1362,besitzen::V,posjedovati,мати
1363,kaufen::V,kupiti,купити
1364,verkaufen::V,prodati,продати
1365,verkaufen::V,raspačati,продати
1366,bezahlen::V,platiti,заплатити
1367,zahlen::V,plaćati,платити
1368,beherrschen::V,vladati,володіти
1369,beherrschen::V,gospodariti,володіти
1370,ertragen::V,trpjeti,витерпіти
1371,ertragen::V,podnijeti,витерпіти
1372,Gehirn::N,,мозок
