,Concept_ID,lez,it
433,Bild::N,шикил,quadro
434,Bild::N,шикил,immàgine
435,Bild::N,суьрет,quadro
436,Bild::N,суьрет,immàgine
437,Figur::N,фигура,figura
438,Puppe::N,нини,bàmbola
439,Beutel::N,тагъар,borsa
440,Beutel::N,тагъар,sacchetto
441,Bündel::N,галгам,fascio
442,Bündel::N,галгам,fagotto
443,Tasche::N,чанта,borsa
444,Eimer::N,ведре,secchio
445,Deckel::N,кьил,coperchio
446,Deckel::N,къалпагъ,coperchio
447,Geschirr::N,къаб-къажах,stoviglie
448,Sack::N,чувал,sacco
449,Tasse::N,сукӏра,tazza
450,Topf::N,къажгъан,pèntola
451,Kessel::N,къажгъан,paiolo
452,Kessel::N,къажгъан,calderone
453,Essen::N,тӏуьн,pasto
454,Essen::N,тӏуьн,mangiare
455,Nahrung::N,тӏуьн,cibo
456,Nahrung::N,тӏуьн,alimento
457,Speise::N,хуьрек,piatto
458,Fleisch::N,як,carne
459,Getreide::N,техил,cereali
460,Brei::N,хапӏа,purè
461,Brei::N,хапӏа,pappa
462,Brei::N,хешил,purè
463,Brei::N,хешил,pappa
464,Brot::N,фу,pane
465,Scheibe::N,чӏук,fetta
466,Scheibe::N,чӏук,trancia
467,Fett::N,ягълу,grasso
468,Butter::N,гъери,burro
469,Öl::N,ягълу,olio
470,Salz::N,кьел,sale
471,Suppe::N,суп,zuppa
472,Suppe::N,суп,minestra
473,Suppe::N,шурпа,zuppa
474,Suppe::N,шурпа,minestra
475,Honig::N,вирт,miele
476,Milch::N,нек,latte
477,Tee::N,чай,tè
478,Leder::N,тумаж,pelle
479,Wolle::N,йис,lana
480,Stoff::N,парча,panno
481,Stoff::N,парча,tessuto
482,Nadel::N,раб,ago
483,Faden::N,гъал,filo
484,Knopf::N,дуьгме,bottone
485,Knoten::N,тӏвал,nodo
486,Farbe::N,ранг,pittura
487,Kleidung::N,партал,vestiti
488,Kleidung::N,партал,vestiario
489,Hemd::N,перем,camicia
490,Kragen::N,хев,bàvero
491,Kragen::N,хев,colletto
492,Ärmel::N,хел,mànica
493,Hose::N,шалвар,calzoni
494,Gürtel::N,чӏул,cintura
495,Mütze::N,бармак,berretto
496,Mütze::N,бапӏах,berretto
497,Schuh::N,ботинка,scarpa
498,Stiefel::N,чекме,stivale
499,Ring::N,тупӏал,anello
500,Band::N,тасма,nastro
501,Band::N,тасма,fettuccia
502,Kamm::N,регъ,pèttine
503,Spiegel::N,гуьзгуь,specchio
504,Riemen::N,къайиш,cinghia
505,Schnur::N,еб,corda
506,Decke::N,яргъан,coperta
507,Kissen::N,хъуьцуьган,cuscino
508,Kissen::N,хъуьцуьган,guanciale
509,Tuch::N,шал,fazzoletto
510,Handtuch::N,дасмал,asciugamano
511,Kraft::N,гуж,forza
512,Stärke::N,къуват,forza
513,Stärke::N,къуват,vigore
514,Stärke::N,къуват,fortezza
515,Gesundheit::N,сагъвал,salute
516,Krankheit::N,тӏал,malattìa
517,Schmerz::N,тӏал,dolore
518,Schmerz::N,тӏарвал,dolore
519,Wunde::N,хер,piaga
520,Wunde::N,хер,ferita
521,Fieber::N,ифин,febbre
522,Arznei::N,дарман,fàrmaco
523,Arznei::N,дарман,medicina
524,Brücke::N,муьгъ,ponte
525,Brunnen::N,къуй,pozzo
526,Weide::N,уьруьш,pàscolo
527,Pfad::N,рехъ,sentiero
528,Weg::N,рехъ,via
529,Weg::N,рехъ,cammino
530,Straße::N,рехъ,strada
531,Dorf::N,хуьр,paese
532,Dorf::N,хуьр,villaggio
533,Stadt::N,шегьер,città
534,Brief::N,кагъаз,lèttera
535,Buch::N,улуб,libro
536,Buchstabe::N,гьарф,lèttera
537,Zeitung::N,газета,giornale
538,Leben::N,уьмуьр,vita
539,Tod::N,кьиникь,morte
540,Grab::N,сур,tomba
541,Grab::N,сур,sepolcro
542,Kirche::N,килиса,chiesa
543,Sünde::N,гунагь,peccato
544,Gott::N,аллагь,dio
545,Arbeiter::N,фяле,operaio
546,Arbeiter::N,фяле,lavoratore
547,Chef::N,гьаким,capo
548,Chef::N,гьаким,padrone
549,Meister::N,устӏар,mastro
550,Meister::N,устӏар,maestro
551,Arzt::N,доктор,mèdico
552,Arzt::N,доктор,dottore
553,Lehrer::N,муаллим,professore
554,Geld::N,пул,soldi
555,Geld::N,пул,denaro
556,Laden::N,магазин,negozio
557,Preis::N,къимет,prezzo
558,Ware::N,мал,merce
559,Ware::N,товар,merce
560,Nutzen::N,хийир,ùtile
561,Nutzen::N,хийир,profitto
562,Nutzen::N,менфят,ùtile
563,Nutzen::N,менфят,profitto
564,Reichtum::N,девлет,ricchezza
565,Welt::N,дуьнья,mondo
566,Land::N,уьлкве,paese
567,Staat::N,пачагьлугъ,Stato
568,Staat::N,государство,Stato
569,König::N,пачагь,re
570,Macht::N,власть,potere
571,Grenze::N,сергьят,confine
572,Grenze::N,сергьят,frontiera
573,Krieg::N,дяве,guerra
574,Feind::N,душман,nemico
575,Gewalt::N,гуж,violenza
576,Kampf::N,женг,lotta
577,Bogen[Waffe]::N,чӏемерук,arco
578,Pfeil::N,хьел,freccia
579,Gewehr::N,тфенг,fucile
580,Fehler::N,гъалатӏ,errore
581,Fehler::N,гъалатӏ,sbaglio
582,Lüge::N,ттаб,bugìa
583,Lüge::N,ттаб,menzogna
584,Schaden::N,зиян,danno
585,Schaden::N,зарар,danno
586,Unglück::N,бала,sfortuna
587,Unglück::N,бедбахтвал,sfortuna
588,Schuld::N,тахсир,colpa
589,Alter::N,яш,età
590,Schluss::N,эхир,fine
591,Zeit::N,вяде,tempo
592,Tag::N,югъ,giorno
593,Tag::N,югъ,giornata
594,Morgen::N,пакама,mattina
595,Mittag::N,нисин,mezzogiorno
596,Abend::N,няни,sera
597,Abend::N,няни,serata
598,Nacht::N,йиф,notte
599,Woche::N,гьафте,settimana
600,Monat::N,варз,mese
601,Jahr::N,йис,anno
602,Frühling::N,гатфар,primavera
603,Sommer::N,гад,estate
604,Herbst::N,зул,autunno
605,Winter::N,кьуьд,inverno
606,Januar::N,январь,gennaio
607,Februar::N,февраль,febbraio
608,März::N,март,marzo
609,April::N,апрель,aprile
610,Mai::N,май,maggio
611,Juni::N,июнь,giugno
612,Juli::N,июль,luglio
613,August::N,август,agosto
614,September::N,сентябрь,settembre
615,Oktober::N,октябрь,ottobre
616,November::N,ноябрь,novembre
617,Dezember::N,декабрь,dicembre
618,Montag::N,ислен,lunedì
619,Dienstag::N,саласа,martedì
620,Mittwoch::N,арбе,mercoledì
621,Donnerstag::N,хемис югъ,giovedì
622,Freitag::N,жуьмя,venerdì
623,Freitag::N,жуьмя югъ,venerdì
624,Samstag::N,киш,sàbato
625,Sonntag::N,гьяд,domenica
626,groß::A,еке,grande
627,groß::A,чӏехи,grande
628,klein::A,гъвечӏи,pìccolo
629,lang::A,яргъи,lungo
630,kurz::A,куьруь,corto
631,breit::A,гьяркьуь,largo
632,schmal::A,гуьтӏуь,stretto
633,dicht::A,къалин,denso
634,dünn::A,кьелечӏ,sottile
635,fein::A,шуькӏуь,fine
636,fein::A,шуькӏуь,delicato
637,fest::A,кӏеви,sodo
638,fest::A,кӏеви,fisso
639,flach::A,кьулу,piano
640,flach::A,кьулу,piatto
641,glatt::A,цӏалцӏам,liscio
642,hart::A,кӏеви,duro
643,weich::A,хъуьтуьл,molle
644,rund::A,элкъвей,rotondo
645,spitz::A,хци,aguzzo
646,spitz::A,хци,appuntito
647,scharf::A,хци,affilato
648,scharf::A,хци,tagliente
649,stumpf::A,къуьруь,smussato
650,schwer::A,залан,pesante
651,schön::A,иер,bello
652,heiß::A,кудай,caldo
653,heiß::A,кудай,bollente
654,warm::A,чими,caldo
655,kalt::A,мекьи,freddo
656,kühl::A,къайи,fresco
657,frisch::A,таза,fresco
658,frisch::A,михьи,fresco
659,feucht::A,ламу,ùmido
660,nass::A,кьежей,bagnato
661,trocken::A,кьуру,secco
662,voll::A,ацӏай,pieno
663,leer::A,буш,vuoto
664,leer::A,ичӏи,vuoto
665,offen::A,ахъа,aperto
666,geschlossen::A,кӏеви,chiuso
667,sauber::A,михьи,netto
668,sauber::A,михьи,pulito
669,schmutzig::A,чиркин,sporco
670,schmutzig::A,чиркин,sùdicio
671,schmutzig::A,кьацӏай,sporco
672,schmutzig::A,кьацӏай,sùdicio
673,roh::A,чиг,crudo
674,roh::A,ицӏи,crudo
675,reif::A,дигмиш хьайи,maturo
676,lecker::A,дадлу,ghiotto
677,lecker::A,дадлу,squisito
678,süß::A,ширин,dolce
679,bitter::A,туькьуьл,amaro
680,sauer::A,цуру,aspro
681,sauer::A,цуру,acerbo
682,hell::A,экуь,chiaro
683,dunkel::A,мичӏи,buio
684,dunkel::A,мичӏи,oscuro
685,schwarz::A,чӏулав,nero
686,weiß::A,лацу,bianco
687,rot::A,яру,rosso
688,gelb::A,хъипи,giallo
689,blau::A,вили,blu
690,blau::A,вили,azzurro
691,grün::A,къацу,verde
692,grau::A,рехи,grigio
693,bunt::A,цӏару,variopinto
694,bunt::A,яру-цӏару,variopinto
695,billig::A,ужуз,a buon prezzo
696,billig::A,ужуз,a buon mercato
697,teuer::A,багьа,caro
698,wertvoll::A,масан,prezioso
699,blind::A,буьркьуь,cieco
700,taub::A,биши,sordo
701,kräftig::A,гужлу,forte
702,kräftig::A,гужлу,robusto
703,stark::A,къуватлу,forte
704,stark::A,къуватлу,vigoroso
705,schwach::A,такьатсуз,dèbole
706,fett::A,куьк,grasso
707,schlank::A,шумал,snello
708,schlank::A,шумал,slanciato
709,hübsch::A,гуьрчег,bello
710,hübsch::A,гуьрчег,carino
711,böse::A,пис,cattivo
712,dumm::A,ахмакь,stùpido
713,faul::A,тенпел,pigro
714,fleißig::A,сяй ийидай,diligente
715,fleißig::A,сяйи ийидай,diligente
716,geizig::A,мискьи,avaro
717,klug::A,акьуллу,intelligente
718,geschickt::A,магьир,àbile
719,lieb::A,играми,caro
720,lustig::A,шад,gaio
721,lustig::A,шад,allegro
722,sanft::A,назик,dolce
723,sanft::A,милайим,dolce
724,hungrig::A,гишин,affamato
725,krank::A,кефсуз,malato
726,krank::A,кефсуз,infermo
727,nackt::A,кьецӏил,nudo
728,traurig::A,пашман,triste
729,lebendig::A,ччан алай,vivo
730,gut::A,хъсан,buono
731,gut::A,вижевай,buono
732,schlecht::A,пис,cattivo
733,richtig::A,дуьз,giusto
734,schlimm::A,нифретлу,grave
735,wahr::A,гьакъикъи,vero
736,alt::A,эски,vecchio
737,alt::A,куьгьне,vecchio
738,neu::A,цӏийи,nuovo
739,ehemalig::A,виликан,vecchio
740,ehemalig::A,виликан,d'una_volta
741,alt[Lebewesen]::A,кьуьзуь,anziano
742,jung::A,жегьил,giovane
743,arm::A,кесиб,pòvero
744,reich::A,девлетлу,ricco
745,bekannt::A,чидай,noto
746,bekannt::A,чидай,conosciuto
747,berühmt::A,машгьур,famoso
748,berühmt::A,машгьур,cèlebre
749,fremd::A,ччара,estràneo
750,fremd::A,ччара,straniero
751,verschieden::A,жуьреба-жуьре,diverso
752,verschieden::A,жуьреба-жуьре,differente
753,nah::A,мукьвал,vicino
754,nah::A,мукьвал,propinquo
755,fern::A,яргъал,lontano
756,linker::A,чапла,sinistro
757,rechter::A,эрчӏи,destro
758,anderer::A,маса,altro
759,anderer::A,муькуь,altro
760,erster::A,сад лагьай,primo
761,zweiter::A,кьвед лагьай,secondo
762,dritter::A,пуд лагьай,terzo
763,letzter::A,эхиримжи,ùltimo
764,allein::ADV,кьилди,solo
765,allein::ADV,кьилди,da solo
766,zusammen::ADV,санал,insieme
767,lange::ADV,яргъалди,a lungo
768,plötzlich::ADV,садлагьана,all'improvviso
769,sofort::ADV,гьасятда,sùbito
770,sofort::ADV,гьасятда,all'istante
771,später::ADV,гуьгъуьнлай,più tardi
772,jetzt::ADV,гила,ora
773,jetzt::ADV,гила,adesso
774,heute::ADV,къе,oggi
775,morgen::ADV,пака,domani
776,bald::ADV,мукьва,presto
777,bald::ADV,мукьва,tra poco
778,bald::ADV,мукьвара,presto
779,bald::ADV,мукьвара,tra poco
780,dann::ADV,ахпа,allora
781,gestern::ADV,накь,ieri
782,einst::ADV,садра,prima
783,einst::ADV,садра,un tempo
784,damals::ADV,а чӏавуз,allora
785,danach::ADV,ахпа,poi
786,danach::ADV,ахпа,dopo
787,vorher::ADV,вилик,prima
788,zuerst::ADV,сифте,prima
789,zuerst::ADV,сифте,dapprima
790,einmal::ADV,садра,una volta
791,manchmal::ADV,гагь-гагь,talvolta
792,manchmal::ADV,гагь-гагь,qualche volta
793,oft::ADV,гзаф вахтара,spesso
794,immer::ADV,гьамиша,sempre
795,niemals::ADV,са чӏавузни,non mai
796,niemals::ADV,са вахтундани,non mai
797,hier::ADV,ина,qua
