,Concept_ID,bn,cs
722,schon::ADV,ইতঃপুর্বে,už
723,schon::ADV,ইতঃপুর্বে,již
724,wieder::ADV,আবার,zase
725,vergebens::ADV,বিফলে,marně
726,vor::PRP,সম্মুখে,před
727,hinter::PRP,পশ্চাতে,za
728,unter::PRP,নীচে,pod
729,durch::PRP,দ্বারা,skrz
730,neben::PRP,কাছে,vedle
731,zwischen::PRP,মধ্যে,mezi
732,wegen::PRP,জন্য,pro
733,dies::PRN,এটা,toto
734,dies::PRN,এটা,tohle
735,das::PRN,ওটা,to
736,alles::PRN,সব,všechno
737,ich::PRN,আমি,já
738,du::PRN,তুমি,ty
739,er::PRN,উনি,on
740,wir::PRN,আমরা,my
741,ihr::PRN,তোমরা,vy
742,sie::PRN,তারা,oni
743,was::FPRN,কি,co
744,wer::FPRN,কে,kdo
745,wo::FADV,কোথায়,kde
746,wohin::FADV,কোথায়,kam
747,wie::FADV,কেমন,jak
748,warum::FADV,কেন,proč
749,wieviel::FNUM,কত,kolik
750,eins::NUM,অক,jeden
751,zwei::NUM,দুই,dva
752,drei::NUM,তিন,tři
753,vier::NUM,চার,čtyři
754,fünf::NUM,পাঁচ,pět
755,sechs::NUM,ছয়,šest
756,sieben::NUM,সাত,sedm
757,acht::NUM,আট,osm
758,neun::NUM,নয়,devět
759,zehn::NUM,দশ,deset
760,elf::NUM,এগারো,jedenáct
761,zwölf::NUM,দ্বাদশ,dvanáct
762,zwanzig::NUM,বিশ,dvacet
763,dreißig::NUM,ত্রিশ,třicet
764,vierzig::NUM,চল্লিশ,čtyřicet
765,fünfzig::NUM,পঞ্চাশ,padesát
766,sechzig::NUM,ষাট,šedesát
767,siebzig::NUM,সত্তর,sedmdesát
768,achtzig::NUM,আশি,osmdesát
769,neunzig::NUM,নব্বুই,devadesát
770,hundert::NUM,শত,sto
771,tausend::NUM,হাজার,tisíc
772,und::CNJ,আর,a
773,und::CNJ,এবং,a
774,oder::CNJ,বা,nebo
775,stehen::V,দাঁড়ানো,stát
776,sitzen::V,বসা,sedět
777,liegen::V,শোয়া,ležet
778,hängen::V,ঝোলা,viset
779,werden::V,হইয়া উঠা,stát se
780,passieren::V,ঘটা,stát se
781,beginnen::V,আরম্ভ হওয়া,počít
782,enden::V,শেষ হওয়া,končit
783,enden::V,শেষ হওয়া,skončit
784,wechseln::V,রূপাস্তর করা,měnit se
785,aufgehen[Sonne]::V,উদিত হওয়া,vyjít
786,untergehen[Sonne]::V,অস্ত যাওয়া,zapadnout
787,scheinen[Sonne]::V,আলো দেওয়া,svítit
788,donnern::V,বজ্রধ্বনি করা,hřmět
789,wehen::V,প্রবাহিত হওয়া,vát
790,wehen::V,প্রবাহিত হওয়া,vanout
791,strömen::V,প্রবাহিত হওয়া,proudit
792,fließen::V,ছুটা,téct
793,sich drehen::V,পাক খাওয়া,točit se
794,schwanken::V,দোলা,kolísat
795,schwanken::V,দোলা,houpat se
796,schwingen::V,দোলা,kývat se
797,fallen::V,পড়া,padat
798,brennen::V,সেঁকা,hořet
799,rauchen::V,ধোঁয়া ছড়ান,kouřit
800,regnen::V,বর্ষণ_করা,pršet
801,gefrieren::V,হিমায়িত হওয়া,zamrznout
802,tauen::V,গলা,tát
803,schmelzen::V,গলা,tavit
804,trocknen::V,শুষ্ক করা,schnout
805,sieden::V,ফোঁড়া,vřít
806,faulen::V,ক্ষয় হওয়া,hnít
807,verfaulen::V,ক্ষয় হওয়া ,shnít
808,reißen::V,ছিঁড়া,roztrhat se
809,versinken::V,ডুবা,topit se
810,versinken::V,ডুবা,ponořit se
811,vergehen::V,যাওয়া,plynout
812,erscheinen::V,আসা,objevit se
813,verschwinden::V,অদৃশ্য হওয়া,zmizet
814,sinken::V,হ্রাস হওয়া,klesat
815,abnehmen::V,হ্রাস হওয়া,ubýt
816,zunehmen::V,বৃদ্ধি পাওয়া,přibýt
817,steigen::V,ওঠা,stoupat
818,wachsen::V,বড় হওয়া,růst
819,glänzen::V,জ্বলা,lesknout se
820,funkeln::V,জ্বল্জ্বল করা,jiskřit se
821,läuten::V,রুসুঝুসু করা,zvonit
822,klingeln::V,বাজা,zvonit
823,klirren::V,টুংটাং-শব্দ করা,řinčet
824,brausen::V,গর্জন করা,hučet
825,rauschen::V,মর্মরধ্বনি করা,šumět
826,klingen::V,শব্দ করা,znít
827,bellen::V,ঘেউ ঘেউ করা,štěkat
828,heulen::V,গর্জন করা,výt
829,blasen::V,ফুঁ দেওয়া,foukat
830,pfeifen::V,শিস্ দেওয়া,pískat
831,schreien::V,চিৎকার করা,křičet
832,stöhnen::V,গোঁ-গো করা,sténat
833,zittern::V,কাঁপা,třást se
834,leben::V,বাঁচা,žít
835,geboren werden::V,জন্মানো,rodit se
836,atmen::V,শ্বাস ফেলা,dýchat
837,trinken::V,পান করা,pít
838,essen::V,ভক্ষণ করা,jíst
839,schlucken::V,গেলা,polykat
840,müde werden::V,পরিশ্রান্ত হওয়া,unavit se
841,einschlafen::V,নিদ্রামগ্ন হওয়া,usnout
842,schlafen::V,নিদ্রা যাওয়া,spát
843,aufwachen::V,জাগা,probudit se
844,aufstehen::V,জাগা,vstát
845,sich erholen::V,আরাম করা,zotavovat se
846,krank werden::V,অসুস্থ হত্তয়া,onemocnět
847,krank sein::V,রূগ্ণ হত্তয়া,být nemocný
848,schmerzen::V,কন্কন করা,bolet
849,husten::V,কাশা,kašlat
850,genesen::V,আরোগ্য হওয়া,uzdravit se
851,sterben::V,মারা যাওয়া,umřít
852,umkommen::V,মারা যাওয়া,zahynout
853,sich bewegen::V,চলা,pohnout se
854,sich rühren::V,নড়া,hnout se
855,sich erheben::V,উদিত হওয়া,zdvihnout se
856,sich setzen::V,বসা,posadit se
857,hinfallen::V,পড়া,upadnout
858,laufen::V,হাঁটা,běžet
859,schreiten::V,হাঁটা,kráčet
860,spazierengehen::V,পায়চারি করা,procházet se
861,eilen::V,ত্বরাম্বিত করা,spěchat
862,sich beeilen::V,ত্বরাম্বিত করা,pospíšit si
863,sausen::V,ধেয়ে যাওয়া,fičet
864,rennen::V,চলা,pádit
865,springen::V,লাফানো,skákat
866,klettern::V,আরোহণ করা,lézt
867,klettern::V,আরোহণ করা,šplhat
868,schaukeln::V,দোলা,houpat
869,kriechen::V,হামাগুড়ি দেওয়া,lézt
870,kriechen::V,হামাগুড়ি দেওয়া,plazit se
871,schwimmen::V,সাঁতার কাটা,plavat
872,tauchen::V,ডোবা,nořit se
873,rudern::V,দাঁড় টানা,veslovat
874,fahren::V,চালান,jet
875,fahren::V,চালান,jezdit
876,fliegen::V,ওড়া,létat
877,gehen::V,যাওয়া,jít
878,weggehen::V,প্রস্থান করা,odejít
879,abfahren::V,প্রস্থান করা,odjet
880,anhalten::V,থামা,zastavit se
881,hineingehen::V,ঢোকা,vcházet se
882,eintreten::V,ঢোকা,vstoupit
883,kommen::V,আসা,přijít
884,ankommen::V,আসা,dojít
885,zurückkommen::V,ফিরা,vrátit se
886,bleiben::V,থাকা,zůstat
887,warten::V,অপেক্ষা করা,čekat
888,erwarten::V,অপেক্ষা করা,čekat na
889,suchen::V,খোঁজ করা,hledat
890,finden::V,পাওয়া,najít
891,versuchen::V,পরখ করা,zkoušet
892,vorbereiten::V,প্রস্তুত করা,připravit
893,lieben::V,ভালবাসা,milovat
894,mögen::V,পছন্দ করা,mít rád
895,lachen::V,হাসা,smát se
896,rühren::V,হৃদয়ম্পর্শ করা,dojmout
897,weinen::V,কাঁদা,plakat
898,schimpfen::V,নালিশ করা,nadávat
899,sich ärgern::V,রাগ হত্তয়া,pohoršit se
900,sich fürchten::V,ভয় করা,bát se
901,fürchten::V,ডরা,bát se
902,fliehen::V,পালানো,utéct
903,flüchten::V,পালানো,prchnout
904,sehen::V,দেখা,vidět
905,anschauen::V,দেখা,podívat se na
906,ansehen::V,দেখা,sledovat
907,hören::V,শোনা,slyšet
908,zuhören::V,শোনা,poslouchat
909,probieren::V,পরখ করা,ochutnávat
910,riechen::V,শুঁকা,cítit
911,fühlen::V,অনুভব করা,cítit
912,scheinen::V,মনে হত্তয়া,zdát se
913,zu sehen sein::V,দেখা দেত্তয়া,moci být viděn
914,vernehmen::V,শোনা,uslyšet
915,frieren::V,শীত লাগা,mrznout
916,tun::V,করা,dělat
917,können::V,পারা,moct
918,wollen::V,ইচ্ছা করা,chtít
919,anfangen::V,আরম্ভ করা,začít
920,beenden::V,শেষ করা,ukončit
921,aufhören::V,থামা,přestat
922,gelingen::V,সিদ্ধিলাভ করা,podařit se
923,geraten::V,পরিণত হত্তয়া,dařit se
924,öffnen::V,খোলা,otevřít
925,schließen::V,বন্ধ করা,zavřít
926,stellen::V,স্থাপন করা,postavit
927,setzen::V,স্থাপন করা,posadit
928,legen::V,স্থাপন করা,klást
929,legen::V,স্থাপন করা,položit
930,berühren::V,স্পর্শ করা,dotýkat se
931,verbinden::V,সংযুক্ত করা,spojit
932,bedecken::V,ঢাকা,pokrýt
933,aufhängen::V,ঝুলানো,oběsit
934,aufhängen::V,ঝুলানো,pověsit
935,anzünden::V,জ্বালান,zapálit
936,anzünden::V,জ্বালান,podpálit
937,aufheben::V,কুড়াইয়া তোলা,zvednout
938,aufheben::V,কুড়াইয়া তোলা,zdvihnout
939,zurücklassen::V,পরিত্যাগ করা,zanechat
940,verlieren::V,হারান,ztratit
941,fallen lassen::V,ফেলা,upustit
942,machen::V,গঠন করা,udělat
943,herstellen::V,সৃষ্টি করা,vyrobit
944,bauen::V,নির্মাণ করা,stavět
945,bauen::V,নির্মাণ করা,budovat
946,reparieren::V,মেরামত করা,opravit
947,verbessern::V,উন্নতিলাভ করা,zlepšit
948,ändern::V,পরিবর্তিত করা,změnit
949,graben::V,খনন করা,rýt
950,graben::V,খনন করা,kopat
951,beugen::V,নোয়া,ohnout
952,biegen::V,নোয়া,ohnout
953,drehen::V,ঘোরান,točit
954,wenden::V,উলটাইয়া দেত্তয়া,obrátit
955,umdrehen::V,উলটানো,obrátit
956,heben::V,উত্তোলন করা,zdvihnout
957,hochheben::V,উঁচু করা,zvednout
958,ergreifen::V,দখল করা,chopit se
959,halten::V,ধরা,držet
960,drücken::V,টেপা,stisknout
961,schieben::V,ঠেলা,posouvat
962,kratzen::V,চাঁচা,škrábat
963,lecken::V,চাটা,lízat
964,beißen::V,দংশন করা,kousat
965,abreißen::V,বিচ্ছিন্ন করা,utrhat
966,abreißen::V,বিচ্ছিন্ন করা,odtrhat
967,abschneiden::V,বিচ্ছিন্ন করা,uřezat
968,abschneiden::V,বিচ্ছিন্ন করা,ukrojit
969,binden::V,বন্ধন করা,přivázat
970,stecken::V,বিদ্ধ করা,strčit
971,brechen::V,ভাঙা,lomit
972,klopfen::V,আঘাত করা,ťukat
973,klopfen::V,আঘাত করা,klepat
974,hauen::V,আঘাত করা,bít
975,kleben::V,সাঁটা,lepit
976,reiben::V,ঘষা,třít
977,streichen::V,ছড়াইয়া,mazat
978,schleifen::V,ধার দেওয়া,brousit
979,schneiden::V,কাটা,řezat
980,schneiden::V,কাটা,střihat
981,rütteln::V,নাড়ান,třást
982,rütteln::V,নাড়ান,otřást
983,schütteln::V,নড়া,třást
984,schütteln::V,নড়া,zatřást
985,schwenken::V,দোলা,mávat
986,schütten::V,বর্ষণ করা,nasypat
987,füllen::V,পরিপূর্ণ করা,naplnit
988,einwickeln::V,মুড়া,zavinout
989,tragen::V,বহন করা,nést
990,schleppen::V,টানা,vléct
991,ziehen::V,টানা,tahat
992,ziehen::V,টানা,táhnout
993,aufbewahren::V,রাখা,schovat
994,werfen::V,ছুড়া,házet
995,fangen::V,লোফা,chytat
996,packen::V,ধরা,uchvátit
997,verstecken::V,গোপন করা,schovat
998,teilen::V,বিভক্ত করা,rozdělit
999,schicken::V,প্রেরণ করা,posílat
1000,bringen::V,আনা,přinést
1001,hinzufügen::V,একত্র করা,připojit
1002,bekommen::V,পাওয়া,dostat
1003,erhalten::V,পাওয়া,uchovat
1004,nehmen::V,নেওয়া,vzít
1005,wählen::V,বাছা,zvolit
1006,auswählen::V,বাছা,vybrat
1007,bewahren::V,বাঁচাইয়া রাখা,uchránit
1008,behindern::V,বাধা দেওয়া,překážet
1009,verderben::V,নষ্ট করা,zkazit
1010,beschädigen::V,ক্ষতি করা,porušit
1011,beschädigen::V,ক্ষতি করা,poškodit
1012,zerbrechen::V,ভাঙ্গিয়া যাওয়া,rozlámat
1013,zerreißen::V,ছিঁড়া,roztrhnout
1014,zerstören::V,বিনাশ করা,zničit
1015,verbrennen::V,দহন করা,spálit
1016,geben::V,দেওয়া,dát
1017,reichen::V,দেওয়া,podat
1018,schenken::V,উপহার দেত্তয়া,darovat
1019,versprechen::V,প্রতিশ্রুতি দেওয়া,slíbit
1020,wünschen::V,আকাঙ্ক্ষা করা,přát
1021,loben::V,প্রশংসা করা,chválit
1022,küssen::V,চুম্বন করা,líbat
1023,wiegen::V,দুলানো,chovat
1024,wiegen::V,দুলানো,kolébat
1025,zudecken::V,ঢাকা,přikrýt
1026,zudecken::V,ঢাকা,přiklopit
1027,wecken::V,জাগানো,vzbudit
1028,zeigen::V,দেখানো,ukázat
1029,führen::V,পথ দেখানো,vést
1030,lehren::V,শেখানো,učit
1031,unterrichten::V,শিক্ষা দেওয়া,vyučovat
1032,aufziehen::V,পালন করা,vychovat
1033,leiten::V,পরিচালনা করা,vodit
1034,antreiben::V,চালনা করা,nutit
1035,lassen::V,অনুমতি দেওয়া,dát
1036,einladen::V,নিমন্ত্রণ করা,pozvat
1037,vereinigen::V,এক করা,spojit
1038,besuchen::V,দেখিতে যাওয়া,návštívit
1039,treffen::V,সন্মুখীন হওয়া,potkat
1040,sich versammeln::V,জড়ো হওয়া,shromáždit se
1041,spielen::V,খেলা,hrát
1042,singen::V,গাওয়া,zpívat
1043,tanzen::V,নাচা,tančit
1044,sich trennen::V,পৃথক করা,rozejít se
1045,verlassen::V,পরিত্যাগ করা,opustit
1046,retten::V,উদ্ধার করা,zachránit
1047,bewachen::V,পাহারা দেওয়া,hlídat
1048,schützen::V,রক্ষা করা,chránit
1049,verteidigen::V,রক্ষা করা,obhájit
1050,sich schlagen::V,লড়াই করা,bít se
1051,schießen::V,তীরবেগে ছোটা,střílet
1052,siegen::V,জেতা,zvítězit
1053,ärgern::V,বিরক্ত করা,zlobit
1054,ärgern::V,বিরক্ত করা,pohoršit
1055,schlagen::V,আঘাত করা,udeřit
1056,schlagen::V,আঘাত করা,praštit
1057,treten::V,লাথি মারা,kopnout
1058,stechen::V,দংশন করা,bodnout
1059,stechen::V,দংশন করা,píchnout
1060,stoßen::V,ঠেলা,strčit
1061,stehlen::V,অপহরণ করা,ukrást
1062,stören::V,ঘাঁটান,vyrušit
1063,belästigen::V,বিরক্ত করা,obtěžovat
1064,verbergen::V,গোপন করা,skrýt
1065,täuschen::V,প্রবঞ্চনা করা,klamat
1066,betrügen::V,প্রতারণা করা,podvést
1067,töten::V,হত্যা করা,zabít
1068,wohnen::V,বাস করা,bydlit
1069,arbeiten::V,কাজ করা,pracovat
1070,sammeln::V,সংগ্রহ করা,sebrat
1071,pflücken::V,চয়ন করা,česat
1072,jagen::V,শিকার করা,uhonit
1073,fischen::V,মাছ ধরা,chytat ryby
1074,fassen::V,ধরা,ulovit
1075,hüten::V,যুথভুক্ত করা,pást
1076,treiben::V,চালনা করা,hnát
1077,anbinden::V,বন্ধন করা,přivázat
1078,füttern::V,ভোজন করানো,krmit
1079,melken::V,দুগ্ধ দোহন করা,dojit
1080,hacken::V,কাটা,seknout
1081,gießen::V,বর্ষণ করা,zalít
1082,reifen::V,পাকা,uzrát
1083,zubereiten::V,রন্ধন করা,připravit
1084,kochen::V,রন্ধন করা,vařit
1085,backen::V,সেকা,péct
1086,braten::V,ভাজা,smažit
1087,umrühren::V,নড়ানো,zamíchat
1088,stricken::V,বোনা,plést
1089,nähen::V,সেলাই করা,šít
1090,färben::V,রঞ্জিত করা,nabarvit
1091,reinigen::V,পরিষ্কার করা,očistit
1092,waschen::V,পরিষ্কার করা,mýt
1093,abwischen::V,মুছা,utřít
1094,spülen::V,পরিষ্কার করা,spláchnout
1095,fegen::V,ঝাঁট দেওয়া,zamést
1096,kehren::V,ঝাঁট দেওয়া,mést
1097,baden::V,অবগাহন করা,koupat se
1098,sich waschen::V,ধোয়া,mýt se
1099,ausziehen::V,খুলা,svléct
1100,anziehen::V,গায়ে দেত্তয়া,obléct
1101,sich anziehen::V,পোশাক পরা,oblékat se
1102,kämmen::V,আঁচড়ানো,učesat
1103,schmücken::V,সাজান করা,ozdobit
1104,sagen::V,উচ্চারণ করা,říct
1105,sprechen::V,বলা,mluvit
1106,reden::V,আলাপ করা,hovořit
1107,sich unterhalten::V,আড্ডা দেওয়া,povídat se
1108,fragen::V,জিজ্ঞাসা করা,zeptat se
1109,bitten::V,প্রার্থনা করা,prosit
1110,erzählen::V,বর্ণনা করা,povídat
1111,mitteilen::V,বলা,sdělit
1112,mitteilen::V,বলা,oznámit
1113,nennen::V,নাম দেওয়া,nazvat
1114,rufen::V,আমন্ত্রণ করা,volat
1115,rufen::V,আমন্ত্রণ করা,zavolat
1116,prahlen::V,বড়াই করা,chlubit se
1117,übersetzen::V,ভাষাস্তরিত করা,přeložit
1118,denken::V,ভাবা,myslit
1119,glauben::V,বিশ্বাস করা,věřit
1120,bemerken::V,লক্ষ্য করা,zpozorovat
1121,erkennen::V,চিনিতে পারা,poznat
1122,begreifen::V,উপলব্ধি করা,pochopit
1123,verstehen::V,উপলব্ধি করা,porozumět
1124,lernen::V,শেখা,učit se
1125,wissen::V,জানা,vědět
1126,sich erinnern an::V,মনে করা,vzpomínat si na
1127,vergessen::V,বিস্মৃত হওয়া,zapomínat
1128,messen::V,মাপা,měřit
1129,zählen::V,গণনা করা,spočítat
1130,rechnen::V,হিসাব করা,počítat
1131,lesen::V,পাঠ করা,číst
1132,malen::V,আঁকা,malovat
1133,zeichnen::V,ছকা,rýsovat
1134,schreiben::V,লেখা,psát
1135,besitzen::V,অধিকার করা,mít
1136,besitzen::V,অধিকার করা,vlastnit
1137,kaufen::V,ক্রয় করা,koupit
1138,verkaufen::V,বেচা,prodat
1139,bezahlen::V,প্রদান করা,zaplatit
1140,zahlen::V,প্রদান করা,platit
1141,beherrschen::V,শাসন করা,ovládat
1142,ertragen::V,বহন করা,snést
1143,lärmen::V,,dělat hluk
