,Concept_ID,hu,ca
859,was::FPRN,mi,què
860,wer::FPRN,ki,qui
861,wo::FADV,hol,on
862,wohin::FADV,hova,cap a on
863,wie::FADV,hogy,com
864,wie::FADV,hogyan,com
865,warum::FADV,miért,per què
866,wieviel::FNUM,hány,quant
867,wieviel::FNUM,mennyi,quant
868,eins::NUM,egy,u
869,zwei::NUM,kettő,dos
870,drei::NUM,három,tres
871,vier::NUM,négy,quatre
872,fünf::NUM,öt,cinc
873,sechs::NUM,hat,sis
874,sieben::NUM,hét,set
875,acht::NUM,nyolc,vuit
876,neun::NUM,kilenc,nou
877,zehn::NUM,tíz,deu
878,elf::NUM,tizenegy,onze
879,zwölf::NUM,tizenkettő,dotze
880,zwanzig::NUM,húsz,vint
881,dreißig::NUM,harminc,trenta
882,vierzig::NUM,negyven,quaranta
883,fünfzig::NUM,ötven,cinquanta
884,sechzig::NUM,hatvan,seixanta
885,siebzig::NUM,hetven,setanta
886,achtzig::NUM,nyolcvan,vuitanta
887,neunzig::NUM,kilencven,noranta
888,hundert::NUM,száz,cent
889,tausend::NUM,ezer,mil
890,und::CNJ,és,i
891,und::CNJ,meg,i
892,oder::CNJ,vagy,o
893,stehen::V,áll,estar de peu
894,sitzen::V,ül,seure
895,liegen::V,fekszik,jeure
896,hängen::V,függ,penjar
897,werden::V,lesz,fer-se
898,werden::V,lesz,posar-se
899,passieren::V,történik,succeir
900,beginnen::V,kezdődik,iniciar-se
901,enden::V,végződik,acabar-se
902,enden::V,végződik,terminar-se
903,enden::V,befejeződik,acabar-se
904,enden::V,befejeződik,terminar-se
905,wechseln::V,változik,canviar
906,aufgehen[Sonne]::V,kel,sortir
907,untergehen[Sonne]::V,lemegy,posar-se
908,scheinen[Sonne]::V,süt,brillar
909,donnern::V,dörög,tronar
910,wehen::V,fúj,bufar
911,strömen::V,áramlik,afluir
912,fließen::V,folyik,fluir
913,sich drehen::V,forog,girar
914,schwanken::V,inog,vacil·lar
915,schwanken::V,ingadozik,vacil·lar
916,schwingen::V,leng,oscil·lar
917,fallen::V,esik,caure
918,fallen::V,esik,tombar
919,brennen::V,ég,cremar
920,rauchen::V,füstöl,fumejar
921,regnen::V,esik,ploure
922,gefrieren::V,megfagy,gelar-se
923,tauen::V,olvad,fondre's
924,schmelzen::V,olvad,fondre's
925,schmelzen::V,elolvad,fondre's
926,trocknen::V,szárad,assecar-se
927,sieden::V,forr,bullir
928,faulen::V,rothad,podrir-se
929,verfaulen::V,elrothad,podrir-se
930,verfaulen::V,megrothad,podrir-se
931,reißen::V,szakad,trencar-se
932,versinken::V,süllyed,enfonsar-se
933,versinken::V,elsüllyed,enfonsar-se
934,vergehen::V,múlik,passar
935,vergehen::V,elmúlik,passar
936,erscheinen::V,feltűnik,aparèixer
937,erscheinen::V,megjelenik,aparèixer
938,verschwinden::V,letűnik,desaparèixer
939,sinken::V,süllyed,baixar
940,sinken::V,süllyed,descendir
941,abnehmen::V,apad,decréixer
942,abnehmen::V,csökken,decréixer
943,zunehmen::V,növekszik,augmentar
944,zunehmen::V,gyarapszik,augmentar
945,steigen::V,emelkedik,pujar
946,wachsen::V,nő,créixer
947,wachsen::V,terem,créixer
948,wachsen::V,növekszik,créixer
949,glänzen::V,ragyog,brillar
950,glänzen::V,ragyog,resplendir
951,glänzen::V,fénylik,brillar
952,glänzen::V,fénylik,resplendir
953,funkeln::V,csillog,espurnejar
954,funkeln::V,tündöklik,espurnejar
955,lärmen::V,lármázik,fer soroll
956,läuten::V,cseng,sonar
957,klingeln::V,csenget,trucar
958,klirren::V,csörömpöl,dringar
959,brausen::V,zúg,rugir
960,brausen::V,morajlik,rugir
961,rauschen::V,zúg,murmurar
962,klingen::V,hangzik,sonar
963,bellen::V,ugat,lladrar
964,heulen::V,bőg,udolar
965,heulen::V,üvölt,udolar
966,blasen::V,fúj,bufar
967,pfeifen::V,fütyül,xiular
968,schreien::V,kiált,cridar
969,schreien::V,kiabál,cridar
970,stöhnen::V,nyög,gemegar
971,zittern::V,remeg,tremolar
972,zittern::V,reszket,tremolar
973,leben::V,él,vīure
974,geboren werden::V,születik,néixer
975,atmen::V,lélegzik,respirar
976,trinken::V,iszik,beure
977,essen::V,eszik,menjar
978,schlucken::V,nyel,empassar-se
979,müde werden::V,elfárad,cansar-se
980,müde werden::V,kifárad,cansar-se
981,einschlafen::V,elalszik,adormir-se
982,schlafen::V,alszik,dormir
983,aufwachen::V,felébred,despertar-se
984,aufstehen::V,felkel,llevar-se
985,sich erholen::V,pihen,descansar
986,krank werden::V,megbetegedik,posar-se malalt
987,krank werden::V,belebetegszik,posar-se malalt
988,krank sein::V,betegeskedik,estar malalt
989,schmerzen::V,fáj,doldre
990,husten::V,köhög,tossir
991,genesen::V,meggyógyul,recuperar-se
992,sterben::V,hal,morir
993,umkommen::V,elpusztul,perir
994,sich bewegen::V,mozog,moure's
995,sich rühren::V,mozdul,moure's
996,sich erheben::V,feláll,aixecar-se
997,sich erheben::V,felemelkedik,aixecar-se
998,sich setzen::V,ül,asseure's
999,sich setzen::V,leül,asseure's
1000,hinfallen::V,bukik,caure's
1001,hinfallen::V,elesik,caure's
1002,laufen::V,jár,caminar
1003,schreiten::V,lép,procedir
1004,spazierengehen::V,sétál,passejar
1005,eilen::V,siet,anar corrent
1006,sich beeilen::V,siet,afanyar-se
1007,sausen::V,robog,córrer
1008,rennen::V,fut,córrer
1009,rennen::V,szalad,córrer
1010,springen::V,ugrik,saltar
1011,klettern::V,kúszik,escalar
1012,schaukeln::V,hintázik,gronxar-se
1013,schaukeln::V,hintázik,balancejar-se
1014,kriechen::V,kúszik,reptar
1015,kriechen::V,kúszik,arrossegar-se
1016,schwimmen::V,úszik,nadar
1017,tauchen::V,merül,bussejar
1018,tauchen::V,merül,submergir-se
1019,rudern::V,evez,remar
1020,fahren::V,jár,anar
1021,fahren::V,megy,anar
1022,fahren::V,utazik,anar
1023,fliegen::V,száll,volar
1024,gehen::V,megy,caminar
1025,weggehen::V,elmegy,anar-se'n
1026,abfahren::V,indul,partir
1027,anhalten::V,megáll,aturar-se
1028,hineingehen::V,bemegy,entrar
1029,eintreten::V,belép,entrar
1030,kommen::V,jön,venir
1031,ankommen::V,érkezik,arribar
1032,ankommen::V,megérkezik,arribar
1033,zurückkommen::V,visszajön,tornar
1034,bleiben::V,marad,quedar-se
1035,bleiben::V,megmarad,quedar-se
1036,warten::V,vár,esperar
1037,warten::V,várakozik,esperar
1038,erwarten::V,vár,esperar
1039,erwarten::V,megvár,esperar
1040,suchen::V,kutat,buscar
1041,finden::V,talál,trobar
1042,versuchen::V,megpróbál,intentar
1043,versuchen::V,megkísérel,intentar
1044,vorbereiten::V,előkészít,preparar
1045,lieben::V,szeret,estimar
1046,mögen::V,szeret,agradar a
1047,lachen::V,nevet,riure
1048,rühren::V,mozdít,commoure
1049,rühren::V,mozdít,emocionar
1050,weinen::V,sír,plorar
1051,schimpfen::V,szid,renyar
1052,schimpfen::V,szitkozódik,renyar
1053,sich ärgern::V,mérgelődik,enfadar-se
1054,sich ärgern::V,bosszankodik,enfadar-se
1055,sich fürchten::V,fél,tenir por
1056,sich fürchten::V,retteg,tenir por
1057,fürchten::V,fél,témer
1058,fliehen::V,menekül,fugir
1059,flüchten::V,elmenekül,refugiar-se
1060,sehen::V,néz,veure
1061,anschauen::V,megnéz,mirar
1062,ansehen::V,néz,mirar
1063,ansehen::V,ránéz,mirar
1064,ansehen::V,megnéz,mirar
1065,hören::V,hall,oir
1066,zuhören::V,hallgat,escoltar
1067,zuhören::V,meghallgat,escoltar
1068,probieren::V,kóstol,provar
1069,probieren::V,megkóstol,provar
1070,riechen::V,szagol,olorar
1071,fühlen::V,érez,sentīr
1072,scheinen::V,tűnik,semblar
1073,scheinen::V,látszik,semblar
1074,zu sehen sein::V,mutatkozik,poder-se veure
1075,vernehmen::V,hall,percebre
1076,frieren::V,fázik,tenir fred
1077,tun::V,csinál,fer
1078,tun::V,cselekszik,fer
1079,können::V,tud,poder
1080,wollen::V,akar,voler
1081,anfangen::V,kezd,iniciar
1082,beenden::V,befejez,acabar
1083,aufhören::V,megszűnik,deixar
1084,gelingen::V,sikerül,sortir bé
1085,geraten::V,kerül,sortir
1086,geraten::V,jut,sortir
1087,öffnen::V,nyit,obrir
1088,öffnen::V,kinyit,obrir
1089,schließen::V,csuk,tancar
1090,schließen::V,becsuk,tancar
1091,stellen::V,állít,posar
1092,stellen::V,állít,col·locar
1093,stellen::V,helyez,posar
1094,stellen::V,helyez,col·locar
1095,setzen::V,ültet,assentar
1096,setzen::V,helyez,assentar
1097,legen::V,tesz,posar
1098,legen::V,fektet,posar
1099,berühren::V,érint,tocar
1100,verbinden::V,beköt,unir
1101,verbinden::V,beköt,connectar
1102,verbinden::V,összeköt,unir
1103,verbinden::V,összeköt,connectar
1104,bedecken::V,betakar,tapar
1105,bedecken::V,betakar,cobrir
1106,bedecken::V,beborít,tapar
1107,bedecken::V,beborít,cobrir
1108,aufhängen::V,felakaszt,penjar
1109,anzünden::V,gyújt,encendre
1110,anzünden::V,meggyújt,encendre
1111,aufheben::V,felemel,aixecar
1112,zurücklassen::V,hátrahagy,deixar
1113,verlieren::V,veszít,pērdre
1114,verlieren::V,elveszít,pērdre
1115,fallen lassen::V,elejt,deixar caure
1116,machen::V,tesz,fer
1117,machen::V,csinál,fer
1118,herstellen::V,gyárt,producir
1119,herstellen::V,előállít,producir
1120,bauen::V,épít,construir
1121,reparieren::V,javít,reparar
1122,reparieren::V,kijavít,reparar
1123,reparieren::V,megjavít,reparar
1124,verbessern::V,megjavít,millorar
1125,ändern::V,változtat,canviar
1126,ändern::V,megváltoztat,canviar
1127,graben::V,ás,cavar
1128,beugen::V,meghajt,doblegar
1129,biegen::V,hajlít,corbar
1130,biegen::V,hajlít,arquejar
1131,drehen::V,forgat,girar
1132,wenden::V,fordít,girar
1133,wenden::V,megfordít,girar
1134,umdrehen::V,megfordít,voltar
1135,umdrehen::V,megforgat,voltar
1136,heben::V,emel,pujar
1137,heben::V,emel,aixecar
1138,hochheben::V,felemel,aixecar
1139,ergreifen::V,megfog,agafar
1140,halten::V,tart,mantenir
1141,drücken::V,nyom,prémer
1142,drücken::V,nyom,estrènyer
1143,drücken::V,megnyom,prémer
1144,drücken::V,megnyom,estrènyer
1145,schieben::V,tol,empènyer
1146,kratzen::V,vakar,raspar
1147,lecken::V,nyal,llepar
1148,beißen::V,harap,mossegar
1149,abreißen::V,letép,arrencar
1150,abschneiden::V,levág,tallar
1151,binden::V,köt,lligar
1152,binden::V,kötöz,lligar
1153,stecken::V,dug,ficar
1154,brechen::V,tör,trencar
1155,brechen::V,eltör,trencar
1156,klopfen::V,kopogtat,trucar
1157,hauen::V,vág,picar
1158,hauen::V,vág,colpejar
1159,hauen::V,levág,picar
1160,hauen::V,levág,colpejar
1161,kleben::V,tapaszt,enganxar
1162,reiben::V,dörzsöl,fregar
1163,reiben::V,súrol,fregar
1164,streichen::V,simít,untar
1165,schleifen::V,fen,afilar
1166,schleifen::V,fen,esmolar
1167,schleifen::V,csiszol,afilar
1168,schleifen::V,csiszol,esmolar
1169,schleifen::V,köszörül,afilar
1170,schleifen::V,köszörül,esmolar
1171,schneiden::V,vág,tallar
1172,schneiden::V,szel,tallar
1173,schneiden::V,metsz,tallar
1174,rütteln::V,ráz,sacsejar
1175,schütteln::V,ráz,agitar
1176,schütteln::V,ráz,sacsejar
1177,schütteln::V,megráz,agitar
1178,schütteln::V,megráz,sacsejar
1179,schwenken::V,lóbál,agitar
1180,schwenken::V,lobogtat,agitar
1181,schütten::V,önt,abocar
1182,füllen::V,tölt,omplir
1183,füllen::V,megtölt,omplir
1184,einwickeln::V,becsavar,embolicar
1185,tragen::V,hord,dur
1186,tragen::V,hord,portar
1187,schleppen::V,vonszol,arrossegar
1188,ziehen::V,húz,tirar
1189,ziehen::V,húz,estirar
1190,aufbewahren::V,megőriz,conservar
1191,werfen::V,dob,llançar
1192,werfen::V,hajít,llançar
1193,fangen::V,fog,agafar
1194,fangen::V,fog,atrapar
1195,packen::V,megragad,engrapar
1196,verstecken::V,eldug,amagar
1197,verstecken::V,elrejt,amagar
1198,teilen::V,oszt,dividir
1199,teilen::V,megoszt,dividir
1200,schicken::V,küld,enviar
1201,bringen::V,hoz,portar
1202,bringen::V,visz,portar
1203,hinzufügen::V,hozzáad,afegir
1204,bekommen::V,kap,obtenir
1205,bekommen::V,megkap,obtenir
1206,erhalten::V,kap,rebre
1207,erhalten::V,megkap,rebre
1208,nehmen::V,vesz,prendre
1209,wählen::V,választ,triar
1210,wählen::V,választ,elegir
1211,auswählen::V,kiválaszt,escollir
1212,auswählen::V,kiválaszt,seleccionar
1213,bewahren::V,megtart,conservar
1214,behindern::V,akadályoz,impedir
1215,behindern::V,akadályoz,obstaculitzar
1216,behindern::V,gátol,impedir
1217,behindern::V,gátol,obstaculitzar
1218,verderben::V,elront,espatllar
1219,beschädigen::V,rongál,danyar
1220,beschädigen::V,rongál,destrossar
1221,zerbrechen::V,eltör,trencar
1222,zerbrechen::V,széttör,trencar
1223,zerbrechen::V,kettétör,trencar
1224,zerreißen::V,eltép,estripar
1225,zerreißen::V,széttép,estripar
1226,zerstören::V,elpusztít,destruir
1227,verbrennen::V,éget,cremar
1228,verbrennen::V,eléget,cremar
1229,geben::V,ad,donar
1230,reichen::V,nyújt,passar
1231,schenken::V,ajándékoz,regalar
1232,versprechen::V,ígér,prometre
1233,wünschen::V,kíván,desitjar
1234,loben::V,dicsér,elogiar
1235,küssen::V,csókol,fer un petó a
1236,wiegen::V,ringat,bressolar
1237,zudecken::V,betakar,tapar
1238,zudecken::V,betakar,cobrir
1239,wecken::V,kelt,despertar
1240,wecken::V,ébreszt,despertar
1241,zeigen::V,mutat,mostrar
1242,zeigen::V,mutat,ensenyar
1243,führen::V,visz,guiar
1244,führen::V,visz,conduir
1245,führen::V,vezet,guiar
1246,führen::V,vezet,conduir
1247,lehren::V,tanít,ensenyar
1248,unterrichten::V,tanít,ensenyar
1249,aufziehen::V,felnevel,criar
1250,leiten::V,vezet,dirigir
1251,leiten::V,vezérel,dirigir
1252,antreiben::V,hajt,impel·lir
1253,lassen::V,-tat,fer
1254,lassen::V,-at,fer
1255,einladen::V,meghív,invitar
1256,einladen::V,meghív,convidar
1257,vereinigen::V,egyesít,unir
1258,besuchen::V,látogat,visitar
1259,besuchen::V,látogat,anar a veure
1260,treffen::V,talál,trobar
1261,sich versammeln::V,gyülekezik,reunir-se
1262,sich versammeln::V,összegyűlik,reunir-se
1263,spielen::V,játszik,jugar
1264,singen::V,énekel,cantār
1265,tanzen::V,táncol,ballar
1266,sich trennen::V,elválik,separar-se
1267,verlassen::V,elhagy,deixar
1268,verlassen::V,elhagy,abandonar
1269,retten::V,ment,salvar
1270,bewachen::V,őriz,vigilar
1271,schützen::V,óv,protegir
1272,schützen::V,véd,protegir
1273,verteidigen::V,véd,defensar
1274,sich schlagen::V,verekszik,barallar-se
1275,schießen::V,lő,tirar
1276,schießen::V,lő,disparar
1277,siegen::V,győz,vèncer
1278,ärgern::V,bosszant,enfadar
1279,schlagen::V,üt,pegar
1280,schlagen::V,üt,colpejar
1281,schlagen::V,ver,pegar
1282,schlagen::V,ver,colpejar
1283,treten::V,rúg,donar un cop de peu a
1284,stechen::V,döf,punxar
1285,stechen::V,döf,apunyalar
1286,stechen::V,szúr,punxar
1287,stechen::V,szúr,apunyalar
1288,stoßen::V,lök,empènyer
1289,stehlen::V,lop,robar
1290,stören::V,zavar,molestar
1291,belästigen::V,zaklat,importunar
1292,verbergen::V,rejt,amagar
1293,verbergen::V,rejt,ocultar
1294,verbergen::V,elrejt,amagar
1295,verbergen::V,elrejt,ocultar
1296,täuschen::V,megtéveszt,enganyar
1297,betrügen::V,csal,estafar
1298,töten::V,öl,matar
1299,wohnen::V,lakik,vīure
1300,wohnen::V,lakik,habitar
1301,arbeiten::V,dolgozik,treballar
1302,sammeln::V,szed,col·leccionar
1303,sammeln::V,gyűjt,col·leccionar
1304,pflücken::V,szed,collir
1305,jagen::V,vadászik,caçar
1306,fischen::V,halászik,pescar
1307,fassen::V,fog,atrapar
1308,hüten::V,őriz,pasturar
1309,hüten::V,legeltet,pasturar
1310,treiben::V,hajt,arriar
1311,anbinden::V,köt,lligar
1312,füttern::V,etet,donar menjar a
1313,melken::V,fej,munyir
1314,hacken::V,vág,picar
1315,hacken::V,vág,tallar
1316,gießen::V,öntöz,regar
1317,reifen::V,érik,madurar
1318,zubereiten::V,elkészít,preparar
1319,kochen::V,főz,coure
1320,backen::V,süt,coure al forn
1321,braten::V,süt,rostir
1322,umrühren::V,megkever,remenar
1323,stricken::V,köt,tricotar
1324,stricken::V,köt,fer punt de mitja
1325,nähen::V,varr,cosir
1326,färben::V,fest,tenyir
1327,reinigen::V,tisztít,netejar
1328,waschen::V,mos,rentār
1329,abwischen::V,letöröl,eixugar
1330,spülen::V,mosogat,esbandir
1331,fegen::V,söpör,escombrar
1332,kehren::V,söpör,escombrar
1333,baden::V,fürdik,banyar-se
1334,sich waschen::V,mosdik,rentār-se
1335,sich waschen::V,mosakszik,rentār-se
1336,ausziehen::V,levesz,treure's
1337,anziehen::V,felölt,posar-se
1338,anziehen::V,felvesz,posar-se
1339,sich anziehen::V,öltözik,vestir-se
1340,sich anziehen::V,felöltözik,vestir-se
1341,kämmen::V,fésül,pentinar
1342,schmücken::V,díszít,adornar
1343,sagen::V,mond,dir
1344,sprechen::V,beszél,parlar
1345,reden::V,beszél,parlar
1346,sich unterhalten::V,beszélget,conversar
1347,fragen::V,kérdez,preguntar
1348,bitten::V,kér,demanar
1349,erzählen::V,mesél,contar
1350,erzählen::V,mesél,explicar
1351,erzählen::V,elbeszél,contar
1352,erzählen::V,elbeszél,explicar
1353,mitteilen::V,közöl,comunicar
1354,nennen::V,hív,nomenar
1355,nennen::V,nevez,nomenar
1356,rufen::V,hív,cridar
1357,prahlen::V,dicsekszik,lloar-se
1358,prahlen::V,dicsekszik,jactar-se
1359,übersetzen::V,fordít,traduir
1360,denken::V,gondol,pensar
1361,glauben::V,hisz,creure
1362,bemerken::V,észrevesz,notar
1363,erkennen::V,ráismer,reconèixer
1364,erkennen::V,felismer,reconèixer
1365,begreifen::V,felfog,comprendre
1366,verstehen::V,ért,entendre
1367,verstehen::V,megért,entendre
1368,lernen::V,tanul,aprendre
1369,lernen::V,megtanul,aprendre
1370,wissen::V,tud,saber
1371,sich erinnern an::V,emlékszik,recordar
1372,vergessen::V,felejt,oblidar
1373,vergessen::V,elfelejt,oblidar
1374,messen::V,mér,mesurar
1375,messen::V,megmér,mesurar
1376,zählen::V,számol,comptar
1377,zählen::V,megszámol,comptar
1378,rechnen::V,számít,calcular
1379,lesen::V,olvas,llegir
1380,malen::V,fest,pintar
1381,zeichnen::V,rajzol,dibuixar
1382,schreiben::V,ír,escrīure
1383,besitzen::V,birtokol,posseir
1384,kaufen::V,vesz,comprar
1385,kaufen::V,megvesz,comprar
1386,verkaufen::V,elad,vendre
1387,bezahlen::V,fizet,pagar
1388,bezahlen::V,kifizet,pagar
1389,zahlen::V,fizet,pagar per
1390,zahlen::V,megfizet,pagar per
1391,beherrschen::V,ural,dominar
1392,ertragen::V,elbír,aguantar
1393,ertragen::V,elvisel,aguantar
