,Concept_ID,zh,la
862,fühlen::V,感到,sentire
863,scheinen::V,照耀,videri
864,zu sehen sein::V,可以看到,conspici
865,vernehmen::V,审讯,comperire
866,frieren::V,觉得冷,algere
867,tun::V,作,facere
868,können::V,能,posse
869,wollen::V,要,velle
870,anfangen::V,开始,incipere
871,beenden::V,结束,finire
872,aufhören::V,停止,desistere
873,gelingen::V,成功,contingere
874,geraten::V,陷于,evenire
875,öffnen::V,打开,aperire
876,schließen::V,关,claudere
877,stellen::V,放,sistere
878,setzen::V,放,ponere
879,legen::V,摆,ponere
880,berühren::V,触,tangere
881,verbinden::V,联结,iungere
882,bedecken::V,覆盖,tegere
883,bedecken::V,覆盖,operire
884,aufhängen::V,挂,suspendere
885,anzünden::V,点,accendere
886,anzünden::V,点,inflammare
887,aufheben::V,拾起,tollere
888,zurücklassen::V,遗留,relinquere
889,verlieren::V,丧失,perdere
890,verlieren::V,丧失,amittere
891,fallen lassen::V,让掉下,dimittere
892,machen::V,做,facere
893,herstellen::V,生产,fabricare
894,bauen::V,建造,construere
895,reparieren::V,修理,reparare
896,verbessern::V,改进,emendare
897,ändern::V,改变,mutare
898,graben::V,挖,fodere
899,beugen::V,弯下,flectere
900,biegen::V,弯,curvare
901,drehen::V,转动,torquere
902,wenden::V,转动,vertere
903,umdrehen::V,转动,convertere
904,heben::V,举起,tollere
905,hochheben::V,抬高,levare
906,ergreifen::V,抓住,capessere
907,halten::V,拿着,tenere
908,drücken::V,压,premere
909,schieben::V,推,promovere
910,kratzen::V,搔,radere
911,lecken::V,舔,lambere
912,beißen::V,咬,mordere
913,abreißen::V,撕下,avellere
914,abschneiden::V,切断,desecare
915,binden::V,捆,ligare
916,stecken::V,插,inserere
917,brechen::V,断裂,rumpere
918,klopfen::V,敲,pultare
919,hauen::V,揍,ferire
920,kleben::V,粘,agglutinare
921,reiben::V,摩擦,terere
922,streichen::V,涂,oblinere
923,schleifen::V,拖曳,acuere
924,schneiden::V,切,secare
925,rütteln::V,颠簸,quassare
926,schütteln::V,摇动,quatere
927,schwenken::V,摇动,ventilare
928,schütten::V,倒,fundere
929,füllen::V,填满,complere
930,einwickeln::V,包,involvere
931,tragen::V,提,ferre
932,tragen::V,提,portare
933,schleppen::V,扛,pertrahere
934,ziehen::V,拉,trahere
935,aufbewahren::V,保存,asservare
936,werfen::V,扔,iacere
937,fangen::V,捕捉,capere
938,packen::V,抓住,capessere
939,verstecken::V,藏,abdere
940,teilen::V,分,partiri
941,teilen::V,分,dividere
942,schicken::V,派遣,mittere
943,bringen::V,带来,apportare
944,hinzufügen::V,添加,addere
945,bekommen::V,得到,adipisci
946,erhalten::V,接到,accipere
947,nehmen::V,拿,sumere
948,wählen::V,挑选,eligere
949,auswählen::V,选择,deligere
950,bewahren::V,保持,conservare
951,behindern::V,防碍,impedire
952,verderben::V,败坏,corrumpere
953,beschädigen::V,损坏,laedere
954,zerbrechen::V,破碎,rumpere
955,zerbrechen::V,破碎,frangere
956,zerreißen::V,撕碎,discindere
957,zerstören::V,毁坏,delere
958,verbrennen::V,燃烧,urere
959,verbrennen::V,燃烧,cremare
960,geben::V,给,dare
961,reichen::V,递给,praebere
962,schenken::V,赠送,donare
963,schenken::V,赠送,largiri
964,versprechen::V,许诺,polliceri
965,versprechen::V,许诺,promittere
966,wünschen::V,祝,
967,loben::V,表扬,laudare
968,küssen::V,亲,osculari
969,wiegen::V,轻摇,
970,zudecken::V,盖上,tegere
971,wecken::V,唤起,excitare
972,zeigen::V,指,monstrare
973,führen::V,带领,ducere
974,lehren::V,教,docere
975,unterrichten::V,讲课,instituere
976,aufziehen::V,抚养,nutrire
977,leiten::V,领导,ducere
978,antreiben::V,催促,incitare
979,lassen::V,让,iubere
980,einladen::V,邀请,invitare
981,vereinigen::V,统一,coniungere
982,besuchen::V,参观,visere
983,treffen::V,会面,convenire
984,sich versammeln::V,聚集,convenire
985,spielen::V,玩,ludere
986,singen::V,唱歌,cantare
987,tanzen::V,跳舞,saltare
988,sich trennen::V,分别,digredi
989,sich trennen::V,分别,discedere
990,verlassen::V,离开,deserere
991,verlassen::V,离开,relinquere
992,retten::V,救,servare
993,bewachen::V,守卫,custodire
994,schützen::V,保护,tueri
995,schützen::V,保护,tutari
996,verteidigen::V,保卫,defendere
997,sich schlagen::V,打架,luctari
998,schießen::V,射击,iaculari
999,siegen::V,获胜,vincere
1000,ärgern::V,激怒,irritare
1001,schlagen::V,打,ferire
1002,treten::V,踢,calcare
1003,stechen::V,刺,pungere
1004,stoßen::V,撞,tundere
1005,stehlen::V,盗窃,furari
1006,stören::V,干扰,turbare
1007,belästigen::V,打搅,obtundere
1008,verbergen::V,隐藏,celare
1009,verbergen::V,隐藏,occultare
1010,täuschen::V,欺骗,fallere
1011,betrügen::V,欺骗,fraudare
1012,töten::V,杀,necare
1013,töten::V,杀,caedere
1014,wohnen::V,居住,habitare
1015,arbeiten::V,工作,laborare
1016,sammeln::V,收集,colligere
1017,pflücken::V,采,carpere
1018,jagen::V,打猎,venari
1019,fischen::V,捕鱼,piscari
1020,fassen::V,捉住,capere
1021,hüten::V,守护,custodire
1022,treiben::V,漂,agere
1023,anbinden::V,拴,alligare
1024,füttern::V,喂,nutrire
1025,melken::V,挤奶,mulgere
1026,hacken::V,剁细,findere
1027,gießen::V,浇,rigare
1028,reifen::V,成熟,maturescere
1029,kochen::V,煮,coquere
1030,backen::V,烤,coquere
1031,braten::V,煎,torrere
1032,umrühren::V,搅拌,commovere
1033,stricken::V,织,texere
1034,nähen::V,缝,suere
1035,färben::V,染色,tingere
1036,reinigen::V,清洁,purgare
1037,waschen::V,洗,lavare
1038,abwischen::V,擦掉,abstergere
1039,spülen::V,清洗,perluere
1040,fegen::V,扫,verrere
1041,kehren::V,打扫,purgare
1042,baden::V,给...洗澡,lavari
1043,sich waschen::V,洗澡,lavari
1044,ausziehen::V,脱,exuere
1045,anziehen::V,穿,induere
1046,sich anziehen::V,穿衣,vestiri
1047,kämmen::V,梳,pectere
1048,schmücken::V,装饰,ornare
1049,schmücken::V,装饰,decorare
1050,sagen::V,说,dicere
1051,sprechen::V,说,fari
1052,reden::V,讲,loqui
1053,sich unterhalten::V,聊天,colloqui
1054,sich unterhalten::V,聊天,disputare
1055,fragen::V,问,rogare
1056,fragen::V,问,quaerere
1057,bitten::V,请,orare
1058,bitten::V,请,rogare
1059,erzählen::V,叙述,narrare
1060,mitteilen::V,通知,communicare
1061,nennen::V,叫做,appellare
1062,rufen::V,叫,vocare
1063,prahlen::V,吹牛,gloriari
1064,übersetzen::V,翻译,vertere
1065,denken::V,想,cogitare
1066,glauben::V,以为,credere
1067,bemerken::V,发觉,animadvertere
1068,erkennen::V,识别,cognoscere
1069,begreifen::V,理解,comprehendere
1070,verstehen::V,明白,intellegere
1071,lernen::V,学,discere
1072,wissen::V,知道,scire
1073,sich erinnern an::V,回忆,meminisse
1074,vergessen::V,忘记,oblivisci
1075,messen::V,测量,metiri
1076,zählen::V,数,numerare
1077,rechnen::V,计算,reri
1078,rechnen::V,计算,calculare
1079,lesen::V,读,legere
1080,malen::V,画,pingere
1081,zeichnen::V,绘制,scribere
1082,schreiben::V,写,scribere
1083,besitzen::V,占有,possidere
1084,kaufen::V,买,emere
1085,verkaufen::V,卖,vendere
1086,bezahlen::V,付钱,pendere
1087,zahlen::V,支付,solvere
1088,beherrschen::V,统治,regere
1089,beherrschen::V,统治,imperare
1090,ertragen::V,忍耐,tolerare
1091,ertragen::V,忍耐,sustinere
1092,vergebens::ADV,,frustra
1093,klirren::V,,crepare
1094,rauschen::V,,crepare
1095,rühren::V,,commovere
1096,zubereiten::V,,apparare
