,Concept_ID,mhr,hu
168,Bulle::N,ӱ́шкыж,bika
169,Pferd::N,и́мне,ló
170,Schaf::N,шо́рык,juh
171,Schaf::N,шо́рык,birka
172,Schwein::N,сӧсна́,sertés
173,Hund::N,пий,eb
174,Hund::N,пий,kutya
175,Katze::N,пы́рыс,macska
176,Bär::N,маска́,medve
177,Eichhörnchen::N,ур,mókus
178,Elch::N,шо́рдо,jávorszarvas
179,Fuchs::N,ры́выж,róka
180,Hase::N,мера́ҥ,nyúl
181,Maus::N,коля́,egér
182,Wolf::N,пи́ре,farkas
183,Vogel::N,ка́йык,madár
184,Schwarm::N,каша́к,raj
185,Huhn::N,чы́ве,tyúk
186,Hahn::N,агыта́н,kakas
187,Gans::N,ко́мбо,lúd
188,Gans::N,ко́мбо,liba
189,Adler::N,карагу́ш,sas
190,Ente::N,лу́до,kacsa
191,Eule::N,тумна́,bagoly
192,Kranich::N,турня́,daru
193,Krähe::N,кора́к,varjú
194,Kuckuck::N,куку́,kakukk
195,Schwan::N,йӱ́ксӧ,hattyú
196,Fisch::N,кол,hal
197,Barsch::N,ола́ҥге,sügér
198,Hecht::N,нуж,csuka
199,Hecht::N,чорта́н,csuka
200,Schlange[Tier]::N,ки́шке,kígyó
201,Wurm::N,шукш,kukac
202,Spinne::N,эҥыре́мыш,pók
203,Ameise::N,ку́тко,hangya
204,Laus::N,тий,tetű
205,Mücke::N,шыҥа́,szúnyog
206,Fliege::N,ка́рме,légy
207,Schmetterling::N,лы́ве,lepke
208,Schmetterling::N,лы́ве,pillangó
209,Beere::N,мӧр,bogyó
210,Apfel::N,олма́,alma
211,Pilz::N,по́ҥго,gomba
212,Zwiebel::N,шога́н,hagyma
213,Saat::N,нӧ́шмӧ,vetőmag
214,Saat::N,туш,vetőmag
215,Korn::N,шу́рно,mag
216,Korn::N,шу́рно,szem
217,Heu::N,шу́до,széna
218,Schale::N,шӱм,héj
219,Grube::N,выне́м,verem
220,Falle::N,лӧ́дӧ,csapda
221,Schlinge::N,о́птыш,tőr
222,Schlinge::N,шӧрга́лтыш,tőr
223,Spur::N,кыша́,nyom
224,Asche::N,ло́мыж,hamu
225,Dreck::N,лавыра́,sár
226,Dreck::N,лавыра́,piszok
227,Eisen::N,кӱ́ртньӧ,vas
228,Gold::N,шӧ́ртньӧ,arany
229,Silber::N,ший,ezüst
230,Kohle::N,мландышӱ́й,szén
231,Glas::N,янда́,üveg
232,Lehm::N,шун,agyag
233,Lehm::N,шун,vályog
234,Sand::N,ошма́,homok
235,Mensch::N,еҥ,ember
236,Mensch::N,айде́ме,ember
237,Mann::N,пӧръе́ҥ,úr
238,Mann::N,пӧръе́ҥ,férfi
239,Frau::N,ӱдырама́ш,nő
240,Frau::N,ӱдырама́ш,asszony
241,Kind::N,аза́,gyerek
242,Kind::N,аза́,gyermek
243,Junge::N,рве́зе,fiú
244,Mädchen::N,ӱдыра́ш,lány
245,Familie::N,еш,család
246,Großvater::N,коча́,nagyapa
247,Großmutter::N,кова́,nagyanya
248,Eltern::N,ача́-ава́,szülők
249,Vater::N,ача́,apa
250,Vater::N,ача́,atya
251,Mutter::N,ава́,anya
252,Sohn::N,э́рге,fiú
253,Tochter::N,ӱ́дыр,lány
254,Bruder::N,иза́,fivér
255,Bruder::N,иза́,testvér
256,Bruder::N,шо́льо,fivér
257,Bruder::N,шо́льо,testvér
258,Schwester::N,ака́,nővér
259,Schwester::N,ака́,lánytestvér
260,Onkel::N,иза́,nagybácsi
261,Tante::N,кока́,nagynéni
262,Ehemann::N,мари́й,férj
263,Ehefrau::N,ва́те,feleség
264,Freude::N,куа́н,öröm
265,Freude::N,куаныма́ш,öröm
266,Gelächter::N,во́штылтыш,nevetés
267,Gelächter::N,во́штылтыш,hahotázás
268,Glück::N,пиа́л,boldogság
269,Kummer::N,о́йго,bánat
270,Wunsch::N,ку́мыл,óhaj
271,Lust::N,ку́мыл,kedv
272,Geist::N,ӧрт,elme
273,Geist::N,ӧрт,szellem
274,Geist::N,чон,elme
275,Geist::N,чон,szellem
276,Gedanke::N,ой,gondolat
277,Gedanke::N,шоныма́ш,gondolat
278,Gedächtnis::N,шарныма́ш,emlékezet
279,Verstand::N,уш,ész
280,Verstand::N,уш,értelem
281,Sinn::N,смысл,értelem
282,Grund::N,ама́л,ok
283,Grund::N,ама́л,alap
284,Wahrheit::N,чын,igaz
285,Wahrheit::N,чын,igazság
286,Gespräch::N,мутланыма́ш,beszélgetés
287,Märchen::N,йома́к,mese
288,Erzählung::N,ойлыма́ш,elbeszélés
289,Nachricht::N,увертарыма́ш,hír
290,Nachricht::N,увертарыма́ш,híradás
291,Neuigkeit::N,уве́р,újság
292,Name::N,лӱм,név
293,Rätsel::N,ту́што,rejtvény
294,Rede::N,ойлыма́ш,beszéd
295,Rede::N,ойлыма́ш,szónoklat
296,Sprache::N,йы́лме,nyelv
297,Stimme::N,йӱк,hang
298,Wort::N,ой,szó
299,Wort::N,мут,szó
300,Zeichen::N,ти́ште,jel
301,Zeichen::N,знак,jel
302,Ruf::N,ӱжма́ш,kiáltás
303,Lärm::N,лӱшкыма́ш,zaj
304,Lärm::N,йӱк-йӱа́н,zaj
305,Laut::N,йӱк,hang
306,Ton::N,йӱксе́м,hang
307,Lied::N,му́ро,dal
308,Lied::N,му́ро,ének
309,Ruhe::N,ты́мык,csend
310,Ruhe::N,ты́мык,nyugalom
311,Leute::N,еҥ-влак,emberek
312,Volk::N,ка́лык,nép
313,Arbeit::N,паша́,dolog
314,Gast::N,уна́,vendég
315,Geschenk::N,пӧле́к,ajándék
316,Spiel::N,мо́дыш,játék
317,Spiel::N,модма́ш,játék
318,Gesellschaft::N,тӱшка́,társaság
319,Hilfe::N,по́лыш,segítség
320,Freund::N,таҥ,barát
321,Freund::N,йолта́ш,barát
322,Kamerad::N,таҥ,társ
323,Angelegenheit::N,паша́,ügy
324,Anzahl::N,чот,szám
325,Art::N,вид,faj
326,Art::N,вид,fajta
327,Stück::N,ка́тыш,darab
328,Stück::N,ла́стык,darab
329,Teil::N,ужа́ш,rész
330,Hälfte::N,пел,fél
331,Hälfte::N,пе́ле,fél
332,Kreis::N,ты́ртыш,kör
333,Kreuz::N,ыре́с,kereszt
334,Linie::N,ли́ний,vonal
335,Strich::N,коре́ш,vonás
336,Abstand::N,кокла́,köz
337,Entfernung::N,тора́,távolság
338,Entfernung::N,ку́жыт,távolság
339,Gegend::N,кунде́м,táj
340,Gegend::N,кунде́м,vidék
341,Platz::N,ку́мдык,hely
342,Ort::N,вер,hely
343,Ort::N,о́лмо,hely
344,Seite::N,ӧ́рдыж,fél
345,Seite::N,ӧ́рдыж,oldal
346,Mitte::N,покше́л,közép
347,Gegenstand::N,наста́,tárgy
348,Sache::N,наста́,dolog
349,Rand::N,тӱр,szél
350,Rand::N,тӱр,perem
351,Rand::N,тӱр,szegély
352,Kante::N,тӱр,él
353,Ecke::N,лук,sarok
354,Ecke::N,лук,szöglet
355,Spitze::N,вуй,csúcs
356,Ende::N,муча́ш,vég
357,Loch::N,рож,lyuk
358,Winkel::N,лук,szög
359,Muster::N,пеза́к,minta
360,Muster::N,узо́р,minta
361,Muster::N,ӱ́лгӧ,minta
362,Größe::N,кӱ́кшыт,nagyság
363,Länge::N,ку́тыш,hossz
364,Länge::N,ку́тыш,hosszúság
365,Höhe::N,кӱ́кшыт,magasság
366,Gewicht::N,не́лыт,súly
367,Menge::N,чот,sokaság
368,Menge::N,чот,mennyiség
369,Haufen::N,кы́шыл,halom
370,Reihe::N,рада́м,sor
371,Boot::N,пуш,csónak
372,Ruder::N,эшка́к,evező
373,Schlitten::N,тер,szánkó
374,Schlitten::N,изде́р,szánkó
375,Ski::N,е́че,sí
376,Lagerfeuer::N,туло́то,tábortűz
377,Last::N,нӧ́лтыш,teher
378,Gang::N,ошкылма́ш,járás
379,Schritt::N,о́шкыл,lépés
380,Norden::N,йӱдйыма́л,észak
381,Süden::N,кечывалве́л,dél
382,Westen::N,касве́л,nyugat
383,Osten::N,эрве́л,kelet
384,Holz::N,пу,fa
385,Brett::N,оҥа́,deszka
386,Platte::N,аста́р,lap
387,Platte::N,аста́р,lemez
388,Stütze::N,чара́к,támasz
389,Stütze::N,чара́к,támaszték
390,Stange::N,лома́ш,rúd
391,Stange::N,лома́ш,pózna
392,Stock::N,тоя́,pálca
393,Stab::N,вара́,bot
394,Stab::N,кашта́,bot
395,Rohr::N,пуч,cső
396,Haus::N,пӧрт,ház
397,Heim::N,мӧ́ҥгӧ,otthon
398,Ofen::N,комака́,kályha
399,Fußboden::N,кӱва́р,padló
400,Tisch::N,ӱсте́л,asztal
401,Stuhl::N,пӱке́н,szék
402,Wiege::N,шепка́,bölcső
403,Bett::N,ва́кшыш,ágy
404,Regal::N,шӧ́рлык,polc
405,Regal::N,шӧ́рлык,állvány
406,Kiste::N,шо́ндык,láda
407,Kiste::N,я́шлык,láda
408,Fenster::N,окна́,ablak
409,Tür::N,омса́,ajtó
410,Tor::N,капка́,kapu
411,Zaun::N,сава́р,kerítés
412,Dach::N,леве́дыш,tető
413,Leiter::N,тошка́лтыш,létra
414,Besen::N,ӱштерво́штыр,seprű
415,Spaten::N,ко́льмо,ásó
416,Schaufel::N,сово́к,lapát
417,Schaufel::N,су́ско,lapát
418,Gabel::N,ви́лке,villa
419,Löffel::N,па́не,kanál
420,Löffel::N,совла́,kanál
421,Messer::N,кӱ́зӧ,kés
422,Nagel::N,пуда́,szeg
423,Netz::N,вапш,háló
424,Haken::N,са́гыле,kampó
425,Griff::N,кыл,nyél
426,Griff::N,кыл,fogantyú
427,Schloss::N,кӧгӧ́н,zár
428,Bild::N,сӱре́т,kép
429,Figur::N,фигу́р,alak
430,Puppe::N,курча́к,bábu
431,Beutel::N,меша́к,zacskó
432,Bündel::N,арша́ш,köteg
433,Tasche::N,сумка́,táska
434,Eimer::N,ведра́,vödör
435,Deckel::N,ко́мдыш,fedő
436,Deckel::N,ко́мдыш,fedél
437,Geschirr::N,а́те,edény
438,Sack::N,куль,zsák
439,Sack::N,меша́к,zsák
440,Tasse::N,чу́кыр,csésze
441,Tasse::N,чашка́,csésze
442,Topf::N,ми́ске,fazék
443,Kessel::N,под,üst
444,Kessel::N,под,bogrács
445,Essen::N,ко́чкыш,evés
446,Essen::N,ко́чкыш,étkezés
447,Nahrung::N,ку́рго,ennivaló
448,Speise::N,ко́чкыш,étel
449,Fleisch::N,шыл,hús
450,Getreide::N,шу́рно,gabona
451,Brei::N,пу́чымыш,pép
452,Brei::N,пу́чымыш,kása
453,Brot::N,ки́нде,kenyér
454,Scheibe::N,ка́тыш,szelet
455,Fett::N,коя́,háj
456,Fett::N,коя́,zsír
457,Butter::N,ӱй,vaj
458,Öl::N,ӱй,olaj
459,Salz::N,шинча́л,só
460,Suppe::N,шӱр,leves
461,Honig::N,мӱй,méz
462,Milch::N,шӧр,tej
463,Tee::N,чай,tea
464,Leder::N,сура́н,bőr
465,Leder::N,шӱ́штӧ,bőr
466,Wolle::N,пун,gyapjú
467,Stoff::N,куэ́м,szövet
468,Stoff::N,посто́,szövet
469,Nadel::N,и́ме,tű
470,Faden::N,шӱ́ртӧ,fonál
471,Knopf::N,по́лдыш,gomb
472,Knoten::N,пышке́м,csomó
473,Farbe::N,чия́,szín
474,Farbe::N,чия́,festék
475,Kleidung::N,чие́м,ruha
476,Kleidung::N,чие́м,ruházat
477,Kleidung::N,вурге́м,ruha
478,Kleidung::N,вурге́м,ruházat
479,Hemd::N,ту́выр,ing
480,Kragen::N,сога́,gallér
481,Ärmel::N,шокш,ujj
482,Hose::N,йола́ш,gatya
483,Hose::N,йола́ш,nadrág
484,Gürtel::N,ӱ́штӧ,öv
485,Mütze::N,упш,sapka
486,Schuh::N,боти́нке,cipő
487,Stiefel::N,кем,csizma
488,Ring::N,шерга́ш,gyűrű
489,Band::N,тасма́,szalag
490,Band::N,ле́нте,szalag
491,Kamm::N,шерге́,fésű
492,Spiegel::N,вошто́нчыш,tükör
493,Riemen::N,кӱзанӱ́штӧ,szíj
494,Schnur::N,кере́м,zsinór
495,Schnur::N,кандыра́,zsinór
496,Leine::N,вӱра́ҥ,póráz
497,Decke::N,леве́дыш,takaró
498,Decke::N,одея́л,takaró
499,Kissen::N,кӱ́пчык,párna
500,Tuch::N,шо́выч,kendő
501,Handtuch::N,со́лык,törülköző
502,Kraft::N,вий,erő
503,Kraft::N,куа́т,erő
504,Stärke::N,куа́т,erő
505,Stärke::N,куа́т,erősség
506,Stärke::N,карма́н,erő
507,Stärke::N,карма́н,erősség
508,Gesundheit::N,таза́лык,egészség
509,Krankheit::N,чер,kór
510,Krankheit::N,чер,betegség
511,Schmerz::N,ко́рштыш,fájdalom
512,Wunde::N,су́сыр,seb
513,Fieber::N,йӱштыму́ж,láz
514,Fieber::N,лихора́дке,láz
515,Arznei::N,эм,orvosság
516,Arznei::N,эм,gyógyszer
517,Brücke::N,кӱва́р,híd
518,Brunnen::N,вӱдвыне́м,kút
519,Weide::N,нурше́р,legelő
520,Pfad::N,йолго́рно,ösvény
521,Pfad::N,сокма́к,ösvény
522,Weg::N,ко́рно,út
523,Straße::N,ко́рно,út
524,Dorf::N,ял,falu
525,Stadt::N,ола́,város
526,Brief::N,се́рыш,levél
527,Buch::N,книга́,könyv
528,Buchstabe::N,буква́,betű
529,Zeitung::N,газе́т,újság
530,Zeitung::N,газе́т,hírlap
531,Leben::N,и́лыш,élet
532,Tod::N,колыма́ш,halál
533,Grab::N,шӱга́р,sír
534,Kirche::N,че́рке,templom
535,Sünde::N,су́лык,bűn
536,Sünde::N,су́лык,vétek
537,Gott::N,ю́мо,isten
538,Arbeiter::N,паша́зе,munkás
539,Chef::N,тӧра́,főnök
540,Meister::N,маста́р,mester
541,Arzt::N,врач,orvos
542,Lehrer::N,ту́ныктышо,tanár
543,Lehrer::N,ту́ныктышо,tanító
544,Geld::N,окса́,pénz
545,Geschäft::N,сатулыма́ш,üzlet
546,Laden::N,ке́выт,bolt
547,Preis::N,ак,ár
548,Ware::N,сату́,áru
549,Nutzen::N,пайда́,haszon
550,Reichtum::N,поя́нлык,gazdagság
551,Welt::N,тӱня́,világ
552,Land::N,эл,ország
553,Staat::N,кугыжа́ныш,állam
554,König::N,кугыжа́,király
555,Macht::N,власть,hatalom
556,Grenze::N,грани́ца,határ
557,Krieg::N,сар,háború
558,Feind::N,тушма́н,ellenség
559,Gewalt::N,виешлыма́ш,erőszak
560,Kampf::N,кредалма́ш,harc
561,Bogen[Waffe]::N,юҥе́ж,íj
562,Pfeil::N,пикш,nyíl
563,Gewehr::N,пыча́л,puska
564,Gewehr::N,пыча́л,fegyver
565,Fehler::N,йо́ҥылыш,hiba
566,Lüge::N,шоя́к,hazugság
567,Schaden::N,зия́н,kár
568,Unglück::N,эҥге́к,csapás
569,Unglück::N,эҥге́к,balszerencse
570,Schuld::N,тита́к,bűn
571,Schuld::N,йола́,bűn
572,Alter::N,ийго́т,kor
573,Schluss::N,муча́ш,vég
574,Schluss::N,муча́ш,befejezés
575,Zeit::N,жап,idő
576,Zeit::N,па́гыт,idő
577,Tag::N,ке́че,nap
578,Morgen::N,эр,reggel
579,Mittag::N,кечыва́л,dél
580,Abend::N,кас,este
581,Nacht::N,йӱд,éj
582,Nacht::N,йӱд,éjszaka
583,Woche::N,арня́,hét
584,Monat::N,ты́лзе,hó
585,Monat::N,ты́лзе,hónap
586,Jahr::N,ий,év
587,Frühling::N,шо́шо,tavasz
588,Sommer::N,кеҥе́ж,nyár
589,Herbst::N,шы́же,ősz
590,Winter::N,те́ле,tél
591,Januar::N,шоркыйол,január
592,Januar::N,идалыкву́й,január
593,Januar::N,янва́рь,január
594,Februar::N,пургыж,február
595,Februar::N,февра́ль,február
596,März::N,ӱярня,március
597,März::N,март,március
598,April::N,апре́ль,április
599,Mai::N,ага,május
600,Mai::N,май,május
601,Juni::N,пеледыш,június
602,Juni::N,ию́нь,június
603,Juli::N,сӱрем,július
604,Juli::N,ию́ль,július
605,August::N,сорла,augusztus
606,August::N,агарма́н,augusztus
607,August::N,а́вгуст,augusztus
608,September::N,идым,szeptember
609,September::N,сентя́брь,szeptember
610,Oktober::N,шыжа,október
611,Oktober::N,октя́брь,október
612,November::N,кылме тылзе,november
613,November::N,ноя́брь,november
614,Dezember::N,дека́брь,december
615,Montag::N,шо́чмо,hétfő
616,Dienstag::N,ку́шкыжмо,kedd
617,Mittwoch::N,вӱрге́че,szerda
618,Donnerstag::N,изарня́,csütörtök
619,Freitag::N,кугарня́,péntek
620,Samstag::N,шуматке́че,szombat
621,Sonntag::N,рушарня́,vasárnap
622,groß::A,кугу́,nagy
623,klein::A,изи́,pici
624,klein::A,изи́,kicsi
625,lang::A,кужу́,hosszú
626,kurz::A,кӱ́чык,rövid
627,breit::A,кумда́,széles
628,schmal::A,а́ҥысыр,keskeny
629,dicht::A,ну́гыдо,sűrű
630,dick[Gegenstand]::A,кӱ́жгӧ,vastag
631,dünn::A,ви́чкыж,vékony
632,fein::A,ты́гыде,vékony
633,fest::A,чо́ткыдо,szilárd
634,flach::A,лапка́,sík
635,flach::A,лапка́,lapos
636,glatt::A,яклака́,sima
637,hart::A,пе́ҥгыде,kemény
638,weich::A,пу́шкыдо,puha
639,rund::A,йырге́шке,kerek
640,spitz::A,коша́р,hegyes
641,scharf::A,пӱ́сӧ,éles
642,stumpf::A,токма́к,tompa
643,stumpf::A,токма́к,életlen
644,schwer::A,не́ле,nehéz
645,schwer::A,не́ле,súlyos
646,schön::A,сы́лне,szép
647,heiß::A,шо́кшо,forró
648,warm::A,ле́ве,meleg
649,kalt::A,йӱ́штӧ,hideg
650,kühl::A,юа́лге,hűs
651,kühl::A,юа́лге,hűvös
652,kühl::A,южгата́,hűs
653,kühl::A,южгата́,hűvös
654,frisch::A,свежа́,üde
655,frisch::A,свежа́,friss
656,feucht::A,вӱ́дыжгӧ,nedves
657,nass::A,нӧ́рӧ,vizes
658,trocken::A,ку́кшо,száraz
659,voll::A,тич,telt
660,leer::A,яра́,üres
661,offen::A,виш,nyílt
662,offen::A,виш,nyitott
663,geschlossen::A,пе́тырыме,zárt
664,geschlossen::A,пе́тырыме,csukott
665,geschlossen::A,тӱ́чмӧ,zárt
666,geschlossen::A,тӱ́чмӧ,csukott
667,sauber::A,ару́,tiszta
668,sauber::A,янда́р,tiszta
669,schmutzig::A,лавыра́н,piszkos
670,schmutzig::A,лавыра́н,szennyes
671,schmutzig::A,ла́выргыше,piszkos
672,schmutzig::A,ла́выргыше,szennyes
673,roh::A,кӱ́чымӧ,nyers
674,reif::A,лӧза́,érett
675,lecker::A,ту́тло,finom
676,süß::A,ше́ре,édes
677,bitter::A,ко́чо,keserű
678,sauer::A,шо́по,savanyú
679,hell::A,во́лгыдо,világos
680,dunkel::A,пычке́мыш,sötét
681,schwarz::A,шола́,fekete
682,weiß::A,ош,fehér
683,rot::A,йошка́р,vörös
684,gelb::A,сар,sárga
685,blau::A,ка́нде,kék
686,grün::A,ужа́р,zöld
687,grau::A,сур,ősz
688,grau::A,сур,szürke
689,bunt::A,олача́,tarka
690,bunt::A,олача́,színes
691,billig::A,шу́лдо,olcsó
692,teuer::A,ше́рге,drága
693,wertvoll::A,шергака́н,értékes
694,blind::A,со́кыр,vak
695,taub::A,соҥгыра́,süket
696,kräftig::A,куа́тле,erős
697,stark::A,вия́н,erős
698,schwach::A,а́лдыме,gyenge
699,schwach::A,а́лдыме,erőtlen
700,fett::A,коя́,hájas
701,schlank::A,йоштката́,karcsú
702,schlank::A,яжу́,karcsú
703,hübsch::A,чеве́р,csinos
704,böse::A,шы́де,rossz
705,böse::A,шы́де,gonosz
706,dumm::A,аҥыра́,buta
707,dumm::A,аҥыра́,ostoba
708,faul::A,його,lusta
709,fleißig::A,ты́ршыше,szorgalmas
710,geizig::A,чаҥга́,fukar
711,geizig::A,чаҥга́,fösvény
712,klug::A,уша́н,okos
713,klug::A,уша́н,eszes
714,geschickt::A,уста́,ügyes
715,lieb::A,ала́л,drága
716,lieb::A,ала́л,kedves
717,lustig::A,весела́,víg
718,lustig::A,весела́,vidám
719,sanft::A,ны́жылге,enyhe
720,hungrig::A,шу́жышо,éhes
721,krank::A,че́рле,beteg
722,nackt::A,чарама́т,csupasz
723,nackt::A,чарама́т,meztelen
724,traurig::A,ойга́н,bús
725,traurig::A,ойга́н,szomorú
726,lebendig::A,и́лыше,élő
727,gut::A,сай,jó
728,schlecht::A,уда́,rossz
729,schlecht::A,шӱ́кшӧ,rossz
730,richtig::A,чы́нле,helyes
731,schlimm::A,аля́к,rossz
732,schlimm::A,тыра́н,rossz
733,wahr::A,чы́нле,igaz
734,wahr::A,настоя́щий,igaz
735,alt::A,то́што,ó
736,alt::A,то́што,régi
737,neu::A,у,új
738,ehemalig::A,о́нчычсо,volt
739,ehemalig::A,о́нчычсо,egykori
740,ehemalig::A,онда́кысе,volt
741,ehemalig::A,онда́кысе,egykori
742,alt[Lebewesen]::A,шо́нто,öreg
743,jung::A,са́мырык,fiatal
744,arm::A,нужна́,szegény
745,reich::A,поя́н,gazdag
746,bekannt::A,па́лыме,ismert
747,bekannt::A,па́лыме,ismeretes
748,berühmt::A,лӱ́млӧ,híres
749,fremd::A,йот,idegen
750,verschieden::A,тӱ́рлӧ,különböző
751,nah::A,ли́шыл,közeli
752,fern::A,тора́,távoli
753,fern::A,мӱ́ндыр,távoli
754,linker::A,шола́,bal
755,rechter::A,пурла́,jobb
756,anderer::A,вес,más
