,Concept_ID,ady,ka
625,stark::A,лъэ́ш,ღონიერი
626,schwach::A,хъыбэй,სუსტი
627,fett::A,пщэры́,სქელი
628,schlank::A,ищыгъэ,გამხდარი
629,hübsch::A,дахэ́,ეშხიანი
630,hübsch::A,дахэ́,მშვენიერი
631,böse::A,ябгэ,ავი
632,böse::A,ябгэ,ბოროტი
633,dumm::A,делэ,ბოთე
634,dumm::A,делэ,სულელი
635,faul::A,шъхьахы́нэ,ზანტი
636,faul::A,шъхьахы́нэ,ზარმაცი
637,fleißig::A,егугъурэ,ბეჯითი
638,fleißig::A,егугъурэ,მუყაითი
639,geizig::A,тхьацэ,ძუნწი
640,klug::A,акъылышӏу́,ჭკვიანი
641,geschickt::A,ӏэпэӏэсэ́,მარჯვე
642,geschickt::A,ӏэпэӏэсэ́,გაწაფული
643,geschickt::A,шо́у шӏыгъэ́,მარჯვე
644,geschickt::A,шо́у шӏыгъэ́,გაწაფული
645,lieb::A,псэм фэд,სატრფიალო
646,lustig::A,чэф,მხიარული
647,sanft::A,ӏушъа́б,ალერსიანი
648,sanft::A,ӏушъа́б,გრძნობიერი
649,hungrig::A,гъаблэ́,მშიერი
650,krank::A,сыма́дж,სნეული
651,krank::A,сыма́дж,ავადმყოფი
652,nackt::A,пцӏанэ́,ტიტველი
653,traurig::A,нэшхъэй,მწუხარე
654,traurig::A,нэшхъэй,სევდიანი
655,gut::A,дэгъу́,კარგი
656,schlecht::A,дэи,უხეირო
657,richtig::A,тэрэз,ნამდვილი
658,schlimm::A,щынэгъо,ცუდი
659,wahr::A,шъыпкъэ́,სწორი
660,wahr::A,шъыпкъэ́,ჭეშმარიტი
661,alt::A,жъы,ძველი
662,neu::A,кӏэ,ახალი
663,ehemalig::A,-щтыгъэ,ყოფილი
664,ehemalig::A,-гъэ,ყოფილი
665,alt[Lebewesen]::A,жъы,ბებერი
666,jung::A,ныбжьыкӏэ́,ნორჩი
667,jung::A,ныбжьыкӏэ́,ახალგაზრდა
668,arm::A,тхьамы́кӏ,ღარიბი
669,reich::A,бай,მდიდარი
670,bekannt::A,нэӏуа́с,ცნობილი
671,berühmt::A,цӏэры́ӏу,გამოჩენილი
672,fremd::A,хымэ,უცხო
673,fremd::A,хымэ,გარეშე
674,verschieden::A,зэфэшъхьафы,სხვაგვარი
675,nah::A,благъэ́,ახლო
676,fern::A,чыжьэ,შორი
677,fern::A,чыжьэ,შორეული
678,linker::A,сэмэ́гу,მარცხენა
679,rechter::A,джабгъу,მარჯვენა
680,anderer::A,нэмы́кӏ,სხვა
681,erster::A,апэр,პირველი
682,zweiter::A,я́тӏонэр,მეორე
683,dritter::A,ящэнэр,მესამე
684,letzter::A,аужыр,ბოლო
685,letzter::A,аужыр,უკანასკნელი
686,allein::ADV,зы,მარტო
687,auf einmal::ADV,ардэдэм,ერთდროულად
688,auf einmal::ADV,асыхьатым,ერთდროულად
689,zusammen::ADV,зэгъусэхэ́у,ერთად
690,lange::ADV,бэрэ́,დიდხანს
691,plötzlich::ADV,зэкӏэм,მოულოდნელად
692,sofort::ADV,ардэдэм,ახლავე
693,sofort::ADV,асыхьатым,ახლავე
694,später::ADV,нэужым,მოგვიანებით
695,jetzt::ADV,джы,ახლა
696,heute::ADV,непэ́,დღეს
697,morgen::ADV,неу́щы,ხვალ
698,bald::ADV,псынкӏэу,მალე
699,dann::ADV,нэужым,მერე
700,gestern::ADV,тыгъуа́с,გუშინ
701,einst::ADV,зэгорэ́м,ოდესღაც
702,damals::ADV,армэ,მაშინ
703,damals::ADV,ащыгъум,მაშინ
704,danach::ADV,нэужым,მერმე
705,danach::ADV,нэужым,შემდეგ
706,vorher::ADV,нахьыпэм,ადრე
707,vorher::ADV,нахьыпэм,წინათ
708,einmal::ADV,зэ,ერთხელ
709,oft::ADV,бэрэ,ხშირად
710,immer::ADV,ренэ́у,მუდამ
711,immer::ADV,ренэ́у,ყოველთვის
712,dort::ADV,модэ,იქ
713,dorthin::ADV,модэ́,იქით
714,geradeaus::ADV,занкӏэу,პირდაპირ
715,vorwärts::ADV,ыпэкӏэ,წინ
716,rückwärts::ADV,ыужыкӏэ́,უკან
717,zurück::ADV,ыужыкӏэ́,უკანვე
718,unten::ADV,ычӏэкӏэ́,დაბლა
719,unten::ADV,ычӏэкӏэ́,ქვევით
720,hinab::ADV,ычӏэгъы́,ძირს
721,hinab::ADV,ычӏэкӏэ́,ძირს
722,oben::ADV,ышъхьагъы,ზემოთ
723,hinauf::ADV,ышъхьагъыкӏэ,ზევით
724,überall::ADV,тыди́,ყველგან
725,überall::ADV,тыдэкӏи́,ყველგან
726,nicht::ADV,-п,არ
727,nicht::ADV,мы-,არ
728,ein wenig::ADV,тӏэкӏу,ცოტა
729,kaum::ADV,къоды́й,ძლივს
730,sehr::ADV,дэд,მეტად
731,sehr::ADV,дэд,ძალიან
732,so::ADV,ащ фэд,ისე
733,so::ADV,мыщ фэд,ისე
734,so::ADV,джащ фэд,ისე
735,noch::ADV,джыри,ჯერ
736,nur::ADV,ныӏэ́п,მხოლოდ
737,wieder::ADV,джыри,ისევ
738,wieder::ADV,джыри,კიდევ
739,vergebens::ADV,пкӏэнчъэ́у,ამაოდ
740,vergebens::ADV,пкӏэнчъэ́у,ტყუილად
741,vor::PRP,пашъхьэ́,წინ
742,hinter::PRP,кӏы́б,უკან
743,hinter::PRP,кӏы́б,მიღმა
744,unter::PRP,чӏэ-,ქვეშ
745,unter::PRP,чӏэ-,ქვევით
746,durch::PRP,пхыры-,გავლით
747,neben::PRP,дэжь,გვერდით
748,zwischen::PRP,азыфа́гу,შუა
749,zwischen::PRP,азыфа́гу,შორის
750,wegen::PRP,къы-,გამო
751,wegen::PRP,къы-,შედეგად
752,dies::PRN,ар,ეს
753,das::PRN,а,ეგ
754,das::PRN,мо,ეგ
755,alles::PRN,зэкӏэ́,ყველაფერი
756,ich::PRN,сэ,მე
757,du::PRN,о,შენ
758,er::PRN,ар,ის
759,er::PRN,ар,იგი
760,wir::PRN,тэ,ჩვენ
761,ihr::PRN,шъо,თქვენ
762,sie::PRN,ахэр,ისინი
763,was::FPRN,сыд,რა
764,wer::FPRN,хэт,ვინ
765,wo::FADV,тыдэ́,სად
766,wohin::FADV,тыдэ́,საით
767,wie::FADV,сыдэущтэ́у,როგორ
768,warum::FADV,сыд пае́,რაზე
769,warum::FADV,сыд пае́,რატომ
770,wieviel::FNUM,тхьапш,რამდენი
771,wieviel::FNUM,сыд фэди́з,რამდენი
772,eins::NUM,зы,ერთი
773,zwei::NUM,тӏу,ორი
774,drei::NUM,щы,სამი
775,vier::NUM,плӏы,ოთხი
776,fünf::NUM,тфы,ხუთი
777,sechs::NUM,хы,ექვსი
778,sieben::NUM,блы,შვიდი
779,acht::NUM,и,რვა
780,neun::NUM,бгъу,ცხრა
781,zehn::NUM,пшӏы,ათი
782,elf::NUM,пшӏыкӏузы́,თერთმეტი
783,zwölf::NUM,пшӏыкӏутӏу,თორმეტი
784,zwanzig::NUM,тӏокӏы́,ოცი
785,dreißig::NUM,щэкӏы,ოცდაათი
786,vierzig::NUM,тӏокӏи́тӏу,ორმოცი
787,fünfzig::NUM,шъэны́ыкъу,ორმოცდაათი
788,sechzig::NUM,тӏокӏи́щ,სამოცი
789,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,სამოცდაათი
790,achtzig::NUM,тӏокӏи́пӏ,ოთხმოცი
791,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,ოთხმოცდაათი
792,hundert::NUM,шъэ,ასი
793,tausend::NUM,мин,ათასი
794,und::CNJ,ыкӏи,და
795,oder::CNJ,е,ან
796,stehen::V,ущытын,დგას
797,stehen::V,умыхъыен,დგას
798,sitzen::V,уисын,ზის
799,sitzen::V,утесын,ზის
800,liegen::V,телъы́н,აწევს
801,hängen::V,къыщылэлын,კიდია
802,hängen::V,къыщылэлын щыгъын быхъур,კიდია
803,werden::V,хъун,გახდება
804,passieren::V,къэхъун,მოხდება
805,beginnen::V,къежьэн,იწყება
806,beginnen::V,къыублэн,იწყება
807,enden::V,ухы́н,გათავდება
808,wechseln::V,зэхъожьы́н,იცვლება
809,aufgehen[Sonne]::V,къыкъокӏы́н,ამოდის
810,untergehen[Sonne]::V,къохьан,ჩადის
811,scheinen[Sonne]::V,къепсыи,ანათებს
812,donnern::V,гъогъон,ქუხს
813,wehen::V,епщэ́н,ქრის
814,wehen::V,епщэ́н,დაუბერავს
815,strömen::V,чъэн,იღვრება
816,fließen::V,чъэн,დის
817,fließen::V,чъэн,მიედინება
818,sich drehen::V,зыгъэчэрэгъу́н,ტრიალებს
819,schwanken::V,хъые́н,ირხევა
820,schwingen::V,зыгъэхъые́н,ირხევა
821,fallen::V,къефэхы́н,დავარდება
822,brennen::V,стын,იწვის
823,rauchen::V,ӏугъо къикӏын,ბოლავს
824,rauchen::V,ӏугъо къикӏын,აბოლებს
825,regnen::V,къещхы́н,წვიმს
826,gefrieren::V,дыкъын,იყინება
827,tauen::V,жъун,დნება
828,schmelzen::V,ткӏун,დნება
829,trocknen::V,гъушъы́н,გაშრება
830,trocknen::V,чъэпхъу́н,გაშრება
831,sieden::V,жъон,დუღს
832,faulen::V,шъун,ლპება
833,verfaulen::V,шъун,ლპება
834,reißen::V,зэӏэтхъы́н,დაიხევა
835,versinken::V,чӏихьан,ეფლობა
836,versinken::V,чӏихьан,ჩაიძირება
837,vergehen::V,блэкӏы́н,გადის
838,erscheinen::V,къэлъэгъон,გამოჩნდება
839,verschwinden::V,кӏодыжьы́н,გააქრება
840,verschwinden::V,кӏодыжьы́н,დაიკარგება
841,abnehmen::V,къыкӏичын,შემცირდება
842,zunehmen::V,хэхъо́н,გასუქდება
843,steigen::V,къежьэн,მოიმატებს
844,wachsen::V,хэхъо́н,იზრდება
845,wachsen::V,хэхъо́н,მრავლდება
846,wachsen::V,къэкӏы́н,იზრდება
847,wachsen::V,къэкӏы́н,მრავლდება
848,glänzen::V,цӏыу́н,ბრწყინავს
849,funkeln::V,жъыу́н,კაშკაშებს
850,lärmen::V,бырсыры́н,ხმაურობს
851,läuten::V,теон,დარეკავს
852,klingeln::V,теон,დარეკავს
853,brausen::V,шъуин,ბობოქრობს
854,rauschen::V,макъэ гъэӏун,შრიალებს
855,klingen::V,къыхэӏукӏын,ხმას გამოსცემს
856,bellen::V,хьакъу́н,უყეფს
857,heulen::V,быун,ღმუის
858,blasen::V,епщэ́н,დაუბერავს
859,pfeifen::V,шъуин,უსტვენს
860,schreien::V,куо́н,ყვირის
861,schreien::V,кӏыи́н,ყვირის
862,stöhnen::V,щэӏун,კვნესის
863,zittern::V,кӏэзэзын,აძაგძაგებს
864,leben::V,псэу́н,ცოცხლობს
865,geboren werden::V,къэхъун,იშვება
866,geboren werden::V,къэхъун,იბადება
867,atmen::V,жьы къэщэ́н,სუნთქავს
868,trinken::V,ешъо́н,სვამს
869,trinken::V,ешъо́н,დალევს
870,essen::V,шхын,შეჭამს
871,schlucken::V,бдырыин,ყლაპავს
872,müde werden::V,пшъын,დაიქანცება
873,einschlafen::V,хэчъыен,დაიძინებს
874,schlafen::V,чъые́н,სძინავს
875,aufwachen::V,къэущы́н,გაიღვიძებს
876,aufstehen::V,уцу́н,ადგება
877,sich erholen::V,зыгъэпсэфын,დაისვენებს
878,krank werden::V,сымаджэ́ хъун,ავად გახდება
879,krank sein::V,сымэджэ́н,ავადმყოფობს
880,schmerzen::V,сымэджэ́н,სტკივა
881,husten::V,пскэ́н,ახველებს
882,genesen::V,хъужьын,მორჩება
883,sterben::V,лӏэн,კვდება
884,umkommen::V,хэкӏодэн,დაიღუპება
885,sich bewegen::V,хъые́н,იძვრის
886,sich bewegen::V,хъые́н,მოძრაობს
887,sich rühren::V,хъые́н,გაინძრევა
888,sich erheben::V,къэтэджын,ადგება
889,sich setzen::V,тӏысы́н,დაჯდება
890,hinfallen::V,ебэджы́н,დაეცემა
891,laufen::V,кӏон,დადის
892,schreiten::V,кӏон,აბიჯებს
893,spazierengehen::V,къэкӏухьэн,დასეირნობს
894,eilen::V,гузэжъон,მიიჩქარის
895,sich beeilen::V,гуӏэ́н,აჩქარდება
896,sausen::V,псынкӏэ́у чъэн,მიქრის
897,rennen::V,чъэн,დარბის
898,springen::V,пкӏэн,ხტის
899,klettern::V,дэцохъоен,ძვრება
900,schaukeln::V,уешӏэн,ქანაობს
901,kriechen::V,цохъо́н,დაბობღავს
902,schwimmen::V,есы́н,ცურავს
903,tauchen::V,зычӏэгъэо́н,ჩაიძირება
904,rudern::V,къошъо бэщкӏэ фын,ნიჩაბს უსვამს
905,fahren::V,кӏон,დადის
906,fahren::V,кӏон,მგზავრობს
907,fliegen::V,быбы́н,იფრენს
908,fliegen::V,быбы́н,გაფრინდება
909,gehen::V,кӏон,მიდის
910,weggehen::V,ӏукӏын,წამოდის
911,abfahren::V,ежьэн,მიემგზავრება
912,anhalten::V,къэуцу́н,ჩერდება
913,hineingehen::V,ихьан,შედის
914,eintreten::V,чӏэхьан,შედის
915,kommen::V,къэкӏо́н,მოდის
916,ankommen::V,къэсы́н,ჩადის
917,zurückkommen::V,гъэзэжьын,დაბრუნდება
918,bleiben::V,къэнэ́н,დარჩება
919,warten::V,пэплъэ́н,ელოდება
920,erwarten::V,ежэн,ელის
921,erwarten::V,ежэн,დაიცდის
922,suchen::V,лъыхъу́н,ეძებს
923,suchen::V,лъыхъу́н,მოძებნის
924,finden::V,къэгъоты́н,მიაგნებს
925,finden::V,къэгъоты́н,გამოძებნის
926,finden::V,къыхэгъэщы́н,მიაგნებს
927,finden::V,къыхэгъэщы́н,გამოძებნის
928,versuchen::V,пылъы́н,ცდის
929,versuchen::V,пылъы́н,ცდილობს
930,vorbereiten::V,гъэхьазыры́н,მოამზადებს
931,lieben::V,шӏу плъэгъу́н,უყვარს
932,mögen::V,шӏу плъэгъу́н,ეტრფის
933,lachen::V,щхын,იცინის
934,rühren::V,гур гъэузын,გულს აუჩუყებს
935,weinen::V,гъын,ტირის
936,schimpfen::V,хъонэн,შეიგინება
937,sich ärgern::V,губжы́н,გაბრაზობს
938,sich fürchten::V,щынэ́н,შიშობს
939,fürchten::V,щынэ́н,ფრთხილობს
940,sehen::V,льэгъу́н,ხედავს
941,anschauen::V,плъэн,ნახავს
942,anschauen::V,еплъы́н,ნახავს
943,ansehen::V,плъэн,უყურებს
944,hören::V,зэхэхын,ისმენს
945,zuhören::V,дэӏо́н,მოისმენს
946,probieren::V,хэӏэн,გასინჯავს
947,riechen::V,пэмэ́н,ყნოსავს
948,fühlen::V,зэхэпшӏэн,გრძნობს
949,scheinen::V,уащыхъу́н,ეჩვენება
950,scheinen::V,уашӏошӏы́н,ეჩვენება
951,zu sehen sein::V,зэрэлъэгъу́н,მოჩანს
952,vernehmen::V,зэхэхын,გაიგებს
953,frieren::V,дыкъын,იყინება
954,frieren::V,пӏыкӏэн,იყინება
955,frieren::V,чъыӏэ́ лӏэн,იყინება
956,tun::V,шӏын,აკეთებს
957,können::V,лъэкӏы́н,შეიძლება
958,wollen::V,фэе́н,უნდა
959,anfangen::V,ублэн,დაიწყებს
960,beenden::V,ухы́н,ამთავრებს
961,aufhören::V,щыгъэтын,შეწყვეტს
962,gelingen::V,хъун,მოახერხებს
963,öffnen::V,ӏухы́н,გახსნის
964,schließen::V,игъэсэн,ხურავს
965,schließen::V,игъэсэн,დაკეტავს
966,stellen::V,бгъэуцун,დადგამს
967,setzen::V,гъэтӏысы́н,დასვამს
968,legen::V,хэлъхьа́н,დადებს
969,berühren::V,эӏэн,შეახებს
970,berühren::V,эӏэн,მიაკარებს
971,berühren::V,нэсын,შეახებს
972,berühren::V,нэсын,მიაკარებს
973,verbinden::V,зэхэпхэ́н,შეაერთებს
974,verbinden::V,пхын,შეაერთებს
975,bedecken::V,техъо́н,გადააფარებს
976,aufhängen::V,пылъэ́н,დაკიდებს
977,anzünden::V,хэгъэнэ́н,დაანთებს
978,anzünden::V,хэгъэнэ́н,მოუკიდებს
979,zurücklassen::V,къэгъэнэ́н,დატოვებს
980,verlieren::V,чӏэ́нэн,დაკარგავს
981,verlieren::V,шӏокӏоды́н,დაკარგავს
982,fallen lassen::V,чӏэунэн,გაუვარდება
983,fallen lassen::V,пӏэпызын,გაუვარდება
984,machen::V,шӏын,გააკეთებს
985,machen::V,шӏын,გამოიწვევს
986,herstellen::V,шӏы́н,დაამზადებს
987,bauen::V,шӏы́н,ააშენებს
988,reparieren::V,дыжьы́н,შეაკეთებს
989,reparieren::V,дыжьы́н,გაარემონტებს
990,verbessern::V,нахьышӏу пшӏын,გამოაკეთებს
991,verbessern::V,нахьышӏу пшӏын,გააუმჯობესებს
992,verbessern::V,нахь дэгъу пшӏын,გამოაკეთებს
993,verbessern::V,нахь дэгъу пшӏын,გააუმჯობესებს
994,ändern::V,зэблэхъу́н,შეცვლის
995,graben::V,тӏын,თხრის
996,biegen::V,уфэн,გაღუნავს
997,drehen::V,гъэчэрегъу́,ატრიალებს
998,wenden::V,пӏонтӏэн,მოაბრუნებს
999,wenden::V,бгъэзэн,მოაბრუნებს
1000,wenden::V,уӏубын,მოაბრუნებს
1001,heben::V,ӏэты́н,ასწევს
1002,hochheben::V,ӏэты́н,აიყვანს
1003,ergreifen::V,къэубыты́н,სტაცებს
1004,halten::V,ӏыгъы́н,უჭირავს
1005,drücken::V,тэӏункӏэн,დააწვება
1006,schieben::V,уеӏункӏын,მისწევს
1007,schieben::V,уетӏыргун,მისწევს
1008,kratzen::V,цӏэнтхъун,მოფხანს
1009,lecken::V,бзэи́н,ლოკავს
1010,beißen::V,ецэкъэ́н,უკბენს
1011,abreißen::V,къичын,გლეჯს
1012,abreißen::V,къичын,მოწყვეტს
1013,abreißen::V,пытхъын,გლეჯს
1014,abreißen::V,пытхъын,მოწყვეტს
1015,abschneiden::V,пыупкӏын,გაჭრის
1016,abschneiden::V,гобзыкӏын,გაჭრის
1017,binden::V,епхын,შეკრავს
1018,binden::V,епхын,გადააბამს
1019,stecken::V,хэсэн,ჩაასობს
1020,brechen::V,зэпыпкӏын,მოიტეხს
1021,klopfen::V,теон,აკაკუნებს
1022,hauen::V,теон,ლეწავს
1023,kleben::V,щхэн,წებავს
1024,kleben::V,щхэн,დააწებებს
1025,reiben::V,пӏотын,დაზელს
1026,streichen::V,щыфэн,უსვამს
1027,schleifen::V,гъэчаны́н,ლესავს
1028,schleifen::V,кӏэлыкӏы́н,ლესავს
1029,schneiden::V,бзын,გაჭრის
1030,rütteln::V,гъэсысын,არხევს
1031,schütteln::V,гъэсысын,არყევს
1032,schütteln::V,гъэсысын,ანძრევს
1033,schwenken::V,ӏэ шӏын,აქნევს
1034,schütten::V,икӏэ́н,ღვრის
1035,schütten::V,икӏэ́н,დააქცევს
1036,füllen::V,из шӏын,გაავსებს
1037,einwickeln::V,кӏоцӏыщыхьа́н,შეახვევს
1038,tragen::V,хьын,მიიტანს
1039,schleppen::V,пхьын,მიათრევს
1040,schleppen::V,плъэшъун,მიათრევს
1041,ziehen::V,пкъудыин,წევს
1042,ziehen::V,пкъудыин,ათრევს
1043,ziehen::V,пщэн,წევს
1044,ziehen::V,пщэн,ათრევს
1045,ziehen::V,плъэшъун,წევს
1046,ziehen::V,плъэшъун,ათრევს
1047,aufbewahren::V,пӏыгъын,შეინახავს
1048,aufbewahren::V,уухъумэн,შეინახავს
1049,werfen::V,дзын,ისვრის
1050,fangen::V,къэубыты́н,დაიჭერს
1051,packen::V,къэубыты́н,სტაცებს
1052,verstecken::V,бгъэбылъын,მალავს
1053,teilen::V,гощы́н,დაყოფს
1054,schicken::V,гъахьы́н,გაგზავნის
1055,bringen::V,къэхьы́н,მოიტანს
1056,hinzufügen::V,хэгъэхъо́н,დაამატებს
1057,nehmen::V,къытехы́н,აიღებს
1058,wählen::V,къыхэхы́н,გადაარჩევს
1059,auswählen::V,къыхэхы́н,ამოარჩევს
1060,bewahren::V,къэухъумэн,ინარჩუნებს
1061,behindern::V,пэрыохъу хъун,აბრკოლებს
1062,behindern::V,пэрыохъу хъун,გააძნელებს
1063,verderben::V,къутэн,გააფუჭებს
1064,beschädigen::V,къутэн,დააზიანებს
1065,zerbrechen::V,къутэн,დაამტვრევს
1066,zerreißen::V,зэӏэтхъы́н,გახევს
1067,zerstören::V,къутэ́н,მოსპობს
1068,zerstören::V,къутэ́н,დაანგრევს
1069,verbrennen::V,гъэсты́н,დაწვავს
1070,geben::V,еты́н,აძლევს
1071,reichen::V,еты́н,მიაწოდებს
1072,schenken::V,еты́н,აჩუქებს
1073,versprechen::V,гъэгугъэ́н,აღუთქვამს
1074,wünschen::V,шӏоигъо́н,უსურვებს
1075,loben::V,щытхъун,აქებს
1076,loben::V,щытхъун,ამკობს
1077,küssen::V,ебэу́н,აკოცებს
1078,wiegen::V,гъэхъыен,არხევს
1079,zudecken::V,техъо́н,გადახურავს
1080,wecken::V,къэгъэущы́н,გააღვიძებს
1081,zeigen::V,гъэлъэгъо́н,დაანახვებს
1082,führen::V,щэн,მიჰყავს
1083,lehren::V,егъэджэ́н,ასწავლის
1084,lehren::V,егъэшӏэн,ასწავლის
1085,unterrichten::V,егъэджэ́н,ასწავლის
1086,aufziehen::V,пӏун,აღზრდის
1087,leiten::V,гъэзекӏон,აწარმოებს
1088,leiten::V,гъэзекӏон,ხელმძღვანელობს
1089,antreiben::V,къепфылӏэн,დააჩქარებს
1090,lassen::V,еты́н,ა--ინებს
1091,einladen::V,къегъэблэгъэн,მოიპატიჟებს
1092,vereinigen::V,зэгогъэхьан,შეაერთებს
1093,besuchen::V,щыӏэ́н,სანახავად მიდის
1094,treffen::V,ӏукӏэ́н,შეხვდება
1095,treffen::V,пэгъокӏы́н,შეხვდება
1096,sich versammeln::V,зэхэхьан,შეიკრიბება
1097,spielen::V,джэгу́н,ეთამაშება
1098,singen::V,орэ́д къэӏо́н,მღერის
1099,tanzen::V,къэшъо́н,ცეკვავს
1100,sich trennen::V,зэгокӏыжьы́ных,მოშორდება
1101,verlassen::V,бгынэн,მიატოვებს
1102,verlassen::V,хэкӏыжьын,მიატოვებს
1103,retten::V,къыхэпхыжьын,იხსნის
1104,retten::V,къыхэпхыжьын,გადაარჩენს
1105,retten::V,къэбгъэнэжьын,იხსნის
1106,retten::V,къэбгъэнэжьын,გადაარჩენს
1107,bewachen::V,къэгъэгъунэн,დარაჯობს
1108,bewachen::V,къэгъэгъунэн,უთვალთვალებს
1109,schützen::V,ухъумэ́н,დაიფარავს
1110,verteidigen::V,къэухъумэн,დაიცავს
1111,sich schlagen::V,эзэон,იჩხუბებს
1112,schießen::V,он,ისვრის
1113,siegen::V,текӏо́н,გაიმარჯვებს
1114,ärgern::V,бгъэгубжын,აჯავრებს
1115,schlagen::V,ео́н,ცემს
1116,stechen::V,хэӏун,სჩხვლეტს
1117,stoßen::V,тӏыро́н,დაეჯახება
1118,stoßen::V,уеӏункӏын,დაეჯახება
1119,stehlen::V,тыгъу́н,ქურდობს
1120,stehlen::V,тыгъу́н,მოიპარავს
1121,stören::V,бгъэгумэкӏын,შეაწუხებს
1122,belästigen::V,бгъэгумэкӏын,მობეზრდება
1123,verbergen::V,ушъэфын,დამალავს
1124,täuschen::V,гъэпцӏэ́н,შეცდებს
1125,betrügen::V,гъэпцӏэ́н,მოატყუებს
1126,töten::V,уикӏын,მოკლავს
1127,wohnen::V,дэсын,ცხოვრობს
1128,wohnen::V,дэсын,ბინადრობს
1129,arbeiten::V,лэжьэ́н,მუშაობს
1130,sammeln::V,угъои́н,შეკრებს
1131,pflücken::V,къыпычы́н,კრეფს
1132,jagen::V,шэкӏон,ნადირობს
1133,jagen::V,ешэкӏон,ნადირობს
1134,fischen::V,пцэжъые уешэн,თევზაობს
1135,fassen::V,къэубыты́н,დააჭერს
1136,hüten::V,хэхъо́н,მწყემსავს
1137,treiben::V,пфын,მიერეკება
1138,anbinden::V,епхын,მიაბამს
1139,füttern::V,гъэшхэ́н,აჭმევს
1140,melken::V,щын,წველის
1141,hacken::V,упкӏэтэн,კეპავს
1142,gießen::V,тепкӏэн,რწყავს
1143,reifen::V,игъо хъун,მწიფდება
1144,zubereiten::V,бгъэхьазырын,მოამზადებს
1145,kochen::V,шӏы́н,მოხარშავს
1146,backen::V,гъэжъэ́н,გამოაცხობს
1147,braten::V,гъэжъэ́н,შეწვავს
1148,umrühren::V,зэхэгъэкӏухьан,შეურევს
1149,umrühren::V,зэхэгъэкӏухьан,გათქვეფს
1150,stricken::V,хъын,ქსოვს
1151,nähen::V,дэн,გაკერავს
1152,färben::V,бгъэлэн,შეღებავს
1153,reinigen::V,укъэбзы́н,გაწმენდს
1154,reinigen::V,укъэбзы́н,გასუფთავებს
1155,waschen::V,бгыкӏын,გარეცხავს
1156,abwischen::V,лъэкӏы́н,წაშლის
1157,spülen::V,дэгъэчъыхьан,გაავლებს
1158,fegen::V,пхъэнкӏы́н,დაბლანდავს
1159,kehren::V,пхъэнкӏы́н,დაგვის
1160,baden::V,зыгъэпскӏын,ბანაობს
1161,sich waschen::V,зытхьакӏы́н,იბანება
1162,ausziehen::V,къытехы́н,გაიხდის
1163,anziehen::V,щылъэ́н,ჩაიცვამს
1164,sich anziehen::V,зыфэпэн,ჩაიცვამს
1165,kämmen::V,жьын,დავარცხნის
1166,schmücken::V,гъэдэхэ́н,მორთავს
1167,sagen::V,къэӏон,იტყვის
1168,sprechen::V,псэлъэ́н,ლაპარაკობს
1169,reden::V,гущыӏэ́н,საუბრობს
1170,sich unterhalten::V,зэдэгущыӏэн,ბაასობს
1171,sich unterhalten::V,зэдэгущыӏэн,მუსაიფობს
1172,fragen::V,упчӏэ́н,ჰკითხავს
1173,bitten::V,лъэӏо́н,სთხოვს
1174,erzählen::V,къэпӏотэ́н,მოუთხრობს
1175,mitteilen::V,макъэ егъэӏун,აუწყებს
1176,mitteilen::V,макъэ егъэӏун,აცნობებს
1177,nennen::V,цӏэ фэусы́н,უწოდებს
1178,rufen::V,джэн,დაუძახებს
1179,prahlen::V,узыщытхъужьы́н,ტრაბახობს
1180,übersetzen::V,бгъэкӏотэн,გადათარგმნის
1181,denken::V,егупшысэ́н,ფიქრობს
1182,denken::V,егупшысэ́н,აზროვნებს
1183,glauben::V,уивыхъэ́ телъы́н,სჯერა
1184,bemerken::V,гу лъыптэ́н,შენიშვნავს
1185,erkennen::V,зэхэпхын,გამოიცნობს
1186,erkennen::V,зэбгъэшӏэн,გამოიცნობს
1187,begreifen::V,гурыӏо́н,გაიგებს
1188,verstehen::V,зэхэхын,გაიგონებს
1189,lernen::V,еджэ́н,ისწავლის
1190,wissen::V,шӏэн,ეცოდინება
1191,sich erinnern an::V,къэшӏэжьын,მოიგონებს
1192,sich erinnern an::V,къэшӏэжьын,გაიხსენებს
1193,vergessen::V,пщыгъупшэжьы́н,ივიწყებს
1194,messen::V,шын,ზომავს
1195,zählen::V,плъытэ́н,ითვლის
1196,rechnen::V,плъытэ́н,გაიანგარიშებს
1197,rechnen::V,угугъэ́н,გაიანგარიშებს
1198,lesen::V,еджэ́н,კითხულობს
1199,malen::V,шӏын,ხატავს
1200,zeichnen::V,шӏын,ხაზავს
1201,schreiben::V,тхын,დაწერს
1202,besitzen::V,иӏэн,ექნება
1203,kaufen::V,щэфы́н,ყიდულობს
1204,verkaufen::V,щэн,გაყიდის
1205,bezahlen::V,птын,გადაიხდის
1206,bezahlen::V,лъыптын,გადაიხდის
1207,bezahlen::V,птыжьы́н,გადაიხდის
1208,zahlen::V,птын,გადაიხდის
1209,zahlen::V,лъыптын,გადაიხდის
1210,beherrschen::V,иунаеу иӏэн,ფლობს
1211,ertragen::V,щэчы́н,მოითმენს
1212,Schnurrbart::N,,ულვაში
1213,Nabel::N,,ჭიპი
1214,Wetter::N,,ამინდი
