,Concept_ID,fr,sah
248,Tante::N,tante,эдьиий
249,Ehemann::N,mari,эр
250,Ehemann::N,époux,эр
251,Ehefrau::N,femme,ойох
252,Ehefrau::N,épouse,ойох
253,Freude::N,joie,үөрүү
254,Freude::N,plaisir,үөрүү
255,Gelächter::N,rires,күлүү
256,Glück::N,bonheur,дьол
257,Glück::N,bonheur,соргу
258,Kummer::N,peine,кутурҕан
259,Kummer::N,chagrin,кутурҕан
260,Wunsch::N,désir,баҕарыы
261,Lust::N,envie,баҕа
262,Geist::N,esprit,тыын
263,Gedanke::N,idée,санаа
264,Gedanke::N,pensée,санаа
265,Gedächtnis::N,mémoire,өй
266,Verstand::N,raison,өй
267,Sinn::N,sens,суолта
268,Grund::N,cause,төрүөт
269,Grund::N,raison,төрүөт
270,Wahrheit::N,vérité,кырдьык
271,Gespräch::N,conversation,бэсиэдэ
272,Gespräch::N,conversation,кэпсэтии
273,Märchen::N,conte,остуоруйа
274,Märchen::N,conte de fées,остуоруйа
275,Erzählung::N,conte,кэпсээн
276,Erzählung::N,narration,кэпсээн
277,Nachricht::N,message,биллэриллии
278,Neuigkeit::N,nouvelle,сонун
279,Name::N,nom,аат
280,Rätsel::N,énigme,таабырын
281,Rätsel::N,devinette,таабырын
282,Rede::N,parole,этии
283,Rede::N,discours,этии
284,Sprache::N,langue,тыл
285,Sprache::N,langage,тыл
286,Stimme::N,voix,куолас
287,Wort::N,mot,тыл
288,Zeichen::N,signe,бэлиэ
289,Ruf::N,cri,ыҥырыы
290,Ruf::N,appel,ыҥырыы
291,Lärm::N,bruit,айдаан
292,Laut::N,son,тыас
293,Ton::N,ton,дорҕоон
294,Lied::N,chant,ырыа
295,Lied::N,chanson,ырыа
296,Ruhe::N,calme,уу чуумпу
297,Ruhe::N,tranquillité,уу чуумпу
298,Leute::N,gens,дьон
299,Volk::N,peuple,дьон
300,Volk::N,peuple,норуот
301,Arbeit::N,travail,үлэ
302,Gast::N,hôte,ыалдьыт
303,Gast::N,invité,ыалдьыт
304,Geschenk::N,cadeau,бэлэх
305,Geschenk::N,présent,бэлэх
306,Spiel::N,jeu,оонньуу
307,Gesellschaft::N,compagnie,общество
308,Hilfe::N,aide,көмө
309,Hilfe::N,secours,көмө
310,Freund::N,ami,доҕор
311,Kamerad::N,copain,атас
312,Kamerad::N,camarade,атас
313,Angelegenheit::N,affaire,дьыала
314,Anzahl::N,nombre,ахсаан
315,Art::N,sorte,биис
316,Art::N,espèce,биис
317,Stück::N,morceau,кырбас
318,Teil::N,part,ирээт
319,Teil::N,partie,ирээт
320,Hälfte::N,moitié,аҥар
321,Kreis::N,cercle,төгүрүк
322,Kreis::N,cercle,төгүрүмтэ
323,Kreuz::N,croix,кириэс
324,Linie::N,ligne,сурааһын
325,Strich::N,trait,сурааһын
326,Abstand::N,écart,арыт
327,Entfernung::N,distance,ыраах
328,Gegend::N,région,сир
329,Gegend::N,contrée,сир
330,Platz::N,place,арыт
331,Ort::N,lieu,сир
332,Ort::N,endroit,сир
333,Seite::N,côté,өрүт
334,Seite::N,côté,сирэй
335,Mitte::N,milieu,орто
336,Gegenstand::N,objet,предмет
337,Sache::N,chose,мал
338,Rand::N,bord,кытыы
339,Rand::N,bord,ойоҕос
340,Kante::N,arête,кырыы
341,Ecke::N,coin,муннук
342,Ecke::N,tournant,муннук
343,Spitze::N,cime,чыпчаал
344,Spitze::N,pointe,чыпчаал
345,Ende::N,bout,төбө
346,Loch::N,trou,тэһэҕэс
347,Loch::N,trou,дьөлөҕөс
348,Winkel::N,coin,муннук
349,Winkel::N,réduit,муннук
350,Muster::N,dessin,оһуор
351,Größe::N,grandeur,кээмэй
352,Länge::N,longueur,уста
353,Höhe::N,hauteur,үрдүк
354,Höhe::N,altitude,үрдүк
355,Gewicht::N,poids,ыйааһын
356,Menge::N,quantité,ахсаан
357,Haufen::N,tas,чөмчөх
358,Reihe::N,file,кэккэ
359,Reihe::N,rangée,кэккэ
360,Boot::N,canot,оҥочо
361,Boot::N,bateau,оҥочо
362,Ruder::N,rame,эрдии
363,Ruder::N,aviron,эрдии
364,Schlitten::N,traîneau,сыарҕа
365,Ski::N,ski,хайыһар
366,Lagerfeuer::N,feu de camp,кутаа
367,Last::N,charge,ыарахан
368,Last::N,fardeau,ыарахан
369,Gang::N,tour,хаамыы
370,Gang::N,marche,хаамыы
371,Schritt::N,pas,хардыы
372,Norden::N,nord,хоту
373,Süden::N,sud,соҕуруу
374,Westen::N,ouest,арҕаа
375,Westen::N,occident,арҕаа
376,Osten::N,est,илин
377,Osten::N,orient,илин
378,Holz::N,bois,мас
379,Brett::N,planche,дуоска
380,Brett::N,planche,хаптаһын
381,Platte::N,plaque,билиитэ
382,Stütze::N,appui,тулааһын
383,Stütze::N,soutien,тулааһын
384,Stange::N,barre,ураҕас
385,Stange::N,perche,ураҕас
386,Stock::N,canne,мас
387,Stock::N,canne,баалкы
388,Stab::N,bâton,ураҕас
389,Rohr::N,tube,турба
390,Rohr::N,tuyau,турба
391,Haus::N,maison,дьиэ
392,Heim::N,maison,дьиэ
393,Ofen::N,poêle,оһох
394,Fußboden::N,plancher,муоста
395,Tisch::N,table,остуол
396,Stuhl::N,chaise,устуул
397,Wiege::N,berceau,биһик
398,Bett::N,lit,кырабаат
399,Regal::N,étagère,долбуур
400,Kiste::N,caisse,дьааһык
401,Fenster::N,fenêtre,түннүк
402,Tür::N,porte,аан
403,Tor::N,porte,аан
404,Tor::N,portail,аан
405,Zaun::N,clôture,соппулуот
406,Dach::N,toit,кырыыса
407,Leiter::N,échelle,кирилиэс
408,Besen::N,balai,миинньик
409,Spaten::N,bêche,күрдьэх
410,Schaufel::N,pelle,күрдьэх
411,Gabel::N,fourchette,биилкэ
412,Löffel::N,cuiller,луоска
413,Messer::N,couteau,быһах
414,Nagel::N,clou,тоһоҕо
415,Netz::N,filet,илим
416,Haken::N,croc,көхө
417,Haken::N,crochet,көхө
418,Griff::N,prise,ук
419,Griff::N,prise,тутаах
420,Griff::N,manche,ук
421,Griff::N,manche,тутаах
422,Schloss::N,serrure,күлүүс
423,Bild::N,image,хартыына
424,Bild::N,tableau,хартыына
425,Figur::N,figure,фигура
426,Puppe::N,poupée,куукула
427,Beutel::N,sac,мөһөөччук
428,Beutel::N,petit sac,мөһөөччук
429,Bündel::N,paquet,баайыы
430,Bündel::N,faisceau,баайыы
431,Tasche::N,sac,суумка
432,Eimer::N,seau,биэдэрэ
433,Deckel::N,couvercle,хаппах
434,Geschirr::N,vaisselle,иһит
435,Sack::N,sac,куул
436,Tasse::N,tasse,сэлиэнэй
437,Topf::N,pot,көстүрүүҥкэ
438,Topf::N,marmite,көстүрүүҥкэ
439,Kessel::N,chaudron,хочуол
440,Essen::N,repas,аһылык
441,Essen::N,manger,аһылык
442,Nahrung::N,nourriture,ас
443,Speise::N,plat,аһылык
444,Fleisch::N,viande,эт
445,Getreide::N,blé,злактар
446,Getreide::N,céréales,злактар
447,Brei::N,purée,хааһы
448,Brei::N,bouillie,хааһы
449,Brot::N,pain,килиэп
450,Scheibe::N,tranche,куһуок
451,Fett::N,graisse,сыа
452,Butter::N,beurre,арыы
453,Öl::N,huile,арыы
454,Salz::N,sel,туус
455,Suppe::N,soupe,мин
456,Suppe::N,potage,мин
457,Honig::N,miel,мүөт
458,Milch::N,lait,үүт
459,Tee::N,thé,чэй
460,Leder::N,cuir,тирии
461,Wolle::N,laine,түү
462,Stoff::N,tissu,таҥас
463,Stoff::N,étoffe,таҥас
464,Nadel::N,aiguille,иннэ
465,Faden::N,fil,сап
466,Knopf::N,bouton,тимэх
467,Knoten::N,nœud,түмүк
468,Farbe::N,peinture,кырааска
469,Kleidung::N,vêtements,таҥас
470,Kleidung::N,habillement,таҥас
471,Hemd::N,chemise,ырбаахы
472,Kragen::N,col,саҕа
473,Ärmel::N,manche,сиэх
474,Hose::N,pantalon,ыстаан
475,Hose::N,pantalon,бүрүүкэ
476,Gürtel::N,ceinture,кур
477,Mütze::N,bonnet,бэргэһэ
478,Mütze::N,casquette,бэргэһэ
479,Schuh::N,soulier,бачыыҥка
480,Schuh::N,chaussure,бачыыҥка
481,Stiefel::N,botte,саппыкы
482,Ring::N,bague,биһилэх
483,Band::N,ruban,лиэнтэ
484,Kamm::N,peigne,тараах
485,Spiegel::N,glace,сиэркилэ
486,Spiegel::N,miroir,сиэркилэ
487,Riemen::N,lanière,кур
488,Riemen::N,courroie,кур
489,Schnur::N,corde,быа
490,Schnur::N,ficelle,быа
491,Leine::N,laisse,тэһиин
492,Decke::N,couverture,суорҕан
493,Kissen::N,oreiller,сыттык
494,Tuch::N,drap,былаат
495,Tuch::N,fichu,былаат
496,Handtuch::N,serviette,соттор
497,Handtuch::N,essuie-mains,соттор
498,Kraft::N,force,сыра
499,Stärke::N,vigueur,күүс
500,Gesundheit::N,santé,доруобуйа
501,Krankheit::N,maladie,ыарыы
502,Schmerz::N,douleur,ыарыы
503,Wunde::N,plaie,баас
504,Wunde::N,blessure,баас
505,Fieber::N,fièvre,түрүлгэн
506,Fieber::N,fièvre,лихорадка
507,Fieber::N,fièvre,температура
508,Arznei::N,remède,эмп
509,Arznei::N,médecine,эмп
510,Brücke::N,pont,күргэ
511,Brunnen::N,puits,холуодьас
512,Weide::N,pâturage,мэччирэҥ
513,Pfad::N,sentier,ыллык
514,Weg::N,voie,суол
515,Weg::N,chemin,суол
516,Straße::N,route,суол
517,Dorf::N,village,дэриэбинэ
518,Stadt::N,cité,куорат
519,Stadt::N,ville,куорат
520,Brief::N,lettre,сурук
521,Buch::N,livre,кинигэ
522,Buchstabe::N,lettre,буква
523,Buchstabe::N,caractère,буква
524,Zeitung::N,journal,хаһыат
525,Leben::N,vie,тыын
526,Tod::N,mort,өлүү
527,Grab::N,tombe,иин
528,Kirche::N,église,таҥара дьиэтэ
529,Sünde::N,péché,айыы
530,Gott::N,dieu,тангара
531,Arbeiter::N,ouvrier,үлэһит
532,Arbeiter::N,travailleur,үлэһит
533,Chef::N,chef,баһылык
534,Chef::N,chef,начальник
535,Chef::N,patron,баһылык
536,Chef::N,patron,начальник
537,Meister::N,maître,уус
538,Meister::N,maître,маастар
539,Arzt::N,médecin,врач
540,Lehrer::N,professeur,учуутал
541,Lehrer::N,instituteur,учуутал
542,Geld::N,argent,харчы
543,Geschäft::N,affaire,идэ
544,Geschäft::N,commerce,идэ
545,Laden::N,magasin,маҕаһыын
546,Laden::N,boutique,маҕаһыын
547,Preis::N,prix,сыана
548,Ware::N,marchandise,табаар
549,Nutzen::N,profit,туһа
550,Reichtum::N,richesse,баай
551,Welt::N,monde,аан дойду
552,Land::N,pays,дойду
553,Staat::N,État,государство
554,König::N,roi,король
555,Macht::N,pouvoir,былаас
556,Macht::N,puissance,былаас
557,Grenze::N,frontière,кыраныысса
558,Krieg::N,guerre,сэрии
559,Feind::N,ennemi,өстөөх
560,Gewalt::N,violence,күүһүлээһин
561,Kampf::N,lutte,охсуһуу
562,Kampf::N,combat,охсуһуу
563,Bogen[Waffe]::N,arc,ох
564,Pfeil::N,flèche,ох
565,Gewehr::N,fusil,саа
566,Fehler::N,faute,сыыһа
567,Fehler::N,erreur,сыыһа
568,Lüge::N,mensonge,сымыйа
569,Schaden::N,dégât,хоромньу
570,Schaden::N,dommage,хоромньу
571,Unglück::N,malheur,алдьархай
572,Schuld::N,faute,буруй
573,Schuld::N,culpabilité,буруй
574,Alter::N,âge,саас
575,Schluss::N,fin,тиһэх
576,Zeit::N,temps,бириэмэ
577,Tag::N,jour,күн
578,Tag::N,journée,күн
579,Morgen::N,matin,сарсыарда
580,Morgen::N,matinée,сарсыарда
581,Mittag::N,midi,күн ортото
582,Abend::N,soir,киэһэ
583,Abend::N,soirée,киэһэ
584,Nacht::N,nuit,түүн
585,Woche::N,semaine,нэдиэлэ
586,Monat::N,mois,ый
587,Jahr::N,an,сыл
588,Jahr::N,an,дьыл
589,Jahr::N,année,сыл
590,Jahr::N,année,дьыл
591,Frühling::N,printemps,саас
592,Sommer::N,été,сайын
593,Herbst::N,automne,күһүн
594,Winter::N,hiver,кыһын
595,Januar::N,janvier,тохсунньу
596,Februar::N,février,олунньу
597,März::N,mars,кулун тутар
598,April::N,avril,муус устар ый
599,Mai::N,mai,ыам ыйа
600,Juni::N,juin,бэс ыйа
601,Juli::N,juillet,от ыйа
602,August::N,août,атырдьах ыйа
603,September::N,septembre,балаҕан ыйа
604,Oktober::N,octobre,алтынньы
605,November::N,novembre,сэтинньи
606,Dezember::N,décembre,ахсынньы
607,Montag::N,lundi,бэнидиэнньик
608,Dienstag::N,mardi,оптуорунньук
609,Mittwoch::N,mercredi,сэрэдэ
610,Donnerstag::N,jeudi,чэппиэр
611,Freitag::N,vendredi,бээтинсэ
612,Samstag::N,samedi,субуота
613,Sonntag::N,dimanche,баскыһыанньа
614,groß::A,grand,бөдөҥ
615,groß::A,grand,улахан
616,klein::A,petit,кыр
617,lang::A,long,уһун
618,kurz::A,court,кылгас
619,breit::A,large,кэтит
620,schmal::A,étroit,кыараҕас
621,dicht::A,dense,хойуу
622,dick[Gegenstand]::A,épais,суон
623,dick[Gegenstand]::A,épais,хойуу
624,dünn::A,mince,чараас
625,fein::A,fin,бытархай
626,fein::A,fin,синньигес
627,fein::A,menu,бытархай
628,fein::A,menu,синньигес
629,fest::A,ferme,бөҕө
630,fest::A,ferme,кытаанах
631,fest::A,solide,бөҕө
632,fest::A,solide,кытаанах
633,flach::A,plat,хаптаҕай
634,glatt::A,poli,кылааккай
635,glatt::A,lisse,кылааккай
636,hart::A,dur,хатан
637,hart::A,dur,кытаанах
638,weich::A,mou,сымнаҕас
639,rund::A,rond,төгүрүк
640,spitz::A,aigu,сытыы
641,spitz::A,aigu,уһуктаах
642,spitz::A,pointu,сытыы
643,spitz::A,pointu,уһуктаах
644,scharf::A,tranchant,сытыы
645,stumpf::A,mousse,сыппах
646,stumpf::A,émoussé,сыппах
647,schwer::A,lourd,ыарахан
648,schwer::A,pesant,ыарахан
649,schön::A,beau,кыраһыабай
650,heiß::A,chaud,итии
651,heiß::A,très chaud,итии
652,warm::A,chaud,ичигэс
653,kalt::A,froid,тымныы
654,kühl::A,frais,сөрүүн
655,frisch::A,frais,ыраас
656,frisch::A,frais,сөрүүн
657,frisch::A,frais,тымныы
658,feucht::A,humide,сииктээх
659,nass::A,mouillé,инчэҕэй
660,trocken::A,sec,кураан
661,voll::A,plein,толору
662,voll::A,rempli,толору
663,leer::A,vide,иччитэх
664,offen::A,ouvert,аһаҕас
665,geschlossen::A,clos,бүтэй
666,geschlossen::A,fermé,бүтэй
667,sauber::A,net,сэбэр
668,sauber::A,propre,сэбэр
669,schmutzig::A,sale,кирдээх
670,schmutzig::A,crasseux,кирдээх
671,roh::A,cru,сиикэй
672,roh::A,brut,сиикэй
673,reif::A,mûr,буспут
674,reif::A,mûr,сиппит-хоппут
675,lecker::A,délicieux,минньигэс
676,lecker::A,appétissant,минньигэс
677,süß::A,doux,минньигэс
678,bitter::A,amer,аһыы
679,sauer::A,aigre,аһыы
680,hell::A,clair,сырдык
681,dunkel::A,sombre,хараҥа
682,schwarz::A,noir,хара
683,weiß::A,blanc,үрүҥ
684,weiß::A,blanc,маҥан
685,rot::A,rouge,кыһыл
686,gelb::A,jaune,саһархай
687,blau::A,bleu,күөх
688,grün::A,vert,күөх
689,grün::A,vert,от күөҕэ
690,grau::A,gris,сиэрэй
691,bunt::A,multicolore,эриэн
692,billig::A,bon marché,чэпчэки
693,teuer::A,cher,сыаналаах
694,wertvoll::A,précieux,сыаналаах
695,blind::A,aveugle,хараҕа суох
696,taub::A,sourd,дьүлэй
697,kräftig::A,fort,модун
698,kräftig::A,vigoureux,модун
699,stark::A,fort,күүстээх
700,stark::A,puissant,күүстээх
701,schwach::A,faible,мөлтөх
702,fett::A,gras,эмис
703,schlank::A,svelte,дьылҕан
704,schlank::A,svelte,дьыпсаҕай
705,hübsch::A,joli,олус кэрэ
706,hübsch::A,joli,көрүөхтэн үчүгэй
707,böse::A,mauvais,өһүөннээх
708,dumm::A,sot,акаары
709,dumm::A,bête,акаары
710,faul::A,fainéant,нэс
711,faul::A,paresseux,нэс
712,fleißig::A,appliqué,кыһамньылаах
713,geizig::A,avare,иҥсэлээх
714,klug::A,intelligent,өйдөөх
715,geschickt::A,habile,наһаа дьоҕурдаах
716,lieb::A,cher,тапталлаах
717,lieb::A,gentil,тапталлаах
718,lustig::A,gai,көрдөөх
719,lustig::A,joyeux,көрдөөх
720,sanft::A,doux,намчы
721,sanft::A,doux,сымнаҕас
722,hungrig::A,affamé,аччык
723,krank::A,malade,ыалдьар
724,nackt::A,nu,сыгынньах
725,traurig::A,triste,санаарҕабыллаах
726,lebendig::A,vivant,тыыннаах
727,gut::A,bon,үтүө
728,gut::A,bon,үчүгэй
729,schlecht::A,mauvais,куһаҕан
730,richtig::A,juste,сөп
731,richtig::A,correct,сөп
732,schlimm::A,grave,сидьиҥ
733,schlimm::A,grave,быдьар
734,schlimm::A,mauvais,сидьиҥ
735,schlimm::A,mauvais,быдьар
736,wahr::A,vrai,кырдьык
737,wahr::A,véritable,кырдьык
738,alt::A,vieux,былыргы
739,neu::A,neuf,саҥа
740,neu::A,nouveau,саҥа
741,ehemalig::A,ancien,урукку
742,alt[Lebewesen]::A,âgé,кырдьаҕас
743,alt[Lebewesen]::A,vieux,кырдьаҕас
744,jung::A,jeune,эдэр
745,arm::A,pauvre,дьадаҥы
746,reich::A,riche,баай
747,bekannt::A,connu,билэр
748,berühmt::A,fameux,аатырбыт
749,berühmt::A,célèbre,аатырбыт
750,fremd::A,étranger,атын
751,verschieden::A,différent,араас
752,nah::A,lié,чугас
753,nah::A,proche,чугас
754,fern::A,éloigné,ыраах
755,fern::A,lointain,ыраах
756,linker::A,gauche,хаҥас
757,rechter::A,droit,уҥа
758,anderer::A,autre,атын
759,erster::A,premier,маҥнайгы
760,zweiter::A,second,иккис
761,zweiter::A,deuxième,иккис
762,dritter::A,troisième,үһүс
763,letzter::A,dernier,тиһэх
764,allein::ADV,seul,соҕотох
765,auf einmal::ADV,à la fois,биирдэ
766,zusammen::ADV,ensemble,холбуу
767,lange::ADV,longtemps,уһуннук
768,plötzlich::ADV,tout à coup,эмискэ
769,sofort::ADV,immédiatement,тута
770,später::ADV,plus tard,хойут
771,jetzt::ADV,maintenant,билигин
772,heute::ADV,aujourd'hui,бүгүн
773,morgen::ADV,demain,сарсын
774,bald::ADV,bientôt,өтөр
775,dann::ADV,puis,кэнна
776,dann::ADV,ensuite,кэнна
777,gestern::ADV,hier,бэҕэһээ
778,einst::ADV,jadis,биир төгүл
779,einst::ADV,jadis,арай биирдэ
780,einst::ADV,autrefois,биир төгүл
781,einst::ADV,autrefois,арай биирдэ
782,damals::ADV,alors,оччоҕо
783,damals::ADV,à l'époque,оччоҕо
784,danach::ADV,après,аары
785,danach::ADV,après,ол кэнниттэн
786,danach::ADV,ensuite,аары
787,danach::ADV,ensuite,ол кэнниттэн
788,vorher::ADV,auparavant,урут
789,zuerst::ADV,d'abord,маҥнай
