,Concept_ID,he,ga
804,hierhin::ADV,פה,anseo
805,von hier::ADV,מפה,an áit seo
806,dort::ADV,שם,ann
807,dort::ADV,שם,ansin
808,dorthin::ADV,שם,ann
809,dorthin::ADV,שם,ansin
810,geradeaus::ADV,ישר,ar aghaidh
811,vorwärts::ADV,קדימה,
812,rückwärts::ADV,לאחור,siar
813,zurück::ADV,בחזרה,ar ais
814,zurück::ADV,אחורנית,ar ais
815,unten::ADV,למטה,thíos
816,hinab::ADV,למטה,síos
817,oben::ADV,מעל,thuas
818,oben::ADV,למעלה,thuas
819,hinauf::ADV,למעלה,suas
820,überall::ADV,בכל מקום,i ngach áit
821,überall::ADV,בכל מקום,ar fud na háite
822,nicht::ADV,לא,ní
823,nicht::ADV,לא,cha
824,ein wenig::ADV,קצת,beagán
825,kaum::ADV,בקשי,ar éigean
826,sehr::ADV,מאוד,an-
827,so::ADV,כך,chomh
828,so::ADV,כך,mar sin
829,so::ADV,ככה,chomh
830,so::ADV,ככה,mar sin
831,noch::ADV,עוד,fós
832,noch::ADV,עוד,go fóill
833,noch::ADV,עדין,fós
834,noch::ADV,עדין,go fóill
835,nur::ADV,רק,amháin
836,nur::ADV,רק,níl ach
837,schon::ADV,כבר,cheana
838,schon::ADV,כבר,cheana féin
839,wieder::ADV,שוב,arís
840,wieder::ADV,שוב,athuair
841,vergebens::ADV,לריק,amú
842,vergebens::ADV,לריק,in aisce
843,vergebens::ADV,לשוא,amú
844,vergebens::ADV,לשוא,in aisce
845,vor::PRP,מול,ar thosach
846,hinter::PRP,מאחורי,laistiar de
847,hinter::PRP,מאחורי,taobh thiar de
848,unter::PRP,מתחת,faoi
849,durch::PRP,דרך,trí
850,neben::PRP,ליד,taobh le
851,neben::PRP,ליד,in aice le
852,neben::PRP,על-יד,taobh le
853,neben::PRP,על-יד,in aice le
854,zwischen::PRP,בין,idir
855,wegen::PRP,בשל,de bharr
856,wegen::PRP,בשל,mar gheall ar
857,wegen::PRP,בגלל,de bharr
858,wegen::PRP,בגלל,mar gheall ar
859,dies::PRN,זה,seo
860,das::PRN,זה,sin
861,alles::PRN,הכל,gach rud
862,ich::PRN,אני,mé
863,ich::PRN,אני,mise
864,du::PRN,את,tú
865,du::PRN,את,tusa
866,du::PRN,אתה,tú
867,du::PRN,אתה,tusa
868,er::PRN,הוא,sé
869,er::PRN,הוא,seisean
870,wir::PRN,אנחנו,sinn
871,ihr::PRN,לה,sibh
872,ihr::PRN,לה,sibhse
873,sie::PRN,הם,siad
874,sie::PRN,הם,siadsan
875,was::FPRN,מה,cad
876,was::FPRN,מה,céard
877,wer::FPRN,מי,cé
878,wo::FADV,איפה,cá
879,wo::FADV,איפה,cén áit
880,wohin::FADV,לאן,cá
881,wohin::FADV,לאן,cén áit
882,wie::FADV,איך,conas
883,wie::FADV,איך,cén chaoi
884,warum::FADV,למה,cén fáth
885,warum::FADV,למה,cad chuige
886,wieviel::FNUM,כמה,cá mhéad
887,eins::NUM,אחד,aon
888,zwei::NUM,שתים,dhá
889,drei::NUM,שלושה,trí
890,vier::NUM,ארבעה,ceathair
891,fünf::NUM,חמשה,cúig
892,sechs::NUM,ששה,sé
893,sieben::NUM,שבעה,seacht
894,acht::NUM,שמונה,ocht
895,neun::NUM,תשעה,naoi
896,zehn::NUM,עשרה,deich
897,elf::NUM,אחת עשרה,aon déag
898,zwölf::NUM,שתים עשרה,dó dhéag
899,zwanzig::NUM,עשרים,fiche
900,dreißig::NUM,שלושים,tríocha
901,vierzig::NUM,ארבעים,daichead
902,vierzig::NUM,ארבעים,ceathracha
903,fünfzig::NUM,חמשים,caoga
904,sechzig::NUM,ששים,seasca
905,siebzig::NUM,שבעים,seachtó
906,achtzig::NUM,שמונים,ochtó
907,neunzig::NUM,תשעים,nócha
908,hundert::NUM,מאה,céad
909,tausend::NUM,אלף,míle
910,und::CNJ,ו,agus
911,oder::CNJ,או,nó
912,stehen::V,עמד,seas
913,sitzen::V,ישב,suigh
914,liegen::V,שכב,luigh
915,hängen::V,היה תלוי,tá crochta
916,werden::V,הפך ל,éirigh
917,passieren::V,קרה,tarlaigh
918,beginnen::V,התחיל,tosaigh
919,enden::V,הסתים,críochnaigh
920,wechseln::V,השתנה,athraigh
921,aufgehen[Sonne]::V,זרח,éirigh
922,untergehen[Sonne]::V,שקע,fuin
923,untergehen[Sonne]::V,שקע,téigh faoi
924,scheinen[Sonne]::V,בהק,taitin
925,scheinen[Sonne]::V,בהק,soilsigh
926,donnern::V,רעם,tá toirneach ann
927,wehen::V,נשב,séid
928,strömen::V,זרם,sil
929,fließen::V,זרם,rith
930,fließen::V,זרם,snigh
931,sich drehen::V,הסתובב,cas
932,sich drehen::V,הסתובב,imrothlaigh
933,schwanken::V,התנודד,luasc
934,schwingen::V,התנענע,luasc
935,fallen::V,נפל,tit
936,brennen::V,בער,dóigh
937,rauchen::V,עשן,plúch toite
938,regnen::V,ירד גשם,báistigh
939,regnen::V,ירד גשם,tá ag cur báistí
940,gefrieren::V,קפא,sioc
941,gefrieren::V,קפא,reoigh
942,tauen::V,נמס,leáigh
943,tauen::V,נמס,coscair
944,schmelzen::V,התיך,leáigh
945,trocknen::V,התיבש,triomaigh
946,sieden::V,רתח,fiuch
947,sieden::V,רתח,beirigh
948,faulen::V,רקב,lobh
949,faulen::V,רקב,dreoigh
950,verfaulen::V,רקב,lobh
951,verfaulen::V,רקב,feoigh
952,reißen::V,נקרע,bris
953,versinken::V,טבע,téigh síos
954,vergehen::V,עבר,téigh thart
955,erscheinen::V,נגלה,tar
956,erscheinen::V,הופיע,tar
957,verschwinden::V,נעלם,imigh
958,sinken::V,ירד,tit
959,sinken::V,ירד,ísligh
960,abnehmen::V,הפחית,maolaigh
961,abnehmen::V,הפחית,laghdaigh
962,zunehmen::V,רבה,méadaigh
963,steigen::V,עלה,éirigh
964,wachsen::V,גדל,fás
965,glänzen::V,נצץ,lonraigh
966,glänzen::V,בהק,lonraigh
967,funkeln::V,נצנץ,drithligh
968,lärmen::V,רעש,tóg callán
969,läuten::V,צלצל,buail
970,klingeln::V,צלצל,buail
971,klirren::V,קרקש,cling
972,brausen::V,געש,búir
973,rauschen::V,רשרש,tá ag siosarnach
974,klingen::V,נשמע,tá glór ag
975,bellen::V,נבח,amhastraigh
976,heulen::V,ילל,glam
977,blasen::V,נשף,séid
978,pfeifen::V,שרק,lig fead
979,schreien::V,צעק,béic
980,schreien::V,צעק,glaoigh
981,stöhnen::V,נאנק,lig cnead
982,zittern::V,רעד,crith
983,zittern::V,רעד,creathnaigh
984,leben::V,חי,mair
985,geboren werden::V,נולד,rugadh
986,atmen::V,נשם,análaigh
987,trinken::V,שתה,ól
988,essen::V,אכל,ith
989,schlucken::V,בלע,slog
990,müde werden::V,התעיף,tuirsigh
991,einschlafen::V,נרדם,tit ina chodladh
992,schlafen::V,ישן,codail
993,aufwachen::V,התעורר,múscail
994,aufstehen::V,קם,éirigh
995,sich erholen::V,נפש,lig scíth
996,krank werden::V,חלה,éirigh tinn
997,krank sein::V,היה חולה,tá tinn
998,schmerzen::V,כאב,tá pian i
999,husten::V,השתעל,déan casacht
1000,genesen::V,הבריא,téarnaigh
1001,sterben::V,מת,éag
1002,sterben::V,מת,faigh bás
1003,umkommen::V,נספה,caill
1004,sich bewegen::V,נע,bog
1005,sich bewegen::V,נע,gluais
1006,sich rühren::V,זז,corraigh
1007,sich erheben::V,קם,seas suas
1008,sich setzen::V,התישב,suigh
1009,hinfallen::V,נפל,tit
1010,laufen::V,הלך ברגל,siúil
1011,schreiten::V,פסע,siúil
1012,spazierengehen::V,טיל,téigh ag spaisteoireacht
1013,eilen::V,אץ,deifrigh
1014,eilen::V,אץ,brostaigh
1015,eilen::V,מהר,deifrigh
1016,eilen::V,מהר,brostaigh
1017,sich beeilen::V,מהר,deifrigh
1018,sich beeilen::V,מהר,déan deifir
1019,sausen::V,אץ,luathaigh
1020,rennen::V,רץ,rith
1021,springen::V,קפץ,léim
1022,klettern::V,טפס,dreap
1023,schaukeln::V,התנדנד,téigh ar an maide corrach
1024,kriechen::V,זחל,snámh
1025,schwimmen::V,שחה,snámh
1026,tauchen::V,צלל,tum
1027,rudern::V,חתר,iomair
1028,rudern::V,חתר,rámhaigh
1029,fahren::V,נסע,tiomáin
1030,fliegen::V,עף,eitil
1031,gehen::V,הלך,téigh
1032,weggehen::V,עזב,imigh
1033,abfahren::V,יצא,imigh
1034,anhalten::V,עצר,stad
1035,hineingehen::V,נכנס,téigh isteach
1036,eintreten::V,נכנס,téigh isteach
1037,kommen::V,בא,tar
1038,ankommen::V,הגיע,tar
1039,zurückkommen::V,שב,fill
1040,zurückkommen::V,חזר,fill
1041,bleiben::V,נשאר,fan
1042,warten::V,חכה,fan
1043,warten::V,המתין,fan
1044,erwarten::V,צפה,tá ag súil le
1045,erwarten::V,צפה,tá ag dréim le
1046,suchen::V,חפש,lorg
1047,finden::V,מצא,faigh
1048,finden::V,מצא,aimsigh
1049,versuchen::V,נסה,triail
1050,vorbereiten::V,הכין,réitigh
1051,lieben::V,אהב,gráigh
1052,mögen::V,אהב,taitin le
1053,mögen::V,אהב,is maith le
1054,lachen::V,צחק,gáir
1055,rühren::V,נגע ללב,téigh i bhfeidhm ar
1056,weinen::V,בכה,goil
1057,weinen::V,בכה,caoin
1058,schimpfen::V,גער,tá ag clamhsán
1059,sich ärgern::V,זעם,tá corraithe
1060,sich ärgern::V,כעס,tá corraithe
1061,sich fürchten::V,פחד,tá eagla ar
1062,sich fürchten::V,חשש,tá eagla ar
1063,fürchten::V,פחד מ,tá eagla ar
1064,fürchten::V,חשש מ,tá eagla ar
1065,fliehen::V,ברח,teith
1066,flüchten::V,נמלט,éalaigh
1067,sehen::V,ראה,feic
1068,anschauen::V,הביט,dearc
1069,anschauen::V,הביט,féach ar
1070,ansehen::V,התבונן,breathnaigh
1071,hören::V,שמע,cluin
1072,zuhören::V,הקשיב,éist
1073,probieren::V,נסה,bliais
1074,riechen::V,הריח,bolaigh
1075,fühlen::V,חש,braith
1076,fühlen::V,חש,mothaigh
1077,scheinen::V,נדמה,tá an chuma ar
1078,zu sehen sein::V,נראה,tá le feiceáil
1079,vernehmen::V,נודע ל,clois
1080,frieren::V,קר ל,tá fuar
1081,tun::V,פעל,déan
1082,können::V,יכל,féad
1083,können::V,יכל,is féidir le
1084,wollen::V,רצה,tá ag iarraidh
1085,anfangen::V,התחיל,tosaigh
1086,anfangen::V,התחיל,cuir tús le
1087,beenden::V,גמר,críochnaigh
1088,beenden::V,גמר,cuir deireadh le
1089,aufhören::V,סים,stad
1090,gelingen::V,הצליח,éirigh le
1091,geraten::V,עלה,tá deireadh ar
1092,öffnen::V,פתח,oscail
1093,schließen::V,סגר,dún
1094,schließen::V,סגר,iaigh
1095,stellen::V,העמיד,cuir
1096,setzen::V,הושיב,cuir
1097,setzen::V,הושיב,socraigh
1098,legen::V,שם,cuir
1099,berühren::V,נגע,teagmhaigh le
1100,verbinden::V,קשר,ceangail
1101,bedecken::V,כסה,clúdaigh
1102,bedecken::V,כסה,cumhdaigh
1103,aufhängen::V,תלה,croch
1104,anzünden::V,הצית,las
1105,anzünden::V,הצית,adhain
1106,aufheben::V,אסף,tóg
1107,aufheben::V,אסף,ardaigh
1108,zurücklassen::V,השאיר,fág
1109,verlieren::V,אבד,caill
1110,fallen lassen::V,שמט,lig uait
1111,fallen lassen::V,שמט,caith uait
1112,fallen lassen::V,הפיל,lig uait
1113,fallen lassen::V,הפיל,caith uait
1114,machen::V,עשה,déan
1115,machen::V,עשה,réitigh
1116,herstellen::V,יצר,táirg
1117,bauen::V,בנה,tóg
1118,reparieren::V,תקן,deisigh
1119,verbessern::V,שפר,feabhsaigh
1120,ändern::V,שנה,athraigh
1121,graben::V,חפר,tochail
1122,beugen::V,כפף,crom
1123,biegen::V,כופף,lúb
1124,drehen::V,סובב,cas
1125,wenden::V,הפך,tiontaigh
1126,umdrehen::V,סובב,iompaigh
1127,umdrehen::V,סובב,tiontaigh
1128,heben::V,הרים,ardaigh
1129,hochheben::V,הרים,tóg
1130,ergreifen::V,אחז,beir ar
1131,halten::V,החזיק,coimeád
1132,halten::V,החזיק,coinnigh
1133,drücken::V,לחץ,brúigh
1134,schieben::V,הזיז,brúigh
1135,kratzen::V,שרט,scríob
1136,kratzen::V,שפשף,scríob
1137,lecken::V,לקק,ligh
1138,lecken::V,לקק,leadhb
1139,beißen::V,נשך,bain greim as
1140,abreißen::V,קרע,stróic
1141,abreißen::V,קרע,tarraing
1142,abschneiden::V,חתך,scoith
1143,binden::V,קשר,ceangail
1144,stecken::V,תקע,sáigh
1145,brechen::V,שבר,bris
1146,klopfen::V,נקש,cnag
1147,hauen::V,הכה,buail
1148,kleben::V,הדביק,gliúáil
1149,reiben::V,שפשף,cuimil
1150,streichen::V,מרח,leath
1151,schleifen::V,השחיז,líomh
1152,schneiden::V,גזר,gearr
1153,rütteln::V,נענע,croith
1154,schütteln::V,נער,croith
1155,schwenken::V,נופף,luasc
1156,schwenken::V,טלטל,luasc
1157,schütten::V,שפך,doirt
1158,füllen::V,מלא,líon
1159,einwickeln::V,עטף,cuach
1160,einwickeln::V,עטף,clúdaigh
1161,tragen::V,נשא,iompair
1162,schleppen::V,סחב,tarraing
1163,ziehen::V,משך,tarraing
1164,aufbewahren::V,שמר,coinnigh
1165,werfen::V,זרק,caith
1166,fangen::V,תפס,ceap
1167,packen::V,אחז,beir ar
1168,verstecken::V,החביא,folaigh
1169,verstecken::V,החביא,cuir i bhfolach
1170,teilen::V,חלק,roinn
1171,schicken::V,שלח,seol
1172,bringen::V,הביא,beir
1173,bringen::V,הביא,tabhair
1174,hinzufügen::V,הוסיף,cuir le
1175,bekommen::V,תפס,faigh
1176,erhalten::V,קבל,faigh
1177,nehmen::V,אחז,tóg
1178,nehmen::V,אחז,glac
1179,wählen::V,בחר,pioc
1180,wählen::V,בחר,roghnaigh
1181,auswählen::V,בחר ב,roghnaigh
1182,bewahren::V,קים,caomhnaigh
1183,behindern::V,מנע,cuir bac ar
1184,verderben::V,מנע,mill
1185,beschädigen::V,הזיק,loit
1186,beschädigen::V,הזיק,déan damáiste do
1187,zerbrechen::V,נשבר,bris
1188,zerreißen::V,קרע,stiall
1189,zerstören::V,הרס,mill
1190,zerstören::V,הרס,scrios
1191,zerstören::V,השמיד,mill
1192,zerstören::V,השמיד,scrios
1193,verbrennen::V,שרף,las
1194,verbrennen::V,שרף,dóigh
1195,geben::V,נתן,tabhair
1196,reichen::V,העביר,sín
1197,reichen::V,העביר,cuir
1198,schenken::V,נתן במתנה,bronn
1199,schenken::V,נתן במתנה,tabhair
1200,versprechen::V,הבטיח,geall
1201,wünschen::V,אחל,guigh
1202,loben::V,שבח,mol
1203,küssen::V,נשק,póg
1204,wiegen::V,נדנד,bog
1205,wiegen::V,נדנד,luasc
1206,zudecken::V,כסה,clúdaigh
1207,wecken::V,עורר,dúisigh
1208,zeigen::V,הראה,taispeáin
1209,führen::V,הביא,treoraigh
1210,führen::V,הוביל,treoraigh
1211,lehren::V,למד,múin
1212,lehren::V,למד,teagasc
1213,unterrichten::V,למד,múin
1214,unterrichten::V,למד,teagasc
1215,aufziehen::V,רומם,tóg
1216,leiten::V,נהל,tá i gceannas ar
1217,antreiben::V,המרץ,gríosaigh
1218,lassen::V,נתן,cuir ag
1219,einladen::V,הזמין,cuir cuireadh ar
1220,vereinigen::V,אחד,aontaigh
1221,vereinigen::V,לכד,aontaigh
1222,besuchen::V,בקר,tabhair cuairt ar
1223,treffen::V,פגש,cas ar
1224,treffen::V,פגש,buail le
1225,sich versammeln::V,התאסף,bailigh
1226,sich versammeln::V,התאסף,cruinnigh
1227,spielen::V,שחק,imir
1228,spielen::V,שחק,tá ag spraoi
1229,singen::V,שר,can
1230,tanzen::V,רקד,rinc
1231,tanzen::V,רקד,damhsaigh
1232,sich trennen::V,נפרד,scar
1233,verlassen::V,עזב,fág
1234,retten::V,הציל,tarrtháil
1235,bewachen::V,שמר,cosain
1236,bewachen::V,שמר,gardáil
1237,schützen::V,אבטח,cosain
1238,verteidigen::V,הגן,cosain
1239,sich schlagen::V,התכתש,tá ag bruíon
1240,schießen::V,ירה,caith
1241,schießen::V,ירה,scaoil
1242,siegen::V,גבר,bain
1243,siegen::V,גבר,buaigh
1244,siegen::V,נצח,bain
1245,siegen::V,נצח,buaigh
1246,ärgern::V,עצבן,cuir isteach ar
1247,schlagen::V,הכה,buail
1248,schlagen::V,הלקה,buail
1249,treten::V,בעט,ciceáil
1250,stechen::V,דקר,sáigh
1251,stoßen::V,דחק,brúigh
1252,stoßen::V,דחק,soncáil
1253,stehlen::V,גנב,goid
1254,stören::V,קטע,cuir isteach ar
1255,stören::V,הפריע,cuir isteach ar
1256,belästigen::V,הציק,cuir as do
1257,belästigen::V,הטריד,cuir as do
1258,verbergen::V,הצניע,ceil
1259,täuschen::V,שגע,cuir dallamullóg ar
1260,betrügen::V,הונה,déan calaois ar
1261,töten::V,הרג,maraigh
1262,wohnen::V,גר,cuir faoi
1263,wohnen::V,גר,tá ina chónaí
1264,arbeiten::V,עבד,oibrigh
1265,sammeln::V,אסף,bailigh
1266,sammeln::V,אסף,cruinnigh
1267,pflücken::V,קטף,pioc
1268,jagen::V,צד,seilg
1269,fischen::V,דג,iasc
1270,fassen::V,תפס,beir ar
1271,hüten::V,רעה,aoirigh
1272,treiben::V,הוציא,seol
1273,treiben::V,הוציא,tiomáin
1274,anbinden::V,קשר,ceangail
1275,füttern::V,הלעיט,cothaigh
1276,füttern::V,הלעיט,beathaigh
1277,melken::V,חלב,bligh
1278,melken::V,חלב,crúigh
1279,hacken::V,קצץ,gearr
1280,gießen::V,השקה,uiscigh
1281,reifen::V,בשל,aibigh
1282,zubereiten::V,הכין,cócaráil
1283,kochen::V,בשל,bruith
1284,kochen::V,בשל,beirigh
1285,backen::V,אפה,bácáil
1286,braten::V,צלה,róst
1287,braten::V,צלה,frioch
1288,braten::V,טגן,róst
1289,braten::V,טגן,frioch
1290,umrühren::V,ערבב,measc
1291,stricken::V,סרג,cniotáil
1292,nähen::V,תפר,fuaigh
1293,färben::V,צבע,dathaigh
1294,reinigen::V,נקה,glan
1295,waschen::V,רחץ,nigh
1296,waschen::V,כבס,nigh
1297,abwischen::V,נגב,glan
1298,spülen::V,שטף,sruthlaigh
1299,fegen::V,טאטא,scuab
1300,kehren::V,טאטא,scuab
1301,baden::V,טבל,folc
1302,baden::V,שחה,folc
1303,sich waschen::V,התרחץ,nigh é féin
1304,ausziehen::V,הוריד,bain de
1305,anziehen::V,לבש,cuir ar
1306,sich anziehen::V,התלבש,gléas é féin
1307,kämmen::V,סרק,cíor
1308,schmücken::V,קשט,maisigh
1309,sagen::V,אמר,abair
1310,sprechen::V,דבר,labhair
1311,reden::V,דבר,caintigh
1312,sich unterhalten::V,שוחח,caintigh
1313,sich unterhalten::V,שוחח,tá ag comhrá
1314,fragen::V,שאל,fiafraigh
1315,fragen::V,שאל,cuir ceist
1316,bitten::V,בקש,iarr
1317,erzählen::V,ספר,inis
1318,erzählen::V,ספר,eachtraigh
1319,mitteilen::V,מסר,aithris
1320,mitteilen::V,מסר,cuir in iúl
1321,mitteilen::V,הודיע,aithris
1322,mitteilen::V,הודיע,cuir in iúl
1323,nennen::V,קרא בשם,ainmnigh
1324,rufen::V,גיס,glaoigh
1325,rufen::V,הזמין לבוא,glaoigh
1326,prahlen::V,התרברב,maígh
1327,übersetzen::V,תרגם,aistrigh
1328,denken::V,חשב,síl
1329,denken::V,חשב,ceap
1330,glauben::V,האמין,creid
1331,bemerken::V,הבחין,tabhair faoi deara
1332,erkennen::V,זהה,aithin
1333,begreifen::V,קלט,tuig
1334,begreifen::V,הבין,tuig
1335,verstehen::V,הבין,tuig
1336,lernen::V,למד,foghlaim
1337,wissen::V,ידע,tá a fhios ag
1338,sich erinnern an::V,זכר,cuimhnigh ar
1339,sich erinnern an::V,זכר,is cuimhne ar
1340,vergessen::V,שכח,dearmad
1341,messen::V,מדד,tomhais
1342,zählen::V,ספר,cuntais
1343,rechnen::V,חשב,ríomh
1344,rechnen::V,חשב,áirigh
1345,lesen::V,קרא,léigh
1346,malen::V,ציר,péinteáil
1347,zeichnen::V,שרטט,línigh
1348,zeichnen::V,שרטט,tarraing
1349,schreiben::V,כתב,scríobh
1350,besitzen::V,היה בעל של,is le
1351,kaufen::V,קנה,ceannaigh
1352,kaufen::V,רכש,ceannaigh
1353,verkaufen::V,מכר,díol
1354,bezahlen::V,שלם,íoc as
1355,zahlen::V,שלם,íoc
1356,beherrschen::V,שלט,rialaigh
1357,ertragen::V,סבל,seas
1358,ertragen::V,סבל,fulaing
1359,ertragen::V,סבל,foighnigh
