,Concept_ID,ba,hi
249,Bär::N,айыу,रीछ
250,Bär::N,айыу,भालू
251,Eichhörnchen::N,тейен,गिलहरी
252,Elch::N,мышы,एल्क
253,Fuchs::N,төлкө,लोमड़ी
254,Hase::N,ҡуян,खरहा
255,Hase::N,ҡуян,ख़रगोश
256,Maus::N,сысҡан,मूष
257,Maus::N,сысҡан,चूहा
258,Wolf::N,бүре,वृक
259,Wolf::N,бүре,भेड़िया
260,Vogel::N,ҡош,पक्षी
261,Vogel::N,ҡош,चिड़िया
262,Schwarm::N,көтөү,झुंड
263,Huhn::N,тауыҡ,मुर्ग़ी
264,Hahn::N,әтәс,मुर्ग़ा
265,Gans::N,ҡаҙ,हंस
266,Gans::N,ҡаҙ,हंसिनी
267,Adler::N,бөркөт,उक़ाब
268,Ente::N,өйрәк,बतख़
269,Ente::N,өйрәк,बत्तक
270,Eule::N,өкө,उल्लू
271,Eule::N,ябалаҡ,उल्लू
272,Kranich::N,торна,सारस
273,Kranich::N,торна,क्रौंंच
274,Krähe::N,ҡарға,काक
275,Kuckuck::N,кәкүк,कोयल
276,Kuckuck::N,кәкүк,कोकिल
277,Schwan::N,аҡҡош,हंस
278,Schwan::N,аҡҡош,मराल
279,Fisch::N,балыҡ,मछली
280,Fisch::N,балыҡ,मत्स्य
281,Barsch::N,алабуға,पर्च
282,Hecht::N,суртан,पाइक
283,Schlange[Tier]::N,йылан,सर्प
284,Wurm::N,селяүсен,कृमि
285,Wurm::N,селяүсен,कीड़ा
286,Spinne::N,үрмәксе,लूता
287,Spinne::N,үрмәксе,मकड़ी
288,Ameise::N,ҡырмыҫҡа,चींटी
289,Laus::N,бет,जूँ
290,Mücke::N,серәкәй,डाँस
291,Fliege::N,себен,मक्खी
292,Fliege::N,себен,मक्षिका
293,Schmetterling::N,күбәләк,तितली
294,Beere::N,еләк,बेरी
295,Apfel::N,алма,सेब
296,Pilz::N,бәшмәк,खुंबी
297,Zwiebel::N,һуган,प्याज़
298,Saat::N,орлоҡ,बीज
299,Korn::N,иген,दाना
300,Heu::N,бесән,मूखी घास
301,Schale::N,ҡабыҡ,बकला
302,Schale::N,ҡабыҡ,छिलका
303,Grube::N,соҡор,गड्ढा
304,Falle::N,тоҙак,जाल
305,Falle::N,тоҙак,फँदा
306,Falle::N,ҡапҡан,जाल
307,Falle::N,ҡапҡан,फँदा
308,Schlinge::N,тоҙак,फँदा
309,Spur::N,әҫер,सुराग़
310,Spur::N,әҫер,पद-चिह्न
311,Asche::N,көл,राख
312,Dreck::N,батҡаҡ,मैल
313,Dreck::N,батҡаҡ,गंदगी
314,Eisen::N,тимер,लोहा
315,Gold::N,алтын,सोना
316,Gold::N,алтын,स्वर्ण
317,Silber::N,көмөш,रजत
318,Silber::N,көмөш,चाँदी
319,Kohle::N,күмер,कोयला
320,Glas::N,быяла,काँच
321,Lehm::N,балсыҡ,चिकनी मिट्टी
322,Sand::N,ҡом,रेत
323,Sand::N,ҡом,बालू
324,Mensch::N,кеше,मानव
325,Mensch::N,кеше,इनसान
326,Mensch::N,кеше,मनुष्य
327,Mann::N,ир,आदमी
328,Mann::N,ир,पुरुष
329,Frau::N,ҡатын,औरत
330,Frau::N,ҡатын,महिला
331,Frau::N,ҡатын,स्त्री
332,Kind::N,бала,बाल
333,Kind::N,бала,बच्चा
334,Junge::N,малай,लड़का
335,Mädchen::N,ҡыҙ,लड़की
336,Mädchen::N,ҡыҙ,कुमारी
337,Mädchen::N,ҡыҙыҡай,लड़की
338,Mädchen::N,ҡыҙыҡай,कुमारी
339,Familie::N,ғаилә,परिवार
340,Großvater::N,олатай,दादा
341,Großmutter::N,әбәй,नानी
342,Eltern::N,ата-әсә,माँ-बाप
343,Eltern::N,ата-әсә,माता-पिता
344,Vater::N,атай,बाप
345,Vater::N,атай,पिता
346,Mutter::N,әсә,माँ
347,Mutter::N,әсә,माता
348,Sohn::N,ул,बेटा
349,Sohn::N,ул,पुत्र
350,Tochter::N,ҡыҙ,बेटी
351,Tochter::N,ҡыҙ,पुत्री
352,Bruder::N,агай,भाई
353,Bruder::N,агай,भ्राता
354,Schwester::N,алай,बहन
355,Schwester::N,алай,भगिनी
356,Schwester::N,һеңле,बहन
357,Schwester::N,һеңле,भगिनी
358,Onkel::N,ағай,ताऊ
359,Onkel::N,ағай,काका
360,Tante::N,апай,बूआ
361,Tante::N,апай,फूफी
362,Tante::N,апай,ख़ाला
363,Ehemann::N,ир,पति
364,Ehemann::N,ир,शौहर
365,Ehefrau::N,ҡатын,बीवी
366,Freude::N,шатлыҡ,आनंद
367,Freude::N,шатлыҡ,प्रसन्नता
368,Freude::N,ҡыуаныс,आनंद
369,Freude::N,ҡыуаныс,प्रसन्नता
370,Gelächter::N,көлөү,हँसी
371,Gelächter::N,көлөү,क़हक़हा
372,Glück::N,бәхет,आनंद
373,Glück::N,бәхет,ख़ुशी
374,Kummer::N,ҡайғы,शोक
375,Kummer::N,ҡайғы,दुःख
376,Wunsch::N,теләк,इच्छा
377,Wunsch::N,теләк,अभिलाषा
378,Lust::N,әүәҫлек,चाह
379,Lust::N,әүәҫлек,कामना
380,Geist::N,аң,जान
381,Geist::N,аң,प्राण
382,Geist::N,рух,जान
383,Geist::N,рух,प्राण
384,Gedanke::N,уй,विचार
385,Gedanke::N,фекер,विचार
386,Gedächtnis::N,хәтер,याददाश्त
387,Gedächtnis::N,хәтер,स्मरण-शक्ति
388,Verstand::N,аҡыл,समझ
389,Verstand::N,аҡыл,अक़्ल
390,Verstand::N,аҡыл,बुद्धि
391,Sinn::N,мәғәня,अर्थ
392,Grund::N,сәбәп,वजह
393,Grund::N,сәбәп,कारण
394,Wahrheit::N,дөрөҫлөк,सत्य
395,Wahrheit::N,дөрөҫлөк,सच्चाई
396,Gespräch::N,әңгәмә,चर्चा
397,Gespräch::N,әңгәмә,वार्ता
398,Gespräch::N,әңгәмә,बात-चीत
399,Märchen::N,әкиәт,क़िस्सा
400,Erzählung::N,хикәйә,कथा
401,Erzählung::N,хикәйә,कहानी
402,Nachricht::N,хәбәр,सूचना
403,Nachricht::N,хәбәр,समाचार
404,Neuigkeit::N,яңылыҡ,ख़बर
405,Neuigkeit::N,яңылыҡ,समाचार
406,Name::N,исем,नाम
407,Rätsel::N,йомаҡ,पहेली
408,Rede::N,телмәр,वचन
409,Rede::N,телмәр,भाषण
410,Sprache::N,тел,भाषा
411,Sprache::N,тел,ज़बान
412,Sprache::N,телмәр,भाषा
413,Sprache::N,телмәр,ज़बान
414,Stimme::N,тауыш,स्वर
415,Stimme::N,тауыш,आवाज़
416,Wort::N,һүҙ,शब्द
417,Wort::N,һүҙ,लफ़्ज़
418,Zeichen::N,билдә,निशान
419,Ruf::N,саҡырыу,पुकार
420,Ruf::N,саҡырыу,आह्वान
421,Lärm::N,шаулау,शोर
422,Lärm::N,шаулау,हुल्लड़
423,Laut::N,тауыш,स्वर
424,Laut::N,тауыш,ध्वनि
425,Ton::N,яңғырау,सुर
426,Ton::N,яңғырау,स्वर
427,Lied::N,йыр,गीत
428,Ruhe::N,ял,आराम
429,Ruhe::N,ял,ख़ामोशी
430,Ruhe::N,тыныслыҡ,आराम
431,Ruhe::N,тыныслыҡ,ख़ामोशी
432,Leute::N,кешеләр,लोग
433,Volk::N,халҡ,क़ौम
434,Volk::N,халҡ,प्रजा
435,Arbeit::N,эш,काम
436,Gast::N,ҡунаҡ,अतिथि
437,Gast::N,ҡунаҡ,मेहमान
438,Geschenk::N,бүләк,उपहार
439,Geschenk::N,бүләк,तोहफ़ा
440,Spiel::N,уйын,खेल
441,Spiel::N,уйын,क्रीड़ा
442,Gesellschaft::N,йәмғиәт,साथ
443,Hilfe::N,ярҙам,मदद
444,Hilfe::N,ярҙам,सहायता
445,Freund::N,дуҫ,मित्र
446,Kamerad::N,иптәш,साथी
447,Kamerad::N,иптәш,कामरेड
448,Angelegenheit::N,әш,बात
449,Angelegenheit::N,әш,मामला
450,Anzahl::N,һан,तादाद
451,Anzahl::N,һан,संख्या
452,Art::N,төр,तरह
453,Art::N,төр,क़िस्म
454,Stück::N,киҫәк,फाँक
455,Stück::N,киҫәк,टुकड़ा
456,Teil::N,өлөш,भाग
457,Teil::N,өлөш,हिस्सा
458,Hälfte::N,ярты,अर्धभाग
459,Kreis::N,түңәрәк,चक्कर
460,Kreuz::N,тәре,सलीब
461,Kreuz::N,тәре,क्रूस
462,Linie::N,һыҙыҡ,लाइन
463,Strich::N,һыҙат,लकीर
464,Abstand::N,ара,अंतर
465,Abstand::N,ара,फ़ासला
466,Entfernung::N,алыҫлыҡ,दूरी
467,Entfernung::N,алыҫлыҡ,फ़ासला
468,Gegend::N,урын,इलाक़ा
469,Platz::N,арауыҡ,जगह
470,Platz::N,арауыҡ,स्थान
471,Ort::N,ерҙәр,स्थल
472,Ort::N,ерҙәр,स्थान
473,Ort::N,урындар,स्थल
474,Ort::N,урындар,स्थान
475,Ort::N,эш урыны,स्थल
476,Ort::N,эш урыны,स्थान
477,Seite::N,яҡ,ओर
478,Seite::N,яҡ,तरफ़
479,Mitte::N,урталыҡ,बीच
480,Mitte::N,урталыҡ,मध्य
481,Gegenstand::N,нәмә,चीज़
482,Gegenstand::N,нәмә,पदार्थ
483,Sache::N,нәмә,चीज़
484,Sache::N,нәмә,वस्तु
485,Sache::N,әйбер,चीज़
486,Sache::N,әйбер,वस्तु
487,Rand::N,сит,छोर
488,Rand::N,сит,उपांत
489,Kante::N,ҡабырға,कोर
490,Kante::N,ҡабырға,किनारा
491,Kante::N,ян,कोर
492,Kante::N,ян,किनारा
493,Ecke::N,мөйөш,कोना
494,Ecke::N,мөйөш,नुक्कड़
495,Spitze::N,ос,नोक
496,Ende::N,аҙаҡ,छोर
497,Ende::N,аҙаҡ,सिरा
498,Loch::N,тишек,छेद
499,Loch::N,тишек,सूराख़
500,Winkel::N,мөйөш,कोण
501,Winkel::N,мөйөш,कोना
502,Muster::N,биҙәк,नमूना
503,Muster::N,биҙәк,डिज़ाइन
504,Größe::N,ҙурлыҡ,परिमाण
505,Größe::N,ҙурлыҡ,विस्तार
506,Länge::N,оҙонлоҡ,लंबाई
507,Höhe::N,бейеклек,ऊँचाई
508,Höhe::N,бейеклек,उच्चता
509,Gewicht::N,үлсәү,भार
510,Gewicht::N,үлсәү,वज़न
511,Menge::N,һан,मात्रा
512,Haufen::N,өйөм,ढेर
513,Haufen::N,өйөм,अंबार
514,Reihe::N,рәт,क़तार
515,Reihe::N,рәт,पंक्ति
516,Boot::N,кәмә,नाव
517,Boot::N,кәмә,नौका
518,Ruder::N,ишкәк,चप्पू
519,Schlitten::N,сана,बर्फ़-गाड़ी
520,Ski::N,саңгы,स्की
521,Lagerfeuer::N,костер,अलाव
522,Lagerfeuer::N,костер,कैंप-फ़ायर
523,Last::N,ауырлыҡ,भार
524,Gang::N,барыу,चाल
525,Schritt::N,аҙым,डग
526,Schritt::N,аҙым,क़दम
527,Norden::N,төньяҡ,उत्तर
528,Süden::N,көньяҡ,दक्खिन
529,Westen::N,көнбайыш,पश्चिम
530,Osten::N,көнсығыш,पूरब
531,Holz::N,үағас,काठ
532,Holz::N,үағас,काष्ठ
533,Brett::N,таҡта,पटरा
534,Brett::N,таҡта,तख़्ता
535,Platte::N,плита,फलक
536,Platte::N,плита,तख़्ता
537,Stütze::N,терәк,टेक
538,Stütze::N,терәк,थूनी
539,Stange::N,кәртә,छड़
540,Stange::N,кәртә,बाँस
541,Stock::N,таяҡ,लाठी
542,Stab::N,ҡолға,लग्गा
543,Rohr::N,торба,नल
544,Haus::N,өй,घर
545,Haus::N,өй,मकान
546,Haus::N,йорт,घर
547,Haus::N,йорт,मकान
548,Heim::N,өй,घर
549,Heim::N,өй,गृह
550,Ofen::N,мейес,चूल्हा
551,Fußboden::N,енес,फ़र्श
552,Tisch::N,өҫтәл,मेज़
553,Stuhl::N,ултырғыс,कुरसी
554,Wiege::N,бишек,पालना
555,Wiege::N,бишек,हिंडोला
556,Bett::N,карауат,खाट
557,Bett::N,карауат,पलंग
558,Regal::N,кәштә,शेल्फ़
559,Kiste::N,йәшинк,पेटी
560,Kiste::N,йәшинк,डिब्बा
561,Fenster::N,тәҙрә,खिड़की
562,Tür::N,ишек,द्वार
563,Tür::N,ишек,दरवाज़ा
564,Tor::N,ҡапҡа,फाटक
565,Zaun::N,ҡойма,बाड़ा
566,Dach::N,түбә,छत
567,Dach::N,түбә,छप्पर
568,Dach::N,ҡыйыҡ,छत
569,Dach::N,ҡыйыҡ,छप्पर
570,Leiter::N,баҫҡыс,सीढ़ी
571,Besen::N,һепертке,झाड़ू
572,Besen::N,һепертке,बुहारी
573,Spaten::N,көрәк,कुदाल
574,Schaufel::N,көрәк,बेलचा
575,Schaufel::N,көрәк,फावड़ा
576,Gabel::N,сәнске,काँटा
577,Löffel::N,ҡалаҡ,चम्मच
578,Messer::N,бысаҡ,छुरा
579,Messer::N,бысаҡ,चाक़ू
580,Nagel::N,сөй,कील
581,Nagel::N,сөй,मेख़
582,Netz::N,ау,जाल
583,Haken::N,ыргаҡ,अंकुश
584,Griff::N,тотҡа,मूठ
585,Griff::N,тотҡа,हत्था
586,Schloss::N,йоҙаҡ,ताला
587,Bild::N,картина,चित्र
588,Figur::N,һын,मूर्ति
589,Puppe::N,ҡурсаҡ,पुतली
590,Puppe::N,ҡурсаҡ,गुड़िया
591,Beutel::N,тоҡ,झोला
592,Bündel::N,төргәк,पुलिंदा
593,Tasche::N,сумка,बेग
594,Tasche::N,сумка,बस्ता
595,Eimer::N,биҙрә,बाल्टी
596,Deckel::N,ҡапҡас,ढक्कन
597,Geschirr::N,һауыт-һаба,बरतन-भाँड़े
598,Sack::N,тоҡ,बोरा
599,Tasse::N,сынаяҡ,प्याला
600,Topf::N,кәстрүл,देग़चा
601,Kessel::N,ҡаҙан,देग़
602,Kessel::N,ҡаҙан,बटलोई
603,Essen::N,ашау,खाना
604,Nahrung::N,аҙыҡ,भोजन
605,Speise::N,аш,खाना
606,Speise::N,аш,व्यंजन
607,Fleisch::N,ит,मांस
608,Fleisch::N,ит,गोश्त
609,Getreide::N,иген,अनाज
610,Getreide::N,ашлыҡ,अनाज
611,Brei::N,бутҡа,भरता
612,Brei::N,бутҡа,दलिया
613,Brot::N,икмәк,रोटी
614,Scheibe::N,телем,कतला
615,Fett::N,май,वसा
616,Fett::N,май,चरबी
617,Butter::N,май,मक्खन
618,Öl::N,май буяуы,तेल
619,Salz::N,тоҙ,नमक
620,Suppe::N,һурпа,सूप
621,Suppe::N,һурпа,शोरबा
622,Honig::N,бал,शहद
623,Milch::N,һөт,दूध
624,Tee::N,сәй,चाय
625,Leder::N,күн,चमड़ा
626,Wolle::N,йөн,ऊन
627,Stoff::N,туҡыма,कपड़ा
628,Nadel::N,энә,सूई
629,Faden::N,еп,डोरा
630,Knopf::N,төймә,बटन
631,Knopf::N,төймә,घुंडी
632,Knoten::N,төйөн,गाँठ
633,Knoten::N,төйөн,गुत्थी
634,Farbe::N,буяу,रंग
635,Farbe::N,буяу,वर्ण
636,Kleidung::N,кейем,पहनावा
637,Hemd::N,күлдәк,कुरता
638,Hemd::N,күлдәк,क़मीज़
639,Kragen::N,яға,गरदनी
640,Kragen::N,яға,गरेबान
641,Ärmel::N,ең,आस्तीन
642,Hose::N,салбар,पैंट
643,Hose::N,салбар,पतलून
644,Gürtel::N,ҡайыш,पेटी
645,Gürtel::N,ҡайыш,मेखला
646,Mütze::N,бүрк,टोपी
647,Schuh::N,туфли,जूता
648,Stiefel::N,итек,बूट
649,Ring::N,йөҙөк,अँगूठी
650,Ring::N,балдаҡ,अँगूठी
651,Band::N,таҫма,पट्टी
652,Kamm::N,тараҡ,कंघी
653,Spiegel::N,көзгө,आईना
654,Spiegel::N,көзгө,दर्पण
655,Riemen::N,ҡайыш,तसमा
656,Riemen::N,ҡайыш,पट्टा
657,Schnur::N,бау,डोरी
658,Schnur::N,бау,सुतली
659,Leine::N,бау,रस्सी
660,Decke::N,одеяд,रज़ाई
661,Kissen::N,мендәр,तकिया
662,Kissen::N,мендәр,गाद्दा
663,Tuch::N,яулыҡ,रूमाल
664,Tuch::N,яулыҡ,वस्त्र
665,Handtuch::N,таҫтамал,अँगोछा
666,Kraft::N,көс,ज़ोर
667,Kraft::N,көс,शक्ति
668,Stärke::N,көс,बल
669,Stärke::N,көс,ताक़त
670,Gesundheit::N,һаулыҡ,स्वास्थ्य
671,Gesundheit::N,һаулыҡ,तंदुरुस्ती
672,Krankheit::N,сир,रोग
673,Krankheit::N,сир,बीमारी
674,Krankheit::N,ауырыу,रोग
675,Krankheit::N,ауырыу,बीमारी
676,Schmerz::N,һыҙлау,दर्द
677,Schmerz::N,һыҙлау,पीड़ा
678,Schmerz::N,әрнеү,दर्द
679,Schmerz::N,әрнеү,पीड़ा
680,Wunde::N,йәрәхәт,घाव
681,Wunde::N,йәрәхәт,ज़ख़्म
682,Fieber::N,тапма,ज्वर
683,Fieber::N,тапма,बुख़ार
684,Fieber::N,биҙгәк,ज्वर
685,Fieber::N,биҙгәк,बुख़ार
686,Arznei::N,дарыу,दवा
687,Arznei::N,дарыу,औषाधि
688,Brücke::N,күпер,पुल
689,Brücke::N,күпер,सेतु
690,Brunnen::N,ҡоҙоҡ,कुआँ
691,Weide::N,көтөүлек,चरागाह
692,Pfad::N,һуҡмаҡ,पथ
693,Pfad::N,һуҡмаҡ,पगडंडी
694,Weg::N,юл,मार्ग
695,Straße::N,урам,राह
696,Straße::N,урам,रास्ता
697,Dorf::N,ауыл,गाँव
698,Dorf::N,ауыл,ग्राम
699,Stadt::N,ҡала,शहर
700,Brief::N,хат,ख़त
701,Brief::N,хат,पत्र
702,Brief::N,хат,चिट्ठी
703,Buch::N,китап,किताब
704,Buch::N,китап,पुस्तक
705,Buch::N,кенәгә,किताब
706,Buch::N,кенәгә,पुस्तक
707,Buchstabe::N,хәреф,अक्षर
708,Zeitung::N,гәзит,अख़बार
709,Zeitung::N,гәзит,समाचार-पत्र
710,Leben::N,йәшәү,जीवन
711,Leben::N,йәшәү,ज़िंदगी
712,Tod::N,үлем,मौत
