,Concept_ID,sv,sv
207,Pferd::N,häst,häst
208,Schaf::N,får,får
209,Schwein::N,svin,svin
210,Hund::N,hund,hund
211,Katze::N,katt,katt
212,Bär::N,björn,björn
213,Eichhörnchen::N,ekorre,ekorre
214,Elch::N,älg,älg
215,Fuchs::N,räv,räv
216,Hase::N,hare,hare
217,Maus::N,mus,mus
218,Wolf::N,varg,varg
219,Vogel::N,fågel,fågel
220,Schwarm::N,svärm,svärm
221,Huhn::N,höns,höns
222,Hahn::N,tupp,tupp
223,Gans::N,gås,gås
224,Adler::N,örn,örn
225,Ente::N,anka,anka
226,Eule::N,uggla,uggla
227,Kranich::N,trana,trana
228,Krähe::N,kråka,kråka
229,Kuckuck::N,gök,gök
230,Schwan::N,svan,svan
231,Fisch::N,fisk,fisk
232,Barsch::N,abborre,abborre
233,Hecht::N,gädda,gädda
234,Schlange[Tier]::N,orm,orm
235,Wurm::N,mask,mask
236,Spinne::N,spindel,spindel
237,Ameise::N,myra,myra
238,Laus::N,lus,lus
239,Mücke::N,mygga,mygga
240,Fliege::N,fluga,fluga
241,Schmetterling::N,fjäril,fjäril
242,Beere::N,bär,bär
243,Apfel::N,äpple,äpple
244,Pilz::N,svamp,svamp
245,Zwiebel::N,lök,lök
246,Saat::N,sådd,sådd
247,Korn::N,korn,korn
248,Heu::N,hö,hö
249,Schale::N,skal,skal
250,Grube::N,grop,grop
251,Falle::N,fälla,fälla
252,Schlinge::N,snara,snara
253,Spur::N,spår,spår
254,Asche::N,aska,aska
255,Dreck::N,lort,lort
256,Eisen::N,järn,järn
257,Gold::N,guld,guld
258,Silber::N,silver,silver
259,Kohle::N,kol,kol
260,Glas::N,glas,glas
261,Lehm::N,lera,lera
262,Sand::N,sand,sand
263,Mensch::N,människa,människa
264,Mann::N,man,man
265,Frau::N,kvinna,kvinna
266,Kind::N,barn,barn
267,Junge::N,pojke,pojke
268,Mädchen::N,flicka,flicka
269,Familie::N,familj,familj
270,Großvater::N,morfar,morfar
271,Großmutter::N,farmor,farmor
272,Eltern::N,föräldrar,föräldrar
273,Vater::N,far,far
274,Mutter::N,mor,mor
275,Sohn::N,son,son
276,Tochter::N,dotter,dotter
277,Bruder::N,bror,bror
278,Schwester::N,syster,syster
279,Onkel::N,morbror,morbror
280,Tante::N,tant,tant
281,Ehemann::N,äkta man,äkta man
282,Ehefrau::N,hustru,hustru
283,Freude::N,fröjd,fröjd
284,Freude::N,fröjd,glädje
285,Freude::N,glädje,fröjd
286,Freude::N,glädje,glädje
287,Gelächter::N,åtlöje,åtlöje
288,Glück::N,lycka,lycka
289,Kummer::N,sorg,sorg
290,Wunsch::N,önskan,önskan
291,Lust::N,lust,lust
292,Geist::N,ande,ande
293,Gedanke::N,tanke,tanke
294,Gedächtnis::N,minne,minne
295,Verstand::N,förstånd,förstånd
296,Sinn::N,mening,mening
297,Sinn::N,mening,betydelse
298,Sinn::N,betydelse,mening
299,Sinn::N,betydelse,betydelse
300,Grund::N,skäl,skäl
301,Grund::N,skäl,grund
302,Grund::N,grund,skäl
303,Grund::N,grund,grund
304,Wahrheit::N,sanning,sanning
305,Gespräch::N,samtal,samtal
306,Märchen::N,saga,saga
307,Erzählung::N,berättelse,berättelse
308,Nachricht::N,meddelande,meddelande
309,Neuigkeit::N,nyhet,nyhet
310,Name::N,namn,namn
311,Rätsel::N,gåta,gåta
312,Rede::N,tal,tal
313,Sprache::N,språk,språk
314,Stimme::N,stämma,stämma
315,Wort::N,ord,ord
316,Zeichen::N,tecken,tecken
317,Ruf::N,rop,rop
318,Lärm::N,bråk,bråk
319,Lärm::N,bråk,oväsen
320,Lärm::N,oväsen,bråk
321,Lärm::N,oväsen,oväsen
322,Laut::N,ljud,ljud
323,Ton::N,ton,ton
324,Lied::N,sång,sång
325,Ruhe::N,ro,ro
326,Ruhe::N,ro,lugn
327,Ruhe::N,lugn,ro
328,Ruhe::N,lugn,lugn
329,Leute::N,folk,folk
330,Volk::N,folk,folk
331,Arbeit::N,arbete,arbete
332,Gast::N,gäst,gäst
333,Geschenk::N,gåva,gåva
334,Geschenk::N,gåva,present
335,Geschenk::N,present,gåva
336,Geschenk::N,present,present
337,Spiel::N,lek,lek
338,Spiel::N,lek,spel
339,Spiel::N,spel,lek
340,Spiel::N,spel,spel
341,Gesellschaft::N,sällskap,sällskap
342,Hilfe::N,hjälp,hjälp
343,Freund::N,vän,vän
344,Kamerad::N,kamrat,kamrat
345,Angelegenheit::N,ärende,ärende
346,Angelegenheit::N,ärende,angelägenhet
347,Angelegenheit::N,angelägenhet,ärende
348,Angelegenheit::N,angelägenhet,angelägenhet
349,Anzahl::N,antal,antal
350,Art::N,art,art
351,Art::N,art,slag
352,Art::N,slag,art
353,Art::N,slag,slag
354,Stück::N,stycke,stycke
355,Teil::N,del,del
356,Hälfte::N,halva,halva
357,Kreis::N,krets,krets
358,Kreis::N,krets,cirkel
359,Kreis::N,cirkel,krets
360,Kreis::N,cirkel,cirkel
361,Kreuz::N,kors,kors
362,Kreuz::N,kors,kryss
363,Kreuz::N,kryss,kors
364,Kreuz::N,kryss,kryss
365,Linie::N,linje,linje
366,Strich::N,streck,streck
367,Abstand::N,avstånd,avstånd
368,Entfernung::N,avstånd,avstånd
369,Gegend::N,trakt,trakt
370,Platz::N,plats,plats
371,Ort::N,plats,plats
372,Ort::N,plats,ställe
373,Ort::N,ställe,plats
374,Ort::N,ställe,ställe
375,Seite::N,sida,sida
376,Mitte::N,mitt,mitt
377,Gegenstand::N,föremål,föremål
378,Sache::N,sak,sak
379,Rand::N,rand,rand
380,Kante::N,kant,kant
381,Ecke::N,vrå,vrå
382,Ecke::N,vrå,hörn
383,Ecke::N,hörn,vrå
384,Ecke::N,hörn,hörn
385,Spitze::N,spets,spets
386,Ende::N,ända,ända
387,Loch::N,hål,hål
388,Winkel::N,vinkel,vinkel
389,Muster::N,mönster,mönster
390,Größe::N,storlek,storlek
391,Länge::N,längd,längd
392,Höhe::N,höjd,höjd
393,Gewicht::N,tyngd,tyngd
394,Menge::N,mängd,mängd
395,Haufen::N,hög,hög
396,Reihe::N,rad,rad
397,Boot::N,båt,båt
398,Ruder::N,åra,åra
399,Schlitten::N,släde,släde
400,Ski::N,skida,skida
401,Lagerfeuer::N,lägereld,lägereld
402,Last::N,last,last
403,Last::N,last,börda
404,Last::N,börda,last
405,Last::N,börda,börda
406,Gang::N,gång,gång
407,Schritt::N,steg,steg
408,Norden::N,norr,norr
409,Süden::N,söder,söder
410,Westen::N,väster,väster
411,Osten::N,öster,öster
412,Holz::N,trä,trä
413,Brett::N,bräda,bräda
414,Platte::N,platta,platta
415,Stütze::N,stöd,stöd
416,Stütze::N,stöd,stötta
417,Stütze::N,stötta,stöd
418,Stütze::N,stötta,stötta
419,Stange::N,stång,stång
420,Stock::N,käpp,käpp
421,Stock::N,käpp,pinne
422,Stock::N,pinne,käpp
423,Stock::N,pinne,pinne
424,Stab::N,stav,stav
425,Rohr::N,rör,rör
426,Haus::N,hus,hus
427,Heim::N,hem,hem
428,Ofen::N,ugn,ugn
429,Fußboden::N,golv,golv
430,Tisch::N,bord,bord
431,Stuhl::N,stol,stol
432,Wiege::N,vagga,vagga
433,Bett::N,säng,säng
434,Regal::N,hylla,hylla
435,Kiste::N,låda,låda
436,Fenster::N,fönster,fönster
437,Tür::N,dörr,dörr
438,Tor::N,port,port
439,Zaun::N,staket,staket
440,Zaun::N,staket,stängsel
441,Zaun::N,stängsel,staket
442,Zaun::N,stängsel,stängsel
443,Dach::N,tak,tak
444,Leiter::N,stege,stege
445,Besen::N,kvast,kvast
446,Spaten::N,spade,spade
447,Schaufel::N,skovel,skovel
448,Schaufel::N,skovel,skyffel
449,Schaufel::N,skyffel,skovel
450,Schaufel::N,skyffel,skyffel
451,Gabel::N,gaffel,gaffel
452,Löffel::N,sked,sked
453,Messer::N,kniv,kniv
454,Nagel::N,spik,spik
455,Netz::N,nät,nät
456,Haken::N,krok,krok
457,Griff::N,tag,tag
458,Griff::N,tag,handtag
459,Griff::N,handtag,tag
460,Griff::N,handtag,handtag
461,Schloss::N,las,las
462,Bild::N,bild,bild
463,Figur::N,figur,figur
464,Puppe::N,docka,docka
465,Beutel::N,påse,påse
466,Bündel::N,bunt,bunt
467,Bündel::N,bunt,knippa
468,Bündel::N,knippa,bunt
469,Bündel::N,knippa,knippa
470,Tasche::N,väska,väska
471,Eimer::N,hink,hink
472,Eimer::N,hink,ämbar
473,Eimer::N,ämbar,hink
474,Eimer::N,ämbar,ämbar
475,Deckel::N,lock,lock
476,Geschirr::N,servis,servis
477,Geschirr::N,servis,porslin
478,Geschirr::N,porslin,servis
479,Geschirr::N,porslin,porslin
480,Sack::N,säck,säck
481,Tasse::N,kopp,kopp
482,Topf::N,gryta,gryta
483,Topf::N,gryta,kastrull
484,Topf::N,kastrull,gryta
485,Topf::N,kastrull,kastrull
486,Kessel::N,kittel,kittel
487,Essen::N,mål,mål
488,Nahrung::N,näring,näring
489,Speise::N,maträtt,maträtt
490,Fleisch::N,kött,kött
491,Getreide::N,säd,säd
492,Getreide::N,säd,spannmål
493,Getreide::N,spannmål,säd
494,Getreide::N,spannmål,spannmål
495,Brei::N,gröt,gröt
496,Brot::N,bröd,bröd
497,Scheibe::N,skiva,skiva
498,Fett::N,fett,fett
499,Butter::N,smör,smör
500,Öl::N,olja,olja
501,Salz::N,salt,salt
502,Suppe::N,soppa,soppa
503,Honig::N,honung,honung
504,Milch::N,mjölk,mjölk
505,Tee::N,te,te
506,Leder::N,läder,läder
507,Wolle::N,ull,ull
508,Wolle::N,ull,ylle
509,Wolle::N,ylle,ull
510,Wolle::N,ylle,ylle
511,Stoff::N,tyg,tyg
512,Stoff::N,tyg,stoff
513,Stoff::N,stoff,tyg
514,Stoff::N,stoff,stoff
515,Nadel::N,nål,nål
516,Faden::N,tråd,tråd
517,Knopf::N,knapp,knapp
518,Knoten::N,knut,knut
519,Farbe::N,färg,färg
520,Kleidung::N,klädsel,klädsel
521,Hemd::N,skjorta,skjorta
522,Kragen::N,krage,krage
523,Ärmel::N,ärm,ärm
524,Hose::N,byxor,byxor
525,Gürtel::N,bälte,bälte
526,Mütze::N,mössa,mössa
527,Schuh::N,sko,sko
528,Stiefel::N,stövel,stövel
529,Ring::N,ring,ring
530,Band::N,band,band
531,Kamm::N,kam,kam
532,Spiegel::N,spegel,spegel
533,Riemen::N,rem,rem
534,Schnur::N,snöre,snöre
535,Leine::N,lina,lina
536,Decke::N,täcke,täcke
537,Kissen::N,dyna,dyna
538,Kissen::N,dyna,kudde
539,Kissen::N,kudde,dyna
540,Kissen::N,kudde,kudde
541,Tuch::N,sjal,sjal
542,Handtuch::N,handduk,handduk
543,Kraft::N,kraft,kraft
544,Stärke::N,styrka,styrka
545,Gesundheit::N,hälsa,hälsa
546,Krankheit::N,sjukdom,sjukdom
547,Schmerz::N,smärta,smärta
548,Wunde::N,sår,sår
549,Fieber::N,feber,feber
550,Arznei::N,medicin,medicin
551,Arznei::N,medicin,läkemedel
552,Arznei::N,läkemedel,medicin
553,Arznei::N,läkemedel,läkemedel
554,Brücke::N,bro,bro
555,Brunnen::N,brunn,brunn
556,Weide::N,bete,bete
557,Pfad::N,stig,stig
558,Weg::N,väg,väg
559,Straße::N,gata,gata
560,Dorf::N,by,by
561,Stadt::N,stad,stad
562,Brief::N,brev,brev
563,Buch::N,bok,bok
564,Buchstabe::N,bokstav,bokstav
565,Zeitung::N,tidning,tidning
566,Leben::N,liv,liv
567,Tod::N,död,död
568,Grab::N,grav,grav
569,Kirche::N,kyrka,kyrka
570,Sünde::N,synd,synd
571,Gott::N,gud,gud
572,Arbeiter::N,arbetare,arbetare
573,Chef::N,chef,chef
574,Meister::N,mästare,mästare
575,Arzt::N,läkare,läkare
576,Lehrer::N,lärare,lärare
577,Geld::N,pengar,pengar
578,Geschäft::N,rörelse,rörelse
579,Laden::N,affär,affär
580,Preis::N,pris,pris
581,Ware::N,vara,vara
582,Nutzen::N,gagn,gagn
583,Nutzen::N,gagn,nytta
584,Nutzen::N,nytta,gagn
585,Nutzen::N,nytta,nytta
586,Reichtum::N,rikedom,rikedom
587,Welt::N,värld,värld
588,Land::N,land,land
589,Staat::N,stat,stat
590,König::N,kung,kung
591,König::N,kung,konung
592,König::N,konung,kung
593,König::N,konung,konung
594,Macht::N,makt,makt
595,Grenze::N,gräns,gräns
596,Krieg::N,krig,krig
597,Feind::N,fiende,fiende
598,Gewalt::N,våld,våld
599,Kampf::N,kamp,kamp
600,Kampf::N,kamp,strid
601,Kampf::N,strid,kamp
602,Kampf::N,strid,strid
603,Bogen[Waffe]::N,båge,båge
604,Pfeil::N,pil,pil
605,Gewehr::N,gevär,gevär
606,Fehler::N,fel,fel
607,Lüge::N,lögn,lögn
608,Schaden::N,skada,skada
609,Unglück::N,otur,otur
610,Unglück::N,otur,olycka
611,Unglück::N,olycka,otur
612,Unglück::N,olycka,olycka
613,Schuld::N,skuld,skuld
614,Alter::N,ålder,ålder
615,Schluss::N,slut,slut
616,Zeit::N,tid,tid
617,Tag::N,dag,dag
618,Morgen::N,morgon,morgon
619,Mittag::N,middag,middag
620,Abend::N,kväll,kväll
621,Nacht::N,natt,natt
622,Woche::N,vecka,vecka
623,Monat::N,månad,månad
624,Jahr::N,år,år
625,Frühling::N,vår,vår
626,Sommer::N,sommar,sommar
627,Herbst::N,höst,höst
628,Winter::N,vinter,vinter
629,Januar::N,januari,januari
630,Februar::N,februari,februari
631,März::N,mars,mars
632,April::N,april,april
633,Mai::N,maj,maj
634,Juni::N,juni,juni
635,Juli::N,juli,juli
636,August::N,augusti,augusti
637,September::N,september,september
638,Oktober::N,oktober,oktober
639,November::N,november,november
640,Dezember::N,december,december
641,Montag::N,måndag,måndag
642,Dienstag::N,tisdag,tisdag
643,Mittwoch::N,onsdag,onsdag
644,Donnerstag::N,torsdag,torsdag
645,Freitag::N,fredag,fredag
646,Samstag::N,lördag,lördag
647,Sonntag::N,söndag,söndag
648,groß::A,stor,stor
649,klein::A,liten,liten
650,lang::A,lång,lång
651,kurz::A,kort,kort
652,breit::A,bred,bred
653,schmal::A,smal,smal
654,dicht::A,tät,tät
655,dick[Gegenstand]::A,tjock,tjock
656,dünn::A,tunn,tunn
657,fein::A,fin,fin
658,fest::A,fast,fast
659,flach::A,platt,platt
660,glatt::A,glatt,glatt
661,hart::A,hård,hård
662,weich::A,mjuk,mjuk
663,rund::A,rund,rund
664,spitz::A,toppig,toppig
665,spitz::A,toppig,spetsig
666,spitz::A,spetsig,toppig
667,spitz::A,spetsig,spetsig
668,scharf::A,vass,vass
669,scharf::A,vass,skarp
670,scharf::A,skarp,vass
671,scharf::A,skarp,skarp
672,stumpf::A,slö,slö
673,schwer::A,tung,tung
674,schön::A,skön,skön
675,schön::A,skön,vacker
676,schön::A,vacker,skön
677,schön::A,vacker,vacker
678,heiß::A,het,het
679,warm::A,varm,varm
680,kalt::A,kall,kall
681,kühl::A,sval,sval
682,kühl::A,sval,kylig
683,kühl::A,kylig,sval
684,kühl::A,kylig,kylig
685,frisch::A,färsk,färsk
686,feucht::A,fuktig,fuktig
687,nass::A,våt,våt
688,trocken::A,torr,torr
689,voll::A,full,full
690,leer::A,tom,tom
691,offen::A,öppen,öppen
692,geschlossen::A,stängd,stängd
693,sauber::A,ren,ren
694,schmutzig::A,snuskig,snuskig
695,roh::A,rå,rå
696,reif::A,mogen,mogen
697,lecker::A,läcker,läcker
698,süß::A,söt,söt
699,bitter::A,besk,besk
700,bitter::A,besk,bitter
701,bitter::A,bitter,besk
702,bitter::A,bitter,bitter
703,sauer::A,sur,sur
704,hell::A,ljus,ljus
705,dunkel::A,mörk,mörk
706,schwarz::A,svart,svart
707,weiß::A,vit,vit
708,rot::A,röd,röd
709,gelb::A,gul,gul
710,blau::A,blå,blå
711,grün::A,grön,grön
712,grau::A,grå,grå
713,bunt::A,brokig,brokig
714,billig::A,billig,billig
715,teuer::A,dyr,dyr
716,wertvoll::A,värdefull,värdefull
717,blind::A,blind,blind
718,taub::A,döv,döv
719,kräftig::A,kraftig,kraftig
720,stark::A,stark,stark
721,schwach::A,svag,svag
722,fett::A,fet,fet
723,schlank::A,slank,slank
724,hübsch::A,snygg,snygg
725,hübsch::A,snygg,vacker
726,hübsch::A,vacker,snygg
727,hübsch::A,vacker,vacker
728,böse::A,ond,ond
729,böse::A,ond,elak
730,böse::A,elak,ond
731,böse::A,elak,elak
732,dumm::A,dum,dum
733,faul::A,lat,lat
734,fleißig::A,flitig,flitig
735,geizig::A,snål,snål
736,geizig::A,snål,girig
737,geizig::A,girig,snål
738,geizig::A,girig,girig
739,klug::A,klok,klok
740,geschickt::A,händig,händig
741,geschickt::A,händig,skicklig
742,geschickt::A,skicklig,händig
743,geschickt::A,skicklig,skicklig
744,lieb::A,kär,kär
745,lieb::A,kär,snäll
746,lieb::A,snäll,kär
747,lieb::A,snäll,snäll
748,lustig::A,rolig,rolig
749,lustig::A,rolig,lustig
750,lustig::A,lustig,rolig
751,lustig::A,lustig,lustig
752,sanft::A,mild,mild
753,hungrig::A,hungrig,hungrig
754,krank::A,sjuk,sjuk
755,nackt::A,naken,naken
756,traurig::A,ledsen,ledsen
757,traurig::A,ledsen,sorgsen
758,traurig::A,sorgsen,ledsen
759,traurig::A,sorgsen,sorgsen
760,lebendig::A,levande,levande
761,gut::A,bra,bra
762,schlecht::A,dålig,dålig
763,richtig::A,riktig,riktig
764,schlimm::A,illa,illa
765,wahr::A,sann,sann
766,alt::A,gammal,gammal
767,neu::A,ny,ny
768,ehemalig::A,forn,forn
769,ehemalig::A,forn,tidigare
770,ehemalig::A,tidigare,forn
771,ehemalig::A,tidigare,tidigare
772,alt[Lebewesen]::A,gammal,gammal
773,jung::A,ung,ung
774,arm::A,fattig,fattig
775,reich::A,rik,rik
776,bekannt::A,känd,känd
777,berühmt::A,berömd,berömd
778,fremd::A,främmande,främmande
779,verschieden::A,åtskillig,åtskillig
780,nah::A,nära,nära
781,fern::A,fjärran,fjärran
782,linker::A,vänster,vänster
783,rechter::A,höger,höger
784,anderer::A,annan,annan
785,erster::A,första,första
786,zweiter::A,andra,andra
787,dritter::A,tredje,tredje
788,letzter::A,sist,sist
789,allein::ADV,allena,allena
790,auf einmal::ADV,på en gång,på en gång
791,zusammen::ADV,tillsammans,tillsammans
792,lange::ADV,länge,länge
793,plötzlich::ADV,plötsligt,plötsligt
794,sofort::ADV,strax,strax
795,sofort::ADV,strax,genast
796,sofort::ADV,genast,strax
797,sofort::ADV,genast,genast
798,später::ADV,senare,senare
799,jetzt::ADV,nu,nu
800,heute::ADV,i dag,i dag
801,morgen::ADV,i morgon,i morgon
802,bald::ADV,snart,snart
803,dann::ADV,då,då
804,gestern::ADV,i går,i går
805,einst::ADV,en gång,en gång
806,damals::ADV,då,då
807,damals::ADV,då,den gången
808,damals::ADV,den gången,då
809,damals::ADV,den gången,den gången
810,danach::ADV,därefter,därefter
811,vorher::ADV,före,före
812,vorher::ADV,före,förut
813,vorher::ADV,förut,före
814,vorher::ADV,förut,förut
815,zuerst::ADV,först,först
816,einmal::ADV,en gång,en gång
817,manchmal::ADV,ibland,ibland
818,oft::ADV,ofta,ofta
819,immer::ADV,alltid,alltid
820,niemals::ADV,aldrig,aldrig
821,hier::ADV,här,här
822,hierhin::ADV,hit,hit
823,von hier::ADV,härifrån,härifrån
824,dort::ADV,där,där
825,dorthin::ADV,dit,dit
826,geradeaus::ADV,rätt fram,rätt fram
827,vorwärts::ADV,fram,fram
828,vorwärts::ADV,fram,framåt
829,vorwärts::ADV,framåt,fram
830,vorwärts::ADV,framåt,framåt
831,rückwärts::ADV,baklänges,baklänges
832,zurück::ADV,tillbaka,tillbaka
833,unten::ADV,nere,nere
834,unten::ADV,nere,nedanför
835,unten::ADV,nedanför,nere
836,unten::ADV,nedanför,nedanför
837,hinab::ADV,ned,ned
838,hinab::ADV,ned,nedåt
839,hinab::ADV,nedåt,ned
840,hinab::ADV,nedåt,nedåt
841,oben::ADV,ovan,ovan
842,oben::ADV,ovan,ovanpå
843,oben::ADV,ovanpå,ovan
844,oben::ADV,ovanpå,ovanpå
845,hinauf::ADV,upp,upp
846,hinauf::ADV,upp,uppåt
847,hinauf::ADV,uppåt,upp
848,hinauf::ADV,uppåt,uppåt
849,überall::ADV,överallt,överallt
850,nicht::ADV,ej,ej
851,nicht::ADV,ej,inte
852,nicht::ADV,inte,ej
853,nicht::ADV,inte,inte
854,ein wenig::ADV,litet,litet
855,kaum::ADV,knappt,knappt
856,kaum::ADV,knappt,knappast
857,kaum::ADV,knappast,knappt
858,kaum::ADV,knappast,knappast
859,sehr::ADV,mycket,mycket
860,so::ADV,så,så
861,noch::ADV,än,än
862,noch::ADV,än,ännu
863,noch::ADV,ännu,än
864,noch::ADV,ännu,ännu
865,nur::ADV,bara,bara
866,nur::ADV,bara,endast
867,nur::ADV,endast,bara
868,nur::ADV,endast,endast
869,schon::ADV,redan,redan
870,wieder::ADV,åter,åter
871,vergebens::ADV,förgäves,förgäves
872,vor::PRP,utanför,utanför
873,hinter::PRP,bakom,bakom
874,unter::PRP,under,under
