,Concept_ID,fr,lt
62,Traum::N,songe,sapnas
63,Himmel::N,ciel,dangus
64,Sonne::N,soleil,saulė
65,Mond::N,lune,mėnulis
66,Stern::N,étoile,žvaigždė
67,Luft::N,air,oras
68,Wind::N,vent,vėjas
69,Welle::N,vague,banga
70,Welle::N,vague,vilnis
71,Wasser::N,eau,vanduo
72,Stein::N,pierre,akmuo
73,Boden::N,sol,žemė
74,Boden::N,sol,dugnas
75,Boden::N,terrain,žemė
76,Boden::N,terrain,dugnas
77,Erde::N,terre,žemė
78,Staub::N,poussière,dulkės
79,Rauch::N,fumée,dūmai
80,Funke::N,étincelle,kibirkštis
81,Feuer::N,feu,ugnis
82,Licht::N,lumière,šviesa
83,Schatten::N,ombre,paūksmė
84,Wetter::N,temps,oras
85,Nebel::N,brume,migla
86,Nebel::N,brume,rūkas
87,Nebel::N,brouillard,migla
88,Nebel::N,brouillard,rūkas
89,Wolke::N,nuage,debesis
90,Regen::N,pluie,lietus
91,Schnee::N,neige,sniegas
92,Eis::N,glace,ledas
93,Frost::N,gel,šalna
94,Frost::N,gelée,šalna
95,Kälte::N,froid,šaltis
96,Hitze::N,chaleur,karštis
97,Raureif::N,givre,šerkšnas
98,Regenbogen::N,arc-en-ciel,vaivorykštė
99,Donner::N,tonnerre,perkūnas
100,Donner::N,tonnerre,griaustinis
101,Strömung::N,courant,tėkmė
102,Tropfen::N,goutte,lašas
103,Schaum::N,écume,putos
104,Schaum::N,mousse,putos
105,Schmutz::N,boue,purvas
106,Schmutz::N,saleté,purvas
107,See::N,lac,ežeras
108,Sumpf::N,marais,klampynė
109,Sumpf::N,marais,liūnas
110,Sumpf::N,marécage,klampynė
111,Sumpf::N,marécage,liūnas
112,Moor::N,tourbière,pelkė
113,Wiese::N,pré,pieva
114,Wald::N,bois,miškas
115,Wald::N,forêt,miškas
116,Hügel::N,coteau,kalva
117,Hügel::N,colline,kalva
118,Anhöhe::N,éminence,kauburys
119,Anhöhe::N,élévation,kauburys
120,Berg::N,mont,kalnas
121,Berg::N,montagne,kalnas
122,Gipfel::N,cime,viršūnė
123,Gipfel::N,sommet,viršūnė
124,Höhle::N,caverne,ola
125,Abhang::N,pente,šlaitas
126,Abhang::N,pente,nuokalnė
127,Abhang::N,versant,šlaitas
128,Abhang::N,versant,nuokalnė
129,Quelle::N,source,versmė
130,Quelle::N,source,šaltinis
131,Quelle::N,fontaine,versmė
132,Quelle::N,fontaine,šaltinis
133,Bach::N,ruisseau,upelis
134,Fluss::N,fleuve,upė
135,Fluss::N,rivière,upė
136,Ufer::N,bord,krantas
137,Ufer::N,rivage,krantas
138,Küste::N,côte,pajūris
139,Festland::N,terre ferme,sausuma
140,Meer::N,mer,jūra
141,Bucht::N,baie,įlanka
142,Bucht::N,baie,užutekis
143,Insel::N,île,sala
144,Blume::N,fleur,gėlė
145,Gras::N,herbe,žolė
146,Wurzel::N,racine,šaknis
147,Baum::N,arbre,medis
148,Stamm::N,tronc,kamienas
149,Rinde::N,écorce,žievė
150,Ast::N,branche,šaka
151,Zweig::N,rameau,šakelė
152,Blatt::N,feuille,lapas
153,Birke::N,bouleau,beržas
154,Kiefer[Baum]::N,pin,pušis
155,Weide[Baum]::N,saule,karklas
156,Tanne::N,sapin,eglė
157,Tanne::N,sapin,kėnis
158,Horn::N,corne,ragas
159,Feder::N,plume,plunksna
160,Fell::N,peau,kailis
161,Flügel::N,aile,sparnas
162,Klaue::N,serre,kanopa
163,Kralle::N,ongle,nagas
164,Kralle::N,griffe,nagas
165,Schwanz::N,queue,uodega
166,Ei::N,œuf,kiaušinis
167,Nest::N,nid,gūžta
168,Nest::N,nid,lizdas
169,Bau::N,terrier,ola
170,Tier::N,animal,gyvūnas
171,Herde::N,troupeau,banda
172,Herde::N,troupeau,kaimenė
173,Kuh::N,vache,karvė
174,Bulle::N,taureau,bulius
175,Pferd::N,cheval,arklys
176,Schaf::N,mouton,avis
177,Schwein::N,porc,kiaulė
178,Schwein::N,cochon,kiaulė
179,Hund::N,chien,šuo
180,Katze::N,chat,katė
181,Bär::N,ours,lokys
182,Eichhörnchen::N,écureuil,voveraitė
183,Elch::N,élan,briedis
184,Fuchs::N,renard,lapė
185,Hase::N,lièvre,kiškas
186,Maus::N,souris,pelė
187,Wolf::N,loup,vilkas
188,Vogel::N,oiseau,paukštis
189,Schwarm::N,nuée,spiečius
190,Schwarm::N,volée,spiečius
191,Huhn::N,poule,višta
192,Hahn::N,coq,gaidys
193,Gans::N,oie,žąsis
194,Adler::N,aigle,erelis
195,Ente::N,canard,antis
196,Eule::N,hibou,pelėda
197,Kranich::N,grue,gervė
198,Krähe::N,corneille,varna
199,Kuckuck::N,coucou,gegužė
200,Schwan::N,cygne,gulbė
201,Fisch::N,poisson,žuvis
202,Barsch::N,perche,ešerys
203,Hecht::N,brochet,lydeka
204,Schlange[Tier]::N,serpent,gyvatė
205,Wurm::N,ver,kirmėlė
206,Spinne::N,araignée,voras
207,Ameise::N,fourmi,skruzdė
208,Laus::N,pou,utėlė
209,Mücke::N,moucheron,uodas
210,Fliege::N,mouche,musė
211,Schmetterling::N,papillon,drugys
212,Schmetterling::N,papillon,peteliškė
213,Beere::N,baie,uoga
214,Apfel::N,pomme,obuolys
215,Pilz::N,champignon,grybas
216,Zwiebel::N,oignon,svogūnas
217,Saat::N,semence,sėkla
218,Korn::N,grain,grūdai
219,Heu::N,foin,šienas
220,Schale::N,pelure,žievelė
221,Grube::N,fosse,duobė
222,Falle::N,piège,pinklės
223,Falle::N,piège,žabangai
224,Schlinge::N,lacs,kilpa
225,Spur::N,trace,vėžė
226,Spur::N,trace,pėdos
227,Spur::N,trace,pėdsakas
228,Asche::N,cendre,pelenai
229,Dreck::N,crotte,purvas
230,Eisen::N,fer,geležis
231,Gold::N,or,auksas
232,Silber::N,argent,sidabras
233,Kohle::N,charbon,anglis
234,Glas::N,verre,stiklas
235,Lehm::N,glaise,molis
236,Sand::N,sable,smėlis
237,Mensch::N,homme,žmogus
238,Mann::N,homme,vyras
239,Mann::N,homme,vyriškis
240,Frau::N,femme,moteris
241,Kind::N,enfant,vaikas
242,Junge::N,garçon,vaikinas
243,Junge::N,garçon,berniukas
244,Mädchen::N,fille,mergytė
245,Mädchen::N,fille,mergaitė
246,Mädchen::N,jeune fille,mergytė
247,Mädchen::N,jeune fille,mergaitė
248,Familie::N,famille,šeima
249,Großvater::N,grand-père,senelis
250,Großmutter::N,grand-mère,senelė
251,Eltern::N,parents,tėvai
252,Vater::N,père,tėvas
253,Mutter::N,mère,motina
254,Sohn::N,fils,sūnus
255,Tochter::N,fille,duktė
256,Bruder::N,frère,brolis
257,Schwester::N,sœur,sesuo
258,Onkel::N,oncle,dėdė
259,Tante::N,tante,teta
260,Ehemann::N,mari,vyras
261,Ehemann::N,époux,vyras
262,Ehefrau::N,femme,žmona
263,Ehefrau::N,épouse,žmona
264,Freude::N,joie,džiaugsmas
265,Freude::N,plaisir,džiaugsmas
266,Gelächter::N,rires,juokas
267,Glück::N,bonheur,laimė
268,Kummer::N,peine,vargas
269,Kummer::N,peine,rūpestis
270,Kummer::N,chagrin,vargas
271,Kummer::N,chagrin,rūpestis
272,Wunsch::N,désir,troškimas
273,Wunsch::N,désir,pageidavimas
274,Lust::N,envie,noras
275,Lust::N,envie,geidulys
276,Geist::N,esprit,dvasia
277,Gedanke::N,idée,mintis
278,Gedanke::N,pensée,mintis
279,Gedächtnis::N,mémoire,atmintis
280,Verstand::N,raison,protas
281,Sinn::N,sens,prasmė
282,Grund::N,cause,priežastis
283,Grund::N,raison,priežastis
284,Wahrheit::N,vérité,tiesa
285,Wahrheit::N,vérité,teisybė
286,Gespräch::N,conversation,pokalbis
287,Märchen::N,conte,pasaka
288,Märchen::N,conte de fées,pasaka
289,Erzählung::N,conte,apsakymas
290,Erzählung::N,conte,pasakojimas
291,Erzählung::N,narration,apsakymas
292,Erzählung::N,narration,pasakojimas
293,Nachricht::N,message,žinia
294,Neuigkeit::N,nouvelle,naujiena
295,Name::N,nom,vardas
296,Rätsel::N,énigme,mįslė
297,Rätsel::N,devinette,mįslė
298,Rede::N,parole,kalba
299,Rede::N,discours,kalba
300,Sprache::N,langue,kalba
301,Sprache::N,langage,kalba
302,Stimme::N,voix,balsas
303,Wort::N,mot,žodis
304,Zeichen::N,signe,žymė
305,Zeichen::N,signe,ženklas
306,Ruf::N,cri,šauksmas
307,Ruf::N,appel,šauksmas
308,Lärm::N,bruit,triukšmas
309,Laut::N,son,garsas
310,Ton::N,ton,tonas
311,Ton::N,ton,garsas
312,Lied::N,chant,daina
313,Lied::N,chant,giesmė
314,Lied::N,chanson,daina
315,Lied::N,chanson,giesmė
316,Ruhe::N,calme,ramybė
317,Ruhe::N,calme,ramumas
318,Ruhe::N,tranquillité,ramybė
319,Ruhe::N,tranquillité,ramumas
320,Leute::N,gens,žmonės
321,Volk::N,peuple,tauta
322,Arbeit::N,travail,darbas
323,Arbeit::N,travail,triūsas
324,Gast::N,hôte,svečias
325,Gast::N,invité,svečias
326,Geschenk::N,cadeau,dovana
327,Geschenk::N,présent,dovana
328,Spiel::N,jeu,žaismas
329,Spiel::N,jeu,žaidimas
330,Gesellschaft::N,compagnie,draugija
331,Gesellschaft::N,compagnie,kompanija
332,Hilfe::N,aide,pagalba
333,Hilfe::N,secours,pagalba
334,Freund::N,ami,draugas
335,Freund::N,ami,bičiulis
336,Kamerad::N,copain,draugas
337,Kamerad::N,camarade,draugas
338,Angelegenheit::N,affaire,dalykas
339,Angelegenheit::N,affaire,reikalas
340,Anzahl::N,nombre,kiekis
341,Anzahl::N,nombre,skaičius
342,Art::N,sorte,rūšis
343,Art::N,espèce,rūšis
344,Stück::N,morceau,gabalas
345,Teil::N,part,dalis
346,Teil::N,partie,dalis
347,Hälfte::N,moitié,pusė
348,Kreis::N,cercle,ratas
349,Kreis::N,cercle,apskritis
350,Kreis::N,cercle,apskritimas
351,Kreuz::N,croix,kryžius
352,Linie::N,ligne,linija
353,Strich::N,trait,brėžis
354,Strich::N,trait,brūkšnys
355,Abstand::N,écart,atstumas
356,Entfernung::N,distance,atstumas
357,Gegend::N,région,vietovė
358,Gegend::N,contrée,vietovė
359,Platz::N,place,vieta
360,Ort::N,lieu,vieta
361,Ort::N,lieu,vietovė
362,Ort::N,endroit,vieta
363,Ort::N,endroit,vietovė
364,Seite::N,côté,pusė
365,Seite::N,côté,šonas
366,Mitte::N,milieu,vidurys
367,Gegenstand::N,objet,dalykas
368,Sache::N,chose,daiktas
369,Rand::N,bord,kraštas
370,Rand::N,bord,pakraštys
371,Kante::N,arête,kraštas
372,Ecke::N,coin,kertė
373,Ecke::N,coin,kampas
374,Ecke::N,tournant,kertė
375,Ecke::N,tournant,kampas
376,Spitze::N,cime,priekis
377,Spitze::N,cime,priešakys
378,Spitze::N,pointe,priekis
379,Spitze::N,pointe,priešakys
380,Ende::N,bout,galas
381,Loch::N,trou,skylė
382,Winkel::N,coin,kampas
383,Winkel::N,coin,kampelis
384,Winkel::N,réduit,kampas
385,Winkel::N,réduit,kampelis
386,Muster::N,dessin,raštas
387,Größe::N,grandeur,dydis
388,Größe::N,grandeur,didumas
389,Länge::N,longueur,ilgis
390,Länge::N,longueur,ilgumas
391,Höhe::N,hauteur,aukštis
392,Höhe::N,hauteur,aukštuma
393,Höhe::N,altitude,aukštis
394,Höhe::N,altitude,aukštuma
395,Gewicht::N,poids,svoris
396,Gewicht::N,poids,svarstis
397,Menge::N,quantité,kiekis
398,Menge::N,quantité,daugybė
399,Haufen::N,tas,krūva
400,Haufen::N,tas,šūsnis
401,Reihe::N,file,greta
402,Reihe::N,rangée,greta
403,Boot::N,canot,valtis
404,Boot::N,canot,laivelis
405,Boot::N,bateau,valtis
406,Boot::N,bateau,laivelis
407,Ruder::N,rame,irklas
408,Ruder::N,aviron,irklas
409,Schlitten::N,traîneau,rogės
410,Schlitten::N,traîneau,rogutės
411,Ski::N,ski,slidė
412,Lagerfeuer::N,feu de camp,laužas
413,Last::N,charge,našta
414,Last::N,charge,nešulys
415,Last::N,fardeau,našta
416,Last::N,fardeau,nešulys
417,Gang::N,tour,eisena
418,Gang::N,marche,eisena
419,Schritt::N,pas,žingsnis
420,Norden::N,nord,šiaurė
421,Norden::N,nord,žiemiai
422,Süden::N,sud,pietūs
423,Westen::N,ouest,vakarai
424,Westen::N,occident,vakarai
425,Osten::N,est,rytai
426,Osten::N,orient,rytai
427,Holz::N,bois,mediena
428,Brett::N,planche,lenta
429,Platte::N,plaque,plokštė
430,Stütze::N,appui,atrama
431,Stütze::N,appui,atspara
432,Stütze::N,soutien,atrama
433,Stütze::N,soutien,atspara
434,Stange::N,barre,lazda
435,Stange::N,barre,kartis
436,Stange::N,perche,lazda
437,Stange::N,perche,kartis
438,Stock::N,canne,lazda
439,Stab::N,bâton,kartis
440,Rohr::N,tube,vamzdis
441,Rohr::N,tuyau,vamzdis
442,Haus::N,maison,namas
443,Heim::N,maison,namai
444,Ofen::N,poêle,krosnis
445,Fußboden::N,plancher,grindys
446,Tisch::N,table,stalas
447,Stuhl::N,chaise,kėdė
448,Wiege::N,berceau,lopšys
449,Bett::N,lit,lova
450,Bett::N,lit,patalai
451,Regal::N,étagère,lentyna
452,Kiste::N,caisse,dėžė
453,Fenster::N,fenêtre,langas
454,Tür::N,porte,durys
455,Tor::N,porte,vartai
456,Tor::N,portail,vartai
457,Zaun::N,clôture,tvora
458,Dach::N,toit,stogas
459,Leiter::N,échelle,kopėčios
460,Besen::N,balai,šluota
461,Spaten::N,bêche,lopeta
462,Spaten::N,bêche,kastuvas
463,Schaufel::N,pelle,semtuvas
464,Gabel::N,fourchette,šakutė
465,Löffel::N,cuiller,šaukštas
466,Messer::N,couteau,peilis
467,Nagel::N,clou,vinis
468,Netz::N,filet,tinklas
469,Haken::N,croc,vagis
470,Haken::N,croc,kablys
471,Haken::N,crochet,vagis
472,Haken::N,crochet,kablys
473,Griff::N,prise,kotas
474,Griff::N,prise,rankena
475,Griff::N,manche,kotas
476,Griff::N,manche,rankena
477,Schloss::N,serrure,spyna
478,Schloss::N,serrure,užraktas
479,Bild::N,image,paveikslas
480,Bild::N,tableau,paveikslas
481,Figur::N,figure,figūra
482,Puppe::N,poupée,lėlė
483,Beutel::N,sac,krepšys
484,Beutel::N,sac,maišelis
485,Beutel::N,petit sac,krepšys
486,Beutel::N,petit sac,maišelis
487,Bündel::N,paquet,ryšulys
488,Bündel::N,faisceau,ryšulys
489,Tasche::N,sac,krepšelis
490,Eimer::N,seau,kibiras
491,Deckel::N,couvercle,dangtis
492,Geschirr::N,vaisselle,indai
493,Sack::N,sac,maišas
494,Tasse::N,tasse,puodukas
495,Topf::N,pot,puodas
496,Topf::N,marmite,puodas
497,Kessel::N,chaudron,katilas
498,Essen::N,repas,valgis
499,Essen::N,manger,valgis
500,Nahrung::N,nourriture,penas
501,Nahrung::N,nourriture,maistas
502,Speise::N,plat,patiekalas
503,Fleisch::N,viande,mėsa
504,Getreide::N,blé,javai
505,Getreide::N,céréales,javai
506,Brei::N,purée,košė
507,Brei::N,bouillie,košė
508,Brot::N,pain,duona
509,Scheibe::N,tranche,riekė
510,Fett::N,graisse,taukai
511,Fett::N,graisse,riebalai
512,Butter::N,beurre,sviestas
513,Öl::N,huile,aliejus
514,Salz::N,sel,druska
515,Suppe::N,soupe,sriuba
516,Suppe::N,potage,sriuba
517,Honig::N,miel,medus
518,Milch::N,lait,pienas
519,Tee::N,thé,arbata
520,Leder::N,cuir,oda
521,Wolle::N,laine,vilna
522,Stoff::N,tissu,audeklas
523,Stoff::N,étoffe,audeklas
524,Nadel::N,aiguille,adata
525,Faden::N,fil,gija
526,Faden::N,fil,siūlas
527,Knopf::N,bouton,saga
528,Knoten::N,nœud,mazgas
529,Farbe::N,peinture,dažai
530,Kleidung::N,vêtements,rūbai
531,Kleidung::N,vêtements,drabužiai
532,Kleidung::N,habillement,rūbai
533,Kleidung::N,habillement,drabužiai
534,Hemd::N,chemise,marškiniai
535,Kragen::N,col,apykaklė
536,Ärmel::N,manche,rankovė
537,Hose::N,pantalon,kelnės
538,Gürtel::N,ceinture,juosta
539,Gürtel::N,ceinture,diržas
540,Mütze::N,bonnet,kepurė
541,Mütze::N,casquette,kepurė
542,Schuh::N,soulier,batas
543,Schuh::N,chaussure,batas
544,Stiefel::N,botte,auliniai batai
545,Ring::N,bague,žiedas
546,Band::N,ruban,kaspinas
547,Kamm::N,peigne,šukos
548,Spiegel::N,glace,veidrodis
549,Spiegel::N,miroir,veidrodis
550,Riemen::N,lanière,diržas
551,Riemen::N,courroie,diržas
552,Schnur::N,corde,virvė
553,Schnur::N,ficelle,virvė
554,Leine::N,laisse,pavadėlis
555,Decke::N,couverture,antklodė
556,Kissen::N,oreiller,pagalvė
557,Kissen::N,oreiller,priegalvis
558,Tuch::N,drap,skarelė
559,Tuch::N,fichu,skarelė
560,Handtuch::N,serviette,rankšluostis
561,Handtuch::N,essuie-mains,rankšluostis
562,Kraft::N,force,jėga
563,Stärke::N,vigueur,stiprumas
564,Gesundheit::N,santé,sveikata
565,Krankheit::N,maladie,liga
566,Schmerz::N,douleur,skausmas
567,Wunde::N,plaie,žaizda
568,Wunde::N,blessure,žaizda
569,Fieber::N,fièvre,karštis
570,Arznei::N,remède,vaistas
571,Arznei::N,médecine,vaistas
572,Brücke::N,pont,tiltas
573,Brunnen::N,puits,šulinys
574,Weide::N,pâturage,ganykla
575,Weide::N,pâturage,gluosnis
576,Pfad::N,sentier,takas
577,Weg::N,voie,kelias
578,Weg::N,chemin,kelias
579,Straße::N,route,gatvė
580,Dorf::N,village,kaimas
581,Dorf::N,village,sodžius
582,Stadt::N,cité,miestas
583,Stadt::N,ville,miestas
584,Brief::N,lettre,laiškas
585,Buch::N,livre,knyga
586,Buchstabe::N,lettre,raidė
587,Buchstabe::N,caractère,raidė
588,Zeitung::N,journal,laikraštis
589,Leben::N,vie,gyvybė
590,Leben::N,vie,gyvenimas
591,Tod::N,mort,mirtis
592,Grab::N,tombe,kapas
593,Kirche::N,église,bažnyčia
594,Sünde::N,péché,nuodėmė
595,Sünde::N,péché,nusidėjimas
596,Gott::N,dieu,dievas
597,Arbeiter::N,ouvrier,darbininkas
598,Arbeiter::N,travailleur,darbininkas
599,Chef::N,chef,šefas
600,Chef::N,chef,vadovas
601,Chef::N,chef,viršininkas
602,Chef::N,patron,šefas
603,Chef::N,patron,vadovas
604,Chef::N,patron,viršininkas
605,Meister::N,maître,meistras
606,Arzt::N,médecin,gydytojas
607,Lehrer::N,professeur,mokytojas
608,Lehrer::N,instituteur,mokytojas
609,Geld::N,argent,pinigai
610,Geschäft::N,affaire,biznis
611,Geschäft::N,commerce,biznis
612,Laden::N,magasin,krautuvė
613,Laden::N,magasin,parduotuvė
614,Laden::N,boutique,krautuvė
615,Laden::N,boutique,parduotuvė
616,Preis::N,prix,kaina
617,Ware::N,marchandise,prekė
618,Nutzen::N,profit,nauda
619,Nutzen::N,profit,pelnas
620,Reichtum::N,richesse,turtas
621,Welt::N,monde,pasaulis
622,Land::N,pays,žemė
623,Land::N,pays,šalis
624,Staat::N,État,valstija
625,König::N,roi,karalius
626,Macht::N,pouvoir,galia
627,Macht::N,pouvoir,valdžia
628,Macht::N,puissance,galia
629,Macht::N,puissance,valdžia
630,Grenze::N,frontière,riba
631,Grenze::N,frontière,siena
632,Krieg::N,guerre,karas
633,Feind::N,ennemi,priešas
634,Gewalt::N,violence,jėga
635,Gewalt::N,violence,smurtas
636,Gewalt::N,violence,prievarta
637,Kampf::N,lutte,kova
638,Kampf::N,combat,kova
639,Bogen[Waffe]::N,arc,lankas
640,Pfeil::N,flèche,strėlė
641,Gewehr::N,fusil,šautuvas
642,Fehler::N,faute,klaida
643,Fehler::N,erreur,klaida
644,Lüge::N,mensonge,melas
645,Schaden::N,dégât,nuostolis
646,Schaden::N,dégât,apgadinimas
647,Schaden::N,dommage,nuostolis
648,Schaden::N,dommage,apgadinimas
649,Unglück::N,malheur,nelaimė
650,Schuld::N,faute,kaltė
651,Schuld::N,culpabilité,kaltė
652,Alter::N,âge,amžius
653,Schluss::N,fin,pabaiga
654,Zeit::N,temps,laikas
655,Tag::N,jour,diena
656,Tag::N,journée,diena
657,Morgen::N,matin,rytas
658,Morgen::N,matinée,rytas
659,Mittag::N,midi,vidurdienis
660,Abend::N,soir,vakaras
661,Abend::N,soirée,vakaras
662,Nacht::N,nuit,naktis
663,Woche::N,semaine,savaitė
664,Monat::N,mois,mėnuo
665,Jahr::N,an,metai
666,Jahr::N,année,metai
667,Frühling::N,printemps,pavasaris
668,Sommer::N,été,vasara
669,Herbst::N,automne,ruduo
670,Winter::N,hiver,žiema
671,Januar::N,janvier,sausis
672,Februar::N,février,vasaris
673,März::N,mars,kovas
674,April::N,avril,balandis
675,Mai::N,mai,gegužė
676,Juni::N,juin,birželis
677,Juli::N,juillet,liepa
678,August::N,août,rugpjūtis
679,September::N,septembre,rugsėjis
680,Oktober::N,octobre,spalis
681,November::N,novembre,lapkritis
682,Dezember::N,décembre,gruodis
683,Montag::N,lundi,pirmadienis
684,Dienstag::N,mardi,antradienis
685,Mittwoch::N,mercredi,trečiadienis
686,Donnerstag::N,jeudi,ketvirtadienis
687,Freitag::N,vendredi,penktadienis
688,Samstag::N,samedi,šeštadienis
689,Sonntag::N,dimanche,sekmadienis
690,groß::A,grand,didis
691,groß::A,grand,didelis
692,klein::A,petit,mažas
693,lang::A,long,ilgas
694,kurz::A,court,trumpas
695,breit::A,large,platus
696,schmal::A,étroit,smulkus
697,dicht::A,dense,tankus
698,dick[Gegenstand]::A,épais,storas
699,dünn::A,mince,plonas
700,fein::A,fin,smulkus
701,fein::A,menu,smulkus
702,fest::A,ferme,kietas
703,fest::A,ferme,tvirtas
704,fest::A,solide,kietas
705,fest::A,solide,tvirtas
706,flach::A,plat,lėkštas
707,flach::A,plat,plokščias
708,glatt::A,poli,slidus
709,glatt::A,lisse,slidus
710,hart::A,dur,kietas
711,weich::A,mou,minkštas
712,rund::A,rond,apvalus
713,rund::A,rond,apskritas
714,spitz::A,aigu,aštrus
715,spitz::A,aigu,smailus
716,spitz::A,pointu,aštrus
717,spitz::A,pointu,smailus
718,scharf::A,tranchant,aštrus
719,stumpf::A,mousse,bukas
720,stumpf::A,mousse,atšipęs
721,stumpf::A,émoussé,bukas
722,stumpf::A,émoussé,atšipęs
723,schwer::A,lourd,sunkus
724,schwer::A,pesant,sunkus
725,schön::A,beau,gražus
726,heiß::A,chaud,karštas
727,heiß::A,très chaud,karštas
728,warm::A,chaud,šiltas
729,kalt::A,froid,šaltas
730,kühl::A,frais,vėsus
731,kühl::A,frais,bejausmis
732,frisch::A,frais,šviežias
733,feucht::A,humide,drėgnas
734,nass::A,mouillé,šlapias
735,trocken::A,sec,sausas
736,voll::A,plein,pilnas
737,voll::A,rempli,pilnas
738,leer::A,vide,tuščias
739,offen::A,ouvert,atviras
740,geschlossen::A,clos,uždaras
741,geschlossen::A,clos,uždarytas
742,geschlossen::A,fermé,uždaras
743,geschlossen::A,fermé,uždarytas
744,sauber::A,net,švarus
745,sauber::A,propre,švarus
746,schmutzig::A,sale,nešvarus
747,schmutzig::A,sale,purvinas
748,schmutzig::A,crasseux,nešvarus
749,schmutzig::A,crasseux,purvinas
750,roh::A,cru,žalias
751,roh::A,brut,žalias
752,reif::A,mûr,prinokęs
753,reif::A,mûr,pribrendęs
754,lecker::A,délicieux,gardus
755,lecker::A,appétissant,gardus
756,süß::A,doux,saldus
757,bitter::A,amer,kartus
758,sauer::A,aigre,gižus
759,sauer::A,aigre,rūgštus
760,hell::A,clair,šviesus
761,hell::A,clair,skaistus
762,dunkel::A,sombre,tamsus
763,schwarz::A,noir,juodas
764,weiß::A,blanc,baltas
765,rot::A,rouge,raudonas
766,gelb::A,jaune,geltonas
767,blau::A,bleu,mėlynas
768,grün::A,vert,žalias
769,grau::A,gris,pilkas
770,bunt::A,multicolore,margas
771,bunt::A,multicolore,spalvotas
772,billig::A,bon marché,pigus
773,teuer::A,cher,brangus
774,wertvoll::A,précieux,vertingas
775,blind::A,aveugle,aklas
776,taub::A,sourd,kurčias
777,kräftig::A,fort,stiprus
778,kräftig::A,vigoureux,stiprus
779,stark::A,fort,stiprus
780,stark::A,puissant,stiprus
781,schwach::A,faible,silpnas
782,fett::A,gras,riebus
783,schlank::A,svelte,laibas
784,schlank::A,svelte,lieknas
785,hübsch::A,joli,gražus
786,böse::A,mauvais,blogas
787,dumm::A,sot,paikas
788,dumm::A,sot,kvailas
789,dumm::A,bête,paikas
790,dumm::A,bête,kvailas
791,faul::A,fainéant,tingus
792,faul::A,paresseux,tingus
793,fleißig::A,appliqué,stropus
794,fleißig::A,appliqué,kruopštus
795,geizig::A,avare,šykštus
796,klug::A,intelligent,sumanus
797,klug::A,intelligent,protingas
798,geschickt::A,habile,apsukrus
799,lieb::A,cher,mielas
800,lieb::A,gentil,mielas
801,lustig::A,gai,smagus
802,lustig::A,gai,linksmas
803,lustig::A,joyeux,smagus
804,lustig::A,joyeux,linksmas
805,sanft::A,doux,švelnus
806,sanft::A,doux,minkštas
807,hungrig::A,affamé,alkanas
808,krank::A,malade,ligotas
809,krank::A,malade,sergantis
810,nackt::A,nu,nuogas
811,traurig::A,triste,liūdnas
812,lebendig::A,vivant,gyvas
813,gut::A,bon,geras
814,schlecht::A,mauvais,blogas
815,schlecht::A,mauvais,prastas
816,richtig::A,juste,tikras
817,richtig::A,juste,teisingas
818,richtig::A,correct,tikras
819,richtig::A,correct,teisingas
