,Concept_ID,xal,bg
237,Großmutter::N,эмг эк,баба
238,Großmutter::N,наһц эк,баба
239,Eltern::N,эк эцк хойр,родители
240,Vater::N,эцк,баща
241,Mutter::N,эк,майка
242,Sohn::N,көвүн,син
243,Tochter::N,күүкн,дъщеря
244,Bruder::N,дү көвүн,брат
245,Schwester::N,эгч,сестра
246,Schwester::N,дү күүкн,сестра
247,Onkel::N,авһ,чичо
248,Onkel::N,авһ,вуйчо
249,Onkel::N,наһцх,чичо
250,Onkel::N,наһцх,вуйчо
251,Tante::N,наһц эгч,леля
252,Ehemann::N,залу,съпруг
253,Ehefrau::N,гергн,съпруга
254,Freude::N,байр,радост
255,Gelächter::N,инәдн,смях
256,Glück::N,җирһл,щастие
257,Glück::N,сәәхн җирһл,щастие
258,Kummer::N,зовлң,тъга
259,Wunsch::N,дурн,желание
260,Lust::N,җилвтлһн,желание
261,Geist::N,зөрг,дух
262,Gedanke::N,ухан,мисъл
263,Gedächtnis::N,чееҗин тодлвр,памет
264,Verstand::N,ухан,ум
265,Verstand::N,ухан,разум
266,Sinn::N,учр-утх,смисъл
267,Grund::N,учр,причина
268,Grund::N,шалтан,причина
269,Wahrheit::N,үнн,правда
270,Gespräch::N,күүндвүр,разговор
271,Märchen::N,тууль,приказка
272,Erzählung::N,келвр,разказ
273,Nachricht::N,медүллһн,вест
274,Nachricht::N,медүллһн,известие
275,Neuigkeit::N,зәңг,новина
276,Name::N,нерн,име
277,Rätsel::N,тәәлвртә тууль,гатанка
278,Rede::N,келлһн,реч
279,Rede::N,келлһн,слово
280,Sprache::N,келн,език
281,Stimme::N,дун,глас
282,Wort::N,үг,дума
283,Zeichen::N,темдг,знак
284,Ruf::N,дуудлһн,зов
285,Lärm::N,шууган,шум
286,Lärm::N,шууган,глъчка
287,Laut::N,ә,звук
288,Ton::N,дун,тон
289,Lied::N,дун,песен
290,Ruhe::N,амулң,тишина
291,Ruhe::N,амулң,спокойствие
292,Leute::N,әмтн,хора
293,Volk::N,улс,народ
294,Arbeit::N,көдлмш,труд
295,Arbeit::N,көдлмш,работа
296,Gast::N,гиич,гост
297,Geschenk::N,белг,дар
298,Geschenk::N,белг,подарък
299,Spiel::N,наадн,игра
300,Gesellschaft::N,олн,общество
301,Hilfe::N,нөкд,помощ
302,Freund::N,иньг,приятел
303,Kamerad::N,үр,другар
304,Angelegenheit::N,керг,работа
305,Anzahl::N,то,брой
306,Anzahl::N,то,количество
307,Art::N,зүүл,вид
308,Stück::N,хусг,къс
309,Stück::N,хусг,парче
310,Teil::N,хүв,дял
311,Teil::N,хүв,част
312,Hälfte::N,өрәл,половина
313,Kreis::N,төгрг,кръг
314,Kreuz::N,кирс,кръст
315,Linie::N,зурасн,черта
316,Strich::N,татасн,щрих
317,Strich::N,татасн,черта
318,Abstand::N,зә,дистанция
319,Abstand::N,зә,разстояние
320,Entfernung::N,һазр,разстояние
321,Gegend::N,һазр,местност
322,Platz::N,зә,място
323,Ort::N,бәәрн,място
324,Seite::N,тал,страна
325,Seite::N,хаҗу,страна
326,Seite::N,хәврһ,страна
327,Mitte::N,дунд,среда
328,Gegenstand::N,юмн,предмет
329,Sache::N,юмн,вещ
330,Rand::N,зах,ръб
331,Kante::N,ирмәг,ръб
332,Kante::N,ирмәг,кант
333,Ecke::N,өнцг,ъгъл
334,Spitze::N,үзүр,връх
335,Spitze::N,үзүр,острие
336,Ende::N,үзүр,край
337,Loch::N,хаһрха,дупка
338,Winkel::N,булң,кът
339,Winkel::N,булң,ъгъл
340,Muster::N,намч,десен
341,Muster::N,намч,образец
342,Größe::N,кемҗән,големина
343,Länge::N,ут,дължина
344,Höhe::N,өндр,висота
345,Höhe::N,өндр,височина
346,Gewicht::N,күнд,тегло
347,Gewicht::N,күнд,тежест
348,Gewicht::N,чиңнүр,тегло
349,Gewicht::N,чиңнүр,тежест
350,Menge::N,ик,количество
351,Haufen::N,ова,куп
352,Haufen::N,ова,грамада
353,Reihe::N,зерг,ред
354,Reihe::N,зерг,редица
355,Reihe::N,зерглән,ред
356,Reihe::N,зерглән,редица
357,Boot::N,оңһц,лодка
358,Ruder::N,хәәв,весло
359,Ruder::N,хәәв,гребло
360,Schlitten::N,цан,шейна
361,Ski::N,лыҗ,ски
362,Lagerfeuer::N,костёр,огнище
363,Last::N,күнд,товар
364,Gang::N,йовлһн,ход
365,Gang::N,йовлһн,вървеж
366,Schritt::N,ишкм,стъпка
367,Norden::N,ар үзг,север
368,Süden::N,өмн,юг
369,Süden::N,өмн үзг,юг
370,Westen::N,барун,запад
371,Westen::N,барун үзг,запад
372,Osten::N,зүн,изток
373,Osten::N,зүн үзг,изток
374,Holz::N,модн,дърво
375,Brett::N,харһа,дъска
376,Platte::N,хавтха чолун,
377,Stütze::N,тулг,
378,Stange::N,уньн,прът
379,Stange::N,уньн,върлина
380,Stock::N,модн,прът
381,Stock::N,модн,тояга
382,Stab::N,шуург,прът
383,Rohr::N,турва,цев
384,Rohr::N,турва,тръба
385,Haus::N,гер,къща
386,Heim::N,гер-бул,дом
387,Ofen::N,беш,печка
388,Fußboden::N,девскр,под
389,Tisch::N,ширә,маса
390,Stuhl::N,стул,стол
391,Wiege::N,өлгә,люлка
392,Wiege::N,дүүҗң,люлка
393,Bett::N,орн,легло
394,Bett::N,орн,креват
395,Bett::N,орндг,легло
396,Bett::N,орндг,креват
397,Regal::N,таг,рафт
398,Regal::N,таг,етажерка
399,Regal::N,тәвц,рафт
400,Regal::N,тәвц,етажерка
401,Kiste::N,яршг,кутия
402,Kiste::N,яршг,сандък
403,Fenster::N,терз,прозорец
404,Tür::N,үүдн,врата
405,Tor::N,үүдн,врата
406,Tor::N,өргн үүдн,врата
407,Tor::N,хашан үүдн,врата
408,Zaun::N,хаша,ограда
409,Dach::N,деевр,покрив
410,Leiter::N,шат,стълба
411,Leiter::N,давшур,стълба
412,Besen::N,сәвүр,метла
413,Spaten::N,күрз,лопата
414,Schaufel::N,совг,лопата
415,Gabel::N,серә,вилица
416,Löffel::N,ухр,лъжица
417,Messer::N,утх,нож
418,Nagel::N,хадасн,гвоздей
419,Netz::N,гөлм,мрежа
420,Haken::N,дегә,кука
421,Haken::N,дегә,закачалка
422,Griff::N,иш,ръчка
423,Griff::N,иш,дръжка
424,Griff::N,бәрүл,ръчка
425,Griff::N,бәрүл,дръжка
426,Schloss::N,оньс,брава
427,Schloss::N,оньс,ключалка
428,Bild::N,зург,картина
429,Figur::N,фигур,фигура
430,Puppe::N,наадһа,кукла
431,Beutel::N,мишг,кесия
432,Bündel::N,багла,връзка
433,Bündel::N,боодһа,връзка
434,Tasche::N,сумк,чанта
435,Eimer::N,суулһ,кофа
436,Deckel::N,бүркәсн,капак
437,Deckel::N,бүркәсн,похлупак
438,Geschirr::N,сав,съдове
439,Geschirr::N,сав-сарх,съдове
440,Sack::N,мишг,чувал
441,Tasse::N,ааһ,чаша
442,Topf::N,кастрюль,гърне
443,Topf::N,кастрюль,тенджера
444,Kessel::N,хәәсн,котел
445,Essen::N,зоогллһн,ядене
446,Nahrung::N,теҗәл,храна
447,Speise::N,хот,ястие
448,Fleisch::N,махн,месо
449,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,зърнено храни
450,Brei::N,хаш,каша
451,Brot::N,өдмг,хляб
452,Scheibe::N,зүсм,резен
453,Fett::N,өөкн,мазнина
454,Butter::N,тосн,масло
455,Öl::N,тосн,олио
456,Öl::N,тосн,оливия
457,Salz::N,давсн,сол
458,Suppe::N,шөлн,супа
459,Honig::N,бал,мед
460,Milch::N,үсн,мляко
461,Tee::N,цә,чай
462,Leder::N,арсн,кожа
463,Wolle::N,утцн,вълна
464,Wolle::N,эд,вълна
465,Stoff::N,эд,плат
466,Stoff::N,эд,материал
467,Nadel::N,зүн,игла
468,Faden::N,утцн,конец
469,Knopf::N,товч,копче
470,Knoten::N,зәңгдә,възел
471,Farbe::N,будг,боя
472,Kleidung::N,хувцн,дрехи
473,Kleidung::N,хувцн,облекло
474,Kleidung::N,хувц-хунр,дрехи
475,Kleidung::N,хувц-хунр,облекло
476,Hemd::N,киилг,риза
477,Kragen::N,зах,яка
478,Ärmel::N,ханцн,ръкав
479,Hose::N,шалвур,панталони
480,Gürtel::N,бүс,пояс
481,Gürtel::N,бүс,колан
482,Mütze::N,махла,каскет
483,Mütze::N,махла,фуражка
484,Schuh::N,башмгуд,обувка
485,Stiefel::N,һосн,ботуш
486,Ring::N,билцг,пръстен
487,Band::N,лент,лента
488,Band::N,лент,връзка
489,Kamm::N,сам,гребен
490,Spiegel::N,толь,огледало
491,Riemen::N,бүс,каиш
492,Riemen::N,бүс,ремък
493,Schnur::N,деесн,връв
494,Leine::N,бурнтг,връв
495,Leine::N,бурнтг,въже
496,Leine::N,нохан көтлвр,връв
497,Leine::N,нохан көтлвр,въже
498,Decke::N,көнҗл,покривка
499,Kissen::N,дер,възглавница
500,Tuch::N,альчур,сукно
501,Handtuch::N,полотенц,пешкир
502,Handtuch::N,полотенц,кърпа за лице
503,Handtuch::N,һар-нүүрин альчур,пешкир
504,Handtuch::N,һар-нүүрин альчур,кърпа за лице
505,Kraft::N,күчн,мощ
506,Kraft::N,күчн,сила
507,Stärke::N,чидл,сила
508,Gesundheit::N,эрүл-менд,здраве
509,Krankheit::N,өвчн,болест
510,Schmerz::N,өвдлһн,болка
511,Wunde::N,шав,рана
512,Fieber::N,безг,треска
513,Fieber::N,безг,температура
514,Arznei::N,эм,лек
515,Arznei::N,эм,лекарство
516,Brücke::N,тагт,мост
517,Brunnen::N,худг,чешма
518,Brunnen::N,худг,кладенец
519,Weide::N,малын идг,паша
520,Weide::N,малын идг,пасище
521,Pfad::N,цувг,пътека
522,Weg::N,хаалһ,път
523,Straße::N,зам,шосе
524,Dorf::N,хотн,село
525,Stadt::N,балһсн,град
526,Brief::N,бичг,писмо
527,Buch::N,дегтр,книга
528,Buchstabe::N,үзг,буква
529,Zeitung::N,газет,вестник
530,Leben::N,җирһл,живот
531,Tod::N,үкл,смърт
532,Tod::N,өңгрлһн,смърт
533,Grab::N,оршалһна нүкн,гроб
534,Kirche::N,чонҗ,църква
535,Sünde::N,нүл,грях
536,Sünde::N,килнц,грях
537,Gott::N,бурхн,бог
538,Arbeiter::N,көдлмшч,работник
539,Chef::N,толһач,шеф
540,Chef::N,толһач,началник
541,Meister::N,урн,майстор
542,Arzt::N,эмч,лекар
543,Lehrer::N,багш,учител
544,Geld::N,мөңгн,пари
545,Geschäft::N,көдлмш,сделка
546,Laden::N,лавк,дюкян
547,Laden::N,лавк,магазин
548,Preis::N,үн,цена
549,Ware::N,эд-тавр,стока
550,Nutzen::N,олз,полза
551,Nutzen::N,олз,облага
552,Reichtum::N,зөөр,богатство
553,Welt::N,орчлң,свят
554,Welt::N,делкә,свят
555,Land::N,орн-нутг,страна
556,Staat::N,государств,щат
557,Staat::N,государств,държава
558,König::N,хан,крал
559,Macht::N,йосн,мощ
560,Macht::N,йосн,власт
561,Grenze::N,меҗә,граница
562,Krieg::N,дән,война
563,Feind::N,дәәсн,враг
564,Feind::N,дәәсн,неприятел
565,Gewalt::N,күч һарһлһн,сила
566,Gewalt::N,күч һарһлһн,насилие
567,Kampf::N,ноолдан,борба
568,Kampf::N,ноолдан,сражение
569,Kampf::N,бәрлдлһн,борба
570,Kampf::N,бәрлдлһн,сражение
571,Bogen[Waffe]::N,саадг,лък
572,Pfeil::N,сумн,стрела
573,Gewehr::N,бу,пушка
574,Fehler::N,алдг,грешка
575,Lüge::N,худл,лъжа
576,Schaden::N,хорлт,повреда
577,Unglück::N,гүрм,нещастие
578,Schuld::N,гем,вина
579,Schuld::N,буру,вина
580,Alter::N,насн,възраст
581,Schluss::N,чилгч,край
582,Zeit::N,цаг,време
583,Tag::N,өдр,ден
584,Morgen::N,өрүн,утро
585,Morgen::N,өрүн,сутрин
586,Mittag::N,үд,обед
587,Mittag::N,үд,пладне
588,Abend::N,асхн,вечер
589,Nacht::N,сө,нощ
590,Woche::N,долан хонг,седмица
591,Monat::N,сар,месец
592,Jahr::N,җил,година
593,Frühling::N,хавр,пролет
594,Sommer::N,зун,лято
595,Herbst::N,намр,есен
596,Winter::N,үвл,зима
597,Januar::N,январь,януари
598,Februar::N,февраль,февруари
599,März::N,март,март
600,März::N,моһа сар,март
601,April::N,апрель,април
602,Mai::N,май,май
603,Juni::N,июнь,юни
604,Juni::N,мөчн сар,юни
605,Juli::N,июль,юли
606,August::N,август,август
607,September::N,һаха сар,септември
608,Oktober::N,октябрь,октомври
609,November::N,ноябрь,ноември
610,November::N,үкр сар,ноември
611,Dezember::N,бар сар,декември
612,Montag::N,понедельник,понеделник
613,Dienstag::N,вторник,вторник
614,Mittwoch::N,среда,сряда
615,Mittwoch::N,үлмҗ өдр,сряда
616,Donnerstag::N,четверг,четвъртък
617,Donnerstag::N,пүрвә өдр,четвъртък
618,Freitag::N,пятниц,петък
619,Samstag::N,суббот,събота
620,Sonntag::N,нарн өдр,неделя
621,Sonntag::N,воскресень,неделя
622,groß::A,ик,едър
623,groß::A,ик,голям
624,klein::A,бичкн,малък
625,klein::A,бичкн,дребен
626,lang::A,ут,дълъг
627,kurz::A,оһтр,къс
628,breit::A,өргн,широк
629,schmal::A,уутьхн,тесен
630,dicht::A,нигт,гъст
631,dick[Gegenstand]::A,зузан,дебел
632,dünn::A,нимгн,тънък
633,fein::A,нәрхн,фин
634,fein::A,нәрхн,тънък
635,fest::A,бат,твърд
636,fest::A,бат,плътен
637,flach::A,хавтха,равен
638,flach::A,хавтха,плосък
639,glatt::A,тегш,гладък
640,glatt::A,тиньгр,гладък
641,hart::A,хату,твърд
642,hart::A,хату,корав
643,weich::A,җөөлн,мек
644,weich::A,җөөлкн,мек
645,rund::A,төгрг,кръгъл
646,spitz::A,шовһр,островръх
647,scharf::A,хурц,остър
648,stumpf::A,мука,тъп
649,schwer::A,күнд,тежък
650,schön::A,сәәхн,хубав
651,schön::A,сәәхн,красив
652,heiß::A,халун,жарък
653,warm::A,дулан,топъл
654,kalt::A,киитн,студен
655,kühl::A,серүн,хладен
656,frisch::A,серүн,свеж
657,feucht::A,чиигтә,влажен
658,nass::A,чиигтә,мокър
659,trocken::A,хагсу,сух
660,voll::A,дүүрң,пълен
661,leer::A,сул,празен
662,leer::A,хоосн,празен
663,offen::A,секәтә,откровен
664,geschlossen::A,хаалһата,закрит
665,geschlossen::A,хаалһата,затворен
666,sauber::A,цевр,чист
667,schmutzig::A,киртә,мръсен
668,roh::A,түүкә,суров
669,reif::A,болсн,зрял
670,lecker::A,әмтәхн,вкусен
671,süß::A,әмтәхн,сладък
672,bitter::A,һашун,горчив
673,bitter::A,һашута,горчив
674,sauer::A,ишклң,кисел
675,hell::A,герлтә,ясен
676,hell::A,герлтә,светъл
677,dunkel::A,харңһу,тъмен
678,schwarz::A,хар,черен
679,weiß::A,цаһан,бял
680,rot::A,улан,червен
681,gelb::A,шар,жълт
682,blau::A,көк,син
683,grün::A,көк,зелен
684,grau::A,бор,сив
685,bunt::A,алг,шарен
686,bunt::A,алг,пъстър
687,bunt::A,эрәтә,шарен
688,bunt::A,эрәтә,пъстър
689,billig::A,кимд,евтин
690,teuer::A,үнтә,скъп
691,wertvoll::A,үнтә,ценен
692,wertvoll::A,эрднь,ценен
693,blind::A,сохр,сляп
694,taub::A,дүлә,глух
695,kräftig::A,күчтә,силен
696,stark::A,чаңһ,здрав
697,stark::A,чаңһ,силен
698,schwach::A,күчн тату,слаб
699,fett::A,тарһн,тлъст
700,schlank::A,эццн,тънък
701,schlank::A,эццн,строен
702,hübsch::A,көркхн,хубав
703,böse::A,уурта,зъл
704,dumm::A,тенг,глупав
705,faul::A,залху,ленив
706,faul::A,залху,мързелив
707,fleißig::A,кинән,прилежен
708,fleißig::A,кинмһә,прилежен
709,geizig::A,ховдг,скъпернически
710,klug::A,ухата,умен
711,klug::A,ухата,разумен
712,geschickt::A,чадмг,умел
713,geschickt::A,чадмг,сръчен
714,lieb::A,эңкр,мил
715,lieb::A,эңкр,драг
716,lustig::A,сергмҗтә,весел
717,lustig::A,җирһлтә,весел
718,sanft::A,номһн,нежен
719,sanft::A,номһн,кротък
720,hungrig::A,өлн,гладен
721,hungrig::A,харһнсн,гладен
722,krank::A,өвчтә,болен
723,krank::A,шалтгта,болен
724,nackt::A,нүцкн,гол
725,traurig::A,һундлта,тъжен
726,traurig::A,һундлта,печален
727,lebendig::A,әмд,жив
728,gut::A,сән,добър
729,schlecht::A,му,лош
730,richtig::A,зөвтә,правилен
731,schlimm::A,җигшүртә,лош
732,wahr::A,үнн,верен
733,wahr::A,үнн,истински
734,wahr::A,мөн,верен
735,wahr::A,мөн,истински
736,alt::A,хуучн,стар
737,alt::A,хуучн,древен
738,neu::A,шин,нов
739,ehemalig::A,хуучн,бивш
740,alt[Lebewesen]::A,көгшн,стар
741,jung::A,баһ,млад
742,arm::A,угатя,беден
743,reich::A,байн,богат
744,bekannt::A,таньл,познат
745,bekannt::A,таньл,известен
746,bekannt::A,таньдг,познат
747,bekannt::A,таньдг,известен
748,berühmt::A,туурсн,почут
749,berühmt::A,туурсн,известен
750,fremd::A,күүнә,чужд
751,verschieden::A,әдл биш,разен
752,verschieden::A,әдл биш,различен
753,verschieden::A,йилһәтә,разен
754,verschieden::A,йилһәтә,различен
755,nah::A,өөрхн,близък
756,fern::A,хол,далечен
757,linker::A,зүн,ляв
758,rechter::A,барун,прав
759,anderer::A,талдан,друг
760,erster::A,негдгч,пръв
761,erster::A,негдгч,първи
762,zweiter::A,хойрдгч,втори
763,dritter::A,һурвдгч,трети
764,letzter::A,отхн,последен
765,allein::ADV,һанцарн,само
766,auf einmal::ADV,нег дәкҗ,същевременно
767,zusammen::ADV,хамдан,заедно
768,lange::ADV,удан,дълго
769,plötzlich::ADV,генткн,изведнъж
770,sofort::ADV,дарунь,веднага
771,später::ADV,сүүлд,по-късно
772,jetzt::ADV,ода,сега
773,heute::ADV,эндр,днес
774,morgen::ADV,маңһдур,утре
775,bald::ADV,дарунь,скоро
776,dann::ADV,дәкәд,после
777,dann::ADV,дәкәд,тогава
778,gestern::ADV,өцклдүр,вчера
779,einst::ADV,нег саамд,някога
780,damals::ADV,тиигхд,тогава
781,danach::ADV,тегәд,после
782,danach::ADV,тегәд,след това
783,vorher::ADV,урд,преди
784,vorher::ADV,урд,преди това
785,zuerst::ADV,түрүләд,най-напред
786,einmal::ADV,нег дәкҗ,веднъж
787,einmal::ADV,нег дәкҗ,един път
788,manchmal::ADV,зәрмдән,понякога
789,oft::ADV,хара биш,често
790,oft::ADV,хатяр биш,често
791,oft::ADV,дару-дарунь,често
792,immer::ADV,оньдинд,винаги
793,niemals::ADV,кезә чмгн биш,никога
794,hier::ADV,энд,тук
795,hier::ADV,энд,тука
796,hier::ADV,энүнд,тук
797,hier::ADV,энүнд,тука
798,hierhin::ADV,нааран,насам
799,von hier::ADV,эндәс,оттук
800,von hier::ADV,эндәс,оттука
801,dort::ADV,тенд,там
802,dorthin::ADV,тиигән,натам
803,dorthin::ADV,тиигән,нататък
804,geradeaus::ADV,шуд,направо
805,vorwärts::ADV,уралан,напред
806,rückwärts::ADV,гедргән,назад
807,zurück::ADV,хәрү,обратно
808,unten::ADV,дор,долу
809,hinab::ADV,дор,надолу
810,hinab::ADV,доракшан,надолу
811,oben::ADV,деер,горе
812,hinauf::ADV,өөдән,нагоре
813,hinauf::ADV,деер,нагоре
814,überall::ADV,альд болв чигн,навсякъде
815,nicht::ADV,эс,не
816,nicht::ADV,биш,не
817,nicht::ADV,бичә,не
818,ein wenig::ADV,баахн,малко
819,ein wenig::ADV,баахнар,малко
