,Concept_ID,uk,bn
725,vierzig::NUM,сорок,চল্লিশ
726,fünfzig::NUM,п’ятдесят,পঞ্চাশ
727,sechzig::NUM,шістдесят,ষাট
728,siebzig::NUM,сімдесят,সত্তর
729,achtzig::NUM,вісімдесят,আশি
730,neunzig::NUM,дев’яносто,নব্বুই
731,hundert::NUM,сто,শত
732,tausend::NUM,тисяча,হাজার
733,und::CNJ,і,আর
734,und::CNJ,і,এবং
735,oder::CNJ,або,বা
736,stehen::V,стояти,দাঁড়ানো
737,sitzen::V,сидіти,বসা
738,liegen::V,лежати,শোয়া
739,hängen::V,висіти,ঝোলা
740,werden::V,стати,হইয়া উঠা
741,werden::V,робитися,হইয়া উঠা
742,passieren::V,трапитися,ঘটা
743,beginnen::V,початися,আরম্ভ হওয়া
744,enden::V,кінчитися,শেষ হওয়া
745,wechseln::V,мінятися,রূপাস্তর করা
746,aufgehen[Sonne]::V,зійти,উদিত হওয়া
747,untergehen[Sonne]::V,зайти,অস্ত যাওয়া
748,scheinen[Sonne]::V,світити,আলো দেওয়া
749,donnern::V,гриміти,বজ্রধ্বনি করা
750,wehen::V,віяти,প্রবাহিত হওয়া
751,strömen::V,литися,প্রবাহিত হওয়া
752,fließen::V,текти,ছুটা
753,sich drehen::V,обертатися,পাক খাওয়া
754,schwanken::V,коливатися,দোলা
755,schwingen::V,хитатися,দোলা
756,schwingen::V,гойдатися,দোলা
757,fallen::V,падати,পড়া
758,brennen::V,горіти,সেঁকা
759,rauchen::V,диміти,ধোঁয়া ছড়ান
760,regnen::V,дощити,বর্ষণ_করা
761,gefrieren::V,змерзнути,হিমায়িত হওয়া
762,tauen::V,танути,গলা
763,schmelzen::V,плавитися,গলা
764,trocknen::V,сохнути,শুষ্ক করা
765,sieden::V,кипіти,ফোঁড়া
766,faulen::V,гнити,ক্ষয় হওয়া
767,verfaulen::V,згнити,ক্ষয় হওয়া 
768,reißen::V,рватися,ছিঁড়া
769,versinken::V,тонути,ডুবা
770,vergehen::V,проходити,যাওয়া
771,erscheinen::V,з’явитися,আসা
772,verschwinden::V,щезнути,অদৃশ্য হওয়া
773,verschwinden::V,зникнути,অদৃশ্য হওয়া
774,sinken::V,спадати,হ্রাস হওয়া
775,abnehmen::V,поменшитися,হ্রাস হওয়া
776,zunehmen::V,збільшуватися,বৃদ্ধি পাওয়া
777,steigen::V,підніматися,ওঠা
778,wachsen::V,рости,বড় হওয়া
779,glänzen::V,блищати,জ্বলা
780,funkeln::V,блискати,জ্বল্জ্বল করা
781,lärmen::V,шуміти,
782,läuten::V,дзвонити,রুসুঝুসু করা
783,klingeln::V,дзвонити,বাজা
784,klirren::V,дзвякати,টুংটাং-শব্দ করা
785,brausen::V,бушувати,গর্জন করা
786,rauschen::V,шелестіти,মর্মরধ্বনি করা
787,klingen::V,лунати,শব্দ করা
788,klingen::V,звучати,শব্দ করা
789,bellen::V,гавкати,ঘেউ ঘেউ করা
790,heulen::V,вити,গর্জন করা
791,blasen::V,дунути,ফুঁ দেওয়া
792,pfeifen::V,свистіти,শিস্ দেওয়া
793,schreien::V,кричати,চিৎকার করা
794,stöhnen::V,стогнати,গোঁ-গো করা
795,zittern::V,тремтіти,কাঁপা
796,leben::V,жити,বাঁচা
797,geboren werden::V,народитися,জন্মানো
798,atmen::V,дихати,শ্বাস ফেলা
799,trinken::V,пити,পান করা
800,essen::V,їсти,ভক্ষণ করা
801,schlucken::V,ковтати,গেলা
802,müde werden::V,втомитися,পরিশ্রান্ত হওয়া
803,einschlafen::V,заснути,নিদ্রামগ্ন হওয়া
804,schlafen::V,спати,নিদ্রা যাওয়া
805,aufwachen::V,прокинутися,জাগা
806,aufstehen::V,встати,জাগা
807,sich erholen::V,відпочивати,আরাম করা
808,krank werden::V,захворіти,অসুস্থ হত্তয়া
809,krank sein::V,хворіти,রূগ্ণ হত্তয়া
810,schmerzen::V,боліти,কন্কন করা
811,husten::V,кашляти,কাশা
812,genesen::V,одужати,আরোগ্য হওয়া
813,genesen::V,видужати,আরোগ্য হওয়া
814,sterben::V,померти,মারা যাওয়া
815,umkommen::V,згинути,মারা যাওয়া
816,sich bewegen::V,рухатися,চলা
817,sich rühren::V,ворушитися,নড়া
818,sich erheben::V,встати,উদিত হওয়া
819,sich setzen::V,сісти,বসা
820,hinfallen::V,упасти,পড়া
821,laufen::V,ходити,হাঁটা
822,schreiten::V,крокувати,হাঁটা
823,spazierengehen::V,гуляти,পায়চারি করা
824,eilen::V,спішити,ত্বরাম্বিত করা
825,sich beeilen::V,поспішати,ত্বরাম্বিত করা
826,sausen::V,мчатися,ধেয়ে যাওয়া
827,rennen::V,бігати,চলা
828,springen::V,скакати,লাফানো
829,springen::V,стрибати,লাফানো
830,klettern::V,лазити,আরোহণ করা
831,schaukeln::V,гойдатися,দোলা
832,kriechen::V,повзати,হামাগুড়ি দেওয়া
833,schwimmen::V,пливти,সাঁতার কাটা
834,schwimmen::V,плавати,সাঁতার কাটা
835,tauchen::V,пірнати,ডোবা
836,rudern::V,гребти,দাঁড় টানা
837,rudern::V,веслувати,দাঁড় টানা
838,fahren::V,їхати,চালান
839,fliegen::V,літати,ওড়া
840,gehen::V,іти,যাওয়া
841,weggehen::V,піти,প্রস্থান করা
842,abfahren::V,від’їхати,প্রস্থান করা
843,abfahren::V,відправитися,প্রস্থান করা
844,anhalten::V,зупинитися,থামা
845,hineingehen::V,входити,ঢোকা
846,eintreten::V,увійти,ঢোকা
847,kommen::V,прийти,আসা
848,ankommen::V,прибути,আসা
849,zurückkommen::V,повернутися,ফিরা
850,bleiben::V,залишитися,থাকা
851,warten::V,чекати,অপেক্ষা করা
852,erwarten::V,чекати,অপেক্ষা করা
853,suchen::V,шукати,খোঁজ করা
854,finden::V,знайти,পাওয়া
855,versuchen::V,випробовувати,পরখ করা
856,vorbereiten::V,підготувати,প্রস্তুত করা
857,lieben::V,любити,ভালবাসা
858,mögen::V,любити,পছন্দ করা
859,mögen::V,подобатися,পছন্দ করা
860,lachen::V,сміятися,হাসা
861,rühren::V,розчулити,হৃদয়ম্পর্শ করা
862,weinen::V,плакати,কাঁদা
863,schimpfen::V,лаятися,নালিশ করা
864,sich ärgern::V,сердитися,রাগ হত্তয়া
865,sich fürchten::V,боятися,ভয় করা
866,fürchten::V,боятися,ডরা
867,fliehen::V,тікати,পালানো
868,flüchten::V,утекти,পালানো
869,sehen::V,бачити,দেখা
870,anschauen::V,поглянути,দেখা
871,ansehen::V,дивитися на,দেখা
872,hören::V,чути,শোনা
873,zuhören::V,слухати,শোনা
874,probieren::V,покуштувати,পরখ করা
875,riechen::V,нюхати,শুঁকা
876,fühlen::V,відчувати,অনুভব করা
877,scheinen::V,здаватися,মনে হত্তয়া
878,zu sehen sein::V,виднітися,দেখা দেত্তয়া
879,vernehmen::V,почути,শোনা
880,frieren::V,мерзнути,শীত লাগা
881,tun::V,робити,করা
882,können::V,могти,পারা
883,wollen::V,хотіти,ইচ্ছা করা
884,anfangen::V,почати,আরম্ভ করা
885,beenden::V,закінчити,শেষ করা
886,aufhören::V,перестати,থামা
887,gelingen::V,вдатися,সিদ্ধিলাভ করা
888,geraten::V,опинитися,পরিণত হত্তয়া
889,öffnen::V,відкрити,খোলা
890,schließen::V,закрити,বন্ধ করা
891,stellen::V,поставити,স্থাপন করা
892,setzen::V,посадити,স্থাপন করা
893,legen::V,класти,স্থাপন করা
894,berühren::V,чіпати,স্পর্শ করা
895,verbinden::V,зв’язати,সংযুক্ত করা
896,bedecken::V,покрити,ঢাকা
897,aufhängen::V,повісити,ঝুলানো
898,anzünden::V,запалити,জ্বালান
899,aufheben::V,підняти,কুড়াইয়া তোলা
900,zurücklassen::V,залишити,পরিত্যাগ করা
901,verlieren::V,загубити,হারান
902,fallen lassen::V,упустити,ফেলা
903,machen::V,зробити,গঠন করা
904,herstellen::V,виготовити,সৃষ্টি করা
905,bauen::V,будувати,নির্মাণ করা
906,reparieren::V,лагодити,মেরামত করা
907,verbessern::V,поліпшити,উন্নতিলাভ করা
908,ändern::V,змінити,পরিবর্তিত করা
909,graben::V,копати,খনন করা
910,beugen::V,зігнути,নোয়া
911,biegen::V,погнути,নোয়া
912,drehen::V,вертіти,ঘোরান
913,wenden::V,повернути,উলটাইয়া দেত্তয়া
914,umdrehen::V,перевернути,উলটানো
915,heben::V,піднімати,উত্তোলন করা
916,hochheben::V,підняти,উঁচু করা
917,ergreifen::V,схопити,দখল করা
918,halten::V,тримати,ধরা
919,drücken::V,натискати,টেপা
920,schieben::V,пхати,ঠেলা
921,schieben::V,штовхати,ঠেলা
922,kratzen::V,шкребти,চাঁচা
923,lecken::V,лизати,চাটা
924,beißen::V,кусати,দংশন করা
925,abreißen::V,відірвати,বিচ্ছিন্ন করা
926,abschneiden::V,відрізати,বিচ্ছিন্ন করা
927,binden::V,в’язати,বন্ধন করা
928,stecken::V,увіткнути,বিদ্ধ করা
929,brechen::V,зламати,ভাঙা
930,klopfen::V,стукати,আঘাত করা
931,hauen::V,бити,আঘাত করা
932,kleben::V,клеїти,সাঁটা
933,reiben::V,терти,ঘষা
934,streichen::V,намазати,ছড়াইয়া
935,schleifen::V,точити,ধার দেওয়া
936,schneiden::V,різати,কাটা
937,rütteln::V,хитати,নাড়ান
938,schütteln::V,трясти,নড়া
939,schwenken::V,махати,দোলা
940,schütten::V,налити,বর্ষণ করা
941,füllen::V,наповнити,পরিপূর্ণ করা
942,einwickeln::V,загорнути,মুড়া
943,tragen::V,нести,বহন করা
944,schleppen::V,тягти,টানা
945,ziehen::V,тягнути,টানা
946,aufbewahren::V,зберігати,রাখা
947,werfen::V,кидати,ছুড়া
948,fangen::V,ловити,লোফা
949,packen::V,схопити,ধরা
950,verstecken::V,сховати,গোপন করা
951,teilen::V,розділити,বিভক্ত করা
952,schicken::V,посилати,প্রেরণ করা
953,bringen::V,принести,আনা
954,hinzufügen::V,додати,একত্র করা
955,bekommen::V,дістати,পাওয়া
956,erhalten::V,одержати,পাওয়া
957,nehmen::V,взяти,নেওয়া
958,wählen::V,вибрати,বাছা
959,auswählen::V,відібрати,বাছা
960,bewahren::V,зберегти,বাঁচাইয়া রাখা
961,behindern::V,перешкоджати,বাধা দেওয়া
962,verderben::V,зіпсувати,নষ্ট করা
963,beschädigen::V,зашкодити,ক্ষতি করা
964,zerbrechen::V,розбити,ভাঙ্গিয়া যাওয়া
965,zerreißen::V,розірвати,ছিঁড়া
966,zerstören::V,зруйнувати,বিনাশ করা
967,verbrennen::V,спалити,দহন করা
968,geben::V,дати,দেওয়া
969,reichen::V,передати,দেওয়া
970,schenken::V,дарувати,উপহার দেত্তয়া
971,versprechen::V,обіцяти,প্রতিশ্রুতি দেওয়া
972,wünschen::V,бажати,আকাঙ্ক্ষা করা
973,loben::V,хвалити,প্রশংসা করা
974,küssen::V,цілувати,চুম্বন করা
975,wiegen::V,качати,দুলানো
976,zudecken::V,накрити,ঢাকা
977,wecken::V,розбудити,জাগানো
978,zeigen::V,показати,দেখানো
979,führen::V,вести,পথ দেখানো
980,lehren::V,вчити,শেখানো
981,unterrichten::V,викладати,শিক্ষা দেওয়া
982,aufziehen::V,виховати,পালন করা
983,leiten::V,керувати,পরিচালনা করা
984,antreiben::V,підганяти,চালনা করা
985,lassen::V,змусити,অনুমতি দেওয়া
986,einladen::V,запросити,নিমন্ত্রণ করা
987,vereinigen::V,об’єднати,এক করা
988,besuchen::V,завітати,দেখিতে যাওয়া
989,besuchen::V,відвідати,দেখিতে যাওয়া
990,treffen::V,зустріти,সন্মুখীন হওয়া
991,sich versammeln::V,зібратися,জড়ো হওয়া
992,spielen::V,грати,খেলা
993,singen::V,співати,গাওয়া
994,tanzen::V,танцювати,নাচা
995,sich trennen::V,розлучитися,পৃথক করা
996,verlassen::V,покинути,পরিত্যাগ করা
997,retten::V,врятувати,উদ্ধার করা
998,bewachen::V,охороняти,পাহারা দেওয়া
999,schützen::V,уберігати,রক্ষা করা
1000,verteidigen::V,захистити,রক্ষা করা
1001,sich schlagen::V,битися,লড়াই করা
1002,sich schlagen::V,дратися,লড়াই করা
1003,schießen::V,стріляти,তীরবেগে ছোটা
1004,siegen::V,перемогти,জেতা
1005,ärgern::V,сердити,বিরক্ত করা
1006,schlagen::V,ударити,আঘাত করা
1007,treten::V,штовхати,লাথি মারা
1008,stechen::V,вколоти,দংশন করা
1009,stoßen::V,штовхнути,ঠেলা
1010,stehlen::V,украсти,অপহরণ করা
1011,stören::V,перешкодити,ঘাঁটান
1012,belästigen::V,докучати,বিরক্ত করা
1013,verbergen::V,сховати,গোপন করা
1014,täuschen::V,обдурити,প্রবঞ্চনা করা
1015,betrügen::V,зшахраювати,প্রতারণা করা
1016,töten::V,убити,হত্যা করা
1017,wohnen::V,жити,বাস করা
1018,wohnen::V,мешкати,বাস করা
1019,arbeiten::V,працювати,কাজ করা
1020,sammeln::V,зібрати,সংগ্রহ করা
1021,pflücken::V,зривати,চয়ন করা
1022,jagen::V,полювати,শিকার করা
1023,fischen::V,рибалити,মাছ ধরা
1024,fassen::V,піймати,ধরা
1025,hüten::V,пасти,যুথভুক্ত করা
1026,treiben::V,гнати,চালনা করা
1027,anbinden::V,прив’язати,বন্ধন করা
1028,füttern::V,годувати,ভোজন করানো
1029,füttern::V,харчувати,ভোজন করানো
1030,melken::V,доїти,দুগ্ধ দোহন করা
1031,hacken::V,рубати,কাটা
1032,gießen::V,полити,বর্ষণ করা
1033,reifen::V,дозріти,পাকা
1034,zubereiten::V,зготовити,রন্ধন করা
1035,zubereiten::V,приготувати,রন্ধন করা
1036,kochen::V,варити,রন্ধন করা
1037,kochen::V,готувати,রন্ধন করা
1038,backen::V,пекти,সেকা
1039,braten::V,смажити,ভাজা
1040,umrühren::V,переміщати,নড়ানো
1041,stricken::V,в’язати,বোনা
1042,nähen::V,шити,সেলাই করা
1043,färben::V,пофарбувати,রঞ্জিত করা
1044,reinigen::V,очистити,পরিষ্কার করা
1045,waschen::V,мити,পরিষ্কার করা
1046,abwischen::V,витерти,মুছা
1047,spülen::V,полоскати,পরিষ্কার করা
1048,fegen::V,підмітати,ঝাঁট দেওয়া
1049,kehren::V,мести,ঝাঁট দেওয়া
1050,baden::V,купатися,অবগাহন করা
1051,sich waschen::V,митися,ধোয়া
1052,ausziehen::V,зняти,খুলা
1053,anziehen::V,надіти,গায়ে দেত্তয়া
1054,sich anziehen::V,одягтися,পোশাক পরা
1055,sich anziehen::V,одягнутися,পোশাক পরা
1056,kämmen::V,зачесати,আঁচড়ানো
1057,schmücken::V,оздобити,সাজান করা
1058,sagen::V,сказати,উচ্চারণ করা
1059,sprechen::V,говорити,বলা
1060,reden::V,розмовляти,আলাপ করা
1061,sich unterhalten::V,бесідувати,আড্ডা দেওয়া
1062,fragen::V,запитати,জিজ্ঞাসা করা
1063,bitten::V,просити,প্রার্থনা করা
1064,erzählen::V,розповісти,বর্ণনা করা
1065,mitteilen::V,повідомити,বলা
1066,nennen::V,назвати,নাম দেওয়া
1067,rufen::V,кликати,আমন্ত্রণ করা
1068,prahlen::V,хвалитися,বড়াই করা
1069,übersetzen::V,перекласти,ভাষাস্তরিত করা
1070,denken::V,думати,ভাবা
1071,denken::V,мислити,ভাবা
1072,glauben::V,вірити,বিশ্বাস করা
1073,bemerken::V,помітити,লক্ষ্য করা
1074,erkennen::V,пізнати,চিনিতে পারা
1075,begreifen::V,осягнути,উপলব্ধি করা
1076,verstehen::V,почути,উপলব্ধি করা
1077,lernen::V,навчатися,শেখা
1078,wissen::V,знати,জানা
1079,sich erinnern an::V,пам’ятати,মনে করা
1080,vergessen::V,забути,বিস্মৃত হওয়া
1081,messen::V,міряти,মাপা
1082,zählen::V,лічити,গণনা করা
1083,rechnen::V,рахувати,হিসাব করা
1084,lesen::V,читати,পাঠ করা
1085,malen::V,малювати,আঁকা
1086,zeichnen::V,рисувати,ছকা
1087,schreiben::V,писати,লেখা
1088,besitzen::V,мати,অধিকার করা
1089,kaufen::V,купити,ক্রয় করা
1090,verkaufen::V,продати,বেচা
1091,bezahlen::V,заплатити,প্রদান করা
1092,zahlen::V,платити,প্রদান করা
1093,beherrschen::V,володіти,শাসন করা
1094,ertragen::V,витерпіти,বহন করা
