,Concept_ID,pl,is
148,Blatt::N,liść,blað
149,Birke::N,brzoza,birki
150,Kiefer[Baum]::N,sosna,fura
151,Weide[Baum]::N,wierzba,víðir
152,Tanne::N,jodła,greni
153,Horn::N,róg,horn
154,Feder::N,pióro,fjöður
155,Fell::N,futro,skinn
156,Flügel::N,skrzydło,vængur
157,Klaue::N,szpon,kló
158,Kralle::N,pazur,kló
159,Schwanz::N,ogon,rófa
160,Schwanz::N,ogon,skott
161,Ei::N,jajko,egg
162,Nest::N,gniazdo,hreiður
163,Bau::N,nora,greni
164,Bau::N,nora,bæli
165,Tier::N,zwierzę,dýr
166,Herde::N,stado,hjörð
167,Herde::N,trzoda,hjörð
168,Kuh::N,krowa,kýr
169,Bulle::N,byk,boli
170,Pferd::N,koń,hestur
171,Schaf::N,owca,kind
172,Schwein::N,świnia,svín
173,Hund::N,pies,hundur
174,Katze::N,kot,köttur
175,Katze::N,kotka,köttur
176,Bär::N,niedźwiedż,björn
177,Eichhörnchen::N,wiewiórka,íkorni
178,Elch::N,łóś,elgur
179,Fuchs::N,lis,refur
180,Hase::N,zając,héri
181,Maus::N,mysz,mús
182,Wolf::N,wilk,úlfur
183,Vogel::N,ptak,fugl
184,Schwarm::N,stado,sægur
185,Huhn::N,kura,hæna
186,Hahn::N,kogut,hani
187,Gans::N,gęś,gæs
188,Adler::N,orzeł,örn
189,Ente::N,kaczka,önd
190,Eule::N,sowa,uggla
191,Kranich::N,żuraw,trana
192,Krähe::N,wrona,kráka
193,Kuckuck::N,kukułka,gaukur
194,Schwan::N,łabędż,svanur
195,Fisch::N,ryba,fiskur
196,Barsch::N,okoń,aborri
197,Hecht::N,szczupak,gedda
198,Schlange[Tier]::N,wąż,naðra
199,Schlange[Tier]::N,żmija,naðra
200,Wurm::N,robak,ormur
201,Spinne::N,pająk,kónguló
202,Ameise::N,mrówka,maur
203,Laus::N,wesz,lús
204,Mücke::N,komar,mý
205,Mücke::N,komar,mýfluga
206,Fliege::N,mucha,fluga
207,Schmetterling::N,motyl,fiðrildi
208,Beere::N,jagoda,ber
209,Apfel::N,jabłko,epli
210,Pilz::N,grzyb,sveppur
211,Zwiebel::N,cebula,laukur
212,Saat::N,siew,fræ
213,Saat::N,siew,útsæði
214,Korn::N,ziarno,korn
215,Heu::N,siano,hey
216,Schale::N,łupina,hýði
217,Grube::N,dół,gryfja
218,Grube::N,jama,gryfja
219,Falle::N,pułapka,gildra
220,Schlinge::N,sidła,snara
221,Spur::N,ślad,spor
222,Asche::N,popiół,aska
223,Dreck::N,brud,óþverri
224,Eisen::N,żelazo,járn
225,Gold::N,złoto,gull
226,Silber::N,srebro,silfur
227,Kohle::N,węgiel,kol
228,Glas::N,szkło,gler
229,Lehm::N,glina,leir
230,Sand::N,piasek,sandur
231,Mensch::N,człowiek,maður
232,Mensch::N,człowiek,manneskja
233,Mann::N,mężczyzna,maður
234,Mann::N,mężczyzna,karlmaður
235,Frau::N,kobieta,kona
236,Kind::N,dziecko,barn
237,Kind::N,dziecko,krakki
238,Junge::N,chłopak,drengur
239,Junge::N,chłopiec,drengur
240,Mädchen::N,dziewczynka,stelpa
241,Familie::N,rodzina,fjölskylda
242,Großvater::N,dziadek,afi
243,Großmutter::N,babka,amma
244,Eltern::N,rodzice,foreldrar
245,Vater::N,ojciec,faðir
246,Mutter::N,matka,móðir
247,Sohn::N,syn,sonur
248,Tochter::N,córka,dóttir
249,Bruder::N,brat,bróðir
250,Schwester::N,siostra,systir
251,Onkel::N,wuj,föðurbróðir
252,Onkel::N,stryj,föðurbróðir
253,Tante::N,ciotka,frænka
254,Tante::N,ciotka,móðursystir
255,Ehemann::N,mąż,eiginmaður
256,Ehefrau::N,żona,eiginkona
257,Freude::N,radość,gleði
258,Gelächter::N,śmiech,hlátur
259,Glück::N,szczęście,gæfa
260,Kummer::N,zmartwienie,sorg
261,Wunsch::N,życzenie,ósk
262,Lust::N,chęć,fýsn
263,Lust::N,chęć,löngun
264,Lust::N,ochota,fýsn
265,Lust::N,ochota,löngun
266,Geist::N,duch,andi
267,Gedanke::N,myśl,hugsun
268,Gedächtnis::N,pamięć,minni
269,Verstand::N,rozum,vit
270,Sinn::N,zmysł,merking
271,Grund::N,powód,ástæða
272,Wahrheit::N,prawda,sannleikur
273,Gespräch::N,rozmowa,samtal
274,Märchen::N,bajka,ævintýri
275,Erzählung::N,opowiadanie,saga
276,Nachricht::N,wiadomość,frétt
277,Neuigkeit::N,nowina,frétt
278,Name::N,imię,nafn
279,Rätsel::N,zagadka,gáta
280,Rede::N,mowa,ræða
281,Sprache::N,język,mál
282,Sprache::N,język,tungumál
283,Stimme::N,głos,rödd
284,Wort::N,słowo,orð
285,Zeichen::N,znak,tákn
286,Zeichen::N,znak,merki
287,Ruf::N,wołanie,kall
288,Lärm::N,hałas,hávaði
289,Lärm::N,zgiełk,hávaði
290,Laut::N,dźwięk,hljóð
291,Ton::N,ton,tónn
292,Ton::N,dźwięk,tónn
293,Lied::N,pieśń,ljóð
294,Lied::N,pieśń,söngur
295,Lied::N,piosenka,ljóð
296,Lied::N,piosenka,söngur
297,Ruhe::N,spokój,ró
298,Ruhe::N,spokój,kyrrð
299,Leute::N,ludzie,fólk
300,Volk::N,naród,þjóð
301,Arbeit::N,praca,vinna
302,Arbeit::N,robota,vinna
303,Gast::N,gość,gestur
304,Geschenk::N,prezent,gjöf
305,Geschenk::N,podarunek,gjöf
306,Spiel::N,gra,leikur
307,Spiel::N,zabawa,leikur
308,Gesellschaft::N,towarzystwo,selskapur
309,Hilfe::N,pomoc,hjálp
310,Freund::N,przyjaciel,vinur
311,Kamerad::N,kolega,félagi
312,Angelegenheit::N,sprawa,mál
313,Angelegenheit::N,sprawa,málefni
314,Anzahl::N,ilość,tala
315,Anzahl::N,ilość,fjöldi
316,Art::N,rodzaj,tegund
317,Stück::N,kawałek,biti
318,Stück::N,kawałek,stykki
319,Teil::N,część,hluti
320,Teil::N,część,partur
321,Hälfte::N,połowa,helmingur
322,Kreis::N,krąg,hringur
323,Kreuz::N,krzyż,kross
324,Kreuz::N,krzyż,krossmark
325,Linie::N,linia,lína
326,Strich::N,kreska,strik
327,Abstand::N,odstęp,millibil
328,Entfernung::N,odległość,fjarlægð
329,Gegend::N,okolica,hérað
330,Platz::N,miejsce,pláss
331,Ort::N,miejsce,staður
332,Seite::N,bok,hlið
333,Seite::N,strona,hlið
334,Mitte::N,środek,miðja
335,Gegenstand::N,przedmiot,hlutur
336,Sache::N,rzecz,mál
337,Rand::N,skraj,brún
338,Rand::N,krawędź,brún
339,Kante::N,kant,rönd
340,Kante::N,krawędź,rönd
341,Ecke::N,róg,horn
342,Spitze::N,ostrze,oddur
343,Ende::N,koniec,endi
344,Loch::N,dziura,gat
345,Loch::N,dziura,hola
346,Winkel::N,kąt,skot
347,Winkel::N,kąt,krókur
348,Winkel::N,kącik,skot
349,Winkel::N,kącik,krókur
350,Muster::N,wzór,munstur
351,Größe::N,rozmiar,stærð
352,Größe::N,wielkość,stærð
353,Länge::N,długość,lengd
354,Höhe::N,wysokość,hæð
355,Gewicht::N,ciężar,vigt
356,Gewicht::N,ciężar,þyngd
357,Menge::N,ilość,magn
358,Haufen::N,kupa,hrúga
359,Haufen::N,kupa,haugur
360,Reihe::N,rząd,röð
361,Reihe::N,szereg,röð
362,Boot::N,łódź,bátur
363,Boot::N,łódka,bátur
364,Ruder::N,wiosło,ár
365,Schlitten::N,sanki,sleði
366,Ski::N,narta,skíði
367,Lagerfeuer::N,ognisko,varðeldur
368,Last::N,ciężar,byrði
369,Last::N,ciężar,farmur
370,Last::N,brzemię,byrði
371,Last::N,brzemię,farmur
372,Gang::N,chód,ganga
373,Schritt::N,krok,skref
374,Norden::N,północ,norður
375,Süden::N,południe,suður
376,Westen::N,zachód,vestur
377,Osten::N,wschód,austur
378,Holz::N,drzewo,viður
379,Brett::N,deska,fjöl
380,Platte::N,płyta,flötur
381,Stütze::N,podpora,stoð
382,Stange::N,drąg,stöng
383,Stange::N,żerdź,stöng
384,Stock::N,kij,prik
385,Stock::N,kij,stafur
386,Stock::N,laska,prik
387,Stock::N,laska,stafur
388,Stab::N,pręt,prik
389,Stab::N,pręt,stafur
390,Rohr::N,rura,rör
391,Rohr::N,rura,pípa
392,Haus::N,dom,hús
393,Heim::N,dom,heimili
394,Ofen::N,piec,ofn
395,Fußboden::N,podłoga,gólf
396,Tisch::N,stół,borð
397,Stuhl::N,krzesło,stóll
398,Wiege::N,kołyska,vagga
399,Bett::N,łóżko,rúm
400,Bett::N,łóżko,hvíla
401,Bett::N,pościel,rúm
402,Bett::N,pościel,hvíla
403,Regal::N,regał,hilla
404,Kiste::N,skrzynia,kassi
405,Fenster::N,okno,gluggi
406,Tür::N,drzwi,dyr
407,Tür::N,drzwi,hurð
408,Tor::N,brama,hlið
409,Zaun::N,płot,girðing
410,Zaun::N,płot,limgarður
411,Zaun::N,parkan,girðing
412,Zaun::N,parkan,limgarður
413,Dach::N,dach,þak
414,Leiter::N,drabina,stigi
415,Besen::N,miotła,sópur
416,Spaten::N,rydel,spaði
417,Schaufel::N,łopata,skófla
418,Gabel::N,widelec,gaffall
419,Löffel::N,łyżka,skeið
420,Messer::N,nóż,hnífur
421,Nagel::N,gwóźdź,nögl
422,Netz::N,sieć,net
423,Haken::N,hak,krókur
424,Griff::N,chwyt,tak
425,Schloss::N,zamek,lás
426,Bild::N,obraz,mynd
427,Figur::N,figura,stytta
428,Puppe::N,lalka,brúða
429,Beutel::N,torba,poki
430,Beutel::N,torba,baggi
431,Bündel::N,wiązka,böggull
432,Tasche::N,torba,veski
433,Eimer::N,kubeł,fata
434,Eimer::N,wiadro,fata
435,Deckel::N,przykrywka,lok
436,Geschirr::N,statki,leirtau
437,Geschirr::N,naczynia,leirtau
438,Sack::N,worek,sekkur
439,Tasse::N,filiżanka,bolli
440,Topf::N,garnek,pottur
441,Kessel::N,kocioł,ketill
442,Essen::N,jedzenie,matur
443,Nahrung::N,pokarm,fæða
444,Nahrung::N,pożywienie,fæða
445,Speise::N,potrawa,réttur
446,Speise::N,potrawa,matarréttur
447,Speise::N,jedzenie,réttur
448,Speise::N,jedzenie,matarréttur
449,Fleisch::N,mięso,kjöt
450,Getreide::N,zboże,korn
451,Brei::N,kasza,grautur
452,Brot::N,chleb,brauð
453,Scheibe::N,kromka,sneið
454,Fett::N,tłuszcz,fita
455,Butter::N,masło,smjör
456,Öl::N,olej,olía
457,Salz::N,sól,salt
458,Suppe::N,zupa,súpa
459,Honig::N,miód,hunang
460,Milch::N,mleko,mjólk
461,Tee::N,herbata,te
462,Leder::N,skóra,skinn
463,Wolle::N,wełna,ull
464,Stoff::N,tkanina,dúkur
465,Stoff::N,materiał,dúkur
466,Nadel::N,igła,nál
467,Faden::N,nić,þráður
468,Faden::N,nitka,þráður
469,Knopf::N,guzik,tala
470,Knopf::N,guzik,hnappur
471,Knoten::N,węzeł,hnútur
472,Farbe::N,farba,málning
473,Kleidung::N,odzież,búningur
474,Kleidung::N,odzież,klæðnaður
475,Hemd::N,koszula,skyrta
476,Kragen::N,kołnierz,kragi
477,Kragen::N,kołnierz,flibbi
478,Ärmel::N,rękaw,ermi
479,Hose::N,spodnie,buxur
480,Gürtel::N,pasek,belti
481,Mütze::N,czapka,húfa
482,Schuh::N,but,skór
483,Schuh::N,bucik,skór
484,Stiefel::N,but,stígvél
485,Stiefel::N,kozak,stígvél
486,Ring::N,pierścień,hringur
487,Band::N,wstęga,band
488,Kamm::N,grzebień,greiða
489,Spiegel::N,lustro,spegill
490,Riemen::N,rzemień,ól
491,Riemen::N,rzemień,reim
492,Schnur::N,sznur,snúra
493,Leine::N,smycz,band
494,Decke::N,kołdra,teppi
495,Kissen::N,poduszka,koddi
496,Tuch::N,chustka,klútur
497,Handtuch::N,ręcznik,þurrka
498,Handtuch::N,ręcznik,handklæði
499,Kraft::N,moc,afl
500,Kraft::N,moc,kraftur
501,Kraft::N,siła,afl
502,Kraft::N,siła,kraftur
503,Stärke::N,moc,styrkur
504,Stärke::N,siła,styrkur
505,Gesundheit::N,zdrowie,heilsa
506,Gesundheit::N,zdrowie,heilbrigði
507,Krankheit::N,choroba,sjúkdómur
508,Schmerz::N,ból,sársauki
509,Wunde::N,rana,sár
510,Fieber::N,gorączka,hitasótt
511,Arznei::N,lekarstwo,lyf
512,Brücke::N,most,brú
513,Brunnen::N,studnia,brunnur
514,Weide::N,pastwisko,hagi
515,Pfad::N,ścieżka,stígur
516,Weg::N,droga,vegur
517,Straße::N,ulica,gata
518,Straße::N,ulica,stræti
519,Dorf::N,wieś,þorp
520,Stadt::N,miasto,borg
521,Brief::N,list,bréf
522,Buch::N,książka,bók
523,Buchstabe::N,litera,bókstafur
524,Zeitung::N,gazeta,dagblað
525,Zeitung::N,dziennik,dagblað
526,Leben::N,życie,líf
527,Tod::N,śmierć,dauði
528,Grab::N,grób,gröf
529,Kirche::N,kościół,kirkja
530,Sünde::N,grzech,synd
531,Gott::N,bóg,guð
532,Arbeiter::N,robotnik,verkamaður
533,Chef::N,szef,yfirmaður
534,Meister::N,mistrz,meistari
535,Meister::N,majster,meistari
536,Arzt::N,lekarz,læknir
537,Lehrer::N,nauczyciel,kennari
538,Geld::N,pieniądze,peningar
539,Geschäft::N,sprawa,viðskipti
540,Geschäft::N,interes,viðskipti
541,Laden::N,sklep,búð
542,Laden::N,sklep,verslun
543,Preis::N,cena,verð
544,Ware::N,towar,vara
545,Nutzen::N,pożytek,gagn
546,Reichtum::N,bogactwo,auður
547,Welt::N,świat,veröld
548,Land::N,kraj,land
549,Staat::N,państwo,ríki
550,König::N,król,konungur
551,Macht::N,władza,vald
552,Grenze::N,granica,landamæri
553,Krieg::N,wojna,stríð
554,Feind::N,wróg,fjandmaður
555,Gewalt::N,władza,ofbeldi
556,Kampf::N,bój,bardagi
557,Kampf::N,walka,bardagi
558,Bogen[Waffe]::N,łuk,bogi
559,Pfeil::N,strzała,ör
560,Gewehr::N,karabin,byssa
561,Fehler::N,błąd,villa
562,Lüge::N,kłamstwo,lygi
563,Schaden::N,szkoda,skemmd
564,Unglück::N,nieszczęście,óhamingja
565,Schuld::N,wina,sök
566,Alter::N,wiek,aldur
567,Schluss::N,koniec,lok
568,Schluss::N,koniec,endir
569,Schluss::N,zakończenie,lok
570,Schluss::N,zakończenie,endir
571,Zeit::N,czas,tími
572,Tag::N,dzień,dagur
573,Morgen::N,ranek,morgunn
574,Morgen::N,poranek,morgunn
575,Mittag::N,południe,hádegi
576,Abend::N,wieczór,kvöld
577,Nacht::N,noc,nótt
578,Woche::N,tydzień,vika
579,Monat::N,miesiąc,mánuður
580,Jahr::N,rok,ár
581,Frühling::N,wiosna,vor
582,Sommer::N,lato,sumar
583,Herbst::N,jesień,haust
584,Winter::N,zima,vetur
585,Januar::N,styczeń,janúar
586,Februar::N,luty,február
587,März::N,marzec,mars
588,April::N,kwiecień,apríl
589,Mai::N,maj,maí
590,Juni::N,czerwiec,júní
591,Juli::N,lipiec,júlí
592,August::N,sierpień,ágúst
593,September::N,wrzesień,september
594,Oktober::N,październik,október
595,November::N,listopad,nóvember
596,Dezember::N,grudzień,desember
597,Montag::N,poniedziałek,mánudagur
598,Dienstag::N,wtorek,þriðjudagur
599,Mittwoch::N,środa,miðvikudagur
600,Donnerstag::N,czwartek,fimmtudagur
601,Freitag::N,piątek,föstudagur
602,Samstag::N,sobota,laugardagur
603,Sonntag::N,niedziela,sunnudagur
604,groß::A,duży,stór
605,groß::A,wielki,stór
606,klein::A,mały,lítill
607,lang::A,długi,langur
608,kurz::A,krótki,stuttur
609,breit::A,szeroki,breiður
610,schmal::A,wąski,mjór
611,dicht::A,gęsty,þéttur
612,dick[Gegenstand]::A,gruby,þykkur
613,dünn::A,cienki,þunnur
614,fein::A,drobny,fíngerður
615,fest::A,mocny,fastur
616,fest::A,twardy,fastur
617,flach::A,płaski,flatur
618,glatt::A,gładki,háll
619,glatt::A,gładki,sléttur
620,hart::A,twardy,harður
621,weich::A,miękki,mjúkur
622,rund::A,okrągły,kringlóttur
623,spitz::A,spiczasty,oddhvass
624,scharf::A,ostry,beittur
625,stumpf::A,tępy,bitlaus
626,schwer::A,ciężki,þungur
627,schön::A,ładny,fagur
628,schön::A,ładny,fallegur
629,schön::A,piękny,fagur
630,schön::A,piękny,fallegur
631,heiß::A,gorący,heitur
632,warm::A,ciepły,hlýr
633,warm::A,ciepły,heitur
634,kalt::A,zimny,kaldur
635,kühl::A,chłodny,svalur
636,frisch::A,świeży,frískur
637,feucht::A,wilgotny,rakur
638,feucht::A,wilgotny,þvalur
639,nass::A,mokry,votur
640,nass::A,mokry,blautur
641,trocken::A,suchy,þurr
642,voll::A,pełny,fullur
643,leer::A,pusty,tómur
644,leer::A,próżny,tómur
645,offen::A,otwarty,opinn
646,geschlossen::A,zamknięty,lokaður
647,sauber::A,czysty,þrifinn
648,schmutzig::A,brudny,óhreinn
649,schmutzig::A,brudny,sóðalegur
650,roh::A,surowy,hrár
651,reif::A,dojrzały,þroskaður
652,lecker::A,smaczny,ljúffengur
653,süß::A,słodki,sætur
654,bitter::A,gorzki,beiskur
655,sauer::A,kwaśny,súr
656,hell::A,jasny,bjartur
657,dunkel::A,ciemny,dimmur
658,schwarz::A,czarny,svartur
659,weiß::A,biały,hvítur
660,rot::A,czerwony,rauður
661,gelb::A,żółty,gulur
662,blau::A,błękitny,blár
663,blau::A,niebieski,blár
664,grün::A,zielony,grænn
665,grau::A,szary,grár
666,bunt::A,barwny,marglitur
667,billig::A,tani,ódýr
668,teuer::A,drogi,dýr
669,wertvoll::A,cenny,verðmætur
670,blind::A,ślepy,blindur
671,taub::A,głuchy,heyrnarlaus
672,kräftig::A,mocny,öflugur
673,stark::A,silny,sterkur
674,schwach::A,słaby,veill
675,fett::A,tłusty,feitur
676,schlank::A,smukły,grannur
677,schlank::A,smukły,spengilegur
678,hübsch::A,ładny,snotur
679,hübsch::A,ładny,laglegur
680,böse::A,zły,illur
681,böse::A,zły,vondur
682,dumm::A,głupi,heimskur
683,faul::A,leniwy,latur
684,fleißig::A,pilny,iðinn
685,geizig::A,skąpy,nískur
686,klug::A,mądry,hygginn
687,geschickt::A,zręczny,fimur
688,geschickt::A,zręczny,laginn
689,lieb::A,miły,kær
690,lieb::A,miły,ljúfur
691,lustig::A,wesoły,kátur
692,sanft::A,łagodny,blíður
693,hungrig::A,głodny,soltinn
694,hungrig::A,głodny,hungraður
695,krank::A,chory,sjúkur
696,nackt::A,nagi,nakinn
697,traurig::A,smutny,dapur
698,traurig::A,smutny,hryggur
699,lebendig::A,żywy,lifandi
700,gut::A,dobry,góður
701,schlecht::A,zły,slæmur
702,schlecht::A,zły,lélegur
703,richtig::A,słuszny,réttur
704,richtig::A,właściwy,réttur
705,schlimm::A,zły,slæmur
706,wahr::A,prawdziwy,sannur
707,alt::A,stary,gamall
708,neu::A,nowy,nýr
709,ehemalig::A,były,fyrrverandi
710,alt[Lebewesen]::A,stary,gamall
711,jung::A,młody,ungur
712,arm::A,ubogi,vesall
713,arm::A,ubogi,fátækur
714,arm::A,biedny,vesall
715,arm::A,biedny,fátækur
716,reich::A,bogaty,ríkur
717,reich::A,bogaty,auðugur
718,bekannt::A,znany,kunnugur
719,berühmt::A,słynny,frægur
720,fremd::A,obcy,framandi
721,fremd::A,obcy,ókunnugur
722,fremd::A,cudzy,framandi
723,fremd::A,cudzy,ókunnugur
724,verschieden::A,różny,ýmis
725,nah::A,bliski,nálægur
726,fern::A,daleki,fjarri
727,fern::A,daleki,fjarlægur
728,linker::A,lewy,vinstri
729,rechter::A,prawy,hægri
730,anderer::A,inny,annar
731,erster::A,pierwszy,fyrsti
732,zweiter::A,drugi,annar
733,dritter::A,trzeci,þriðji
734,letzter::A,ostatni,síðasti
735,allein::ADV,sam,einn
736,allein::ADV,sam,aleinn
737,auf einmal::ADV,naraz,allt í einu
738,zusammen::ADV,razem,saman
739,lange::ADV,długo,lengi
740,plötzlich::ADV,nagle,skyndilega
741,sofort::ADV,natychmiast,strax
742,sofort::ADV,natychmiast,þegar í stað
743,später::ADV,później,seinna
744,jetzt::ADV,teraz,nú
745,jetzt::ADV,teraz,núna
746,jetzt::ADV,obecnie,nú
747,jetzt::ADV,obecnie,núna
748,heute::ADV,dziś,í dag
749,heute::ADV,dzisiaj,í dag
750,morgen::ADV,jutro,á morgun
751,bald::ADV,wkrótce,brátt
752,bald::ADV,wkrótce,bráðum
753,dann::ADV,potem,svo
754,dann::ADV,potem,síðan
755,gestern::ADV,wczoraj,í gær
756,einst::ADV,kiedyś,forðum
757,einst::ADV,niegdyś,forðum
758,damals::ADV,wtedy,þá
759,damals::ADV,wtedy,á þeim tímum
760,damals::ADV,wówczas,þá
761,damals::ADV,wówczas,á þeim tímum
762,danach::ADV,następnie,á eftir því
763,vorher::ADV,przedtem,áður
764,zuerst::ADV,naprzód,fyrst
765,zuerst::ADV,najpierw,fyrst
766,einmal::ADV,raz,einu sinni
767,manchmal::ADV,czasem,stundum
768,oft::ADV,często,oft
769,immer::ADV,zawsze,alltaf
770,immer::ADV,zawsze,sífellt
771,niemals::ADV,nigdy,aldrei
772,hier::ADV,tu,hér
773,hier::ADV,tutaj,hér
774,hierhin::ADV,tu,hingað
775,von hier::ADV,stąd,héðan
776,dort::ADV,tam,þar
777,dort::ADV,tam,þarna
778,dorthin::ADV,tam,þangað
779,geradeaus::ADV,prosto,beint áfram
780,vorwärts::ADV,naprzód,áfram
781,rückwärts::ADV,wstecz,aftur á bak
782,zurück::ADV,z powrotem,aftur
783,zurück::ADV,z powrotem,til baka
784,unten::ADV,u dołu,niðri
785,unten::ADV,u dołu,fyrir neðan
786,unten::ADV,na dole,niðri
787,unten::ADV,na dole,fyrir neðan
788,hinab::ADV,na_dół,niður
789,hinab::ADV,na_dół,niður eftir
790,hinab::ADV,w_dół,niður
791,hinab::ADV,w_dół,niður eftir
792,oben::ADV,w górze,uppi
793,oben::ADV,na górze,uppi
794,hinauf::ADV,w górę,upp
795,hinauf::ADV,w górę,upp eftir
796,hinauf::ADV,na górę,upp
797,hinauf::ADV,na górę,upp eftir
798,überall::ADV,wszędzie,alls staðar
799,nicht::ADV,nie,ekki
800,ein wenig::ADV,trochę,dálítið
801,kaum::ADV,ledwie,varla
802,kaum::ADV,ledwie,tæplega
803,kaum::ADV,prawie nie,varla
804,kaum::ADV,prawie nie,tæplega
805,sehr::ADV,bardzo,mjög
806,so::ADV,tak,svo
807,so::ADV,tak,þannig
808,noch::ADV,jeszcze,enn
809,noch::ADV,jeszcze,ennþá
810,nur::ADV,tylko,bara
811,nur::ADV,tylko,aðeins
812,schon::ADV,już,nú þegar
813,wieder::ADV,znów,aftur
