,Concept_ID,hi,av
104,Sonne::N,सूरज,бакъ
105,Sonne::N,सूर्य,бакъ
106,Mond::N,चाँद,моцӏ
107,Mond::N,चंद्र,моцӏ
108,Stern::N,तारा,цӏва
109,Stern::N,सितारा,цӏва
110,Luft::N,हवा,гьава
111,Luft::N,वायु,гьава
112,Wind::N,पाद,гьури
113,Welle::N,लहर,карачел
114,Welle::N,तरंग,карачел
115,Wasser::N,जल,лъим
116,Wasser::N,पानी,лъим
117,Stein::N,पत्थर,гьецӏо
118,Boden::N,मिट्टी,ракь
119,Erde::N,भूमि,ракь
120,Erde::N,भूमि,дуниял
121,Erde::N,ज़मीन,ракь
122,Erde::N,ज़मीन,дуниял
123,Staub::N,धूल,хӏур
124,Rauch::N,धूआँ,кӏкӏуй
125,Rauch::N,धुम्र,кӏкӏуй
126,Funke::N,चिनगारी,
127,Funke::N,स्फुलिंग,
128,Feuer::N,आग,цӏа
129,Feuer::N,आतिश,цӏа
130,Feuer::N,अग्नि,цӏа
131,Licht::N,रोशनी,канлъи
132,Licht::N,प्रकाश,канлъи
133,Schatten::N,छाया,рагӏад
134,Schatten::N,परछाई,рагӏад
135,Wetter::N,ऋतु,гьава-бакъ
136,Wetter::N,मौसम,гьава-бакъ
137,Nebel::N,धुँध,гӏодобнакӏкӏ
138,Nebel::N,कुहरा,гӏодобнакӏкӏ
139,Wolke::N,मेघ,накӏкӏ
140,Wolke::N,अभ्र,накӏкӏ
141,Regen::N,मेंह,цӏад
142,Regen::N,बारिश,цӏад
143,Schnee::N,हिम,гӏазу
144,Schnee::N,बर्फ़,гӏазу
145,Eis::N,हिम,цӏер
146,Eis::N,बर्फ़,цӏер
147,Frost::N,ठंड,замгьари
148,Kälte::N,सर्दी,квач
149,Kälte::N,शीतलता,квач
150,Hitze::N,ताप,багӏари
151,Hitze::N,गरमी,багӏари
152,Raureif::N,पाला,мартӏ
153,Regenbogen::N,इंद्र-धनुष,нур
154,Regenbogen::N,इंद्र-धनुष,чамбара
155,Donner::N,गरज,гъугъай
156,Donner::N,गरज,гъугъади
157,Donner::N,मेघ-गर्जन,гъугъай
158,Donner::N,मेघ-गर्जन,гъугъади
159,Strömung::N,बहाव,чвахи
160,Strömung::N,प्रवाह,чвахи
161,Tropfen::N,बूँद,резел
162,Tropfen::N,बूँद,тӏинкӏ
163,Tropfen::N,बूँद,къатӏра
164,Tropfen::N,बूँद,тӏенкӏел
165,Schaum::N,झाग,полоп
166,Schmutz::N,गंद,чороклъи
167,Schmutz::N,कीचड़,чороклъи
168,See::N,झील,хӏор
169,See::N,सरोवर,хӏор
170,Sumpf::N,दलदल,хьуцӏ
171,Sumpf::N,धँसान,хьуцӏ
172,Moor::N,झाबर,
173,Moor::N,धँसान,
174,Wiese::N,घास-स्थल,мегъ
175,Wiese::N,घास-स्थल,гӏурдаллъи
176,Wald::N,जंगल,рохь
177,Hügel::N,टीला,гохӏ
178,Hügel::N,पहाड़,гохӏ
179,Anhöhe::N,टीला,сийитма
180,Anhöhe::N,पहाड़ी,сийитма
181,Berg::N,पहाड़,мегӏер
182,Gipfel::N,शिखर,тӏогь
183,Höhle::N,गुहा,нохъо
184,Höhle::N,गुफ़ा,нохъо
185,Abhang::N,ढाल,лабаллъи
186,Abhang::N,ढलान,лабаллъи
187,Quelle::N,चश्मा,ицц
188,Bach::N,सोता,лъар
189,Bach::N,नदिका,лъар
190,Fluss::N,नदी,гӏор
191,Fluss::N,सरिता,гӏор
192,Ufer::N,तट,рагӏал
193,Ufer::N,किनारा,рагӏал
194,Küste::N,समुद्र-तट,рагӏал
195,Festland::N,महाद्वीप,ракь
196,Festland::N,महाद्वीप,ракъдаллъи
197,Meer::N,सागर,ралъад
198,Meer::N,समुद्र,ралъад
199,Bucht::N,खाड़ी,кӏветӏ
200,Insel::N,टापू,чӏинкӏиллъи
201,Insel::N,द्वीप,чӏинкӏиллъи
202,Blume::N,फूल,тӏегь
203,Blume::N,पुष्प,тӏегь
204,Gras::N,घास,хер
205,Wurzel::N,मूल,кьибил
206,Baum::N,पेड़,гъветӏ
207,Baum::N,वृक्ष,гъветӏ
208,Stamm::N,धड़,рохти
209,Rinde::N,छाल,макъар
210,Rinde::N,वल्कल,макъар
211,Ast::N,डाल,ноцӏ
212,Ast::N,शाखा,ноцӏ
213,Zweig::N,टहनी,гӏаркьел
214,Blatt::N,पत्र,тӏамах
215,Blatt::N,पत्ता,тӏамах
216,Birke::N,भूर्ज,мах
217,Birke::N,भूर्ज,махигъветӏ
218,Kiefer[Baum]::N,पाइन-वृक्ष,накӏкӏигъветӏ
219,Weide[Baum]::N,बेंत,рицӏцӏ
220,Weide[Baum]::N,बेंत,рицӏцӏигъветӏ
221,Tanne::N,फ़र,ёлка
222,Horn::N,सींग,лълъар
223,Horn::N,विषाण,лълъар
224,Feder::N,पर,хӏули
225,Feder::N,पंख,хӏули
226,Fell::N,खाल,тӏом
227,Fell::N,खाल,цӏоко
228,Fell::N,पशु-चर्म,тӏом
229,Fell::N,पशु-चर्म,цӏоко
230,Flügel::N,पंख,кваркьи
231,Flügel::N,डैना,кваркьи
232,Klaue::N,पंजा,галъ
233,Kralle::N,पंजा,квачӏ
234,Kralle::N,पंजा,катиквачӏ
235,Kralle::N,नाख़ून,квачӏ
236,Kralle::N,नाख़ून,катиквачӏ
237,Schwanz::N,पूँछ,рачӏ
238,Ei::N,अंडा,хоно
239,Nest::N,नीड़,бусен
240,Nest::N,घोंसला,бусен
241,Bau::N,बिल,каратӏ
242,Bau::N,माँद,каратӏ
243,Tier::N,पशु,хӏайван
244,Tier::N,जानवर,хӏайван
245,Herde::N,गल्ला,рехъен
246,Herde::N,गल्ला,рехъед
247,Kuh::N,गौ,гӏака
248,Kuh::N,गाय,гӏака
249,Bulle::N,साँड़,оц
250,Pferd::N,अश्व,чу
251,Pferd::N,घोड़ा,чу
252,Schaf::N,भेड़,чахъу
253,Schwein::N,शूकर,болъон
254,Hund::N,श्वान,гьой
255,Hund::N,कुत्ता,гьой
256,Katze::N,बिल्ली,кету
257,Bär::N,रीछ,ци
258,Bär::N,भालू,ци
259,Eichhörnchen::N,गिलहरी,гвангва
260,Elch::N,एल्क,
261,Fuchs::N,लोमड़ी,цер
262,Hase::N,खरहा,гӏанкӏ
263,Hase::N,ख़रगोश,гӏанкӏ
264,Maus::N,मूष,гӏункӏкӏ
265,Maus::N,चूहा,гӏункӏкӏ
266,Wolf::N,वृक,бацӏ
267,Wolf::N,भेड़िया,бацӏ
268,Vogel::N,पक्षी,хӏинчӏ
269,Vogel::N,चिड़िया,хӏинчӏ
270,Schwarm::N,झुंड,тӏел
271,Huhn::N,मुर्ग़ी,гӏанкӏу
272,Hahn::N,मुर्ग़ा,хӏелеко
273,Gans::N,हंस,хъаз
274,Gans::N,हंसिनी,хъаз
275,Adler::N,उक़ाब,цӏум
276,Ente::N,बतख़,ордек
277,Ente::N,बत्तक,ордек
278,Eule::N,उल्लू,беццаруз
279,Kranich::N,सारस,къункъра
280,Kranich::N,क्रौंंच,къункъра
281,Krähe::N,काक,гъеду
282,Kuckuck::N,कोयल,гагу
283,Kuckuck::N,कोकिल,гагу
284,Schwan::N,हंस,хӏанкъва
285,Schwan::N,मराल,хӏанкъва
286,Fisch::N,मछली,ччугӏа
287,Fisch::N,मत्स्य,ччугӏа
288,Barsch::N,पर्च,окунь
289,Hecht::N,पाइक,щука
290,Schlange[Tier]::N,सर्प,борохь
291,Wurm::N,कृमि,хӏапара
292,Wurm::N,कीड़ा,хӏапара
293,Spinne::N,लूता,хъанхъра
294,Spinne::N,मकड़ी,хъанхъра
295,Ameise::N,चींटी,цӏунцӏра
296,Laus::N,जूँ,нацӏ
297,Mücke::N,डाँस,кӏкӏара
298,Fliege::N,मक्खी,тӏутӏ
299,Fliege::N,मक्षिका,тӏутӏ
300,Schmetterling::N,तितली,кӏалкӏучӏ
301,Beere::N,बेरी,
302,Apfel::N,सेब,гӏеч
303,Pilz::N,खुंबी,гӏурдахӏан
304,Zwiebel::N,प्याज़,кӏочӏопер
305,Saat::N,बीज,хьон
306,Korn::N,दाना,мугь
307,Heu::N,मूखी घास,хер
308,Schale::N,बकला,хъал
309,Schale::N,छिलका,хъал
310,Grube::N,गड्ढा,гвенд
311,Falle::N,जाल,къор
312,Falle::N,जाल,къотен
313,Falle::N,फँदा,къор
314,Falle::N,फँदा,къотен
315,Schlinge::N,फँदा,кӏичӏ
316,Spur::N,सुराग़,лъалкӏ
317,Spur::N,पद-चिह्न,лъалкӏ
318,Asche::N,राख,рахъу
319,Dreck::N,मैल,гъиз
320,Dreck::N,मैल,хӏарщ
321,Dreck::N,गंदगी,гъиз
322,Dreck::N,गंदगी,хӏарщ
323,Eisen::N,लोहा,махх
324,Gold::N,सोना,месед
325,Gold::N,स्वर्ण,месед
326,Silber::N,रजत,гӏарац
327,Silber::N,चाँदी,гӏарац
328,Kohle::N,कोयला,тӏурччи
329,Glas::N,काँच,цӏер
330,Lehm::N,चिकनी मिट्टी,хӏатӏ
331,Sand::N,रेत,сали
332,Sand::N,बालू,сали
333,Mensch::N,मानव,чи
334,Mensch::N,इनसान,чи
335,Mensch::N,मनुष्य,чи
336,Mann::N,आदमी,бихьинчи
337,Mann::N,पुरुष,бихьинчи
338,Frau::N,औरत,гӏадан
339,Frau::N,महिला,гӏадан
340,Frau::N,स्त्री,гӏадан
341,Kind::N,बाल,лъимер
342,Kind::N,बच्चा,лъимер
343,Junge::N,लड़का,вас
344,Mädchen::N,लड़की,яс
345,Mädchen::N,कुमारी,яс
346,Familie::N,परिवार,хъизан
347,Großvater::N,दादा,кӏудада
348,Großmutter::N,नानी,кӏодо
349,Eltern::N,माँ-बाप,эбел-эмен
350,Eltern::N,माता-पिता,эбел-эмен
351,Vater::N,बाप,эмен
352,Vater::N,पिता,эмен
353,Mutter::N,माँ,эбел
354,Mutter::N,माता,эбел
355,Sohn::N,बेटा,вас
356,Sohn::N,पुत्र,вас
357,Tochter::N,बेटी,яс
358,Tochter::N,पुत्री,яс
359,Bruder::N,भाई,вац
360,Bruder::N,भ्राता,вац
361,Schwester::N,बहन,яц
362,Schwester::N,भगिनी,яц
363,Onkel::N,ताऊ,даци
364,Onkel::N,काका,даци
365,Tante::N,बूआ,ада
366,Tante::N,फूफी,ада
367,Tante::N,ख़ाला,ада
368,Ehemann::N,पति,рос
369,Ehemann::N,शौहर,рос
370,Ehefrau::N,बीवी,чӏужу
371,Freude::N,आनंद,ракӏбохи
372,Freude::N,प्रसन्नता,ракӏбохи
373,Gelächter::N,हँसी,релъи
374,Gelächter::N,क़हक़हा,релъи
375,Glück::N,आनंद,талихӏ
376,Glück::N,आनंद,талихӏ-рохел
377,Glück::N,ख़ुशी,талихӏ
378,Glück::N,ख़ुशी,талихӏ-рохел
379,Kummer::N,शोक,хӏалкъай
380,Kummer::N,दुःख,хӏалкъай
381,Wunsch::N,इच्छा,къасд
382,Wunsch::N,अभिलाषा,къасд
383,Lust::N,चाह,гъира
384,Lust::N,कामना,гъира
385,Geist::N,जान,чӏанкӏ
386,Geist::N,जान,рухӏ-жан
387,Geist::N,प्राण,чӏанкӏ
388,Geist::N,प्राण,рухӏ-жан
389,Gedanke::N,विचार,пикру
390,Gedächtnis::N,याददाश्त,
391,Gedächtnis::N,स्मरण-शक्ति,
392,Verstand::N,समझ,лумалъи
393,Verstand::N,समझ,цӏодорлъи
394,Verstand::N,अक़्ल,лумалъи
395,Verstand::N,अक़्ल,цӏодорлъи
396,Verstand::N,बुद्धि,лумалъи
397,Verstand::N,बुद्धि,цӏодорлъи
398,Sinn::N,अर्थ,магӏна
399,Grund::N,वजह,багьана
400,Grund::N,कारण,багьана
401,Wahrheit::N,सत्य,ритӏухълъи
402,Wahrheit::N,सच्चाई,ритӏухълъи
403,Gespräch::N,चर्चा,накъит
404,Gespräch::N,वार्ता,накъит
405,Gespräch::N,बात-चीत,накъит
406,Märchen::N,क़िस्सा,маргьа
407,Erzählung::N,कथा,къиса
408,Erzählung::N,कहानी,къиса
409,Nachricht::N,सूचना,хабар
410,Nachricht::N,समाचार,хабар
411,Neuigkeit::N,ख़बर,хабар-гӏазаб
412,Neuigkeit::N,समाचार,хабар-гӏазаб
413,Name::N,नाम,цӏар
414,Rätsel::N,पहेली,бицанкӏо
415,Rede::N,वचन,речь
416,Rede::N,वचन,калам
417,Rede::N,भाषण,речь
418,Rede::N,भाषण,калам
419,Sprache::N,भाषा,мацӏ
420,Sprache::N,ज़बान,мацӏ
421,Stimme::N,स्वर,гьаракь
422,Stimme::N,आवाज़,гьаракь
423,Wort::N,शब्द,рагӏи
424,Wort::N,लफ़्ज़,рагӏи
425,Zeichen::N,निशान,ишара
426,Zeichen::N,निशान,гӏаламат
427,Ruf::N,पुकार,ахӏи
428,Ruf::N,आह्वान,ахӏи
429,Lärm::N,शोर,хъуй
430,Lärm::N,शोर,хъуди
431,Lärm::N,हुल्लड़,хъуй
432,Lärm::N,हुल्लड़,хъуди
433,Laut::N,स्वर,гьаракь
434,Laut::N,स्वर,сас
435,Laut::N,ध्वनि,гьаракь
436,Laut::N,ध्वनि,сас
437,Ton::N,सुर,
438,Ton::N,स्वर,
439,Lied::N,गीत,кечӏ
440,Ruhe::N,आराम,рахӏат
441,Ruhe::N,ख़ामोशी,рахӏат
442,Leute::N,लोग,гӏадамал
443,Volk::N,क़ौम,халкъ
444,Volk::N,प्रजा,халкъ
445,Arbeit::N,काम,хӏалтӏи
446,Gast::N,अतिथि,гьобол
447,Gast::N,मेहमान,гьобол
448,Geschenk::N,उपहार,сайигъат
449,Geschenk::N,तोहफ़ा,сайигъат
450,Spiel::N,खेल,хӏай
451,Spiel::N,खेल,расанди
452,Spiel::N,क्रीड़ा,хӏай
453,Spiel::N,क्रीड़ा,расанди
454,Gesellschaft::N,साथ,жамагӏат
455,Hilfe::N,मदद,кумек
456,Hilfe::N,सहायता,кумек
457,Freund::N,मित्र,гьудул
458,Kamerad::N,साथी,гьалмагъ
459,Kamerad::N,कामरेड,гьалмагъ
460,Angelegenheit::N,बात,къваригӏел
461,Angelegenheit::N,मामला,къваригӏел
462,Anzahl::N,तादाद,рикӏкӏен
463,Anzahl::N,संख्या,рикӏкӏен
464,Art::N,तरह,жинс
465,Art::N,क़िस्म,жинс
466,Stück::N,फाँक,кесек
467,Stück::N,टुकड़ा,кесек
468,Teil::N,भाग,пай
469,Teil::N,हिस्सा,пай
470,Hälfte::N,अर्धभाग,бащдаб
471,Kreis::N,चक्कर,гор
472,Kreuz::N,सलीब,хъанч
473,Kreuz::N,क्रूस,хъанч
474,Linie::N,लाइन,мухъ
475,Strich::N,लकीर,хӏучч
476,Abstand::N,अंतर,манзил
477,Abstand::N,फ़ासला,манзил
478,Entfernung::N,दूरी,манзил
479,Entfernung::N,फ़ासला,манзил
480,Gegend::N,इलाक़ा,рахъ
481,Platz::N,जगह,бакӏ
482,Platz::N,स्थान,бакӏ
483,Ort::N,स्थल,бакӏ
484,Ort::N,स्थान,бакӏ
485,Seite::N,ओर,рахъ
486,Seite::N,तरफ़,рахъ
487,Mitte::N,बीच,бакьулъбакӏ
488,Mitte::N,मध्य,бакьулъбакӏ
489,Gegenstand::N,चीज़,жо
490,Gegenstand::N,पदार्थ,жо
491,Sache::N,चीज़,жо
492,Sache::N,वस्तु,жо
493,Rand::N,छोर,мицӏир
494,Rand::N,उपांत,мицӏир
495,Kante::N,कोर,рагӏал
496,Kante::N,कोर,рагӏа-ракьан
497,Kante::N,किनारा,рагӏал
498,Kante::N,किनारा,рагӏа-ракьан
499,Ecke::N,कोना,цили
500,Ecke::N,नुक्कड़,цили
501,Spitze::N,नोक,тӏогь
502,Ende::N,छोर,кӏал
503,Ende::N,सिरा,кӏал
504,Loch::N,छेद,каратӏ
505,Loch::N,सूराख़,каратӏ
506,Winkel::N,कोण,
507,Winkel::N,कोना,
508,Muster::N,नमूना,накъиш
509,Muster::N,डिज़ाइन,накъиш
510,Größe::N,परिमाण,кӏодо́лъи
511,Größe::N,विस्तार,кӏодо́лъи
512,Länge::N,लंबाई,халалъи
513,Höhe::N,ऊँचाई,борхалъи
514,Höhe::N,उच्चता,борхалъи
515,Gewicht::N,भार,бакӏлъи
516,Gewicht::N,वज़न,бакӏлъи
517,Menge::N,मात्रा,
518,Haufen::N,ढेर,гъуни
519,Haufen::N,अंबार,гъуни
520,Reihe::N,क़तार,ирга́
521,Reihe::N,पंक्ति,ирга́
522,Boot::N,नाव,раса
523,Boot::N,नौका,раса
524,Ruder::N,चप्पू,раххан
525,Schlitten::N,बर्फ़-गाड़ी,чанагъ
526,Ski::N,स्की,лыжаби
527,Lagerfeuer::N,अलाव,цӏа
528,Lagerfeuer::N,कैंप-फ़ायर,цӏа
529,Last::N,भार,бакӏлъи
530,Gang::N,चाल,хьвади
531,Gang::N,चाल,хьвада-чӏвади
532,Schritt::N,डग,гали
533,Schritt::N,क़दम,гали
534,Norden::N,उत्तर,шимал
535,Süden::N,दक्खिन,юг
536,Süden::N,दक्खिन,къибла
537,Westen::N,पश्चिम,гъарб
538,Westen::N,पश्चिम,магъриб
539,Osten::N,पूरब,шаркъ
540,Osten::N,पूरब,машрикъ
541,Holz::N,काठ,цӏул
542,Holz::N,काष्ठ,цӏул
543,Brett::N,पटरा,хъарщи
544,Brett::N,तख़्ता,хъарщи
545,Platte::N,फलक,къоно
546,Platte::N,तख़्ता,къоно
547,Stütze::N,टेक,
548,Stütze::N,थूनी,
549,Stange::N,छड़,гӏер
550,Stange::N,बाँस,гӏер
551,Stock::N,लाठी,тӏил
552,Stab::N,लग्गा,гӏер
553,Rohr::N,नल,турба
554,Haus::N,घर,ригь
555,Haus::N,घर,рукъзал
556,Haus::N,मकान,ригь
557,Haus::N,मकान,рукъзал
558,Heim::N,घर,рукъ
559,Heim::N,गृह,рукъ
560,Ofen::N,चूल्हा,печь
561,Fußboden::N,फ़र्श,чӏабар
562,Tisch::N,मेज़,стол
563,Stuhl::N,कुरसी,бакӏу
564,Wiege::N,पालना,кини
565,Wiege::N,हिंडोला,кини
566,Bett::N,खाट,кровать
567,Bett::N,पलंग,кровать
568,Regal::N,शेल्फ़,хъарщи
569,Kiste::N,पेटी,ящик
570,Kiste::N,पेटी,тӏалагъуд
571,Kiste::N,डिब्बा,ящик
572,Kiste::N,डिब्बा,тӏалагъуд
573,Fenster::N,खिड़की,гордо
574,Tür::N,द्वार,нуцӏа
575,Tür::N,दरवाज़ा,нуцӏа
576,Tor::N,फाटक,каву
577,Zaun::N,बाड़ा,раци
578,Dach::N,छत,тӏох
579,Dach::N,छप्पर,тӏох
580,Leiter::N,सीढ़ी,мали
581,Besen::N,झाड़ू,жул
582,Besen::N,बुहारी,жул
583,Spaten::N,कुदाल,бел
584,Schaufel::N,बेलचा,раххан
585,Schaufel::N,फावड़ा,раххан
586,Gabel::N,काँटा,гӏучӏ
587,Löffel::N,चम्मच,гъуд
588,Messer::N,छुरा,нус
589,Messer::N,चाक़ू,нус
590,Nagel::N,कील,магӏ
591,Nagel::N,मेख़,магӏ
592,Netz::N,जाल,гьин
593,Haken::N,अंकुश,гъанцӏа
594,Griff::N,मूठ,гӏоркь
595,Griff::N,हत्था,гӏоркь
596,Schloss::N,ताला,кӏулал
597,Bild::N,चित्र,сурат
598,Figur::N,मूर्ति,
599,Puppe::N,पुतली,нани
600,Puppe::N,गुड़िया,нани
601,Beutel::N,झोला,таргьа
602,Bündel::N,पुलिंदा,къай
603,Tasche::N,बेग,сумка
604,Tasche::N,बेग,къвачӏа
605,Tasche::N,बस्ता,сумка
606,Tasche::N,बस्ता,къвачӏа
607,Eimer::N,बाल्टी,ведро
608,Deckel::N,ढक्कन,тӏалъел
609,Deckel::N,ढक्कन,дадитӏалъел
610,Geschirr::N,बरतन-भाँड़े,цӏарагӏ
611,Sack::N,बोरा,хъап
612,Sack::N,बोरा,къандалъо
613,Tasse::N,प्याला,чашка
614,Topf::N,देग़चा,хьаг
615,Kessel::N,देग़,хьаг
616,Kessel::N,देग़,гереги
617,Kessel::N,बटलोई,хьаг
618,Kessel::N,बटलोई,гереги
619,Essen::N,खाना,тӏагӏам
620,Nahrung::N,भोजन,квен
621,Speise::N,खाना,квен
622,Speise::N,व्यंजन,квен
623,Fleisch::N,मांस,гьан
624,Fleisch::N,गोश्त,гьан
625,Getreide::N,अनाज,бугӏа-ролъ
626,Getreide::N,अनाज,могьолабл_культураби
627,Brei::N,भरता,карщ
628,Brei::N,दलिया,карщ
629,Brot::N,रोटी,чед
630,Scheibe::N,कतला,мочӏу
631,Fett::N,वसा,беэнлъи
632,Fett::N,चरबी,беэнлъи
633,Butter::N,मक्खन,нах
634,Öl::N,तेल,нах
635,Salz::N,नमक,цӏам
636,Suppe::N,सूप,чурпа
637,Suppe::N,शोरबा,чурпа
638,Honig::N,शहद,гьоцӏо
639,Milch::N,दूध,рахь
640,Tee::N,चाय,чай
641,Leder::N,चमड़ा,тӏом
642,Wolle::N,ऊन,квас
643,Stoff::N,कपड़ा,ххам
644,Nadel::N,सूई,рокӏкӏен
645,Faden::N,डोरा,кун
646,Knopf::N,बटन,маргъал
647,Knopf::N,घुंडी,маргъал
648,Knoten::N,गाँठ,гарацӏ
649,Knoten::N,गुत्थी,гарацӏ
650,Farbe::N,रंग,релъен
651,Farbe::N,वर्ण,релъен
652,Kleidung::N,पहनावा,ретӏел
653,Hemd::N,कुरता,гурде
654,Hemd::N,क़मीज़,гурде
655,Kragen::N,गरदनी,габур
656,Kragen::N,गरेबान,габур
657,Ärmel::N,आस्तीन,къвал
658,Hose::N,पैंट,тӏажу
659,Hose::N,पतलून,тӏажу
660,Gürtel::N,पेटी,рачел
661,Gürtel::N,मेखला,рачел
662,Mütze::N,टोपी,тӏагъур
663,Schuh::N,जूता,
664,Stiefel::N,बूट,этек
665,Stiefel::N,बूट,чакма
666,Ring::N,अँगूठी,баргъич
667,Band::N,पट्टी,лента
668,Kamm::N,कंघी,гьоркьо
669,Spiegel::N,आईना,матӏу
670,Spiegel::N,दर्पण,матӏу
671,Riemen::N,तसमा,рижу
672,Riemen::N,पट्टा,рижу
673,Schnur::N,डोरी,
674,Schnur::N,सुतली,
675,Leine::N,रस्सी,
676,Decke::N,रज़ाई,одея́ло
677,Kissen::N,तकिया,къандалъо
678,Kissen::N,गाद्दा,къандалъо
679,Tuch::N,रूमाल,квархьи
680,Tuch::N,वस्त्र,квархьи
681,Handtuch::N,अँगोछा,беркӏалрацӏцӏ
682,Kraft::N,ज़ोर,гуч
683,Kraft::N,ज़ोर,къуват
684,Kraft::N,शक्ति,гуч
685,Kraft::N,शक्ति,къуват
686,Stärke::N,बल,хӏалкӏвей
687,Stärke::N,ताक़त,хӏалкӏвей
688,Gesundheit::N,स्वास्थ्य,сахлъи́
689,Gesundheit::N,तंदुरुस्ती,сахлъи́
690,Krankheit::N,रोग,унти
691,Krankheit::N,रोग,щокълъи
692,Krankheit::N,बीमारी,унти
693,Krankheit::N,बीमारी,щокълъи
694,Schmerz::N,दर्द,унти
695,Schmerz::N,पीड़ा,унти
696,Wunde::N,घाव,ругъун
697,Wunde::N,ज़ख़्म,ругъун
698,Fieber::N,ज्वर,цӏа-кан
699,Fieber::N,बुख़ार,цӏа-кан
700,Arznei::N,दवा,дару
701,Arznei::N,औषाधि,дару
702,Brücke::N,पुल,кьо
703,Brücke::N,सेतु,кьо
704,Brunnen::N,कुआँ,гъуй
705,Weide::N,चरागाह,рицӏцӏ
706,Weide::N,चरागाह,лъичӏирма
707,Weide::N,चरागाह,гӏурдаллъи
708,Weide::N,चरागाह,ри́цӏигъветӏ
709,Weide::N,चरागाह,рицӏцӏигъветӏ
710,Pfad::N,पथ,сухъмахъ
711,Pfad::N,पगडंडी,сухъмахъ
712,Weg::N,मार्ग,нух
