,Concept_ID,cy,ta
681,morgen::ADV,yfory,நாளைக்கு
682,bald::ADV,yn fuan,சீக்கிரம்
683,bald::ADV,gyda hyn,சீக்கிரம்
684,dann::ADV,yna,அப்பொழுது
685,dann::ADV,y pryd hwnnw,அப்பொழுது
686,gestern::ADV,ddoe,நேற்று
687,einst::ADV,gynt,ஒரே முறை
688,damals::ADV,ar y pryd,அப்பொழுது
689,damals::ADV,bryd hynny,அப்பொழுது
690,danach::ADV,wedyn,பிற்பாடு
691,vorher::ADV,o'r blaen,முன்பாக
692,zuerst::ADV,yn gyntaf,முதலில்
693,einmal::ADV,unwaith,ஒரே முறை
694,manchmal::ADV,weithiau,சில நேரங்களில்
695,manchmal::ADV,ar brydiau,சில நேரங்களில்
696,oft::ADV,yn aml,அடிக்கடி
697,oft::ADV,yn fynych,அடிக்கடி
698,immer::ADV,bob amser,எப்பொழுதும்
699,niemals::ADV,ni ... byth,ஒருபோதும் இல்லை
700,niemals::ADV,ni ... erioed,ஒருபோதும் இல்லை
701,hier::ADV,yma,இங்கே
702,hierhin::ADV,hyd yma,இவ்விடத்திற்கு
703,von hier::ADV,oddi yma,இனி
704,dort::ADV,acw,அங்கே
705,dorthin::ADV,tuag yno,அவ்விடத்திற்கு
706,geradeaus::ADV,syth ymlaen,முன்னாலிருக்கும்
707,vorwärts::ADV,ymlaen,முன்புறமாக
708,rückwärts::ADV,yn ôl,பின்னோக்கி
709,zurück::ADV,yn ôl,பின்பக்கம்
710,unten::ADV,isod,கீழாக
711,unten::ADV,oddi tanodd,கீழாக
712,hinab::ADV,i lawr,கீழ் நோக்கி
713,hinab::ADV,i waered,கீழ் நோக்கி
714,oben::ADV,fry,மேலே
715,hinauf::ADV,i fyny,மேலே
716,hinauf::ADV,i'r lan,மேலே
717,überall::ADV,ym mhobman,எல்லா இடத்திலும்
718,nicht::ADV,ni,இல்லை
719,nicht::ADV,nid,இல்லை
720,ein wenig::ADV,tipyn,கொஞ்சம்
721,ein wenig::ADV,ychydig,கொஞ்சம்
722,kaum::ADV,prin,அரிதாக
723,sehr::ADV,iawn,மிக்க
724,so::ADV,fel,மிகவும்
725,so::ADV,felly,மிகவும்
726,noch::ADV,eto,இப்பொழுதும்
727,nur::ADV,yn unig,மட்டும்
728,schon::ADV,eisoes,ஏற்கனவே
729,schon::ADV,yn barod,ஏற்கனவே
730,wieder::ADV,drachefn,மறுபடியும்
731,vergebens::ADV,yn ofer,வீண்
732,vor::PRP,o flaen,முன்
733,hinter::PRP,ar ôl,பின்பக்கம்
734,unter::PRP,islaw,கீழே
735,durch::PRP,trwy,ஊடே
736,neben::PRP,ar bwys,அடுத்து
737,zwischen::PRP,rhwng,இடையில்
738,zwischen::PRP,cydrhwng,இடையில்
739,wegen::PRP,o achos,ஏனெனில்
740,wegen::PRP,oherwydd,ஏனெனில்
741,dies::PRN,hyn,இது
742,das::PRN,hynny,அது
743,alles::PRN,popeth,ஒவ்வொன்றும்
744,ich::PRN,fi,நான்
745,du::PRN,ti,நீ
746,er::PRN,fe,அவன்
747,wir::PRN,ni,நாம்
748,wir::PRN,ni,நாங்கள்
749,ihr::PRN,chi,நீங்கள்
750,sie::PRN,hwy,அவர்கள்
751,was::FPRN,pa beth,என்ன
752,wer::FPRN,pwy,யார்
753,wo::FADV,ble,எங்கே
754,wo::FADV,ym mha le,எங்கே
755,wohin::FADV,i ble,எதற்கு
756,wohin::FADV,i ba le,எதற்கு
757,wie::FADV,sut,எப்படி
758,warum::FADV,pam,ஏன்
759,wieviel::FNUM,faint,எவ்வளவு
760,eins::NUM,un,ஒன்று
761,zwei::NUM,dau,இரண்டு
762,drei::NUM,tri,மூன்று
763,vier::NUM,pedwar,நான்கு
764,fünf::NUM,pump,ஐந்து
765,sechs::NUM,chwech,ஆறு
766,sieben::NUM,saith,ஏழு
767,acht::NUM,wyth,எட்டு
768,neun::NUM,naw,ஒன்பது
769,zehn::NUM,deg,பத்து
770,elf::NUM,un ar ddeg,பதினொன்று
771,zwölf::NUM,deuddeg,பன்னிரண்டு
772,zwölf::NUM,un deg dau,பன்னிரண்டு
773,zwanzig::NUM,ugain,இருபது
774,dreißig::NUM,tri deg,முப்பது
775,dreißig::NUM,deg ar hugain,முப்பது
776,vierzig::NUM,deugain,நாற்பது
777,fünfzig::NUM,hanner cant,ஐமபது
778,sechzig::NUM,chwe deg,அறுபது
779,siebzig::NUM,saith deg,எழுபது
780,siebzig::NUM,deg a thrigain,எழுபது
781,achtzig::NUM,wyth deg,எண்பது
782,achtzig::NUM,pedar ugain,எண்பது
783,neunzig::NUM,naw deg,தொன்னூறு
784,neunzig::NUM,deg a phedwar ugain,தொன்னூறு
785,hundert::NUM,cant,நூறு
786,tausend::NUM,mil,ஆயிரம்
787,und::CNJ,a,மற்றும்
788,oder::CNJ,neu,அல்லது
789,stehen::V,sefyll,நில்
790,sitzen::V,eistedd,உட்கார்
791,liegen::V,gorwedd,படு
792,hängen::V,hongian,தொங்கச் செய்
793,werden::V,dod yn,ஆகு
794,werden::V,mynd yn,ஆகு
795,passieren::V,digwydd,நிகழ்
796,beginnen::V,cychwyn,ஆரம்பி
797,enden::V,gorffen,முடி
798,wechseln::V,newid,மாற்று
799,aufgehen[Sonne]::V,codi,உயர எழு
800,untergehen[Sonne]::V,machlud,பொறுத்து
801,scheinen[Sonne]::V,tywynnu,பிரகாசி
802,donnern::V,taranu,இடி
803,wehen::V,chwythu,வீசு
804,strömen::V,ffrydio,பாயதல்
805,fließen::V,llifo,நீரோட்டம் போக்கில் போ
806,sich drehen::V,troi,சுழல்
807,sich drehen::V,cylchdroi,சுழல்
808,schwanken::V,siglo,தள்ளாடு
809,schwingen::V,siglo,ஆடு
810,fallen::V,cwympo,விழு
811,brennen::V,llosgi,எரி
812,rauchen::V,mygu,பகை பிடி
813,regnen::V,glawio,மழை பெய்
814,gefrieren::V,rhewi,உறைந்துவிடு
815,tauen::V,toddi,உருகு
816,tauen::V,meirioli,உருகு
817,schmelzen::V,toddi,உருகு
818,trocknen::V,sychu,உலர்த்து
819,sieden::V,berwi,கொதிக்க வை
820,faulen::V,pydru,அழுகச் செய்
821,faulen::V,braenu,அழுகச் செய்
822,verfaulen::V,pydru,அழுகச் செய்
823,verfaulen::V,dadfeilio,அழுகச் செய்
824,reißen::V,clecian,திடீரென அறு
825,reißen::V,torri'n glats,திடீரென அறு
826,versinken::V,suddo,மூழ்கு
827,vergehen::V,myned heibio,கடந்துசெல்
828,vergehen::V,pasio,கடந்துசெல்
829,erscheinen::V,ymddangos,தோன்றச்
830,verschwinden::V,diflannu,மறைந்து போ
831,sinken::V,syrthio,பதைவுறு
832,abnehmen::V,lleihau,குறை
833,zunehmen::V,cynyddu,உயர்த்து
834,steigen::V,codi,உயர எழு
835,wachsen::V,tyfu,வளர்
836,glänzen::V,disgleirio,மிளிர்
837,funkeln::V,pefrio,பிரகாசி
838,lärmen::V,cadw sŵn,கொம்பு
839,lärmen::V,gwneud twrw,கொம்பு
840,läuten::V,canu,மணியொலியிசை
841,klingeln::V,canu,மணி அடி
842,klingeln::V,seinio,மணி அடி
843,klirren::V,tincian,கிலுங்கு
844,brausen::V,rhuo,இரைதல்
845,rauschen::V,siffrwd,சலசலப்பு
846,rauschen::V,chwithrwd,சலசலப்பு
847,klingen::V,seinio,சிலம்புதல்
848,bellen::V,cyfarth,குரை
849,heulen::V,udo,ஊளையிடு
850,heulen::V,oernadu,ஊளையிடு
851,blasen::V,chwythu,ஊது
852,pfeifen::V,chwibanu,சீழ்க்கை எழப்பு
853,schreien::V,gweiddi,கூச்சலிடு
854,schreien::V,bloeddio,கூச்சலிடு
855,stöhnen::V,griddfan,வேதனை
856,zittern::V,crynu,நடுங்கு
857,leben::V,byw,உயிருடனிரு
858,geboren werden::V,cael eich geni,பிற
859,atmen::V,anadlu,சுவாசி
860,trinken::V,yfed,குடி
861,essen::V,bwyta,சாப்பிடு
862,schlucken::V,llyncu,முழுங்கு
863,müde werden::V,blino,கையயர்தல்
864,einschlafen::V,mynd i gysgu,தூங்க
865,einschlafen::V,syrthio i gysgu,தூங்க
866,schlafen::V,huno,தூங்கு
867,schlafen::V,cysgu,தூங்கு
868,aufwachen::V,dihuno,எழுப்பு
869,aufstehen::V,codi,எழுந்திரு
870,sich erholen::V,ymlacio,இளைப்பாறு
871,sich erholen::V,dadflino,இளைப்பாறு
872,krank werden::V,mynd yn sâl,விழுதல்
873,krank werden::V,mynd yn wael,விழுதல்
874,krank sein::V,gwaelu,நருக்கலாயிருக்க
875,schmerzen::V,brifo,நோவுறு
876,husten::V,pesychu,இருமு
877,genesen::V,gwella,குணம் அடை
878,genesen::V,cael yn ôl,குணம் அடை
879,sterben::V,marw,மரணமடை
880,umkommen::V,trengi,நசி
881,sich bewegen::V,symud,நகர்த்து
882,sich rühren::V,syflyd,அசை
883,sich erheben::V,codi,எழுந்து நில்
884,sich setzen::V,eistedd,உட்கார்
885,hinfallen::V,cwympo,விழு
886,laufen::V,cerdded,நட
887,schreiten::V,camu,கவடுவைத்தல்
888,spazierengehen::V,mynd am dro,உலவு
889,eilen::V,rhuthro,விரைந்து
890,sich beeilen::V,brysio,அவசரப்படுத்து
891,sausen::V,rhuthro,விரைந்து செல்
892,rennen::V,rhedeg,ஓடு
893,springen::V,llamu,குதி
894,springen::V,neidio,குதி
895,klettern::V,dringo,ஏறு
896,schaukeln::V,siglo,தள்ளாடு
897,kriechen::V,cropian,மெதுவாக நடந்து செல்
898,schwimmen::V,nofio,நீந்து
899,tauchen::V,plymio,மூழ்கி நீச்சலடி
900,tauchen::V,ymsuddo,மூழ்கி நீச்சலடி
901,rudern::V,rhwyfo,துடுப்புப் போடு
902,fahren::V,gyrru,ஓட்டு
903,fahren::V,dreifio,ஓட்டு
904,fliegen::V,hedfan,பற
905,gehen::V,mynd,போ
906,weggehen::V,mynd,விலகிச் செல்
907,weggehen::V,ymadael,விலகிச் செல்
908,abfahren::V,ymadael,புறப்பட்டுச் செல்
909,anhalten::V,stopio,நின்றுவிடு
910,hineingehen::V,mynd i mewn,மறையச் செய்
911,eintreten::V,mynd i,நுழை
912,kommen::V,dod,வா
913,ankommen::V,cyrraedd,வநது சேர்
914,zurückkommen::V,dychwelyd,திரும்பி வா
915,bleiben::V,aros,இரு
916,bleiben::V,sefyll,இரு
917,warten::V,aros,தாமதி
918,warten::V,disgwyl,தாமதி
919,erwarten::V,disgwyl,எதிர்நோக்கு
920,suchen::V,chwilio am,தேடு
921,finden::V,darganfod,கண்டுபிடி
922,versuchen::V,profi,முயற்சி செய்
923,versuchen::V,ceisio,முயற்சி செய்
924,vorbereiten::V,paratoi,ஆயத்தம் செய்
925,lieben::V,caru,அன்பு செலுத்து
926,mögen::V,hoffi,விரும்பு
927,lachen::V,chwerthin,சிரி
928,rühren::V,cynhyrfu,இதயத்தைத் தொடு
929,weinen::V,wylo,அழு
930,weinen::V,llefain,அழு
931,schimpfen::V,grwgnach,சாபமிடு
932,sich ärgern::V,gofidio,கோப்பபடு
933,sich fürchten::V,ofni,பயப்படு
934,fürchten::V,arswydo,பயப்படுத்து
935,fliehen::V,ffoi,ஓடு
936,flüchten::V,dianc,தப்பிவிடு
937,sehen::V,gweld,பார்
938,anschauen::V,syllu,கூர்ந்து கவனி
939,anschauen::V,edrych,கூர்ந்து கவனி
940,ansehen::V,gwylio,கவனி
941,hören::V,clywed,கேள்
942,zuhören::V,gwrando,சுவைத்துப் பார்
943,probieren::V,profi,ருசி
944,riechen::V,arogli,முகர்ந்து பார்
945,fühlen::V,teimlo,தொட்டுணர்
946,fühlen::V,clywed,தொட்டுணர்
947,scheinen::V,ymddangos,காணப்படு
948,zu sehen sein::V,dod i'r golwg,தோன்றுதல்
949,vernehmen::V,clywed sôn am,கேள்
950,frieren::V,bod yn oer,குதுகுதுகு
951,tun::V,gwneud,செய்
952,können::V,gallu,இயல்வது
953,wollen::V,bod mewn angen,விரும்பு
954,anfangen::V,dechrau,தொடங்கு
955,beenden::V,darfod,முடி
956,beenden::V,gorffen,முடி
957,aufhören::V,peidio,நிறுத்து
958,gelingen::V,llwyddo,வெற்றி
959,geraten::V,diweddu,ஏற்படுத்து
960,öffnen::V,agor,திற
961,schließen::V,cau,மூடு
962,stellen::V,gosod,வை
963,setzen::V,gosod,வை
964,legen::V,gosod,பரப்பி வை
965,berühren::V,cyffwrdd,பதி
966,verbinden::V,cysylltu,சேர்
967,bedecken::V,gorchuddio,உறைபோடு
968,aufhängen::V,crogi,தொங்கவிடு
969,aufhängen::V,hongian,தொங்கவிடு
970,anzünden::V,cynnau,எரியூட்டு
971,aufheben::V,codi,பொறுக்கி எடு
972,zurücklassen::V,gadael,விட்டுச் செல்
973,verlieren::V,colli,இழ
974,fallen lassen::V,gollwng,அளவில் குறைவு
975,machen::V,gwneud,தயார்செய்
976,herstellen::V,cynhyrchu,உற்பத்தி செய்
977,bauen::V,adeiladu,கட்டு
978,reparieren::V,trwsio,பழுது பார்
979,reparieren::V,atgyweirio,பழுது பார்
980,verbessern::V,diwygio,மேம்படுத்து
981,ändern::V,altro,மாற்றி அமை
982,graben::V,palu,குழி வெட்டு
983,graben::V,cloddio,குழி வெட்டு
984,beugen::V,plygu,வனை
985,biegen::V,plygu,வனை
986,drehen::V,troelli,சுழல்
987,wenden::V,troi,குடைகவிழு
988,umdrehen::V,troi,சுற்றும் முற்றும் பார்
989,heben::V,codi,தூக்கு
990,hochheben::V,dyrchafu,தூக்கு
991,ergreifen::V,gafael,பறி
992,halten::V,dal,பிடித்துக் கொள்
993,drücken::V,pwyso,அழுத்து
994,drücken::V,gwasgu,அழுத்து
995,schieben::V,gwthio,தள்ளு
996,kratzen::V,crafu,கீறு
997,lecken::V,llyfu,நக்கு
998,beißen::V,cnoi,கடி
999,beißen::V,brathu,கடி
1000,abreißen::V,tynnu ymaith,கிழி
1001,abschneiden::V,torri,வெட்டி எடு
1002,binden::V,clymu,கட்டு
1003,stecken::V,plannu,பதிய வை
1004,brechen::V,torri,உடை
1005,klopfen::V,taro,தட்டு
1006,hauen::V,taro,அடி
1007,kleben::V,gludio,ஒட்டு
1008,reiben::V,rhwbio,தேய்
1009,streichen::V,taenu,பரவச்செய்
1010,schleifen::V,hogi,அரை
1011,schneiden::V,torri,துண்டாக்கு
1012,rütteln::V,ysgytio,மெல்ல தள்ளு
1013,schütteln::V,siglo,குலுக்கு
1014,schütteln::V,ysgwyd,குலுக்கு
1015,schwenken::V,siglo,ஊஞ்சலாடு
1016,schütten::V,tywallt,ஊற்று
1017,füllen::V,llenwi,நிரப்பு
1018,einwickeln::V,lapio,சுற்று
1019,tragen::V,cludo,எடுத்துச் செல்
1020,schleppen::V,llusgo,இழுத்துச் செல்
1021,ziehen::V,tynnu,இழு
1022,aufbewahren::V,cadw,வைத்துக் கொள்
1023,werfen::V,taflu,வீசி எறி
1024,fangen::V,dal,பிடி
1025,packen::V,cipio,பிடித்துக்கொள்
1026,packen::V,crafangu,பிடித்துக்கொள்
1027,verstecken::V,celu,மறை
1028,verstecken::V,cuddio,மறை
1029,teilen::V,rhannu,பாகங்களாகப் பிரி
1030,schicken::V,anfon,அனுப்பு
1031,bringen::V,dod â,கொண்டு வா
1032,hinzufügen::V,chwanegu,சேர்
1033,bekommen::V,cael,பெறு
1034,erhalten::V,derbyn,பெறு
1035,nehmen::V,cymryd,எடு
1036,wählen::V,dewis,தேர்ந்தெடு
1037,auswählen::V,dethol,தேர்ல்தெடு
1038,bewahren::V,cadw,கெடாது பேணு
1039,behindern::V,atal,தடங்கல் செய்
1040,behindern::V,rhwystro,தடங்கல் செய்
1041,verderben::V,difetha,நாசமாக்கு
1042,beschädigen::V,niweidio,சேதப்படுத்து
1043,zerbrechen::V,torri,உடை
1044,zerreißen::V,rhwygo,கிழி
1045,zerstören::V,dinistrio,அழி
1046,verbrennen::V,llosgi,எரியூட்டு
1047,geben::V,rhoi,கொடு
1048,reichen::V,estyn,வழங்கு
1049,schenken::V,rhoddi,மொயத்தல்
1050,versprechen::V,addo,உறுதியளி
1051,wünschen::V,dymuno,ஆசைப்படு
1052,loben::V,canmol,புகழ்ச்சி கூறு
1053,küssen::V,cusanu,முத்தமிடு
1054,wiegen::V,siglo,ஆட்டுத்தல்
1055,zudecken::V,gorchuddio,உறைபோடு
1056,wecken::V,deffro,எழுப்பு
1057,zeigen::V,dangos,காட்டு
1058,führen::V,arwain,வழிகாட்டி
1059,lehren::V,dysgu,சொல்லிக் கொடு
1060,unterrichten::V,hyfforddi,அறிவுரை கூறு
1061,aufziehen::V,dod i fyny,வளர்
1062,leiten::V,arwain,அழைத்துச் செல்
1063,antreiben::V,annog,தூண்டு
1064,lassen::V,gadael,விடு
1065,einladen::V,gwahodd,அழை
1066,vereinigen::V,uno,ஒன்றாகச் சேர்
1067,vereinigen::V,cyfuno,ஒன்றாகச் சேர்
1068,besuchen::V,ymweld â,வருகை புரி
1069,treffen::V,cwrdd,சந்தி
1070,treffen::V,cyfarfod,சந்தி
1071,sich versammeln::V,casglu,தொகுப்பு
1072,sich versammeln::V,cynnull,தொகுப்பு
1073,spielen::V,chwarae,விளையாடு
1074,singen::V,canu,பாடு
1075,tanzen::V,dawnsio,நடனமாடு
1076,sich trennen::V,ymwahanu,தனிப்படடுத்து
1077,verlassen::V,gadael,கைவிடு
1078,retten::V,achub,காப்பாற்று
1079,bewachen::V,gwarchod,காவல் செய்
1080,schützen::V,noddi,பாதுகாப்பு செய்
1081,verteidigen::V,amddiffyn,எதிர்த்து நில்
1082,sich schlagen::V,ffraeo,பூசலிடு
1083,sich schlagen::V,terfysgu,பூசலிடு
1084,schießen::V,saethu,சுட்டுக் கொல்
1085,siegen::V,ennill,வெற்றி பெறு
1086,ärgern::V,cythruddo,எரிச்சலூட்டு
1087,schlagen::V,curo,அடி
1088,treten::V,cicio,உதை
1089,stechen::V,pigo,கொட்டு
1090,stoßen::V,gwthio,நெருக்கு
1091,stehlen::V,dwyn,திருடு
1092,stehlen::V,lladrata,திருடு
1093,stören::V,aflonyddu,தொல்லைகொடு
1094,belästigen::V,trafferthu,தொல்லை கொடு
1095,verbergen::V,cuddio,மறை
1096,täuschen::V,twyllo,ஏமாற்று
1097,betrügen::V,hocedu,ஏமாற்று
1098,töten::V,lladd,கொல்
1099,wohnen::V,byw,தங்கியிரு
1100,arbeiten::V,gweithio,வேலை செய்
1101,sammeln::V,casglu,ஒன்றுசேர்
1102,pflücken::V,casglu,கொய்து எடு
1103,jagen::V,hela,வேட்டையாடு
1104,fischen::V,pysgota,மீன் பிடி
1105,fassen::V,dal,பிடி
1106,hüten::V,bugeilio,காவல் செய்
1107,treiben::V,gyrru,ஓட்டு
1108,anbinden::V,clymu,கட்டு
1109,füttern::V,porthi,உணவளி
1110,melken::V,godro,பால் கற
1111,hacken::V,torri,வெட்டி எடு
1112,gießen::V,dyfrhau,நீர்ப் பாய்ச்சு
1113,reifen::V,aeddfedu,பழு
1114,zubereiten::V,coginio,சமையல் செய்
1115,kochen::V,berwi,வேகவை
1116,backen::V,pobi,வெப்பத்தில் வாட்டு
1117,backen::V,crasu,வெப்பத்தில் வாட்டு
1118,braten::V,ffrio,பொரியச் செய்
1119,umrühren::V,cyffroi,கலக்கு
1120,stricken::V,gwau,பின்னியிழை
1121,nähen::V,gwnïo,தையல் வேலை செய்
1122,färben::V,lliwio,வண்ணம் பெறச் செய்
1123,reinigen::V,glanhau,சுத்தம் செய்
1124,waschen::V,golchi,கழுவு
1125,abwischen::V,sychu,துடை
1126,spülen::V,streulio,அலசு
1127,fegen::V,ysgubo,பெறுக்கு
1128,kehren::V,ysgubo,பெறுக்கு
1129,baden::V,cael bath,குளி
1130,sich waschen::V,ymolchi,கழுவு
1131,ausziehen::V,tynnu,கழற்று
1132,anziehen::V,gwisgo,புனைதல்
1133,sich anziehen::V,ymwisgo,உடுத்துதல்
1134,kämmen::V,cribo,தலை வாரிக் கொள்
1135,schmücken::V,harddu,அழகுபடுத்து
1136,schmücken::V,addurno,அழகுபடுத்து
1137,sagen::V,dweud,சொல்
1138,sprechen::V,llefaru,பேசு
1139,reden::V,siarad,பெசு
1140,sich unterhalten::V,sgwrsio,இயல்பாக பேசிக்கொண்டிரு
1141,fragen::V,gofyn,கேள்
1142,bitten::V,gofyn am,வேண்டு
1143,erzählen::V,dweud,சொல்
1144,mitteilen::V,cyfleu,சொல்
1145,nennen::V,enwi,பெயரிடுதல்
1146,rufen::V,galw,கூச்சலிடு
1147,prahlen::V,brolio,தற்பெருமை பேசு
1148,prahlen::V,ymffrostio,தற்பெருமை பேசு
1149,übersetzen::V,cyfieithu,மொழிபெயர்ப்பு செய்
1150,denken::V,meddwl,யோசி
1151,glauben::V,credu,நம்பு
1152,glauben::V,coelio,நம்பு
1153,bemerken::V,sylwi,கவனி
1154,erkennen::V,adnabod,அடையாளம் கண்டுகொள்
1155,begreifen::V,amgyffred,பற்றிக்கொள்
1156,verstehen::V,deall,புரிந்து கொள்
1157,lernen::V,dysgu,கற்றுக்கொள்
1158,wissen::V,gwybod,தெரிந்திரு
1159,sich erinnern an::V,cofio,நினைவு கூர்
1160,vergessen::V,anghofio,மற
1161,messen::V,mesur,அளவிடு
1162,zählen::V,cyfrif,எண்ணு
1163,rechnen::V,cyfrifo,கணக்கிடு
1164,lesen::V,darllen,படி
1165,malen::V,peintio,வண்ணச்சித்திரம்
1166,zeichnen::V,tynnu,வரை
1167,schreiben::V,ysgrifennu,எழுது
1168,besitzen::V,meddu,உடைமையாகக் கொண்டிரு
1169,kaufen::V,prynu,வாங்கு
1170,verkaufen::V,gwerthu,விற்பனை செய்
1171,bezahlen::V,talu am,இறுத்தல்
1172,zahlen::V,talu,பணம் செலுத்து
1173,beherrschen::V,rheoli,ஆட்சிசெய்
1174,beherrschen::V,llywodraethu,ஆட்சிசெய்
1175,ertragen::V,dioddef,தாங்கு
