,Concept_ID,ro,cs
375,Ort::N,loc,místo
376,Seite::N,latură,strana
377,Mitte::N,centru,střed
378,Mitte::N,centru,prostředek
379,Gegenstand::N,obiect,předmět
380,Sache::N,lucru,věc
381,Sache::N,chestie,věc
382,Rand::N,bordură,kraj
383,Rand::N,bordură,okraj
384,Kante::N,muchie,hrana
385,Kante::N,bordură,hrana
386,Ecke::N,colț,roh
387,Spitze::N,vârf,hrot
388,Spitze::N,vârf,špička
389,Spitze::N,creștet,hrot
390,Spitze::N,creștet,špička
391,Ende::N,capăt,konec
392,Loch::N,gaură,díra
393,Winkel::N,colț,kout
394,Muster::N,desen,vzor
395,Größe::N,mărime,velikost
396,Länge::N,lungime,délka
397,Höhe::N,înălțime,výška
398,Gewicht::N,greutate,váha
399,Menge::N,cantitate,množství
400,Haufen::N,grămadă,kupa
401,Haufen::N,grămadă,hromada
402,Reihe::N,șir,řada
403,Reihe::N,șir,řádek
404,Reihe::N,rând,řada
405,Reihe::N,rând,řádek
406,Boot::N,barcă,člun
407,Boot::N,luntre,člun
408,Ruder::N,vâslă,veslo
409,Ruder::N,lopată,veslo
410,Schlitten::N,sanie,sáně
411,Ski::N,schi,lyže
412,Lagerfeuer::N,foc de tabără,táborák
413,Last::N,povară,náklad
414,Last::N,povară,břemeno
415,Last::N,sarcină,náklad
416,Last::N,sarcină,břemeno
417,Gang::N,mers,chůze
418,Gang::N,mers,chodba
419,Gang::N,umblet,chůze
420,Gang::N,umblet,chodba
421,Schritt::N,pas,krok
422,Norden::N,nord,sever
423,Norden::N,miazănoapte,sever
424,Süden::N,sud,jih
425,Süden::N,miazăzi,jih
426,Westen::N,apus,západ
427,Osten::N,est,východ
428,Osten::N,răsărit,východ
429,Holz::N,lemn,dřevo
430,Brett::N,scândură,prkno
431,Platte::N,placă,deska
432,Stütze::N,proptea,opěra
433,Stange::N,bară,tyč
434,Stange::N,bară,tyčka
435,Stange::N,prăjină,tyč
436,Stange::N,prăjină,tyčka
437,Stock::N,băț,hůlka
438,Stock::N,baston,hůlka
439,Stab::N,baston,hůl
440,Stab::N,prăjină,hůl
441,Rohr::N,tub,trubka
442,Rohr::N,țeavă,trubka
443,Haus::N,casă,dům
444,Heim::N,casă,domov
445,Heim::N,cămin,domov
446,Ofen::N,sobă,kamna
447,Fußboden::N,podea,podlaha
448,Fußboden::N,dușumea,podlaha
449,Tisch::N,masă,stůl
450,Stuhl::N,scaun,židle
451,Wiege::N,leagăn,kolébka
452,Bett::N,pat,postel
453,Regal::N,rafturi,regál
454,Regal::N,rafturi,police
455,Kiste::N,ladă,bedna
456,Kiste::N,cutie,bedna
457,Fenster::N,fereastră,okno
458,Tür::N,ușă,dveře
459,Tor::N,poartă,vrata
460,Zaun::N,gard,plot
461,Dach::N,acoperiș,střecha
462,Leiter::N,scară,žebřík
463,Besen::N,mătură,koště
464,Besen::N,mătură,smeták
465,Spaten::N,cazma,rýč
466,Spaten::N,hârleț,rýč
467,Schaufel::N,lopată,lopata
468,Gabel::N,furculiță,vidlička
469,Löffel::N,lingură,lžíce
470,Messer::N,cuțit,nůž
471,Nagel::N,cui,hřebík
472,Netz::N,plasă,síť
473,Haken::N,cârlig,hák
474,Griff::N,mâner,držadlo
475,Schloss::N,lacăt,zámek
476,Bild::N,tablou,obraz
477,Bild::N,imagine,obraz
478,Figur::N,chip,figura
479,Figur::N,figură,figura
480,Puppe::N,păpușă,panenka
481,Beutel::N,pungă,pytlík
482,Beutel::N,săculeț,pytlík
483,Bündel::N,mănunchi,svazek
484,Tasche::N,geantă,taška
485,Tasche::N,geantă,brašna
486,Eimer::N,găleată,kýbl
487,Eimer::N,găleată,vědro
488,Deckel::N,capac,víko
489,Deckel::N,capac,příklop
490,Geschirr::N,vase,nádobí
491,Geschirr::N,tacâmuri,nádobí
492,Sack::N,sac,pytel
493,Tasse::N,ceașcă,šálek
494,Topf::N,oală,hrnec
495,Kessel::N,cazan,kotel
496,Kessel::N,căldare,kotel
497,Essen::N,mâncare,jídlo
498,Nahrung::N,hrană,strava
499,Nahrung::N,hrană,potrava
500,Nahrung::N,aliment,strava
501,Nahrung::N,aliment,potrava
502,Speise::N,bucate,jídlo
503,Speise::N,fel de bucate,jídlo
504,Fleisch::N,carne,maso
505,Getreide::N,cereale,obilí
506,Brei::N,pireu,kaše
507,Brot::N,pâine,chléb
508,Scheibe::N,felie,krajíc
509,Scheibe::N,bucată,krajíc
510,Fett::N,untură,tuk
511,Fett::N,untură,omastek
512,Fett::N,grăsime,tuk
513,Fett::N,grăsime,omastek
514,Butter::N,unt,máslo
515,Öl::N,ulei,olej
516,Salz::N,sare,sůl
517,Suppe::N,supă,polévka
518,Suppe::N,ciorbă,polévka
519,Honig::N,miere,med
520,Milch::N,lapte,mléko
521,Tee::N,ceai,čaj
522,Leder::N,piele,kůže
523,Wolle::N,lână,vlna
524,Stoff::N,stofă,látka
525,Nadel::N,ac,jehla
526,Faden::N,ață,nit
527,Knopf::N,buton,knoflík
528,Knoten::N,nod,uzel
529,Farbe::N,vopsea,barva
530,Kleidung::N,haine,šaty
531,Kleidung::N,haine,šatstvo
532,Kleidung::N,îmbrăcăminte,šaty
533,Kleidung::N,îmbrăcăminte,šatstvo
534,Hemd::N,cămașă,košile
535,Kragen::N,guler,límec
536,Ärmel::N,mânecă,rukáv
537,Hose::N,pantaloni,kalhoty
538,Gürtel::N,cordon,pás
539,Gürtel::N,cordon,opasek
540,Mütze::N,șapcă,čepice
541,Schuh::N,gheată,bota
542,Stiefel::N,cizmă,holínka
543,Ring::N,inel,prsten
544,Ring::N,verigă,prsten
545,Band::N,panglică,pásek
546,Band::N,șiret,pásek
547,Kamm::N,pieptene,hřeben
548,Spiegel::N,oglindă,zrcadlo
549,Riemen::N,curea,řemen
550,Schnur::N,funie,šňůra
551,Schnur::N,sfoară,šňůra
552,Leine::N,lesă,vodítko
553,Leine::N,curea,vodítko
554,Decke::N,pătură,pokrývka
555,Decke::N,pătură,přikrývka
556,Kissen::N,pernă,polštář
557,Tuch::N,batic,šátek
558,Handtuch::N,prosop,ručník
559,Handtuch::N,ștergar,ručník
560,Kraft::N,forță,síla
561,Kraft::N,putere,síla
562,Stärke::N,tărie,síla
563,Stärke::N,vigoare,síla
564,Gesundheit::N,sănătate,zdraví
565,Krankheit::N,boală,nemoc
566,Krankheit::N,boală,choroba
567,Krankheit::N,maladie,nemoc
568,Krankheit::N,maladie,choroba
569,Schmerz::N,durere,bolest
570,Wunde::N,rană,rána
571,Fieber::N,febră,horečka
572,Arznei::N,leac,lék
573,Arznei::N,medicament,lék
574,Brücke::N,pod,most
575,Brücke::N,punte,most
576,Brunnen::N,puț,studna
577,Weide::N,izlaz,pastva
578,Weide::N,izlaz,pastvina
579,Weide::N,pășune,pastva
580,Weide::N,pășune,pastvina
581,Pfad::N,cărare,pěšina
582,Weg::N,drum,cesta
583,Straße::N,cale,silnice
584,Straße::N,stradă,silnice
585,Dorf::N,sat,vesnice
586,Stadt::N,oraș,město
587,Brief::N,scrisoare,dopis
588,Buch::N,carte,kniha
589,Buchstabe::N,literă,písmeno
590,Buchstabe::N,caracter,písmeno
591,Zeitung::N,ziar,noviny
592,Zeitung::N,gazetă,noviny
593,Leben::N,viață,život
594,Tod::N,moarte,smrt
595,Grab::N,groapă,hrob
596,Grab::N,mormânt,hrob
597,Kirche::N,biserică,kostel
598,Sünde::N,păcat,hřích
599,Gott::N,zeu,bůh
600,Arbeiter::N,muncitor,dělník
601,Arbeiter::N,muncitor,pracovník
602,Chef::N,șef,šéf
603,Chef::N,șef,vedoucí
604,Meister::N,meșter,mistr
605,Meister::N,maestru,mistr
606,Arzt::N,medic,lékař
607,Arzt::N,doctor,lékař
608,Lehrer::N,profesor,učitel
609,Lehrer::N,învățător,učitel
610,Geld::N,bani,peníze
611,Geld::N,parale,peníze
612,Geschäft::N,treabă,obchod
613,Geschäft::N,afacere,obchod
614,Laden::N,magazin,krám
615,Laden::N,prăvălie,krám
616,Preis::N,preț,cena
617,Ware::N,marfă,zboží
618,Nutzen::N,folos,užitek
619,Nutzen::N,profit,užitek
620,Reichtum::N,avuție,bohatství
621,Reichtum::N,bogăție,bohatství
622,Welt::N,lume,svět
623,Land::N,țară,země
624,Staat::N,stat,stát
625,König::N,rege,král
626,Macht::N,putere,moc
627,Macht::N,putere,mocnost
628,Macht::N,putință,moc
629,Macht::N,putință,mocnost
630,Grenze::N,hotar,hranice
631,Grenze::N,graniță,hranice
632,Grenze::N,frontieră,hranice
633,Krieg::N,război,válka
634,Feind::N,dușman,nepřítel
635,Gewalt::N,violență,násilí
636,Kampf::N,luptă,boj
637,Bogen[Waffe]::N,arc,luk
638,Pfeil::N,săgeată,šíp
639,Gewehr::N,armă,puška
640,Gewehr::N,armă,ručnice
641,Gewehr::N,pușcă,puška
642,Gewehr::N,pușcă,ručnice
643,Fehler::N,eroare,chyba
644,Fehler::N,greșeală,chyba
645,Lüge::N,minciună,lež
646,Schaden::N,daună,škoda
647,Schaden::N,pagubă,škoda
648,Unglück::N,nenorocire,neštěstí
649,Schuld::N,vină,vina
650,Alter::N,etate,věk
651,Alter::N,vârstă,věk
652,Schluss::N,sfârșit,konec
653,Zeit::N,timp,čas
654,Zeit::N,vreme,čas
655,Tag::N,zi,den
656,Morgen::N,dimineață,ráno
657,Morgen::N,dimineață,jitro
658,Mittag::N,prânz,poledne
659,Mittag::N,amiază,poledne
660,Abend::N,seară,večer
661,Nacht::N,noapte,noc
662,Woche::N,săptămână,týden
663,Monat::N,lună,měsíc
664,Jahr::N,an,rok
665,Frühling::N,primăvară,jaro
666,Sommer::N,vară,léto
667,Herbst::N,toamnă,podzim
668,Winter::N,iarnă,zima
669,Januar::N,ianuarie,leden
670,Februar::N,februarie,únor
671,März::N,martie,březen
672,April::N,aprilie,duben
673,Mai::N,mai,květen
674,Juni::N,iunie,červen
675,Juli::N,iulie,červenec
676,August::N,august,srpen
677,September::N,septembrie,září
678,Oktober::N,octombrie,říjen
679,November::N,noiembrie,listopad
680,Dezember::N,decembrie,prosinec
681,Montag::N,luni,pondělí
682,Montag::N,luni,pondělek
683,Dienstag::N,marți,úterý
684,Mittwoch::N,miercuri,středa
685,Donnerstag::N,joi,čtvrtek
686,Freitag::N,vineri,pátek
687,Samstag::N,sâmbătă,sobota
688,Sonntag::N,duminică,neděle
689,groß::A,mare,velký
690,klein::A,mic,malý
691,lang::A,lung,dlouhý
692,kurz::A,scurt,krátký
693,breit::A,lat,široký
694,breit::A,larg,široký
695,schmal::A,strâmt,úzký
696,dicht::A,des,hustý
697,dick[Gegenstand]::A,gros,tlustý
698,dünn::A,subțire,tenký
699,fein::A,fin,jemný
700,fein::A,subțire,jemný
701,fest::A,tare,pevný
702,fest::A,solid,pevný
703,flach::A,șes,plochý
704,flach::A,șes,placatý
705,flach::A,plan,plochý
706,flach::A,plan,placatý
707,glatt::A,lins,hladký
708,hart::A,dur,tvrdý
709,weich::A,moale,měkký
710,rund::A,rotund,kulatý
711,rund::A,rotund,okrouhlý
712,rund::A,circular,kulatý
713,rund::A,circular,okrouhlý
714,spitz::A,ascuțit,špičatý
715,scharf::A,tăios,ostrý
716,scharf::A,ascuțit,ostrý
717,stumpf::A,tocit,tupý
718,schwer::A,greu,těžký
719,schön::A,frumos,pěkný
720,schön::A,frumos,krásný
721,heiß::A,cald,horký
722,heiß::A,fierbinte,horký
723,warm::A,cald,teplý
724,warm::A,fierbinte,teplý
725,kalt::A,rece,studený
726,kühl::A,rece,chladný
727,kühl::A,răcoros,chladný
728,frisch::A,răcoros,svěží
729,frisch::A,proaspăt,svěží
730,feucht::A,umed,vlhký
731,feucht::A,jilav,vlhký
732,nass::A,ud,mokrý
733,trocken::A,sec,suchý
734,trocken::A,uscat,suchý
735,voll::A,plin,plný
736,leer::A,gol,prázdný
737,offen::A,deschis,otevřený
738,geschlossen::A,închis,zavřený
739,sauber::A,curat,čistý
740,schmutzig::A,murdar,špinavý
741,roh::A,crud,syrový
742,reif::A,copt,zralý
743,lecker::A,gustos,chutný
744,süß::A,dulce,sladký
745,bitter::A,amar,hořký
746,sauer::A,acru,kyselý
747,hell::A,clar,světlý
748,hell::A,luminos,světlý
749,dunkel::A,obscur,temný
750,dunkel::A,întunecos,temný
751,schwarz::A,negru,černý
752,weiß::A,alb,bílý
753,rot::A,roșu,rudý
754,rot::A,roșu,červený
755,gelb::A,galben,žlutý
756,blau::A,albastru,modrý
757,grün::A,verde,zelený
758,grau::A,gri,šedý
759,grau::A,gri,šedivý
760,grau::A,cenușiu,šedý
761,grau::A,cenușiu,šedivý
762,bunt::A,colorat,pestrý
763,billig::A,ieftin,levný
764,billig::A,ieftin,laciný
765,teuer::A,scump,drahý
766,wertvoll::A,prețios,cenný
767,blind::A,orb,slepý
768,taub::A,surd,hluchý
769,kräftig::A,tare,silný
770,kräftig::A,forte,silný
771,kräftig::A,robust,silný
772,stark::A,viguros,silný
773,stark::A,puternic,silný
774,schwach::A,slab,slabý
775,schwach::A,debil,slabý
776,fett::A,gras,tučný
777,fett::A,gras,tlustý
778,schlank::A,zvelt,štíhlý
779,hübsch::A,drăguț,hezký
780,böse::A,rău,zlý
781,böse::A,răutăcios,zlý
782,dumm::A,nerod,hloupý
783,dumm::A,tâmpit,hloupý
784,faul::A,leneș,líný
785,fleißig::A,harnic,pilný
786,fleißig::A,sârguincios,pilný
787,geizig::A,calic,lakomý
788,geizig::A,zgârcit,lakomý
789,klug::A,isteț,chytrý
790,klug::A,deștept,chytrý
791,geschickt::A,dibaci,šikovný
792,lieb::A,drag,milý
793,lieb::A,iubit,milý
794,lustig::A,vesel,veselý
795,sanft::A,blând,mírný
796,sanft::A,blajin,mírný
797,hungrig::A,flămând,hladový
798,krank::A,bolnav,nemocný
799,nackt::A,gol,nahý
800,traurig::A,trist,smutný
801,traurig::A,trist,truchlivý
802,traurig::A,mâhnit,smutný
803,traurig::A,mâhnit,truchlivý
804,lebendig::A,viu,živý
805,gut::A,bun,dobrý
806,schlecht::A,rău,špatný
807,schlecht::A,prost,špatný
808,richtig::A,drept,pravý
809,richtig::A,drept,správný
810,richtig::A,corect,pravý
811,richtig::A,corect,správný
812,schlimm::A,rău,zlý
813,wahr::A,adevărat,pravdivý
814,alt::A,uzat,starý
815,alt::A,vechi,starý
816,neu::A,nou,nový
817,ehemalig::A,fost,bývalý
818,ehemalig::A,anterior,bývalý
819,alt[Lebewesen]::A,bătrîn,starý
820,jung::A,tânăr,mladý
821,arm::A,sărac,chudý
822,arm::A,sărman,chudý
823,reich::A,avut,bohatý
824,reich::A,bogat,bohatý
825,bekannt::A,cunoscut,známý
826,berühmt::A,renumit,slavný
827,fremd::A,străin,cizí
828,verschieden::A,diferit,různý
829,verschieden::A,diferit,rozličný
830,verschieden::A,deosebit,různý
831,verschieden::A,deosebit,rozličný
832,nah::A,apropiat,blízký
833,fern::A,departe,daleký
834,linker::A,stâng,levý
835,rechter::A,drept,pravý
836,anderer::A,alt,jiný
837,erster::A,prim,první
838,zweiter::A,al doilea,druhý
839,dritter::A,treilea,třetí
840,letzter::A,final,poslední
841,allein::ADV,singur,sám
842,auf einmal::ADV,dintrodată,najednou
843,zusammen::ADV,împreună,spolu
844,zusammen::ADV,împreună,dohromady
845,lange::ADV,îndelung,dlouho
