,Concept_ID,ro,bg
265,Großvater::N,bunic,дядо
266,Großvater::N,tată mare,дядо
267,Großmutter::N,bunică,баба
268,Großmutter::N,mamă mare,баба
269,Eltern::N,părinți,родители
270,Vater::N,tată,баща
271,Vater::N,părinte,баща
272,Mutter::N,mamă,майка
273,Sohn::N,fiu,син
274,Sohn::N,fecior,син
275,Tochter::N,fiică,дъщеря
276,Bruder::N,frate,брат
277,Schwester::N,soră,сестра
278,Onkel::N,unchi,чичо
279,Onkel::N,unchi,вуйчо
280,Tante::N,mătușă,леля
281,Ehemann::N,soț,съпруг
282,Ehemann::N,bărbat,съпруг
283,Ehefrau::N,soție,съпруга
284,Freude::N,bucurie,радост
285,Gelächter::N,râset,смях
286,Glück::N,fericire,щастие
287,Kummer::N,mâhnire,тъга
288,Wunsch::N,dorință,желание
289,Wunsch::N,deziderat,желание
290,Lust::N,poftă,желание
291,Lust::N,înclinare,желание
292,Geist::N,duh,дух
293,Geist::N,minte,дух
294,Geist::N,suflet,дух
295,Gedanke::N,gând,мисъл
296,Gedanke::N,cuget,мисъл
297,Gedächtnis::N,memorie,памет
298,Verstand::N,minte,ум
299,Verstand::N,minte,разум
300,Verstand::N,intelect,ум
301,Verstand::N,intelect,разум
302,Sinn::N,sens,смисъл
303,Sinn::N,înțeles,смисъл
304,Grund::N,cauză,причина
305,Grund::N,pricină,причина
306,Wahrheit::N,adevăr,правда
307,Gespräch::N,convorbire,разговор
308,Gespräch::N,conversație,разговор
309,Märchen::N,basm,приказка
310,Märchen::N,poveste,приказка
311,Erzählung::N,poveste,разказ
312,Nachricht::N,veste,вест
313,Nachricht::N,veste,известие
314,Neuigkeit::N,noutate,новина
315,Neuigkeit::N,actualitate,новина
316,Name::N,nume,име
317,Rätsel::N,ghicitoare,гатанка
318,Rede::N,discurs,реч
319,Rede::N,discurs,слово
320,Sprache::N,limbă,език
321,Sprache::N,limbaj,език
322,Stimme::N,glas,глас
323,Wort::N,cuvânt,дума
324,Zeichen::N,semn,знак
325,Zeichen::N,semnal,знак
326,Ruf::N,chemare,зов
327,Lärm::N,zgomot,шум
328,Lärm::N,zgomot,глъчка
329,Lärm::N,tărăboi,шум
330,Lärm::N,tărăboi,глъчка
331,Laut::N,sunet,звук
332,Ton::N,ton,тон
333,Lied::N,cântec,песен
334,Ruhe::N,odihnă,тишина
335,Ruhe::N,odihnă,спокойствие
336,Ruhe::N,liniște,тишина
337,Ruhe::N,liniște,спокойствие
338,Leute::N,lume,хора
339,Leute::N,oameni,хора
340,Volk::N,popor,народ
341,Volk::N,națiune,народ
342,Arbeit::N,lucru,труд
343,Arbeit::N,lucru,работа
344,Gast::N,musafir,гост
345,Geschenk::N,dar,дар
346,Geschenk::N,dar,подарък
347,Geschenk::N,cadou,дар
348,Geschenk::N,cadou,подарък
349,Spiel::N,joc,игра
350,Gesellschaft::N,societate,общество
351,Hilfe::N,ajutor,помощ
352,Freund::N,amic,приятел
353,Freund::N,prieten,приятел
354,Kamerad::N,tovarăș,другар
355,Angelegenheit::N,afacere,работа
356,Anzahl::N,număr,брой
357,Anzahl::N,număr,количество
358,Anzahl::N,cantitate,брой
359,Anzahl::N,cantitate,количество
360,Art::N,fel,вид
361,Art::N,specie,вид
362,Stück::N,bucată,къс
363,Stück::N,bucată,парче
364,Teil::N,parte,дял
365,Teil::N,parte,част
366,Teil::N,porție,дял
367,Teil::N,porție,част
368,Hälfte::N,jumătate,половина
369,Kreis::N,cerc,кръг
370,Kreuz::N,cruce,кръст
371,Linie::N,linie,черта
372,Strich::N,linie,щрих
373,Strich::N,linie,черта
374,Strich::N,trăsătură,щрих
375,Strich::N,trăsătură,черта
376,Abstand::N,distanță,дистанция
377,Abstand::N,distanță,разстояние
378,Abstand::N,depărtare,дистанция
379,Abstand::N,depărtare,разстояние
380,Entfernung::N,distanță,разстояние
381,Entfernung::N,depărtare,разстояние
382,Gegend::N,regiune,местност
383,Platz::N,loc,място
384,Ort::N,loc,място
385,Seite::N,latură,страна
386,Mitte::N,centru,среда
387,Gegenstand::N,obiect,предмет
388,Sache::N,lucru,вещ
389,Sache::N,chestie,вещ
390,Rand::N,bordură,ръб
391,Kante::N,muchie,ръб
392,Kante::N,muchie,кант
393,Kante::N,bordură,ръб
394,Kante::N,bordură,кант
395,Ecke::N,colț,ъгъл
396,Spitze::N,vârf,връх
397,Spitze::N,vârf,острие
398,Spitze::N,creștet,връх
399,Spitze::N,creștet,острие
400,Ende::N,capăt,край
401,Loch::N,gaură,дупка
402,Winkel::N,colț,кът
403,Winkel::N,colț,ъгъл
404,Muster::N,desen,десен
405,Muster::N,desen,образец
406,Größe::N,mărime,големина
407,Länge::N,lungime,дължина
408,Höhe::N,înălțime,висота
409,Höhe::N,înălțime,височина
410,Gewicht::N,greutate,тегло
411,Gewicht::N,greutate,тежест
412,Menge::N,cantitate,количество
413,Haufen::N,grămadă,куп
414,Haufen::N,grămadă,грамада
415,Reihe::N,șir,ред
416,Reihe::N,șir,редица
417,Reihe::N,rând,ред
418,Reihe::N,rând,редица
419,Boot::N,barcă,лодка
420,Boot::N,luntre,лодка
421,Ruder::N,vâslă,весло
422,Ruder::N,vâslă,гребло
423,Ruder::N,lopată,весло
424,Ruder::N,lopată,гребло
425,Schlitten::N,sanie,шейна
426,Ski::N,schi,ски
427,Lagerfeuer::N,foc de tabără,огнище
428,Last::N,povară,товар
429,Last::N,sarcină,товар
430,Gang::N,mers,ход
431,Gang::N,mers,вървеж
432,Gang::N,umblet,ход
433,Gang::N,umblet,вървеж
434,Schritt::N,pas,стъпка
435,Norden::N,nord,север
436,Norden::N,miazănoapte,север
437,Süden::N,sud,юг
438,Süden::N,miazăzi,юг
439,Westen::N,apus,запад
440,Osten::N,est,изток
441,Osten::N,răsărit,изток
442,Holz::N,lemn,дърво
443,Brett::N,scândură,дъска
444,Platte::N,placă,
445,Stütze::N,proptea,
446,Stange::N,bară,прът
447,Stange::N,bară,върлина
448,Stange::N,prăjină,прът
449,Stange::N,prăjină,върлина
450,Stock::N,băț,прът
451,Stock::N,băț,тояга
452,Stock::N,baston,прът
453,Stock::N,baston,тояга
454,Stab::N,baston,прът
455,Stab::N,prăjină,прът
456,Rohr::N,tub,цев
457,Rohr::N,tub,тръба
458,Rohr::N,țeavă,цев
459,Rohr::N,țeavă,тръба
460,Haus::N,casă,къща
461,Heim::N,casă,дом
462,Heim::N,cămin,дом
463,Ofen::N,sobă,печка
464,Fußboden::N,podea,под
465,Fußboden::N,dușumea,под
466,Tisch::N,masă,маса
467,Stuhl::N,scaun,стол
468,Wiege::N,leagăn,люлка
469,Bett::N,pat,легло
470,Bett::N,pat,креват
471,Regal::N,rafturi,рафт
472,Regal::N,rafturi,етажерка
473,Kiste::N,ladă,кутия
474,Kiste::N,ladă,сандък
475,Kiste::N,cutie,кутия
476,Kiste::N,cutie,сандък
477,Fenster::N,fereastră,прозорец
478,Tür::N,ușă,врата
479,Tor::N,poartă,врата
480,Zaun::N,gard,ограда
481,Dach::N,acoperiș,покрив
482,Leiter::N,scară,стълба
483,Besen::N,mătură,метла
484,Spaten::N,cazma,лопата
485,Spaten::N,hârleț,лопата
486,Schaufel::N,lopată,лопата
487,Gabel::N,furculiță,вилица
488,Löffel::N,lingură,лъжица
489,Messer::N,cuțit,нож
490,Nagel::N,cui,гвоздей
491,Netz::N,plasă,мрежа
492,Haken::N,cârlig,кука
493,Haken::N,cârlig,закачалка
494,Griff::N,mâner,ръчка
495,Griff::N,mâner,дръжка
496,Schloss::N,lacăt,брава
497,Schloss::N,lacăt,ключалка
498,Bild::N,tablou,картина
499,Bild::N,imagine,картина
500,Figur::N,chip,фигура
501,Figur::N,figură,фигура
502,Puppe::N,păpușă,кукла
503,Beutel::N,pungă,кесия
504,Beutel::N,săculeț,кесия
505,Bündel::N,mănunchi,връзка
506,Tasche::N,geantă,чанта
507,Eimer::N,găleată,кофа
508,Deckel::N,capac,капак
509,Deckel::N,capac,похлупак
510,Geschirr::N,vase,съдове
511,Geschirr::N,tacâmuri,съдове
512,Sack::N,sac,чувал
513,Tasse::N,ceașcă,чаша
514,Topf::N,oală,гърне
515,Topf::N,oală,тенджера
516,Kessel::N,cazan,котел
517,Kessel::N,căldare,котел
518,Essen::N,mâncare,ядене
519,Nahrung::N,hrană,храна
520,Nahrung::N,aliment,храна
521,Speise::N,bucate,ястие
522,Speise::N,fel de bucate,ястие
523,Fleisch::N,carne,месо
524,Getreide::N,cereale,зърнено храни
525,Brei::N,pireu,каша
526,Brot::N,pâine,хляб
527,Scheibe::N,felie,резен
528,Scheibe::N,bucată,резен
529,Fett::N,untură,мазнина
530,Fett::N,grăsime,мазнина
531,Butter::N,unt,масло
532,Öl::N,ulei,олио
533,Öl::N,ulei,оливия
534,Salz::N,sare,сол
535,Suppe::N,supă,супа
536,Suppe::N,ciorbă,супа
537,Honig::N,miere,мед
538,Milch::N,lapte,мляко
539,Tee::N,ceai,чай
540,Leder::N,piele,кожа
541,Wolle::N,lână,вълна
542,Stoff::N,stofă,плат
543,Stoff::N,stofă,материал
544,Nadel::N,ac,игла
545,Faden::N,ață,конец
546,Knopf::N,buton,копче
547,Knoten::N,nod,възел
548,Farbe::N,vopsea,боя
549,Kleidung::N,haine,дрехи
550,Kleidung::N,haine,облекло
551,Kleidung::N,îmbrăcăminte,дрехи
552,Kleidung::N,îmbrăcăminte,облекло
553,Hemd::N,cămașă,риза
554,Kragen::N,guler,яка
555,Ärmel::N,mânecă,ръкав
556,Hose::N,pantaloni,панталони
557,Gürtel::N,cordon,пояс
558,Gürtel::N,cordon,колан
559,Mütze::N,șapcă,каскет
560,Mütze::N,șapcă,фуражка
561,Schuh::N,gheată,обувка
562,Stiefel::N,cizmă,ботуш
563,Ring::N,inel,пръстен
564,Ring::N,verigă,пръстен
565,Band::N,panglică,лента
566,Band::N,panglică,връзка
567,Band::N,șiret,лента
568,Band::N,șiret,връзка
569,Kamm::N,pieptene,гребен
570,Spiegel::N,oglindă,огледало
571,Riemen::N,curea,каиш
572,Riemen::N,curea,ремък
573,Schnur::N,funie,връв
574,Schnur::N,sfoară,връв
575,Leine::N,lesă,връв
576,Leine::N,lesă,въже
577,Leine::N,curea,връв
578,Leine::N,curea,въже
579,Decke::N,pătură,покривка
580,Kissen::N,pernă,възглавница
581,Tuch::N,batic,сукно
582,Handtuch::N,prosop,пешкир
583,Handtuch::N,prosop,кърпа за лице
584,Handtuch::N,ștergar,пешкир
585,Handtuch::N,ștergar,кърпа за лице
586,Kraft::N,forță,мощ
587,Kraft::N,forță,сила
588,Kraft::N,putere,мощ
589,Kraft::N,putere,сила
590,Stärke::N,tărie,сила
591,Stärke::N,vigoare,сила
592,Gesundheit::N,sănătate,здраве
593,Krankheit::N,boală,болест
594,Krankheit::N,maladie,болест
595,Schmerz::N,durere,болка
596,Wunde::N,rană,рана
597,Fieber::N,febră,треска
598,Fieber::N,febră,температура
599,Arznei::N,leac,лек
600,Arznei::N,leac,лекарство
601,Arznei::N,medicament,лек
602,Arznei::N,medicament,лекарство
603,Brücke::N,pod,мост
604,Brücke::N,punte,мост
605,Brunnen::N,puț,чешма
606,Brunnen::N,puț,кладенец
607,Weide::N,izlaz,паша
608,Weide::N,izlaz,пасище
609,Weide::N,pășune,паша
610,Weide::N,pășune,пасище
611,Pfad::N,cărare,пътека
612,Weg::N,drum,път
613,Straße::N,cale,шосе
614,Straße::N,stradă,шосе
615,Dorf::N,sat,село
616,Stadt::N,oraș,град
617,Brief::N,scrisoare,писмо
618,Buch::N,carte,книга
619,Buchstabe::N,literă,буква
620,Buchstabe::N,caracter,буква
621,Zeitung::N,ziar,вестник
622,Zeitung::N,gazetă,вестник
623,Leben::N,viață,живот
624,Tod::N,moarte,смърт
625,Grab::N,groapă,гроб
626,Grab::N,mormânt,гроб
627,Kirche::N,biserică,църква
628,Sünde::N,păcat,грях
629,Gott::N,zeu,бог
630,Arbeiter::N,muncitor,работник
631,Chef::N,șef,шеф
632,Chef::N,șef,началник
633,Meister::N,meșter,майстор
634,Meister::N,maestru,майстор
635,Arzt::N,medic,лекар
636,Arzt::N,doctor,лекар
637,Lehrer::N,profesor,учител
638,Lehrer::N,învățător,учител
639,Geld::N,bani,пари
640,Geld::N,parale,пари
641,Geschäft::N,treabă,сделка
642,Geschäft::N,afacere,сделка
643,Laden::N,magazin,дюкян
644,Laden::N,magazin,магазин
645,Laden::N,prăvălie,дюкян
646,Laden::N,prăvălie,магазин
647,Preis::N,preț,цена
648,Ware::N,marfă,стока
649,Nutzen::N,folos,полза
650,Nutzen::N,folos,облага
651,Nutzen::N,profit,полза
652,Nutzen::N,profit,облага
653,Reichtum::N,avuție,богатство
654,Reichtum::N,bogăție,богатство
655,Welt::N,lume,свят
656,Land::N,țară,страна
657,Staat::N,stat,щат
658,Staat::N,stat,държава
659,König::N,rege,крал
660,Macht::N,putere,мощ
661,Macht::N,putere,власт
662,Macht::N,putință,мощ
663,Macht::N,putință,власт
664,Grenze::N,hotar,граница
665,Grenze::N,graniță,граница
666,Grenze::N,frontieră,граница
667,Krieg::N,război,война
668,Feind::N,dușman,враг
669,Feind::N,dușman,неприятел
670,Gewalt::N,violență,сила
671,Gewalt::N,violență,насилие
672,Kampf::N,luptă,борба
673,Kampf::N,luptă,сражение
674,Bogen[Waffe]::N,arc,лък
675,Pfeil::N,săgeată,стрела
676,Gewehr::N,armă,пушка
677,Gewehr::N,pușcă,пушка
678,Fehler::N,eroare,грешка
679,Fehler::N,greșeală,грешка
680,Lüge::N,minciună,лъжа
681,Schaden::N,daună,повреда
682,Schaden::N,pagubă,повреда
683,Unglück::N,nenorocire,нещастие
684,Schuld::N,vină,вина
685,Alter::N,etate,възраст
686,Alter::N,vârstă,възраст
687,Schluss::N,sfârșit,край
688,Zeit::N,timp,време
689,Zeit::N,vreme,време
690,Tag::N,zi,ден
691,Morgen::N,dimineață,утро
692,Morgen::N,dimineață,сутрин
693,Mittag::N,prânz,обед
694,Mittag::N,prânz,пладне
695,Mittag::N,amiază,обед
696,Mittag::N,amiază,пладне
697,Abend::N,seară,вечер
698,Nacht::N,noapte,нощ
699,Woche::N,săptămână,седмица
700,Monat::N,lună,месец
701,Jahr::N,an,година
702,Frühling::N,primăvară,пролет
703,Sommer::N,vară,лято
704,Herbst::N,toamnă,есен
705,Winter::N,iarnă,зима
706,Januar::N,ianuarie,януари
707,Februar::N,februarie,февруари
708,März::N,martie,март
709,April::N,aprilie,април
710,Mai::N,mai,май
711,Juni::N,iunie,юни
712,Juli::N,iulie,юли
713,August::N,august,август
714,September::N,septembrie,септември
715,Oktober::N,octombrie,октомври
716,November::N,noiembrie,ноември
717,Dezember::N,decembrie,декември
718,Montag::N,luni,понеделник
719,Dienstag::N,marți,вторник
720,Mittwoch::N,miercuri,сряда
721,Donnerstag::N,joi,четвъртък
722,Freitag::N,vineri,петък
723,Samstag::N,sâmbătă,събота
724,Sonntag::N,duminică,неделя
725,groß::A,mare,едър
726,groß::A,mare,голям
727,klein::A,mic,малък
728,klein::A,mic,дребен
729,lang::A,lung,дълъг
730,kurz::A,scurt,къс
731,breit::A,lat,широк
732,breit::A,larg,широк
733,schmal::A,strâmt,тесен
734,dicht::A,des,гъст
735,dick[Gegenstand]::A,gros,дебел
736,dünn::A,subțire,тънък
737,fein::A,fin,фин
738,fein::A,fin,тънък
739,fein::A,subțire,фин
740,fein::A,subțire,тънък
741,fest::A,tare,твърд
742,fest::A,tare,плътен
743,fest::A,solid,твърд
744,fest::A,solid,плътен
745,flach::A,șes,равен
746,flach::A,șes,плосък
747,flach::A,plan,равен
748,flach::A,plan,плосък
749,glatt::A,lins,гладък
750,hart::A,dur,твърд
751,hart::A,dur,корав
752,weich::A,moale,мек
753,rund::A,rotund,кръгъл
754,rund::A,circular,кръгъл
755,spitz::A,ascuțit,островръх
756,scharf::A,tăios,остър
757,scharf::A,ascuțit,остър
758,stumpf::A,tocit,тъп
759,schwer::A,greu,тежък
760,schön::A,frumos,хубав
761,schön::A,frumos,красив
762,heiß::A,cald,жарък
763,heiß::A,fierbinte,жарък
764,warm::A,cald,топъл
765,warm::A,fierbinte,топъл
766,kalt::A,rece,студен
767,kühl::A,rece,хладен
768,kühl::A,răcoros,хладен
769,frisch::A,răcoros,свеж
770,frisch::A,proaspăt,свеж
771,feucht::A,umed,влажен
772,feucht::A,jilav,влажен
773,nass::A,ud,мокър
774,trocken::A,sec,сух
775,trocken::A,uscat,сух
776,voll::A,plin,пълен
777,leer::A,gol,празен
778,offen::A,deschis,откровен
779,geschlossen::A,închis,закрит
780,geschlossen::A,închis,затворен
781,sauber::A,curat,чист
782,schmutzig::A,murdar,мръсен
783,roh::A,crud,суров
784,reif::A,copt,зрял
785,lecker::A,gustos,вкусен
786,süß::A,dulce,сладък
787,bitter::A,amar,горчив
788,sauer::A,acru,кисел
789,hell::A,clar,ясен
790,hell::A,clar,светъл
791,hell::A,luminos,ясен
792,hell::A,luminos,светъл
793,dunkel::A,obscur,тъмен
794,dunkel::A,întunecos,тъмен
795,schwarz::A,negru,черен
796,weiß::A,alb,бял
797,rot::A,roșu,червен
798,gelb::A,galben,жълт
799,blau::A,albastru,син
800,grün::A,verde,зелен
801,grau::A,gri,сив
802,grau::A,cenușiu,сив
803,bunt::A,colorat,шарен
804,bunt::A,colorat,пъстър
805,billig::A,ieftin,евтин
806,teuer::A,scump,скъп
807,wertvoll::A,prețios,ценен
808,blind::A,orb,сляп
809,taub::A,surd,глух
810,kräftig::A,tare,силен
811,kräftig::A,forte,силен
812,kräftig::A,robust,силен
813,stark::A,viguros,здрав
814,stark::A,viguros,силен
815,stark::A,puternic,здрав
816,stark::A,puternic,силен
817,schwach::A,slab,слаб
818,schwach::A,debil,слаб
819,fett::A,gras,тлъст
820,schlank::A,zvelt,тънък
821,schlank::A,zvelt,строен
822,hübsch::A,drăguț,хубав
823,böse::A,rău,зъл
824,böse::A,răutăcios,зъл
825,dumm::A,nerod,глупав
826,dumm::A,tâmpit,глупав
827,faul::A,leneș,ленив
828,faul::A,leneș,мързелив
829,fleißig::A,harnic,прилежен
830,fleißig::A,sârguincios,прилежен
831,geizig::A,calic,скъпернически
832,geizig::A,zgârcit,скъпернически
833,klug::A,isteț,умен
834,klug::A,isteț,разумен
835,klug::A,deștept,умен
836,klug::A,deștept,разумен
837,geschickt::A,dibaci,умел
838,geschickt::A,dibaci,сръчен
839,lieb::A,drag,мил
840,lieb::A,drag,драг
841,lieb::A,iubit,мил
842,lieb::A,iubit,драг
843,lustig::A,vesel,весел
844,sanft::A,blând,нежен
845,sanft::A,blând,кротък
846,sanft::A,blajin,нежен
847,sanft::A,blajin,кротък
848,hungrig::A,flămând,гладен
849,krank::A,bolnav,болен
850,nackt::A,gol,гол
851,traurig::A,trist,тъжен
852,traurig::A,trist,печален
853,traurig::A,mâhnit,тъжен
854,traurig::A,mâhnit,печален
855,lebendig::A,viu,жив
856,gut::A,bun,добър
857,schlecht::A,rău,лош
858,schlecht::A,prost,лош
859,richtig::A,drept,правилен
860,richtig::A,corect,правилен
861,schlimm::A,rău,лош
862,wahr::A,adevărat,верен
863,wahr::A,adevărat,истински
