,Concept_ID,ce,en
839,flüchten::V,дӏадада,escape
840,sehen::V,ган,see
841,anschauen::V,хьажа,look at
842,anschauen::V,хьежа,look at
843,ansehen::V,хьовса,watch
844,hören::V,хаза,hear
845,zuhören::V,ладогӏа,listen
846,probieren::V,хьажа,taste
847,riechen::V,хьожа яха,smell
848,fühlen::V,хаадала,feel
849,scheinen::V,мотта,seem
850,zu sehen sein::V,гуш хила,show
851,vernehmen::V,бартхатта,hear
852,frieren::V,гӏоро,be cold
853,tun::V,дан,do
854,können::V,дадала,can
855,wollen::V,тӏергӏа,want
856,anfangen::V,доло,start
857,beenden::V,довла,finish
858,aufhören::V,саца,stop
859,gelingen::V,кадала,succeed
860,geraten::V,хила,turn out
861,öffnen::V,дӏаделла,open
862,öffnen::V,схьаделла,open
863,schließen::V,къовла,close
864,schließen::V,дӏачӏагӏа,close
865,stellen::V,хlотто,put
866,setzen::V,дийгӏа,place
867,legen::V,охьадилла,lay
868,berühren::V,хьедан,touch
869,verbinden::V,вовшахтаса,connect
870,bedecken::V,тилла,cover
871,bedecken::V,тӏетаса,cover
872,aufhängen::V,хьалаолла,hang up
873,anzünden::V,лато,light
874,aufheben::V,айа,pick up
875,zurücklassen::V,дита,leave
876,verlieren::V,дайа,lose
877,fallen lassen::V,охьадожо,drop
878,machen::V,дан,make
879,herstellen::V,дан,produce
880,bauen::V,гӏишлоян,build
881,reparieren::V,тадан,mend
882,verbessern::V,нисдан,improve
883,ändern::V,хийца,alter
884,graben::V,ахка,dig
885,beugen::V,сатто,bow
886,biegen::V,сатто,bend
887,drehen::V,хьовзо,spin
888,umdrehen::V,хьовзo,turn around
889,heben::V,айа,raise
890,heben::V,хьалаайа,raise
891,hochheben::V,хьалаайа,lift
892,ergreifen::V,дӏалаца,seize
893,halten::V,латто,hold
894,drücken::V,тӏетаӏо,press
895,schieben::V,татта,push
896,kratzen::V,мӏараш тийса,scrape
897,lecken::V,мотт хьекха,lick
898,beißen::V,катoха,bite
899,abreißen::V,схьадаккха,tear off
900,abschneiden::V,кхада,cut off
901,binden::V,дӏадехка,tie
902,binden::V,вовшахтаса,tie
903,stecken::V,чудахийта,stick
904,brechen::V,кагдан,break
905,klopfen::V,детта,knock
906,hauen::V,етта,hit
907,kleben::V,тӏелато,glue
908,reiben::V,хьекхо,rub
909,streichen::V,тlехьакха,spread
910,schleifen::V,ирдан,grind
911,schneiden::V,ларга,cut
912,rütteln::V,лесто,jolt
913,schütteln::V,лесто,shake
914,schwenken::V,лесто,swing
915,schütten::V,дотта,pour
916,füllen::V,дуза,fill
917,einwickeln::V,хьарчо,wrap
918,tragen::V,дахьа,carry
919,schleppen::V,ийзо,drag
920,ziehen::V,озо,pull
921,aufbewahren::V,ӏалашдан,keep
922,werfen::V,кхосса,throw
923,fangen::V,леца,catch
924,packen::V,леца,grab
925,verstecken::V,къайладаккха,hide
926,teilen::V,декъа,divide
927,schicken::V,дӏадахьийта,send
928,bringen::V,дан,bring
929,hinzufügen::V,тӏетоха,add
930,bekommen::V,даккха,get
931,erhalten::V,даккха,receive
932,nehmen::V,схьаэца,take
933,wählen::V,харжа,choose
934,auswählen::V,харжа,select
935,bewahren::V,lалашдан,preserve
936,behindern::V,новкъарло ян,hinder
937,verderben::V,талхо,spoil
938,beschädigen::V,дохо,damage
939,zerbrechen::V,дохо,break
940,zerbrechen::V,кагдан,break
941,zerreißen::V,хадо,tear
942,zerstören::V,дохо,destroy
943,zerstören::V,кагдан,destroy
944,verbrennen::V,даго,burn
945,geben::V,яла,give
946,reichen::V,дӏадала,hand
947,reichen::V,дӏакховдо,hand
948,schenken::V,совгӏат дан,give
949,versprechen::V,ваӏда дан,promise
950,wünschen::V,лаа,wish
951,loben::V,хасто,praise
952,küssen::V,оба яккха,kiss
953,wiegen::V,тахка,rock
954,zudecken::V,тӏетаса,cover
955,wecken::V,самадаккха,wake
956,zeigen::V,гайта,show
957,führen::V,дига,guide
958,lehren::V,ӏамо,teach
959,unterrichten::V,хьеха,instruct
960,aufziehen::V,кхио,bring up
961,leiten::V,урхалла дан,lead
962,antreiben::V,сихдан,urge
963,lassen::V,-йта,let
964,einladen::V,кхайкха,invite
965,vereinigen::V,цхьаьнатоха,unite
966,besuchen::V,хьажахIотта,visit
967,treffen::V,дуьхьалкхета,meet
968,sich versammeln::V,гулдан,assemble
969,spielen::V,ловза,play
970,singen::V,лакха,sing
971,tanzen::V,хелхадала,dance
972,sich trennen::V,къаста,separate
973,verlassen::V,дита,leave
974,retten::V,кӏелхьардаккха,rescue
975,bewachen::V,ха дан,guard
976,schützen::V,лардан,protect
977,verteidigen::V,лардан,defend
978,sich schlagen::V,етта,brawl
979,schießen::V,детта,shoot
980,siegen::V,тола,win
981,ärgern::V,оьгӏаздахийта,annoy
982,schlagen::V,тоха,beat
983,treten::V,мийра тоха,kick
984,stechen::V,ӏотта,sting
985,stechen::V,къовзо,sting
986,stoßen::V,татта,shove
987,stehlen::V,лачкъо,steal
988,stören::V,новкъарло ян,disturb
989,belästigen::V,сагатдан,bother
990,verbergen::V,къайладаккха,conceal
991,täuschen::V,ӏexo,deceive
992,betrügen::V,ледан,cheat
993,töten::V,ден,kill
994,wohnen::V,даха,dwell
995,arbeiten::V,къахьега,work
996,sammeln::V,гулдан,gather
997,pflücken::V,даха,pick
998,jagen::V,талла,hunt
999,fischen::V,чӏерий леца,fish
1000,fassen::V,лаца,catch
1001,fassen::V,схьалаца,catch
1002,hüten::V,лардан,herd
1003,treiben::V,лахка,drive
1004,anbinden::V,дӏадехка,tie up
1005,füttern::V,хӏума яла,feed
1006,melken::V,оза,milk
1007,gießen::V,хи тоха,water
1008,reifen::V,хьекъа,ripen
1009,zubereiten::V,кечъян,cook
1010,zubereiten::V,кхача бан,cook
1011,kochen::V,кхача бан,boil
1012,backen::V,датта,bake
1013,braten::V,кхарза,fry
1014,umrühren::V,кего,stir
1015,nähen::V,тега,sew
1016,färben::V,басардан,dye
1017,reinigen::V,цӏандан,clean
1018,waschen::V,йила,wash
1019,waschen::V,йитта,wash
1020,waschen::V,дӏадайа,wash
1021,abwischen::V,дӏадайа,wipe
1022,spülen::V,хи кхарза,rinse
1023,fegen::V,нуй хьакха,sweep
1024,kehren::V,нуй хьакха,sweep
1025,baden::V,лийча,bath
1026,sich waschen::V,юьхь йила,wash
1027,ausziehen::V,духар дӏадаккха,take off
1028,sich anziehen::V,духа,get dressed
1029,kämmen::V,ехк хьакха,comb
1030,schmücken::V,хаздан,decorate
1031,sagen::V,ала,say
1032,sprechen::V,баха,speak
1033,sprechen::V,мотт бийца,speak
1034,reden::V,къамел дан,talk
1035,sich unterhalten::V,къамел дан,chat
1036,fragen::V,хатта,ask
1037,bitten::V,деха,request
1038,erzählen::V,дийца,tell
1039,mitteilen::V,хаам бан,convey
1040,nennen::V,цӏе яккха,name
1041,rufen::V,кхайкха,call
1042,prahlen::V,куралла ян,brag
1043,prahlen::V,дозалла дан,brag
1044,übersetzen::V,гоч дан,translate
1045,denken::V,ойла ян,think
1046,glauben::V,теша,believe
1047,bemerken::V,ган,notice
1048,erkennen::V,довза,recognize
1049,begreifen::V,кхета,grasp
1050,verstehen::V,кхета,understand
1051,lernen::V,деша,learn
1052,wissen::V,хаа,know
1053,sich erinnern an::V,дагадан,remember
1054,vergessen::V,дицдала,forget
1055,messen::V,дуста,measure
1056,zählen::V,дагардан,count
1057,rechnen::V,лара,calculate
1058,lesen::V,еша,read
1059,malen::V,сурт дилла,paint
1060,zeichnen::V,сурт дилла,draw
1061,schreiben::V,яздан,write
1062,besitzen::V,доладан,own
1063,kaufen::V,эца,buy
1064,verkaufen::V,дохка,sell
1065,bezahlen::V,мах бала,pay for
1066,zahlen::V,мах бала,pay
1067,beherrschen::V,собаре хила,rule
1068,ertragen::V,лан,endure
1069,ertragen::V,сатоха,endure
1070,ertragen::V,садетта,endure
1071,Schwarm::N,,swarm
1072,Schlinge::N,,noose
1073,Art::N,,sort
1074,Entfernung::N,,distance
1075,Griff::N,,handle
1076,Figur::N,,figure
1077,Bogen[Waffe]::N,,bow
1078,so::ADV,,so
1079,abnehmen::V,,decrease
1080,sausen::V,,dash
1081,wenden::V,,turn
1082,hacken::V,,chop
1083,stricken::V,,knit
1084,anziehen::V,,put on
