,Concept_ID,ka,ar
394,Fenster::N,ფანჯარა,نافذة
395,Fenster::N,სარკმელი,شباك
396,Fenster::N,სარკმელი,نافذة
397,Tür::N,ბჭე,باب
398,Tür::N,კარი,باب
399,Tor::N,ჭიშკარი,بوابة
400,Zaun::N,ღობე,سياج
401,Zaun::N,გალავანი,سياج
402,Dach::N,სახურავი,سطح
403,Leiter::N,კიბე,سلم
404,Besen::N,ცოცხი,مكنسة
405,Spaten::N,ნიჩაბი,مسحاة
406,Schaufel::N,ბარი,مجرفة
407,Gabel::N,ჩანგალი,شوكة
408,Löffel::N,კოვზი,ملعقة
409,Messer::N,დანა,سكين
410,Nagel::N,ლურსმანი,مسمار
411,Netz::N,ბადე,شبكة
412,Haken::N,კავი,خطاف
413,Haken::N,კავი,صنارة
414,Haken::N,კაუჭი,خطاف
415,Haken::N,კაუჭი,صنارة
416,Griff::N,ტარი,قبضة
417,Schloss::N,კლიტე,قفل
418,Schloss::N,საკეტი,قفل
419,Bild::N,სურათი,صورة
420,Figur::N,ფიგურა,تمثال
421,Puppe::N,თოჯინა,دمية
422,Beutel::N,პარკი,كيس
423,Bündel::N,გალა,ربطة
424,Bündel::N,ასხმა,ربطة
425,Tasche::N,ჩანთა,شنطة
426,Tasche::N,ჩანთა,محفظة
427,Eimer::N,ჩამჩა,سطل
428,Eimer::N,ჩამჩა,جردل
429,Deckel::N,ხუფი,سداد
430,Deckel::N,სარქველი,سداد
431,Geschirr::N,ჭურჭელი,أوان
432,Sack::N,ტომარა,زكيبة
433,Tasse::N,ფინჯანი,فنجان
434,Topf::N,ქოთანი,قدر
435,Topf::N,ქოთანი,طنجرة
436,Kessel::N,ქვაბი,قدر
437,Kessel::N,ქვაბი,غلاية
438,Essen::N,ჭამა,طعام
439,Nahrung::N,საზრდო,غذاء
440,Nahrung::N,საკვები,غذاء
441,Speise::N,საჭმელი,أكل
442,Fleisch::N,ხორცი,لحم
443,Getreide::N,მარცვლოვანი,حبوب
444,Brei::N,ფაფა,عصيدة
445,Brot::N,პური,خبز
446,Scheibe::N,ნაჭერი,شريحة
447,Fett::N,ქონი,سمن
448,Fett::N,ცხიმი,سمن
449,Butter::N,კარაქი,زبدة
450,Öl::N,ზეთი,زيت
451,Salz::N,მარილი,ملح
452,Suppe::N,სუფი,حساء
453,Suppe::N,სუფი,شربة
454,Honig::N,თაფლი,عسل
455,Milch::N,რძე,حليب
456,Tee::N,ჩაი,شاي
457,Leder::N,ტყავი,جلد
458,Wolle::N,მატყლი,صوف
459,Stoff::N,ქსოვილი,قماش
460,Nadel::N,ნემსი,إبرة
461,Faden::N,ძაფი,خيط
462,Faden::N,მკედი,خيط
463,Knopf::N,ღილი,زر
464,Knoten::N,ნასკვი,عقدة
465,Farbe::N,საღებავი,صبغة
466,Kleidung::N,ტანსაცმელი,ملابس
467,Hemd::N,ხალათი,قميص
468,Hemd::N,პერანგი,قميص
469,Kragen::N,საყელო,ياقة
470,Ärmel::N,სახელო,كم
471,Hose::N,შარვალი,سروال
472,Hose::N,შარვალი,بنطلون
473,Gürtel::N,ქამარი,حزام
474,Mütze::N,ქუდი,طاقية
475,Schuh::N,ფეხსაცმელი,حذاء
476,Stiefel::N,ჩექმა,جزمة
477,Stiefel::N,ჩექმა,حذاء طويل
478,Ring::N,ბეჭედი,حلقة
479,Band::N,ბაფთი,شريط
480,Kamm::N,სავარცხელი,مشط
481,Spiegel::N,სარკე,مرآة
482,Riemen::N,ღვედი,سير
483,Schnur::N,ლარი,حبل
484,Schnur::N,ლარი,دوبارة
485,Leine::N,ჯაჭვი,قيد
486,Decke::N,საბანი,بطانية
487,Kissen::N,ბალიში,وسادة
488,Tuch::N,მაუდი,منديل
489,Tuch::N,თავშალი,منديل
490,Handtuch::N,ხელსახოცი,فوطة
491,Handtuch::N,ხელსახოცი,منشفة
492,Kraft::N,ძალა,قدرة
493,Stärke::N,ღონე,قوة
494,Gesundheit::N,ჯანმრთელობა,صحة
495,Krankheit::N,სენი,مرض
496,Krankheit::N,ავადმყოფობა,مرض
497,Schmerz::N,ტკივილი,ألم
498,Schmerz::N,ტკივილი,وجع
499,Wunde::N,იარი,جرح
500,Wunde::N,ჭრილობა,جرح
501,Fieber::N,ციება,حمى
502,Arznei::N,წამალი,دواء
503,Brücke::N,ხიდი,جسر
504,Brunnen::N,ჭა,بئر
505,Weide::N,საძოვარი,مرعى
506,Pfad::N,ბილიკი,درب
507,Weg::N,გზა,سكة
508,Straße::N,შარაგზა,طريق
509,Dorf::N,დაბა,قرية
510,Dorf::N,სოფელი,قرية
511,Stadt::N,ქალაქი,مدينة
512,Brief::N,წერილი,خطاب
513,Brief::N,წერილი,مكتوب
514,Buch::N,წიგნი,كتاب
515,Buchstabe::N,ასო,حرف
516,Zeitung::N,გაზეთი,جريدة
517,Leben::N,სიცოცხლე,عيش
518,Leben::N,სიცოცხლე,حياة
519,Tod::N,სიკვდილი,موت
520,Tod::N,სიკვდილი,وفاة
521,Grab::N,სამარე,قبر
522,Grab::N,საფლავი,قبر
523,Kirche::N,ეკლესია,كنيسة
524,Sünde::N,ცოდვა,خطيئة
525,Gott::N,ღმერთი,إله
526,Arbeiter::N,მუშა,عامل
527,Chef::N,გამგე,رئيس
528,Meister::N,ოსტატი,أسطى
529,Arzt::N,ექიმი,طبيب
530,Arzt::N,მკურნალი,طبيب
531,Lehrer::N,მასწავლებელი,مدرس
532,Geld::N,ფული,نقود
533,Geschäft::N,საქმე,صفقة
534,Geschäft::N,ბიზნესი,صفقة
535,Laden::N,დუქანი,دكان
536,Laden::N,მაღაზია,دكان
537,Preis::N,ფასი,سعر
538,Ware::N,საქონელი,بضاعة
539,Nutzen::N,ხეირი,فائدة
540,Reichtum::N,სიმდიდრე,غنى
541,Reichtum::N,სიმდიდრე,ثروة
542,Welt::N,მსოფლიო,عالم
543,Welt::N,მსოფლიო,دنيا
544,Land::N,მხარე,بلد
545,Land::N,ქვეყანა,بلد
546,Staat::N,სახელმწიფო,دولة
547,König::N,მეფე,ملك
548,Macht::N,ძლიერება,سلطة
549,Grenze::N,ზღვარი,حدود
550,Krieg::N,ომი,حرب
551,Feind::N,მტერი,عدو
552,Gewalt::N,სისასტიკე,عنف
553,Kampf::N,ბრძოლა,قتال
554,Bogen[Waffe]::N,მშვილდი,قوس
555,Pfeil::N,ისარი,سهم
556,Pfeil::N,მახვილი,سهم
557,Gewehr::N,თოფი,بندقية
558,Gewehr::N,შაშხანა,بندقية
559,Fehler::N,შეცდომა,خطأ
560,Lüge::N,სიცრუე,كذب
561,Schaden::N,ვნება,تلف
562,Unglück::N,ხიფათი,نحس
563,Unglück::N,უბედურება,نحس
564,Schuld::N,ბრალი,ذنب
565,Alter::N,ასაკი,سن
566,Alter::N,ასაკი,عمر
567,Schluss::N,ბოლო,ختام
568,Schluss::N,ბოლო,نهاية
569,Schluss::N,დასასრული,ختام
570,Schluss::N,დასასრული,نهاية
571,Zeit::N,დრო,وقت
572,Tag::N,დღე,يوم
573,Morgen::N,დილა,صباح
574,Mittag::N,შუადღე,ظهر
575,Abend::N,საღამო,مساء
576,Nacht::N,ღამე,ليلة
577,Woche::N,კვირა,أسبوع
578,Monat::N,თვე,شهر
579,Jahr::N,წელი,عام
580,Jahr::N,წელი,سنة
581,Frühling::N,გაზაფხული,ربيع
582,Sommer::N,ზაფხული,صيف
583,Herbst::N,შემოდგომა,خريف
584,Winter::N,ზამთარი,شتاء
585,Januar::N,იანვარი,يناير
586,Januar::N,იანვარი,كانون الثاني
587,Februar::N,თებერვალი,شباط
588,Februar::N,თებერვალი,فبراير
589,März::N,მარტი,آذار
590,März::N,მარტი,مارس
591,April::N,აპრილი,نيسان
592,Mai::N,მაისი,مايو
593,Juni::N,ივნისი,يونيو
594,Juni::N,ივნისი,حزيران
595,Juli::N,ივლისი,تموز
596,Juli::N,ივლისი,يوليو
597,August::N,აგვისტო,آب
598,August::N,აგვისტო,أغسطس
599,September::N,სექტემბერი,أيلول
600,September::N,სექტემბერი,سبتمبر
601,Oktober::N,ოქტომბერი,أكتوبر
602,Oktober::N,ოქტომბერი,تشرين الأول
603,November::N,ნოემბერი,نوفمبر
604,November::N,ნოემბერი,تشرين الثاني
605,Dezember::N,დეკემბერი,ديسمبر
606,Dezember::N,დეკემბერი,كانون الأول
607,Montag::N,ორშაბათი,يوم الاثنين
608,Dienstag::N,სამშაბათი,يوم الثلاثاء
609,Mittwoch::N,ოთხშაბათი,يوم الأربعاء
610,Donnerstag::N,ხუთშაბათი,يوم الخميس
611,Freitag::N,პარასკევი,يوم الجمعة
612,Samstag::N,შაბათი,يوم السبت
613,Sonntag::N,კვირა,يوم الأحد
614,groß::A,დიდი,كبير
615,klein::A,მცირე,صغير
616,klein::A,პატარა,صغير
617,lang::A,გრძელი,طويل
618,kurz::A,მოკლე,قصير
619,breit::A,ფართო,واسع
620,breit::A,განიერი,واسع
621,schmal::A,ვიწრო,ضيق
622,schmal::A,წვრილი,ضيق
623,dicht::A,მჭიდრო,كث
624,dicht::A,მჭიდრო,كثيف
625,dick[Gegenstand]::A,სქელი,غليظ
626,dünn::A,წვრილი,رفيع
627,fein::A,თხელი,رقيق
628,fest::A,მყარი,متين
629,flach::A,ბრტყელი,سهل
630,flach::A,ბრტყელი,منبسط
631,glatt::A,გლუ,ناعم
632,hart::A,მაგარი,صلب
633,hart::A,მაგარი,جامد
634,weich::A,რბილი,لين
635,rund::A,მრგვალი,مستدير
636,spitz::A,წვეტიანი,مدبب
637,scharf::A,მჭრელი,حاد
638,stumpf::A,ბლაგვი,ثالم
639,schwer::A,მძიმე,ثقيل
640,schön::A,ლამაზი,جميل
641,heiß::A,ცხელი,حار
642,heiß::A,ცხელი,ساخن
643,warm::A,თბილი,دافئ
644,kalt::A,ცივი,بارد
645,kühl::A,გრილი,قر
646,frisch::A,სუფთა,طازج
647,feucht::A,ნოტიო,رطب
648,nass::A,სველი,مبلول
649,trocken::A,მშრალი,جاف
650,voll::A,სავსე,ملء
651,leer::A,ცარიელი,خال
652,leer::A,ცარიელი,فارغ
653,offen::A,ღია,مفتوح
654,offen::A,გაშლილი,مفتوح
655,geschlossen::A,დახურული,مغلق
656,sauber::A,სუფთა,نظيف
657,sauber::A,წმინდა,نظيف
658,schmutzig::A,ტალახიანი,قذر
659,roh::A,უმი,نيء
660,reif::A,მწიფე,ناضج
661,lecker::A,გემრიელი,لذيذ
662,süß::A,ტკბილი,حلو
663,bitter::A,მწარე,مر
664,sauer::A,მჟავე,حامض
665,hell::A,ნათელი,نير
666,dunkel::A,ბნელი,مظلم
667,schwarz::A,შავი,أسود
668,weiß::A,თეთრი,أبيض
669,rot::A,წითელი,أحمر
670,gelb::A,ყვითელი,أصفر
671,blau::A,ლურჯი,أزرق
672,blau::A,ცისფერი,أزرق
673,grün::A,მწვანე,أخضر
674,grau::A,რუხი,رمادي
675,grau::A,ნაცრისფერი,رمادي
676,bunt::A,ჭრელი,ملوب
677,bunt::A,ფერადი,ملوب
678,billig::A,იაფი,رخيص
679,teuer::A,ძვირი,غال
680,wertvoll::A,ღირსიანი,ثمين
681,blind::A,ბრმა,أعمى
682,taub::A,ყრუ,أصم
683,taub::A,ყრუ,أطرش
684,kräftig::A,ძალავანი,قوي
685,stark::A,ძლიერი,قوي
686,stark::A,ღონიერი,قوي
687,schwach::A,სუსტი,ضعيف
688,fett::A,სქელი,سمين
689,schlank::A,გამხდარი,أهيف
690,hübsch::A,ეშხიანი,جميل
691,hübsch::A,მშვენიერი,جميل
692,böse::A,ავი,رديء
693,böse::A,ბოროტი,رديء
694,dumm::A,ბოთე,أبله
695,dumm::A,ბოთე,أحمق
696,dumm::A,სულელი,أبله
697,dumm::A,სულელი,أحمق
698,faul::A,ზანტი,كسلان
699,faul::A,ზარმაცი,كسلان
700,fleißig::A,ბეჯითი,مجتهد
701,fleißig::A,მუყაითი,مجتهد
702,geizig::A,ძუნწი,بخيل
703,klug::A,ჭკვიანი,ذكي
704,klug::A,ჭკვიანი,عاقل
705,geschickt::A,მარჯვე,ماهر
706,geschickt::A,გაწაფული,ماهر
707,lieb::A,სატრფიალო,عزيز
708,lustig::A,მხიარული,مرح
709,sanft::A,ალერსიანი,حليم
710,sanft::A,გრძნობიერი,حليم
711,hungrig::A,მშიერი,جائع
712,krank::A,სნეული,مريض
713,krank::A,ავადმყოფი,مريض
714,nackt::A,ტიტველი,عار
715,traurig::A,მწუხარე,حزين
716,traurig::A,სევდიანი,حزين
717,lebendig::A,ცოცხალი,حي
718,gut::A,კარგი,جيد
