,Concept_ID,ml,mn
633,spitz::A,മുനയുള്ള,шовх
634,spitz::A,മുനയുള്ള,шовгор
635,scharf::A,മൂർച്ചയുള്ള,хурц
636,scharf::A,മൂർച്ചയുള്ള,иртэй
637,stumpf::A,തുറന്നടിക്കുന്ന,мохоо
638,schwer::A,ഭാരമുള്ള,хүнд
639,schön::A,മനോഹരമായ,гуа
640,schön::A,മനോഹരമായ,сайхан
641,heiß::A,ചൂടുള്ള,халуун
642,warm::A,ചൂടുള്ള,дулаан
643,kalt::A,തണുത്ത,хүйтэн
644,kühl::A,തണുപ്പുള്ള,сэрүүн
645,frisch::A,ശുദ്ധമായ,эрүүл
646,frisch::A,ശുദ്ധമായ,жихүүн
647,feucht::A,ഈറനുള്ള,чийгтэй
648,nass::A,നനഞ്ഞ,нойтон
649,trocken::A,വരണ്ട,хатсан
650,voll::A,നിറയെ,дүүрэн
651,leer::A,ഒഴിഞ്ഞ,хоосон
652,offen::A,തുറന്ന,онгорхой
653,geschlossen::A,അടച്ച,битүү
654,geschlossen::A,അടച്ച,хаалтай
655,sauber::A,വൃത്തിയുള്ള,цэвэр
656,sauber::A,വൃത്തിയുള്ള,хиргүй
657,schmutzig::A,അഴുക്കുനിറഞ്ഞ,бохир
658,schmutzig::A,അഴുക്കുനിറഞ്ഞ,хиртэй
659,roh::A,അസംസ്കൃതമായ,түүхий
660,reif::A,പഴുത്ത,болсон
661,lecker::A,രുചികരമായ,амттай
662,süß::A,മധുരമുള്ള,амттай
663,süß::A,മധുരമുള്ള,чихэрлэг
664,bitter::A,കടുത്ത,гашуун
665,sauer::A,പുളിപ്പുള്ള,эсгэлэн
666,hell::A,ജ്വലിക്കുന്ന,гэгээн
667,hell::A,ജ്വലിക്കുന്ന,гэрэлтэй
668,dunkel::A,ഇരുണ്ട,бараан
669,dunkel::A,ഇരുണ്ട,харанхуй
670,schwarz::A,കറുത്ത,хар
671,weiß::A,വെളുത്ത,цагаан
672,rot::A,ചുവന്ന,улаан
673,gelb::A,മഞ്ഞനിറമായ,шар
674,blau::A,നീലനിറമുള്ള,хөх
675,blau::A,നീലനിറമുള്ള,цэнхэр
676,grün::A,പച്ചനിറമുള്ള,ногоон
677,grau::A,ചാരനിറത്തിലുള്ള,орог
678,grau::A,ചാരനിറത്തിലുള്ള,саарал
679,bunt::A,വർണ്ണശബളമായ,эрээн
680,billig::A,വിലകുറഞ്ഞ,хямд
681,teuer::A,ചെലവേറിയ,үнэтэй
682,wertvoll::A,വിലപിടിപ്പുള്ള,үнэт
683,blind::A,അന്ധനായ,сохор
684,taub::A,കേൾവിക്കുറവുള്ള,чих хатуу
685,kräftig::A,ശക്തിയുള്ള,чийрэг
686,stark::A,ബലമുള്ള,хүчтэй
687,stark::A,ബലമുള്ള,чадалтай
688,schwach::A,ക്ഷീണിച്ച,сул
689,fett::A,കൊഴുപ്പുള്ള,тарган
690,fett::A,കൊഴുപ്പുള്ള,голигор
691,schlank::A,മെലിഞ്ഞ,голшиг
692,hübsch::A,മനോഹരമായ,сайхан
693,hübsch::A,മനോഹരമായ,хөөрхөн
694,böse::A,പാപിയായ,муу
695,böse::A,പാപിയായ,хортой
696,dumm::A,വിവരംകെട്ട,тэнэг
697,faul::A,അലസനായ,залхуу
698,fleißig::A,അദ്ധ്വാനശീലമുള്ള,чармайлтгай
699,geizig::A,പിശുക്കനായ,харамч
700,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,цэцэн
701,geschickt::A,പ്രതിഭാശാലി,дүйтэй
702,lieb::A,പ്രിയപ്പെട്ട,хайрт
703,lustig::A,ആനന്ദകരമായ,цэнгэлтэй
704,sanft::A,സൌമ്യമായ,наалинхай
705,hungrig::A,വിശപ്പുള്ള,өлөн
706,hungrig::A,വിശപ്പുള്ള,өлссөн
707,krank::A,അസുഖമുള്ള,өвчтэй
708,nackt::A,നഡമായ,нүцгэн
709,traurig::A,വിഷമമുള്ള,гунигт
710,lebendig::A,ഉപജീവനം,амьд
711,lebendig::A,ഉപജീവനം,амьтай
712,gut::A,നല്ല,сайн
713,schlecht::A,മോശമായ,муу
714,schlecht::A,മോശമായ,өөдгүй
715,richtig::A,ശരിയായ,зөв
716,richtig::A,ശരിയായ,зүйтэй
717,schlimm::A,വൃത്തികെട്ട,муухай
718,wahr::A,ശരിയായ,үнэн
719,wahr::A,ശരിയായ,жинхэнэ
720,alt::A,പഴയ,хуучин
721,neu::A,പുതിയ,шинэ
722,ehemalig::A,മുൻ,агсан
723,ehemalig::A,മുൻ,байсан
724,alt[Lebewesen]::A,വയസ്സുള്ള,өвгөн
725,alt[Lebewesen]::A,വയസ്സുള്ള,хижээл
726,jung::A,കൌമാരമായ,залуу
727,arm::A,പാവപ്പെട്ട,ядуу
728,reich::A,സമ്പന്നമായ,баян
729,reich::A,സമ്പന്നമായ,баялаг
730,bekannt::A,പരിചിതമായ,танил
731,berühmt::A,പ്രശസ്തനായ,цуутай
732,berühmt::A,പ്രശസ്തനായ,алдартай
733,fremd::A,വൈദേശികമായ,харь
734,fremd::A,വൈദേശികമായ,гадаад
735,verschieden::A,വ്യത്യസ്തമായ,ондоо
736,verschieden::A,വ്യത്യസ്തമായ,янз янзын
737,nah::A,അരികത്തുള്ള,ойрын
738,nah::A,അരികത്തുള്ള,дөтийн
739,fern::A,അകലെയുള്ള,холын
740,linker::A,അവശേഷിച്ച,буруу
741,rechter::A,വലത്തേ,баруун
742,anderer::A,മറ്റുള്ള,өөр
743,anderer::A,മറ്റുള്ള,нөгөө
744,erster::A,ആദ്യത്തെ,нэгдэх
745,erster::A,ആദ്യത്തെ,нэгдүгээр
746,zweiter::A,രണ്ടാം,хоёрдугаар
747,dritter::A,മൂന്നാമത്,гуравдугаар
748,letzter::A,അവസാനത്തെ,сүүлийн
749,allein::ADV,തനിച്ചുള്ള,ганцаараа
750,auf einmal::ADV,ഉടന്,нэгмөсөн
751,zusammen::ADV,ഒരുമിച്ച,цуг
752,zusammen::ADV,ഒരുമിച്ച,хамт
753,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,удаан
754,plötzlich::ADV,പെട്ടെന്ന്,гэнэт
755,sofort::ADV,തത്ക്ഷണം,дороо
756,später::ADV,പിന്നീട്,дараа
757,jetzt::ADV,ഇപ്പോൾ,өнөө
758,heute::ADV,ഇന്ന്,өнөө
759,heute::ADV,ഇന്ന്,өнөөдөр
760,morgen::ADV,നാളെ,маргааш
761,morgen::ADV,നാളെ,маргаадар
762,bald::ADV,ഉടനെ,түргэн
763,bald::ADV,ഉടനെ,удахгүй
764,dann::ADV,അപ്പോൾ,хожим
765,dann::ADV,അപ്പോൾ,тэгээд
766,gestern::ADV,ഇന്നലെ,өчигдөр
767,einst::ADV,പണ്ടൊരിക്കല്,нэг
768,damals::ADV,അപ്പോൾ,тэгэхэд
769,danach::ADV,പിന്നീട്,тэгээд
770,danach::ADV,പിന്നീട്,дараа нь
771,vorher::ADV,മുൻപ്,урьд
772,zuerst::ADV,ആദ്യം,анх
773,zuerst::ADV,ആദ്യം,эхлээд
774,einmal::ADV,ഒരിക്കൽ,нэг удаа
775,manchmal::ADV,ചിലപ്പോൾ,хааяа
776,manchmal::ADV,ചിലപ്പോൾ,заримдаа
777,oft::ADV,പലപ്പോഴും,олонтоо
778,immer::ADV,എപ്പോഴും,байнга
779,niemals::ADV,ഒരിക്കലും,хэзээ ч
780,niemals::ADV,ഒരിക്കലും,хэдийд ч
781,hier::ADV,ഇവിടെ,энд
782,hierhin::ADV,ഇവിടേക്ക്,нааш
783,von hier::ADV,ഇവിടെനിന്ന്,эндээс
784,dort::ADV,അവിടെ,тэнд
785,dorthin::ADV,അവിടേക്ക്,тийш
786,geradeaus::ADV,മുമ്പിൽ,шулуун
787,geradeaus::ADV,മുമന്നോട്ട്,шулуун
788,vorwärts::ADV,മുന്നോട്ട്,урагшаа
789,rückwärts::ADV,തലതിരിച്ച്,буцаан
790,rückwärts::ADV,തലതിരിച്ച്,сөөргөө
791,zurück::ADV,പുറകിലേക്ക്,буцаж
792,zurück::ADV,പുറകിലേക്ക്,гэдрэг
793,unten::ADV,താഴെ,дор
794,hinab::ADV,താഴേക്ക്,уруу
795,oben::ADV,മുകളിൽ,дээр
796,hinauf::ADV,മുകളിൽ,өөд
797,hinauf::ADV,മുകളിൽ,дээш
798,überall::ADV,എല്ലായിടത്തും,хааяагүй
799,überall::ADV,എല്ലായിടത്തും,энд тэндгүй
800,nicht::ADV,ഇല്ല,эс
801,nicht::ADV,ഇല്ല,-гүй
802,ein wenig::ADV,കുറച്ച്,жаахан
803,kaum::ADV,കഷ്ടിച്ച്,арай
804,kaum::ADV,കഷ്ടിച്ച്,арай гэж
805,sehr::ADV,വളരെ,тун
806,so::ADV,അങ്ങനെ,тэгж
807,so::ADV,അങ്ങനെ,ингээд
808,noch::ADV,ഇപ്പോഴും,дахин
809,noch::ADV,ഇപ്പോഴും,дахиад
810,nur::ADV,മാത്രം,зөвхөн
811,nur::ADV,മാത്രം,гагцхүү
812,schon::ADV,നേരത്തേ തന്നെ,нэгэнт
813,wieder::ADV,വീണ്ടും,дахин
814,wieder::ADV,വീണ്ടും,дахиад
815,vergebens::ADV,വിഫല,хий
816,vor::PRP,മുമ്പിൽ,өмнө
817,hinter::PRP,പുറകിൽ,ард
818,unter::PRP,കീഴിൽ,доор
819,durch::PRP,ഉള്ളിലൂടെ,дундуур
820,neben::PRP,അടുത്ത്,хажууд
821,zwischen::PRP,ഇടയ്ക്ക്,завсар
822,zwischen::PRP,ഇടയ്ക്ക്,хооронд
823,wegen::PRP,നിമിത്തം,төлөө
824,wegen::PRP,നിമിത്തം,дээрээс
825,dies::PRN,ഇത്,энэ
826,das::PRN,അത്,тэр
827,alles::PRN,എല്ലാം,цөм
828,alles::PRN,എല്ലാം,бүгд
829,ich::PRN,ഞാൻ,би
830,du::PRN,നിങ്ങൾ,чи
831,er::PRN,അദ്ദേഹം,тэр
832,er::PRN,അദ്ദേഹം,тэр хүн
833,er::PRN,അയാൾ,тэр
834,er::PRN,അയാൾ,тэр хүн
835,er::PRN,അവൻ,тэр
836,er::PRN,അവൻ,тэр хүн
837,er::PRN,അവർ,тэр
838,er::PRN,അവർ,тэр хүн
839,er::PRN,അവൾ,тэр
840,er::PRN,അവൾ,тэр хүн
841,wir::PRN,നമ്മൾ,бид
842,ihr::PRN,നിങ്ങൾ,та нар
843,sie::PRN,അവർ,тэд
844,was::FPRN,എന്ത്,юу
845,wer::FPRN,ആര്,хэн
846,wo::FADV,എവിടെ,хаа
847,wo::FADV,എവിടെ,хаана
848,wohin::FADV,എവിടേക്ക്,хааш
849,wohin::FADV,എവിടേക്ക്,хаана
850,wie::FADV,എങ്ങനെ,яаж
851,wie::FADV,എങ്ങനെ,хэрхэн
852,warum::FADV,എന്തുകൊണ്ട്,юунд
853,warum::FADV,എന്തുകൊണ്ട്,яагаад
854,wieviel::FNUM,എത്ര,хэдий
855,wieviel::FNUM,എത്ര,хэд
856,eins::NUM,ഒന്ന്,нэг
857,zwei::NUM,രണ്ട്,хоёр
858,drei::NUM,മൂന്ന്,гурав
859,vier::NUM,നാല്,дөрөв
860,fünf::NUM,അഞ്ച്,тав
861,sechs::NUM,ആറ്,зургаа
862,sieben::NUM,ഏഴ്,долоо
863,acht::NUM,എട്ട്,найм
864,neun::NUM,ഒമ്പത്,ес
865,zehn::NUM,പത്ത്,арав
866,elf::NUM,പതിനൊന്ന്,арван нэг
867,zwölf::NUM,പന്ത്രണ്ട്,арван хоёр
868,zwanzig::NUM,ഇരുപത്,хорь
869,dreißig::NUM,മുപ്പത്,гуч
870,vierzig::NUM,നാൽപ്പത്,дөч
871,fünfzig::NUM,അൻപത്,тавь
872,sechzig::NUM,അറുപത്,жар
873,siebzig::NUM,എഴുപത്,дал
874,achtzig::NUM,എൺപത്,ная
875,neunzig::NUM,തൊണ്ണൂറ്,ер
876,hundert::NUM,നൂറ്,зуу
877,tausend::NUM,ആയിരം,мянга
878,und::CNJ,ഉം,ч
879,und::CNJ,ഉം,болон
880,oder::CNJ,അഥവാ,буюу
881,stehen::V,നിൽക്കുക,зогсох
882,sitzen::V,ഇരിക്കുക,суух
883,liegen::V,കിടക്കുക,хэвтэх
884,hängen::V,തൂങ്ങുക,өлгөөтэй байх
885,hängen::V,തൂങ്ങുക,дүүжлээтэй байх
886,werden::V,ആയിത്തീരുക,болох
887,passieren::V,സംഭവിക്കുക,тохиох
888,beginnen::V,ആരംഭിക്കുക,эхлэх
889,enden::V,അവസാനിപ്പിക്കുക,дүүрэх
890,wechseln::V,മാറ്റുക,хувирах
891,aufgehen[Sonne]::V,ഉയരുക,мандах
892,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,жаргах
893,scheinen[Sonne]::V,പ്രകാശിക്കുക,гэрэлтэх
894,donnern::V,ഇടിവെട്ടുക,дуугарах
895,wehen::V,വീശുക,салхилах
896,wehen::V,വീശുക,хөөрөгдөх
897,strömen::V,ഒഴുകുക,гүйх
898,strömen::V,ഒഴുകുക,урсах
899,fließen::V,ഒഴുകുക,урсах
900,sich drehen::V,ചുറ്റുക,эргэлдэх
901,sich drehen::V,കറക്കുക,эргэлдэх
902,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,хэлбэлзэх
903,schwingen::V,ആടുക,ганхах
904,schwingen::V,ആടുക,хэлбэлзэх
905,fallen::V,വീഴുക,унах
906,brennen::V,കത്തുക,шатах
907,rauchen::V,പുകയുക,баагих
908,regnen::V,മഴ_പെയ്യുക,бороо орно
909,gefrieren::V,തണത്ത്_മരവിക്കുക,хөлдөх
910,tauen::V,അലിയുക,хайлах
911,schmelzen::V,ഉരുകുക,уярах
912,trocknen::V,വരളുക,хатах
913,sieden::V,തിളപ്പിക്കുക,буцлах
914,sieden::V,തിളപ്പിക്കുക,даргилах
915,faulen::V,ചീയുക,үжрэх
916,faulen::V,ചീയുക,өмхийрөх
917,verfaulen::V,അഴുകുക,бээх
918,verfaulen::V,അഴുകുക,өгрөх
919,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,цуурах
920,versinken::V,മുക്കുക,живэх
921,vergehen::V,കടന്നുപോകുക,нөгчих
922,vergehen::V,കടന്നുപോകുക,өнгөрөх
923,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,гарах
924,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,бултайх
925,verschwinden::V,അദൃശ്യമാകുക,далд орох
926,verschwinden::V,അദൃശ്യമാകുക,алга болох
927,sinken::V,താഴുക,татрах
928,sinken::V,താഴുക,доошлох
929,abnehmen::V,കുറിയുക,багасах
930,abnehmen::V,കുറിയുക,хорогдох
931,zunehmen::V,വർദ്ധിക്കുക,ихсэх
932,steigen::V,ഉയരുക,нэмэгдэх
933,wachsen::V,വളരുക,өсөх
934,wachsen::V,വളരുക,ургах
935,glänzen::V,മിന്നുക,гилгэнэх
936,glänzen::V,മിന്നുക,гилбэгнэх
937,funkeln::V,തിളങ്ങുക,гялжах
938,funkeln::V,തിളങ്ങുക,гялалзах
939,lärmen::V,ശബ്ദമുണ്ടാക്കുക,шуугих
940,läuten::V,മണിമുഴങ്ങുക,цохих
941,klingeln::V,ചിലമ്പുക,хонхдох
942,klingeln::V,ചിലമ്പുക,дуугарах
943,klirren::V,കിലുക്കുക,хангир жингэр хийх
944,brausen::V,മുഴങ്ങുക,бургилах
945,rauschen::V,അനങ്ങുക,сэржигнэх
946,klingen::V,മുഴക്കുക,хангинах
947,bellen::V,കുരയ്ക്കുക,хуцах
948,heulen::V,ഓരിയിടുക,улих
949,blasen::V,ഊതുക,үлзэх
950,pfeifen::V,വിസിലടിക്കുക,исгэрэх
951,schreien::V,ആക്രോശിക്കുക,хашгирах
952,stöhnen::V,അരക്കം,ёолох
953,stöhnen::V,അരക്കം,гэнгэнэх
954,stöhnen::V,ആർത്തനാദം,ёолох
955,stöhnen::V,ആർത്തനാദം,гэнгэнэх
956,zittern::V,വിറയ്ക്കുക,дагжих
957,leben::V,താമസിക്കുക,амьдрах
958,geboren werden::V,ജനിക്കുക,төрөх
959,atmen::V,ശ്വസിക്കുക,амьсгалах
960,trinken::V,കുടിക്കുക,уух
961,essen::V,കഴിക്കുക,идэх
962,schlucken::V,വിഴുങ്ങുക,залгих
963,müde werden::V,ക്ഷീണിക്കുക,ядрах
964,einschlafen::V,നിദ്രിക്കുക,унтчих
965,schlafen::V,ഉറങ്ങുക,унтах
966,aufwachen::V,ഉണരുക,сэрэх
967,aufstehen::V,എഴുന്നേൽക്കുക,босох
968,sich erholen::V,വിശ്രമിക്കുക,амрах
969,krank werden::V,ദീനംപിടിക്കുക,өвдөж эхлэх
970,krank sein::V,രോഗികളാകുക,өвдөх
971,schmerzen::V,വേദനിക്കുക,өвдөх
972,schmerzen::V,വേദനിക്കുക,шархирах
973,husten::V,ചുമയ്ക്കുക,ханиах
974,genesen::V,സുഖപ്പെടുക,засрах
975,sterben::V,മരിക്കുക,үхэх
976,sterben::V,മരിക്കുക,нас барах
977,umkommen::V,മരിക്കുക,үхэх
978,sich bewegen::V,സ്ഥലം_മാറുക,хөдлөх
979,sich rühren::V,ചലിക്കുക,хөдлөх
980,sich erheben::V,നിൽക്കുക,босох
981,sich setzen::V,ഇരിക്കുക,суух
982,hinfallen::V,വീഴുക,ойчих
983,laufen::V,നടക്കുക,явган явах
984,schreiten::V,നടക്കുക,алхах
985,spazierengehen::V,ഉലാത്തുക,зугаалах
986,eilen::V,പാഞ്ഞെത്തുക,хурдлах
987,sich beeilen::V,തിരിക്കുകൂട്ടുക,яарах
988,sich beeilen::V,തിരിക്കുകൂട്ടുക,шамдах
989,sich beeilen::V,തിടുക്കം_കാട്ടുക,яарах
990,sich beeilen::V,തിടുക്കം_കാട്ടുക,шамдах
991,sausen::V,കുതിക്കുക,давхих
992,rennen::V,ഓടുക,гүйх
993,springen::V,ചാടുക,харайх
994,springen::V,ചാടുക,дэвхрэх
995,klettern::V,കയറുക,авирах
996,schaukeln::V,ഇളകുക,ганхалзах
997,kriechen::V,പതുങ്ങികയറുക,мөлхөх
998,schwimmen::V,നീന്തുക,сэлэх
999,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,шунгах
1000,rudern::V,തുഴയുക,сэлүүрдэх
1001,fahren::V,വാഹനം ഓടിക്കുക,явах
1002,fliegen::V,പറക്കുക,нисэх
1003,gehen::V,പോകുക,явах
1004,weggehen::V,വിടുക,явах
1005,abfahren::V,പുറപ്പെടുക,одох
1006,abfahren::V,പുറപ്പെടുക,хөдлөх
1007,anhalten::V,നിർത്തുക,зогсох
1008,hineingehen::V,പ്രവേശിക്കുക,орох
1009,eintreten::V,പ്രവേശിക്കുക,орох
1010,kommen::V,വരുക,ирэх
1011,ankommen::V,എത്തിച്ചേരുക,хүрэх
1012,zurückkommen::V,തിരിച്ചു വരുക,харих
1013,zurückkommen::V,തിരിച്ചു വരുക,буцаж ирэх
1014,bleiben::V,തുടരുക,үлдэх
1015,warten::V,കാത്തിരിക്കുക,хүлээх
1016,erwarten::V,പ്രതീക്ഷിക്കുക,хүлээх
1017,suchen::V,തിരയുക,эрэх
1018,suchen::V,തിരയുക,бэдрэх
1019,finden::V,കണ്ടെത്തുക,олох
1020,versuchen::V,ശ്രമിക്കുക,оролдох
1021,vorbereiten::V,തയ്യാറെടുക്കുക,бэлтгэх
1022,lieben::V,സ്നേഹിക്കുക,янаглах
1023,mögen::V,ഇഷ്ടപ്പെടുക,таалах
1024,lachen::V,ചിരിക്കുക,инээх
1025,rühren::V,ഹൃദയം സ്പർശിക്കുക,сэтгэл уяруулах
1026,weinen::V,തേങ്ങുക,уйлах
1027,schimpfen::V,പിറുപിറുക്കുക,хараах
1028,sich ärgern::V,കോപിക്കുക,уурлах
1029,sich fürchten::V,പേടിക്കുക,айх
1030,fürchten::V,പേടിക്കുക,айх
1031,fliehen::V,രക്ഷപ്പെടുക,зугтах
1032,fliehen::V,രക്ഷപ്പെടുക,гүйж очих
1033,flüchten::V,രക്ഷപ്പെടുക,оргох
1034,sehen::V,കാണുക,үзэх
1035,anschauen::V,നോക്കുക,харах
1036,ansehen::V,നോക്കുക,харах
1037,hören::V,കേൾക്കുക,дуулах
1038,zuhören::V,ശ്രദ്ധിക്കുക,чагнах
1039,probieren::V,രുചിയുള്ളതായി_തോന്നുക,амсаж үзэх
1040,riechen::V,മണത്തു_നോക്കുക,үнэрлэх
1041,fühlen::V,സ്പർശിച്ചറിയുക,мэдрэх
1042,scheinen::V,കാണപ്പെടുക,шиг үзэгдэх
1043,zu sehen sein::V,വെളിച്ചപ്പെടുക,үзэгдэх
1044,zu sehen sein::V,വെളിച്ചപ്പെടുക,харагдах
1045,vernehmen::V,കേൾക്കുക,дуулах
1046,frieren::V,വിറയ്ക്കുക,даарах
1047,tun::V,ചെയ്യുക,хийх
1048,tun::V,ചെയ്യുക,үйлдэх
1049,können::V,കഴിയുക,болох
1050,wollen::V,വേണുക,хүсэх
1051,anfangen::V,തുടങ്ങുക,эхлэх
1052,beenden::V,പൂർത്തിയാക്കുക,дуусгах
1053,aufhören::V,നിർത്തുക,болих
1054,aufhören::V,നിർത്തുക,зогсох
1055,gelingen::V,വിജയിക്കുക,бүтэх
1056,geraten::V,പരിണമിക്കുക,илрэх
1057,öffnen::V,തുറക്കുക,нээх
1058,öffnen::V,തുറക്കുക,тайлах
1059,schließen::V,അടയ്ക്കുക,хаах
1060,stellen::V,വയ്ക്കുക,тавих
1061,stellen::V,വയ്ക്കുക,босгох
1062,setzen::V,വയ്ക്കുക,суулгах
1063,legen::V,ഇടുക,хийх
1064,legen::V,ഇടുക,тавих
1065,berühren::V,തൊടുക,шүргэх
1066,verbinden::V,ഘടിപ്പിക്കുക,залгах
1067,bedecken::V,മുടുക,бүрэх
1068,aufhängen::V,കെട്ടിതൂക്കുക,өлгөх
1069,aufhängen::V,കെട്ടിതൂക്കുക,дүүжлэх
1070,anzünden::V,കത്തിക്കുക,асаах
1071,anzünden::V,കത്തിക്കുക,ноцоох
1072,aufheben::V,പെറുക്കിയെടുക്കുക,өргөх
1073,zurücklassen::V,വച്ചുപോരുക,орхих
1074,zurücklassen::V,വച്ചുപോരുക,үлдээх
1075,verlieren::V,നഷ്ടപ്പെടുക,гээх
1076,fallen lassen::V,വീഴ്ത്തുക,унагах
1077,machen::V,ഉണ്ടാക്കുക,хийх
1078,machen::V,ഉണ്ടാക്കുക,гаргах
1079,herstellen::V,ഉൽപാദിപ്പിക്കുക,бүтээх
1080,bauen::V,നിർമ്മിക്കുക,барих
1081,reparieren::V,നന്നാക്കുക,засах
1082,reparieren::V,നന്നാക്കുക,сэлбэх
1083,verbessern::V,മെച്ചപ്പെടുക,засах
1084,verbessern::V,മെച്ചപ്പെടുക,сайжруулах
1085,ändern::V,മാറ്റംവരുത്തുക,өөрчлөх
1086,graben::V,കുഴിക്കുക,малтах
1087,beugen::V,വണങ്ങുക,бөгтийлгөх
1088,biegen::V,കുനിയുക,матах
1089,biegen::V,കുനിയുക,муруйлгах
1090,drehen::V,തിരിക്കുക,эргүүлэх
1091,wenden::V,തിരിയുക,эргүүлэх
1092,umdrehen::V,തിരിയുക,хөрвүүлэх
1093,heben::V,ഉയർത്തുക,өргөх
1094,hochheben::V,ഉയർത്തുക,өргөх
1095,ergreifen::V,ബലമായി_പിടിക്കുക,атгах
1096,halten::V,പിടിക്കുക,барих
1097,drücken::V,അമർത്തുക,дарах
1098,schieben::V,തള്ളുക,түлхэх
1099,kratzen::V,ചുരണ്ടുക,хусах
1100,kratzen::V,ചുരണ്ടുക,маажих
1101,lecken::V,നക്കുക,долоох
1102,beißen::V,കടിക്കുക,зуух
1103,beißen::V,കടിക്കുക,хазах
1104,abreißen::V,കീറിക്കളയുക,таслах
1105,abschneiden::V,മുറിച്ചുമാറ്റുക,тайрах
1106,binden::V,കെട്ടുക,боох
1107,binden::V,കെട്ടുക,хүлэх
1108,stecken::V,തുളയ്ക്കുക,шаах
1109,stecken::V,തുളയ്ക്കുക,шигтгэх
1110,brechen::V,ഉടയുക,хугалах
1111,klopfen::V,തട്ടുക,цохих
1112,klopfen::V,തട്ടുക,тогших
1113,hauen::V,അടിക്കുക,дэлдэх
1114,kleben::V,ഒട്ടിക്കുക,наах
1115,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,нухах
1116,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,нидчих
1117,streichen::V,പടർത്തുക,нялах
1118,streichen::V,പടർത്തുക,түрхэх
1119,schleifen::V,പൊടിക്കുക,билүүдэх
1120,schleifen::V,പൊടിക്കുക,гуранздах
1121,schneiden::V,മുറിക്കുക,огтлох
1122,rütteln::V,മുട്ടുക,холхнулах
1123,schütteln::V,കുലുക്കുക,сэгсрэх
1124,schwenken::V,ആടുക,дэвэх
1125,schwenken::V,ആടുക,даллах
1126,schütten::V,ഒഴിക്കുക,цутгах
1127,schütten::V,ഒഴിക്കുക,аягалах
1128,füllen::V,നിറയ്ക്കുക,дүүргэх
1129,einwickeln::V,പൊതിയുക,боох
1130,einwickeln::V,പൊതിയുക,ороох
1131,tragen::V,വഹിക്കുക,авчрах
1132,schleppen::V,വലിച്ചിഴയ്ക്കുക,чирэх
1133,ziehen::V,വലിക്കുക,татах
1134,aufbewahren::V,വയ്ക്കുക,хадгалах
1135,werfen::V,എറിയുക,хаях
1136,werfen::V,എറിയുക,шидэх
1137,fangen::V,പിടിക്കുക,барих
1138,packen::V,തട്ടിപ്പറിക്കുക,шүүрэх
1139,verstecken::V,മറയ്ക്കുക,нуух
1140,teilen::V,വിഭജിക്കുക,хуваах
1141,schicken::V,അയയ്ക്കുക,илгээх
1142,schicken::V,അയയ്ക്കുക,явуулах
1143,bringen::V,കൊണ്ടുവരുക,авчрах
1144,bringen::V,കൊണ്ടുവരുക,аваачих
1145,hinzufügen::V,കൂട്ടുക,нэмэх
1146,bekommen::V,കിട്ടുക,хүлээн авах
1147,erhalten::V,സ്വീകരിക്കുക,хүлээн авах
1148,nehmen::V,എടുക്കുക,авах
1149,wählen::V,തിരഞ്ഞെടുക്കുക,сонгох
1150,auswählen::V,തിരഞ്ഞെടുക്കുക,шилэх
1151,bewahren::V,പുലർത്തുക,гамнах
1152,behindern::V,തടയിടുക,саад хийх
1153,behindern::V,തടയിടുക,тотгор болох
1154,verderben::V,നശിപ്പിക്കുക,эвдэх
1155,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,гэмтээх
1156,zerbrechen::V,ഉടയുക,хагалах
1157,zerbrechen::V,ഉടയുക,хага цохих
1158,zerreißen::V,കീറുക,урах
1159,zerstören::V,നശിപ്പിക്കുക,эвдэх
1160,zerstören::V,നശിപ്പിക്കുക,сүйтгэх
1161,verbrennen::V,കത്തിനശിക്കുക,шатаах
1162,verbrennen::V,കത്തിച്ചുകളയുക,шатаах
1163,geben::V,കൊടുക്കുക,өгөх
1164,geben::V,തരുക,өгөх
1165,reichen::V,കൈമാറുക,өгөх
1166,reichen::V,കൈമാറുക,дамжуулах
1167,schenken::V,സമ്മാനം കൊടുക്കുക,бэлэглэх
1168,versprechen::V,വാഗ്ദാനം_നൽകുക,амлах
1169,wünschen::V,ആഗ്രഹിക്കുക,ерөөх
1170,loben::V,പുകഴ്ത്തുക,магтах
1171,loben::V,പുകഴ്ത്തുക,сайшаах
1172,küssen::V,ഉമ്മവയ്ക്കുക,озох
1173,küssen::V,ഉമ്മവയ്ക്കുക,үнсэх
1174,wiegen::V,ഇളകുക,бүүвэйлэх
1175,zudecken::V,മുടുക,хучих
1176,zudecken::V,മുടുക,бүтээх
1177,wecken::V,ഉണർത്തുക,сэрээх
1178,zeigen::V,കാണിക്കുക,үзүүлэх
1179,führen::V,നടത്തുക,хөтлөх
