,Concept_ID,ml,bn
576,lebendig::A,ഉപജീവനം,জীবিত
577,gut::A,നല്ല,ভালো
578,schlecht::A,മോശമായ,মন্দ
579,richtig::A,ശരിയായ,ঠিক
580,schlimm::A,വൃത്തികെട്ട,কদর্য
581,wahr::A,ശരിയായ,বাস্তব
582,alt::A,പഴയ,পুরাতন
583,neu::A,പുതിയ,নব
584,neu::A,പുതിയ,নূতন
585,ehemalig::A,മുൻ,পূর্বকালীন
586,alt[Lebewesen]::A,വയസ്സുള്ള,বৃদ্ধ
587,jung::A,കൌമാരമായ,তরুণ
588,arm::A,പാവപ്പെട്ട,ক্ষুদ্র
589,reich::A,സമ്പന്നമായ,ধনবান্
590,bekannt::A,പരിചിതമായ,সুপরিচিত
591,berühmt::A,പ്രശസ്തനായ,বিখ্যাত
592,fremd::A,വൈദേശികമായ,বিদেশি
593,verschieden::A,വ്യത്യസ്തമായ,বিসদৃশ
594,nah::A,അരികത്തുള്ള,নিকটবতী
595,fern::A,അകലെയുള്ള,দুরবতী
596,linker::A,അവശേഷിച്ച,বাম
597,rechter::A,വലത്തേ,ডান
598,rechter::A,വലത്തേ,ডাইন
599,anderer::A,മറ്റുള്ള,অন্যতর
600,erster::A,ആദ്യത്തെ,প্রথম
601,zweiter::A,രണ്ടാം,দ্বিতীয়
602,dritter::A,മൂന്നാമത്,তৃতীয়
603,letzter::A,അവസാനത്തെ,সর্বশেষ
604,allein::ADV,തനിച്ചുള്ള,একক
605,auf einmal::ADV,ഉടന്,জলদি
606,zusammen::ADV,ഒരുമിച്ച,একসঙ্গে
607,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,লম্বা
608,plötzlich::ADV,പെട്ടെന്ന്,হঠাৎ
609,sofort::ADV,തത്ക്ഷണം,মুহ্ণর্তমধ্যে
610,später::ADV,പിന്നീട്,পশ্চাতে
611,jetzt::ADV,ഇപ്പോൾ,এখন
612,heute::ADV,ഇന്ന്,আজ
613,morgen::ADV,നാളെ,আগামিকাল
614,bald::ADV,ഉടനെ,অস্পকালমধ্যে
615,dann::ADV,അപ്പോൾ,তখন
616,gestern::ADV,ഇന്നലെ,গতকাল
617,einst::ADV,പണ്ടൊരിക്കല്,একবার মাত্র
618,damals::ADV,അപ്പോൾ,তখন
619,danach::ADV,പിന്നീട്,পরে
620,vorher::ADV,മുൻപ്,আগে
621,zuerst::ADV,ആദ്യം,আগে
622,einmal::ADV,ഒരിക്കൽ,একবার
623,manchmal::ADV,ചിലപ്പോൾ,কখনও কখনও
624,oft::ADV,പലപ്പോഴും,ঘনঘন
625,immer::ADV,എപ്പോഴും,সর্বদা
626,niemals::ADV,ഒരിക്കലും,কখলও নহে
627,hier::ADV,ഇവിടെ,এখানে
628,hierhin::ADV,ഇവിടേക്ക്,এখানে
629,von hier::ADV,ഇവിടെനിന്ന്,ত্রই স্তান হইতে
630,dort::ADV,അവിടെ,ওখানে
631,dorthin::ADV,അവിടേക്ക്,ওখানে
632,geradeaus::ADV,മുമ്പിൽ,অগ্রগামী
633,geradeaus::ADV,മുമന്നോട്ട്,অগ্রগামী
634,vorwärts::ADV,മുന്നോട്ട്,সন্মুখিকে
635,rückwärts::ADV,തലതിരിച്ച്,খিরিয়া
636,zurück::ADV,പുറകിലേക്ക്,পিঠ
637,unten::ADV,താഴെ,নীচে
638,hinab::ADV,താഴേക്ക്,নিম্নগামী
639,oben::ADV,മുകളിൽ,উপরে
640,hinauf::ADV,മുകളിൽ,উচ্চতর অংশে
641,überall::ADV,എല്ലായിടത്തും,সর্বত্র
642,nicht::ADV,ഇല്ല,না
643,ein wenig::ADV,കുറച്ച്,অল্প
644,kaum::ADV,കഷ്ടിച്ച്,কষ্টসহকাবে
645,sehr::ADV,വളരെ,খুব
646,so::ADV,അങ്ങനെ,তত
647,noch::ADV,ഇപ്പോഴും,এখন পর্যস্ত
648,nur::ADV,മാത്രം,শুধু
649,schon::ADV,നേരത്തേ തന്നെ,ইতঃপুর্বে
650,wieder::ADV,വീണ്ടും,আবার
651,vergebens::ADV,വിഫല,বিফলে
652,vor::PRP,മുമ്പിൽ,সম্মুখে
653,hinter::PRP,പുറകിൽ,পশ্চাতে
654,unter::PRP,കീഴിൽ,নীচে
655,durch::PRP,ഉള്ളിലൂടെ,দ্বারা
656,neben::PRP,അടുത്ത്,কাছে
657,zwischen::PRP,ഇടയ്ക്ക്,মধ্যে
658,wegen::PRP,നിമിത്തം,জন্য
659,dies::PRN,ഇത്,এটা
660,das::PRN,അത്,ওটা
661,alles::PRN,എല്ലാം,সব
662,ich::PRN,ഞാൻ,আমি
663,du::PRN,നിങ്ങൾ,তুমি
664,er::PRN,അദ്ദേഹം,উনি
665,er::PRN,അയാൾ,উনি
666,er::PRN,അവൻ,উনি
667,er::PRN,അവർ,উনি
668,er::PRN,അവൾ,উনি
669,wir::PRN,നമ്മൾ,আমরা
670,ihr::PRN,നിങ്ങൾ,তোমরা
671,sie::PRN,അവർ,তারা
672,was::FPRN,എന്ത്,কি
673,wer::FPRN,ആര്,কে
674,wo::FADV,എവിടെ,কোথায়
675,wohin::FADV,എവിടേക്ക്,কোথায়
676,wie::FADV,എങ്ങനെ,কেমন
677,warum::FADV,എന്തുകൊണ്ട്,কেন
678,wieviel::FNUM,എത്ര,কত
679,eins::NUM,ഒന്ന്,অক
680,zwei::NUM,രണ്ട്,দুই
681,drei::NUM,മൂന്ന്,তিন
682,vier::NUM,നാല്,চার
683,fünf::NUM,അഞ്ച്,পাঁচ
684,sechs::NUM,ആറ്,ছয়
685,sieben::NUM,ഏഴ്,সাত
686,acht::NUM,എട്ട്,আট
687,neun::NUM,ഒമ്പത്,নয়
688,zehn::NUM,പത്ത്,দশ
689,elf::NUM,പതിനൊന്ന്,এগারো
690,zwölf::NUM,പന്ത്രണ്ട്,দ্বাদশ
691,zwanzig::NUM,ഇരുപത്,বিশ
692,dreißig::NUM,മുപ്പത്,ত্রিশ
693,vierzig::NUM,നാൽപ്പത്,চল্লিশ
694,fünfzig::NUM,അൻപത്,পঞ্চাশ
695,sechzig::NUM,അറുപത്,ষাট
696,siebzig::NUM,എഴുപത്,সত্তর
697,achtzig::NUM,എൺപത്,আশি
698,neunzig::NUM,തൊണ്ണൂറ്,নব্বুই
699,hundert::NUM,നൂറ്,শত
700,tausend::NUM,ആയിരം,হাজার
701,und::CNJ,ഉം,আর
702,und::CNJ,ഉം,এবং
703,oder::CNJ,അഥവാ,বা
704,stehen::V,നിൽക്കുക,দাঁড়ানো
705,sitzen::V,ഇരിക്കുക,বসা
706,liegen::V,കിടക്കുക,শোয়া
707,hängen::V,തൂങ്ങുക,ঝোলা
708,werden::V,ആയിത്തീരുക,হইয়া উঠা
709,passieren::V,സംഭവിക്കുക,ঘটা
710,beginnen::V,ആരംഭിക്കുക,আরম্ভ হওয়া
711,enden::V,അവസാനിപ്പിക്കുക,শেষ হওয়া
712,wechseln::V,മാറ്റുക,রূপাস্তর করা
713,aufgehen[Sonne]::V,ഉയരുക,উদিত হওয়া
714,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,অস্ত যাওয়া
715,scheinen[Sonne]::V,പ്രകാശിക്കുക,আলো দেওয়া
716,donnern::V,ഇടിവെട്ടുക,বজ্রধ্বনি করা
717,wehen::V,വീശുക,প্রবাহিত হওয়া
718,strömen::V,ഒഴുകുക,প্রবাহিত হওয়া
719,fließen::V,ഒഴുകുക,ছুটা
720,sich drehen::V,ചുറ്റുക,পাক খাওয়া
721,sich drehen::V,കറക്കുക,পাক খাওয়া
722,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,দোলা
723,schwingen::V,ആടുക,দোলা
724,fallen::V,വീഴുക,পড়া
725,brennen::V,കത്തുക,সেঁকা
726,rauchen::V,പുകയുക,ধোঁয়া ছড়ান
727,regnen::V,മഴ_പെയ്യുക,বর্ষণ_করা
728,gefrieren::V,തണത്ത്_മരവിക്കുക,হিমায়িত হওয়া
729,tauen::V,അലിയുക,গলা
730,schmelzen::V,ഉരുകുക,গলা
731,trocknen::V,വരളുക,শুষ্ক করা
732,sieden::V,തിളപ്പിക്കുക,ফোঁড়া
733,faulen::V,ചീയുക,ক্ষয় হওয়া
734,verfaulen::V,അഴുകുക,ক্ষয় হওয়া 
735,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,ছিঁড়া
736,versinken::V,മുക്കുക,ডুবা
737,vergehen::V,കടന്നുപോകുക,যাওয়া
738,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,আসা
739,verschwinden::V,അദൃശ്യമാകുക,অদৃশ্য হওয়া
740,sinken::V,താഴുക,হ্রাস হওয়া
741,abnehmen::V,കുറിയുക,হ্রাস হওয়া
742,zunehmen::V,വർദ്ധിക്കുക,বৃদ্ধি পাওয়া
743,steigen::V,ഉയരുക,ওঠা
744,wachsen::V,വളരുക,বড় হওয়া
745,glänzen::V,മിന്നുക,জ্বলা
746,funkeln::V,തിളങ്ങുക,জ্বল্জ্বল করা
747,lärmen::V,ശബ്ദമുണ്ടാക്കുക,
748,läuten::V,മണിമുഴങ്ങുക,রুসুঝুসু করা
749,klingeln::V,ചിലമ്പുക,বাজা
750,klirren::V,കിലുക്കുക,টুংটাং-শব্দ করা
751,brausen::V,മുഴങ്ങുക,গর্জন করা
752,rauschen::V,അനങ്ങുക,মর্মরধ্বনি করা
753,klingen::V,മുഴക്കുക,শব্দ করা
754,bellen::V,കുരയ്ക്കുക,ঘেউ ঘেউ করা
755,heulen::V,ഓരിയിടുക,গর্জন করা
756,blasen::V,ഊതുക,ফুঁ দেওয়া
757,pfeifen::V,വിസിലടിക്കുക,শিস্ দেওয়া
758,schreien::V,ആക്രോശിക്കുക,চিৎকার করা
759,stöhnen::V,അരക്കം,গোঁ-গো করা
760,stöhnen::V,ആർത്തനാദം,গোঁ-গো করা
761,zittern::V,വിറയ്ക്കുക,কাঁপা
762,leben::V,താമസിക്കുക,বাঁচা
763,geboren werden::V,ജനിക്കുക,জন্মানো
764,atmen::V,ശ്വസിക്കുക,শ্বাস ফেলা
765,trinken::V,കുടിക്കുക,পান করা
766,essen::V,കഴിക്കുക,ভক্ষণ করা
767,schlucken::V,വിഴുങ്ങുക,গেলা
768,müde werden::V,ക്ഷീണിക്കുക,পরিশ্রান্ত হওয়া
769,einschlafen::V,നിദ്രിക്കുക,নিদ্রামগ্ন হওয়া
770,schlafen::V,ഉറങ്ങുക,নিদ্রা যাওয়া
771,aufwachen::V,ഉണരുക,জাগা
772,aufstehen::V,എഴുന്നേൽക്കുക,জাগা
773,sich erholen::V,വിശ്രമിക്കുക,আরাম করা
774,krank werden::V,ദീനംപിടിക്കുക,অসুস্থ হত্তয়া
775,krank sein::V,രോഗികളാകുക,রূগ্ণ হত্তয়া
776,schmerzen::V,വേദനിക്കുക,কন্কন করা
777,husten::V,ചുമയ്ക്കുക,কাশা
778,genesen::V,സുഖപ്പെടുക,আরোগ্য হওয়া
779,sterben::V,മരിക്കുക,মারা যাওয়া
780,umkommen::V,മരിക്കുക,মারা যাওয়া
781,sich bewegen::V,സ്ഥലം_മാറുക,চলা
782,sich rühren::V,ചലിക്കുക,নড়া
783,sich erheben::V,നിൽക്കുക,উদিত হওয়া
784,sich setzen::V,ഇരിക്കുക,বসা
785,hinfallen::V,വീഴുക,পড়া
786,laufen::V,നടക്കുക,হাঁটা
787,schreiten::V,നടക്കുക,হাঁটা
788,spazierengehen::V,ഉലാത്തുക,পায়চারি করা
789,eilen::V,പാഞ്ഞെത്തുക,ত্বরাম্বিত করা
790,sich beeilen::V,തിരിക്കുകൂട്ടുക,ত্বরাম্বিত করা
791,sich beeilen::V,തിടുക്കം_കാട്ടുക,ত্বরাম্বিত করা
792,sausen::V,കുതിക്കുക,ধেয়ে যাওয়া
793,rennen::V,ഓടുക,চলা
794,springen::V,ചാടുക,লাফানো
795,klettern::V,കയറുക,আরোহণ করা
796,schaukeln::V,ഇളകുക,দোলা
797,kriechen::V,പതുങ്ങികയറുക,হামাগুড়ি দেওয়া
798,schwimmen::V,നീന്തുക,সাঁতার কাটা
799,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,ডোবা
800,rudern::V,തുഴയുക,দাঁড় টানা
801,fahren::V,വാഹനം ഓടിക്കുക,চালান
802,fliegen::V,പറക്കുക,ওড়া
803,gehen::V,പോകുക,যাওয়া
804,weggehen::V,വിടുക,প্রস্থান করা
805,abfahren::V,പുറപ്പെടുക,প্রস্থান করা
806,anhalten::V,നിർത്തുക,থামা
807,hineingehen::V,പ്രവേശിക്കുക,ঢোকা
808,eintreten::V,പ്രവേശിക്കുക,ঢোকা
809,kommen::V,വരുക,আসা
810,ankommen::V,എത്തിച്ചേരുക,আসা
811,zurückkommen::V,തിരിച്ചു വരുക,ফিরা
812,bleiben::V,തുടരുക,থাকা
813,warten::V,കാത്തിരിക്കുക,অপেক্ষা করা
814,erwarten::V,പ്രതീക്ഷിക്കുക,অপেক্ষা করা
815,suchen::V,തിരയുക,খোঁজ করা
816,finden::V,കണ്ടെത്തുക,পাওয়া
817,versuchen::V,ശ്രമിക്കുക,পরখ করা
818,vorbereiten::V,തയ്യാറെടുക്കുക,প্রস্তুত করা
819,lieben::V,സ്നേഹിക്കുക,ভালবাসা
820,mögen::V,ഇഷ്ടപ്പെടുക,পছন্দ করা
821,lachen::V,ചിരിക്കുക,হাসা
822,rühren::V,ഹൃദയം സ്പർശിക്കുക,হৃদয়ম্পর্শ করা
823,weinen::V,തേങ്ങുക,কাঁদা
824,schimpfen::V,പിറുപിറുക്കുക,নালিশ করা
825,sich ärgern::V,കോപിക്കുക,রাগ হত্তয়া
826,sich fürchten::V,പേടിക്കുക,ভয় করা
827,fürchten::V,പേടിക്കുക,ডরা
828,fliehen::V,രക്ഷപ്പെടുക,পালানো
829,flüchten::V,രക്ഷപ്പെടുക,পালানো
830,sehen::V,കാണുക,দেখা
831,anschauen::V,നോക്കുക,দেখা
832,ansehen::V,നോക്കുക,দেখা
833,hören::V,കേൾക്കുക,শোনা
834,zuhören::V,ശ്രദ്ധിക്കുക,শোনা
835,probieren::V,രുചിയുള്ളതായി_തോന്നുക,পরখ করা
836,riechen::V,മണത്തു_നോക്കുക,শুঁকা
837,fühlen::V,സ്പർശിച്ചറിയുക,অনুভব করা
838,scheinen::V,കാണപ്പെടുക,মনে হত্তয়া
839,zu sehen sein::V,വെളിച്ചപ്പെടുക,দেখা দেত্তয়া
840,vernehmen::V,കേൾക്കുക,শোনা
841,frieren::V,വിറയ്ക്കുക,শীত লাগা
842,tun::V,ചെയ്യുക,করা
843,können::V,കഴിയുക,পারা
844,wollen::V,വേണുക,ইচ্ছা করা
845,anfangen::V,തുടങ്ങുക,আরম্ভ করা
846,beenden::V,പൂർത്തിയാക്കുക,শেষ করা
847,aufhören::V,നിർത്തുക,থামা
848,gelingen::V,വിജയിക്കുക,সিদ্ধিলাভ করা
849,geraten::V,പരിണമിക്കുക,পরিণত হত্তয়া
850,öffnen::V,തുറക്കുക,খোলা
851,schließen::V,അടയ്ക്കുക,বন্ধ করা
852,stellen::V,വയ്ക്കുക,স্থাপন করা
853,setzen::V,വയ്ക്കുക,স্থাপন করা
854,legen::V,ഇടുക,স্থাপন করা
855,berühren::V,തൊടുക,স্পর্শ করা
856,verbinden::V,ഘടിപ്പിക്കുക,সংযুক্ত করা
857,bedecken::V,മുടുക,ঢাকা
858,aufhängen::V,കെട്ടിതൂക്കുക,ঝুলানো
859,anzünden::V,കത്തിക്കുക,জ্বালান
860,aufheben::V,പെറുക്കിയെടുക്കുക,কুড়াইয়া তোলা
861,zurücklassen::V,വച്ചുപോരുക,পরিত্যাগ করা
862,verlieren::V,നഷ്ടപ്പെടുക,হারান
863,fallen lassen::V,വീഴ്ത്തുക,ফেলা
864,machen::V,ഉണ്ടാക്കുക,গঠন করা
865,herstellen::V,ഉൽപാദിപ്പിക്കുക,সৃষ্টি করা
866,bauen::V,നിർമ്മിക്കുക,নির্মাণ করা
867,reparieren::V,നന്നാക്കുക,মেরামত করা
868,verbessern::V,മെച്ചപ്പെടുക,উন্নতিলাভ করা
869,ändern::V,മാറ്റംവരുത്തുക,পরিবর্তিত করা
870,graben::V,കുഴിക്കുക,খনন করা
871,beugen::V,വണങ്ങുക,নোয়া
872,biegen::V,കുനിയുക,নোয়া
873,drehen::V,തിരിക്കുക,ঘোরান
874,wenden::V,തിരിയുക,উলটাইয়া দেত্তয়া
875,umdrehen::V,തിരിയുക,উলটানো
876,heben::V,ഉയർത്തുക,উত্তোলন করা
877,hochheben::V,ഉയർത്തുക,উঁচু করা
878,ergreifen::V,ബലമായി_പിടിക്കുക,দখল করা
879,halten::V,പിടിക്കുക,ধরা
880,drücken::V,അമർത്തുക,টেপা
881,schieben::V,തള്ളുക,ঠেলা
882,kratzen::V,ചുരണ്ടുക,চাঁচা
883,lecken::V,നക്കുക,চাটা
884,beißen::V,കടിക്കുക,দংশন করা
885,abreißen::V,കീറിക്കളയുക,বিচ্ছিন্ন করা
886,abschneiden::V,മുറിച്ചുമാറ്റുക,বিচ্ছিন্ন করা
887,binden::V,കെട്ടുക,বন্ধন করা
888,stecken::V,തുളയ്ക്കുക,বিদ্ধ করা
889,brechen::V,ഉടയുക,ভাঙা
890,klopfen::V,തട്ടുക,আঘাত করা
891,hauen::V,അടിക്കുക,আঘাত করা
892,kleben::V,ഒട്ടിക്കുക,সাঁটা
893,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ঘষা
894,streichen::V,പടർത്തുക,ছড়াইয়া
895,schleifen::V,പൊടിക്കുക,ধার দেওয়া
896,schneiden::V,മുറിക്കുക,কাটা
897,rütteln::V,മുട്ടുക,নাড়ান
898,schütteln::V,കുലുക്കുക,নড়া
899,schwenken::V,ആടുക,দোলা
900,schütten::V,ഒഴിക്കുക,বর্ষণ করা
901,füllen::V,നിറയ്ക്കുക,পরিপূর্ণ করা
902,einwickeln::V,പൊതിയുക,মুড়া
903,tragen::V,വഹിക്കുക,বহন করা
904,schleppen::V,വലിച്ചിഴയ്ക്കുക,টানা
905,ziehen::V,വലിക്കുക,টানা
906,aufbewahren::V,വയ്ക്കുക,রাখা
907,werfen::V,എറിയുക,ছুড়া
908,fangen::V,പിടിക്കുക,লোফা
909,packen::V,തട്ടിപ്പറിക്കുക,ধরা
910,verstecken::V,മറയ്ക്കുക,গোপন করা
911,teilen::V,വിഭജിക്കുക,বিভক্ত করা
912,schicken::V,അയയ്ക്കുക,প্রেরণ করা
913,bringen::V,കൊണ്ടുവരുക,আনা
914,hinzufügen::V,കൂട്ടുക,একত্র করা
915,bekommen::V,കിട്ടുക,পাওয়া
916,erhalten::V,സ്വീകരിക്കുക,পাওয়া
917,nehmen::V,എടുക്കുക,নেওয়া
918,wählen::V,തിരഞ്ഞെടുക്കുക,বাছা
919,auswählen::V,തിരഞ്ഞെടുക്കുക,বাছা
920,bewahren::V,പുലർത്തുക,বাঁচাইয়া রাখা
921,behindern::V,തടയിടുക,বাধা দেওয়া
922,verderben::V,നശിപ്പിക്കുക,নষ্ট করা
923,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ক্ষতি করা
924,zerbrechen::V,ഉടയുക,ভাঙ্গিয়া যাওয়া
925,zerreißen::V,കീറുക,ছিঁড়া
926,zerstören::V,നശിപ്പിക്കുക,বিনাশ করা
927,verbrennen::V,കത്തിനശിക്കുക,দহন করা
928,verbrennen::V,കത്തിച്ചുകളയുക,দহন করা
929,geben::V,കൊടുക്കുക,দেওয়া
930,geben::V,തരുക,দেওয়া
931,reichen::V,കൈമാറുക,দেওয়া
932,schenken::V,സമ്മാനം കൊടുക്കുക,উপহার দেত্তয়া
933,versprechen::V,വാഗ്ദാനം_നൽകുക,প্রতিশ্রুতি দেওয়া
934,wünschen::V,ആഗ്രഹിക്കുക,আকাঙ্ক্ষা করা
935,loben::V,പുകഴ്ത്തുക,প্রশংসা করা
936,küssen::V,ഉമ്മവയ്ക്കുക,চুম্বন করা
937,wiegen::V,ഇളകുക,দুলানো
938,zudecken::V,മുടുക,ঢাকা
939,wecken::V,ഉണർത്തുക,জাগানো
940,zeigen::V,കാണിക്കുക,দেখানো
941,führen::V,നടത്തുക,পথ দেখানো
942,lehren::V,പഠിപ്പിക്കുക,শেখানো
943,unterrichten::V,പരിശീലിപ്പിക്കുക,শিক্ষা দেওয়া
944,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,পালন করা
945,leiten::V,നയിക്കുക,পরিচালনা করা
946,antreiben::V,പ്രേരിപ്പിക്കുക,চালনা করা
947,lassen::V,അനുവദിക്കുക,অনুমতি দেওয়া
948,einladen::V,ക്ഷണിക്കുക,নিমন্ত্রণ করা
949,vereinigen::V,കൂടിച്ചേരുക,এক করা
950,besuchen::V,സന്ദർശിക്കുക,দেখিতে যাওয়া
951,treffen::V,തമ്മിൽ കാണുക,সন্মুখীন হওয়া
952,sich versammeln::V,സംയോജിപ്പിക്കുക,জড়ো হওয়া
953,spielen::V,കളിക്കുക,খেলা
954,singen::V,പാടുക,গাওয়া
955,tanzen::V,നൃത്തം ചെയ്യുക,নাচা
956,sich trennen::V,നേർപെടുത്തുക,পৃথক করা
957,verlassen::V,പിൻവാങ്ങുക,পরিত্যাগ করা
958,retten::V,രക്ഷിക്കുക,উদ্ধার করা
959,bewachen::V,കാവൽനിൽക്കുക,পাহারা দেওয়া
960,schützen::V,പരിരക്ഷിക്കുക,রক্ষা করা
961,verteidigen::V,പ്രതിരോധിക്കുക,রক্ষা করা
962,sich schlagen::V,കലഹിക്കുക,লড়াই করা
963,schießen::V,വെടിവെക്കുക,তীরবেগে ছোটা
964,siegen::V,വിജയിക്കുക,জেতা
965,ärgern::V,വിഷമിപ്പിക്കുക,বিরক্ত করা
966,schlagen::V,അടിക്കുക,আঘাত করা
967,treten::V,തൊഴിക്കുക,লাথি মারা
968,stechen::V,കുത്തുക,দংশন করা
969,stoßen::V,തള്ളുക,ঠেলা
970,stehlen::V,മോഷ്ടിക്കുക,অপহরণ করা
971,stören::V,ശല്യപ്പെടുത്തുക,ঘাঁটান
972,belästigen::V,മെനക്കെടുക,বিরক্ত করা
973,verbergen::V,മറയ്ക്കുക,গোপন করা
974,verbergen::V,ഒളിക്കുക,গোপন করা
975,täuschen::V,കബളിപ്പിക്കുക,প্রবঞ্চনা করা
976,betrügen::V,ചതിക്കുക,প্রতারণা করা
977,töten::V,കൊല്ലുക,হত্যা করা
978,wohnen::V,താമസിക്കുക,বাস করা
979,arbeiten::V,ജോലിചെയ്യുക,কাজ করা
980,sammeln::V,സഞ്ചയിക്കുക,সংগ্রহ করা
981,pflücken::V,പറിച്ചെടുക്കുക,চয়ন করা
982,jagen::V,വേട്ടയാടുക,শিকার করা
983,fischen::V,മീൻ പിടിക്കുക,মাছ ধরা
984,fassen::V,പിടിക്കുക,ধরা
985,hüten::V,ചേർക്കുക,যুথভুক্ত করা
986,treiben::V,വാഹനം_ഓടിക്കുക,চালনা করা
987,anbinden::V,കെട്ടിയിടുക,বন্ধন করা
988,füttern::V,തീറ്റുക,ভোজন করানো
989,melken::V,പാലുകറക്കുക,দুগ্ধ দোহন করা
990,hacken::V,വെട്ടിമുറിക്കുക,কাটা
991,gießen::V,നനയ്ക്കുക,বর্ষণ করা
992,reifen::V,പാകമാകുക,পাকা
993,zubereiten::V,പാചകം_ചെയ്യുക,রন্ধন করা
994,kochen::V,വേവിക്കുക,রন্ধন করা
995,backen::V,ബേക്ക് ചെയ്യുക,সেকা
996,braten::V,പോരിക്കുക,ভাজা
997,umrühren::V,ഇളക്കുക,নড়ানো
998,stricken::V,മെടയുക,বোনা
999,nähen::V,തുന്നുക,সেলাই করা
1000,färben::V,ചായം പൂശുക,রঞ্জিত করা
1001,reinigen::V,വൃത്തിയാക്കുക,পরিষ্কার করা
1002,waschen::V,കഴുകുക,পরিষ্কার করা
1003,abwischen::V,തുടയ്ക്കുക,মুছা
1004,spülen::V,കഴുകുക,পরিষ্কার করা
1005,fegen::V,അടിച്ചുവാരുക,ঝাঁট দেওয়া
1006,kehren::V,അടിച്ചുവാരുക,ঝাঁট দেওয়া
1007,baden::V,നീന്തിത്തുടിക്കുക,অবগাহন করা
1008,sich waschen::V,കഴുകുക,ধোয়া
1009,ausziehen::V,ഇഴുക്കുക,খুলা
1010,anziehen::V,ഉടുക്കുക,গায়ে দেত্তয়া
1011,sich anziehen::V,ധരിച്ച നേടുകയുക,পোশাক পরা
1012,kämmen::V,മുടിചീകുക,আঁচড়ানো
1013,schmücken::V,അലങ്കരിക്കുക,সাজান করা
1014,sagen::V,പറയുക,উচ্চারণ করা
1015,sprechen::V,സംസാരിക്കുക,বলা
1016,reden::V,സംസാരിക്കുക,আলাপ করা
1017,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,আড্ডা দেওয়া
1018,fragen::V,ചോദിക്കുക,জিজ্ঞাসা করা
1019,bitten::V,അപേക്ഷിക്കുക,প্রার্থনা করা
1020,erzählen::V,പറയുക,বর্ণনা করা
1021,mitteilen::V,അറിയിക്കുക,বলা
1022,nennen::V,പേരിടുക,নাম দেওয়া
1023,rufen::V,വിളിക്കുക,আমন্ত্রণ করা
1024,prahlen::V,പൊങ്ങച്ചം പറയുക,বড়াই করা
1025,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ভাষাস্তরিত করা
1026,denken::V,ചിന്തിക്കുക,ভাবা
1027,glauben::V,വിശ്വസിക്കുക,বিশ্বাস করা
1028,bemerken::V,ശ്രദ്ധിക്കുക,লক্ষ্য করা
1029,erkennen::V,തിരിചറിയുക,চিনিতে পারা
1030,begreifen::V,കൈപ്പിടിയിലാക്കുക,উপলব্ধি করা
1031,verstehen::V,മനസ്സിലാക്കുക,উপলব্ধি করা
1032,lernen::V,പഠിക്കുക,শেখা
1033,wissen::V,അറിയുക,জানা
1034,sich erinnern an::V,ഓർമിക്കുക,মনে করা
1035,vergessen::V,മറക്കുക,বিস্মৃত হওয়া
1036,messen::V,അളക്കുക,মাপা
1037,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,গণনা করা
1038,rechnen::V,ഗണിക്കുക,হিসাব করা
1039,lesen::V,വായിക്കുക,পাঠ করা
1040,malen::V,ചിത്രം വരയ്ക്കുക,আঁকা
1041,zeichnen::V,വരയ്ക്കുക,ছকা
1042,schreiben::V,എഴുതുക,লেখা
1043,besitzen::V,സ്വന്തമാക്കുക,অধিকার করা
1044,kaufen::V,വാങ്ങുക,ক্রয় করা
1045,verkaufen::V,വിൽക്കുക,বেচা
1046,bezahlen::V,പരിഹാരം ചെയ്യുക,প্রদান করা
1047,zahlen::V,പണം അടയ്ക്കുക,প্রদান করা
1048,beherrschen::V,ഭരിക്കുക,শাসন করা
1049,ertragen::V,താങ്ങുക,বহন করা
