,Concept_ID,mhr,lbe
116,Abhang::N,та́йыл,сун
117,Quelle::N,важ,дайдихьу
118,Quelle::N,важ,бакӏ
119,Quelle::N,вӱдшинча́,дайдихьу
120,Quelle::N,вӱдшинча́,бакӏ
121,Bach::N,изэҥе́р,чӏрир нех
122,Fluss::N,эҥе́р,нех
123,Ufer::N,сер,зума
124,Küste::N,вӱдтӱ́р,зумаинхалу
125,Küste::N,вӱдтӱ́р,зуманицӏалу
126,Festland::N,мла́нде,кьири
127,Meer::N,те́ҥыз,хьхьири
128,Bucht::N,икса́,
129,Insel::N,отро́,жазира
130,Blume::N,пеле́дыш,тӏутӏи
131,Gras::N,шу́до,уртту
132,Wurzel::N,вож,мархха
133,Baum::N,пуше́ҥге,мурхь
134,Stamm::N,йы́тыр,ттарцӏ
135,Rinde::N,шӱм,ккамара
136,Ast::N,укш,матӏи
137,Zweig::N,торма́к,къяртта
138,Blatt::N,лышта́ш,чӏапӏи
139,Birke::N,куэ́,кӏялахӏи
140,Birke::N,куэ́,кӏялахӏилул мурхь
141,Kiefer[Baum]::N,пӱ́нчӧ,ттар
142,Kiefer[Baum]::N,пӱ́нчӧ,ттарлил мурхь
143,Weide[Baum]::N,уа́,щавщи
144,Tanne::N,кож,ттарлил мурхь
145,Horn::N,шур,хъи
146,Feder::N,пы́стыл,лелуххул тӏиму
147,Fell::N,кова́ште,бурчу
148,Flügel::N,шу́лдыр,хъа
149,Flügel::N,шу́лдыр,ххурупӏайрал тӏиму
150,Klaue::N,кӱч,михь
151,Kralle::N,ла́па,ххяппа
152,Kralle::N,копа́,ххяппа
153,Schwanz::N,поч,магъ
154,Ei::N,му́но,ккунук
155,Nest::N,пыжа́ш,кюру
156,Bau::N,пыжа́ш,цукъуккутӏ
157,Tier::N,я́нлык,хӏайван
158,Tier::N,живо́тный,хӏайван
159,Herde::N,кӱ́тӱ,газу
160,Herde::N,тӱшка́,газу
161,Kuh::N,ушка́л,оьл
162,Bulle::N,ӱ́шкыж,ниц
163,Pferd::N,и́мне,чу
164,Schaf::N,шо́рык,тта
165,Schwein::N,сӧсна́,дунгъуз
166,Hund::N,пий,ккаччи
167,Katze::N,пы́рыс,ччиту
168,Bär::N,маска́,цуша
169,Eichhörnchen::N,ур,бюрхттукку
170,Elch::N,шо́рдо,ниц-бюрин
171,Fuchs::N,ры́выж,цулчӏа
172,Fuchs::N,ры́выж,куча цулчӏа
173,Hase::N,мера́ҥ,бюрх
174,Maus::N,коля́,кӏулу
175,Wolf::N,пи́ре,барцӏ
176,Vogel::N,ка́йык,лелуххи
177,Schwarm::N,каша́к,гьухъала
178,Huhn::N,чы́ве,аьнакӏи
179,Hahn::N,агыта́н,ажари
180,Gans::N,ко́мбо,къаз
181,Adler::N,карагу́ш,барзу
182,Ente::N,лу́до,урдак
183,Eule::N,тумна́,ису
184,Eule::N,тумна́,ччиккумяв
185,Kranich::N,турня́,кьурукь
186,Krähe::N,кора́к,хъатӏу
187,Kuckuck::N,куку́,ччикку
188,Schwan::N,йӱ́ксӧ,урттил къаз
189,Fisch::N,кол,чавахъ
190,Barsch::N,ола́ҥге,
191,Hecht::N,нуж,
192,Hecht::N,чорта́н,
193,Schlange[Tier]::N,ки́шке,шатта
194,Wurm::N,шукш,кьюнукьай шатта
195,Spinne::N,эҥыре́мыш,ххялцу
196,Ameise::N,ку́тко,митӏикьукьу
197,Laus::N,тий,
198,Mücke::N,шыҥа́,мичӏак
199,Fliege::N,ка́рме,зимиз
200,Schmetterling::N,лы́ве,чӏимучӏали
201,Beere::N,мӧр,хӏаллил ахъулсса
202,Apfel::N,олма́,гьивч
203,Pilz::N,по́ҥго,ттуккул иис
204,Zwiebel::N,шога́н,лаччул чсмусул бакӏ
205,Saat::N,нӧ́шмӧ,гьанна
206,Saat::N,туш,гьанна
207,Korn::N,шу́рно,къама
208,Heu::N,шу́до,ххулув
209,Schale::N,шӱм,ккиртту
210,Grube::N,выне́м,кӏаланг
211,Falle::N,лӧ́дӧ,къатӏа
212,Schlinge::N,о́птыш,хӏатӏ
213,Schlinge::N,шӧрга́лтыш,хӏатӏ
214,Spur::N,кыша́,ша
215,Asche::N,ло́мыж,лах
216,Dreck::N,лавыра́,кьяркьи
217,Dreck::N,лавыра́,венп
218,Eisen::N,кӱ́ртньӧ,мах
219,Gold::N,шӧ́ртньӧ,муси
220,Silber::N,ший,арцу
221,Kohle::N,мландышӱ́й,кӏалаш
222,Kohle::N,мландышӱ́й,хъуручӏ
223,Glas::N,янда́,пюрун
224,Lehm::N,шун,сина аьрщи
225,Sand::N,ошма́,къун
226,Mensch::N,еҥ,инсан
227,Mensch::N,айде́ме,инсан
228,Mann::N,пӧръе́ҥ,чув
229,Mann::N,пӧръе́ҥ,адимина
230,Frau::N,ӱдырама́ш,щарсса
231,Frau::N,ӱдырама́ш,хъамитайпа
232,Kind::N,аза́,чӏиви оьрчӏ
233,Junge::N,рве́зе,оьрчӏ
234,Junge::N,рве́зе,бурхьин оьрчӏ
235,Mädchen::N,ӱдыра́ш,душ
236,Familie::N,еш,кулпат
237,Großvater::N,коча́,ттатта
238,Großvater::N,коча́,ниттил ппу
239,Großmutter::N,кова́,буттал нину
240,Eltern::N,ача́-ава́,нину-ппу
241,Vater::N,ача́,ппу
242,Mutter::N,ава́,нину
243,Sohn::N,э́рге,арс
244,Tochter::N,ӱ́дыр,душ
245,Bruder::N,иза́,уссу
246,Bruder::N,шо́льо,уссу
247,Schwester::N,ака́,ссу
248,Onkel::N,иза́,буттауссу
249,Tante::N,кока́,буттал ссу
250,Ehemann::N,мари́й,лас
251,Ehefrau::N,ва́те,щар
252,Ehefrau::N,ва́те,щарсса
253,Freude::N,куа́н,шадшиву
254,Freude::N,куа́н,ххаришиву
255,Freude::N,куаныма́ш,шадшиву
256,Freude::N,куаныма́ш,ххаришиву
257,Gelächter::N,во́штылтыш,хъяхъаву
258,Glück::N,пиа́л,талихӏ
259,Kummer::N,о́йго,дард
260,Wunsch::N,ку́мыл,мурад
261,Lust::N,ку́мыл,гьавас
262,Lust::N,ку́мыл,ччаву
263,Geist::N,ӧрт,рухӏ
264,Geist::N,чон,рухӏ
265,Gedanke::N,ой,пикри
266,Gedanke::N,шоныма́ш,пикри
267,Gedächtnis::N,шарныма́ш,дакӏний личӏаву
268,Verstand::N,уш,аькьлу
269,Sinn::N,смысл,мяъна
270,Grund::N,ама́л,багьана
271,Wahrheit::N,чын,тӏайламур
272,Wahrheit::N,чын,хӏакьмур
273,Gespräch::N,мутланыма́ш,ихтилат
274,Märchen::N,йома́к,магьа
275,Erzählung::N,ойлыма́ш,хавар
276,Nachricht::N,увертарыма́ш,хавар
277,Neuigkeit::N,уве́р,хавар
278,Name::N,лӱм,цӏа
279,Rätsel::N,ту́што,ссигьа
280,Rede::N,ойлыма́ш,гъалгъа
281,Sprache::N,йы́лме,маз
282,Stimme::N,йӱк,чӏу
283,Stimme::N,йӱк,чӏукӏа
284,Wort::N,ой,махъ
285,Wort::N,мут,махъ
286,Zeichen::N,ти́ште,лишан
287,Zeichen::N,знак,лишан
288,Ruf::N,ӱжма́ш,
289,Lärm::N,лӱшкыма́ш,чӏу
290,Lärm::N,йӱк-йӱа́н,чӏу
291,Laut::N,йӱк,чӏу
292,Ton::N,йӱксе́м,чӏу
293,Lied::N,му́ро,балай
294,Ruhe::N,ты́мык,дигьалагру
295,Leute::N,еҥ-влак,инсантал
296,Volk::N,ка́лык,ил
297,Volk::N,ка́лык,халкь
298,Arbeit::N,паша́,заву
299,Gast::N,уна́,хъамаличу
300,Geschenk::N,пӧле́к,бухчакарши
301,Geschenk::N,пӧле́к,лажинккакку
302,Spiel::N,мо́дыш,тӏуркӏу
303,Spiel::N,модма́ш,тӏуркӏу
304,Gesellschaft::N,тӱшка́,жямат
305,Gesellschaft::N,тӱшка́,ккуран
306,Hilfe::N,по́лыш,кумаг
307,Freund::N,таҥ,дус
308,Freund::N,йолта́ш,дус
309,Kamerad::N,таҥ,хӏаласу
310,Angelegenheit::N,паша́,иш
311,Anzahl::N,чот,аьдад
312,Art::N,вид,жинс
313,Stück::N,ка́тыш,касак
314,Stück::N,ла́стык,касак
315,Teil::N,ужа́ш,бутӏа
316,Hälfte::N,пел,дачӏи
317,Hälfte::N,пе́ле,дачӏи
318,Kreis::N,ты́ртыш,кюрщан
319,Kreuz::N,ыре́с,ххач
320,Linie::N,ли́ний,щва
321,Strich::N,коре́ш,щва
322,Abstand::N,кокла́,манзил
323,Entfernung::N,тора́,манзил
324,Entfernung::N,ку́жыт,манзил
325,Gegend::N,кунде́м,кӏану
326,Platz::N,ку́мдык,
327,Ort::N,вер,кӏану
328,Ort::N,о́лмо,кӏану
329,Seite::N,ӧ́рдыж,чул
330,Seite::N,ӧ́рдыж,чулухалу
331,Mitte::N,покше́л,дя
332,Gegenstand::N,наста́,зат
333,Sache::N,наста́,зат
334,Rand::N,тӱр,зума
335,Kante::N,тӱр,
336,Ecke::N,лук,мурцӏу
337,Spitze::N,вуй,мицӏ
338,Ende::N,муча́ш,зума
339,Loch::N,рож,ккутӏ
340,Winkel::N,лук,мурцӏу
341,Muster::N,пеза́к,накьич
342,Muster::N,узо́р,накьич
343,Muster::N,ӱ́лгӧ,накьич
344,Größe::N,кӱ́кшыт,
345,Länge::N,ку́тыш,лахъишиву
346,Höhe::N,кӱ́кшыт,лахъшиву
347,Gewicht::N,не́лыт,дуццин
348,Gewicht::N,не́лыт,кӏушиву
349,Menge::N,чот,
350,Haufen::N,кы́шыл,бакӏу
351,Reihe::N,рада́м,кьюкьа
352,Boot::N,пуш,луткка
353,Ruder::N,эшка́к,весло
354,Ruder::N,эшка́к,чӏатӏа
355,Schlitten::N,тер,чана
356,Schlitten::N,тер,санкка
357,Schlitten::N,изде́р,чана
358,Schlitten::N,изде́р,санкка
359,Ski::N,е́че,лижарду
360,Lagerfeuer::N,туло́то,къавтӏн
361,Last::N,нӧ́лтыш,гьиву
362,Gang::N,ошкылма́ш,нанаву
363,Schritt::N,о́шкыл,ша
364,Norden::N,йӱдйыма́л,ухссав
365,Norden::N,йӱдйыма́л,ухссавнил чулухалу
366,Süden::N,кечывалве́л,кьилва
367,Westen::N,касве́л,баргълагавал
368,Westen::N,касве́л,баргълагавал чул
369,Osten::N,эрве́л,баргъбуккай чулухалу
370,Holz::N,пу,тӏама
371,Brett::N,оҥа́,тахта
372,Platte::N,аста́р,гъуни
373,Stütze::N,чара́к,гьалакӏу
374,Stange::N,лома́ш,къазихъ
375,Stock::N,тоя́,ттархь
376,Stab::N,вара́,ччантӏакъу
377,Stab::N,кашта́,ччантӏакъу
378,Rohr::N,пуч,бургъу
379,Haus::N,пӧрт,къатта
380,Heim::N,мӧ́ҥгӧ,къатта
381,Ofen::N,комака́,пач
382,Fußboden::N,кӱва́р,чӏанкъатта
383,Tisch::N,ӱсте́л,усттул
384,Stuhl::N,пӱке́н,кӏану
385,Wiege::N,шепка́,оьрчӏал кӏану
386,Bett::N,ва́кшыш,тах
387,Regal::N,шӧ́рлык,чӏаму
388,Kiste::N,шо́ндык,яшикӏ
389,Kiste::N,шо́ндык,къурши
390,Kiste::N,я́шлык,яшикӏ
391,Kiste::N,я́шлык,къурши
392,Fenster::N,окна́,чӏавахьулу
393,Tür::N,омса́,нуз
394,Tür::N,омса́,нузкьун
395,Tor::N,капка́,къапу
396,Tor::N,капка́,дарваза
397,Zaun::N,сава́р,дайгьузанну
398,Dach::N,леве́дыш,магъи
399,Dach::N,леве́дыш,цӏиялу
400,Leiter::N,тошка́лтыш,чуртту
401,Besen::N,ӱштерво́штыр,чӏатлу
402,Spaten::N,ко́льмо,бил
403,Schaufel::N,сово́к,чӏатӏа
404,Schaufel::N,су́ско,чӏатӏа
405,Gabel::N,ви́лке,гьиссилу
406,Löffel::N,па́не,къуса
407,Löffel::N,совла́,къуса
408,Messer::N,кӱ́зӧ,чӏила
409,Nagel::N,пуда́,мяр
410,Netz::N,вапш,къери
411,Haken::N,са́гыле,къича
412,Griff::N,кыл,куяму
413,Schloss::N,кӧгӧ́н,кьункьула
414,Bild::N,сӱре́т,сурат
415,Figur::N,фигу́р,
416,Puppe::N,курча́к,ссихьу
417,Beutel::N,меша́к,чантай
418,Bündel::N,арша́ш,гьи
419,Bündel::N,арша́ш,къар
420,Tasche::N,сумка́,
421,Eimer::N,ведра́,бадра
422,Deckel::N,ко́мдыш,къапаза
423,Geschirr::N,а́те,пюрунчӏул
424,Geschirr::N,а́те,тӏахӏникӏичӏу
425,Sack::N,куль,къап
426,Sack::N,куль,дарваг
427,Sack::N,меша́к,къап
428,Sack::N,меша́к,дарваг
429,Tasse::N,чу́кыр,пижан
430,Tasse::N,чу́кыр,пинжан
431,Tasse::N,чу́кыр,инкираччатӏи
432,Tasse::N,чу́кыр,цинцилттал бушкъап
433,Tasse::N,чашка́,пижан
434,Tasse::N,чашка́,пинжан
435,Tasse::N,чашка́,инкираччатӏи
436,Tasse::N,чашка́,цинцилттал бушкъап
437,Topf::N,ми́ске,кӏункӏур
438,Kessel::N,под,чаг
439,Kessel::N,под,кӏункӏур
440,Essen::N,ко́чкыш,дукия
441,Essen::N,ко́чкыш,дукин
442,Nahrung::N,ку́рго,дукра
443,Speise::N,ко́чкыш,дукра
444,Fleisch::N,шыл,дикӏ
445,Getreide::N,шу́рно,къама
446,Brei::N,пу́чымыш,ккурч
447,Brot::N,ки́нде,ччатӏ
448,Scheibe::N,ка́тыш,парча
449,Fett::N,коя́,аьгъушиву
450,Butter::N,ӱй,нагь
451,Butter::N,ӱй,лагаву
452,Öl::N,ӱй,
453,Salz::N,шинча́л,цӏву
454,Suppe::N,шӱр,накь
455,Honig::N,мӱй,ницӏ
456,Milch::N,шӧр,накӏ
457,Tee::N,чай,чяй
458,Leder::N,сура́н,бурчу
459,Leder::N,шӱ́штӧ,бурчу
460,Wolle::N,пун,ппал
461,Stoff::N,куэ́м,янна
462,Stoff::N,посто́,янна
463,Nadel::N,и́ме,ххалаххи
464,Faden::N,шӱ́ртӧ,ххал
465,Knopf::N,по́лдыш,банд
466,Knoten::N,пышке́м,къурхъ
467,Farbe::N,чия́,сир
468,Kleidung::N,чие́м,янна
469,Kleidung::N,чие́м,лаххия
470,Kleidung::N,вурге́м,янна
471,Kleidung::N,вурге́м,лаххия
472,Hemd::N,ту́выр,гьухъа
473,Kragen::N,сога́,дарвач
474,Ärmel::N,шокш,кахха
475,Hose::N,йола́ш,хӏажак
476,Gürtel::N,ӱ́штӧ,мухӏлу
477,Mütze::N,упш,кьяпа
478,Schuh::N,боти́нке,
479,Stiefel::N,кем,чакма
480,Ring::N,шерга́ш,кӏисса
481,Band::N,тасма́,линт
482,Band::N,ле́нте,линт
483,Kamm::N,шерге́,ттарал
484,Spiegel::N,вошто́нчыш,дагьани
485,Riemen::N,кӱзанӱ́штӧ,эн
486,Schnur::N,кере́м,хьхьа
487,Schnur::N,кандыра́,хьхьа
488,Leine::N,вӱра́ҥ,
489,Decke::N,леве́дыш,виргъан
490,Decke::N,одея́л,виргъан
491,Kissen::N,кӱ́пчык,кӏаралу
492,Tuch::N,шо́выч,карщи
493,Handtuch::N,со́лык,калихьу
494,Handtuch::N,со́лык,лажинлихьу
495,Kraft::N,вий,эллаж
496,Kraft::N,куа́т,эллаж
497,Stärke::N,куа́т,гуж
498,Stärke::N,карма́н,гуж
499,Gesundheit::N,таза́лык,цӏуллу-сагъшиву
500,Krankheit::N,чер,къашайшиву
501,Schmerz::N,ко́рштыш,къюву
502,Wunde::N,су́сыр,щаву
503,Fieber::N,йӱштыму́ж,кӏиришиву
504,Fieber::N,лихора́дке,кӏиришиву
505,Arznei::N,эм,дару
506,Brücke::N,кӱва́р,ламу
507,Brunnen::N,вӱдвыне́м,къуй
508,Weide::N,нурше́р,бизантту
509,Pfad::N,йолго́рно,жегъир ххуллу
510,Pfad::N,сокма́к,жегъир ххуллу
511,Weg::N,ко́рно,ххуллу
512,Straße::N,ко́рно,ххуллу
513,Dorf::N,ял,щар
514,Dorf::N,ял,шяравалу
515,Stadt::N,ола́,шагьру
516,Brief::N,се́рыш,чагъар
517,Buch::N,книга́,лу
518,Buchstabe::N,буква́,хӏарп
519,Zeitung::N,газе́т,кказит
520,Leben::N,и́лыш,оьрму
521,Tod::N,колыма́ш,ажал
522,Tod::N,колыма́ш,бивкӏу
523,Tod::N,колыма́ш,ивчӏаву
524,Grab::N,шӱга́р,гьав
525,Kirche::N,че́рке,килиса
526,Sünde::N,су́лык,бунагъ
527,Gott::N,ю́мо,зал
528,Arbeiter::N,паша́зе,зузала
529,Chef::N,тӧра́,ялувма
530,Meister::N,маста́р,усттар
531,Arzt::N,врач,хӏакин
532,Lehrer::N,ту́ныктышо,учитель
533,Geld::N,окса́,арцу
534,Geschäft::N,сатулыма́ш,даву
535,Laden::N,ке́выт,ттучан
536,Preis::N,ак,багъа
537,Ware::N,сату́,хъус
538,Nutzen::N,пайда́,хайр
539,Nutzen::N,пайда́,мюнпат
540,Reichtum::N,поя́нлык,давлат
541,Reichtum::N,поя́нлык,аваданшиву
542,Welt::N,тӱня́,дуниял
543,Land::N,эл,билаят
544,Staat::N,кугыжа́ныш,паччахӏлугъ
545,König::N,кугыжа́,
546,Macht::N,власть,власть
547,Grenze::N,грани́ца,дазу
548,Krieg::N,сар,дяъви
549,Feind::N,тушма́н,душман
550,Gewalt::N,виешлыма́ш,къия
551,Kampf::N,кредалма́ш,лачӏуи уккаву
552,Bogen[Waffe]::N,юҥе́ж,ккуртта
553,Pfeil::N,пикш,чӏатӏаракӏ
554,Gewehr::N,пыча́л,ттупанг
555,Fehler::N,йо́ҥылыш,гъалатӏ
556,Lüge::N,шоя́к,щялмахъ
557,Schaden::N,зия́н,зарал
558,Unglück::N,эҥге́к,бала
559,Schuld::N,тита́к,тахсир
560,Schuld::N,йола́,тахсир
561,Alter::N,ийго́т,оьрму
562,Schluss::N,муча́ш,ахир
563,Zeit::N,жап,чӏун
564,Zeit::N,па́гыт,чӏун
565,Tag::N,ке́че,кьини
566,Morgen::N,эр,кӏюрх
567,Mittag::N,кечыва́л,ахттайн
568,Mittag::N,кечыва́л,дяахттайн
569,Mittag::N,кечыва́л,ахттайн чӏун
570,Abend::N,кас,маркӏачӏан
571,Nacht::N,йӱд,хьхьу
572,Woche::N,арня́,нюжмар
573,Monat::N,ты́лзе,барз
574,Jahr::N,ий,шин
575,Frühling::N,шо́шо,инт
576,Sommer::N,кеҥе́ж,гъи
577,Herbst::N,шы́же,ссут
578,Winter::N,те́ле,кӏи
579,Januar::N,шоркыйол,цалчинмур барз
580,Januar::N,идалыкву́й,цалчинмур барз
581,Januar::N,янва́рь,цалчинмур барз
582,Februar::N,пургыж,кӏилчинмур барз
583,Februar::N,февра́ль,кӏилчинмур барз
584,März::N,ӱярня,шамилчинмур барз
585,März::N,март,шамилчинмур барз
586,April::N,апре́ль,апрель
587,April::N,апре́ль,мукьилчинмур барз
588,Mai::N,ага,май
589,Mai::N,ага,ххюлчинмур барз
590,Mai::N,май,май
591,Mai::N,май,ххюлчинмур барз
592,Juni::N,пеледыш,июнь
593,Juni::N,пеледыш,ряххилчинмур барз
594,Juni::N,ию́нь,июнь
595,Juni::N,ию́нь,ряххилчинмур барз
596,Juli::N,сӱрем,июль
597,Juli::N,сӱрем,Арулчинмур барз
598,Juli::N,ию́ль,июль
599,Juli::N,ию́ль,Арулчинмур барз
600,August::N,сорла,мяйлчинмур барз
601,August::N,агарма́н,мяйлчинмур барз
602,August::N,а́вгуст,мяйлчинмур барз
603,September::N,идым,урчӏилчинмур барз
604,September::N,сентя́брь,урчӏилчинмур барз
605,Oktober::N,шыжа,ацӏилчинмур барз
606,Oktober::N,октя́брь,ацӏилчинмур барз
607,November::N,кылме тылзе,ацӏния цалчинмур барз
608,November::N,ноя́брь,ацӏния цалчинмур барз
609,Dezember::N,дека́брь,ацӏния кӏилчинмур барз
610,Montag::N,шо́чмо,итин
611,Montag::N,шо́чмо,итин кьини
612,Dienstag::N,ку́шкыжмо,тталат
613,Dienstag::N,ку́шкыжмо,тталат кьини
614,Mittwoch::N,вӱрге́че,арвахӏ
615,Donnerstag::N,изарня́,хамис
616,Freitag::N,кугарня́,нюжмар
617,Freitag::N,кугарня́,нюжмар кьини
618,Samstag::N,шуматке́че,ххуллун
619,Samstag::N,шуматке́че,ххуллун кьини
620,Sonntag::N,рушарня́,алхӏат
621,Sonntag::N,рушарня́,алхӏат кьини
622,groß::A,кугу́,бугъарасса
623,klein::A,изи́,чӏивисса
624,lang::A,кужу́,лахъисса
625,kurz::A,кӱ́чык,кутӏасса
626,breit::A,кумда́,уттасса
627,schmal::A,а́ҥысыр,уттакӏюласса
628,dicht::A,ну́гыдо,ццунсса
629,dick[Gegenstand]::A,кӱ́жгӧ,ганзсса
630,dünn::A,ви́чкыж,кӏюласса
631,fein::A,ты́гыде,
632,fest::A,чо́ткыдо,цӏакьсса
633,fest::A,чо́ткыдо,кьянкьасса
634,flach::A,лапка́,баягъисса
635,flach::A,лапка́,цӏубакъасса
636,flach::A,лапка́,куртӏ дакъасса
637,glatt::A,яклака́,дюрчӏусса
638,hart::A,пе́ҥгыде,кьянкьасса
639,weich::A,пу́шкыдо,кӏукӏлусса
640,rund::A,йырге́шке,ккурккисса
641,spitz::A,коша́р,ярксса
642,spitz::A,коша́р,дайлсса
643,spitz::A,коша́р,мицӏ бусса
644,scharf::A,пӱ́сӧ,ярксса
645,scharf::A,пӱ́сӧ,дайлсса
646,scharf::A,пӱ́сӧ,мицӏ бусса
647,stumpf::A,токма́к,къуркъасса
648,schwer::A,не́ле,кӏусса
649,schön::A,сы́лне,аьнтӏикӏасса
650,heiß::A,шо́кшо,кӏирисса
651,warm::A,ле́ве,гъелисса
652,kalt::A,йӱ́штӧ,дяркъусса
653,kühl::A,юа́лге,дюхлулсса
654,kühl::A,южгата́,дюхлулсса
655,frisch::A,свежа́,цӏусса
656,feucht::A,вӱ́дыжгӧ,атилсса
657,feucht::A,вӱ́дыжгӧ,хъавтусса
658,nass::A,нӧ́рӧ,атилсса
659,nass::A,нӧ́рӧ,хъавтусса
660,trocken::A,ку́кшо,кьавкьсса
661,trocken::A,ку́кшо,кьакьан бувсса
662,voll::A,тич,бувцӏусса
663,leer::A,яра́,бачӏвасса
664,offen::A,виш,тӏивтӏусса
665,geschlossen::A,пе́тырыме,лавкьусса
666,geschlossen::A,тӱ́чмӧ,лавкьусса
667,sauber::A,ару́,марцӏсса
668,sauber::A,янда́р,марцӏсса
669,schmutzig::A,лавыра́н,чапалсса
670,schmutzig::A,ла́выргыше,чапалсса
671,roh::A,кӱ́чымӧ,шакъавхьсса
672,reif::A,лӧза́,дирсса
673,lecker::A,ту́тло,нахӏусса
674,lecker::A,ту́тло,тӏааьнсса
675,süß::A,ше́ре,нацӏусса
676,bitter::A,ко́чо,кьурчӏисса
677,sauer::A,шо́по,туршсса
678,hell::A,во́лгыдо,чаннасса
679,dunkel::A,пычке́мыш,цӏансса
680,schwarz::A,шола́,лухӏисса
681,weiß::A,ош,кӏяласса
