,Concept_ID,sv,sq
832,nur::ADV,endast,vetëm
833,schon::ADV,redan,tashmë
834,wieder::ADV,åter,përsëri
835,vergebens::ADV,förgäves,kot
836,vor::PRP,utanför,para
837,hinter::PRP,bakom,prapa
838,hinter::PRP,bakom,mbrapa
839,unter::PRP,under,nën
840,durch::PRP,genom,nëpër
841,durch::PRP,igenom,nëpër
842,neben::PRP,bredvid,pranë
843,neben::PRP,bredvid,përbri
844,neben::PRP,vid sidan av,pranë
845,neben::PRP,vid sidan av,përbri
846,zwischen::PRP,mellan,midis
847,zwischen::PRP,mellan,ndërmjet
848,wegen::PRP,på grund av,për
849,dies::PRN,detta,ky
850,das::PRN,det,ky
851,alles::PRN,allt,gjithçka
852,ich::PRN,jag,unë
853,du::PRN,du,ti
854,er::PRN,han,ai
855,wir::PRN,vi,ne
856,ihr::PRN,ni,ju
857,sie::PRN,de,ata
858,was::FPRN,vad,ç'
859,was::FPRN,vad,çfarë
860,wer::FPRN,vem,kush
861,wo::FADV,var,ku
862,wohin::FADV,vart,për ku
863,wie::FADV,hur,si
864,warum::FADV,varför,pse
865,warum::FADV,varför,përse
866,wieviel::FNUM,hur mycket,sa
867,eins::NUM,en,një
868,eins::NUM,ett,një
869,zwei::NUM,två,dy
870,drei::NUM,tre,tre
871,vier::NUM,fyra,katër
872,fünf::NUM,fem,pesë
873,sechs::NUM,sex,gjashtë
874,sieben::NUM,sju,shtatë
875,acht::NUM,åtta,tetë
876,neun::NUM,nio,nëntë
877,zehn::NUM,tio,dhjetë
878,elf::NUM,elva,njëmbëdhjetë
879,zwölf::NUM,tolv,dymbëdhjetë
880,zwanzig::NUM,tjugo,njëzet
881,dreißig::NUM,trettio,tridhjetë
882,vierzig::NUM,fyrtio,dyzet
883,fünfzig::NUM,femtio,pesëdhjetë
884,sechzig::NUM,sextio,gjashtëdhjetë
885,siebzig::NUM,sjuttio,shtatëdhjetë
886,achtzig::NUM,åttio,tetëdhjetë
887,neunzig::NUM,nittio,nëntëdhjetë
888,hundert::NUM,hundra,qind
889,tausend::NUM,tusen,mijë
890,und::CNJ,och,e
891,und::CNJ,och,dhe
892,oder::CNJ,eller,a
893,oder::CNJ,eller,apo
894,stehen::V,stå,rri
895,sitzen::V,sitta,rri
896,liegen::V,ligga,rri shtrirë
897,hängen::V,hänga,varem
898,werden::V,bli,bëhem
899,passieren::V,ske,ndodh
900,passieren::V,hända,ndodh
901,beginnen::V,börja,filloj
902,enden::V,ända,përfundoj
903,wechseln::V,växla,ndërroj
904,aufgehen[Sonne]::V,gå upp,hapem
905,untergehen[Sonne]::V,gå ned,hyj
906,untergehen[Sonne]::V,gå ned,perëndoj
907,scheinen[Sonne]::V,skina,ndriçoj
908,donnern::V,dundra,gjëmoj
909,donnern::V,dundra,bubulloj
910,wehen::V,blåsa,fryj
911,strömen::V,forsa,derdh
912,strömen::V,strömma,derdh
913,fließen::V,flyta,rrjedh
914,sich drehen::V,snurra,rrotullohem
915,schwanken::V,vackla,dyzoj
916,schwingen::V,svinga,dridhem
917,fallen::V,falla,bie
918,brennen::V,brinna,digjem
919,rauchen::V,ryka,nxjerr tym
920,regnen::V,regna,bie shi
921,gefrieren::V,frysa,ngrij
922,tauen::V,töa,shkrij
923,schmelzen::V,smälta,shkrij
924,trocknen::V,torka,thaj
925,sieden::V,koka,ziej
926,sieden::V,sjuda,ziej
927,faulen::V,ruttna,kalbem
928,faulen::V,ruttna,prishem
929,verfaulen::V,ruttna,kalbem
930,reißen::V,brista,grisem
931,reißen::V,brista,shqyhem
932,versinken::V,sjunka,humboj
933,vergehen::V,förgå,kaloj
934,erscheinen::V,synas,dukem
935,erscheinen::V,visa sig,dukem
936,verschwinden::V,försvinna,zhdukem
937,sinken::V,sjunka,ulem
938,abnehmen::V,avta,pakësohem
939,abnehmen::V,avta,zvogëlohem
940,abnehmen::V,minskas,pakësohem
941,abnehmen::V,minskas,zvogëlohem
942,zunehmen::V,tilltaga,shtohem
943,steigen::V,stiga,rritem
944,wachsen::V,växa,rritem
945,glänzen::V,glimma,vezulloj
946,funkeln::V,tindra,xixoj
947,funkeln::V,tindra,xixëlloj
948,funkeln::V,gnistra,xixoj
949,funkeln::V,gnistra,xixëlloj
950,lärmen::V,bråka,oshtij
951,lärmen::V,bråka,zhurmoj
952,lärmen::V,väsnas,oshtij
953,lärmen::V,väsnas,zhurmoj
954,läuten::V,ringa,bie
955,klingeln::V,ringa,i bie ziles
956,klirren::V,klirra,kërcëlloj
957,brausen::V,brusa,gjëmoj
958,rauschen::V,susa,fëshfërij
959,klingen::V,låta,tingëlloj
960,klingen::V,klinga,tingëlloj
961,bellen::V,skälla,leh
962,heulen::V,yla,ulërij
963,heulen::V,tjuta,ulërij
964,blasen::V,blåsa,fryj
965,pfeifen::V,vissla,fishkëllej
966,schreien::V,skrika,bërtas
967,stöhnen::V,stöna,rënkoj
968,zittern::V,darra,trembem
969,zittern::V,skälva,trembem
970,leben::V,leva,rroj
971,leben::V,leva,jetoj
972,geboren werden::V,födas,lind
973,atmen::V,andas,marr frymë
974,trinken::V,dricka,pi
975,essen::V,äta,ha
976,schlucken::V,svälja,gëlltis
977,schlucken::V,svälja,kapërdij
978,müde werden::V,tröttna,lodhem
979,einschlafen::V,somna,bie të fle
980,schlafen::V,sova,fle
981,aufwachen::V,vakna,zgjohem
982,aufstehen::V,stiga upp,çohem
983,aufstehen::V,stiga upp,ngrihem
984,sich erholen::V,repa sig,qetësohem
985,sich erholen::V,repa sig,shtendosem
986,sich erholen::V,hämta sig,qetësohem
987,sich erholen::V,hämta sig,shtendosem
988,krank werden::V,insjukna,bie i sëmurë
989,krank sein::V,vara sjuk,jam i sëmurë
990,schmerzen::V,smärta,dhemb
991,schmerzen::V,göra ont,dhemb
992,husten::V,hosta,kollitem
993,genesen::V,tillfriskna,shërohem
994,sterben::V,dö,vdes
995,umkommen::V,omkomma,vdes
996,umkommen::V,omkomma,mbaroj
997,sich bewegen::V,röra sig,shkundem
998,sich rühren::V,röra på sig,lëviz
999,sich erheben::V,resa sig,ngrihem
1000,sich setzen::V,sätta sig,ulem
1001,hinfallen::V,falla omkull,gremisem
1002,laufen::V,löpa,eci
1003,schreiten::V,skrida,çapem
1004,spazierengehen::V,promenera,shëtis
1005,eilen::V,ila,ngas
1006,sich beeilen::V,skynda sig,nxitoj
1007,sausen::V,susa,eci shpejt
1008,rennen::V,löpa,vrapoj
1009,rennen::V,springa,vrapoj
1010,springen::V,hoppa,kërcej
1011,klettern::V,klättra,hipi
1012,schaukeln::V,gunga,kolovitem
1013,kriechen::V,kräla,zvarritem
1014,schwimmen::V,simma,notoj
1015,tauchen::V,dyka,zhytem
1016,rudern::V,ro,vozis
1017,fahren::V,köra,shkoj
1018,fliegen::V,flyga,fluturoj
1019,gehen::V,gå,eci
1020,gehen::V,gå,shkoj
1021,weggehen::V,gå bort,vete
1022,abfahren::V,resa,nisem
1023,abfahren::V,avresa,nisem
1024,anhalten::V,stanna,ndalem
1025,hineingehen::V,gå in,futem
1026,eintreten::V,träda in,hyj
1027,kommen::V,komma,vij
1028,ankommen::V,ankomma,arrij
1029,ankommen::V,ankomma,mbërrij
1030,zurückkommen::V,återkomma,kthehem
1031,bleiben::V,bli,mbetem
1032,bleiben::V,bli,qëndroj
1033,bleiben::V,förbli,mbetem
1034,bleiben::V,förbli,qëndroj
1035,warten::V,vänta,pres
1036,erwarten::V,vänta,pres
1037,suchen::V,leta,kërkoj
1038,finden::V,finna,gjej
1039,versuchen::V,försöka,mundohem
1040,vorbereiten::V,förbereda,përgatis
1041,lieben::V,älska,dashuroj
1042,mögen::V,tycka om,dua
1043,lachen::V,skratta,qesh
1044,rühren::V,röra,mallëngjej
1045,weinen::V,gråta,qaj
1046,schimpfen::V,skälla,shaj
1047,sich ärgern::V,förargas,bëhem verem
1048,sich fürchten::V,vara rädd,kam frikë
1049,sich fürchten::V,vara rädd,frikësohem
1050,fürchten::V,frukta,kam frikë nga
1051,fliehen::V,fly,arratisem
1052,fliehen::V,rymma,arratisem
1053,flüchten::V,fly,iki
1054,sehen::V,se,shoh
1055,anschauen::V,se på,shikoj
1056,anschauen::V,betrakta,shikoj
1057,ansehen::V,åse,shikoj
1058,hören::V,höra,dëgjoj
1059,zuhören::V,höra på,veshtoj
1060,zuhören::V,lyssna till,veshtoj
1061,probieren::V,smaka,provoj
1062,probieren::V,smaka på,provoj
1063,riechen::V,lukta,nuhas
1064,fühlen::V,känna,ndiej
1065,scheinen::V,verka,ndriçoj
1066,scheinen::V,tyckas,ndriçoj
1067,zu sehen sein::V,synas,dukem
1068,zu sehen sein::V,kunna ses,dukem
1069,vernehmen::V,få veta,dëgjoj
1070,vernehmen::V,förnimma,dëgjoj
1071,frieren::V,frysa,mërdhij
1072,tun::V,göra,bëj
1073,können::V,kunna,mund
1074,wollen::V,vilja,dua
1075,wollen::V,vilja,dëshiroj
1076,anfangen::V,börja,filloj
1077,beenden::V,avsluta,kryej
1078,beenden::V,avsluta,mbaroj
1079,aufhören::V,sluta,pushoj
1080,aufhören::V,upphöra,pushoj
1081,gelingen::V,lyckas,më shkon mbarë
1082,geraten::V,bli,del
1083,öffnen::V,öppna,hap
1084,schließen::V,låsa,mbyll
1085,schließen::V,stänga,mbyll
1086,stellen::V,ställa,vë
1087,setzen::V,sätta,vë
1088,legen::V,lägga,vë
1089,berühren::V,beröra,rrok
1090,verbinden::V,förbinda,bashkoj
1091,bedecken::V,täcka,mbuloj
1092,bedecken::V,betäcka,mbuloj
1093,aufhängen::V,hänga,var
1094,aufhängen::V,hänga upp,var
1095,anzünden::V,tända,ndez
1096,anzünden::V,antända,ndez
1097,anzünden::V,tända på,ndez
1098,aufheben::V,lyfta,ngre
1099,zurücklassen::V,lämna,lë pas
1100,zurücklassen::V,efterlämna,lë pas
1101,verlieren::V,mista,humb
1102,verlieren::V,förlora,humb
1103,fallen lassen::V,tappa,lëshoj
1104,fallen lassen::V,släppa,lëshoj
1105,machen::V,göra,bëj
1106,herstellen::V,tillverka,prodhoj
1107,herstellen::V,framställa,prodhoj
1108,bauen::V,bygga,ndërtoj
1109,reparieren::V,reparera,ndreq
1110,reparieren::V,reparera,meremetoj
1111,verbessern::V,rätta,përmirësoj
1112,verbessern::V,förbättra,përmirësoj
1113,ändern::V,ändra,ndërroj
1114,ändern::V,förändra,ndërroj
1115,graben::V,gräva,gërmoj
1116,beugen::V,böja,kërrus
1117,biegen::V,böja,përkul
1118,biegen::V,kröka,përkul
1119,drehen::V,vrida,dredh
1120,drehen::V,vrida,rrotulloj
1121,wenden::V,vända,kthej
1122,umdrehen::V,vrida om,kthej
1123,heben::V,häva,ngre
1124,hochheben::V,lyfta,ngre
1125,ergreifen::V,gripa,rrëmbej
1126,halten::V,hålla,mbaj
1127,drücken::V,trycka,shtyp
1128,schieben::V,skjuta,shtyj
1129,kratzen::V,riva,kruaj
1130,kratzen::V,riva,gërvisht
1131,kratzen::V,skrapa,kruaj
1132,kratzen::V,skrapa,gërvisht
1133,lecken::V,slicka,lëpij
1134,beißen::V,bita,kafshoj
1135,abreißen::V,slita_av,shkëpus
1136,abreißen::V,riva_av,shkëpus
1137,abschneiden::V,skära av,cungoj
1138,binden::V,binda,lidh
1139,stecken::V,sticka,fus
1140,stecken::V,sticka,ngul
1141,brechen::V,bryta,thyej
1142,brechen::V,brista,thyej
1143,klopfen::V,banka,trokas
1144,klopfen::V,klappa,trokas
1145,hauen::V,hugga,godas
1146,kleben::V,klistra,ngjis
1147,reiben::V,gnida,fërkoj
1148,streichen::V,smörja,lyej
1149,schleifen::V,slipa,mpreh
1150,schneiden::V,skära,pres
1151,schneiden::V,klippa,pres
1152,rütteln::V,skaka,shkund
1153,schütteln::V,rista,lëkund
1154,schwenken::V,svänga,valëvit
1155,schütten::V,hälla,mbush
1156,füllen::V,fylla,mbush
1157,einwickeln::V,slå in,mbështjell
1158,einwickeln::V,veckla in,mbështjell
1159,tragen::V,bära,mbaj
1160,tragen::V,bära,mbart
1161,schleppen::V,släpa,heq
1162,schleppen::V,släpa,zhgërryej
1163,ziehen::V,dra,tërheq
1164,aufbewahren::V,förvara,ruaj
1165,aufbewahren::V,ta vara på,ruaj
1166,werfen::V,kasta,hedh
1167,fangen::V,fånga,kap
1168,packen::V,gripa,rrëmbej
1169,packen::V,gripa tag,rrëmbej
1170,verstecken::V,gömma,fsheh
1171,teilen::V,dela,ndaj
1172,schicken::V,skicka,dërgoj
1173,bringen::V,bringa,sjell
1174,hinzufügen::V,tillägga,shtoj
1175,bekommen::V,få,kap
1176,bekommen::V,erhålla,kap
1177,erhalten::V,få,marr
1178,erhalten::V,erhålla,marr
1179,nehmen::V,ta,marr
1180,nehmen::V,taga,marr
1181,wählen::V,välja,zgjedh
1182,auswählen::V,utvälja,përzgjedh
1183,bewahren::V,bevara,ruaj
1184,behindern::V,hindra,pengoj
1185,behindern::V,förhindra,pengoj
1186,verderben::V,förstöra,prish
1187,beschädigen::V,skada,dëmtoj
1188,zerbrechen::V,bryta isär,thyej
1189,zerbrechen::V,bryta sönder,thyej
1190,zerreißen::V,riva sönder,çjerr
1191,zerreißen::V,riva sönder,zheloj
1192,zerreißen::V,slita sönder,çjerr
1193,zerreißen::V,slita sönder,zheloj
1194,zerstören::V,förstöra,prish
1195,zerstören::V,förstöra,shkatërroj
1196,verbrennen::V,bränna,djeg
1197,verbrennen::V,bränna upp,djeg
1198,geben::V,ge,jap
1199,reichen::V,räcka,jap
1200,schenken::V,skänka,fal
1201,schenken::V,skänka,dhuroj
1202,versprechen::V,lova,premtoj
1203,wünschen::V,önska,uroj
1204,loben::V,lova,lëvdoj
1205,loben::V,lova,lavdëroj
1206,loben::V,beröma,lëvdoj
1207,loben::V,beröma,lavdëroj
1208,küssen::V,pussa,puth
1209,wiegen::V,vagga,tund
1210,zudecken::V,täcka,mbuloj
1211,wecken::V,väcka,zgjoj
1212,zeigen::V,visa,dëftej
1213,führen::V,föra,çoj
1214,lehren::V,lära,arsej
1215,unterrichten::V,undervisa,arsimoj
1216,aufziehen::V,uppfostra,rris
1217,leiten::V,leda,udhëheq
1218,antreiben::V,driva på,nxis
1219,lassen::V,få att,detyroj
1220,einladen::V,bjuda,ftoj
1221,einladen::V,inbjuda,ftoj
1222,vereinigen::V,förena,bashkoj
1223,besuchen::V,besöka,vizitoj
1224,treffen::V,möta,ndesh
1225,treffen::V,träffa,ndesh
1226,sich versammeln::V,församla sig,tubohem
1227,spielen::V,leka,loz
1228,spielen::V,leka,luaj
1229,spielen::V,spela,loz
1230,spielen::V,spela,luaj
1231,singen::V,sjunga,këndoj
1232,tanzen::V,dansa,kërcej
1233,tanzen::V,dansa,vallëzoj
1234,sich trennen::V,skiljas,ndahem
1235,verlassen::V,lämna,braktis
1236,verlassen::V,överge,braktis
1237,retten::V,rädda,shpëtoj
1238,bewachen::V,bevaka,ruaj
1239,schützen::V,skydda,ruaj
1240,schützen::V,skydda,mbroj
1241,schützen::V,beskydda,ruaj
1242,schützen::V,beskydda,mbroj
1243,verteidigen::V,försvara,mbroj
1244,sich schlagen::V,slåss,zihem
1245,schießen::V,skjuta,shtie
1246,siegen::V,segra,fitoj
1247,siegen::V,segra,ngadhënjej
1248,ärgern::V,förarga,zemëroj
1249,schlagen::V,slå,rrah
1250,schlagen::V,slå,godas
1251,treten::V,sparka,shtyj
1252,treten::V,sparka,shtyj më këmbë
1253,stechen::V,sticka,ther
1254,stechen::V,sticka,shpoj
1255,stoßen::V,stöta,shtyj
1256,stehlen::V,stjäla,vjedh
1257,stören::V,störa,pengoj
1258,belästigen::V,genera,bezdis
1259,belästigen::V,besvära,bezdis
1260,verbergen::V,dölja,fsheh
1261,täuschen::V,vilseleda,mashtroj
1262,betrügen::V,bedra,kobis
1263,töten::V,döda,vras
1264,wohnen::V,bo,banoj
1265,arbeiten::V,arbeta,punoj
1266,arbeiten::V,arbeta,vardoj
1267,sammeln::V,samla,mbledh
1268,sammeln::V,samla,grumbulloj
1269,pflücken::V,plocka,vjel
1270,pflücken::V,plocka,mbledh
1271,jagen::V,jaga,gjuaj
1272,fischen::V,fiska,peshkoj
1273,fischen::V,fiska,gjuaj peshk
1274,fassen::V,fånga,zë
1275,hüten::V,vakta,kullos
1276,treiben::V,driva,vë përpara
1277,anbinden::V,binda fast,lidh
1278,füttern::V,fodra,grazhdoj
1279,melken::V,mjölka,mjel
1280,hacken::V,hacka,grij
1281,gießen::V,hälla,ujis
1282,gießen::V,vattna,ujis
1283,reifen::V,mogna,piqem
1284,zubereiten::V,tillaga,gatuaj
1285,zubereiten::V,tillreda,gatuaj
1286,kochen::V,koka,ziej
1287,backen::V,baka,pjek
1288,backen::V,baka,furroj
1289,braten::V,steka,fërgoj
1290,braten::V,steka,tiganis
1291,umrühren::V,röra om,trazoj
1292,stricken::V,sticka,thur
1293,nähen::V,sy,qep
1294,färben::V,färga,ngjyej
1295,färben::V,färga,bojatis
1296,reinigen::V,rensa,qëroj
1297,reinigen::V,rensa,pastroj
1298,reinigen::V,rengöra,qëroj
1299,reinigen::V,rengöra,pastroj
1300,waschen::V,tvätta,laj
1301,waschen::V,tvätta,finjos
1302,abwischen::V,torka av,fshij
1303,spülen::V,spola,kulloj
1304,spülen::V,skölja,kulloj
1305,fegen::V,feja,fshij
1306,kehren::V,sopa,fshij
1307,baden::V,bada,lahem
1308,sich waschen::V,tvätta sig,lahem
1309,ausziehen::V,ta av,heq
1310,ausziehen::V,ta av,zbath
1311,anziehen::V,ta på,vesh
1312,anziehen::V,ta på,mbath
1313,sich anziehen::V,klä på sig,vishem
1314,kämmen::V,kamma,kreh
1315,schmücken::V,pynta,hijeshoj
1316,schmücken::V,smycka,hijeshoj
1317,sagen::V,säga,them
1318,sprechen::V,tala,flas
1319,reden::V,tala,fjalos
1320,reden::V,tala,fjalëtoj
1321,reden::V,prata,fjalos
1322,reden::V,prata,fjalëtoj
1323,sich unterhalten::V,prata,bisedoj
1324,fragen::V,fråga,pyes
1325,fragen::V,spörja,pyes
1326,bitten::V,be,lus
1327,bitten::V,be,lutem
1328,erzählen::V,berätta,rrëfej
1329,mitteilen::V,meddela,kumtoj
1330,nennen::V,kalla,quaj
1331,rufen::V,ropa,thërras
1332,prahlen::V,pråla,mburrem
1333,prahlen::V,pråla,kapardisem
1334,prahlen::V,skryta,mburrem
1335,prahlen::V,skryta,kapardisem
1336,übersetzen::V,tolka,përkthej
1337,übersetzen::V,översätta,përkthej
1338,denken::V,tänka,mendoj
1339,glauben::V,tro,besoj
1340,bemerken::V,uppmärksamma,vërej
1341,bemerken::V,lägga märke till,vërej
1342,erkennen::V,känna igen,njoh
1343,erkennen::V,känna igen,shquaj
1344,begreifen::V,begripa,marr vesh
1345,verstehen::V,förstå,marr vesh
1346,lernen::V,lära sig,mësoj
1347,wissen::V,veta,di
1348,sich erinnern an::V,minnas,kujtoj
1349,sich erinnern an::V,komma ihåg,kujtoj
1350,vergessen::V,glömma,harroj
1351,messen::V,mäta,mas
1352,zählen::V,räkna,njeh
1353,rechnen::V,räkna,llogaris
1354,lesen::V,läsa,lexoj
1355,lesen::V,läsa,këndoj
1356,malen::V,måla,lyej
1357,zeichnen::V,teckna,vizatoj
1358,schreiben::V,skriva,shkruaj
1359,besitzen::V,äga,kam
1360,besitzen::V,besitta,kam
1361,kaufen::V,köpa,blej
1362,verkaufen::V,sälja,shes
1363,bezahlen::V,betala,paguaj
1364,zahlen::V,betala,paguaj
1365,beherrschen::V,behärska,zotëroj
1366,ertragen::V,tåla,duroj
1367,ertragen::V,uthärda,duroj
